"","X1.x","sampledate","depth.x","o2.x","deck","light","frlight","avsnow","totice","whiteice","extcoef","blueice","surflite","X1.y","Genus","Transect Cell Count","Magnification","Biovolume","CellBioVol","PerBioVol","# of Transects","Cell Count per cm2","Transect Length (cm)","Start XY","Taxa","WaterCol","Functional","X15","X16","X17","X18","X19","End XY","Notes","Field of View scope","Field of View #","Total Cell Count","Estimated Total","Estimated Mucilage Percent Coverage","X1_1","lakeid","year4","group","depth.y","ph","alk","dic","tic","doc","toc","no3no2","no2","nh4","o2.y","totnf","totnuf","totpf","totpuf","drsif"
"293",185,1990-08-21,0,8.9,1937,1698,0.877,NA,NA,NA,NA,NA,0.87661331956634,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3457,"SP",1990,"iceoff",0,8.01,611,7.72,7.71,3.05,3.15,0,NA,0,8.9,248,226,0,4,2228
"294",186,1990-09-04,0,8.5,474,346.1,0.73,NA,NA,NA,NA,NA,0.730168776371308,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3479,"SP",1990,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
"295",187,1990-09-19,0,9.2,347,229.7,0.662,NA,NA,NA,NA,NA,0.661959654178674,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3499,"SP",1990,"iceoff",0,8.1,NA,7.5,7.65,3.42,3.32,1,NA,21,9.2,137,194,0,2,2273
"296",188,1990-10-02,0,9.7,535,379.8,0.71,NA,NA,NA,NA,NA,0.709906542056075,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3521,"SP",1990,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA
"297",189,1990-10-16,0,9.5,1104,968,0.877,NA,NA,NA,NA,NA,0.876811594202899,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3541,"SP",1990,"iceoff",0,7.78,NA,7.93,7.94,3.07,3.14,1,NA,0,9.5,157,167,2,4,2367
"298",190,1990-10-31,0,9.8,460,436.6,0.949,NA,NA,NA,NA,NA,0.949130434782609,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3563,"SP",1990,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
"299",191,1990-11-12,0,10.9,407,264.8,0.651,NA,NA,NA,NA,NA,0.650614250614251,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3583,"SP",1990,"iceoff",0,7.56,626,8.37,8.44,3.16,3.36,6,NA,24,10.9,206,208,3,8,2696
"300",192,1991-01-16,0,14.7,211,5.04,0.024,8.8,38,5,NA,33,0.0238862559241706,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3605,"SP",1991,"iceon",0,7.79,NA,9.19,9.21,3.74,3.55,17,NA,37,14.7,234,283,5,10,3054
"301",193,1991-02-19,0,15.4,557,5.7,0.01,8.6,55,5,NA,50,0.0102333931777379,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3628,"SP",1991,"iceon",0,7.79,697,8.87,9.22,3.34,3.34,29,NA,22,15.4,246,331,3,11,3012
"302",194,1991-03-25,0,14.2,775,NA,NA,0,53,3,0.3,50,NA,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3650,"SP",1991,"iceon",0,7.55,NA,4.96,5.74,2.71,2.58,144,NA,138,14.2,459,483,5,6,2074
"303",195,1991-05-07,0,11.6,2164,1680,0.776,NA,NA,NA,NA,NA,0.77634011090573,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3672,"SP",1991,"iceoff",0,7.8,606,NA,7.99,NA,3.2,1,NA,0,11.6,180,197,4,7,2844
"304",196,1991-05-22,0,10.6,209,160.6,0.768,NA,NA,NA,NA,NA,0.768421052631579,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3694,"SP",1991,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
"305",197,1991-06-03,0,8.7,1327,1068,0.805,NA,NA,NA,NA,NA,0.80482290881688,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3714,"SP",1991,"iceoff",0,8.12,NA,7.46,7.52,3.39,3.38,0,NA,4,8.7,151,169,0,0,2747
"306",198,1991-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3714,"SP",1991,"iceoff",0,8.12,NA,7.46,7.52,3.39,3.38,0,NA,4,8.7,151,169,0,0,2747
"307",197,1991-06-03,0,8.7,1327,1068,0.805,NA,NA,NA,NA,NA,0.80482290881688,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3715,"SP",1991,"iceoff",0,8.11,NA,7.49,7.54,3.35,3.29,1,NA,1,8.7,141,159,0,0,2794
"308",198,1991-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3715,"SP",1991,"iceoff",0,8.11,NA,7.49,7.54,3.35,3.29,1,NA,1,8.7,141,159,0,0,2794
"309",197,1991-06-03,0,8.7,1327,1068,0.805,NA,NA,NA,NA,NA,0.80482290881688,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3716,"SP",1991,"iceoff",0,8.12,NA,7.46,7.52,3.39,3.38,0,NA,4,NA,151,169,0,0,2747
"310",198,1991-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3716,"SP",1991,"iceoff",0,8.12,NA,7.46,7.52,3.39,3.38,0,NA,4,NA,151,169,0,0,2747
"311",197,1991-06-03,0,8.7,1327,1068,0.805,NA,NA,NA,NA,NA,0.80482290881688,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3717,"SP",1991,"iceoff",0,8.11,NA,7.49,7.54,3.35,3.29,1,NA,1,NA,141,159,0,0,2794
"312",198,1991-06-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3717,"SP",1991,"iceoff",0,8.11,NA,7.49,7.54,3.35,3.29,1,NA,1,NA,141,159,0,0,2794
"313",199,1991-06-19,0,8.3,1327,1015,0.765,NA,NA,NA,NA,NA,0.764883195177091,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3736,"SP",1991,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA
"314",200,1991-07-01,0,8.2,205,165.5,0.807,NA,NA,NA,NA,NA,0.807317073170732,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3756,"SP",1991,"iceoff",0,8,NA,7.58,7.59,3.45,3.32,2,NA,106,8.2,194,173,4,7,2527
"315",201,1991-07-16,0,8.1,935,1122,NA,NA,NA,NA,NA,NA,1.2,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3778,"SP",1991,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA
"316",202,1991-07-30,0,8.4,806,1240,NA,NA,NA,NA,NA,NA,1.53846153846154,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3798,"SP",1991,"iceoff",0,8.11,NA,7.52,7.56,3.57,3.76,0,NA,1,8.4,68,78,0,4,2364
"317",203,1991-08-12,0,8.5,840,815,0.97,NA,NA,NA,NA,NA,0.970238095238095,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3820,"SP",1991,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
"318",204,1991-08-28,0,8.5,1491,1472,0.987,NA,NA,NA,NA,NA,0.987256874580818,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840,"SP",1991,"iceoff",0,8.17,594,7.65,7.78,3.52,4.01,1,NA,19,8.5,223,154,0,0,2431
"319",205,1991-09-09,0,8.9,402,295.5,0.735,NA,NA,NA,NA,NA,0.735074626865672,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3862,"SP",1991,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
"320",206,1991-09-23,0,10.4,1067,687,0.644,NA,NA,NA,NA,NA,0.643861293345829,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3882,"SP",1991,"iceoff",0,8.04,NA,7.89,7.81,3.79,3.54,1,NA,7,10.4,217,228,3,6,2412
"321",207,1991-10-07,0,NA,416,332.5,0.799,NA,NA,NA,NA,NA,0.799278846153846,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3905,"SP",1991,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",208,1991-11-11,0,10.7,48,89.6,NA,NA,NA,NA,NA,NA,1.86666666666667,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3925,"SP",1991,"iceoff",0,7.53,631,8.39,8.5,3.24,3.31,3,NA,27,10.7,179,207,0,7,2859
"323",209,1992-01-14,0,15,438,8.34,0.019,11.3,30,7,0.388,23,0.019041095890411,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3947,"SP",1992,"iceon",0,7.61,NA,9.17,NA,3.35,NA,9,NA,23,15,198,243,0,5,3198
"324",210,1992-03-01,0,14.4,1355,8.7,0.006,22.5,41,7,0.316,34,0.00642066420664207,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3969,"SP",1992,"iceon",0,7.68,691,9.21,9.28,3.25,3.3,26,NA,15,14.4,205,230,0,6,3188
"325",211,1992-03-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3969,"SP",1992,"iceon",0,7.68,691,9.21,9.28,3.25,3.3,26,NA,15,14.4,205,230,0,6,3188
"326",210,1992-03-01,0,14.4,1355,8.7,0.006,22.5,41,7,0.316,34,0.00642066420664207,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3970,"SP",1992,"iceon",0,7.65,683,9.26,9.27,3.7,3.23,26,NA,28,14.4,220,245,0,5,3104
"327",211,1992-03-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3970,"SP",1992,"iceon",0,7.65,683,9.26,9.27,3.7,3.23,26,NA,28,14.4,220,245,0,5,3104
"328",210,1992-03-01,0,14.4,1355,8.7,0.006,22.5,41,7,0.316,34,0.00642066420664207,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3971,"SP",1992,"iceon",0,7.68,691,9.21,9.28,3.25,3.3,26,NA,15,NA,205,230,0,6,3188
"329",211,1992-03-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3971,"SP",1992,"iceon",0,7.68,691,9.21,9.28,3.25,3.3,26,NA,15,NA,205,230,0,6,3188
"330",210,1992-03-01,0,14.4,1355,8.7,0.006,22.5,41,7,0.316,34,0.00642066420664207,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3972,"SP",1992,"iceon",0,7.65,683,9.26,9.27,3.7,3.23,26,NA,28,NA,220,245,0,5,3104
"331",211,1992-03-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3972,"SP",1992,"iceon",0,7.65,683,9.26,9.27,3.7,3.23,26,NA,28,NA,220,245,0,5,3104
"332",212,1992-03-27,0,13.8,1399,264.9,0.189,0.4,52,10,0.3,42,0.189349535382416,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3992,"SP",1992,"iceon",0,7.61,NA,8.94,9.06,3.17,3.28,54,NA,17,13.8,254,271,0,2,3221
"333",213,1992-05-06,0,12.3,1024,841,0.821,NA,NA,NA,NA,NA,0.8212890625,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4014,"SP",1992,"iceoff",0,7.51,646,8.1,8.39,2.87,2.99,15,NA,19,12.3,190,244,4,9,2958
"334",214,1992-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4014,"SP",1992,"iceoff",0,7.51,646,8.1,8.39,2.87,2.99,15,NA,19,12.3,190,244,4,9,2958
"335",213,1992-05-06,0,12.3,1024,841,0.821,NA,NA,NA,NA,NA,0.8212890625,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4015,"SP",1992,"iceoff",0,7.5,615,8.16,8.37,2.91,3.02,15,NA,29,12.3,184,227,3,9,2936
"336",214,1992-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4015,"SP",1992,"iceoff",0,7.5,615,8.16,8.37,2.91,3.02,15,NA,29,12.3,184,227,3,9,2936
"337",213,1992-05-06,0,12.3,1024,841,0.821,NA,NA,NA,NA,NA,0.8212890625,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4016,"SP",1992,"iceoff",0,7.51,646,8.1,8.39,2.87,2.99,15,NA,19,NA,190,244,4,9,2958
"338",214,1992-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4016,"SP",1992,"iceoff",0,7.51,646,8.1,8.39,2.87,2.99,15,NA,19,NA,190,244,4,9,2958
"339",213,1992-05-06,0,12.3,1024,841,0.821,NA,NA,NA,NA,NA,0.8212890625,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4017,"SP",1992,"iceoff",0,7.5,615,8.16,8.37,2.91,3.02,15,NA,29,NA,184,227,3,9,2936
"340",214,1992-05-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4017,"SP",1992,"iceoff",0,7.5,615,8.16,8.37,2.91,3.02,15,NA,29,NA,184,227,3,9,2936
"341",215,1992-05-19,0,11.4,1666,1518,0.911,NA,NA,NA,NA,NA,0.911164465786314,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4036,"SP",1992,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA
"342",216,1992-06-02,0,9.6,1226,1050,0.856,NA,NA,NA,NA,NA,0.856443719412724,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4055,"SP",1992,"iceoff",0,8.18,NA,7.69,7.71,3.03,3.05,1,NA,5,9.6,153,216,4,10,2994
"343",217,1992-06-15,0,8.7,903,650.5,0.72,NA,NA,NA,NA,NA,0.720376522702104,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4077,"SP",1992,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
"344",218,1992-06-30,0,9.6,847,811,0.957,NA,NA,NA,NA,NA,0.957497048406139,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4096,"SP",1992,"iceoff",0,8.4,NA,7.77,7.85,2.98,3.22,1,NA,21,9.6,178,173,0,4,2851
"345",219,1992-07-14,0,8.7,1297,1276,0.984,NA,NA,NA,NA,NA,0.983808789514264,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4118,"SP",1992,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
"346",220,1992-07-29,0,8.4,1141,866,0.759,NA,NA,NA,NA,NA,0.758983347940403,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4137,"SP",1992,"iceoff",0,8.36,NA,7.61,7.89,3.08,3.6,0,NA,9,8.4,194,201,0,2,2969
"347",221,1992-08-11,0,8.1,218,123.4,0.566,NA,NA,NA,NA,NA,0.56605504587156,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4159,"SP",1992,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA
"348",222,1992-08-24,0,8.5,1183,793,0.67,NA,NA,NA,NA,NA,0.67032967032967,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4179,"SP",1992,"iceoff",0,8.2,643,7.73,7.93,3.3,3.37,2,NA,5,8.5,164,172,0,3,2900
"349",223,1992-09-08,0,9,1395,1454,NA,NA,NA,NA,NA,NA,1.04229390681004,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4201,"SP",1992,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"350",224,1992-09-24,0,9.3,684,490.3,0.717,NA,NA,NA,NA,NA,0.716812865497076,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4221,"SP",1992,"iceoff",0,8.01,NA,NA,7.95,NA,3.36,1,NA,13,9.3,208,273,0,5,2554
"351",225,1992-10-05,0,9.5,1186,1116,0.941,NA,NA,NA,NA,NA,0.94097807757167,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4243,"SP",1992,"iceoff",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
"352",226,1992-10-20,0,9.6,104,66.86,0.643,NA,NA,NA,NA,NA,0.642884615384615,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4262,"SP",1992,"iceoff",0,7.58,NA,8.22,8.41,3.23,3.34,1,NA,4,9.6,198,225,0,2,2642
"353",227,1992-11-09,0,9.8,248,176.2,0.71,NA,NA,NA,NA,NA,0.710483870967742,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4284,"SP",1992,"iceoff",0,7.33,628,8.55,8.76,3.09,3.09,3,NA,23,9.8,216,196,0,6,2919
"354",228,1993-01-13,0,14.2,294,0.05,0,19,36.5,6,NA,30.5,0.000170068027210884,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4306,"SP",1993,"iceon",0,7.66,NA,8.85,8.81,3.43,3.34,8,NA,13,14.2,212,284,3,8,3153
"355",229,1993-03-01,0,15.3,689,45.7,0.066,2.7,60.5,21.5,NA,39,0.0663280116110305,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4328,"SP",1993,"iceon",0,7.86,730,9.29,9.48,3.61,3.64,5,NA,8,15.3,183,325,5,37,3274
"356",230,1993-03-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4328,"SP",1993,"iceon",0,7.86,730,9.29,9.48,3.61,3.64,5,NA,8,15.3,183,325,5,37,3274
"357",229,1993-03-01,0,15.3,689,45.7,0.066,2.7,60.5,21.5,NA,39,0.0663280116110305,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4329,"SP",1993,"iceon",0,7.59,735,9.13,9.42,3.26,3.51,6,NA,23,15.3,173,359,0,42,3233
"358",230,1993-03-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4329,"SP",1993,"iceon",0,7.59,735,9.13,9.42,3.26,3.51,6,NA,23,15.3,173,359,0,42,3233
"359",229,1993-03-01,0,15.3,689,45.7,0.066,2.7,60.5,21.5,NA,39,0.0663280116110305,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4330,"SP",1993,"iceon",0,7.86,730,9.29,9.48,3.61,3.64,5,NA,8,NA,183,325,5,37,3274
"360",230,1993-03-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4330,"SP",1993,"iceon",0,7.86,730,9.29,9.48,3.61,3.64,5,NA,8,NA,183,325,5,37,3274
"361",229,1993-03-01,0,15.3,689,45.7,0.066,2.7,60.5,21.5,NA,39,0.0663280116110305,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4331,"SP",1993,"iceon",0,7.59,735,9.13,9.42,3.26,3.51,6,NA,23,NA,173,359,0,42,3233
"362",230,1993-03-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4331,"SP",1993,"iceon",0,7.59,735,9.13,9.42,3.26,3.51,6,NA,23,NA,173,359,0,42,3233
"363",231,1993-03-22,0,16.4,1259,16.35,0.013,9.1,56,23,0.284,33,0.0129864972200159,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4350,"SP",1993,"iceon",0,8.53,NA,8.76,8.94,3.23,3.35,3,NA,4,16.4,202,221,2,14,3196
"364",232,1993-05-04,0,12.8,544,3.44,0.006,NA,NA,NA,NA,NA,0.00632352941176471,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4372,"SP",1993,"iceoff",0,7.92,581,7.26,7.4,2.86,3.02,3,NA,24,12.8,86,120,0,4,2674
