,X1.x,sampledate,depth.x,o2.x,deck,light,frlight,avsnow,totice,whiteice,extcoef,blueice,surflite,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,# of Transects,Cell Count per cm2,Transect Length (cm),Start XY,Taxa,WaterCol,Functional,X15,X16,X17,X18,X19,End XY,Notes,Field of View scope,Field of View #,Total Cell Count,Estimated Total,Estimated Mucilage Percent Coverage,X1.y,lakeid,year4,group,depth.y,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2.y,totnf,totnuf,totpf,totpuf,drsif,year4frac,lakeid.y,year4.y,rep,sta,depth,surfchlor,wtemp,o2,o2sat,cond,frlight.y,chlor,phaeo,ph.y,phair,alk.y,dic.y,tic.y,doc.y,toc.y,no3no2.y,no2.y,nh4.y,totnf.y,totnuf.y,totpf.y,totpuf.y,drsif.y,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh
132,484,11/15/2005,0,9.2,143,104.86,0.733,NA,NA,NA,NA,NA,0.733286713,TotalBiovolume,NA,NA,NA,37769.78604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9150,SP,2005,iceoff,0,7.42,669,9.12,9.23,3.16,3.08,2,NA,21,9.2,191,255,4,10,2793,1988.7,SP,1988,1,1,0,1.7,12.69,11.05,110.74,NA,0.29,5.48,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,485,11/15/2005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,37769.78604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9150,SP,2005,iceoff,0,7.42,669,9.12,9.23,3.16,3.08,2,NA,21,9.2,191,255,4,10,2793,1988.74,SP,1988,1,1,0,3.1,14.74,11.37,118.96,NA,0.25,3.23,0.76,7.6,7.89,NA,8.31,8.6,3.22,3.25,0.94,NA,10.66,229.97,239.45,5.59,8.84,2707.98,2577.27,2650.58,0.14,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
134,484,11/15/2005,0,9.2,143,104.86,0.733,NA,NA,NA,NA,NA,0.733286713,TotalBiovolume,NA,NA,NA,37769.78604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9151,SP,2005,iceoff,0,7.4,669,9.06,9.33,3.45,3.53,2,NA,20,NA,207,256,6,10,2933,1988.776,SP,1988,1,1,0,1.5,15.45,10.2,108.16,NA,0.25,3.77,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,485,11/15/2005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,37769.78604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9151,SP,2005,iceoff,0,7.4,669,9.06,9.33,3.45,3.53,2,NA,20,NA,207,256,6,10,2933,1988.814,SP,1988,1,1,0,2.7,17.35,9.49,105.02,NA,0.29,4.6,0.12,7.52,7.94,NA,8.71,8.79,3.45,3.39,3.15,NA,51.27,140.2,130.79,1.88,4.08,2658.15,2843.98,2874.71,0.11,NA,NA,NA,NA,NA,NA,0.02,0.03,NA,NA,NA,NA,NA,NA
136,484,11/15/2005,0,9.2,143,104.86,0.733,NA,NA,NA,NA,NA,0.733286713,TotalBiovolume,NA,NA,NA,37769.78604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9152,SP,2005,iceoff,0,7.42,669,9.12,9.23,3.16,3.08,2,NA,21,NA,191,255,4,10,2793,1988.855,SP,1988,1,1,0,3.2,17.88,9.07,101.75,NA,0.28,2.69,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,485,11/15/2005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,37769.78604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9152,SP,2005,iceoff,0,7.42,669,9.12,9.23,3.16,3.08,2,NA,21,NA,191,255,4,10,2793,1989.033,SP,1989,1,1,0,11.1,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
138,487,02/13/2006,0,13.6,655,17.43,0.027,23.6,33,12,NA,21,0.026610687,TotalBiovolume,NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9193,SP,2006,iceon,0,7.73,722,3.17,3.16,8.92,9.12,12,NA,49,13.6,0,303,2,8,3036,1989.033,SP,1989,2,1,0,10,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
139,488,02/13/2006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9193,SP,2006,iceon,0,7.73,722,3.17,3.16,8.92,9.12,12,NA,49,13.6,0,303,2,8,3036,1989.148,SP,1989,1,1,0,2,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
140,487,02/13/2006,0,13.6,655,17.43,0.027,23.6,33,12,NA,21,0.026610687,TotalBiovolume,NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9194,SP,2006,iceon,0,7.73,730,3.21,3.27,8.93,9.31,7,NA,147,13.6,281,293,2,6,3195,1989.241,SP,1989,1,1,0,0.7,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
141,488,02/13/2006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9194,SP,2006,iceon,0,7.73,730,3.21,3.27,8.93,9.31,7,NA,147,13.6,281,293,2,6,3195,1989.241,SP,1989,2,1,0,1,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
142,487,02/13/2006,0,13.6,655,17.43,0.027,23.6,33,12,NA,21,0.026610687,TotalBiovolume,NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9195,SP,2006,iceon,0,7.73,722,3.17,3.16,8.92,9.12,12,NA,49,NA,0,303,2,8,3036,1989.332,SP,1989,1,1,0,3.9,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
143,488,02/13/2006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9195,SP,2006,iceon,0,7.73,722,3.17,3.16,8.92,9.12,12,NA,49,NA,0,303,2,8,3036,1989.375,SP,1989,1,1,0,2.1,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
144,487,02/13/2006,0,13.6,655,17.43,0.027,23.6,33,12,NA,21,0.026610687,TotalBiovolume,NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9196,SP,2006,iceon,0,7.73,730,3.21,3.27,8.93,9.31,7,NA,147,NA,281,293,2,6,3195,1989.411,SP,1989,1,1,0,2.1,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
145,488,02/13/2006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,13445.22755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9196,SP,2006,iceon,0,7.73,730,3.21,3.27,8.93,9.31,7,NA,147,NA,281,293,2,6,3195,1989.449,SP,1989,1,1,0,2.2,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
146,491,04/20/2006,0,NA,1642,1490.3,0.908,NA,NA,NA,NA,NA,0.907612667,TotalBiovolume,NA,NA,NA,105932.2045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9237,SP,2006,iceoff,0,NA,651,7.79,7.9,2.77,2.58,16,NA,15,NA,216,251,4,11,3056,1989.485,SP,1989,1,1,0,1.4,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
147,NA,06/16/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,95462.29186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.523,SP,1989,1,1,0,1.1,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
148,498,07/12/2006,0,8.8,766,595.79,0.778,NA,NA,NA,NA,NA,0.777793734,TotalBiovolume,NA,NA,NA,55725.91462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9362,SP,2006,iceoff,0,8.38,NA,NA,7.63,NA,3.34,1,NA,18,8.8,214,208,3,3,2698,1989.562,SP,1989,1,1,0,1.1,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
149,500,08/09/2006,0,8.5,1963,1480.9,0.754,NA,NA,NA,NA,NA,0.754406521,TotalBiovolume,NA,NA,NA,18557.99633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9404,SP,2006,iceoff,0,8.32,654,7.64,7.75,3.21,3.13,1,NA,46,8.5,182,182,1,4,2667,1989.603,SP,1989,1,1,0,0.9,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
150,507,10/30/2006,0,9.4,NA,380.01,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,49288.15794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9527,SP,2006,iceoff,0,7.38,643,8.54,8.58,3,2.99,2,NA,44,9.4,213,248,8,8,2834,1989.638,SP,1989,1,1,0,0.9,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
151,509,02/20/2007,0,16.1,1138,25.11,0.022,8.7,42,5,0.315,37,0.022065026,TotalBiovolume,NA,NA,NA,43538.89356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9569,SP,2007,iceon,0,7.95,792,8.71,9.07,3.21,3.01,4,NA,11,16.1,201,228,4,4,3856,1989.68,SP,1989,1,1,0,1.3,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
152,512,04/24/2007,0,11.9,1012,643.22,0.636,NA,NA,NA,NA,NA,0.635592885,TotalBiovolume,NA,NA,NA,57749.85027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9612,SP,2007,iceoff,0,7.7,674,7.8,7.9,2.84,2.77,3,NA,8,11.9,196,221,2,5,3532,1989.715,SP,1989,1,1,0,0.7,17.05,8.66,96.32,92.63,0.33,2.04,0.72,7.49,8,658.15,8.37,8.44,3.41,3.35,4.42,NA,42.39,249.66,299.71,0.57,7.17,2781.3,3087,3135.23,0.12,4.31,2.3,10.8,3.1,2.73,0.7,0.17,0.03,NA,NA,NA,NA,NA,NA
153,516,06/19/2007,0,8.4,514,296.72,0.577,NA,NA,NA,NA,NA,0.577276265,TotalBiovolume,NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9695,SP,2007,iceoff,0,8.05,NA,7.83,7.78,3.02,2.95,3,NA,10,8.4,210,242,3,8,3066,1989.792,SP,1989,1,1,0,1.3,16.82,8.77,97.86,NA,0.23,2.08,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,517,06/19/2007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9695,SP,2007,iceoff,0,8.05,NA,7.83,7.78,3.02,2.95,3,NA,10,8.4,210,242,3,8,3066,1989.836,SP,1989,1,1,0,2.1,15.28,8.34,90.22,NA,0.3,2.09,3.13,7.4,7.84,NA,9.01,9.16,3.42,3.54,4.11,NA,43.27,219.51,259.78,4.36,9.92,3010.24,2982.27,3068.47,0.11,NA,NA,NA,NA,NA,NA,0.28,0.03,NA,NA,NA,NA,NA,NA
155,516,06/19/2007,0,8.4,514,296.72,0.577,NA,NA,NA,NA,NA,0.577276265,TotalBiovolume,NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9696,SP,2007,iceoff,0,8.06,NA,7.41,7.63,3.01,2.93,4,NA,16,8.4,174,254,0,7,3051,1989.871,SP,1989,1,1,0,2,13.39,8.35,86.89,NA,0.28,1.7,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,517,06/19/2007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9696,SP,2007,iceoff,0,8.06,NA,7.41,7.63,3.01,2.93,4,NA,16,8.4,174,254,0,7,3051,1990.047,SP,1990,1,1,0,2.8,11.85,8.45,84.08,NA,0.28,2.58,2.28,7.33,7.62,NA,8.73,8.76,3.38,3.17,19.62,NA,123.77,234.73,281.19,1.23,4.22,2959.86,3024.81,3265.75,0.33,NA,NA,NA,NA,NA,NA,0.38,0.05,NA,NA,NA,NA,NA,NA
157,516,06/19/2007,0,8.4,514,296.72,0.577,NA,NA,NA,NA,NA,0.577276265,TotalBiovolume,NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9697,SP,2007,iceoff,0,8.05,NA,7.83,7.78,3.02,2.95,3,NA,10,NA,210,242,3,8,3066,1990.047,SP,1990,2,1,0,3.6,9.13,9.56,88.13,NA,0.2,2,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,517,06/19/2007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9697,SP,2007,iceoff,0,8.05,NA,7.83,7.78,3.02,2.95,3,NA,10,NA,210,242,3,8,3066,1990.137,SP,1990,1,1,0,2.1,7.92,10.81,96.69,95.49,0.19,3.25,0.65,7.48,7.78,649.05,8.98,9.06,3.37,3.32,13.27,NA,48.14,183.6,229.13,13.54,14.12,2918.12,2846.58,2932.58,0.08,4.41,2.29,10.7,3,2.64,0.69,0.02,0.01,NA,NA,NA,NA,NA,NA
159,516,06/19/2007,0,8.4,514,296.72,0.577,NA,NA,NA,NA,NA,0.577276265,TotalBiovolume,NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9698,SP,2007,iceoff,0,8.06,NA,7.41,7.63,3.01,2.93,4,NA,16,NA,174,254,0,7,3051,1990.238,SP,1990,1,1,0,0.7,2.46,12.59,97.71,NA,0.22,0.32,0.56,7.33,7.99,NA,9.05,9.18,3.34,3.17,15.98,NA,74.31,433.99,477.18,3.1,5.38,3107.17,3125.41,3176.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,517,06/19/2007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,63864.52915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9698,SP,2007,iceoff,0,8.06,NA,7.41,7.63,3.01,2.93,4,NA,16,NA,174,254,0,7,3051,1990.329,SP,1990,1,1,0,3.4,2.6,11.49,89.19,98.76,0.28,0.15,0.4,7.31,7.84,671.38,8.89,8.9,3.17,3.06,47.52,NA,39.67,401.67,421.49,3.9,5.47,3220.66,3275.79,3337.26,0,6.21,2.73,10.73,3.06,2.4,0.69,0.04,0.03,NA,NA,NA,NA,NA,NA
161,519,07/16/2007,0,8.4,1270,829.31,0.653,NA,NA,NA,NA,NA,0.653,TotalBiovolume,NA,NA,NA,78698.81792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9737,SP,2007,iceoff,0,8.3,NA,7.71,7.98,3.26,2.97,3,NA,6,8.4,229,268,5,8,2810,1990.329,SP,1990,2,1,0,3.1,2.56,10.83,83.92,NA,0.42,1.68,1.2,7.3,7.93,NA,9.82,9.95,3.02,2.93,55.47,NA,314.89,687.68,696.27,59.3,73.29,3742.25,3856.71,3855.51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,523,08/13/2007,0,8.2,1392,1144.2,0.822,NA,NA,NA,NA,NA,0.821982759,TotalBiovolume,NA,NA,NA,86298.54542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9801,SP,2007,iceoff,0,8.26,701,7.87,7.67,3.12,2.83,10,NA,1,8.2,181,249,3,4,3040,1990.37,SP,1990,1,1,0,1.4,4.07,11.46,93,93.12,0.18,2.3,2.2,7.19,7.94,636.01,8.92,9.14,2.94,2.9,63.44,NA,40.51,302.74,416.08,11.13,23.35,2851.91,3074.33,3041.85,0.1,5.93,2.56,10.54,2.98,2.61,0.69,0.07,0.01,NA,NA,NA,NA,NA,NA
163,529,11/12/2007,0,10.5,181,99.99,0.552,NA,NA,NA,NA,NA,0.552430939,TotalBiovolume,NA,NA,NA,69229.21827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9921,SP,2007,iceoff,0,7.53,678,8.38,8.53,2.97,2.79,6,NA,19,10.5,237,262,3,8,2982,1990.408,SP,1990,1,1,0,0.8,4.07,11.46,93,93.12,0.18,2.3,2.2,7.19,7.94,636.01,8.92,9.14,2.94,2.9,63.44,NA,40.51,302.74,416.08,11.13,23.35,2851.91,3074.33,3041.85,0.1,5.93,2.56,10.54,2.98,2.61,0.69,0.07,0.01,NA,NA,NA,NA,NA,NA
164,532,03/03/2008,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.015448666,TotalBiovolume,NA,NA,NA,7414.250988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9964,SP,2008,iceon,0,7.63,813,9.9,9.99,3.35,3.27,15,NA,59,14.6,241,269,5,7,3348,1990.452,SP,1990,1,1,0,0.9,4.07,11.46,93,93.12,0.18,2.3,2.2,7.19,7.94,636.01,8.92,9.14,2.94,2.9,63.44,NA,40.51,302.74,416.08,11.13,23.35,2851.91,3074.33,3041.85,0.1,5.93,2.56,10.54,2.98,2.61,0.69,0.07,0.01,NA,NA,NA,NA,NA,NA
165,533,03/03/2008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,7414.250988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9964,SP,2008,iceon,0,7.63,813,9.9,9.99,3.35,3.27,15,NA,59,14.6,241,269,5,7,3348,1990.485,SP,1990,1,1,0,0.2,4.07,11.46,93,93.12,0.18,2.3,2.2,7.19,7.94,636.01,8.92,9.14,2.94,2.9,63.44,NA,40.51,302.74,416.08,11.13,23.35,2851.91,3074.33,3041.85,0.1,5.93,2.56,10.54,2.98,2.61,0.69,0.07,0.01,NA,NA,NA,NA,NA,NA
166,532,03/03/2008,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.015448666,TotalBiovolume,NA,NA,NA,7414.250988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9965,SP,2008,iceon,0,7.63,801,9.92,10.12,3.46,3.4,12,NA,9,14.6,220,242,2,8,3627,1990.559,SP,1990,1,1,0,0.8,4.07,11.46,93,93.12,0.18,2.3,2.2,7.19,7.94,636.01,8.92,9.14,2.94,2.9,63.44,NA,40.51,302.74,416.08,11.13,23.35,2851.91,3074.33,3041.85,0.1,5.93,2.56,10.54,2.98,2.61,0.69,0.07,0.01,NA,NA,NA,NA,NA,NA
167,533,03/03/2008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,7414.250988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9965,SP,2008,iceon,0,7.63,801,9.92,10.12,3.46,3.4,12,NA,9,14.6,220,242,2,8,3627,1990.6,SP,1990,1,1,0,0.5,4.07,11.46,93,93.12,0.18,2.3,2.2,7.19,7.94,636.01,8.92,9.14,2.94,2.9,63.44,NA,40.51,302.74,416.08,11.13,23.35,2851.91,3074.33,3041.85,0.1,5.93,2.56,10.54,2.98,2.61,0.69,0.07,0.01,NA,NA,NA,NA,NA,NA
168,532,03/03/2008,0,14.6,1237,19.11,0.015,18.9,48,13,0.236,35,0.015448666,TotalBiovolume,NA,NA,NA,7414.250988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9966,SP,2008,iceon,0,7.63,813,9.9,9.99,3.35,3.27,15,NA,59,NA,241,269,5,7,3348,1990.638,SP,1990,1,1,0,0.9,4.07,11.46,93,93.12,0.18,2.3,2.2,7.19,7.94,636.01,8.92,9.14,2.94,2.9,63.44,NA,40.51,302.74,416.08,11.13,23.35,2851.91,3074.33,3041.85,0.1,5.93,2.56,10.54,2.98,2.61,0.69,0.07,0.01,NA,NA,NA,NA,NA,NA
169,533,03/03/2008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TotalBiovolume,NA,NA,NA,7414.250988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9966,SP,2008,iceon,0,7.63,813,9.9,9.99,3.35,3.27,15,NA,59,NA,241,269,5,7,3348,1990.677,SP,1990,1,1,0,0.8,4.07,11.46,93,93.12,0.18,2.3,2.2,7.19,7.94,636.01,8.92,9.14,2.94,2.9,63.44,NA,40.51,302.74,416.08,11.13,23.35,2851.91,3074.33,3041.85,0.1,5.93,2.56,10.54,2.98,2.61,0.69,0.07,0.01,NA,NA,NA,NA,NA,NA
