,sampledate,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,# of Transects,Cell Count per cm2,Transect Length (cm),Start XY,Taxa,WaterCol,Functional,X15,X16,X17,X18,X19,End XY,Notes,Field of View scope,Field of View #,Total Cell Count,Estimated Total,Estimated Mucilage Percent Coverage,X1,lakeid,year4,group,depth,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2,totnf,totnuf,totpf,totpuf,drsif
95,06/10/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,SP,1985,iceoff,0,7.91,NA,NA,NA,NA,NA,0,NA,12,9.1,NA,NA,NA,NA,3157
96,06/25/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483,SP,1985,iceoff,0,7.81,NA,NA,NA,NA,NA,1,NA,17,9.1,NA,NA,NA,NA,3057
97,06/25/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1484,SP,1985,iceoff,0,7.84,NA,NA,NA,NA,NA,1,NA,11,9.1,NA,NA,NA,NA,3056
98,06/25/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485,SP,1985,iceoff,0,7.81,NA,NA,NA,NA,NA,1,NA,17,NA,NA,NA,NA,NA,3057
99,06/25/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1486,SP,1985,iceoff,0,7.84,NA,NA,NA,NA,NA,1,NA,11,NA,NA,NA,NA,NA,3056
100,07/10/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506,SP,1985,iceoff,0,7.78,NA,NA,NA,NA,NA,0,NA,0,8,NA,NA,NA,NA,3074
101,07/22/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529,SP,1985,iceoff,0,7.89,NA,NA,NA,NA,NA,0,NA,12,8.3,NA,NA,NA,NA,2987
102,08/05/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1552,SP,1985,iceoff,0,7.88,NA,NA,NA,NA,NA,0,NA,26,8.3,NA,NA,NA,NA,3073
103,08/19/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,SP,1985,iceoff,0,7.95,574,6.96,NA,3.46,NA,3,NA,70,8.5,NA,NA,4,NA,3029
104,09/10/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596,SP,1985,iceoff,0,7.88,NA,NA,NA,NA,NA,1,NA,11,8.7,NA,NA,NA,NA,3034
105,09/30/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619,SP,1985,iceoff,0,7.77,NA,NA,NA,NA,NA,0,NA,9,9.2,NA,NA,NA,NA,2994
106,10/23/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1642,SP,1985,iceoff,0,7.39,NA,NA,NA,NA,NA,0,NA,14,10,NA,NA,NA,NA,3096
107,11/11/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1664,SP,1985,iceoff,0,7.2,587,NA,NA,NA,NA,0,NA,18,10.3,NA,NA,9,NA,3382
108,11/11/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665,SP,1985,iceoff,0,7.19,582,NA,NA,NA,NA,0,NA,29,10.3,NA,NA,12,NA,3416
109,11/11/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1666,SP,1985,iceoff,0,7.2,587,NA,NA,NA,NA,0,NA,18,NA,NA,NA,9,NA,3382
110,11/11/1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,SP,1985,iceoff,0,7.19,582,NA,NA,NA,NA,0,NA,29,NA,NA,NA,12,NA,3416
111,01/14/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1687,SP,1986,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA
112,02/27/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1710,SP,1986,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA
113,02/27/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1711,SP,1986,iceon,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,04/24/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1735,SP,1986,iceoff,0,7.42,575,7.45,NA,3.07,NA,47,NA,3,11.7,154,181,5,13,3561
115,05/07/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1758,SP,1986,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA
116,05/19/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1777,SP,1986,iceoff,0,8.44,NA,6.84,7.03,3.25,3.14,2,NA,10,10.7,392,390,8,12,3317
117,05/19/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1778,SP,1986,iceoff,0,8.44,NA,6.84,7.03,3.25,3.14,2,NA,10,NA,392,390,8,12,3317
118,06/03/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1801,SP,1986,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA
119,06/16/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1821,SP,1986,iceoff,0,7.94,NA,7,6.97,3.07,3.05,0,NA,6,9.4,177,193,0,4,3316
120,06/30/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1844,SP,1986,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
121,07/14/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1864,SP,1986,iceoff,0,8.02,NA,6.98,7.09,3.13,3.24,2,NA,25,8.3,215,241,4,4,3230
122,07/29/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1887,SP,1986,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA
123,08/11/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1907,SP,1986,iceoff,0,8.12,544,6.9,6.98,3.61,3.33,0,NA,4,8.2,215,224,0,0,3135
124,08/25/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930,SP,1986,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
125,09/08/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,SP,1986,iceoff,0,7.77,NA,6.94,7.06,3.56,3.52,0,NA,2,8.9,227,244,0,0,3081
126,09/08/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,SP,1986,iceoff,0,7.82,NA,7.03,7.06,3.31,3.25,0,NA,0,8.9,237,265,0,5,3125
127,09/08/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,SP,1986,iceoff,0,7.77,NA,6.94,7.06,3.56,3.52,0,NA,2,NA,227,244,0,0,3081
128,09/08/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952,SP,1986,iceoff,0,7.82,NA,7.03,7.06,3.31,3.25,0,NA,0,NA,237,265,0,5,3125
129,09/22/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972,SP,1986,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
130,10/07/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,SP,1986,iceoff,0,7.71,NA,7.28,7.22,3.37,3.33,0,NA,21,9,196,239,3,10,2891
131,10/21/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,SP,1986,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA
132,11/12/1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2035,SP,1986,iceoff,0,7.45,585,7.54,7.67,3.3,3.42,2,NA,20,11.1,201,305,5,13,3183
133,01/14/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2058,SP,1987,iceon,0,7.99,NA,8.12,8.24,3.32,3.35,0,NA,9,14.9,219,243,0,0,3560
134,02/24/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2081,SP,1987,iceon,0,7.72,676,8.58,8.65,3.44,3.4,22,NA,29,15.5,240,327,3,11,3683
135,03/24/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2105,SP,1987,iceon,0,7.36,NA,6.36,6.72,2.85,2.79,52,NA,19,10.4,208,216,4,5,2774
136,04/20/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2127,SP,1987,iceoff,0,7.72,573,6.86,7.04,2.79,2.86,7,NA,13,12.5,288,157,7,5,3041
137,05/05/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2149,SP,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA
138,05/20/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2169,SP,1987,iceoff,0,7.83,NA,7.12,7.01,3.29,2.95,0,NA,12,10,174,213,0,0,2915
139,06/02/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2191,SP,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
140,06/11/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2211,SP,1987,iceoff,0,7.92,NA,7.04,7.01,3.02,3.05,9,NA,190,9.1,152,144,4,8,2872
141,06/29/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2233,SP,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA
142,07/13/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2253,SP,1987,iceoff,0,8.09,NA,6.91,6.98,3.18,3.11,4,NA,57,8.2,180,160,0,0,2852
143,07/29/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2275,SP,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
144,08/11/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2295,SP,1987,iceoff,0,8.03,583,7.13,7.13,3.41,3.39,3,NA,21,8.2,188,186,4,4,2698
145,08/26/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2317,SP,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
146,09/08/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2337,SP,1987,iceoff,0,8.03,NA,7.19,7.27,3.37,3.37,0,NA,58,8.7,174,187,0,5,2702
147,09/21/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2359,SP,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
148,10/05/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2378,SP,1987,iceoff,0,7.79,NA,7.41,7.46,3.28,3.26,0,NA,0,9.6,159,213,0,6,2856
149,10/20/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2399,SP,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
150,11/02/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2418,SP,1987,iceoff,0,7.33,608,7.92,8.03,3.13,3.24,5,NA,29,9.1,194,337,3,10,3070
151,11/16/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2440,SP,1987,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA
152,01/19/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2459,SP,1988,iceon,0,7.67,NA,8.51,8.36,3.38,3.43,26,NA,150,13.6,198,224,0,5,3242
153,02/29/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2480,SP,1988,iceon,0,7.58,692,9.14,9.13,3.54,3.38,56,NA,11,14.1,242,279,0,7,3471
154,04/04/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502,SP,1988,iceon,0,7.52,NA,5.24,5.2,2.21,2.16,81,NA,54,13.6,430,367,14,14,2000
155,04/04/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2503,SP,1988,iceon,0,7.51,NA,4.9,5.19,1.92,2.13,87,NA,71,13.6,236,224,0,0,2081
156,04/04/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2504,SP,1988,iceon,0,7.52,NA,5.24,5.2,2.21,2.16,81,NA,54,NA,430,367,14,14,2000
157,04/04/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2505,SP,1988,iceon,0,7.51,NA,4.9,5.19,1.92,2.13,87,NA,71,NA,236,224,0,0,2081
158,04/25/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2524,SP,1988,iceoff,0,7.5,582,7.62,7.72,2.97,3.17,17,NA,19,12.2,348,384,6,14,3297
159,05/09/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2546,SP,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA
160,05/24/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2566,SP,1988,iceoff,0,7.92,NA,7.19,7.54,3.05,2.94,3,NA,100,10,283,317,0,8,3040
161,06/06/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2588,SP,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
162,06/21/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2608,SP,1988,iceoff,0,8.27,NA,7.39,7.44,3.48,3.35,1,NA,23,8.8,160,243,0,3,2565
163,07/05/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2630,SP,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
164,07/18/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2650,SP,1988,iceoff,0,8.06,NA,7.6,7.68,3.45,3.31,0,NA,23,8.1,193,400,0,6,2563
165,08/01/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2672,SP,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
166,08/16/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2692,SP,1988,iceoff,0,8.07,599,7.26,7.2,3.88,4.19,0,NA,17,8.3,97,126,0,0,2648
167,08/16/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2693,SP,1988,iceoff,0,8.11,595,7.17,7.2,3.6,3.63,3,NA,31,8.3,155,106,0,0,2595
168,08/16/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2694,SP,1988,iceoff,0,8.07,599,7.26,7.2,3.88,4.19,0,NA,17,NA,97,126,0,0,2648
169,08/16/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2695,SP,1988,iceoff,0,8.11,595,7.17,7.2,3.6,3.63,3,NA,31,NA,155,106,0,0,2595
170,08/29/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2714,SP,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
171,09/12/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2734,SP,1988,iceoff,0,8.12,NA,7.55,7.56,3.25,3.3,4,NA,115,9.2,97,180,0,7,2519
172,09/27/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2756,SP,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
173,10/10/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2776,SP,1988,iceoff,0,7.86,NA,7.88,7.99,3.27,3.39,9,NA,114,9.9,213,196,4,4,2532
174,10/24/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2798,SP,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
175,11/08/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2818,SP,1988,iceoff,0,7.5,602,8.26,8.31,3.14,3.19,5,NA,42,10.9,220,219,0,6,2731
176,01/12/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2840,SP,1989,iceon,0,7.65,NA,10.06,10.17,4.52,4.06,12,NA,69,14.8,269,324,0,16,2902
177,01/12/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2841,SP,1989,iceon,0,7.66,NA,10.02,10.18,4,4.27,13,NA,106,14.8,266,322,0,16,2940
178,01/12/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2842,SP,1989,iceon,0,7.65,NA,10.06,10.17,4.52,4.06,12,NA,69,NA,269,324,0,16,2902
179,01/12/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2843,SP,1989,iceon,0,7.66,NA,10.02,10.18,4,4.27,13,NA,106,NA,266,322,0,16,2940
180,02/23/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2862,SP,1989,iceon,0,7.57,695,9.06,9.14,3.3,3.35,44,NA,31,14.8,274,289,3,9,2897
181,03/29/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2884,SP,1989,iceon,0,7.41,NA,8.46,8.4,3.12,2.93,136,NA,25,12.4,312,325,0,0,2748
182,03/29/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2885,SP,1989,iceon,0,7.42,NA,8.45,8.5,3.16,3.05,139,NA,40,12.4,322,323,0,0,2799
183,03/29/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2886,SP,1989,iceon,0,7.41,NA,8.46,8.4,3.12,2.93,136,NA,25,NA,312,325,0,0,2748
184,03/29/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2887,SP,1989,iceon,0,7.42,NA,8.45,8.5,3.16,3.05,139,NA,40,NA,322,323,0,0,2799
185,05/01/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2906,SP,1989,iceoff,0,8,755,7.03,7.22,3.05,3.08,1,NA,3,12.9,189,192,0,0,2633
186,05/17/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2928,SP,1989,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA
187,05/30/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2948,SP,1989,iceoff,0,7.88,NA,7.65,7.56,3.41,3.86,0,NA,19,10,236,213,0,4,2906
188,06/13/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2971,SP,1989,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
189,06/26/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2991,SP,1989,iceoff,0,7.93,NA,7.47,7.61,3.31,3.49,9,NA,24,8.8,215,238,3,6,2560
