sampledate,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,# of Transects,Cell Count per cm2,Transect Length (cm),Start XY,Taxa,WaterCol,Functional,,,,,,End XY,Notes,Field of View scope,Field of View #,Total Cell Count,Estimated Total,Estimated Mucilage Percent Coverage
08/23/1999,Cf. Komvophoron / Trichormus,4,,9.7808535,39.123414,0.000667969,,,,,,,,,,,,,,,,,,,
08/23/1999,Planothidium,1,,126.6690158,126.6690158,0.002162669,,,,,,,,,,,,,,,,,,,
08/23/1999,Stauroforma,3,,107.2068493,321.6205479,0.005491153,,,,,,,,,,,,,,diatoms.org,,,,,
08/23/1999,Stephanodiscus,1,,154.4537325,154.4537325,0.002637049,,,,,,,,,,,,,,diatoms.org,,,,,
08/23/1999,Euglena,1,,7392.788,7392.788,0.126219948,,,,,,,,,,,,,,"Anything just marked as genus ""Stephanodiscus"" can be estimated as ""Stephanodiscus hantzschii"".  Anything with a different species epithet can be looked up @ diatoms.org",,,,,
08/23/1999,Small Cocconeis,16,,152.6421331,2442.27413,0.041697897,,,,,,,,,,,,,,Rare,,,,,
08/23/1999,Fragilaria,11,,311.155,3422.705,0.058437175,,,,,,,,,,,,,,Estimate as equal to 1:1 Microcystis cell biomass,,,,,
08/23/1999,Cf. Coelosphaerium,42,,0.976259,41.002878,0.000700058,,,,,,,,,,,,,,,,,,,
08/23/1999,TotalBiovolume,,,,58570.67871,,,,,,,,,,,,,,,,,,,,
11/10/1999,Stephanodiscus,1,100,154.4537325,154.4537325,0.005254757,1,,,,,,,,,,,,,,,,,,
11/10/1999,?11,2,,1545.356039,3090.712078,0.105150852,,,,,,,,,,,,,,,,,,,
11/10/1999,Achnanthidium,1,,48.55233271,48.55233271,0.001651826,,,,,,,,,,,,,,,,,,,
11/10/1999,Peanut,9,,84.9851,764.8659,0.026021932,,,,,,,,,,,,,,,,,,,
11/10/1999,Cryptomonad,22,,195.2354,4295.1788,0.14612869,,,,,,,,,,,,,,,,,,,
11/10/1999,Armored Dinoflagellate,3,,874.8631698,2624.589509,0.089292634,,,,,,,,,,,,,,,,,,,
11/10/1999,Cyclotella,7,,113.0973355,791.6813487,0.026934236,,,,,,,,,,,,,,,,,,,
11/10/1999,Small Cocconeis,2,,152.6421331,305.2842662,0.010386247,,,,,,,,,,,,,,,,,,,
11/10/1999,Fragilaria,9,,311.155,2800.395,0.095273811,,,,,,,,,,,,,,,,,,,
11/10/1999,Segmented Green,348,,41.7167,14517.4116,0.493905014,,,,,,,,,,,,,,,,,,,
11/10/1999,TotalBiovolume,,,,29393.12457,,,,,,,,,,,,,,,,,,,,
02/22/2000,?11,1,100,1545.356039,1545.356039,0.080339396,1,,,,,,,,,,,,,,,,,,
02/22/2000,Stephanodiscus,1,,154.4537325,154.4537325,0.008029683,,,,,,,,,,,,,,,,,,,
02/22/2000,Cryptomonad,9,,195.2354,1757.1186,0.091348429,,,,,,,,,,,,,,,,,,,
02/22/2000,Naked Dinoflagellate,1,,7003.540037,7003.540037,0.364097437,,,,,,,,,,,,,,,,,,,
02/22/2000,Armored Dinoflagellate,5,,874.8631698,4374.315849,0.227410307,,,,,,,,,,,,,,,,,,,
02/22/2000,Small Cocconeis,13,,152.6421331,1984.34773,0.103161533,,,,,,,,,,,,,,,,,,,
02/22/2000,Flagellated Green,10,,87.26957,872.6957,0.04536938,,,,,,,,,,,,,,,,,,,
02/22/2000,Segmented Green,37,,41.7167,1543.5179,0.080243835,,,,,,,,,,,,,,,,,,,
02/22/2000,TotalBiovolume,,,,19235.34559,,,,,,,,,,,,,,,,,,,,
04/06/2000,Tetraedron victoriae,4,100,47.2472,188.9888,0.001469101,1,,,,,,,,,,,,,,,,,,
04/06/2000,Sellaphora,2,,120,240,0.001865636,,,,,,,,,,,,,,Rare,,,,,
04/06/2000,Asterocapsa,1,,3879.43376,3879.43376,0.030156706,,,,,,,,,,,,,,diatoms.org,,,,,
04/06/2000,Stephanodiscus,1,,154.4537325,154.4537325,0.001200643,,,,,,,,,,,,,,,,,,,
04/06/2000,Cryptomonad,48,,195.2354,9371.2992,0.072847619,,,,,,,,,,,,,,,,,,,
04/06/2000,Naked Dinoflagellate,5,,7003.540037,35017.70018,0.272209436,,,,,,,,,,,,,,,,,,,
04/06/2000,Armored Dinoflagellate,12,,874.8631698,10498.35804,0.081608789,,,,,,,,,,,,,,,,,,,
04/06/2000,Cyclotella,1,,113.0973355,113.0973355,0.00087916,,,,,,,,,,,,,,,,,,,
04/06/2000,Euglena,4,,7392.788,29571.152,0.229870796,,,,,,,,,,,,,,,,,,,
04/06/2000,Small cocconeis,4,,152.6421331,610.5685324,0.004746243,,,,,,,,,,,,,,,,,,,
04/06/2000,Dinobryon,14,,1034.087,14477.218,0.112538383,,,,,,,,,,,,,,,,,,,
04/06/2000,Fragilaria,13,,311.155,4045.015,0.031443848,,,,,,,,,,,,,,,,,,,
04/06/2000,Cf. Elakatothrix,1,,2.597609,2.597609,2.02E-05,,,,,,,,,,,,,,"Anything marked JUST ""Fragilaria"" can be assumed to be ""Fragilaria crotonensis""",,,,,
04/06/2000,Cyanobacteria diachloros,10,,87.26957,872.6957,0.006783884,,,,,,,,,,,,,,,,,,,
04/06/2000,Flagellated green,12,,87.26957,1047.23484,0.00814066,,,,,,,,,,,,,,,,,,,
04/06/2000,Asterionella,26,,545.5867498,14185.25549,0.110268818,,,,,,,,,,,,,,,,,,,
04/06/2000,Segmented green,102,,41.7167,4255.1034,0.033076967,,,,,,,,,,,,,,,,,,,
04/06/2000,Peanut,1,,84.9851,84.9851,0.00066063,,,,,,,,,,,,,,,,,,,
04/06/2000,Cf. Coelosphaerium,28,,0.976259,27.335252,0.00021249,,,,,,,,,,,,,,,,,,,
04/06/2000,TotalBiovolume,,,,128642.492,,,,,,,,,,,,,,,,,,,,
05/30/2000,Stauroforma,1,,107.2068493,107.2068493,0.000349664,,,,,,,,,,,,,,,,,,,
05/30/2000,Cf. Placoneis,2,,910.8753375,1821.750675,0.005941793,,,,,,,,,,,,,,diatoms.org,,,,,
05/30/2000,Cryptomonad,22,,195.2354,4295.1788,0.014009088,,,,,,,,,,,,,,diatoms.org,,,,,
05/30/2000,Naked Dinoflagellate,5,,7003.540037,35017.70018,0.114213182,,,,,,,,,,,,,,,,,,,
05/30/2000,Armored Dinoflagellate,4,,874.8631698,3499.452679,0.01141376,,,,,,,,,,,,,,,,,,,
05/30/2000,Cyclotella,1,,113.0973355,113.0973355,0.000368876,,,,,,,,,,,,,,,,,,,
05/30/2000,Small Cocconeis,4,,152.6421331,610.5685324,0.001991421,,,,,,,,,,,,,,,,,,,
05/30/2000,Dinobryon,233,,1034.087,240942.271,0.785853532,,,,,,,,,,,,,,,,,,,
05/30/2000,Fragilaria,12,,311.155,3733.86,0.012178299,,,,,,,,,,,,,,,,,,,
05/30/2000,Cf. Planktolyngabia,1,,314.1592654,314.1592654,0.001024657,,,,,,,,,,,,,,,,,,,
05/30/2000,Cyanobacteria diachloros,7,,87.26957,610.88699,0.001992459,,,,,,,,,,,,,,,,,,,
05/30/2000,Flagellated green,4,,87.26957,349.07828,0.001138548,,,,,,,,,,,,,,,,,,,
05/30/2000,Asterionella,21,,545.5867498,11457.32175,0.037369021,,,,,,,,,,,,,,,,,,,
05/30/2000,Segmented green,16,,41.7167,667.4672,0.002177001,,,,,,,,,,,,,,,,,,,
05/30/2000,Peanut,36,,84.9851,3059.4636,0.009978698,,,,,,,,,,,,,,,,,,,
05/30/2000,TotalBiovolume,,,,306599.4631,,,,,,,,,,,,,,,,,,,,
07/26/2000,Stauroforma,35,100,107.2068493,3752.239726,0.048242474,1,,,,,,,,,,,,,,,,,,
07/26/2000,Gomphonema,1,,1721.859,1721.859,0.022137908,,,,,,,,,,,,,,,,,,,
07/26/2000,Microcystis,39,,3.156457729,123.1018514,0.001582718,,,,,,,,,,,,,,,,,,,
07/26/2000,Cryptomonad,25,,195.2354,4880.885,0.062753445,,,,,,,,,,,,,,,,,,,
07/26/2000,Naked Dinoflagellate,6,,7003.540037,42021.24022,0.540266279,,,,,,,,,,,,,,,,,,,
07/26/2000,Cyclotella,59,,113.0973355,6672.742796,0.085791326,,,,,,,,,,,,,,,,,,,
07/26/2000,Dinobryon,9,,1034.087,9306.783,0.11965713,,,,,,,,,,,,,,,,,,,
07/26/2000,Fragilaria,23,,311.155,7156.565,0.092011819,,,,,,,,,,,,,,,,,,,
07/26/2000,Cf. Planktolyngabia,2,,314.1592654,628.3185308,0.008078279,,,,,,,,,,,,,,,,,,,
07/26/2000,Cf. Elakatothrix,28,,2.597609,72.733052,0.000935127,,,,,,,,,,,,,,,,,,,
07/26/2000,Flagellated Green,3,,87.26957,261.80871,0.00336607,,,,,,,,,,,,,,,,,,,
07/26/2000,Segmented Green,12,,41.7167,500.6004,0.00643621,,,,,,,,,,,,,,,,,,,
07/26/2000,Peanut,8,,84.9851,679.8808,0.008741214,,,,,,,,,,,,,,,,,,,
07/26/2000,Hydrococcus,4,,,0,0,,,,,,,,,,,,,,,,,,,
07/26/2000,TotalBiovolume,,,,77778.75809,,,,,,,,,,,,,,,,,,,,
08/21/2000,Mallomonas colony,1.8,100,24,43.2,0.00056405,1,,,,,,,,,,,,,,,,,,
08/21/2000,Stauroforma,6,,107.2068493,643.2410958,0.008398609,,,,,,,,,,,,,,"Mallomonas scales don't really have any inherent biomass, they're just indicitave of Mallomonas ""colonies"" (a single multicellular alga covered in scales"").  My recommendation would be to weigh the total # of scales against the # of recorded ""colonies.""  Approximately 20 scales per ""colony"" is a good estimate.  If the # of scales exceeds the # of colonies x20, add 1 extra colony to the tally per 20 surplus scales.  Then just use the biomass of the colony as the only biomass for the species.",,,,,
08/21/2000,Cf. Coelosphaerium,64,,0.976259,62.480576,0.00081579,,,,,,,,,,,,,,,,,,,
08/21/2000,Flagellated green,7,,87.26957,610.88699,0.007976171,,,,,,,,,,,,,,Rare,,,,,
08/21/2000,Gloeocapsa,8,,41.7167,333.7336,0.004357461,,,,,,,,,,,,,,,,,,,
08/21/2000,Cf. Asterocapsa,1,,3879.43376,3879.43376,0.050652622,,,,,,,,,,,,,,"Estimate as equal to ""Segmented Green""",,,,,
08/21/2000,Pseudostaurosira,1,,24.6745923,24.6745923,0.000322169,,,,,,,,,,,,,,,,,,,
08/21/2000,Aulacoseira,2,,312.0629482,624.1258964,0.008149028,,,,,,,,,,,,,,,,,,,
08/21/2000,Limnothrix,3,,5.642771,16.928313,0.000221028,,,,,,,,,,,,,,,,,,,
08/21/2000,Cryptomonad,28,,195.2354,5466.5912,0.071375668,,,,,,,,,,,,,,,,,,,
08/21/2000,Naked Dinoflagellate,3,,7003.540037,21010.62011,0.274329468,,,,,,,,,,,,,,,,,,,
08/21/2000,Armored Dinoflagellate,1,,874.8631698,874.8631698,0.01142283,,,,,,,,,,,,,,,,,,,
08/21/2000,Cyclotella,37,,113.0973355,4184.601415,0.054637106,,,,,,,,,,,,,,,,,,,
08/21/2000,Dinobryon,29,,1034.087,29988.523,0.391551297,,,,,,,,,,,,,,,,,,,
08/21/2000,Fragilaria,4,,311.155,1244.62,0.016250636,,,,,,,,,,,,,,,,,,,
08/21/2000,Cf. Elakatothrix,5,,2.597609,12.988045,0.000169581,,,,,,,,,,,,,,,,,,,
08/21/2000,Cyanobacteria diachloros,29,,87.26957,2530.81753,0.033044138,,,,,,,,,,,,,,,,,,,
08/21/2000,Asterionella,2,,545.5867498,1091.1735,0.01424713,,,,,,,,,,,,,,,,,,,
08/21/2000,Segmented green,73,,41.7167,3045.3191,0.039761833,,,,,,,,,,,,,,,,,,,
08/21/2000,Peanut,7,,84.9851,594.8957,0.007767378,,,,,,,,,,,,,,,,,,,
08/21/2000,Hydrococcus,89,,,0,0,,,,,,,,,,,,,,,,,,,
08/21/2000,Small Cocconeis,2,,152.6421331,305.2842662,0.003986007,,,,,,,,,,,,,,,,,,,
08/21/2000,TotalBiovolume,,,,76589.00186,,,,,,,,,,,,,,,,,,,,
11/16/2000,Actinastrum falcatus,4,100,,0,0,1,,,,,,,,,,,,,,,,,,
11/16/2000,Aulacoseira,1,,312.0629482,312.0629482,0.003259184,,,,,,,,,,,,,,"*** All ""Actinastrum falcatus"" should be ""Ankistrodesmus falcatus"".  ",,,,,
11/16/2000,Cyclostephanos,1,,950.7757895,950.7757895,0.009929897,,,,,,,,,,,,,,,,,,,
11/16/2000,Cryptomonad,33,,195.2354,6442.7682,0.067288233,,,,,,,,,,,,,,,,,,,
11/16/2000,Naked Dinoflagellate,1,,7003.540037,7003.540037,0.07314493,,,,,,,,,,,,,,,,,,,
11/16/2000,Cyclotella,57,,1034.087,58942.959,0.615599912,,,,,,,,,,,,,,,,,,,
11/16/2000,Dinobryon,18,,311.155,5600.79,0.058494617,,,,,,,,,,,,,,,,,,,
11/16/2000,Fragilaria,1,,311.155,311.155,0.003249701,,,,,,,,,,,,,,,,,,,
11/16/2000,Cf. Planktolyngabia,1,,314.1592654,314.1592654,0.003281077,,,,,,,,,,,,,,,,,,,
11/16/2000,Cf. Elakatothrix,1,,2.597609,2.597609,2.71E-05,,,,,,,,,,,,,,,,,,,
11/16/2000,Cyanobacteria diachloros,8,,87.26957,698.15656,0.007291543,,,,,,,,,,,,,,,,,,,
11/16/2000,Flagellated green,16,,87.26957,1396.31312,0.014583086,,,,,,,,,,,,,,,,,,,
11/16/2000,Asterionella,11,,545.5867498,6001.454247,0.062679152,,,,,,,,,,,,,,,,,,,
11/16/2000,Segmented green,60,,41.7167,2503.002,0.026141338,,,,,,,,,,,,,,,,,,,
11/16/2000,Peanut,62,,84.9851,5269.0762,0.0550302,,,,,,,,,,,,,,,,,,,
11/16/2000,TotalBiovolume,,,,95748.80998,,,,,,,,,,,,,,,,,,,,
02/28/2001,Microcystis,72,,3.156457729,227.2649565,0.010688393,,,,,,,,,,,,,,,,,,,
02/28/2001,Cryptomonad,8,,195.2354,1561.8832,0.073456209,,,,,,,,,,,,,,,,,,,
02/28/2001,Euglena,1,,7392.788,7392.788,0.347686804,,,,,,,,,,,,,,,,,,,
02/28/2001,unID Cocconeis,1,,152.6421331,152.6421331,0.007178842,,,,,,,,,,,,,,Rare,,,,,
02/28/2001,Asterionella,7,,545.5867498,3819.107248,0.179614672,,,,,,,,,,,,,,Estimate as Segmented Green for biovol,,,,,
02/28/2001,Segmented green,9,,41.7167,375.4503,0.01765763,,,,,,,,,,,,,,,,,,,
02/28/2001,Peanut,91,,84.9851,7733.6441,0.36371745,,,,,,,,,,,,,,,,,,,
02/28/2001,TotalBiovolume,,,,21262.77994,,,,,,,,,,,,,,,,,,,,
04/30/2001,Coleosphaerum,1,100,,0,0,1,,,,,,,,,,,,,,,,,,
04/30/2001,Navicula,2,,186.6048309,373.2096619,0.013136492,,,,,,,,,,,,,,,,,,,
04/30/2001,Microcystis,7,,3.156457729,22.0952041,0.000777722,,,,,,,,,,,,,,,,,,,
04/30/2001,Cryptomonad,48,,195.2354,9371.2992,0.329857487,,,,,,,,,,,,,,,,,,,
04/30/2001,Naked Dinoflagellate,2,,7003.540037,14007.08007,0.493030916,,,,,,,,,,,,,,,,,,,
04/30/2001,Small Cocconeis,3,,152.6421331,457.9263993,0.016118411,,,,,,,,,,,,,,,,,,,
04/30/2001,Dinobryon,2,,1034.087,2068.174,0.072797022,,,,,,,,,,,,,,,,,,,
04/30/2001,Fragilaria,1,,311.155,311.155,0.010952249,,,,,,,,,,,,,,,,,,,
04/30/2001,Flagellated green,1,,87.26957,87.26957,0.003071775,,,,,,,,,,,,,,,,,,,
04/30/2001,Segmented green,39,,41.7167,1626.9513,0.05726656,,,,,,,,,,,,,,,,,,,
04/30/2001,Peanut,1,,84.9851,84.9851,0.002991364,,,,,,,,,,,,,,,,,,,
04/30/2001,TotalBiovolume,,,,28410.14551,,,,,,,,,,,,,,,,,,,,
05/29/2001,Tabellaria,2,100,431.1835917,862.3671834,0.020913109,1,,,,,,,,,,,,,,,,,,
05/29/2001,Mallomonas (colony),5,,4331.326393,21656.63196,0.525191025,,,,,,,,,,,,,,,,,,,
05/29/2001,Peanut,143,,84.9851,12152.8693,0.294717013,,,,,,,,,,,,,,,,,,,
05/29/2001,Cryptomonad,5,,195.2354,976.177,0.02367309,,,,,,,,,,,,,,,,,,,
05/29/2001,Armored Dinoflagellate,1,,874.8631698,874.8631698,0.021216147,,,,,,,,,,,,,,,,,,,
05/29/2001,Dinobryon,2,,1034.087,2068.174,0.05015491,,,,,,,,,,,,,,,,,,,
05/29/2001,Fragilaria,7,,311.155,2178.085,0.052820341,,,,,,,,,,,,,,,,,,,
05/29/2001,Flagellated green,2,,87.26957,174.53914,0.004232717,,,,,,,,,,,,,,,,,,,
05/29/2001,Segmented green,7,,41.7167,292.0169,0.007081648,,,,,,,,,,,,,,,,,,,
05/29/2001,TotalBiovolume,,,,41235.72366,,,,,,,,,,,,,,,,,,,,
06/26/2001,Tabellaria,1,100,431.1835917,431.1835917,0.00319417,1,,,,,,,,,,,,,,,,,,
06/26/2001,Asterocapsa,2,,3879.43376,7758.867521,0.057477003,,,,,,,,,,,,,,,,,,,
06/26/2001,Synura,1,,24,24,0.00017779,,,,,,,,,,,,,,,,,,,
06/26/2001,Nitzschia,1,,51.1875,51.1875,0.000379192,,,,,,,,,,,,,,,,,,,
06/26/2001,Cryptomonad,9,,195.2354,1757.1186,0.013016579,,,,,,,,,,,,,,,,,,,
06/26/2001,Cyclotella meneghiniana,7,,113.0973355,791.6813487,0.005864705,,,,,,,,,,,,,,,,,,,
06/26/2001,Dinobryon,105,,1034.087,108579.135,0.804344612,,,,,,,,,,,,,,,,,,,
06/26/2001,Fragillaria,11,,311.155,3422.705,0.025355095,,,,,,,,,,,,,,,,,,,
06/26/2001,Cyanobacteria diachloros,5,,87.26957,436.34785,0.003232426,,,,,,,,,,,,,,,,,,,
06/26/2001,Flagellated green,1,,87.26957,87.26957,0.000646485,,,,,,,,,,,,,,,,,,,
06/26/2001,Segmented green,10,,41.7167,417.167,0.003090336,,,,,,,,,,,,,,,,,,,
06/26/2001,Peanut,124,,84.9851,10538.1524,0.078065699,,,,,,,,,,,,,,,,,,,
06/26/2001,Mallomonas,29,,24,696,0.005155906,,,,,,,,,,,,,,,,,,,
06/26/2001,TotalBiovolume,,,,134990.8154,,,,,,,,,,,,,,,diatoms.org,,,,,
07/24/2001,Limnothrix,13,100,5.642771,73.356023,0.003312515,1,,,,,,,,,,,,,,,,,,
07/24/2001,Cryptomonad,7,,195.2354,1366.6478,0.061713291,,,,,,,,,,,,,,,,,,,
07/24/2001,Euglena,2,,7392.788,14785.576,0.667667667,,,,,,,,,,,,,,,,,,,
07/24/2001,Fragilaria,4,,311.155,1244.62,0.056202919,,,,,,,,,,,,,,,,,,,
07/24/2001,Flagellated green,1,,87.26957,87.26957,0.003940805,,,,,,,,,,,,,,,,,,,
07/24/2001,Segmented green,2,,41.7167,83.4334,0.003767576,,,,,,,,,,,,,,,,,,,
07/24/2001,Peanut,53,,84.9851,4504.2103,0.203395227,,,,,,,,,,,,,,,,,,,
07/24/2001,TotalBiovolume,,,,22145.11309,,,,,,,,,,,,,,,,,,,,
08/20/2001,Limnothrix,51,100,5.642771,287.781321,0.009819873,1,,,,,,,,,,,,,,,,,,
08/20/2001,Microcystis,79,,3.156457729,249.3601606,0.00850884,,,,,,,,,,,,,,,,,,,
08/20/2001,Cryptomonad,8,,195.2354,1561.8832,0.053295658,,,,,,,,,,,,,,,,,,,
08/20/2001,Naked Dinoflagellate,2,,7003.540037,14007.08007,0.477959265,,,,,,,,,,,,,,,,,,,
08/20/2001,Armored Dinoflagellate,1,,874.8631698,874.8631698,0.029852686,,,,,,,,,,,,,,,,,,,
08/20/2001,Cyclotella ocellata,10,,113.0973355,1130.973355,0.038591854,,,,,,,,,,,,,,,,,,,
08/20/2001,Euglena,1,,7392.788,7392.788,0.25226182,,,,,,,,,,,,,,,,,,,
08/20/2001,Small cocconeis,5,,152.6421331,763.2106655,0.026042802,,,,,,,,,,,,,,,,,,,
08/20/2001,Asterionella,2,,545.5867498,1091.1735,0.037233776,,,,,,,,,,,,,,,,,,,
08/20/2001,Segmented green,10,,41.7167,417.167,0.014234861,,,,,,,,,,,,,,,,,,,
08/20/2001,Peanut,18,,84.9851,1529.7318,0.052198566,,,,,,,,,,,,,,,,,,,
08/20/2001,TotalBiovolume,,,,29306.01224,,,,,,,,,,,,,,,,,,,,
11/15/2001,Tabellaria,11,100,431.1835917,4743.019509,0.033906041,1,,,,,,,,,,,,,,,,,,
11/15/2001,Stephanodiscus niagare,8,,154.4537325,1235.62986,0.008833048,,,,,,,,,,,,,,,,,,,
11/15/2001,Prestauroneis protracta,3,,,0,0,,,,,,,,,,,,,,Rare,,,,,
11/15/2001,Ulnaria cf. acus,2,,,0,0,,,,,,,,,,,,,,diatoms.org,,,,,
11/15/2001,Aulacoseira cf. subarctica,68,,312.0629482,21220.28048,0.151695709,,,,,,,,,,,,,,diatoms.org,,,,,
11/15/2001,Aulacoseira cf. ambigua,177,,312.0629482,55235.14183,0.394855007,,,,,,,,,,,,,,diatoms.org,,,,,
11/15/2001,Fragilaria tenera,5,,311.155,1555.775,0.011121643,,,,,,,,,,,,,,diatoms.org,,,,,
11/15/2001,Fragilaria crototensis,48,,311.155,14935.44,0.106767776,,,,,,,,,,,,,,diatoms.org,,,,,
11/15/2001,?11,1,,1545.356039,1545.356039,0.011047162,,,,,,,,,,,,,,,,,,,
11/15/2001,Navicula,6,,186.6048309,1119.628986,0.008003802,,,,,,,,,,,,,,diatoms.org,,,,,
11/15/2001,Nitzschia,4,,51.1875,204.75,0.00146368,,,,,,,,,,,,,,Rare,,,,,
11/15/2001,Aulacoseira cf. islandica,13,,312.0629482,4056.818327,0.02900065,,,,,,,,,,,,,,,,,,,
11/15/2001,Closteriopsis longissima,3,,,0,0,,,,,,,,,,,,,,diatoms.org,,,,,
11/15/2001,Cyclotella distinguenda,11,,113.0973355,1244.070691,0.008893388,,,,,,,,,,,,,,Unique to this slide- look up or ignore,,,,,
11/15/2001,Karayevia,3,,,0,0,,,,,,,,,,,,,,Change to Lindavia comensis,,,,,
11/15/2001,Lindavia affinis,6,,44.42277385,266.5366431,0.001905369,,,,,,,,,,,,,,,,,,,
11/15/2001,Discostella,1,,350.7702735,350.7702735,0.002507523,,,,,,,,,,,,,,,,,,,
11/15/2001,Cymbella,1,,,0,0,,,,,,,,,,,,,,"Estimate as D. stelligera, on diatoms.org",,,,,
11/15/2001,Eunota,1,,,0,0,,,,,,,,,,,,,,diatoms.org,,,,,
11/15/2001,Staurastrum,1,,,0,0,,,,,,,,,,,,,,diatoms.org,,,,,
11/15/2001,Encyonema,1,,47.63282781,47.63282781,0.000340509,,,,,,,,,,,,,,diatoms.org,,,,,
11/15/2001,Placoneis,1,,910.8753375,910.8753375,0.006511501,,,,,,,,,,,,,,diatoms.org,,,,,
11/15/2001,Gomphoneis,3,,1721.859,5165.577,0.036926744,,,,,,,,,,,,,,diatoms.org,,,,,
11/15/2001,Actinastrum falcatus,1,,,0,0,,,,,,,,,,,,,,diatoms.org,,,,,
11/15/2001,Limnothrix,16,,5.642771,90.284336,0.000645408,,,,,,,,,,,,,,,,,,,
11/15/2001,Cryptomonad,1,,195.2354,195.2354,0.001395664,,,,,,,,,,,,,,,,,,,
11/15/2001,Armored Dinoflagellate,1,,874.8631698,874.8631698,0.006254064,,,,,,,,,,,,,,,,,,,
11/15/2001,Euglena,1,,7392.788,7392.788,0.052848228,,,,,,,,,,,,,,,,,,,
11/15/2001,Dinobryon,6,,1034.087,6204.522,0.044353766,,,,,,,,,,,,,,,,,,,
11/15/2001,Cyanobacteria diachloros,2,,87.26957,174.53914,0.001247714,,,,,,,,,,,,,,,,,,,
11/15/2001,Asterionella,10,,545.5867498,5455.867498,0.03900192,,,,,,,,,,,,,,,,,,,
11/15/2001,Segmented green,1,,41.7167,41.7167,0.000298217,,,,,,,,,,,,,,,,,,,
11/15/2001,Peanut,65,,84.9851,5524.0315,0.039489199,,,,,,,,,,,,,,,,,,,
11/15/2001,Mallomonas,4,,24,96,0.000686267,,,,,,,,,,,,,,,,,,,
11/15/2001,TotalBiovolume,,,,139887.1505,,,,,,,,,,,,,,,,,,,,
02/28/2002,Cyclotella distinguenda,3,100,113.0973355,339.2920066,0.006410732,1,,,,,,,,,,,,,,,,,,
02/28/2002,Tabellaria,3,,431.1835917,1293.550775,0.024440915,,,,,,,,,,,,,,,,,,,
02/28/2002,Chrysosphaerella,3,,,0,0,,,,,,,,,,,,,,,,,,,
02/28/2002,Nitzschia,1,,51.1875,51.1875,0.000967159,,,,,,,,,,,,,,,,,,,
02/28/2002,Lindavia ,2,,44.42277385,88.84554771,0.001678687,,,,,,,,,,,,,,,,,,,
02/28/2002,Limnothrix,5,,5.642771,28.213855,0.000533085,,,,,,,,,,,,,,,,,,,
02/28/2002,Cryptomonad,25,,195.2354,4880.885,0.092221578,,,,,,,,,,,,,,,,,,,
02/28/2002,Armored Dinoflagellate,1,,874.8631698,874.8631698,0.016530048,,,,,,,,,,,,,,,,,,,
02/28/2002,Cyclotella ocellata,76,,113.0973355,8595.3975,0.162405204,,,,,,,,,,,,,,,,,,,
02/28/2002,Small cocconeis,39,,152.6421331,5953.043191,0.112479405,,,,,,,,,,,,,,,,,,,
02/28/2002,Dinobryon,12,,1034.087,12409.044,0.234461911,,,,,,,,,,,,,,,,,,,
02/28/2002,Fragilaria,8,,311.155,2489.24,0.04703279,,,,,,,,,,,,,,,,,,,
02/28/2002,Flagellated green,2,,87.26957,174.53914,0.003297819,,,,,,,,,,,,,,,,,,,
02/28/2002,Asterionella,23,,545.5867498,12548.49524,0.237096764,,,,,,,,,,,,,,,,,,,
02/28/2002,Peanut,19,,84.9851,1614.7169,0.030509168,,,,,,,,,,,,,,,,,,,
02/28/2002,Mallomonas,1,,24,24,0.000453467,,,,,,,,,,,,,,,,,,,
02/28/2002,Aulacoseira,5,,312.0629482,1560.314741,0.02948127,,,,,,,,,,,,,,,,,,,
02/28/2002,TotalBiovolume,,,,52925.62857,,,,,,,,,,,,,,,,,,,,
04/23/2002,Cf. Planktolyngabia,1,100,314.1592654,314.1592654,0.002456489,1,,,,,,,,,,,,,,,,,,
04/23/2002,Cyclotella distinguenda,8,,113.0973355,904.7786842,0.007074689,,,,,,,,,,,,,,,,,,,
04/23/2002,Stephanodiscus cf. alpinus,11,,154.4537325,1698.991058,0.013284833,,,,,,,,,,,,,,,,,,,
04/23/2002,Nitzschia,1,,51.1875,51.1875,0.000400248,,,,,,,,,,,,,,diatoms.org,,,,,
04/23/2002,Discostella stelligera,45,,350.7702735,15784.66231,0.12342419,,,,,,,,,,,,,,,,,,,
04/23/2002,Actinastrum falcatus,1,,,0,0,,,,,,,,,,,,,,diatoms.org,,,,,
04/23/2002,Cf. Planktolyngabia,2,,314.1592654,628.3185308,0.004912978,,,,,,,,,,,,,,,,,,,
04/23/2002,Cyclotella meneghiniana,1,,113.0973355,113.0973355,0.000884336,,,,,,,,,,,,,,diatoms.org,,,,,
04/23/2002,Limnothrix,15,,5.642771,84.641565,0.000661833,,,,,,,,,,,,,,diatoms.org,,,,,
04/23/2002,Cryptomonad,91,,195.2354,17766.4214,0.138920056,,,,,,,,,,,,,,,,,,,
04/23/2002,Naked Dinoflagellate,5,,7003.540037,35017.70018,0.273812084,,,,,,,,,,,,,,,,,,,
04/23/2002,Armored Dinoflagellate,12,,874.8631698,10498.35804,0.082089266,,,,,,,,,,,,,,,,,,,
04/23/2002,Cyclotella ocellata,29,,113.0973355,3279.82273,0.025645747,,,,,,,,,,,,,,,,,,,
04/23/2002,Small cocconeis,4,,152.6421331,610.5685324,0.004774187,,,,,,,,,,,,,,Change to Lindavia comensis,,,,,
