,lakeid,year4,sample_date,species_code,species_name,density,individuals_measured,avg_length,group
1526,SP,1987,6/29/87,63005,POLYARTHRA VULGARIS,11.6,NA,NA,iceoff
1527,SP,1987,7/13/87,10000,COPEPOD NAUPLII,88.97,NA,NA,iceoff
1528,SP,1987,7/13/87,20302,DIACYCLOPS THOMASI,32.88,NA,NA,iceoff
1529,SP,1987,7/13/87,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.97,NA,NA,iceoff
1530,SP,1987,7/13/87,30402,LEPTODIAPTOMUS MINUTUS,4.84,NA,NA,iceoff
1531,SP,1987,7/13/87,30801,SKISTODIAPTOMUS OREGONENSIS,3.87,NA,NA,iceoff
1532,SP,1987,7/13/87,50700,BOSMINIDAE,19.34,NA,NA,iceoff
1533,SP,1987,7/13/87,60300,ASPLANCHNA,0.97,NA,NA,iceoff
1534,SP,1987,7/13/87,60700,COLURELLA,1.93,NA,NA,iceoff
1535,SP,1987,7/13/87,60900,CONOCHILUS,16.44,NA,NA,iceoff
1536,SP,1987,7/13/87,61400,FILINIA,7.74,NA,NA,iceoff
1537,SP,1987,7/13/87,61702,KELLICOTTIA LONGISPINA,4.84,NA,NA,iceoff
1538,SP,1987,7/13/87,61801,KERATELLA COCHLEARIS,26.11,NA,NA,iceoff
1539,SP,1987,7/13/87,61803,KERATELLA CRASSA,0.97,NA,NA,iceoff
1540,SP,1987,7/13/87,61804,KERATELLA EARLINAE,8.7,NA,NA,iceoff
1541,SP,1987,7/13/87,61806,KERATELLA QUADRATA,1.93,NA,NA,iceoff
1542,SP,1987,7/13/87,61900,LECANE,6.77,NA,NA,iceoff
1543,SP,1987,7/13/87,63001,POLYARTHRA DOLICHOPTERA,0.97,NA,NA,iceoff
1544,SP,1987,7/13/87,63004,POLYARTHRA REMATA,3.87,NA,NA,iceoff
1545,SP,1987,7/13/87,63005,POLYARTHRA VULGARIS,12.57,NA,NA,iceoff
1546,SP,1987,7/29/87,10000,COPEPOD NAUPLII,86.16,NA,NA,iceoff
1547,SP,1987,7/29/87,20302,DIACYCLOPS THOMASI,35.06,NA,NA,iceoff
1548,SP,1987,7/29/87,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.1,NA,NA,iceoff
1549,SP,1987,7/29/87,30201,EPISCHURA LACUSTRIS,0.71,NA,NA,iceoff
1550,SP,1987,7/29/87,30402,LEPTODIAPTOMUS MINUTUS,12.59,NA,NA,iceoff
1551,SP,1987,7/29/87,50700,BOSMINIDAE,2.55,NA,NA,iceoff
1552,SP,1987,7/29/87,51104,DAPHNIA LONGIREMIS,0.89,NA,NA,iceoff
1553,SP,1987,7/29/87,51200,DIAPHANOSOMA,11.48,NA,NA,iceoff
1554,SP,1987,7/29/87,60900,CONOCHILUS,20.69,NA,NA,iceoff
1555,SP,1987,7/29/87,61400,FILINIA,6.62,NA,NA,iceoff
1556,SP,1987,7/29/87,61702,KELLICOTTIA LONGISPINA,1.8,NA,NA,iceoff
1557,SP,1987,7/29/87,61801,KERATELLA COCHLEARIS,4.68,NA,NA,iceoff
1558,SP,1987,7/29/87,61804,KERATELLA EARLINAE,6.81,NA,NA,iceoff
1559,SP,1987,7/29/87,61806,KERATELLA QUADRATA,3.58,NA,NA,iceoff
1560,SP,1987,7/29/87,62406,MONOSTYLA LUNARIS,0.36,NA,NA,iceoff
1561,SP,1987,7/29/87,63001,POLYARTHRA DOLICHOPTERA,1.79,NA,NA,iceoff
1562,SP,1987,7/29/87,63004,POLYARTHRA REMATA,3.07,NA,NA,iceoff
1563,SP,1987,7/29/87,63005,POLYARTHRA VULGARIS,8.98,NA,NA,iceoff
1564,SP,1987,7/29/87,69992,UNKNOWN ROTIFER,0.54,NA,NA,iceoff
1565,SP,1987,8/11/87,10000,COPEPOD NAUPLII,93.64,NA,NA,iceoff
1566,SP,1987,8/11/87,20302,DIACYCLOPS THOMASI,28.94,NA,NA,iceoff
1567,SP,1987,8/11/87,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.12,NA,NA,iceoff
1568,SP,1987,8/11/87,30201,EPISCHURA LACUSTRIS,0.4,NA,NA,iceoff
1569,SP,1987,8/11/87,30402,LEPTODIAPTOMUS MINUTUS,12.09,NA,NA,iceoff
1570,SP,1987,8/11/87,50700,BOSMINIDAE,4.03,NA,NA,iceoff
1571,SP,1987,8/11/87,51104,DAPHNIA LONGIREMIS,0.13,NA,NA,iceoff
1572,SP,1987,8/11/87,51200,DIAPHANOSOMA,2.1,NA,NA,iceoff
1573,SP,1987,8/11/87,51202,DIAPHANOSOMA BIRGEI,9.98,NA,NA,iceoff
1574,SP,1987,8/11/87,60900,CONOCHILUS,20.16,NA,NA,iceoff
1575,SP,1987,8/11/87,61400,FILINIA,0.66,NA,NA,iceoff
1576,SP,1987,8/11/87,61402,FILINIA TERMINALIS,2.81,NA,NA,iceoff
1577,SP,1987,8/11/87,61502,GASTROPUS STYLIFER,0.93,NA,NA,iceoff
1578,SP,1987,8/11/87,61702,KELLICOTTIA LONGISPINA,3.96,NA,NA,iceoff
1579,SP,1987,8/11/87,61801,KERATELLA COCHLEARIS,8.52,NA,NA,iceoff
1580,SP,1987,8/11/87,61803,KERATELLA CRASSA,0.33,NA,NA,iceoff
1581,SP,1987,8/11/87,61804,KERATELLA EARLINAE,3.83,NA,NA,iceoff
1582,SP,1987,8/11/87,61806,KERATELLA QUADRATA,0.4,NA,NA,iceoff
1583,SP,1987,8/11/87,62900,PLOESOMA,0.4,NA,NA,iceoff
1584,SP,1987,8/11/87,63001,POLYARTHRA DOLICHOPTERA,0.13,NA,NA,iceoff
1585,SP,1987,8/11/87,63004,POLYARTHRA REMATA,6.87,NA,NA,iceoff
1586,SP,1987,8/11/87,63005,POLYARTHRA VULGARIS,27.97,NA,NA,iceoff
1587,SP,1987,8/11/87,70029,UNKNOWN,0.4,NA,NA,iceoff
1588,SP,1987,8/11/87,70030,UNKNOWN,0.13,NA,NA,iceoff
1589,SP,1987,8/26/87,10000,COPEPOD NAUPLII,52.43,NA,NA,iceoff
1590,SP,1987,8/26/87,20302,DIACYCLOPS THOMASI,36.52,NA,NA,iceoff
1591,SP,1987,8/26/87,20601,MESOCYCLOPS EDAX,0.13,NA,NA,iceoff
1592,SP,1987,8/26/87,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.6,NA,NA,iceoff
1593,SP,1987,8/26/87,30402,LEPTODIAPTOMUS MINUTUS,9.35,NA,NA,iceoff
1594,SP,1987,8/26/87,50700,BOSMINIDAE,3.39,NA,NA,iceoff
1595,SP,1987,8/26/87,51000,CHYDORUS,0.44,NA,NA,iceoff
1596,SP,1987,8/26/87,51104,DAPHNIA LONGIREMIS,0.49,NA,NA,iceoff
1597,SP,1987,8/26/87,51200,DIAPHANOSOMA,1.89,NA,NA,iceoff
1598,SP,1987,8/26/87,60900,CONOCHILUS,10.19,NA,NA,iceoff
1599,SP,1987,8/26/87,61400,FILINIA,2.04,NA,NA,iceoff
1600,SP,1987,8/26/87,61501,GASTROPUS HYPTOPUS,0.73,NA,NA,iceoff
1601,SP,1987,8/26/87,61702,KELLICOTTIA LONGISPINA,11.93,NA,NA,iceoff
1602,SP,1987,8/26/87,61801,KERATELLA COCHLEARIS,8.01,NA,NA,iceoff
1603,SP,1987,8/26/87,61804,KERATELLA EARLINAE,8.34,NA,NA,iceoff
1604,SP,1987,8/26/87,61806,KERATELLA QUADRATA,2.31,NA,NA,iceoff
1605,SP,1987,8/26/87,61808,KERATELLA TAUROCEPHALA,0.51,NA,NA,iceoff
1606,SP,1987,8/26/87,62900,PLOESOMA,0.73,NA,NA,iceoff
1607,SP,1987,8/26/87,63001,POLYARTHRA DOLICHOPTERA,9.35,NA,NA,iceoff
1608,SP,1987,8/26/87,63003,POLYARTHRA MAJOR,0.44,NA,NA,iceoff
1609,SP,1987,8/26/87,63004,POLYARTHRA REMATA,21.71,NA,NA,iceoff
1610,SP,1987,8/26/87,63005,POLYARTHRA VULGARIS,25.72,NA,NA,iceoff
1611,SP,1987,8/26/87,69992,UNKNOWN ROTIFER,0.67,NA,NA,iceoff
1612,SP,1987,9/8/87,10000,COPEPOD NAUPLII,36.38,NA,NA,iceoff
1613,SP,1987,9/8/87,20302,DIACYCLOPS THOMASI,44.94,NA,NA,iceoff
1614,SP,1987,9/8/87,30402,LEPTODIAPTOMUS MINUTUS,5.35,NA,NA,iceoff
1615,SP,1987,9/8/87,30801,SKISTODIAPTOMUS OREGONENSIS,6.42,NA,NA,iceoff
1616,SP,1987,9/8/87,50700,BOSMINIDAE,3.21,NA,NA,iceoff
1617,SP,1987,9/8/87,51103,DAPHNIA MENDOTAE,1.07,NA,NA,iceoff
1618,SP,1987,9/8/87,51202,DIAPHANOSOMA BIRGEI,1.07,NA,NA,iceoff
1619,SP,1987,9/8/87,60900,CONOCHILUS,10.7,NA,NA,iceoff
1620,SP,1987,9/8/87,61400,FILINIA,1.07,NA,NA,iceoff
1621,SP,1987,9/8/87,61702,KELLICOTTIA LONGISPINA,23.54,NA,NA,iceoff
1622,SP,1987,9/8/87,61801,KERATELLA COCHLEARIS,22.47,NA,NA,iceoff
1623,SP,1987,9/8/87,61804,KERATELLA EARLINAE,4.28,NA,NA,iceoff
1624,SP,1987,9/8/87,61806,KERATELLA QUADRATA,2.14,NA,NA,iceoff
1625,SP,1987,9/8/87,61900,LECANE,10.7,NA,NA,iceoff
1626,SP,1987,9/8/87,63001,POLYARTHRA DOLICHOPTERA,3.21,NA,NA,iceoff
1627,SP,1987,9/8/87,63004,POLYARTHRA REMATA,25.68,NA,NA,iceoff
1628,SP,1987,9/8/87,63005,POLYARTHRA VULGARIS,31.03,NA,NA,iceoff
1629,SP,1987,9/21/87,10000,COPEPOD NAUPLII,41.44,NA,NA,iceoff
1630,SP,1987,9/21/87,20302,DIACYCLOPS THOMASI,45.05,NA,NA,iceoff
1631,SP,1987,9/21/87,30000,CALANOID,1.8,NA,NA,iceoff
1632,SP,1987,9/21/87,30402,LEPTODIAPTOMUS MINUTUS,10.81,NA,NA,iceoff
1633,SP,1987,9/21/87,50700,BOSMINIDAE,8.11,NA,NA,iceoff
1634,SP,1987,9/21/87,51102,DAPHNIA DUBIA,0.9,NA,NA,iceoff
1635,SP,1987,9/21/87,60900,CONOCHILUS,11.71,NA,NA,iceoff
1636,SP,1987,9/21/87,61400,FILINIA,3.6,NA,NA,iceoff
1637,SP,1987,9/21/87,61502,GASTROPUS STYLIFER,0.9,NA,NA,iceoff
1638,SP,1987,9/21/87,61702,KELLICOTTIA LONGISPINA,62.16,NA,NA,iceoff
1639,SP,1987,9/21/87,61801,KERATELLA COCHLEARIS,96.4,NA,NA,iceoff
1640,SP,1987,9/21/87,61804,KERATELLA EARLINAE,3.6,NA,NA,iceoff
1641,SP,1987,9/21/87,61806,KERATELLA QUADRATA,10.81,NA,NA,iceoff
1642,SP,1987,9/21/87,63001,POLYARTHRA DOLICHOPTERA,24.32,NA,NA,iceoff
1643,SP,1987,9/21/87,63004,POLYARTHRA REMATA,10.81,NA,NA,iceoff
1644,SP,1987,9/21/87,63005,POLYARTHRA VULGARIS,16.22,NA,NA,iceoff
1645,SP,1987,10/5/87,10000,COPEPOD NAUPLII,13.83,NA,NA,iceoff
1646,SP,1987,10/5/87,20302,DIACYCLOPS THOMASI,50.99,NA,NA,iceoff
1647,SP,1987,10/5/87,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.73,NA,NA,iceoff
1648,SP,1987,10/5/87,30402,LEPTODIAPTOMUS MINUTUS,1.73,NA,NA,iceoff
1649,SP,1987,10/5/87,30801,SKISTODIAPTOMUS OREGONENSIS,1.73,NA,NA,iceoff
1650,SP,1987,10/5/87,50700,BOSMINIDAE,5.19,NA,NA,iceoff
1651,SP,1987,10/5/87,51103,DAPHNIA MENDOTAE,4.32,NA,NA,iceoff
1652,SP,1987,10/5/87,61502,GASTROPUS STYLIFER,2.59,NA,NA,iceoff
1653,SP,1987,10/5/87,61702,KELLICOTTIA LONGISPINA,54.44,NA,NA,iceoff
1654,SP,1987,10/5/87,61801,KERATELLA COCHLEARIS,177.16,NA,NA,iceoff
1655,SP,1987,10/5/87,61804,KERATELLA EARLINAE,9.51,NA,NA,iceoff
1656,SP,1987,10/5/87,61900,LECANE,9.51,NA,NA,iceoff
1657,SP,1987,10/5/87,63004,POLYARTHRA REMATA,17.28,NA,NA,iceoff
1658,SP,1987,10/5/87,63005,POLYARTHRA VULGARIS,21.6,NA,NA,iceoff
1659,SP,1987,10/20/87,10000,COPEPOD NAUPLII,27.28,NA,NA,iceoff
1660,SP,1987,10/20/87,20302,DIACYCLOPS THOMASI,46.17,NA,NA,iceoff
1661,SP,1987,10/20/87,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.1,NA,NA,iceoff
1662,SP,1987,10/20/87,30402,LEPTODIAPTOMUS MINUTUS,3.15,NA,NA,iceoff
1663,SP,1987,10/20/87,30801,SKISTODIAPTOMUS OREGONENSIS,2.1,NA,NA,iceoff
1664,SP,1987,10/20/87,50700,BOSMINIDAE,4.2,NA,NA,iceoff
1665,SP,1987,10/20/87,51103,DAPHNIA MENDOTAE,13.64,NA,NA,iceoff
1666,SP,1987,10/20/87,51202,DIAPHANOSOMA BIRGEI,1.05,NA,NA,iceoff
1667,SP,1987,10/20/87,61400,FILINIA,4.2,NA,NA,iceoff
1668,SP,1987,10/20/87,61501,GASTROPUS HYPTOPUS,1.05,NA,NA,iceoff
1669,SP,1987,10/20/87,61502,GASTROPUS STYLIFER,20.99,NA,NA,iceoff
1670,SP,1987,10/20/87,61702,KELLICOTTIA LONGISPINA,40.93,NA,NA,iceoff
1671,SP,1987,10/20/87,61801,KERATELLA COCHLEARIS,352.59,NA,NA,iceoff
1672,SP,1987,10/20/87,61803,KERATELLA CRASSA,1.05,NA,NA,iceoff
1673,SP,1987,10/20/87,61804,KERATELLA EARLINAE,14.69,NA,NA,iceoff
1674,SP,1987,10/20/87,61806,KERATELLA QUADRATA,4.2,NA,NA,iceoff
1675,SP,1987,10/20/87,61900,LECANE,2.1,NA,NA,iceoff
1676,SP,1987,10/20/87,63004,POLYARTHRA REMATA,8.4,NA,NA,iceoff
1677,SP,1987,10/20/87,63005,POLYARTHRA VULGARIS,14.69,NA,NA,iceoff
1678,SP,1987,11/2/87,10000,COPEPOD NAUPLII,16.68,NA,NA,iceoff
1679,SP,1987,11/2/87,20302,DIACYCLOPS THOMASI,28.45,NA,NA,iceoff
1680,SP,1987,11/2/87,30402,LEPTODIAPTOMUS MINUTUS,2.94,NA,NA,iceoff
1681,SP,1987,11/2/87,50700,BOSMINIDAE,3.92,NA,NA,iceoff
1682,SP,1987,11/2/87,51000,CHYDORUS,1.96,NA,NA,iceoff
1683,SP,1987,11/2/87,51102,DAPHNIA DUBIA,6.87,NA,NA,iceoff
1684,SP,1987,11/2/87,51104,DAPHNIA LONGIREMIS,0.98,NA,NA,iceoff
1685,SP,1987,11/2/87,51801,HOLOPEDIUM GIBBERUM,0.98,NA,NA,iceoff
1686,SP,1987,11/2/87,61400,FILINIA,3.92,NA,NA,iceoff
1687,SP,1987,11/2/87,61501,GASTROPUS HYPTOPUS,7.85,NA,NA,iceoff
1688,SP,1987,11/2/87,61502,GASTROPUS STYLIFER,4.9,NA,NA,iceoff
1689,SP,1987,11/2/87,61702,KELLICOTTIA LONGISPINA,12.75,NA,NA,iceoff
1690,SP,1987,11/2/87,61801,KERATELLA COCHLEARIS,293.31,NA,NA,iceoff
1691,SP,1987,11/2/87,61804,KERATELLA EARLINAE,13.73,NA,NA,iceoff
1692,SP,1987,11/2/87,61806,KERATELLA QUADRATA,3.92,NA,NA,iceoff
1693,SP,1987,11/2/87,63003,POLYARTHRA MAJOR,0.98,NA,NA,iceoff
1694,SP,1987,11/2/87,63004,POLYARTHRA REMATA,24.52,NA,NA,iceoff
1695,SP,1987,11/2/87,63005,POLYARTHRA VULGARIS,6.87,NA,NA,iceoff
1696,SP,1987,11/16/87,10000,COPEPOD NAUPLII,18.77,NA,NA,iceoff
1697,SP,1987,11/16/87,20302,DIACYCLOPS THOMASI,19.75,NA,NA,iceoff
1698,SP,1987,11/16/87,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.99,NA,NA,iceoff
1699,SP,1987,11/16/87,50700,BOSMINIDAE,3.95,NA,NA,iceoff
1700,SP,1987,11/16/87,51103,DAPHNIA MENDOTAE,5.93,NA,NA,iceoff
1701,SP,1987,11/16/87,60200,ASCOMORPHA,6.91,NA,NA,iceoff
1702,SP,1987,11/16/87,60900,CONOCHILUS,1.98,NA,NA,iceoff
1703,SP,1987,11/16/87,61400,FILINIA,1.98,NA,NA,iceoff
1704,SP,1987,11/16/87,61502,GASTROPUS STYLIFER,4.94,NA,NA,iceoff
1705,SP,1987,11/16/87,61702,KELLICOTTIA LONGISPINA,9.88,NA,NA,iceoff
1706,SP,1987,11/16/87,61801,KERATELLA COCHLEARIS,353.58,NA,NA,iceoff
1707,SP,1987,11/16/87,61803,KERATELLA CRASSA,2.96,NA,NA,iceoff
1708,SP,1987,11/16/87,61804,KERATELLA EARLINAE,10.86,NA,NA,iceoff
1709,SP,1987,11/16/87,61806,KERATELLA QUADRATA,3.95,NA,NA,iceoff
1710,SP,1987,11/16/87,61808,KERATELLA TAUROCEPHALA,0.99,NA,NA,iceoff
1711,SP,1987,11/16/87,61900,LECANE,1.98,NA,NA,iceoff
1712,SP,1987,11/16/87,63004,POLYARTHRA REMATA,20.74,NA,NA,iceoff
1713,SP,1987,11/16/87,63005,POLYARTHRA VULGARIS,18.77,NA,NA,iceoff
1714,SP,1987,11/16/87,63400,SYNCHAETA,4.94,NA,NA,iceoff
1715,SP,1988,1/19/88,10000,COPEPOD NAUPLII,28.89,NA,NA,iceon
1716,SP,1988,1/19/88,20302,DIACYCLOPS THOMASI,16.05,NA,NA,iceon
1717,SP,1988,1/19/88,51103,DAPHNIA MENDOTAE,6.42,NA,NA,iceon
1718,SP,1988,1/19/88,60300,ASPLANCHNA,5.35,NA,NA,iceon
1719,SP,1988,1/19/88,61400,FILINIA,6.42,NA,NA,iceon
1720,SP,1988,1/19/88,61502,GASTROPUS STYLIFER,10.7,NA,NA,iceon
1721,SP,1988,1/19/88,61702,KELLICOTTIA LONGISPINA,23.54,NA,NA,iceon
1722,SP,1988,1/19/88,61801,KERATELLA COCHLEARIS,125.19,NA,NA,iceon
1723,SP,1988,1/19/88,61803,KERATELLA CRASSA,1.07,NA,NA,iceon
1724,SP,1988,1/19/88,61804,KERATELLA EARLINAE,7.49,NA,NA,iceon
1725,SP,1988,1/19/88,61806,KERATELLA QUADRATA,9.63,NA,NA,iceon
1726,SP,1988,1/19/88,61900,LECANE,1.07,NA,NA,iceon
1727,SP,1988,1/19/88,63003,POLYARTHRA MAJOR,4.28,NA,NA,iceon
1728,SP,1988,1/19/88,63004,POLYARTHRA REMATA,34.24,NA,NA,iceon
1729,SP,1988,1/19/88,63005,POLYARTHRA VULGARIS,28.89,NA,NA,iceon
1730,SP,1988,2/29/88,10000,COPEPOD NAUPLII,47.89,NA,NA,iceon
1731,SP,1988,2/29/88,20302,DIACYCLOPS THOMASI,4.6,NA,NA,iceon
1732,SP,1988,2/29/88,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.92,NA,NA,iceon
1733,SP,1988,2/29/88,60300,ASPLANCHNA,12.89,NA,NA,iceon
1734,SP,1988,2/29/88,60900,CONOCHILUS,1.84,NA,NA,iceon
1735,SP,1988,2/29/88,61400,FILINIA,1.84,NA,NA,iceon
1736,SP,1988,2/29/88,61702,KELLICOTTIA LONGISPINA,21.18,NA,NA,iceon
1737,SP,1988,2/29/88,61801,KERATELLA COCHLEARIS,22.1,NA,NA,iceon
1738,SP,1988,2/29/88,61803,KERATELLA CRASSA,0.92,NA,NA,iceon
1739,SP,1988,2/29/88,61804,KERATELLA EARLINAE,7.37,NA,NA,iceon
1740,SP,1988,2/29/88,61806,KERATELLA QUADRATA,4.6,NA,NA,iceon
1741,SP,1988,2/29/88,61904,LECANE INERMIS,1.84,NA,NA,iceon
1742,SP,1988,2/29/88,63004,POLYARTHRA REMATA,6.45,NA,NA,iceon
1743,SP,1988,2/29/88,63005,POLYARTHRA VULGARIS,16.58,NA,NA,iceon
1744,SP,1988,4/4/88,10000,COPEPOD NAUPLII,37.45,NA,NA,iceon
1745,SP,1988,4/4/88,20302,DIACYCLOPS THOMASI,5.35,NA,NA,iceon
1746,SP,1988,4/4/88,60300,ASPLANCHNA,7.49,NA,NA,iceon
1747,SP,1988,4/4/88,60900,CONOCHILUS,4.28,NA,NA,iceon
1748,SP,1988,4/4/88,61400,FILINIA,1.07,NA,NA,iceon
1749,SP,1988,4/4/88,61702,KELLICOTTIA LONGISPINA,13.91,NA,NA,iceon
1750,SP,1988,4/4/88,61801,KERATELLA COCHLEARIS,5.35,NA,NA,iceon
1751,SP,1988,4/4/88,61804,KERATELLA EARLINAE,4.28,NA,NA,iceon
1752,SP,1988,4/4/88,61900,LECANE,1.07,NA,NA,iceon
1753,SP,1988,4/4/88,63003,POLYARTHRA MAJOR,1.07,NA,NA,iceon
1754,SP,1988,4/4/88,63005,POLYARTHRA VULGARIS,5.35,NA,NA,iceon
1755,SP,1988,4/25/88,10000,COPEPOD NAUPLII,80.08,NA,NA,iceoff
1756,SP,1988,4/25/88,20302,DIACYCLOPS THOMASI,27.03,NA,NA,iceoff
1757,SP,1988,4/25/88,51104,DAPHNIA LONGIREMIS,1,NA,NA,iceoff
1758,SP,1988,4/25/88,60300,ASPLANCHNA,9.01,NA,NA,iceoff
1759,SP,1988,4/25/88,60900,CONOCHILUS,14.01,NA,NA,iceoff
1760,SP,1988,4/25/88,61400,FILINIA,1,NA,NA,iceoff
1761,SP,1988,4/25/88,61501,GASTROPUS HYPTOPUS,1,NA,NA,iceoff
1762,SP,1988,4/25/88,61702,KELLICOTTIA LONGISPINA,40.04,NA,NA,iceoff
1763,SP,1988,4/25/88,61801,KERATELLA COCHLEARIS,2,NA,NA,iceoff
1764,SP,1988,4/25/88,61803,KERATELLA CRASSA,1,NA,NA,iceoff
1765,SP,1988,4/25/88,61804,KERATELLA EARLINAE,16.02,NA,NA,iceoff
1766,SP,1988,4/25/88,61806,KERATELLA QUADRATA,5.01,NA,NA,iceoff
1767,SP,1988,4/25/88,63001,POLYARTHRA DOLICHOPTERA,1,NA,NA,iceoff
1768,SP,1988,4/25/88,63004,POLYARTHRA REMATA,1,NA,NA,iceoff
1769,SP,1988,4/25/88,63005,POLYARTHRA VULGARIS,8.01,NA,NA,iceoff
1770,SP,1988,4/25/88,63400,SYNCHAETA,26.03,NA,NA,iceoff
1771,SP,1988,5/9/88,10000,COPEPOD NAUPLII,155.14,NA,NA,iceoff
1772,SP,1988,5/9/88,20302,DIACYCLOPS THOMASI,27.82,NA,NA,iceoff
1773,SP,1988,5/9/88,30402,LEPTODIAPTOMUS MINUTUS,4.28,NA,NA,iceoff
1774,SP,1988,5/9/88,30801,SKISTODIAPTOMUS OREGONENSIS,6.42,NA,NA,iceoff
1775,SP,1988,5/9/88,51103,DAPHNIA MENDOTAE,1.07,NA,NA,iceoff
1776,SP,1988,5/9/88,60300,ASPLANCHNA,21.4,NA,NA,iceoff
1777,SP,1988,5/9/88,60900,CONOCHILUS,25.68,NA,NA,iceoff
1778,SP,1988,5/9/88,61702,KELLICOTTIA LONGISPINA,31.03,NA,NA,iceoff
1779,SP,1988,5/9/88,61801,KERATELLA COCHLEARIS,2.14,NA,NA,iceoff
1780,SP,1988,5/9/88,61804,KERATELLA EARLINAE,8.56,NA,NA,iceoff
1781,SP,1988,5/9/88,61806,KERATELLA QUADRATA,3.21,NA,NA,iceoff
1782,SP,1988,5/9/88,61900,LECANE,2.14,NA,NA,iceoff
1783,SP,1988,5/9/88,63004,POLYARTHRA REMATA,3.21,NA,NA,iceoff
1784,SP,1988,5/9/88,63005,POLYARTHRA VULGARIS,23.54,NA,NA,iceoff
1785,SP,1988,5/9/88,63400,SYNCHAETA,4.28,NA,NA,iceoff
1786,SP,1988,5/9/88,63600,TRICHOCERCA,1.07,NA,NA,iceoff
1787,SP,1988,5/24/88,10000,COPEPOD NAUPLII,45.17,NA,NA,iceoff
1788,SP,1988,5/24/88,20302,DIACYCLOPS THOMASI,17.88,NA,NA,iceoff
1789,SP,1988,5/24/88,30000,CALANOID,11.29,NA,NA,iceoff
1790,SP,1988,5/24/88,30402,LEPTODIAPTOMUS MINUTUS,3.76,NA,NA,iceoff
1791,SP,1988,5/24/88,30801,SKISTODIAPTOMUS OREGONENSIS,0.94,NA,NA,iceoff
1792,SP,1988,5/24/88,51102,DAPHNIA DUBIA,9.41,NA,NA,iceoff
1793,SP,1988,5/24/88,51103,DAPHNIA MENDOTAE,0.94,NA,NA,iceoff
1794,SP,1988,5/24/88,60200,ASCOMORPHA,0.94,NA,NA,iceoff
1795,SP,1988,5/24/88,60202,ASCOMORPHA OVALIS,2.82,NA,NA,iceoff
1796,SP,1988,5/24/88,60300,ASPLANCHNA,1.88,NA,NA,iceoff
1797,SP,1988,5/24/88,60900,CONOCHILUS,14.11,NA,NA,iceoff
1798,SP,1988,5/24/88,61400,FILINIA,0.94,NA,NA,iceoff
1799,SP,1988,5/24/88,61702,KELLICOTTIA LONGISPINA,30.11,NA,NA,iceoff
1800,SP,1988,5/24/88,61801,KERATELLA COCHLEARIS,2.82,NA,NA,iceoff
1801,SP,1988,5/24/88,61803,KERATELLA CRASSA,0.94,NA,NA,iceoff
1802,SP,1988,5/24/88,61806,KERATELLA QUADRATA,1.88,NA,NA,iceoff
1803,SP,1988,5/24/88,63001,POLYARTHRA DOLICHOPTERA,1.88,NA,NA,iceoff
1804,SP,1988,5/24/88,63004,POLYARTHRA REMATA,6.59,NA,NA,iceoff
1805,SP,1988,5/24/88,63005,POLYARTHRA VULGARIS,31.05,NA,NA,iceoff
1806,SP,1988,6/21/88,10000,COPEPOD NAUPLII,38.44,NA,NA,iceoff
1807,SP,1988,6/21/88,20302,DIACYCLOPS THOMASI,41.32,NA,NA,iceoff
1808,SP,1988,6/21/88,20901,TROPOCYCLOPS PRASINUS MEXICANUS,4.8,NA,NA,iceoff
1809,SP,1988,6/21/88,30000,CALANOID,0.96,NA,NA,iceoff
1810,SP,1988,6/21/88,30402,LEPTODIAPTOMUS MINUTUS,2.88,NA,NA,iceoff
1811,SP,1988,6/21/88,51102,DAPHNIA DUBIA,7.69,NA,NA,iceoff
1812,SP,1988,6/21/88,60900,CONOCHILUS,15.38,NA,NA,iceoff
1813,SP,1988,6/21/88,61501,GASTROPUS HYPTOPUS,3.84,NA,NA,iceoff
1814,SP,1988,6/21/88,61502,GASTROPUS STYLIFER,3.84,NA,NA,iceoff
1815,SP,1988,6/21/88,61702,KELLICOTTIA LONGISPINA,24.99,NA,NA,iceoff
1816,SP,1988,6/21/88,61801,KERATELLA COCHLEARIS,3.84,NA,NA,iceoff
1817,SP,1988,6/21/88,61803,KERATELLA CRASSA,1.92,NA,NA,iceoff
1818,SP,1988,6/21/88,61804,KERATELLA EARLINAE,0.96,NA,NA,iceoff
1819,SP,1988,6/21/88,61806,KERATELLA QUADRATA,4.8,NA,NA,iceoff
1820,SP,1988,6/21/88,61900,LECANE,0.96,NA,NA,iceoff
1821,SP,1988,6/21/88,63001,POLYARTHRA DOLICHOPTERA,0.96,NA,NA,iceoff
1822,SP,1988,6/21/88,63004,POLYARTHRA REMATA,12.49,NA,NA,iceoff
1823,SP,1988,6/21/88,63005,POLYARTHRA VULGARIS,28.83,NA,NA,iceoff
1824,SP,1988,6/21/88,63400,SYNCHAETA,8.65,NA,NA,iceoff
1825,SP,1988,6/21/88,69958,UNKNOWN,8.65,NA,NA,iceoff
