sampledate,Genus,Transect Cell Count,Magnification,CellBioVol,PerBioVol,Biovolume,,# of Transects,Cell Count per cm2,Transect Length (cm),Start XY,Taxa,WaterCol,Functional,,,,,,End XY,Notes,Field of View scope,Field of View #,Total Cell Count,Estimated Total,Estimated Mucilage Percent Coverage
11/13/03,Segmented green,28,,1168.0676,0.011411121,41.7167,,,,,,,,,,,,,,,"Anything just marked as genus ""Stephanodiscus"" can be estimated as ""Stephanodiscus hantzschii"".  Anything with a different species epithet can be looked up @ diatoms.org",,,,,
4/30/04,Segmented green,33,,1376.6511,0.011039339,41.7167,,,,,,,,,,,,,,,Rare,,,,,
6/22/04,Segmented green,20,,834.334,0.01030157,41.7167,,,,,,,,,,,,,,,Estimate as equal to 1:1 Microcystis cell biomass,,,,,
7/21/04,Segmented green,19,,792.6173,0.020369563,41.7167,,,,,,,,,,,,,,,,,,,,
8/16/04,Segmented green,43,,1793.8181,0.051524021,41.7167,,,,,,,,,,,,,,,,,,,,
11/10/04,Segmented green,58,,2419.5686,0.060275516,41.7167,,1,,,,,,,,,,,,,,,,,,
4/20/05,Segmented green,68,,2836.7356,0.023464062,41.7167,,,,,,,,,,,,,,,,,,,,
6/13/05,Segmented green,42,,1752.1014,0.015527043,41.7167,,,,,,,,,,,,,,,,,,,,
7/12/05,Segmented green,108,,4505.4036,0.067725517,41.7167,,,,,,,,,,,,,,,,,,,,
8/9/05,Segmented green,18,,750.9006,0.020789001,41.7167,,,,,,,,,,,,,,,,,,,,
11/15/05,Segmented green,59,,2461.2853,0.065165455,41.7167,,,,,,,,,,,,,,,,,,,,
2/13/06,Segmented green,9,,375.4503,0.027924429,41.7167,,,,,,,,,,,,,,,,,,,,
4/20/06,Segmented green,122,,5089.4374,0.048044289,41.7167,,,,,,,,,,,,,,,,,,,,
6/16/06,Segmented green,13,,542.3171,0.005680956,41.7167,,,,,,,,,,,,,,,,,,,,
7/12/06,Segmented green,29,,1209.7843,0.021709546,41.7167,,,,,,,,,,,,,,,,,,,,
8/9/06,Segmented green,13,,542.3171,0.029222826,41.7167,,,,,,,,,,,,,,,,,,,,
10/30/06,Segmented green,56,,2336.1352,0.047397495,41.7167,,1,,,,,,,,,,,,,,,,,,
2/20/07,Segmented green,62,,2586.4354,0.059405171,41.7167,,,,,,,,,,,,,,,,,,,,
4/24/07,Segmented Green,33,,1376.6511,0.023838176,41.7167,,,,,,,,,,,,,,,,,,,,
6/19/07,Segmented Green,20,,834.334,0.013064122,41.7167,,,,,,,,,,,,,,,,,,,,
7/16/07,Segmented Green,7,,292.0169,0.003710563,41.7167,,,,,,,,,,,,,,,,,,,,
8/13/07,Segmented Green,24,,1001.2008,0.011601595,41.7167,,,,,,,,,,,,,,,,,,,,
11/12/07,Segmented Green,17,,709.1839,0.010243997,41.7167,,,,,,,,,,,,,,,,,,,,
3/3/08,Segmented Green,14,,584.0338,0.078771787,41.7167,,,,,,,,,,,,,,,,,,,,
5/13/08,Segmented Green,57,,2377.8519,0.023399872,41.7167,,,,,,,,,,,,,,,,,,,,
7/1/08,Segmented Green,82,,3420.7694,0.024914016,41.7167,,1,,,,,,,,,,,,,,,,,,
11/12/08,Segmented Green,69,,2878.4523,0.037377478,41.7167,,,,,,,,,,,,,,,Rare,,,,,
2/24/09,Segmented Green,7,,292.0169,0.005178775,41.7167,,,,,,,,,,,,,,,diatoms.org,,,,,
4/29/09,Segmented Green,25,,1042.9175,0.003216815,41.7167,,,,,,,,,,,,,,,,,,,,
7/14/97,Lindavia comensis,226,,74003.74465,,44.42277385,,,,,,,,,,,,,,,,,,,,
8/28/97,Lindavia,2,,8588.297462,0.04541495,44.42277385,,,,,,,,,,,,,,,,,,,,
11/10/97,Lindavia,1,,2068.174,0.010936512,44.42277385,,,,,,,,,,,,,,,,,,,,
2/23/98,Lindavia,1,,1483.535132,0.008835313,44.42277385,,,,,,,,,,,,,,,,,,,,
8/12/98,Lindavia comensis,171,,7596.294328,0.039191607,44.42277385,,,,,,,,,,,,,,,,,,,,
11/12/98,Lindavia comensis,7,,310.959417,0.002107904,44.42277385,,,,,,,,,,,,,,,,,,,,
2/23/99,Lindavia comensis,1,,44.42277385,0.000533449,44.42277385,,,,,,,,,,,,,,,,,,,,
8/23/99,Lindavia affinis,4,,177.6910954,0.003033789,44.42277385,,,,,,,,,,,,,,,,,,,,
11/15/01,Lindavia affinis,6,,266.5366431,0.001905369,44.42277385,,,,,,,,,,,,,,,"Anything marked JUST ""Fragilaria"" can be assumed to be ""Fragilaria crotonensis""",,,,,
2/28/02,Lindavia ,2,,88.84554771,0.001678687,44.42277385,,,,,,,,,,,,,,,,,,,,
4/29/03,Lindavia affinis,1,,44.42277385,0.000637936,44.42277385,,,,,,,,,,,,,,,,,,,,
6/23/03,Lindavia affinis,6,,266.5366431,0.003827615,44.42277385,,,,,,,,,,,,,,,,,,,,
7/21/03,Lindavia affinis,5,,222.1138693,0.002889119,44.42277385,,,,,,,,,,,,,,,,,,,,
8/20/03,Lindavia affinis,2,,88.84554771,0.001253918,44.42277385,,,,,,,,,,,,,,,,,,,,
4/30/04,Lindavia (Lindavia affinis),1,,44.42277385,0.000356225,44.42277385,,,,,,,,,,,,,,,,,,,,
6/22/04,Lindavia affinis,3,,133.2683216,0.001645472,44.42277385,,,,,,,,,,,,,,,,,,,,
6/22/04,Lindavia comensis (C. Comensis),69,,3065.171396,0.037845849,44.42277385,,,,,,,,,,,,,,,,,,,,
7/21/04,Lindavia affinis,3,,133.2683216,0.003424878,44.42277385,,,,,,,,,,,,,,,diatoms.org,,,,,
7/21/04,Lindavia comensis,22,,977.3010248,0.025115771,44.42277385,,,,,,,,,,,,,,,diatoms.org,,,,,
8/16/04,Lindavia comensis,13,,577.4960601,0.016587478,44.42277385,,,,,,,,,,,,,,,,,,,,
11/10/04,Lindavia comensis,10,,444.2277385,0.011066459,44.42277385,,,,,,,,,,,,,,,,,,,,
8/9/05,Lindavia comensis,36,,1599.219859,0.04427508,44.42277385,,,,,,,,,,,,,,,,,,,,
11/15/05,Lindavia comensis,175,,7773.985425,0.205825509,44.42277385,,,,,,,,,,,,,,,,,,,,
2/13/06,Lindavia comensis,4,,177.6910954,0.013215923,44.42277385,,,,,,,,,,,,,,,,,,,,
6/16/06,Lindavia affinis,3,100,133.2683216,0.001396031,44.42277385,,,,,,,,,,,,,,,,,,,,
6/16/06,Lindavia comensis,18,,799.6099294,0.008376186,44.42277385,,,,,,,,,,,,,,,,,,,,
7/12/06,Lindavia comensis,38,,1688.065406,0.030292287,44.42277385,,,,,,,,,,,,,,,,,,,,
8/9/06,Lindavia comensis,33,,1465.951537,0.078992986,44.42277385,,,,,,,,,,,,,,,,,,,,
10/30/06,Lindavia cf. bodanica,1,,44.42277385,0.000901287,44.42277385,,,,,,,,,,,,,,,,,,,,
10/30/06,Lindavia comensis,113,,5019.773446,0.101845426,44.42277385,,,,,,,,,,,,,,,,,,,,
2/20/07,Lindavia comensis,12,,533.0732863,0.012243611,44.42277385,,,,,,,,,,,,,,,,,,,,
4/24/07,Lindavia comensis,3,,133.2683216,0.002307683,44.42277385,,,,,,,,,,,,,,,,,,,,
6/19/07,Lindavia comensis,271,,12038.57171,0.188501691,44.42277385,,1,,,,,,,,,,,,,,,,,,
7/16/07,Lindavia comensis,98,,4353.431838,0.055317627,44.42277385,,,,,,,,,,,,,,,,,,,,
8/13/07,Lindavia affinis,1,,44.42277385,0.000514757,44.42277385,,,,,,,,,,,,,,,,,,,,
8/13/07,Lindavia comensis,136,,6041.497244,0.070006942,44.42277385,,,,,,,,,,,,,,,,,,,,
11/12/07,Lindavia comensis,263,,11683.18952,0.168760963,44.42277385,,,,,,,,,,,,,,,,,,,,
3/3/08,Lindavia affinis,2,100,88.84554771,0.011983078,44.42277385,,,,,,,,,,,,,,,,,,,,
3/3/08,Lindavia comensis,9,,399.8049647,0.053923851,44.42277385,,,,,,,,,,,,,,,,,,,,
5/13/08,Lindavia comensis,2,,88.84554771,0.000874308,44.42277385,,,,,,,,,,,,,,,,,,,,
7/1/08,Lindavia comensis,5,,222.1138693,0.001617691,44.42277385,,,,,,,,,,,,,,,,,,,,
8/25/08,Lindavia comensis,42,,1865.756502,0.026063655,44.42277385,,,,,,,,,,,,,,,,,,,,
11/12/08,Lindavia comensis,38,,1688.065406,0.021919984,44.42277385,,,,,,,,,,,,,,,,,,,,
2/24/09,Lindavia comensis,11,,488.6505124,0.008665975,44.42277385,,,,,,,,,,,,,,,,,,,,
4/29/09,Lindavia comensis,4,,177.6910954,0.000548077,44.42277385,,,,,,,,,,,,,,,,,,,,
5/4/99,Tetraedron victoriae,8,100,377.9776,0.001662863,47.2472,,,,,,,,,,,,,,,,,,,,
4/6/00,Tetraedron victoriae,4,100,188.9888,0.001469101,47.2472,,,,,,,,,,,,,,,,,,,,
11/7/02,Tetraedron victoriae,5,,236.236,0.002979749,47.2472,,1,,,,,,,,,,,,,,,,,,
3/6/03,Cf. Tetraedron victoriae,5,100,236.236,0.005940182,47.2472,,,,,,,,,,,,,,,"Mallomonas scales don't really have any inherent biomass, they're just indicitave of Mallomonas ""colonies"" (a single multicellular alga covered in scales"").  My recommendation would be to weigh the total # of scales against the # of recorded ""colonies.""  Approximately 20 scales per ""colony"" is a good estimate.  If the # of scales exceeds the # of colonies x20, add 1 extra colony to the tally per 20 surplus scales.  Then just use the biomass of the colony as the only biomass for the species.",,,,,
4/29/03,Cf. Tetraedron victoriae,1,,47.2472,0.000678496,47.2472,,,,,,,,,,,,,,,,,,,,
11/13/03,Cf. Tetraedron victoriae,1,100,47.2472,0.000461569,47.2472,,,,,,,,,,,,,,,Rare,,,,,
4/20/05,Cf. Tetraedron victoriae,1,,47.2472,0.000390805,47.2472,,,,,,,,,,,,,,,,,,,,
4/20/06,Tetraedron victoriae,1,,47.2472,0.000446014,47.2472,,,,,,,,,,,,,,,"Estimate as equal to ""Segmented Green""",,,,,
5/13/08,Cf. Tetraedron victoriae,5,,236.236,0.002324742,47.2472,,,,,,,,,,,,,,,,,,,,
4/29/09,Cf. Tetraedron victoriae,2,,94.4944,0.000291462,47.2472,,,,,,,,,,,,,,,,,,,,
6/15/98,Cf. Encyonema,1,,12104.5948,0.059215185,47.63282781,,,,,,,,,,,,,,,,,,,,
8/23/99,Encyonema,1,,47.63282781,0.000813254,47.63282781,,,,,,,,,,,,,,,,,,,,
11/15/01,Encyonema,1,,47.63282781,0.000340509,47.63282781,,,,,,,,,,,,,,,,,,,,
11/10/99,Achnanthidium,1,,48.55233271,0.001651826,48.55233271,,,,,,,,,,,,,,,,,,,,
7/17/02,Cf. Achnanthidium,1,,48.55233271,0.000666916,48.55233271,,,,,,,,,,,,,,,,,,,,
6/26/01,Nitzschia,1,,51.1875,0.000379192,51.1875,,,,,,,,,,,,,,,,,,,,
11/15/01,Nitzschia,4,,204.75,0.00146368,51.1875,,,,,,,,,,,,,,,,,,,,
2/28/02,Nitzschia,1,,51.1875,0.000967159,51.1875,,,,,,,,,,,,,,,,,,,,
4/23/02,Nitzschia,1,,51.1875,0.000400248,51.1875,,,,,,,,,,,,,,,,,,,,
6/19/02,Nitzschia,1,,51.1875,0.000448846,51.1875,,,,,,,,,,,,,,,,,,,,
8/25/08,Nitzschia,1,,51.1875,0.000715063,51.1875,,,,,,,,,,,,,,,,,,,,
11/12/08,Nitzschia,2,,102.375,0.001329367,51.1875,,,,,,,,,,,,,,,,,,,,
4/29/09,Nitzschia,1,,51.1875,0.000157885,51.1875,,,,,,,,,,,,,,,,,,,,
1/14/97,Peanut,47,,3994.2997,0.067913128,84.9851,,,,,,,,,,,,,,,,,,,,
5/6/97,Peanut,11,,934.8361,0.001688644,84.9851,,,,,,,,,,,,,,,,,,,,
8/28/97,Peanut,2,,18937.8338,0.146994684,84.9851,,1,,,,,,,,,,,,,,,,,,
4/20/98,Peanut,2,,47.63282781,0.000283681,84.9851,,,,,,,,,,,,,,,"*** All ""Actinastrum falcatus"" should be ""Ankistrodesmus falcatus"".  ",,,,,
6/15/98,Peanut,12,,240,0.00117407,84.9851,,,,,,,,,,,,,,,,,,,,
11/10/99,Peanut,9,,764.8659,0.026021932,84.9851,,,,,,,,,,,,,,,,,,,,
4/6/00,Peanut,1,,84.9851,0.00066063,84.9851,,,,,,,,,,,,,,,,,,,,
5/30/00,Peanut,36,,3059.4636,0.009978698,84.9851,,,,,,,,,,,,,,,,,,,,
7/26/00,Peanut,8,,679.8808,0.008741214,84.9851,,,,,,,,,,,,,,,,,,,,
8/21/00,Peanut,7,,594.8957,0.007767378,84.9851,,,,,,,,,,,,,,,,,,,,
11/16/00,Peanut,62,,5269.0762,0.0550302,84.9851,,,,,,,,,,,,,,,,,,,,
2/28/01,Peanut,91,,7733.6441,0.36371745,84.9851,,,,,,,,,,,,,,,,,,,,
4/30/01,Peanut,1,,84.9851,0.002991364,84.9851,,,,,,,,,,,,,,,,,,,,
5/29/01,Peanut,143,,12152.8693,0.294717013,84.9851,,,,,,,,,,,,,,,,,,,,
6/26/01,Peanut,124,,10538.1524,0.078065699,84.9851,,,,,,,,,,,,,,,,,,,,
7/24/01,Peanut,53,,4504.2103,0.203395227,84.9851,,,,,,,,,,,,,,,,,,,,
8/20/01,Peanut,18,,1529.7318,0.052198566,84.9851,,,,,,,,,,,,,,,,,,,,
11/15/01,Peanut,65,,5524.0315,0.039489199,84.9851,,,,,,,,,,,,,,,,,,,,
2/28/02,Peanut,19,,1614.7169,0.030509168,84.9851,,,,,,,,,,,,,,,,,,,,
4/23/02,Peanut,7,,594.8957,0.004651637,84.9851,,,,,,,,,,,,,,,,,,,,
6/19/02,Peanut,2,,169.9702,0.001490413,84.9851,,,,,,,,,,,,,,,,,,,,
7/17/02,Peanut,5,,424.9255,0.005836791,84.9851,,,,,,,,,,,,,,,Rare,,,,,
11/7/02,Peanut,3,,254.9553,0.003215863,84.9851,,,,,,,,,,,,,,,Estimate as Segmented Green for biovol,,,,,
3/6/03,Peanut,10,,849.851,0.021369602,84.9851,,,,,,,,,,,,,,,,,,,,
6/23/03,Peanut,55,,4674.1805,0.067123845,84.9851,,,,,,,,,,,,,,,,,,,,
7/21/03,Peanut,479,,40707.8629,0.529502573,84.9851,,,,,,,,,,,,,,,,,,,,
8/20/03,Peanut,7,,594.8957,0.008396035,84.9851,,1,,,,,,,,,,,,,,,,,,
11/13/03,Peanut,635,,53965.5385,0.52720177,84.9851,,,,,,,,,,,,,,,,,,,,
2/18/04,Peanut,14,,1189.7914,0.122547826,84.9851,,,,,,,,,,,,,,,,,,,,
4/30/04,Peanut,6,,509.9106,0.004088964,84.9851,,,,,,,,,,,,,,,,,,,,
7/21/04,Peanut,8,,679.8808,0.017472334,84.9851,,,,,,,,,,,,,,,,,,,,
8/16/04,Peanut,2,,169.9702,0.004882071,84.9851,,,,,,,,,,,,,,,,,,,,
4/20/05,Peanut,3,,254.9553,0.002108863,84.9851,,,,,,,,,,,,,,,,,,,,
7/12/05,Peanut,5,,424.9255,0.006387507,84.9851,,,,,,,,,,,,,,,,,,,,
8/9/05,Peanut,5,,424.9255,0.011764243,84.9851,,,,,,,,,,,,,,,,,,,,
11/15/05,Peanut,39,,3314.4189,0.087753182,84.9851,,,,,,,,,,,,,,,,,,,,
2/13/06,Peanut,6,,509.9106,0.037925026,84.9851,,,,,,,,,,,,,,,,,,,,
4/20/06,Peanut,18,,1529.7318,0.014440668,84.9851,,,,,,,,,,,,,,,,,,,,
7/12/06,Peanut,1,,84.9851,0.001525055,84.9851,,1,,,,,,,,,,,,,,,,,,
8/9/06,Peanut,6,,509.9106,0.027476598,84.9851,,,,,,,,,,,,,,,,,,,,
10/30/06,Peanut,4,,339.9404,0.006896999,84.9851,,,,,,,,,,,,,,,,,,,,
11/12/07,Peanut,1,,84.9851,0.00122759,84.9851,,,,,,,,,,,,,,,,,,,,
5/13/08,Peanut,1,,84.9851,0.000836318,84.9851,,,,,,,,,,,,,,,,,,,,
7/14/97,Cyanobacterium diachloros,88,,0,0,87.26957,,,,,,,,,,,,,,,,,,,,
11/10/97,Cyanobacterium diachloros,55,,4887.09592,0.025842982,87.26957,,,,,,,,,,,,,,,,,,,,
2/23/98,Cyanobacterium diachloros,56,,10911.735,0.064985716,87.26957,,,,,,,,,,,,,,,,,,,,
6/15/98,Cyanobacterium diachloros,40,,133067.2607,0.650959621,87.26957,,,,,,,,,,,,,,,,,,,,
8/12/98,Cyanobacterium diachloros,177,,15446.71389,0.079694324,87.26957,,,,,,,,,,,,,,,,,,,,
11/12/98,Cyanobacteria diachloros,80,,6981.5656,0.047326024,87.26957,,1,,,,,,,,,,,,,,,,,,
2/23/99,Cyanobacteria diachlorus,3,,261.80871,0.003143917,87.26957,,,,,,,,,,,,,,,,,,,,
5/4/99,Cyanobacterium diachloros,2,,174.53914,0.000767862,87.26957,,,,,,,,,,,,,,,,,,,,
7/1/99,Fragilaria,16,,1396.31312,0.018629248,87.26957,,,,,,,,,,,,,,,,,,,,
7/1/99,Cyanobacteria diachloros,28,,2443.54796,0.032601184,87.26957,,,,,,,,,,,,,,,,,,,,
7/1/99,Flagellated green,7,,610.88699,0.008150296,87.26957,,,,,,,,,,,,,,,,,,,,
8/23/99,Cyanobacteria diachloros,20,,1745.3914,0.029799747,87.26957,,,,,,,,,,,,,,,,,,,,
2/22/00,Flagellated Green,10,,872.6957,0.04536938,87.26957,,,,,,,,,,,,,,,,,,,,
4/6/00,Cyanobacteria diachloros,10,,872.6957,0.006783884,87.26957,,,,,,,,,,,,,,,,,,,,
4/6/00,Flagellated green,12,,1047.23484,0.00814066,87.26957,,,,,,,,,,,,,,,,,,,,
5/30/00,Cyanobacteria diachloros,7,,610.88699,0.001992459,87.26957,,,,,,,,,,,,,,,,,,,,
5/30/00,Flagellated green,4,,349.07828,0.001138548,87.26957,,,,,,,,,,,,,,,,,,,,
7/26/00,Flagellated Green,3,,261.80871,0.00336607,87.26957,,,,,,,,,,,,,,,,,,,,
8/21/00,Flagellated green,7,,610.88699,0.007976171,87.26957,,,,,,,,,,,,,,,diatoms.org,,,,,
8/21/00,Cyanobacteria diachloros,29,,2530.81753,0.033044138,87.26957,,1,,,,,,,,,,,,,,,,,,
11/16/00,Cyanobacteria diachloros,8,,698.15656,0.007291543,87.26957,,,,,,,,,,,,,,,,,,,,
11/16/00,Flagellated green,16,,1396.31312,0.014583086,87.26957,,,,,,,,,,,,,,,,,,,,
4/30/01,Flagellated green,1,,87.26957,0.003071775,87.26957,,,,,,,,,,,,,,,,,,,,
5/29/01,Flagellated green,2,,174.53914,0.004232717,87.26957,,,,,,,,,,,,,,,,,,,,
6/26/01,Cyanobacteria diachloros,5,,436.34785,0.003232426,87.26957,,,,,,,,,,,,,,,,,,,,
6/26/01,Flagellated green,1,,87.26957,0.000646485,87.26957,,,,,,,,,,,,,,,,,,,,
7/24/01,Flagellated green,1,,87.26957,0.003940805,87.26957,,,,,,,,,,,,,,,,,,,,
11/15/01,Cyanobacteria diachloros,2,,174.53914,0.001247714,87.26957,,1,,,,,,,,,,,,,,,,,,
2/28/02,Flagellated green,2,,174.53914,0.003297819,87.26957,,,,,,,,,,,,,,,,,,,,
4/23/02,Flagellated green,5,,436.34785,0.003411912,87.26957,,,,,,,,,,,,,,,,,,,,
6/19/02,Cyanobacteria diachloros,33,,2879.89581,0.02525286,87.26957,,,,,,,,,,,,,,,,,,,,
6/19/02,Flagellated green,8,,698.15656,0.006121906,87.26957,,,,,,,,,,,,,,,,,,,,
7/17/02,unID colonial Cyanobacteria,41,100,3578.05237,0.049148246,87.26957,,,,,,,,,,,,,,,,,,,,
7/17/02,Cyanobacteria diachloros,9,,785.42613,0.010788639,87.26957,,,,,,,,,,,,,,,,,,,,
7/17/02,Flagellated green,6,,523.61742,0.007192426,87.26957,,,,,,,,,,,,,,,,,,,,
8/14/02,unID Cyanobacteria,4,,349.07828,0.007613078,87.26957,,,,,,,,,,,,,,,,,,,,
8/14/02,Flagellated green,4,,349.07828,0.007613078,87.26957,,,,,,,,,,,,,,,,,,,,
11/7/02,unID cyanobacteria,9,,785.42613,0.009906925,87.26957,,,,,,,,,,,,,,,,,,,,
11/7/02,Cyanobacteria diachloros,2,,174.53914,0.002201539,87.26957,,,,,,,,,,,,,,,,,,,,
11/7/02,Flagellated green,8,,698.15656,0.008806156,87.26957,,1,,,,,,,,,,,,,,,,,,
3/6/03,unID cyanobacteria,9,,785.42613,0.019749631,87.26957,,,,,,,,,,,,,,,,,,,,
3/6/03,Flagellated green,13,,1134.50441,0.028527245,87.26957,,,,,,,,,,,,,,,Rare,,,,,
4/29/03,unID cyanobacteria,17,,1483.58269,0.021305077,87.26957,,,,,,,,,,,,,,,diatoms.org,,,,,
4/29/03,Cyanobacteria diachloros,2,,174.53914,0.00250648,87.26957,,,,,,,,,,,,,,,diatoms.org,,,,,
4/29/03,Flagellated green,17,,1483.58269,0.021305077,87.26957,,,,,,,,,,,,,,,diatoms.org,,,,,
6/23/03,unID cyanobacteria,5,100,436.34785,0.006266199,87.26957,,,,,,,,,,,,,,,diatoms.org,,,,,
6/23/03,Cyanobacteria diachloros,2,,174.53914,0.00250648,87.26957,,,,,,,,,,,,,,,diatoms.org,,,,,
6/23/03,Flagellated green,2,,174.53914,0.00250648,87.26957,,,,,,,,,,,,,,,,,,,,
7/21/03,unID cyanobacteria,1,,87.26957,0.001135148,87.26957,,,,,,,,,,,,,,,diatoms.org,,,,,
7/21/03,Flagellated green,1,,87.26957,0.001135148,87.26957,,,,,,,,,,,,,,,Rare,,,,,
8/20/03,unID cyanobacteria,1,,87.26957,0.001231675,87.26957,,,,,,,,,,,,,,,,,,,,
8/20/03,Cyanobacteria diachloros,4,,349.07828,0.004926701,87.26957,,,,,,,,,,,,,,,diatoms.org,,,,,
8/20/03,Flagellated green,1,,87.26957,0.001231675,87.26957,,,,,,,,,,,,,,,Unique to this slide- look up or ignore,,,,,
11/13/03,unID cyanobacteria,2,,174.53914,0.001705113,87.26957,,,,,,,,,,,,,,,Change to Lindavia comensis,,,,,
11/13/03,Flagellated green,4,,349.07828,0.003410226,87.26957,,,,,,,,,,,,,,,,,,,,
2/18/04,Flagellated green,2,,174.53914,0.017977431,87.26957,,,,,,,,,,,,,,,,,,,,
4/30/04,Flagellated green,7,,610.88699,0.004898691,87.26957,,,,,,,,,,,,,,,"Estimate as D. stelligera, on diatoms.org",,,,,
6/22/04,Flagellated green,16,,1396.31312,0.017240359,87.26957,,,,,,,,,,,,,,,diatoms.org,,,,,
7/21/04,Cyanobacteria diachloros,3,,261.80871,0.006728252,87.26957,,,,,,,,,,,,,,,diatoms.org,,,,,
7/21/04,Flagellated green,10,,872.6957,0.022427507,87.26957,,,,,,,,,,,,,,,diatoms.org,,,,,
8/16/04,Flagellated green,4,,349.07828,0.010026611,87.26957,,,,,,,,,,,,,,,diatoms.org,,,,,
11/10/04,Cyanobacteria diachloros,4,,349.07828,0.008696126,87.26957,,,,,,,,,,,,,,,diatoms.org,,,,,
11/10/04,Flagellated green,7,,610.88699,0.01521822,87.26957,,,,,,,,,,,,,,,diatoms.org,,,,,
4/20/05,Flagellated green,17,,1483.58269,0.012271456,87.26957,,,,,,,,,,,,,,,,,,,,
6/13/05,Cyanobacteria diachloros,8,,698.15656,0.006187032,87.26957,,,,,,,,,,,,,,,,,,,,
6/13/05,Flagellated green,19,,1658.12183,0.0146942,87.26957,,,,,,,,,,,,,,,,,,,,
7/12/05,Cyanobacteria diachloros,3,,261.80871,0.003935525,87.26957,,,,,,,,,,,,,,,,,,,,
7/12/05,Flagellated green,32,,2792.62624,0.041978938,87.26957,,,,,,,,,,,,,,,,,,,,
8/9/05,Cyanobacteria diachloros,2,,174.53914,0.00483219,87.26957,,,,,,,,,,,,,,,,,,,,
8/9/05,Flagellated green,12,,1047.23484,0.028993141,87.26957,,,,,,,,,,,,,,,,,,,,
11/15/05,Flagellated green,10,,872.6957,0.023105656,87.26957,,,,,,,,,,,,,,,,,,,,
2/13/06,Flagellated green,1,,87.26957,0.006490747,87.26957,,,,,,,,,,,,,,,,,,,,
4/20/06,Flagellated green,29,,2530.81753,0.023890917,87.26957,,,,,,,,,,,,,,,,,,,,
6/16/06,Cyanobacteria diachloros,2,,174.53914,0.001828357,87.26957,,,,,,,,,,,,,,,,,,,,
6/16/06,Flagellated green,16,,1396.31312,0.014626855,87.26957,,1,,,,,,,,,,,,,,,,,,
7/12/06,Flagellated green,21,,1832.66097,0.032887051,87.26957,,,,,,,,,,,,,,,,,,,,
8/9/06,Flagellated green,10,,872.6957,0.047025319,87.26957,,,,,,,,,,,,,,,,,,,,
10/30/06,Flagellated green,27,,2356.27839,0.047806177,87.26957,,,,,,,,,,,,,,,,,,,,
2/20/07,Flagellated green,34,,2967.16538,0.068149765,87.26957,,,,,,,,,,,,,,,,,,,,
4/24/07,Flagellated Green,49,,4276.20893,0.0740471,87.26957,,,,,,,,,,,,,,,,,,,,
6/19/07,Flagellated Green,32,,2792.62624,0.043727344,87.26957,,,,,,,,,,,,,,,,,,,,
7/16/07,Flagellated Green,34,,2967.16538,0.037702795,87.26957,,,,,,,,,,,,,,,,,,,,
8/13/07,Flagellated Green,28,,2443.54796,0.028315054,87.26957,,,,,,,,,,,,,,,,,,,,
11/12/07,Flagellated Green,10,,872.6957,0.012605887,87.26957,,,,,,,,,,,,,,,,,,,,
3/3/08,Flagellated Green,15,,1309.04355,0.17655776,87.26957,,,,,,,,,,,,,,,,,,,,
5/13/08,Flagellated Green,40,,3490.7828,0.034351959,87.26957,,,,,,,,,,,,,,,,,,,,
7/1/08,Flagellated Green,39,,3403.51323,0.024788337,87.26957,,,,,,,,,,,,,,,,,,,,
8/25/08,Flagellated Green,25,,2181.73925,0.030477771,87.26957,,,,,,,,,,,,,,,,,,,,
11/12/08,Flagellated Green,47,,4101.66979,0.053261287,87.26957,,,,,,,,,,,,,,,,,,,,
2/24/09,Flagellated Green,17,,1483.58269,0.026310605,87.26957,,,,,,,,,,,,,,,,,,,,
4/29/09,Flagellated Green,24,,2094.46968,0.006460263,87.26957,,,,,,,,,,,,,,,,,,,,
1/14/97,Cyclostephanos invisitatus,2,,188.494,0.003204871,94.247,,,,,,,,,,,,,,,,,,,,
5/6/97,Cyclostephanos invisitatus,1,,94.247,0.000170243,94.247,,1,,,,,,,,,,,,,,,,,,
6/18/97,Cyclostephanos invisitatus,1,,94.247,0.00077985,94.247,,,,,,,,,,,,,,,,,,,,
8/28/97,Cyclostephanos invisitatus,1,,1570.796327,0.008306377,94.247,,,,,,,,,,,,,,,,,,,,
11/10/97,Cyclostephanos invisitatus,4,,14642.655,0.077430417,94.247,,,,,,,,,,,,,,,diatoms.org,,,,,
2/23/98,Cyclostephanos invisitatus,1,,7238.609,0.039844933,94.247,,,,,,,,,,,,,,,,,,,,
6/15/98,Cyclostephanos invisitatus,2,,3879.43376,0.018978032,94.247,,,,,,,,,,,,,,,diatoms.org,,,,,
2/23/99,Cyclostephanos invisitatus,1,100,94.247,0.00113176,94.247,,,,,,,,,,,,,,,,,,,,
8/23/99,Stauroforma,3,,321.6205479,0.005491153,107.2068493,,,,,,,,,,,,,,,diatoms.org,,,,,
5/30/00,Stauroforma,1,,107.2068493,0.000349664,107.2068493,,,,,,,,,,,,,,,diatoms.org,,,,,
7/26/00,Stauroforma,35,100,3752.239726,0.048242474,107.2068493,,,,,,,,,,,,,,,,,,,,
8/21/00,Stauroforma,6,,643.2410958,0.008398609,107.2068493,,,,,,,,,,,,,,,,,,,,
4/24/07,Cf. Sellaphora (small),1,,110,0.001904767,110,,,,,,,,,,,,,,,,,,,,
6/19/07,Cf. Sellaphora (small),2,100,220,0.003444792,110,,,,,,,,,,,,,,,,,,,,
