"lakeid","year4","sample_date","station","species_code","species_name","density","individuals_measured","avg_length"
"AL",2009,"2009-10-14",1,51103,"DAPHNIA MENDOTAE",15.12,51,0.89
"AL",2009,"2009-10-14",1,51107,"DAPHNIA RETROCURVA",2.24,8,0.90
"AL",2009,"2009-10-14",1,51130,"DAPHNIA PULICARIA",0.56,2,0.98
"AL",2009,"2009-10-14",1,60200,"ASCOMORPHA",1.12,,
"AL",2009,"2009-10-14",1,60300,"ASPLANCHNA",1.12,,
"AL",2009,"2009-10-14",1,60600,"COLLOTHECA",0.56,,
"AL",2009,"2009-10-14",1,60900,"CONOCHILUS",38.64,,
"AL",2009,"2009-10-14",1,61300,"EUCHLANIS",0.56,,
"AL",2009,"2009-10-14",1,61402,"FILINIA TERMINALIS",2.24,,
"AL",2009,"2009-10-14",1,61502,"GASTROPUS STYLIFER",2.80,,
"AL",2009,"2009-10-14",1,61701,"KELLICOTTIA BOSTONIENSIS",1.12,,
"AL",2009,"2009-10-14",1,61702,"KELLICOTTIA LONGISPINA",0.56,,
"AL",2009,"2009-10-14",1,61801,"KERATELLA COCHLEARIS",184.80,,
"AL",2009,"2009-10-14",1,61803,"KERATELLA CRASSA",25.20,,
"AL",2009,"2009-10-14",1,61804,"KERATELLA EARLINAE",36.40,,
"AL",2009,"2009-10-14",1,61900,"LECANE",0.56,,
"AL",2009,"2009-10-14",1,62900,"PLOESOMA",0.56,,
"AL",2009,"2009-10-14",1,63003,"POLYARTHRA MAJOR",1.12,,
"AL",2009,"2009-10-14",1,63004,"POLYARTHRA REMATA",16.24,,
"AL",2009,"2009-10-14",1,63005,"POLYARTHRA VULGARIS",20.72,,
"AL",2009,"2009-10-14",1,63400,"SYNCHAETA",1.12,,
"AL",2009,"2009-10-14",1,63603,"TRICHOCERCA CYLINDRICA",0.56,,
"AL",2009,"2009-10-14",1,63612,"TRICHOCERCA MULTICRINIS",0.56,,
"AL",2009,"2009-10-14",1,63614,"TRICHOCERCA PUSILLA",10.64,,
"AL",2009,"2009-10-14",1,63617,"TRICHOCERCA SIMILIS",1.12,,
"AL",2009,"2009-11-09",1,10000,"COPEPOD NAUPLII",11.20,,
"AL",2009,"2009-11-09",1,20000,"CYCLOPOID",0.84,2,0.88
"AL",2009,"2009-11-09",1,20302,"DIACYCLOPS THOMASI",2.80,7,0.98
"AL",2009,"2009-11-09",1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",2.24,3,0.47
"AL",2009,"2009-11-09",1,30000,"CALANOID",0.56,,
"AL",2009,"2009-11-09",1,30801,"SKISTODIAPTOMUS OREGONENSIS",12.60,24,1.04
"AL",2009,"2009-11-09",1,50700,"BOSMINIDAE",0.84,2,0.34
"AL",2009,"2009-11-09",1,50900,"CERIODAPHNIA",0.28,1,0.59
"AL",2009,"2009-11-09",1,51000,"CHYDORUS",0.28,1,0.27
"AL",2009,"2009-11-09",1,51103,"DAPHNIA MENDOTAE",22.40,32,1.00
"AL",2009,"2009-11-09",1,51130,"DAPHNIA PULICARIA",1.96,2,1.19
"AL",2009,"2009-11-09",1,60300,"ASPLANCHNA",1.40,,
"AL",2009,"2009-11-09",1,60900,"CONOCHILUS",14.00,,
"AL",2009,"2009-11-09",1,61701,"KELLICOTTIA BOSTONIENSIS",4.20,,
"AL",2009,"2009-11-09",1,61702,"KELLICOTTIA LONGISPINA",1.40,,
"AL",2009,"2009-11-09",1,61801,"KERATELLA COCHLEARIS",228.20,,
"AL",2009,"2009-11-09",1,61803,"KERATELLA CRASSA",5.60,,
"AL",2009,"2009-11-09",1,61804,"KERATELLA EARLINAE",40.60,,
"AL",2009,"2009-11-09",1,61805,"KERATELLA HIEMALIS",2.80,,
"AL",2009,"2009-11-09",1,63003,"POLYARTHRA MAJOR",1.40,,
"AL",2009,"2009-11-09",1,63004,"POLYARTHRA REMATA",9.80,,
"AL",2009,"2009-11-09",1,63005,"POLYARTHRA VULGARIS",8.40,,
"AL",2009,"2009-11-09",1,63400,"SYNCHAETA",14.00,,
"AL",2009,"2009-11-09",1,63614,"TRICHOCERCA PUSILLA",47.60,,
"AL",2010,"2010-02-16",1,10000,"COPEPOD NAUPLII",66.08,,
"AL",2010,"2010-02-16",1,20000,"CYCLOPOID",0.56,2,0.37
"AL",2010,"2010-02-16",1,20302,"DIACYCLOPS THOMASI",0.28,1,1.08
"AL",2010,"2010-02-16",1,30801,"SKISTODIAPTOMUS OREGONENSIS",4.76,17,1.07
"AL",2010,"2010-02-16",1,51103,"DAPHNIA MENDOTAE",1.68,6,1.18
"AL",2010,"2010-02-16",1,51130,"DAPHNIA PULICARIA",1.12,5,1.26
"AL",2010,"2010-02-16",1,61501,"GASTROPUS HYPTOPUS",0.56,,
"AL",2010,"2010-02-16",1,61701,"KELLICOTTIA BOSTONIENSIS",0.56,,
"AL",2010,"2010-02-16",1,61702,"KELLICOTTIA LONGISPINA",4.48,,
"AL",2010,"2010-02-16",1,61801,"KERATELLA COCHLEARIS",104.16,,
"AL",2010,"2010-02-16",1,61804,"KERATELLA EARLINAE",2.24,,
"AL",2010,"2010-02-16",1,61805,"KERATELLA HIEMALIS",1.12,,
"AL",2010,"2010-02-16",1,61918,"LECANE TENUISETA",1.68,,
"AL",2010,"2010-02-16",1,63004,"POLYARTHRA REMATA",2.24,,
"AL",2010,"2010-02-16",1,63005,"POLYARTHRA VULGARIS",1.12,,
"AL",2010,"2010-04-12",1,10000,"COPEPOD NAUPLII",56.00,,
"AL",2010,"2010-04-12",1,20000,"CYCLOPOID",41.72,11,0.41
"AL",2010,"2010-04-12",1,20302,"DIACYCLOPS THOMASI",28.84,29,0.65
"AL",2010,"2010-04-12",1,20601,"MESOCYCLOPS EDAX",0.28,1,1.22
"AL",2010,"2010-04-12",1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.56,2,0.51
"AL",2010,"2010-04-12",1,30801,"SKISTODIAPTOMUS OREGONENSIS",4.48,14,1.07
"AL",2010,"2010-04-12",1,51100,"DAPHNIA",0.28,1,0.55
"AL",2010,"2010-04-12",1,51103,"DAPHNIA MENDOTAE",0.84,3,1.03
"AL",2010,"2010-04-12",1,51130,"DAPHNIA PULICARIA",7.56,27,0.87
"AL",2010,"2010-04-12",1,60200,"ASCOMORPHA",5.04,,
"AL",2010,"2010-04-12",1,61702,"KELLICOTTIA LONGISPINA",10.92,,
"AL",2010,"2010-04-12",1,61801,"KERATELLA COCHLEARIS",28.28,,
"AL",2010,"2010-04-12",1,61804,"KERATELLA EARLINAE",3.08,,
"AL",2010,"2010-04-12",1,61805,"KERATELLA HIEMALIS",5.04,,
"AL",2010,"2010-04-12",1,61806,"KERATELLA QUADRATA",1.40,,
"AL",2010,"2010-04-12",1,63001,"POLYARTHRA DOLICHOPTERA",8.68,,
"AL",2010,"2010-04-12",1,63004,"POLYARTHRA REMATA",1.68,,
"AL",2010,"2010-04-12",1,63005,"POLYARTHRA VULGARIS",4.48,,
"AL",2010,"2010-04-12",1,63400,"SYNCHAETA",29.40,,
"AL",2010,"2010-04-12",1,63614,"TRICHOCERCA PUSILLA",1.68,,
"AL",2010,"2010-04-12",1,63617,"TRICHOCERCA SIMILIS",0.28,,
"AL",2010,"2010-05-12",1,10000,"COPEPOD NAUPLII",39.20,,
"AL",2010,"2010-05-12",1,20000,"CYCLOPOID",1.68,5,0.36
"AL",2010,"2010-05-12",1,20302,"DIACYCLOPS THOMASI",2.80,5,0.54
"AL",2010,"2010-05-12",1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.28,1,0.45
"AL",2010,"2010-05-12",1,30000,"CALANOID",9.24,30,0.56
"AL",2010,"2010-05-12",1,51103,"DAPHNIA MENDOTAE",0.28,1,0.86
"AL",2010,"2010-05-12",1,51130,"DAPHNIA PULICARIA",3.36,12,1.37
"AL",2010,"2010-05-12",1,60202,"ASCOMORPHA OVALIS",0.56,,
"AL",2010,"2010-05-12",1,60300,"ASPLANCHNA",0.56,,
"AL",2010,"2010-05-12",1,61501,"GASTROPUS HYPTOPUS",2.52,,
"AL",2010,"2010-05-12",1,61502,"GASTROPUS STYLIFER",1.12,,
"AL",2010,"2010-05-12",1,61702,"KELLICOTTIA LONGISPINA",2.80,,
"AL",2010,"2010-05-12",1,61801,"KERATELLA COCHLEARIS",19.88,,
"AL",2010,"2010-05-12",1,61804,"KERATELLA EARLINAE",4.48,,
"AL",2010,"2010-05-12",1,61805,"KERATELLA HIEMALIS",0.28,,
"AL",2010,"2010-05-12",1,61806,"KERATELLA QUADRATA",3.36,,
"AL",2010,"2010-05-12",1,61808,"KERATELLA TAUROCEPHALA",0.56,,
"AL",2010,"2010-05-12",1,62000,"LEPADELLA",0.28,,
"AL",2010,"2010-05-12",1,63001,"POLYARTHRA DOLICHOPTERA",1.40,,
"AL",2010,"2010-05-12",1,63004,"POLYARTHRA REMATA",15.12,,
"AL",2010,"2010-05-12",1,63005,"POLYARTHRA VULGARIS",37.24,,
"AL",2010,"2010-05-12",1,63400,"SYNCHAETA",4.20,,
"AL",2010,"2010-05-12",1,63614,"TRICHOCERCA PUSILLA",3.36,,
"AL",2010,"2010-05-12",1,88888,"UNKNOWN ROTIFER",0.56,,
"AL",2010,"2010-06-07",1,10000,"COPEPOD NAUPLII",29.40,,
"AL",2010,"2010-06-07",1,20000,"CYCLOPOID",1.68,6,0.37
"AL",2010,"2010-06-07",1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.40,5,0.35
"AL",2010,"2010-06-07",1,30000,"CALANOID",1.96,6,0.56
"AL",2010,"2010-06-07",1,50700,"BOSMINIDAE",0.56,2,0.28
"AL",2010,"2010-06-07",1,50900,"CERIODAPHNIA",0.28,1,0.59
"AL",2010,"2010-06-07",1,51000,"CHYDORUS",0.84,3,0.19
"AL",2010,"2010-06-07",1,60200,"ASCOMORPHA",5.60,,
"AL",2010,"2010-06-07",1,60202,"ASCOMORPHA OVALIS",5.60,,
"AL",2010,"2010-06-07",1,60300,"ASPLANCHNA",7.00,,
"AL",2010,"2010-06-07",1,60600,"COLLOTHECA",2.80,,
"AL",2010,"2010-06-07",1,60900,"CONOCHILUS",33.60,,
"AL",2010,"2010-06-07",1,61502,"GASTROPUS STYLIFER",4.20,,
"AL",2010,"2010-06-07",1,61600,"HEXARTHRA",1.40,,
"AL",2010,"2010-06-07",1,61702,"KELLICOTTIA LONGISPINA",1.40,,
"AL",2010,"2010-06-07",1,61801,"KERATELLA COCHLEARIS",81.20,,
"AL",2010,"2010-06-07",1,61803,"KERATELLA CRASSA",15.40,,
"AL",2010,"2010-06-07",1,61804,"KERATELLA EARLINAE",61.60,,
"AL",2010,"2010-06-07",1,62900,"PLOESOMA",5.60,,
"AL",2010,"2010-06-07",1,63003,"POLYARTHRA MAJOR",4.20,,
"AL",2010,"2010-06-07",1,63004,"POLYARTHRA REMATA",337.40,,
"AL",2010,"2010-06-07",1,63005,"POLYARTHRA VULGARIS",81.20,,
"AL",2010,"2010-06-07",1,63400,"SYNCHAETA",74.20,,
"AL",2010,"2010-06-07",1,63612,"TRICHOCERCA MULTICRINIS",2.80,,
"AL",2010,"2010-06-07",1,63616,"TRICHOCERCA ROUSSELETI",1.40,,
"AL",2010,"2010-06-07",1,63617,"TRICHOCERCA SIMILIS",5.60,,
"AL",2010,"2010-07-08",1,10000,"COPEPOD NAUPLII",10.08,,
"AL",2010,"2010-07-08",1,20000,"CYCLOPOID",0.84,3,0.44
"AL",2010,"2010-07-08",1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.68,3,0.42
"AL",2010,"2010-07-08",1,30000,"CALANOID",0.56,2,0.41
"AL",2010,"2010-07-08",1,30801,"SKISTODIAPTOMUS OREGONENSIS",0.56,2,1.03
"AL",2010,"2010-07-08",1,50700,"BOSMINIDAE",8.40,25,0.21
"AL",2010,"2010-07-08",1,50900,"CERIODAPHNIA",0.56,2,0.26
"AL",2010,"2010-07-08",1,60200,"ASCOMORPHA",1.68,,
"AL",2010,"2010-07-08",1,60300,"ASPLANCHNA",0.56,,
"AL",2010,"2010-07-08",1,60600,"COLLOTHECA",2.24,,
"AL",2010,"2010-07-08",1,60900,"CONOCHILUS",2.80,,
"AL",2010,"2010-07-08",1,61502,"GASTROPUS STYLIFER",2.80,,
"AL",2010,"2010-07-08",1,61600,"HEXARTHRA",42.00,,
"AL",2010,"2010-07-08",1,61801,"KERATELLA COCHLEARIS",30.24,,
"AL",2010,"2010-07-08",1,61803,"KERATELLA CRASSA",16.24,,
"AL",2010,"2010-07-08",1,61804,"KERATELLA EARLINAE",34.72,,
"AL",2010,"2010-07-08",1,61918,"LECANE TENUISETA",0.56,,
"AL",2010,"2010-07-08",1,62400,"MONOSTYLA",0.56,,
"AL",2010,"2010-07-08",1,62406,"MONOSTYLA LUNARIS",2.24,,
"AL",2010,"2010-07-08",1,62900,"PLOESOMA",1.12,,
"AL",2010,"2010-07-08",1,63003,"POLYARTHRA MAJOR",5.60,,
"AL",2010,"2010-07-08",1,63004,"POLYARTHRA REMATA",12.32,,
"AL",2010,"2010-07-08",1,63005,"POLYARTHRA VULGARIS",110.32,,
"AL",2010,"2010-07-08",1,63400,"SYNCHAETA",14.56,,
"AL",2010,"2010-07-08",1,63602,"TRICHOCERCA BIROSTRIS",0.56,,
"AL",2010,"2010-07-08",1,63603,"TRICHOCERCA CYLINDRICA",17.36,,
"AL",2010,"2010-07-08",1,63612,"TRICHOCERCA MULTICRINIS",12.88,,
"AL",2010,"2010-07-08",1,63617,"TRICHOCERCA SIMILIS",7.84,,
"AL",2010,"2010-08-02",1,10000,"COPEPOD NAUPLII",21.28,,
"AL",2010,"2010-08-02",1,20000,"CYCLOPOID",0.84,3,0.38
"AL",2010,"2010-08-02",1,20601,"MESOCYCLOPS EDAX",0.56,2,0.68
"AL",2010,"2010-08-02",1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",4.20,13,0.31
"AL",2010,"2010-08-02",1,30000,"CALANOID",0.84,2,0.60
"AL",2010,"2010-08-02",1,30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,1,1.03
"AL",2010,"2010-08-02",1,50700,"BOSMINIDAE",3.08,10,0.21
"AL",2010,"2010-08-02",1,50900,"CERIODAPHNIA",0.56,2,0.36
"AL",2010,"2010-08-02",1,60200,"ASCOMORPHA",0.56,,
"AL",2010,"2010-08-02",1,60202,"ASCOMORPHA OVALIS",2.24,,
"AL",2010,"2010-08-02",1,60300,"ASPLANCHNA",0.56,,
"AL",2010,"2010-08-02",1,60600,"COLLOTHECA",2.24,,
"AL",2010,"2010-08-02",1,61501,"GASTROPUS HYPTOPUS",0.56,,
"AL",2010,"2010-08-02",1,61801,"KERATELLA COCHLEARIS",81.20,,
"AL",2010,"2010-08-02",1,61803,"KERATELLA CRASSA",11.76,,
"AL",2010,"2010-08-02",1,61804,"KERATELLA EARLINAE",3.36,,
"AL",2010,"2010-08-02",1,61900,"LECANE",2.80,,
"AL",2010,"2010-08-02",1,62406,"MONOSTYLA LUNARIS",1.12,,
"AL",2010,"2010-08-02",1,62900,"PLOESOMA",0.56,,
"AL",2010,"2010-08-02",1,63003,"POLYARTHRA MAJOR",1.68,,
"AL",2010,"2010-08-02",1,63004,"POLYARTHRA REMATA",8.96,,
"AL",2010,"2010-08-02",1,63005,"POLYARTHRA VULGARIS",3.92,,
"AL",2010,"2010-08-02",1,63400,"SYNCHAETA",2.80,,
"AL",2010,"2010-08-02",1,63603,"TRICHOCERCA CYLINDRICA",0.56,,
"AL",2010,"2010-08-02",1,63612,"TRICHOCERCA MULTICRINIS",1.12,,
"AL",2010,"2010-08-02",1,63617,"TRICHOCERCA SIMILIS",0.56,,
"AL",2010,"2010-08-31",1,10000,"COPEPOD NAUPLII",44.80,,
"AL",2010,"2010-08-31",1,20000,"CYCLOPOID",2.24,4,0.44
"AL",2010,"2010-08-31",1,20601,"MESOCYCLOPS EDAX",3.36,6,0.79
"AL",2010,"2010-08-31",1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",33.60,34,0.39
"AL",2010,"2010-08-31",1,30000,"CALANOID",10.64,18,0.52
"AL",2010,"2010-08-31",1,30801,"SKISTODIAPTOMUS OREGONENSIS",3.92,7,1.05
"AL",2010,"2010-08-31",1,50700,"BOSMINIDAE",2.24,4,0.27
"AL",2010,"2010-08-31",1,50900,"CERIODAPHNIA",2.24,4,0.43
"AL",2010,"2010-08-31",1,51100,"DAPHNIA",1.68,3,0.64
"AL",2010,"2010-08-31",1,51107,"DAPHNIA RETROCURVA",20.16,17,0.60
"AL",2010,"2010-08-31",1,60202,"ASCOMORPHA OVALIS",32.20,,
"AL",2010,"2010-08-31",1,60600,"COLLOTHECA",16.80,,
"AL",2010,"2010-08-31",1,61502,"GASTROPUS STYLIFER",30.80,,
"AL",2010,"2010-08-31",1,61801,"KERATELLA COCHLEARIS",197.40,,
"AL",2010,"2010-08-31",1,61803,"KERATELLA CRASSA",18.20,,
"AL",2010,"2010-08-31",1,61804,"KERATELLA EARLINAE",46.20,,
"AL",2010,"2010-08-31",1,61918,"LECANE TENUISETA",40.60,,
"AL",2010,"2010-08-31",1,62406,"MONOSTYLA LUNARIS",7.00,,
"AL",2010,"2010-08-31",1,63003,"POLYARTHRA MAJOR",2.80,,
"AL",2010,"2010-08-31",1,63004,"POLYARTHRA REMATA",75.60,,
"AL",2010,"2010-08-31",1,63005,"POLYARTHRA VULGARIS",23.80,,
"AL",2010,"2010-08-31",1,63612,"TRICHOCERCA MULTICRINIS",1.40,,
"AL",2010,"2010-09-29",1,10000,"COPEPOD NAUPLII",16.80,,
"AL",2010,"2010-09-29",1,20000,"CYCLOPOID",4.20,13,0.46
"AL",2010,"2010-09-29",1,20302,"DIACYCLOPS THOMASI",0.84,2,0.56
"AL",2010,"2010-09-29",1,20601,"MESOCYCLOPS EDAX",1.12,4,0.92
"AL",2010,"2010-09-29",1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.68,5,0.45
"AL",2010,"2010-09-29",1,30000,"CALANOID",5.60,18,0.71
"AL",2010,"2010-09-29",1,30801,"SKISTODIAPTOMUS OREGONENSIS",0.56,2,1.12
"AL",2010,"2010-09-29",1,51100,"DAPHNIA",2.24,8,0.56
"AL",2010,"2010-09-29",1,51103,"DAPHNIA MENDOTAE",1.12,3,1.33
"AL",2010,"2010-09-29",1,60200,"ASCOMORPHA",2.80,,
"AL",2010,"2010-09-29",1,60600,"COLLOTHECA",2.80,,
"AL",2010,"2010-09-29",1,61502,"GASTROPUS STYLIFER",9.80,,
"AL",2010,"2010-09-29",1,61701,"KELLICOTTIA BOSTONIENSIS",2.80,,
"AL",2010,"2010-09-29",1,61801,"KERATELLA COCHLEARIS",319.20,,
"AL",2010,"2010-09-29",1,61803,"KERATELLA CRASSA",239.40,,
"AL",2010,"2010-09-29",1,61804,"KERATELLA EARLINAE",464.80,,
"AL",2010,"2010-09-29",1,61918,"LECANE TENUISETA",7.00,,
"AL",2010,"2010-09-29",1,62406,"MONOSTYLA LUNARIS",1.40,,
"AL",2010,"2010-09-29",1,63003,"POLYARTHRA MAJOR",9.80,,
"AL",2010,"2010-09-29",1,63004,"POLYARTHRA REMATA",361.20,,
"AL",2010,"2010-09-29",1,63005,"POLYARTHRA VULGARIS",154.00,,
"AL",2010,"2010-09-29",1,63400,"SYNCHAETA",68.60,,
"AL",2010,"2010-09-29",1,63602,"TRICHOCERCA BIROSTRIS",9.80,,
"AL",2010,"2010-09-29",1,63612,"TRICHOCERCA MULTICRINIS",1.40,,
"AL",2010,"2010-09-29",1,63617,"TRICHOCERCA SIMILIS",2.80,,
"AL",2010,"2010-11-10",1,10000,"COPEPOD NAUPLII",12.04,,
"AL",2010,"2010-11-10",1,20000,"CYCLOPOID",0.56,1,0.41
"AL",2010,"2010-11-10",1,20302,"DIACYCLOPS THOMASI",3.36,11,0.78
"AL",2010,"2010-11-10",1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.40,4,0.49
"AL",2010,"2010-11-10",1,30801,"SKISTODIAPTOMUS OREGONENSIS",2.80,10,1.19
"AL",2010,"2010-11-10",1,50700,"BOSMINIDAE",0.28,1,0.41
"AL",2010,"2010-11-10",1,51103,"DAPHNIA MENDOTAE",32.48,36,0.94
"AL",2010,"2010-11-10",1,60200,"ASCOMORPHA",0.84,,
"AL",2010,"2010-11-10",1,60300,"ASPLANCHNA",0.56,,
"AL",2010,"2010-11-10",1,61501,"GASTROPUS HYPTOPUS",4.20,,
"AL",2010,"2010-11-10",1,61502,"GASTROPUS STYLIFER",0.84,,
"AL",2010,"2010-11-10",1,61702,"KELLICOTTIA LONGISPINA",0.28,,
"AL",2010,"2010-11-10",1,61801,"KERATELLA COCHLEARIS",22.68,,
"AL",2010,"2010-11-10",1,61803,"KERATELLA CRASSA",0.84,,
"AL",2010,"2010-11-10",1,61804,"KERATELLA EARLINAE",11.76,,
"AL",2010,"2010-11-10",1,61805,"KERATELLA HIEMALIS",1.68,,
"AL",2010,"2010-11-10",1,61808,"KERATELLA TAUROCEPHALA",0.28,,
"AL",2010,"2010-11-10",1,61918,"LECANE TENUISETA",1.12,,
"AL",2010,"2010-11-10",1,63004,"POLYARTHRA REMATA",2.52,,
"AL",2010,"2010-11-10",1,63005,"POLYARTHRA VULGARIS",18.20,,
"AL",2010,"2010-11-10",1,63400,"SYNCHAETA",12.32,,
"AL",2011,"2011-02-15",1,10000,"COPEPOD NAUPLII",5.32,,
"AL",2011,"2011-02-15",1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.28,1,0.50
"AL",2011,"2011-02-15",1,30801,"SKISTODIAPTOMUS OREGONENSIS",1.12,4,1.21
"AL",2011,"2011-02-15",1,51103,"DAPHNIA MENDOTAE",1.68,7,1.41
"AL",2011,"2011-02-15",1,51130,"DAPHNIA PULICARIA",1.40,5,1.94
"AL",2011,"2011-02-15",1,61501,"GASTROPUS HYPTOPUS",0.28,,
"AL",2011,"2011-02-15",1,61801,"KERATELLA COCHLEARIS",2.24,,
"AL",2011,"2011-02-15",1,61803,"KERATELLA CRASSA",0.84,,
"AL",2011,"2011-02-15",1,61805,"KERATELLA HIEMALIS",0.28,,
"AL",2011,"2011-02-15",1,63602,"TRICHOCERCA BIROSTRIS",0.28,,
"AL",2011,"2011-05-02",1,10000,"COPEPOD NAUPLII",24.64,,
"AL",2011,"2011-05-02",1,20302,"DIACYCLOPS THOMASI",1.40,5,0.69
"AL",2011,"2011-05-02",1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.56,2,0.50
"AL",2011,"2011-05-02",1,30801,"SKISTODIAPTOMUS OREGONENSIS",0.28,1,1.33
"AL",2011,"2011-05-02",1,51100,"DAPHNIA",0.28,,
"AL",2011,"2011-05-02",1,51103,"DAPHNIA MENDOTAE",0.28,1,1.01
"AL",2011,"2011-05-02",1,51130,"DAPHNIA PULICARIA",1.12,4,0.88
"AL",2011,"2011-05-02",1,60200,"ASCOMORPHA",35.84,,
"AL",2011,"2011-05-02",1,60203,"ASCOMORPHA SALTANS",1.12,,
"AL",2011,"2011-05-02",1,61702,"KELLICOTTIA LONGISPINA",1.12,,
"AL",2011,"2011-05-02",1,61801,"KERATELLA COCHLEARIS",1.12,,
"AL",2011,"2011-05-02",1,61803,"KERATELLA CRASSA",0.56,,
"AL",2011,"2011-05-02",1,61804,"KERATELLA EARLINAE",1.12,,
"AL",2011,"2011-05-02",1,61805,"KERATELLA HIEMALIS",108.64,,
"AL",2011,"2011-05-02",1,63001,"POLYARTHRA DOLICHOPTERA",19.60,,
"AL",2011,"2011-05-02",1,63400,"SYNCHAETA",20.72,,
"AL",2011,"2011-05-31",1,10000,"COPEPOD NAUPLII",18.20,,
"AL",2011,"2011-05-31",1,20000,"CYCLOPOID",2.24,8,0.40
"AL",2011,"2011-05-31",1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.28,1,0.47
"AL",2011,"2011-05-31",1,30000,"CALANOID",2.52,8,0.54
"AL",2011,"2011-05-31",1,51103,"DAPHNIA MENDOTAE",1.40,5,1.37
"AL",2011,"2011-05-31",1,51130,"DAPHNIA PULICARIA",4.20,15,1.48
"AL",2011,"2011-05-31",1,60200,"ASCOMORPHA",0.84,,
"AL",2011,"2011-05-31",1,61501,"GASTROPUS HYPTOPUS",0.56,,
"AL",2011,"2011-05-31",1,61702,"KELLICOTTIA LONGISPINA",0.84,,
"AL",2011,"2011-05-31",1,61801,"KERATELLA COCHLEARIS",7.84,,
"AL",2011,"2011-05-31",1,61803,"KERATELLA CRASSA",0.28,,
"AL",2011,"2011-05-31",1,61804,"KERATELLA EARLINAE",3.64,,
"AL",2011,"2011-05-31",1,61808,"KERATELLA TAUROCEPHALA",0.56,,
"AL",2011,"2011-05-31",1,63001,"POLYARTHRA DOLICHOPTERA",3.08,,
"AL",2011,"2011-05-31",1,63004,"POLYARTHRA REMATA",5.04,,
"AL",2011,"2011-05-31",1,63005,"POLYARTHRA VULGARIS",2.52,,
"AL",2011,"2011-05-31",1,63400,"SYNCHAETA",2.24,,
"AL",2011,"2011-05-31",1,63612,"TRICHOCERCA MULTICRINIS",0.56,,
"AL",2011,"2011-06-27",1,10000,"COPEPOD NAUPLII",11.20,,
"AL",2011,"2011-06-27",1,20000,"CYCLOPOID",4.20,7,0.40
"AL",2011,"2011-06-27",1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.56,,
"AL",2011,"2011-06-27",1,30000,"CALANOID",8.68,15,0.48
"AL",2011,"2011-06-27",1,50700,"BOSMINIDAE",0.28,1,0.20
"AL",2011,"2011-06-27",1,60200,"ASCOMORPHA",5.60,,
"AL",2011,"2011-06-27",1,60202,"ASCOMORPHA OVALIS",2.80,,
"AL",2011,"2011-06-27",1,60900,"CONOCHILUS",98.00,,
"AL",2011,"2011-06-27",1,61501,"GASTROPUS HYPTOPUS",2.80,,
"AL",2011,"2011-06-27",1,61801,"KERATELLA COCHLEARIS",81.20,,
"AL",2011,"2011-06-27",1,61803,"KERATELLA CRASSA",8.40,,
"AL",2011,"2011-06-27",1,61804,"KERATELLA EARLINAE",16.80,,
"AL",2011,"2011-06-27",1,63003,"POLYARTHRA MAJOR",11.20,,
"AL",2011,"2011-06-27",1,63004,"POLYARTHRA REMATA",336.00,,
"AL",2011,"2011-06-27",1,63005,"POLYARTHRA VULGARIS",246.40,,
"AL",2011,"2011-06-27",1,63400,"SYNCHAETA",16.80,,
"AL",2011,"2011-07-25",1,10000,"COPEPOD NAUPLII",58.80,,
"AL",2011,"2011-07-25",1,20000,"CYCLOPOID",5.04,18,0.44
"AL",2011,"2011-07-25",1,20601,"MESOCYCLOPS EDAX",0.28,1,0.82
"AL",2011,"2011-07-25",1,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",11.76,28,0.36
"AL",2011,"2011-07-25",1,30000,"CALANOID",7.84,23,0.54
"AL",2011,"2011-07-25",1,30801,"SKISTODIAPTOMUS OREGONENSIS",0.84,3,1.01
"AL",2011,"2011-07-25",1,50700,"BOSMINIDAE",2.24,8,0.22
"AL",2011,"2011-07-25",1,50900,"CERIODAPHNIA",5.04,16,0.37
"AL",2011,"2011-07-25",1,51103,"DAPHNIA MENDOTAE",0.56,2,0.92
"AL",2011,"2011-07-25",1,51202,"DIAPHANOSOMA BIRGEI",0.28,1,0.35
"AL",2011,"2011-07-25",1,60200,"ASCOMORPHA",2.24,,
"AL",2011,"2011-07-25",1,60202,"ASCOMORPHA OVALIS",1.12,,
"AL",2011,"2011-07-25",1,60300,"ASPLANCHNA",4.48,,
"AL",2011,"2011-07-25",1,60900,"CONOCHILUS",269.92,,
"AL",2011,"2011-07-25",1,61502,"GASTROPUS STYLIFER",3.36,,
"AL",2011,"2011-07-25",1,61600,"HEXARTHRA",3.36,,
