,X1.x,sampledate,depth.x,o2.x,deck,light,frlight,avsnow,totice,whiteice,extcoef,blueice,surflite,X1.y,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,Taxa,WaterCol,Functional,year4,group,depth.y,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2.y,totnf,totnuf,totpf,totpuf,drsif
299,191,11/12/90,0,10.9,407,264.8,0.651,NA,NA,NA,NA,NA,0.650614251,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,7.56,626,8.37,8.44,3.16,3.36,6,NA,24,10.9,206,208,3,8,2696
300,192,1/16/91,0,14.7,211,5.04,0.024,8.8,38,5,NA,33,0.023886256,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceon,0,7.79,NA,9.19,9.21,3.74,3.55,17,NA,37,14.7,234,283,5,10,3054
301,193,2/19/91,0,15.4,557,5.7,0.01,8.6,55,5,NA,50,0.010233393,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceon,0,7.79,697,8.87,9.22,3.34,3.34,29,NA,22,15.4,246,331,3,11,3012
302,194,3/25/91,0,14.2,775,NA,NA,0,53,3,0.3,50,NA,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceon,0,7.55,NA,4.96,5.74,2.71,2.58,144,NA,138,14.2,459,483,5,6,2074
303,195,5/7/91,0,11.6,2164,1680,0.776,NA,NA,NA,NA,NA,0.776340111,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,7.8,606,NA,7.99,NA,3.2,1,NA,0,11.6,180,197,4,7,2844
304,196,5/22/91,0,10.6,209,160.6,0.768,NA,NA,NA,NA,NA,0.768421053,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
305,197,6/3/91,0,8.7,1327,1068,0.805,NA,NA,NA,NA,NA,0.804822909,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.12,NA,7.46,7.52,3.39,3.38,0,NA,4,8.7,151,169,0,0,2747
306,198,6/3/91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.12,NA,7.46,7.52,3.39,3.38,0,NA,4,8.7,151,169,0,0,2747
307,197,6/3/91,0,8.7,1327,1068,0.805,NA,NA,NA,NA,NA,0.804822909,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.11,NA,7.49,7.54,3.35,3.29,1,NA,1,8.7,141,159,0,0,2794
308,198,6/3/91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.11,NA,7.49,7.54,3.35,3.29,1,NA,1,8.7,141,159,0,0,2794
309,197,6/3/91,0,8.7,1327,1068,0.805,NA,NA,NA,NA,NA,0.804822909,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.12,NA,7.46,7.52,3.39,3.38,0,NA,4,NA,151,169,0,0,2747
310,198,6/3/91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.12,NA,7.46,7.52,3.39,3.38,0,NA,4,NA,151,169,0,0,2747
311,197,6/3/91,0,8.7,1327,1068,0.805,NA,NA,NA,NA,NA,0.804822909,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.11,NA,7.49,7.54,3.35,3.29,1,NA,1,NA,141,159,0,0,2794
312,198,6/3/91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.11,NA,7.49,7.54,3.35,3.29,1,NA,1,NA,141,159,0,0,2794
313,199,6/19/91,0,8.3,1327,1015,0.765,NA,NA,NA,NA,NA,0.764883195,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA
314,200,7/1/91,0,8.2,205,165.5,0.807,NA,NA,NA,NA,NA,0.807317073,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8,NA,7.58,7.59,3.45,3.32,2,NA,106,8.2,194,173,4,7,2527
315,201,7/16/91,0,8.1,935,1122,NA,NA,NA,NA,NA,NA,1.2,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA
316,202,7/30/91,0,8.4,806,1240,NA,NA,NA,NA,NA,NA,1.538461538,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.11,NA,7.52,7.56,3.57,3.76,0,NA,1,8.4,68,78,0,4,2364
317,203,8/12/91,0,8.5,840,815,0.97,NA,NA,NA,NA,NA,0.970238095,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
318,204,8/28/91,0,8.5,1491,1472,0.987,NA,NA,NA,NA,NA,0.987256875,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.17,594,7.65,7.78,3.52,4.01,1,NA,19,8.5,223,154,0,0,2431
319,205,9/9/91,0,8.9,402,295.5,0.735,NA,NA,NA,NA,NA,0.735074627,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
320,206,9/23/91,0,10.4,1067,687,0.644,NA,NA,NA,NA,NA,0.643861293,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.04,NA,7.89,7.81,3.79,3.54,1,NA,7,10.4,217,228,3,6,2412
321,207,10/7/91,0,NA,416,332.5,0.799,NA,NA,NA,NA,NA,0.799278846,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,208,11/11/91,0,10.7,48,89.6,NA,NA,NA,NA,NA,NA,1.866666667,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,7.53,631,8.39,8.5,3.24,3.31,3,NA,27,10.7,179,207,0,7,2859
323,209,1/14/92,0,15,438,8.34,0.019,11.3,30,7,0.388,23,0.019041096,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.61,NA,9.17,NA,3.35,NA,9,NA,23,15,198,243,0,5,3198
324,210,3/1/92,0,14.4,1355,8.7,0.006,22.5,41,7,0.316,34,0.006420664,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.68,691,9.21,9.28,3.25,3.3,26,NA,15,14.4,205,230,0,6,3188
325,211,3/1/92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.68,691,9.21,9.28,3.25,3.3,26,NA,15,14.4,205,230,0,6,3188
326,210,3/1/92,0,14.4,1355,8.7,0.006,22.5,41,7,0.316,34,0.006420664,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.65,683,9.26,9.27,3.7,3.23,26,NA,28,14.4,220,245,0,5,3104
327,211,3/1/92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.65,683,9.26,9.27,3.7,3.23,26,NA,28,14.4,220,245,0,5,3104
328,210,3/1/92,0,14.4,1355,8.7,0.006,22.5,41,7,0.316,34,0.006420664,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.68,691,9.21,9.28,3.25,3.3,26,NA,15,NA,205,230,0,6,3188
329,211,3/1/92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.68,691,9.21,9.28,3.25,3.3,26,NA,15,NA,205,230,0,6,3188
330,210,3/1/92,0,14.4,1355,8.7,0.006,22.5,41,7,0.316,34,0.006420664,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.65,683,9.26,9.27,3.7,3.23,26,NA,28,NA,220,245,0,5,3104
331,211,3/1/92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.65,683,9.26,9.27,3.7,3.23,26,NA,28,NA,220,245,0,5,3104
332,212,3/27/92,0,13.8,1399,264.9,0.189,0.4,52,10,0.3,42,0.189349535,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.61,NA,8.94,9.06,3.17,3.28,54,NA,17,13.8,254,271,0,2,3221
333,213,5/6/92,0,12.3,1024,841,0.821,NA,NA,NA,NA,NA,0.821289063,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.51,646,8.1,8.39,2.87,2.99,15,NA,19,12.3,190,244,4,9,2958
334,214,5/6/92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.51,646,8.1,8.39,2.87,2.99,15,NA,19,12.3,190,244,4,9,2958
335,213,5/6/92,0,12.3,1024,841,0.821,NA,NA,NA,NA,NA,0.821289063,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.5,615,8.16,8.37,2.91,3.02,15,NA,29,12.3,184,227,3,9,2936
336,214,5/6/92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.5,615,8.16,8.37,2.91,3.02,15,NA,29,12.3,184,227,3,9,2936
337,213,5/6/92,0,12.3,1024,841,0.821,NA,NA,NA,NA,NA,0.821289063,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.51,646,8.1,8.39,2.87,2.99,15,NA,19,NA,190,244,4,9,2958
338,214,5/6/92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.51,646,8.1,8.39,2.87,2.99,15,NA,19,NA,190,244,4,9,2958
339,213,5/6/92,0,12.3,1024,841,0.821,NA,NA,NA,NA,NA,0.821289063,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.5,615,8.16,8.37,2.91,3.02,15,NA,29,NA,184,227,3,9,2936
340,214,5/6/92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.5,615,8.16,8.37,2.91,3.02,15,NA,29,NA,184,227,3,9,2936
341,215,5/19/92,0,11.4,1666,1518,0.911,NA,NA,NA,NA,NA,0.911164466,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA
342,216,6/2/92,0,9.6,1226,1050,0.856,NA,NA,NA,NA,NA,0.856443719,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,8.18,NA,7.69,7.71,3.03,3.05,1,NA,5,9.6,153,216,4,10,2994
343,217,6/15/92,0,8.7,903,650.5,0.72,NA,NA,NA,NA,NA,0.720376523,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
344,218,6/30/92,0,9.6,847,811,0.957,NA,NA,NA,NA,NA,0.957497048,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,8.4,NA,7.77,7.85,2.98,3.22,1,NA,21,9.6,178,173,0,4,2851
345,219,7/14/92,0,8.7,1297,1276,0.984,NA,NA,NA,NA,NA,0.98380879,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
346,220,7/29/92,0,8.4,1141,866,0.759,NA,NA,NA,NA,NA,0.758983348,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,8.36,NA,7.61,7.89,3.08,3.6,0,NA,9,8.4,194,201,0,2,2969
347,221,8/11/92,0,8.1,218,123.4,0.566,NA,NA,NA,NA,NA,0.566055046,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA
348,222,8/24/92,0,8.5,1183,793,0.67,NA,NA,NA,NA,NA,0.67032967,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,8.2,643,7.73,7.93,3.3,3.37,2,NA,5,8.5,164,172,0,3,2900
349,223,9/8/92,0,9,1395,1454,NA,NA,NA,NA,NA,NA,1.042293907,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
350,224,9/24/92,0,9.3,684,490.3,0.717,NA,NA,NA,NA,NA,0.716812865,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,8.01,NA,NA,7.95,NA,3.36,1,NA,13,9.3,208,273,0,5,2554
351,225,10/5/92,0,9.5,1186,1116,0.941,NA,NA,NA,NA,NA,0.940978078,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
352,226,10/20/92,0,9.6,104,66.86,0.643,NA,NA,NA,NA,NA,0.642884615,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.58,NA,8.22,8.41,3.23,3.34,1,NA,4,9.6,198,225,0,2,2642
353,227,11/9/92,0,9.8,248,176.2,0.71,NA,NA,NA,NA,NA,0.710483871,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.33,628,8.55,8.76,3.09,3.09,3,NA,23,9.8,216,196,0,6,2919
354,228,1/13/93,0,14.2,294,0.05,0,19,36.5,6,NA,30.5,0.000170068,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,7.66,NA,8.85,8.81,3.43,3.34,8,NA,13,14.2,212,284,3,8,3153
355,229,3/1/93,0,15.3,689,45.7,0.066,2.7,60.5,21.5,NA,39,0.066328012,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,7.86,730,9.29,9.48,3.61,3.64,5,NA,8,15.3,183,325,5,37,3274
356,230,3/1/93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,7.86,730,9.29,9.48,3.61,3.64,5,NA,8,15.3,183,325,5,37,3274
357,229,3/1/93,0,15.3,689,45.7,0.066,2.7,60.5,21.5,NA,39,0.066328012,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,7.59,735,9.13,9.42,3.26,3.51,6,NA,23,15.3,173,359,0,42,3233
358,230,3/1/93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,7.59,735,9.13,9.42,3.26,3.51,6,NA,23,15.3,173,359,0,42,3233
359,229,3/1/93,0,15.3,689,45.7,0.066,2.7,60.5,21.5,NA,39,0.066328012,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,7.86,730,9.29,9.48,3.61,3.64,5,NA,8,NA,183,325,5,37,3274
360,230,3/1/93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,7.86,730,9.29,9.48,3.61,3.64,5,NA,8,NA,183,325,5,37,3274
361,229,3/1/93,0,15.3,689,45.7,0.066,2.7,60.5,21.5,NA,39,0.066328012,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,7.59,735,9.13,9.42,3.26,3.51,6,NA,23,NA,173,359,0,42,3233
362,230,3/1/93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,7.59,735,9.13,9.42,3.26,3.51,6,NA,23,NA,173,359,0,42,3233
363,231,3/22/93,0,16.4,1259,16.35,0.013,9.1,56,23,0.284,33,0.012986497,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,8.53,NA,8.76,8.94,3.23,3.35,3,NA,4,16.4,202,221,2,14,3196
364,232,5/4/93,0,12.8,544,3.44,0.006,NA,NA,NA,NA,NA,0.006323529,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,7.92,581,7.26,7.4,2.86,3.02,3,NA,24,12.8,86,120,0,4,2674
365,233,5/18/93,0,11.3,962,900,0.936,NA,NA,NA,NA,NA,0.935550936,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA
366,234,5/18/93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA
367,233,5/18/93,0,11.3,962,900,0.936,NA,NA,NA,NA,NA,0.935550936,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,234,5/18/93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,235,6/1/93,0,10.6,734,571.5,0.779,NA,NA,NA,NA,NA,0.778610354,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,7.97,NA,7.71,7.97,3.35,3.01,4,NA,90,10.6,140,165,4,5,2668
370,236,6/14/93,0,9,1145,840,0.734,NA,NA,NA,NA,NA,0.733624454,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
371,237,6/30/93,0,8.1,213,136.8,0.642,NA,NA,NA,NA,NA,0.642253521,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,7.72,NA,7.58,7.71,3.37,3.4,2,NA,9,8.1,213,178,5,4,2525
372,238,7/14/93,0,8.5,1692,1731,NA,NA,NA,NA,NA,NA,1.023049645,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
373,239,7/27/93,0,9.3,918,785,0.855,NA,NA,NA,NA,NA,0.855119826,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,8.04,NA,7.57,7.59,3.59,3.59,0,NA,0,9.3,175,218,2,4,2359
374,240,8/11/93,0,8.5,227,297.2,NA,NA,NA,NA,NA,NA,1.309251101,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
375,241,8/23/93,0,8.4,1534,2107,NA,NA,NA,NA,NA,NA,1.373533246,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,7.94,598,7.74,7.76,3.45,3.73,5,NA,38,8.4,96,156,0,1,2278
376,242,9/8/93,0,8.6,520,283.6,0.545,NA,NA,NA,NA,NA,0.545384615,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
377,243,9/23/93,0,9.4,967,792,0.819,NA,NA,NA,NA,NA,0.819027921,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,7.8,NA,8.01,8.08,3.33,3.45,0,NA,10,9.4,167,215,2,7,2224
378,244,10/5/93,0,9.4,1061,1049,0.989,NA,NA,NA,NA,NA,0.988689915,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
379,245,10/18/93,0,9.8,69,65.58,0.95,NA,NA,NA,NA,NA,0.950434783,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,7.4,NA,8.28,8.43,3.18,3.25,0,NA,0,9.8,145,177,2,13,2410
380,246,11/10/93,0,10.1,627,432.6,0.69,NA,NA,NA,NA,NA,0.689952153,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,7.32,645,8.61,8.76,3.11,3.29,2,NA,55,10.1,199,249,5,13,2800
381,247,1/12/94,0,13.9,283,18.98,0.067,6.8,30,10,0.566,20,0.067067138,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,8.02,NA,8.74,8.78,3.28,3.35,2,NA,26,13.9,194,288,5,14,3064
382,248,2/21/94,0,13.6,1134,452.1,0.399,0,39,6,0.285,33,0.398677249,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,7.74,728,9.42,9.73,4.48,3.69,20,NA,14,13.6,281,204,9,16,3374
383,249,2/21/94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,7.74,728,9.42,9.73,4.48,3.69,20,NA,14,13.6,281,204,9,16,3374
384,248,2/21/94,0,13.6,1134,452.1,0.399,0,39,6,0.285,33,0.398677249,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,7.74,725,9.69,9.68,3.42,3.52,22,NA,8,13.6,191,251,5,7,3436
385,249,2/21/94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,7.74,725,9.69,9.68,3.42,3.52,22,NA,8,13.6,191,251,5,7,3436
386,248,2/21/94,0,13.6,1134,452.1,0.399,0,39,6,0.285,33,0.398677249,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,7.74,728,9.42,9.73,4.48,3.69,20,NA,14,NA,281,204,9,16,3374
387,249,2/21/94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,7.74,728,9.42,9.73,4.48,3.69,20,NA,14,NA,281,204,9,16,3374
388,248,2/21/94,0,13.6,1134,452.1,0.399,0,39,6,0.285,33,0.398677249,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,7.74,725,9.69,9.68,3.42,3.52,22,NA,8,NA,191,251,5,7,3436
389,249,2/21/94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,7.74,725,9.69,9.68,3.42,3.52,22,NA,8,NA,191,251,5,7,3436
390,250,3/28/94,0,10,744,4.57,0.006,15.5,44,0,NA,44,0.006142473,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,7.47,NA,4.89,5.43,1.83,1.87,76,NA,54,10,287,562,7,38,1828
391,251,5/5/94,0,11.7,512,346,0.676,NA,NA,NA,NA,NA,0.67578125,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.59,605,8.33,8.47,2.94,3.05,2,NA,1,11.7,222,402,11,23,3077
392,252,5/16/94,0,11.1,1318,1232,0.935,NA,NA,NA,NA,NA,0.934749621,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA
393,253,6/1/94,0,9.5,1767,1831,NA,NA,NA,NA,NA,NA,1.036219581,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.62,NA,7.87,8.04,3.14,3.15,2,NA,27,9.5,184,615,0,6,2993
394,254,6/1/94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.62,NA,7.87,8.04,3.14,3.15,2,NA,27,9.5,184,615,0,6,2993
395,253,6/1/94,0,9.5,1767,1831,NA,NA,NA,NA,NA,NA,1.036219581,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.51,NA,7.98,8.1,3.24,3.34,1,NA,36,9.5,191,696,2,5,3044
396,254,6/1/94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.51,NA,7.98,8.1,3.24,3.34,1,NA,36,9.5,191,696,2,5,3044
397,253,6/1/94,0,9.5,1767,1831,NA,NA,NA,NA,NA,NA,1.036219581,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.62,NA,7.87,8.04,3.14,3.15,2,NA,27,NA,184,615,0,6,2993
398,254,6/1/94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.62,NA,7.87,8.04,3.14,3.15,2,NA,27,NA,184,615,0,6,2993
399,253,6/1/94,0,9.5,1767,1831,NA,NA,NA,NA,NA,NA,1.036219581,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.51,NA,7.98,8.1,3.24,3.34,1,NA,36,NA,191,696,2,5,3044
400,254,6/1/94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.51,NA,7.98,8.1,3.24,3.34,1,NA,36,NA,191,696,2,5,3044
401,255,6/15/94,0,8.4,162,108.2,0.668,NA,NA,NA,NA,NA,0.667901235,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
402,256,6/27/94,0,8.2,2177,2008,0.922,NA,NA,NA,NA,NA,0.922370234,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,8.17,NA,7.89,8.31,3.34,4.98,2,NA,34,8.2,176,187,0,0,2964
403,257,7/12/94,0,8.5,1302,1241,0.953,NA,NA,NA,NA,NA,0.953149002,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
404,258,7/27/94,0,8.7,1111,897,0.807,NA,NA,NA,NA,NA,0.807380738,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.83,NA,7.84,7.69,4.18,3.69,15,NA,22,8.7,90,107,0,1,3004
405,259,8/9/94,0,8.7,891,906,NA,NA,NA,NA,NA,NA,1.016835017,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
