,sampledate,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,Taxa,WaterCol,Functional,year4,group,depth,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2,totnf,totnuf,totpf,totpuf,drsif
155,4/4/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceon,0,7.51,NA,4.9,5.19,1.92,2.13,87,NA,71,13.6,236,224,0,0,2081
156,4/4/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceon,0,7.52,NA,5.24,5.2,2.21,2.16,81,NA,54,NA,430,367,14,14,2000
157,4/4/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceon,0,7.51,NA,4.9,5.19,1.92,2.13,87,NA,71,NA,236,224,0,0,2081
158,4/25/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,7.5,582,7.62,7.72,2.97,3.17,17,NA,19,12.2,348,384,6,14,3297
159,5/9/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA
160,5/24/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,7.92,NA,7.19,7.54,3.05,2.94,3,NA,100,10,283,317,0,8,3040
161,6/6/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
162,6/21/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,8.27,NA,7.39,7.44,3.48,3.35,1,NA,23,8.8,160,243,0,3,2565
163,7/5/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
164,7/18/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,8.06,NA,7.6,7.68,3.45,3.31,0,NA,23,8.1,193,400,0,6,2563
165,8/1/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
166,8/16/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,8.07,599,7.26,7.2,3.88,4.19,0,NA,17,8.3,97,126,0,0,2648
167,8/16/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,8.11,595,7.17,7.2,3.6,3.63,3,NA,31,8.3,155,106,0,0,2595
168,8/16/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,8.07,599,7.26,7.2,3.88,4.19,0,NA,17,NA,97,126,0,0,2648
169,8/16/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,8.11,595,7.17,7.2,3.6,3.63,3,NA,31,NA,155,106,0,0,2595
170,8/29/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
171,9/12/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,8.12,NA,7.55,7.56,3.25,3.3,4,NA,115,9.2,97,180,0,7,2519
172,9/27/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
173,10/10/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,7.86,NA,7.88,7.99,3.27,3.39,9,NA,114,9.9,213,196,4,4,2532
174,10/24/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
175,11/8/88,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,iceoff,0,7.5,602,8.26,8.31,3.14,3.19,5,NA,42,10.9,220,219,0,6,2731
176,1/12/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceon,0,7.65,NA,10.06,10.17,4.52,4.06,12,NA,69,14.8,269,324,0,16,2902
177,1/12/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceon,0,7.66,NA,10.02,10.18,4,4.27,13,NA,106,14.8,266,322,0,16,2940
178,1/12/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceon,0,7.65,NA,10.06,10.17,4.52,4.06,12,NA,69,NA,269,324,0,16,2902
179,1/12/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceon,0,7.66,NA,10.02,10.18,4,4.27,13,NA,106,NA,266,322,0,16,2940
180,2/23/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceon,0,7.57,695,9.06,9.14,3.3,3.35,44,NA,31,14.8,274,289,3,9,2897
181,3/29/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceon,0,7.41,NA,8.46,8.4,3.12,2.93,136,NA,25,12.4,312,325,0,0,2748
182,3/29/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceon,0,7.42,NA,8.45,8.5,3.16,3.05,139,NA,40,12.4,322,323,0,0,2799
183,3/29/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceon,0,7.41,NA,8.46,8.4,3.12,2.93,136,NA,25,NA,312,325,0,0,2748
184,3/29/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceon,0,7.42,NA,8.45,8.5,3.16,3.05,139,NA,40,NA,322,323,0,0,2799
185,5/1/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,8,755,7.03,7.22,3.05,3.08,1,NA,3,12.9,189,192,0,0,2633
186,5/17/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA
187,5/30/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,7.88,NA,7.65,7.56,3.41,3.86,0,NA,19,10,236,213,0,4,2906
188,6/13/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
189,6/26/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,7.93,NA,7.47,7.61,3.31,3.49,9,NA,24,8.8,215,238,3,6,2560
190,7/10/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA
191,7/24/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,8.13,NA,7.44,5.09,3.36,2.35,9,NA,20,8.1,270,308,4,5,2443
192,8/8/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA
193,8/21/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,8.11,609,7.56,7.78,3.52,3.95,0,NA,1,8.8,231,264,4,7,2319
194,9/5/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
195,9/18/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,8.19,NA,7.88,7.96,3.38,3.05,0,NA,2,9.1,180,175,0,4,2274
196,10/2/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
197,10/16/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,7.78,NA,8.06,7.9,3.15,3.23,0,NA,4,9.7,179,169,1,2,2215
198,11/1/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA
199,11/14/89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,iceoff,0,7.38,621,8.27,8.2,3.06,2.86,5,NA,31,10.9,285,252,5,15,2673
200,1/17/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceon,0,7.52,NA,9,9.03,3.47,3.43,15,NA,84,12.2,246,263,2,5,2896
201,1/17/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceon,0,7.53,NA,8.92,8.91,3.3,3.29,14,NA,77,12.2,207,230,2,3,2896
202,1/17/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceon,0,7.52,NA,9,9.03,3.47,3.43,15,NA,84,NA,246,263,2,5,2896
203,1/17/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceon,0,7.53,NA,8.92,8.91,3.3,3.29,14,NA,77,NA,207,230,2,3,2896
204,2/19/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceon,0,7.53,690,9.2,9.45,3.24,3.4,36,NA,40,10.9,234,265,0,4,3019
205,3/28/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceon,0,7.32,NA,6.82,7.32,2.53,2.54,82,NA,23,10.7,230,222,2,4,2442
206,4/30/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,8.01,615,7.76,8.09,2.93,3.05,1,NA,0,9.8,169,196,0,6,2918
207,4/30/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,8.06,614,7.84,7.89,2.92,2.96,1,NA,0,9.8,156,209,1,9,2918
208,4/30/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,8.01,615,7.76,8.09,2.93,3.05,1,NA,0,NA,169,196,0,6,2918
209,4/30/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,8.06,614,7.84,7.89,2.92,2.96,1,NA,0,NA,156,209,1,9,2918
210,5/15/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA
211,5/29/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,8.02,NA,7.79,7.82,2.84,2.97,3,NA,20,10,130,173,0,4,2607
212,6/14/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
213,6/26/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,8.04,NA,7.8,7.91,2.99,3.05,1,NA,4,8.9,170,200,0,4,2494
214,7/10/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
215,7/23/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,8.28,NA,7.75,7.83,3.34,3.3,3,NA,17,8.8,191,192,0,2,2449
216,8/7/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
217,8/21/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,8.01,611,7.72,7.71,3.05,3.15,0,NA,0,8.9,248,226,0,4,2228
218,9/4/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
219,9/19/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,8.1,NA,7.5,7.65,3.42,3.32,1,NA,21,9.2,137,194,0,2,2273
220,10/2/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA
221,10/16/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,7.78,NA,7.93,7.94,3.07,3.14,1,NA,0,9.5,157,167,2,4,2367
222,10/31/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
223,11/12/90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,iceoff,0,7.56,626,8.37,8.44,3.16,3.36,6,NA,24,10.9,206,208,3,8,2696
224,1/16/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceon,0,7.79,NA,9.19,9.21,3.74,3.55,17,NA,37,14.7,234,283,5,10,3054
225,2/19/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceon,0,7.79,697,8.87,9.22,3.34,3.34,29,NA,22,15.4,246,331,3,11,3012
226,3/25/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceon,0,7.55,NA,4.96,5.74,2.71,2.58,144,NA,138,14.2,459,483,5,6,2074
227,5/7/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,7.8,606,NA,7.99,NA,3.2,1,NA,0,11.6,180,197,4,7,2844
228,5/22/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
229,6/3/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.12,NA,7.46,7.52,3.39,3.38,0,NA,4,8.7,151,169,0,0,2747
230,6/3/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.11,NA,7.49,7.54,3.35,3.29,1,NA,1,8.7,141,159,0,0,2794
231,6/3/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.12,NA,7.46,7.52,3.39,3.38,0,NA,4,NA,151,169,0,0,2747
232,6/3/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.11,NA,7.49,7.54,3.35,3.29,1,NA,1,NA,141,159,0,0,2794
233,6/19/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA
234,7/1/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8,NA,7.58,7.59,3.45,3.32,2,NA,106,8.2,194,173,4,7,2527
235,7/16/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA
236,7/30/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.11,NA,7.52,7.56,3.57,3.76,0,NA,1,8.4,68,78,0,4,2364
237,8/12/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
238,8/28/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.17,594,7.65,7.78,3.52,4.01,1,NA,19,8.5,223,154,0,0,2431
239,9/9/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
240,9/23/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,8.04,NA,7.89,7.81,3.79,3.54,1,NA,7,10.4,217,228,3,6,2412
241,10/7/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,11/11/91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,iceoff,0,7.53,631,8.39,8.5,3.24,3.31,3,NA,27,10.7,179,207,0,7,2859
243,1/14/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.61,NA,9.17,NA,3.35,NA,9,NA,23,15,198,243,0,5,3198
244,3/1/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.68,691,9.21,9.28,3.25,3.3,26,NA,15,14.4,205,230,0,6,3188
245,3/1/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.65,683,9.26,9.27,3.7,3.23,26,NA,28,14.4,220,245,0,5,3104
246,3/1/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.68,691,9.21,9.28,3.25,3.3,26,NA,15,NA,205,230,0,6,3188
247,3/1/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.65,683,9.26,9.27,3.7,3.23,26,NA,28,NA,220,245,0,5,3104
248,3/27/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceon,0,7.61,NA,8.94,9.06,3.17,3.28,54,NA,17,13.8,254,271,0,2,3221
249,5/6/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.51,646,8.1,8.39,2.87,2.99,15,NA,19,12.3,190,244,4,9,2958
250,5/6/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.5,615,8.16,8.37,2.91,3.02,15,NA,29,12.3,184,227,3,9,2936
251,5/6/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.51,646,8.1,8.39,2.87,2.99,15,NA,19,NA,190,244,4,9,2958
252,5/6/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.5,615,8.16,8.37,2.91,3.02,15,NA,29,NA,184,227,3,9,2936
253,5/19/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA
254,6/2/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,8.18,NA,7.69,7.71,3.03,3.05,1,NA,5,9.6,153,216,4,10,2994
255,6/15/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
256,6/30/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,8.4,NA,7.77,7.85,2.98,3.22,1,NA,21,9.6,178,173,0,4,2851
257,7/14/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
258,7/29/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,8.36,NA,7.61,7.89,3.08,3.6,0,NA,9,8.4,194,201,0,2,2969
259,8/11/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA
260,8/24/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,8.2,643,7.73,7.93,3.3,3.37,2,NA,5,8.5,164,172,0,3,2900
261,9/8/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
262,9/24/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,8.01,NA,NA,7.95,NA,3.36,1,NA,13,9.3,208,273,0,5,2554
263,10/5/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
264,10/20/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.58,NA,8.22,8.41,3.23,3.34,1,NA,4,9.6,198,225,0,2,2642
265,11/9/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,iceoff,0,7.33,628,8.55,8.76,3.09,3.09,3,NA,23,9.8,216,196,0,6,2919
266,1/13/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,7.66,NA,8.85,8.81,3.43,3.34,8,NA,13,14.2,212,284,3,8,3153
267,3/1/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,7.86,730,9.29,9.48,3.61,3.64,5,NA,8,15.3,183,325,5,37,3274
268,3/1/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,7.59,735,9.13,9.42,3.26,3.51,6,NA,23,15.3,173,359,0,42,3233
269,3/1/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,7.86,730,9.29,9.48,3.61,3.64,5,NA,8,NA,183,325,5,37,3274
270,3/1/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,7.59,735,9.13,9.42,3.26,3.51,6,NA,23,NA,173,359,0,42,3233
271,3/22/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceon,0,8.53,NA,8.76,8.94,3.23,3.35,3,NA,4,16.4,202,221,2,14,3196
272,5/4/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,7.92,581,7.26,7.4,2.86,3.02,3,NA,24,12.8,86,120,0,4,2674
273,5/18/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA
274,5/18/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,6/1/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,7.97,NA,7.71,7.97,3.35,3.01,4,NA,90,10.6,140,165,4,5,2668
276,6/14/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
277,6/30/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,7.72,NA,7.58,7.71,3.37,3.4,2,NA,9,8.1,213,178,5,4,2525
278,7/14/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
279,7/27/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,8.04,NA,7.57,7.59,3.59,3.59,0,NA,0,9.3,175,218,2,4,2359
280,8/11/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
281,8/23/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,7.94,598,7.74,7.76,3.45,3.73,5,NA,38,8.4,96,156,0,1,2278
282,9/8/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
283,9/23/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,7.8,NA,8.01,8.08,3.33,3.45,0,NA,10,9.4,167,215,2,7,2224
284,10/5/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
285,10/18/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,7.4,NA,8.28,8.43,3.18,3.25,0,NA,0,9.8,145,177,2,13,2410
286,11/10/93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,iceoff,0,7.32,645,8.61,8.76,3.11,3.29,2,NA,55,10.1,199,249,5,13,2800
287,1/12/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,8.02,NA,8.74,8.78,3.28,3.35,2,NA,26,13.9,194,288,5,14,3064
288,2/21/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,7.74,728,9.42,9.73,4.48,3.69,20,NA,14,13.6,281,204,9,16,3374
289,2/21/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,7.74,725,9.69,9.68,3.42,3.52,22,NA,8,13.6,191,251,5,7,3436
290,2/21/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,7.74,728,9.42,9.73,4.48,3.69,20,NA,14,NA,281,204,9,16,3374
291,2/21/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,7.74,725,9.69,9.68,3.42,3.52,22,NA,8,NA,191,251,5,7,3436
292,3/28/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceon,0,7.47,NA,4.89,5.43,1.83,1.87,76,NA,54,10,287,562,7,38,1828
293,5/5/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.59,605,8.33,8.47,2.94,3.05,2,NA,1,11.7,222,402,11,23,3077
294,5/16/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA
295,6/1/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.62,NA,7.87,8.04,3.14,3.15,2,NA,27,9.5,184,615,0,6,2993
296,6/1/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.51,NA,7.98,8.1,3.24,3.34,1,NA,36,9.5,191,696,2,5,3044
297,6/1/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.62,NA,7.87,8.04,3.14,3.15,2,NA,27,NA,184,615,0,6,2993
298,6/1/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.51,NA,7.98,8.1,3.24,3.34,1,NA,36,NA,191,696,2,5,3044
299,6/15/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
300,6/27/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,8.17,NA,7.89,8.31,3.34,4.98,2,NA,34,8.2,176,187,0,0,2964
301,7/12/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
302,7/27/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.83,NA,7.84,7.69,4.18,3.69,15,NA,22,8.7,90,107,0,1,3004
303,8/9/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
304,8/24/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,8.09,621,7.72,7.72,3.35,3.41,1,NA,19,8.5,119,291,0,0,2886
305,9/6/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA
306,9/6/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,9/21/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,8.08,NA,7.7,7.74,3.3,3.37,1,NA,8,8.6,189,248,1,2,2648
308,10/3/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
309,10/17/94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,iceoff,0,7.8,NA,8.1,8.3,3.33,3.47,1,NA,8,9.6,338,138,3,3,2539
