group,year,month,sampledate,Genus,chloro,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,InchesSnow,whiteice,blackice,totalice,Chl,Chloro
iceon,2006,4,4/20/06,Naked Dinoflagellate,,4,,7003.540037,28014.16015,#REF!,0,21,20,41,,
iceon,2006,4,4/20/06,Armored Dinoflagellate,,47,,874.8631698,41118.56898,#REF!,0,21,20,41,,
iceoff,2006,6,6/16/06,Limnothrix,,5,,5.642771,28.213855,#REF!,,,,,,
iceoff,2006,6,6/16/06,Cyanobacteria ,,8,,3.156457729,25.25166183,#REF!,,,,,,
iceoff,2006,6,6/16/06,Cryptomonad,,24,,195.2354,4685.6496,#REF!,,,,,,
iceoff,2006,6,6/16/06,Armored Dinoflagellate,,6,,874.8631698,5249.179019,#REF!,,,,,,
iceoff,2006,6,6/16/06,Cyanobacteria,,2,,87.26957,174.53914,#REF!,,,,,,
iceoff,2006,7,7/12/06,Limnothrix,,51,,5.642771,287.781321,#REF!,,,,,,
iceoff,2006,7,7/12/06,Cyanobacteria ,,132,,3.156457729,416.6524202,#REF!,,,,,,
iceoff,2006,7,7/12/06,Komvophoron / Trichormus,,25,,9.7808535,244.5213375,#REF!,,,,,,
iceoff,2006,7,7/12/06,Armored Dinoflagellate,,3,,874.8631698,2624.589509,#REF!,,,,,,
iceoff,2006,7,7/12/06,Cryptomonad,,23,,195.2354,4490.4142,#REF!,,,,,,
iceoff,2006,8,8/9/06,Limnothrix,,118,,5.642771,665.846978,#REF!,,,,,,
iceoff,2006,8,8/9/06,Cyanobacteria ,,165,,3.156457729,520.8155253,#REF!,,,,,,
iceoff,2006,8,8/9/06,Komvophoron / Trichormus,,34,,9.7808535,332.549019,#REF!,,,,,,
iceoff,2006,8,8/9/06,Cryptomonad,,23,,195.2354,4490.4142,#REF!,,,,,,
iceoff,2006,8,8/9/06,Armored Dinoflagellate,,1,,874.8631698,874.8631698,#REF!,,,,,,
iceon,2007,2,2/20/07,Cyclotella,,3,,113.0973355,339.2920065,#REF!,8.7,5,37,42,,
iceon,2007,2,2/20/07,Limnothrix,,9,,5.642771,50.784939,#REF!,8.7,5,37,42,,
iceon,2007,2,2/20/07,Cyanobacteria ,,47,,3.156457729,148.3535133,#REF!,8.7,5,37,42,,
iceon,2007,2,2/20/07,Cryptomonad,,9,,195.2354,1757.1186,#REF!,8.7,5,37,42,,
iceon,2007,2,2/20/07,Naked Dinoflagellate,,2,,7003.540037,14007.08007,#REF!,8.7,5,37,42,,
iceoff,2007,4,4/24/07,Cryptomonad,,47,,195.2354,9176.0638,#REF!,,,,,,
iceoff,2007,4,4/24/07,Naked Dinoflagellate,,3,,7003.540037,21010.62011,#REF!,,,,,,
iceoff,2007,4,4/24/07,Armored Dinoflagellate,,2,,874.8631698,1749.72634,#REF!,,,,,,
iceoff,2007,6,6/19/07,Limnothrix,,26,,5.642771,146.712046,#REF!,,,,,,
iceoff,2007,6,6/19/07,Komvophoron / Trichormus,,70,,9.7808535,684.659745,#REF!,,,,,,
iceoff,2007,6,6/19/07,Cryptomonad,,23,,195.2354,4490.4142,#REF!,,,,,,
iceoff,2007,6,6/19/07,Naked Dinoflagellate,,1,,7003.540037,7003.540037,#REF!,,,,,,
iceoff,2007,6,6/19/07,Armored Dinoflagellate,,1,,874.8631698,874.8631698,#REF!,,,,,,
iceoff,2007,7,7/16/07,Komvophoron / Trichormus,,8,,9.7808535,78.246828,#REF!,,,,,,
iceoff,2007,7,7/16/07,Cryptomonad,,22,,195.2354,4295.1788,#REF!,,,,,,
iceoff,2007,8,8/13/07,Cyanobacteria ,,74,,3.156457729,233.5778719,#REF!,,,,,,
iceoff,2007,8,8/13/07,Komvophoron / Trichormus,,69,,9.7808535,674.8788915,#REF!,,,,,,
iceoff,2007,8,8/13/07,Cryptomonad,,36,,195.2354,7028.4744,#REF!,,,,,,
iceoff,2007,11,11/12/07,Cyanobacteria ,,2,,3.156457729,6.312915458,#REF!,,,,,,
iceoff,2007,11,11/12/07,Cryptomonad,,7,,195.2354,1366.6478,#REF!,,,,,,
iceoff,2007,11,11/12/07,Armored Dinoflagellate,,1,,874.8631698,874.8631698,#REF!,,,,,,
iceon,2008,3,3/3/08,Limnothrix,,6,,5.642771,33.856626,#REF!,18.9,13,35,48,,
iceon,2008,3,3/3/08,Cryptomonad,,15,,195.2354,2928.531,#REF!,18.9,13,35,48,,
iceoff,2008,5,5/13/08,Limnothrix,,23,,5.642771,129.783733,#REF!,,,,,,
iceoff,2008,5,5/13/08,Cryptomonad,,24,,195.2354,4685.6496,#REF!,,,,,,
iceoff,2008,5,5/13/08,Naked Dinoflagellate,,1,,7003.540037,7003.540037,#REF!,,,,,,
iceoff,2008,5,5/13/08,Armored Dinoflagellate,,7,,874.8631698,6124.042189,#REF!,,,,,,
iceoff,2008,7,7/1/08,Limnothrix,,64,,5.642771,361.137344,#REF!,,,,,,
iceoff,2008,7,7/1/08,Komvophoron / Trichormus,,675,,9.7808535,6602.076113,#REF!,,,,,,
iceoff,2008,7,7/1/08,Cryptomonad,,29,,195.2354,5661.8266,#REF!,,,,,,
iceoff,2008,7,7/1/08,Naked Dinoflagellate,,1,,7003.540037,7003.540037,#REF!,,,,,,
iceoff,2008,7,7/1/08,Armored Dinoflagellate,,4,,874.8631698,3499.452679,#REF!,,,,,,
iceoff,2008,8,8/25/08,Limnothrix,,72,,5.642771,406.279512,#REF!,,,,,,
iceoff,2008,8,8/25/08,Cyanobacteria ,,14,,3.156457729,44.19040821,#REF!,,,,,,
iceoff,2008,8,8/25/08,Komvophoron / Trichormus,,1924,,9.7808535,18818.36213,#REF!,,,,,,
iceoff,2008,8,8/25/08,Cryptomonad,,24,,195.2354,4685.6496,#REF!,,,,,,
iceoff,2008,8,8/25/08,Naked Dinoflagellate,,1,,7003.540037,7003.540037,#REF!,,,,,,
iceoff,2008,11,11/12/08,Cryptomonad,,24,,195.2354,4685.6496,#REF!,,,,,,
iceoff,2008,11,11/12/08,Limnothrix,,11,,5.642771,62.070481,#REF!,,,,,,
iceoff,2008,11,11/12/08,Komvophoron / Trichormus,,57,,9.7808535,557.5086495,#REF!,,,,,,
iceoff,2008,11,11/12/08,Cryptomonad,,42,,195.2354,8199.8868,#REF!,,,,,,
iceoff,2008,11,11/12/08,Naked Dinoflagellate,,1,,7003.540037,7003.540037,#REF!,,,,,,
iceoff,2008,11,11/12/08,Armored Dinoflagellate,,1,,874.8631698,874.8631698,#REF!,,,,,,
