group,year,month,sampledate,Genus,Transect Cell Count,Magnification,Biovolume,CellBioVol,PerBioVol,InchesSnow,whiteice,blackice,totalice,# of Transects,Start XY,End XY,,,,Field of View scope,Field of View #,Total Cell Count,Estimated Total,Estimated Mucilage Percent Coverage,,
iceoff,1999,8,8/23/99,Tabellaria,10,100,431.1835917,4311.835917,0.073617653,,,,,1,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Aulacoseira,29,,312.0629482,9049.825498,0.154511194,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Lindavia affinis,4,,44.42277385,177.6910954,0.003033789,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Stephanodiscus,1,,154.4537325,154.4537325,0.002637049,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Asterionella,2,,545.5867498,1091.1735,0.01863003,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Cryptomonad,30,,195.2354,5857.062,0.0999999,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Naked Dinoflagellate,1,,7003.540037,7003.540037,0.119574166,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Armored Dinoflagellate,3,,874.8631698,2624.589509,0.044810638,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Cyclotella,53,,113.0973355,5994.158783,0.102340607,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Cf. Planktolyngabia,3,,314.1592654,942.4777962,0.01609129,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Cf. Elakatothrix,242,,2.597609,628.621378,0.010732698,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Cyanobacteria diachloros,20,,87.26957,1745.3914,0.029799747,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Encyonema,1,,47.63282781,47.63282781,0.000813254,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Placoneis,1,,910.8753375,910.8753375,0.015551729,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Navicula,1,,186.6048309,186.6048309,0.003185977,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Asterocapsa,1,,3879.43376,3879.43376,0.066235083,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Cf. Pseudosaurosira,1,,24.6745923,24.6745923,0.000421279,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Cf. Komvophoron / Trichormus,4,,9.7808535,39.123414,0.000667969,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Planothidium,1,,126.6690158,126.6690158,0.002162669,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Stauroforma,3,,107.2068493,321.6205479,0.005491153,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Stephanodiscus,1,,154.4537325,154.4537325,0.002637049,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Euglena,1,,7392.788,7392.788,0.126219948,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Small Cocconeis,16,,152.6421331,2442.27413,0.041697897,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Fragilaria,11,,311.155,3422.705,0.058437175,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,Cf. Coelosphaerium,42,,0.976259,41.002878,0.000700058,,,,,,,,,,,,,,,,,
iceoff,1999,8,8/23/99,TotalBiovolume,,,,58570.67871,,,,,,,,,,,,,,,,,,
iceoff,1999,11,11/10/99,Stephanodiscus,1,100,154.4537325,154.4537325,0.005254757,,,,,1,,,,,,,,,,,,
iceoff,1999,11,11/10/99,?11,2,,1545.356039,3090.712078,0.105150852,,,,,,,,,,,,,,,,,
iceoff,1999,11,11/10/99,Achnanthidium,1,,48.55233271,48.55233271,0.001651826,,,,,,,,,,,,,,,,,
iceoff,1999,11,11/10/99,Peanut,9,,84.9851,764.8659,0.026021932,,,,,,,,,,,,,,,,,
iceoff,1999,11,11/10/99,Cryptomonad,22,,195.2354,4295.1788,0.14612869,,,,,,,,,,,,,,,,,
iceoff,1999,11,11/10/99,Armored Dinoflagellate,3,,874.8631698,2624.589509,0.089292634,,,,,,,,,,,,,,,,,
iceoff,1999,11,11/10/99,Cyclotella,7,,113.0973355,791.6813487,0.026934236,,,,,,,,,,,,,,,,,
iceoff,1999,11,11/10/99,Small Cocconeis,2,,152.6421331,305.2842662,0.010386247,,,,,,,,,,,,,,,,,
iceoff,1999,11,11/10/99,Fragilaria,9,,311.155,2800.395,0.095273811,,,,,,,,,,,,,,,,,
iceoff,1999,11,11/10/99,Segmented Green,348,,41.7167,14517.4116,0.493905014,,,,,,,,,,,,,,,,,
iceoff,1999,11,11/10/99,TotalBiovolume,,,,29393.12457,,,,,,,,,,,,,,,,,,
iceon,2000,2,2/22/00,?11,1,100,1545.356039,1545.356039,0.080339396,0,2,34,36,1,,,,,,,,,,,,
iceon,2000,2,2/22/00,Stephanodiscus,1,,154.4537325,154.4537325,0.008029683,0,2,34,36,,,,,,,,,,,,,
iceon,2000,2,2/22/00,Cryptomonad,9,,195.2354,1757.1186,0.091348429,0,2,34,36,,,,,,,,,,,,,
iceon,2000,2,2/22/00,Naked Dinoflagellate,1,,7003.540037,7003.540037,0.364097437,0,2,34,36,,,,,,,,,,,,,
iceon,2000,2,2/22/00,Armored Dinoflagellate,5,,874.8631698,4374.315849,0.227410307,0,2,34,36,,,,,,,,,,,,,
iceon,2000,2,2/22/00,Small Cocconeis,13,,152.6421331,1984.34773,0.103161533,0,2,34,36,,,,,,,,,,,,,
iceon,2000,2,2/22/00,Flagellated Green,10,,87.26957,872.6957,0.04536938,0,2,34,36,,,,,,,,,,,,,
iceon,2000,2,2/22/00,Segmented Green,37,,41.7167,1543.5179,0.080243835,0,2,34,36,,,,,,,,,,,,,
iceon,2000,2,2/22/00,TotalBiovolume,,,,19235.34559,,0,2,34,36,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Tetraedron victoriae,4,100,47.2472,188.9888,0.001469101,,,,,1,,,,,,,,,,,,
iceon,2000,4,4/6/00,Sellaphora,2,,120,240,0.001865636,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Asterocapsa,1,,3879.43376,3879.43376,0.030156706,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Stephanodiscus,1,,154.4537325,154.4537325,0.001200643,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Cryptomonad,48,,195.2354,9371.2992,0.072847619,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Naked Dinoflagellate,5,,7003.540037,35017.70018,0.272209436,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Armored Dinoflagellate,12,,874.8631698,10498.35804,0.081608789,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Cyclotella,1,,113.0973355,113.0973355,0.00087916,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Euglena,4,,7392.788,29571.152,0.229870796,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Small cocconeis,4,,152.6421331,610.5685324,0.004746243,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Dinobryon,14,,1034.087,14477.218,0.112538383,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Fragilaria,13,,311.155,4045.015,0.031443848,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Cf. Elakatothrix,1,,2.597609,2.597609,2.01925E-05,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Cyanobacteria diachloros,10,,87.26957,872.6957,0.006783884,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Flagellated green,12,,87.26957,1047.23484,0.00814066,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Asterionella,26,,545.5867498,14185.25549,0.110268818,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Segmented green,102,,41.7167,4255.1034,0.033076967,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Peanut,1,,84.9851,84.9851,0.00066063,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,Cf. Coelosphaerium,28,,0.976259,27.335252,0.00021249,,,,,,,,,,,,,,,,,
iceon,2000,4,4/6/00,TotalBiovolume,,,,128642.492,,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Stauroforma,1,,107.2068493,107.2068493,0.000349664,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Cf. Placoneis,2,,910.8753375,1821.750675,0.005941793,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Cryptomonad,22,,195.2354,4295.1788,0.014009088,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Naked Dinoflagellate,5,,7003.540037,35017.70018,0.114213182,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Armored Dinoflagellate,4,,874.8631698,3499.452679,0.01141376,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Cyclotella,1,,113.0973355,113.0973355,0.000368876,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Small Cocconeis,4,,152.6421331,610.5685324,0.001991421,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Dinobryon,233,,1034.087,240942.271,0.785853532,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Fragilaria,12,,311.155,3733.86,0.012178299,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Cf. Planktolyngabia,1,,314.1592654,314.1592654,0.001024657,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Cyanobacteria diachloros,7,,87.26957,610.88699,0.001992459,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Flagellated green,4,,87.26957,349.07828,0.001138548,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Asterionella,21,,545.5867498,11457.32175,0.037369021,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Segmented green,16,,41.7167,667.4672,0.002177001,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,Peanut,36,,84.9851,3059.4636,0.009978698,,,,,,,,,,,,,,,,,
iceoff,2000,5,5/30/00,TotalBiovolume,,,,306599.4631,,,,,,,,,,,,,,,,,,
iceoff,2000,7,7/26/00,Stauroforma,35,100,107.2068493,3752.239726,0.048242474,,,,,1,,,,,,,,,,,,
iceoff,2000,7,7/26/00,Gomphonema,1,,1721.859,1721.859,0.022137908,,,,,,,,,,,,,,,,,
iceoff,2000,7,7/26/00,Microcystis,39,,3.156457729,123.1018514,0.001582718,,,,,,,,,,,,,,,,,
iceoff,2000,7,7/26/00,Cryptomonad,25,,195.2354,4880.885,0.062753445,,,,,,,,,,,,,,,,,
iceoff,2000,7,7/26/00,Naked Dinoflagellate,6,,7003.540037,42021.24022,0.540266279,,,,,,,,,,,,,,,,,
iceoff,2000,7,7/26/00,Cyclotella,59,,113.0973355,6672.742796,0.085791326,,,,,,,,,,,,,,,,,
iceoff,2000,7,7/26/00,Dinobryon,9,,1034.087,9306.783,0.11965713,,,,,,,,,,,,,,,,,
iceoff,2000,7,7/26/00,Fragilaria,23,,311.155,7156.565,0.092011819,,,,,,,,,,,,,,,,,
iceoff,2000,7,7/26/00,Cf. Planktolyngabia,2,,314.1592654,628.3185308,0.008078279,,,,,,,,,,,,,,,,,
iceoff,2000,7,7/26/00,Cf. Elakatothrix,28,,2.597609,72.733052,0.000935127,,,,,,,,,,,,,,,,,
iceoff,2000,7,7/26/00,Flagellated Green,3,,87.26957,261.80871,0.00336607,,,,,,,,,,,,,,,,,
iceoff,2000,7,7/26/00,Segmented Green,12,,41.7167,500.6004,0.00643621,,,,,,,,,,,,,,,,,
iceoff,2000,7,7/26/00,Peanut,8,,84.9851,679.8808,0.008741214,,,,,,,,,,,,,,,,,
iceoff,2000,7,7/26/00,Hydrococcus,4,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2000,7,7/26/00,TotalBiovolume,,,,77778.75809,,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Mallomonas colony,1.8,100,24,43.2,0.00056405,,,,,1,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Stauroforma,6,,107.2068493,643.2410958,0.008398609,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Cf. Coelosphaerium,64,,0.976259,62.480576,0.00081579,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Flagellated green,7,,87.26957,610.88699,0.007976171,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Gloeocapsa,8,,41.7167,333.7336,0.004357461,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Cf. Asterocapsa,1,,3879.43376,3879.43376,0.050652622,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Pseudostaurosira,1,,24.6745923,24.6745923,0.000322169,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Aulacoseira,2,,312.0629482,624.1258964,0.008149028,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Limnothrix,3,,5.642771,16.928313,0.000221028,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Cryptomonad,28,,195.2354,5466.5912,0.071375668,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Naked Dinoflagellate,3,,7003.540037,21010.62011,0.274329468,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Armored Dinoflagellate,1,,874.8631698,874.8631698,0.01142283,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Cyclotella,37,,113.0973355,4184.601415,0.054637106,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Dinobryon,29,,1034.087,29988.523,0.391551297,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Fragilaria,4,,311.155,1244.62,0.016250636,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Cf. Elakatothrix,5,,2.597609,12.988045,0.000169581,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Cyanobacteria diachloros,29,,87.26957,2530.81753,0.033044138,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Asterionella,2,,545.5867498,1091.1735,0.01424713,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Segmented green,73,,41.7167,3045.3191,0.039761833,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Peanut,7,,84.9851,594.8957,0.007767378,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Hydrococcus,89,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,Small Cocconeis,2,,152.6421331,305.2842662,0.003986007,,,,,,,,,,,,,,,,,
iceoff,2000,8,8/21/00,TotalBiovolume,,,,76589.00186,,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Actinastrum falcatus,4,100,,0,0,,,,,1,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Aulacoseira,1,,312.0629482,312.0629482,0.003259184,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Cyclostephanos,1,,950.7757895,950.7757895,0.009929897,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Cryptomonad,33,,195.2354,6442.7682,0.067288233,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Naked Dinoflagellate,1,,7003.540037,7003.540037,0.07314493,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Cyclotella,57,,1034.087,58942.959,0.615599912,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Dinobryon,18,,311.155,5600.79,0.058494617,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Fragilaria,1,,311.155,311.155,0.003249701,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Cf. Planktolyngabia,1,,314.1592654,314.1592654,0.003281077,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Cf. Elakatothrix,1,,2.597609,2.597609,2.71294E-05,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Cyanobacteria diachloros,8,,87.26957,698.15656,0.007291543,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Flagellated green,16,,87.26957,1396.31312,0.014583086,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Asterionella,11,,545.5867498,6001.454247,0.062679152,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Segmented green,60,,41.7167,2503.002,0.026141338,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,Peanut,62,,84.9851,5269.0762,0.0550302,,,,,,,,,,,,,,,,,
iceoff,2000,11,11/16/00,TotalBiovolume,,,,95748.80998,,,,,,,,,,,,,,,,,,
iceon,2001,2,2/28/01,Microcystis,72,,3.156457729,227.2649565,0.010688393,15.7,23,21,22,,,,,,,,,,,,,
iceon,2001,2,2/28/01,Cryptomonad,8,,195.2354,1561.8832,0.073456209,15.7,23,21,22,,,,,,,,,,,,,
iceon,2001,2,2/28/01,Euglena,1,,7392.788,7392.788,0.347686804,15.7,23,21,22,,,,,,,,,,,,,
iceon,2001,2,2/28/01,unID Cocconeis,1,,152.6421331,152.6421331,0.007178842,15.7,23,21,22,,,,,,,,,,,,,
iceon,2001,2,2/28/01,Asterionella,7,,545.5867498,3819.107248,0.179614672,15.7,23,21,22,,,,,,,,,,,,,
iceoff,2001,2,2/28/01,Segmented green,9,,41.7167,375.4503,0.01765763,15.7,23,21,22,,,,,,,,,,,,,
iceoff,2001,2,2/28/01,Peanut,91,,84.9851,7733.6441,0.36371745,15.7,23,21,22,,,,,,,,,,,,,
iceoff,2001,2,2/28/01,TotalBiovolume,,,,21262.77994,,15.7,23,21,22,,,,,,,,,,,,,
iceoff,2001,4,4/30/01,Coleosphaerum,1,100,,0,0,,,,,1,,,,,,,,,,,,
iceoff,2001,4,4/30/01,Navicula,2,,186.6048309,373.2096619,0.013136492,,,,,,,,,,,,,,,,,
iceoff,2001,4,4/30/01,Microcystis,7,,3.156457729,22.0952041,0.000777722,,,,,,,,,,,,,,,,,
iceoff,2001,4,4/30/01,Cryptomonad,48,,195.2354,9371.2992,0.329857487,,,,,,,,,,,,,,,,,
iceoff,2001,4,4/30/01,Naked Dinoflagellate,2,,7003.540037,14007.08007,0.493030916,,,,,,,,,,,,,,,,,
iceoff,2001,4,4/30/01,Small Cocconeis,3,,152.6421331,457.9263993,0.016118411,,,,,,,,,,,,,,,,,
iceoff,2001,4,4/30/01,Dinobryon,2,,1034.087,2068.174,0.072797022,,,,,,,,,,,,,,,,,
iceoff,2001,4,4/30/01,Fragilaria,1,,311.155,311.155,0.010952249,,,,,,,,,,,,,,,,,
iceoff,2001,4,4/30/01,Flagellated green,1,,87.26957,87.26957,0.003071775,,,,,,,,,,,,,,,,,
iceoff,2001,4,4/30/01,Segmented green,39,,41.7167,1626.9513,0.05726656,,,,,,,,,,,,,,,,,
iceoff,2001,4,4/30/01,Peanut,1,,84.9851,84.9851,0.002991364,,,,,,,,,,,,,,,,,
iceoff,2001,4,4/30/01,TotalBiovolume,,,,28410.14551,,,,,,,,,,,,,,,,,,
iceoff,2001,5,5/29/01,Tabellaria,2,100,431.1835917,862.3671834,0.020913109,,,,,1,,,,,,,,,,,,
iceoff,2001,5,5/29/01,Mallomonas (colony),5,,4331.326393,21656.63196,0.525191025,,,,,,,,,,,,,,,,,
iceoff,2001,5,5/29/01,Peanut,143,,84.9851,12152.8693,0.294717013,,,,,,,,,,,,,,,,,
iceoff,2001,5,5/29/01,Cryptomonad,5,,195.2354,976.177,0.02367309,,,,,,,,,,,,,,,,,
iceoff,2001,5,5/29/01,Armored Dinoflagellate,1,,874.8631698,874.8631698,0.021216147,,,,,,,,,,,,,,,,,
iceoff,2001,5,5/29/01,Dinobryon,2,,1034.087,2068.174,0.05015491,,,,,,,,,,,,,,,,,
iceoff,2001,5,5/29/01,Fragilaria,7,,311.155,2178.085,0.052820341,,,,,,,,,,,,,,,,,
iceoff,2001,5,5/29/01,Flagellated green,2,,87.26957,174.53914,0.004232717,,,,,,,,,,,,,,,,,
iceoff,2001,5,5/29/01,Segmented green,7,,41.7167,292.0169,0.007081648,,,,,,,,,,,,,,,,,
iceoff,2001,5,5/29/01,TotalBiovolume,,,,41235.72366,,,,,,,,,,,,,,,,,,
iceoff,2001,6,6/26/01,Tabellaria,1,100,431.1835917,431.1835917,0.00319417,,,,,1,,,,,,,,,,,,
iceoff,2001,6,6/26/01,Asterocapsa,2,,3879.43376,7758.867521,0.057477003,,,,,,,,,,,,,,,,,
iceoff,2001,6,6/26/01,Synura,1,,24,24,0.00017779,,,,,,,,,,,,,,,,,
iceoff,2001,6,6/26/01,Nitzschia,1,,51.1875,51.1875,0.000379192,,,,,,,,,,,,,,,,,
iceoff,2001,6,6/26/01,Cryptomonad,9,,195.2354,1757.1186,0.013016579,,,,,,,,,,,,,,,,,
iceoff,2001,6,6/26/01,Cyclotella meneghiniana,7,,113.0973355,791.6813487,0.005864705,,,,,,,,,,,,,,,,,
iceoff,2001,6,6/26/01,Dinobryon,105,,1034.087,108579.135,0.804344612,,,,,,,,,,,,,,,,,
iceoff,2001,6,6/26/01,Fragillaria,11,,311.155,3422.705,0.025355095,,,,,,,,,,,,,,,,,
iceoff,2001,6,6/26/01,Cyanobacteria diachloros,5,,87.26957,436.34785,0.003232426,,,,,,,,,,,,,,,,,
iceoff,2001,6,6/26/01,Flagellated green,1,,87.26957,87.26957,0.000646485,,,,,,,,,,,,,,,,,
iceoff,2001,6,6/26/01,Segmented green,10,,41.7167,417.167,0.003090336,,,,,,,,,,,,,,,,,
iceoff,2001,6,6/26/01,Peanut,124,,84.9851,10538.1524,0.078065699,,,,,,,,,,,,,,,,,
iceoff,2001,6,6/26/01,Mallomonas,29,,24,696,0.005155906,,,,,,,,,,,,,,,,,
iceoff,2001,6,6/26/01,TotalBiovolume,,,,134990.8154,,,,,,,,,,,,,,,,,,
iceoff,2001,7,7/24/01,Limnothrix,13,100,5.642771,73.356023,0.003312515,,,,,1,,,,,,,,,,,,
iceoff,2001,7,7/24/01,Cryptomonad,7,,195.2354,1366.6478,0.061713291,,,,,,,,,,,,,,,,,
iceoff,2001,7,7/24/01,Euglena,2,,7392.788,14785.576,0.667667667,,,,,,,,,,,,,,,,,
iceoff,2001,7,7/24/01,Fragilaria,4,,311.155,1244.62,0.056202919,,,,,,,,,,,,,,,,,
iceoff,2001,7,7/24/01,Flagellated green,1,,87.26957,87.26957,0.003940805,,,,,,,,,,,,,,,,,
iceoff,2001,7,7/24/01,Segmented green,2,,41.7167,83.4334,0.003767576,,,,,,,,,,,,,,,,,
iceoff,2001,7,7/24/01,Peanut,53,,84.9851,4504.2103,0.203395227,,,,,,,,,,,,,,,,,
iceoff,2001,7,7/24/01,TotalBiovolume,,,,22145.11309,,,,,,,,,,,,,,,,,,
iceoff,2001,8,8/20/01,Limnothrix,51,100,5.642771,287.781321,0.009819873,,,,,1,,,,,,,,,,,,
iceoff,2001,8,8/20/01,Microcystis,79,,3.156457729,249.3601606,0.00850884,,,,,,,,,,,,,,,,,
iceoff,2001,8,8/20/01,Cryptomonad,8,,195.2354,1561.8832,0.053295658,,,,,,,,,,,,,,,,,
iceoff,2001,8,8/20/01,Naked Dinoflagellate,2,,7003.540037,14007.08007,0.477959265,,,,,,,,,,,,,,,,,
iceoff,2001,8,8/20/01,Armored Dinoflagellate,1,,874.8631698,874.8631698,0.029852686,,,,,,,,,,,,,,,,,
iceoff,2001,8,8/20/01,Cyclotella ocellata,10,,113.0973355,1130.973355,0.038591854,,,,,,,,,,,,,,,,,
iceoff,2001,8,8/20/01,Euglena,1,,7392.788,7392.788,0.25226182,,,,,,,,,,,,,,,,,
iceoff,2001,8,8/20/01,Small cocconeis,5,,152.6421331,763.2106655,0.026042802,,,,,,,,,,,,,,,,,
iceoff,2001,8,8/20/01,Asterionella,2,,545.5867498,1091.1735,0.037233776,,,,,,,,,,,,,,,,,
iceoff,2001,8,8/20/01,Segmented green,10,,41.7167,417.167,0.014234861,,,,,,,,,,,,,,,,,
iceoff,2001,8,8/20/01,Peanut,18,,84.9851,1529.7318,0.052198566,,,,,,,,,,,,,,,,,
iceoff,2001,8,8/20/01,TotalBiovolume,,,,29306.01224,,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Tabellaria,11,100,431.1835917,4743.019509,0.033906041,,,,,1,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Stephanodiscus niagare,8,,154.4537325,1235.62986,0.008833048,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Prestauroneis protracta,3,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Ulnaria cf. acus,2,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Aulacoseira cf. subarctica,68,,312.0629482,21220.28048,0.151695709,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Aulacoseira cf. ambigua,177,,312.0629482,55235.14183,0.394855007,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Fragilaria tenera,5,,311.155,1555.775,0.011121643,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Fragilaria crototensis,48,,311.155,14935.44,0.106767776,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,?11,1,,1545.356039,1545.356039,0.011047162,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Navicula,6,,186.6048309,1119.628986,0.008003802,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Nitzschia,4,,51.1875,204.75,0.00146368,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Aulacoseira cf. islandica,13,,312.0629482,4056.818327,0.02900065,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Closteriopsis longissima,3,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Cyclotella distinguenda,11,,113.0973355,1244.070691,0.008893388,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Karayevia,3,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Lindavia affinis,6,,44.42277385,266.5366431,0.001905369,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Discostella,1,,350.7702735,350.7702735,0.002507523,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Cymbella,1,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Eunota,1,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Staurastrum,1,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Encyonema,1,,47.63282781,47.63282781,0.000340509,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Placoneis,1,,910.8753375,910.8753375,0.006511501,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Gomphoneis,3,,1721.859,5165.577,0.036926744,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Actinastrum falcatus,1,,,0,0,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Limnothrix,16,,5.642771,90.284336,0.000645408,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Cryptomonad,1,,195.2354,195.2354,0.001395664,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Armored Dinoflagellate,1,,874.8631698,874.8631698,0.006254064,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Euglena,1,,7392.788,7392.788,0.052848228,,,,,,,,,,,,,,,,,
iceoff,2001,11,11/15/01,Dinobryon,6,,1034.087,6204.522,0.044353766,,,,,,,,,,,,,,,,,
