"","year","month","sampledate","genus","cellcount","lakeid","depth","ph","alk","dic","tic","doc","toc","no2","totnf","totnuf","totpf","totpuf","drsif","brsif","brsiuf","tpm","chlor","phaeo","group","Characteristic","Latitude","Longitude","Area_ha","Mean Depth (m)","Maximum Depth (m)","EpiMin","EpiMax","MetaMin","MetaMax","HypoMin","HypoMax"
"112",2000,4,2000-04-06,"Fragilaria",13,"SP",0,7.42,645,8.41,8.77,2.67,2.58,NA,242,279,2,7,3007,2829,2996,1.04,10.9,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2000,4,2000-04-06,"Other",277,"SP",0,7.42,645,8.41,8.77,2.67,2.58,NA,242,279,2,7,3007,2829,2996,1.04,10.9,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2000,5,2000-05-30,"Cryptomonad",22,"SP",0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2000,5,2000-05-30,"Cyclotella",1,"SP",0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2000,5,2000-05-30,"Fragilaria",12,"SP",0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",2000,5,2000-05-30,"Other",451,"SP",0,8.16,NA,8.48,8.62,3.31,3.22,NA,171,249,1,4,2947,2954,3135,0.23,0.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2000,7,2000-07-26,"Microcystis",39,"SP",0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2000,7,2000-07-26,"Cryptomonad",25,"SP",0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2000,7,2000-07-26,"Cyclotella",59,"SP",0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2000,7,2000-07-26,"Fragilaria",23,"SP",0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2000,7,2000-07-26,"Other",124,"SP",0,7.99,NA,8.4,8.54,3.78,3.93,NA,193,248,0,3,2138,2101,2396,0.47,1.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2000,8,2000-08-21,"Planktothrix",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2000,8,2000-08-21,"Cryptomonad",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",2000,8,2000-08-21,"Cyclotella",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",2000,8,2000-08-21,"Fragilaria",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2000,8,2000-08-21,"Other",531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",2000,11,2000-11-16,"Cryptomonad",33,"SP",0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2000,11,2000-11-16,"Cyclotella",57,"SP",0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",2000,11,2000-11-16,"Fragilaria",1,"SP",0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2000,11,2000-11-16,"Other",199,"SP",0,7.32,656,9.06,8.95,3.35,3.45,NA,226,268,3,9,2890,2844,2844,0.78,6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2001,2,2001-02-28,"Microcystis",72,"SP",0,7.7,676,8.62,8.76,3.16,2.93,NA,293,266,4,14,2790,2706,2706,NA,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",2001,2,2001-02-28,"Microcystis",72,"SP",0,7.68,672,8.54,8.84,3.19,2.94,NA,243,297,3,14,3055,2794,3057,NA,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",2001,2,2001-02-28,"Cryptomonad",8,"SP",0,7.7,676,8.62,8.76,3.16,2.93,NA,293,266,4,14,2790,2706,2706,NA,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",2001,2,2001-02-28,"Cryptomonad",8,"SP",0,7.68,672,8.54,8.84,3.19,2.94,NA,243,297,3,14,3055,2794,3057,NA,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2001,2,2001-02-28,"Other",120,"SP",0,7.7,676,8.62,8.76,3.16,2.93,NA,293,266,4,14,2790,2706,2706,NA,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",2001,2,2001-02-28,"Other",120,"SP",0,7.68,672,8.54,8.84,3.19,2.94,NA,243,297,3,14,3055,2794,3057,NA,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",2001,4,2001-04-30,"Microcystis",7,"SP",0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2,"iceoff","Sparkling Lake",46.008,-89.701,63.7,10.9,20,0,2,4,14,15,21
"139",2001,4,2001-04-30,"Microcystis",7,"SP",0,7.91,646,8.26,8.74,3.38,3.44,NA,117,194,3,8,2923,2913,2913,1.03,11,1.2,"iceoff","Sparkling Lake",46.008,-89.701,63.7,10.9,20,0,2,4,14,15,21
"140",2001,4,2001-04-30,"Cryptomonad",48,"SP",0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2,"iceoff","Sparkling Lake",46.008,-89.701,63.7,10.9,20,0,2,4,14,15,21
"141",2001,4,2001-04-30,"Cryptomonad",48,"SP",0,7.91,646,8.26,8.74,3.38,3.44,NA,117,194,3,8,2923,2913,2913,1.03,11,1.2,"iceoff","Sparkling Lake",46.008,-89.701,63.7,10.9,20,0,2,4,14,15,21
"142",2001,4,2001-04-30,"Fragilaria",1,"SP",0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2,"iceoff","Sparkling Lake",46.008,-89.701,63.7,10.9,20,0,2,4,14,15,21
"143",2001,4,2001-04-30,"Fragilaria",1,"SP",0,7.91,646,8.26,8.74,3.38,3.44,NA,117,194,3,8,2923,2913,2913,1.03,11,1.2,"iceoff","Sparkling Lake",46.008,-89.701,63.7,10.9,20,0,2,4,14,15,21
"144",2001,4,2001-04-30,"Other",264,"SP",0,7.9,645,8.49,8.8,3.46,3.26,NA,131,198,4,10,2857,3089,3264,0.68,11,1.2,"iceoff","Sparkling Lake",46.008,-89.701,63.7,10.9,20,0,2,4,14,15,21
"145",2001,4,2001-04-30,"Other",264,"SP",0,7.91,646,8.26,8.74,3.38,3.44,NA,117,194,3,8,2923,2913,2913,1.03,11,1.2,"iceoff","Sparkling Lake",46.008,-89.701,63.7,10.9,20,0,2,4,14,15,21
"146",2001,5,2001-05-29,"Cryptomonad",5,"SP",0,7.92,NA,8.4,8.11,3.28,3.16,NA,209,156,1,2,2592,2773,2920,0.06,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",2001,5,2001-05-29,"Fragilaria",7,"SP",0,7.92,NA,8.4,8.11,3.28,3.16,NA,209,156,1,2,2592,2773,2920,0.06,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",2001,5,2001-05-29,"Other",212,"SP",0,7.92,NA,8.4,8.11,3.28,3.16,NA,209,156,1,2,2592,2773,2920,0.06,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2001,6,2001-06-26,"Cryptomonad",9,"SP",0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",2001,6,2001-06-26,"Cyclotella",7,"SP",0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2001,6,2001-06-26,"Fragilaria",11,"SP",0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2001,6,2001-06-26,"Other",299,"SP",0,8.22,NA,8.04,8.17,3.44,3.32,NA,242,215,6,9,2536,2382,2459,0.39,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2001,7,2001-07-24,"Planktothrix",13,"SP",0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",2001,7,2001-07-24,"Cryptomonad",7,"SP",0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2001,7,2001-07-24,"Fragilaria",4,"SP",0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",2001,7,2001-07-24,"Other",65,"SP",0,8.1,NA,8.4,8.28,3.5,3.53,NA,153,101,1,1,2649,2701,2701,-0.13,0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2001,8,2001-08-20,"Planktothrix",51,"SP",0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",2001,8,2001-08-20,"Planktothrix",51,"SP",0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",2001,8,2001-08-20,"Microcystis",79,"SP",0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2001,8,2001-08-20,"Microcystis",79,"SP",0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2001,8,2001-08-20,"Cryptomonad",8,"SP",0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2001,8,2001-08-20,"Cryptomonad",8,"SP",0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2001,8,2001-08-20,"Cyclotella",10,"SP",0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2001,8,2001-08-20,"Cyclotella",10,"SP",0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2001,8,2001-08-20,"Other",43,"SP",0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",2001,8,2001-08-20,"Other",43,"SP",0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",2001,11,2001-11-15,"Fragilaria",53,"SP",0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2001,11,2001-11-15,"Cyclotella",11,"SP",0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2001,11,2001-11-15,"Planktothrix",16,"SP",0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2001,11,2001-11-15,"Cryptomonad",1,"SP",0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2001,11,2001-11-15,"Other",445,"SP",0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",2002,2,2002-02-28,"Cyclotella",79,"SP",0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2002,2,2002-02-28,"Planktothrix",5,"SP",0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2002,2,2002-02-28,"Cryptomonad",25,"SP",0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",2002,2,2002-02-28,"Fragilaria",8,"SP",0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2002,2,2002-02-28,"Other",123,"SP",0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",2002,4,2002-04-23,"Cyclotella",38,"SP",0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",2002,4,2002-04-23,"Cyclotella",38,"SP",0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,2.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",2002,4,2002-04-23,"Cyclotella",38,"SP",0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,3.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",2002,4,2002-04-23,"Cyclotella",38,"SP",0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,3.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",2002,4,2002-04-23,"Planktothrix",15,"SP",0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",2002,4,2002-04-23,"Planktothrix",15,"SP",0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,2.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",2002,4,2002-04-23,"Planktothrix",15,"SP",0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,3.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",2002,4,2002-04-23,"Planktothrix",15,"SP",0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,3.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",2002,4,2002-04-23,"Cryptomonad",91,"SP",0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",2002,4,2002-04-23,"Cryptomonad",91,"SP",0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,2.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",2002,4,2002-04-23,"Cryptomonad",91,"SP",0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,3.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",2002,4,2002-04-23,"Cryptomonad",91,"SP",0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,3.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",2002,4,2002-04-23,"Fragilaria",96,"SP",0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",2002,4,2002-04-23,"Fragilaria",96,"SP",0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,2.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",2002,4,2002-04-23,"Fragilaria",96,"SP",0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,3.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",2002,4,2002-04-23,"Fragilaria",96,"SP",0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,3.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",2002,4,2002-04-23,"Other",155,"SP",0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",2002,4,2002-04-23,"Other",155,"SP",0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,2.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",2002,4,2002-04-23,"Other",155,"SP",0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,3.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",2002,4,2002-04-23,"Other",155,"SP",0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,3.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",2002,6,2002-06-19,"Cryptomonad",55,"SP",0,7.97,NA,8.09,8.06,3.4,3.6,NA,267,302,6,7,2510,2249,2408,0.39,1.1,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",2002,6,2002-06-19,"Cyclotella",35,"SP",0,7.97,NA,8.09,8.06,3.4,3.6,NA,267,302,6,7,2510,2249,2408,0.39,1.1,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",2002,6,2002-06-19,"Fragilaria",109,"SP",0,7.97,NA,8.09,8.06,3.4,3.6,NA,267,302,6,7,2510,2249,2408,0.39,1.1,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",2002,6,2002-06-19,"Other",220,"SP",0,7.97,NA,8.09,8.06,3.4,3.6,NA,267,302,6,7,2510,2249,2408,0.39,1.1,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",2002,7,2002-07-17,"Planktothrix",18,"SP",0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",2002,7,2002-07-17,"Microcystis",66,"SP",0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",2002,7,2002-07-17,"Cryptomonad",58,"SP",0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",2002,7,2002-07-17,"Cyclotella",12,"SP",0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",2002,7,2002-07-17,"Fragilaria",11,"SP",0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",2002,7,2002-07-17,"Other",527,"SP",0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",2002,8,2002-08-14,"Planktothrix",8,"SP",0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2002,8,2002-08-14,"Planktothrix",8,"SP",0,8.37,650,8.35,8.48,3.67,3.54,NA,227,243,3,6,2428,2251,2414,0.58,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2002,8,2002-08-14,"Microcystis",103,"SP",0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",2002,8,2002-08-14,"Microcystis",103,"SP",0,8.37,650,8.35,8.48,3.67,3.54,NA,227,243,3,6,2428,2251,2414,0.58,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",2002,8,2002-08-14,"Cryptomonad",18,"SP",0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",2002,8,2002-08-14,"Cryptomonad",18,"SP",0,8.37,650,8.35,8.48,3.67,3.54,NA,227,243,3,6,2428,2251,2414,0.58,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",2002,8,2002-08-14,"Cyclotella",35,"SP",0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",2002,8,2002-08-14,"Cyclotella",35,"SP",0,8.37,650,8.35,8.48,3.67,3.54,NA,227,243,3,6,2428,2251,2414,0.58,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",2002,8,2002-08-14,"Fragilaria",1,"SP",0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",2002,8,2002-08-14,"Fragilaria",1,"SP",0,8.37,650,8.35,8.48,3.67,3.54,NA,227,243,3,6,2428,2251,2414,0.58,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",2002,8,2002-08-14,"Other",222,"SP",0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",2002,8,2002-08-14,"Other",222,"SP",0,8.37,650,8.35,8.48,3.67,3.54,NA,227,243,3,6,2428,2251,2414,0.58,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",2002,11,2002-11-07,"Planktothrix",2,"SP",0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",2002,11,2002-11-07,"Planktothrix",2,"SP",0,7.4,661,8.66,8.74,3.28,3.16,NA,218,256,4,10,3067,2797,2955,0.84,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",2002,11,2002-11-07,"Microcystis",261,"SP",0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",2002,11,2002-11-07,"Microcystis",261,"SP",0,7.4,661,8.66,8.74,3.28,3.16,NA,218,256,4,10,3067,2797,2955,0.84,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",2002,11,2002-11-07,"Cryptomonad",27,"SP",0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
