
"lakeid","year4","sampledate","depth","chlor","phaeo"
"SP",2000,"2000-05-30",10.00,0.2,1.7
"SP",2000,"2000-05-30",12.00,2.9,0.9
"SP",2000,"2000-05-30",15.00,2.6,1.7
"SP",2000,"2000-05-30",15.00,4.9,2.6
"SP",2000,"2000-05-30",18.00,5.8,4.0
"SP",2000,"2000-06-13",0.00,0.9,0.4
"SP",2000,"2000-06-13",0.00,1.0,0.6
"SP",2000,"2000-06-13",3.00,0.8,1.2
"SP",2000,"2000-06-13",5.00,0.8,2.2
"SP",2000,"2000-06-13",8.00,0.4,4.5
"SP",2000,"2000-06-13",10.00,6.2,1.1
"SP",2000,"2000-06-13",12.00,15.7,2.0
"SP",2000,"2000-06-13",15.00,7.9,1.1
"SP",2000,"2000-06-13",18.00,8.8,11.8
"SP",2000,"2000-06-27",0.00,1.5,0.1
"SP",2000,"2000-06-27",0.00,1.6,-0.1
"SP",2000,"2000-06-27",3.00,1.4,-0.1
"SP",2000,"2000-06-27",5.00,1.0,0.5
"SP",2000,"2000-06-27",8.00,2.8,-0.4
"SP",2000,"2000-06-27",10.00,6.9,0.9
"SP",2000,"2000-06-27",12.00,13.8,2.0
"SP",2000,"2000-06-27",15.00,7.5,1.5
"SP",2000,"2000-06-27",18.00,9.3,6.2
"SP",2000,"2000-07-12",0.00,3.8,0.2
"SP",2000,"2000-07-12",3.00,5.4,-0.4
"SP",2000,"2000-07-12",3.00,5.5,-0.3
"SP",2000,"2000-07-12",5.00,2.6,0.2
"SP",2000,"2000-07-12",8.00,4.2,-0.2
"SP",2000,"2000-07-12",10.00,4.6,0.7
"SP",2000,"2000-07-12",12.00,13.0,1.3
"SP",2000,"2000-07-12",15.00,4.4,1.7
"SP",2000,"2000-07-12",18.00,3.3,2.4
"SP",2000,"2000-07-26",0.00,1.8,0.1
"SP",2000,"2000-07-26",3.00,1.9,0.0
"SP",2000,"2000-07-26",5.00,1.9,0.3
"SP",2000,"2000-07-26",8.00,2.2,1.1
"SP",2000,"2000-07-26",10.00,5.1,1.0
"SP",2000,"2000-07-26",12.00,6.0,1.4
"SP",2000,"2000-07-26",12.00,5.8,1.1
"SP",2000,"2000-07-26",15.00,7.6,1.3
"SP",2000,"2000-07-26",18.00,3.0,5.2
"SP",2000,"2000-08-08",0.00,2.6,0.1
"SP",2000,"2000-08-08",3.00,2.6,0.2
"SP",2000,"2000-08-08",5.00,3.0,0.0
"SP",2000,"2000-08-08",8.00,3.3,0.3
"SP",2000,"2000-08-08",10.00,5.0,0.1
"SP",2000,"2000-08-08",10.00,3.8,0.2
"SP",2000,"2000-08-08",12.00,3.1,0.9
"SP",2000,"2000-08-08",15.00,11.9,-0.2
"SP",2000,"2000-08-08",18.00,4.0,6.6
"SP",2000,"2000-08-21",3.00,2.4,0.4
"SP",2000,"2000-08-21",5.00,3.0,-0.1
"SP",2000,"2000-08-21",8.00,2.6,0.7
"SP",2000,"2000-08-21",10.00,6.0,-1.0
"SP",2000,"2000-08-21",10.00,6.5,-1.6
"SP",2000,"2000-08-21",12.00,5.0,-0.7
"SP",2000,"2000-08-21",15.00,5.4,0.0
"SP",2000,"2000-08-21",18.00,2.3,3.8
"SP",2000,"2000-09-06",0.00,1.1,1.3
"SP",2000,"2000-09-06",3.00,1.2,1.2
"SP",2000,"2000-09-06",5.00,1.2,1.1
"SP",2000,"2000-09-06",8.00,1.3,1.3
"SP",2000,"2000-09-06",10.00,1.7,1.9
"SP",2000,"2000-09-06",12.00,2.8,3.3
"SP",2000,"2000-09-06",12.00,16.2,7.6
"SP",2000,"2000-09-06",15.00,9.1,9.3
"SP",2000,"2000-09-06",18.00,0.5,6.6
"SP",2000,"2000-09-18",0.00,2.2,0.2
"SP",2000,"2000-09-18",3.00,2.9,0.3
"SP",2000,"2000-09-18",5.00,2.8,0.2
"SP",2000,"2000-09-18",8.00,2.9,0.1
"SP",2000,"2000-09-18",10.00,3.8,-0.3
"SP",2000,"2000-09-18",12.00,3.3,1.0
"SP",2000,"2000-09-18",12.00,3.4,1.2
"SP",2000,"2000-09-18",15.00,11.0,7.3
"SP",2000,"2000-09-18",18.00,7.9,28.9
"SP",2000,"2000-10-03",0.00,2.9,0.2
"SP",2000,"2000-10-03",3.00,3.7,0.2
"SP",2000,"2000-10-03",5.00,4.2,-0.3
"SP",2000,"2000-10-03",8.00,2.9,0.1
"SP",2000,"2000-10-03",10.00,2.9,0.6
"SP",2000,"2000-10-03",12.00,3.0,0.6
"SP",2000,"2000-10-03",12.00,2.7,0.9
"SP",2000,"2000-10-03",15.00,13.5,9.6
"SP",2000,"2000-10-03",18.00,11.9,38.5
"SP",2000,"2000-10-17",0.00,1.6,0.4
"SP",2000,"2000-10-17",3.00,7.4,1.2
"SP",2000,"2000-10-17",5.00,2.7,0.0
"SP",2000,"2000-10-17",8.00,2.4,0.5
"SP",2000,"2000-10-17",10.00,2.1,0.5
"SP",2000,"2000-10-17",12.00,2.7,1.1
"SP",2000,"2000-10-17",15.00,16.5,7.3
"SP",2000,"2000-10-17",15.00,11.6,10.2
"SP",2000,"2000-10-17",18.00,9.1,47.7
"SP",2000,"2000-11-01",0.00,3.0,0.2
"SP",2000,"2000-11-01",3.00,3.2,0.3
"SP",2000,"2000-11-01",5.00,3.6,-0.2
"SP",2000,"2000-11-01",8.00,3.5,0.1
"SP",2000,"2000-11-01",10.00,2.7,0.6
"SP",2000,"2000-11-01",12.00,2.4,0.8
"SP",2000,"2000-11-01",12.00,2.5,0.3
"SP",2000,"2000-11-01",15.00,8.0,20.7
"SP",2000,"2000-11-01",18.00,13.8,48.7
"SP",2000,"2000-11-16",0.00,6.0,1.1
"SP",2000,"2000-11-16",3.00,5.3,0.8
"SP",2000,"2000-11-16",5.00,5.1,1.4
"SP",2000,"2000-11-16",8.00,5.3,1.4
"SP",2000,"2000-11-16",10.00,5.3,0.7
"SP",2000,"2000-11-16",10.00,5.1,0.7
"SP",2000,"2000-11-16",12.00,5.7,0.3
"SP",2000,"2000-11-16",15.00,5.0,1.0
"SP",2000,"2000-11-16",18.00,8.3,11.6
"SP",2001,"2001-01-22",0.00,5.5,0.3
"SP",2001,"2001-01-22",3.00,1.7,-0.1
"SP",2001,"2001-01-22",5.00,2.0,-0.7
"SP",2001,"2001-01-22",8.00,1.5,-0.2
"SP",2001,"2001-01-22",10.00,1.0,-0.3
"SP",2001,"2001-01-22",10.00,1.2,-0.4
"SP",2001,"2001-01-22",12.00,0.5,0.1
"SP",2001,"2001-01-22",15.00,0.6,0.5
"SP",2001,"2001-01-22",18.00,0.0,5.7
"SP",2001,"2001-02-28",0.00,1.9,0.5
"SP",2001,"2001-02-28",0.00,2.2,0.0
"SP",2001,"2001-02-28",3.00,1.2,0.0
"SP",2001,"2001-02-28",5.00,0.8,0.1
"SP",2001,"2001-02-28",8.00,0.6,0.1
"SP",2001,"2001-02-28",10.00,0.2,0.1
"SP",2001,"2001-02-28",12.00,0.1,0.0
"SP",2001,"2001-02-28",15.00,0.2,0.3
"SP",2001,"2001-02-28",18.00,0.5,2.3
"SP",2001,"2001-04-03",0.00,3.0,-1.1
"SP",2001,"2001-04-03",3.00,4.7,-1.7
"SP",2001,"2001-04-03",5.00,1.8,1.0
"SP",2001,"2001-04-03",8.00,2.1,-0.7
"SP",2001,"2001-04-03",8.00,1.2,0.6
"SP",2001,"2001-04-03",10.00,0.6,-0.1
"SP",2001,"2001-04-03",12.00,0.6,-0.3
"SP",2001,"2001-04-03",15.00,0.3,0.2
"SP",2001,"2001-04-03",17.00,1.6,1.6
"SP",2001,"2001-04-30",0.00,14.3,-3.4
"SP",2001,"2001-04-30",0.00,11.0,1.2
"SP",2001,"2001-04-30",3.00,12.0,-0.1
"SP",2001,"2001-04-30",5.00,11.6,-0.2
"SP",2001,"2001-04-30",8.00,10.3,-0.9
"SP",2001,"2001-04-30",10.00,7.5,0.7
"SP",2001,"2001-04-30",12.00,8.8,5.8
"SP",2001,"2001-04-30",15.00,3.9,0.9
"SP",2001,"2001-04-30",18.00,4.0,-0.1
"SP",2001,"2001-05-14",0.00,1.9,0.6
"SP",2001,"2001-05-14",3.00,2.1,0.5
"SP",2001,"2001-05-14",3.00,2.2,0.6
"SP",2001,"2001-05-14",5.00,2.5,0.6
"SP",2001,"2001-05-14",8.00,3.2,0.9
"SP",2001,"2001-05-14",10.00,6.0,-1.0
"SP",2001,"2001-05-14",12.00,6.8,-0.3
"SP",2001,"2001-05-14",15.00,7.9,0.5
"SP",2001,"2001-05-14",18.00,9.2,0.6
"SP",2001,"2001-05-29",0.00,0.5,0.0
"SP",2001,"2001-05-29",3.00,0.8,0.0
"SP",2001,"2001-05-29",5.00,0.7,0.0
"SP",2001,"2001-05-29",5.00,5.9,0.0
"SP",2001,"2001-05-29",8.00,3.9,0.5
"SP",2001,"2001-05-29",10.00,5.8,-0.4
"SP",2001,"2001-05-29",12.00,8.2,0.7
"SP",2001,"2001-05-29",15.00,12.5,-0.4
"SP",2001,"2001-05-29",18.00,5.8,-1.7
"SP",2001,"2001-06-11",0.00,1.7,-0.6
"SP",2001,"2001-06-11",3.00,2.5,-1.3
"SP",2001,"2001-06-11",5.00,2.2,-0.9
"SP",2001,"2001-06-11",8.00,2.1,0.0
"SP",2001,"2001-06-11",10.00,3.2,0.0
"SP",2001,"2001-06-11",12.00,7.8,-1.1
"SP",2001,"2001-06-11",15.00,22.5,-3.8
"SP",2001,"2001-06-11",15.00,21.7,-0.3
"SP",2001,"2001-06-11",18.00,18.0,0.9
"SP",2001,"2001-06-26",0.00,1.1,1.0
"SP",2001,"2001-06-26",3.00,2.2,0.1
"SP",2001,"2001-06-26",5.00,2.5,0.4
"SP",2001,"2001-06-26",8.00,2.9,1.0
"SP",2001,"2001-06-26",10.00,2.7,0.5
"SP",2001,"2001-06-26",12.00,3.5,0.5
"SP",2001,"2001-06-26",15.00,7.4,2.7
"SP",2001,"2001-06-26",15.00,5.3,7.1
"SP",2001,"2001-06-26",18.00,10.3,0.6
"SP",2001,"2001-07-09",0.00,0.7,0.2
"SP",2001,"2001-07-09",3.00,0.7,0.1
"SP",2001,"2001-07-09",5.00,1.1,0.2
"SP",2001,"2001-07-09",8.00,1.6,0.3
"SP",2001,"2001-07-09",10.00,3.1,0.6
"SP",2001,"2001-07-09",12.00,4.9,0.3
"SP",2001,"2001-07-09",15.00,18.7,1.1
"SP",2001,"2001-07-09",15.00,16.1,0.4
"SP",2001,"2001-07-09",18.00,10.9,3.0
"SP",2001,"2001-07-24",0.00,0.9,0.1
"SP",2001,"2001-07-24",3.00,1.1,-0.3
"SP",2001,"2001-07-24",5.00,1.2,0.1
"SP",2001,"2001-07-24",8.00,3.2,-1.1
"SP",2001,"2001-07-24",10.00,13.9,-10.6
"SP",2001,"2001-07-24",12.00,6.4,0.2
"SP",2001,"2001-07-24",15.00,10.1,-0.2
"SP",2001,"2001-07-24",18.00,10.6,1.9
"SP",2001,"2001-07-24",18.00,12.3,0.1
"SP",2001,"2001-08-06",0.00,0.7,0.1
"SP",2001,"2001-08-06",3.00,0.8,-0.4
"SP",2001,"2001-08-06",5.00,1.5,-0.4
"SP",2001,"2001-08-06",8.00,3.7,-0.4
"SP",2001,"2001-08-06",10.00,2.6,0.9
"SP",2001,"2001-08-06",12.00,5.1,1.0
"SP",2001,"2001-08-06",15.00,5.3,1.0
"SP",2001,"2001-08-06",15.00,6.4,-0.1
"SP",2001,"2001-08-06",18.00,6.9,4.1
"SP",2001,"2001-08-20",0.00,1.0,-0.1
"SP",2001,"2001-08-20",0.00,1.2,0.5
"SP",2001,"2001-08-20",3.00,1.1,0.1
"SP",2001,"2001-08-20",5.00,1.1,0.2
"SP",2001,"2001-08-20",8.00,1.9,0.3
"SP",2001,"2001-08-20",10.00,2.7,0.3
"SP",2001,"2001-08-20",12.00,3.4,0.9
"SP",2001,"2001-08-20",15.00,4.2,1.1
"SP",2001,"2001-08-20",18.00,3.8,10.2
"SP",2001,"2001-09-04",0.00,1.1,0.2
"SP",2001,"2001-09-04",3.00,0.3,1.2
"SP",2001,"2001-09-04",5.00,1.0,0.4
"SP",2001,"2001-09-04",8.00,1.2,0.2
"SP",2001,"2001-09-04",10.00,3.1,0.6
"SP",2001,"2001-09-04",12.00,4.9,0.2
"SP",2001,"2001-09-04",15.00,4.5,2.0
"SP",2001,"2001-09-04",18.00,5.6,37.6
"SP",2001,"2001-09-04",18.00,5.0,39.2
"SP",2001,"2001-09-18",0.00,1.4,0.5
"SP",2001,"2001-09-18",3.00,0.2,1.0
"SP",2001,"2001-09-18",5.00,1.3,0.6
"SP",2001,"2001-09-18",8.00,0.9,1.2
"SP",2001,"2001-09-18",10.00,2.0,0.0
"SP",2001,"2001-09-18",10.00,1.7,1.3
"SP",2001,"2001-09-18",12.00,3.7,1.3
"SP",2001,"2001-09-18",15.00,7.2,6.1
"SP",2001,"2001-09-18",18.00,4.8,49.5
"SP",2001,"2001-10-02",0.00,0.9,0.7
"SP",2001,"2001-10-02",3.00,1.1,0.4
"SP",2001,"2001-10-02",5.00,0.9,0.7
"SP",2001,"2001-10-02",8.00,1.2,0.8
"SP",2001,"2001-10-02",8.00,1.9,0.3
"SP",2001,"2001-10-02",10.00,1.2,1.1
"SP",2001,"2001-10-02",12.00,3.2,1.3
"SP",2001,"2001-10-02",15.00,5.6,7.3
"SP",2001,"2001-10-02",18.00,-0.7,60.8
"SP",2001,"2001-10-15",0.00,2.0,0.3
"SP",2001,"2001-10-15",3.00,1.8,0.7
"SP",2001,"2001-10-15",5.00,2.0,0.4
"SP",2001,"2001-10-15",8.00,2.2,0.3
"SP",2001,"2001-10-15",10.00,2.1,0.3
"SP",2001,"2001-10-15",12.00,2.6,0.4
"SP",2001,"2001-10-15",15.00,6.0,5.1
"SP",2001,"2001-10-15",18.00,5.1,37.8
"SP",2001,"2001-10-15",18.00,4.9,36.4
"SP",2001,"2001-10-29",0.00,2.4,0.9
"SP",2001,"2001-10-29",3.00,2.0,2.0
"SP",2001,"2001-10-29",5.00,2.0,1.8
"SP",2001,"2001-10-29",8.00,2.1,1.3
"SP",2001,"2001-10-29",10.00,1.7,1.9
"SP",2001,"2001-10-29",12.00,1.4,2.7
"SP",2001,"2001-10-29",12.00,2.1,1.8
"SP",2001,"2001-10-29",15.00,1.9,2.8
"SP",2001,"2001-10-29",18.00,3.0,50.1
"SP",2001,"2001-11-15",0.00,3.2,0.3
"SP",2001,"2001-11-15",3.00,3.7,0.5
"SP",2001,"2001-11-15",5.00,3.5,0.5
"SP",2001,"2001-11-15",8.00,3.3,0.9
"SP",2001,"2001-11-15",10.00,3.2,0.6
"SP",2001,"2001-11-15",10.00,3.1,0.6
"SP",2001,"2001-11-15",12.00,2.6,1.2
"SP",2001,"2001-11-15",15.00,2.8,0.7
"SP",2001,"2001-11-15",18.00,3.0,0.6
"SP",2002,"2002-01-16",0.00,0.3,0.7
"SP",2002,"2002-01-16",3.00,0.4,0.5
"SP",2002,"2002-01-16",5.00,0.7,0.0
"SP",2002,"2002-01-16",8.00,0.3,0.6
"SP",2002,"2002-01-16",10.00,0.3,0.6
"SP",2002,"2002-01-16",12.00,-0.1,1.1
"SP",2002,"2002-01-16",15.00,0.0,0.7
"SP",2002,"2002-01-16",17.00,0.2,0.8
"SP",2002,"2002-01-16",17.00,0.3,0.7
"SP",2002,"2002-02-28",0.00,-0.1,0.4
"SP",2002,"2002-02-28",3.00,0.2,0.8
"SP",2002,"2002-02-28",5.00,0.2,0.3
"SP",2002,"2002-02-28",8.00,0.1,0.4
"SP",2002,"2002-02-28",10.00,0.1,0.4
"SP",2002,"2002-02-28",12.00,0.2,0.1
"SP",2002,"2002-02-28",15.00,0.0,0.3
"SP",2002,"2002-02-28",16.50,0.5,-0.1
"SP",2002,"2002-02-28",16.50,0.0,0.4
"SP",2002,"2002-04-01",0.00,4.1,1.1
"SP",2002,"2002-04-01",3.00,2.8,1.2
"SP",2002,"2002-04-01",5.00,2.6,0.4
"SP",2002,"2002-04-01",8.00,0.5,0.7
"SP",2002,"2002-04-01",10.00,0.2,0.7
"SP",2002,"2002-04-01",10.00,0.3,1.0
"SP",2002,"2002-04-01",12.00,0.1,0.8
"SP",2002,"2002-04-01",15.00,-0.6,2.3
"SP",2002,"2002-04-01",18.00,1.4,7.0
"SP",2002,"2002-04-23",0.00,2.9,2.1
"SP",2002,"2002-04-23",0.00,3.1,1.7
"SP",2002,"2002-04-23",3.00,2.2,1.8
"SP",2002,"2002-04-23",5.00,2.4,2.6
"SP",2002,"2002-04-23",8.00,2.3,2.4
"SP",2002,"2002-04-23",10.00,2.0,1.7
"SP",2002,"2002-04-23",12.00,2.4,1.7
"SP",2002,"2002-04-23",15.00,1.7,3.1
"SP",2002,"2002-04-23",18.00,2.4,2.5
"SP",2002,"2002-05-07",0.00,5.3,2.6
"SP",2002,"2002-05-07",3.00,5.9,1.6
"SP",2002,"2002-05-07",5.00,6.8,0.4
"SP",2002,"2002-05-07",8.00,4.7,3.0
"SP",2002,"2002-05-07",10.00,5.2,2.0
"SP",2002,"2002-05-07",12.00,4.8,1.1
"SP",2002,"2002-05-07",12.00,7.8,-3.4
"SP",2002,"2002-05-07",15.00,4.6,0.7
"SP",2002,"2002-05-07",18.00,7.8,-4.8
"SP",2002,"2002-05-22",0.00,8.5,-4.2
"SP",2002,"2002-05-22",3.00,4.6,0.4
"SP",2002,"2002-05-22",5.00,4.2,1.0
"SP",2002,"2002-05-22",8.00,4.6,1.3
"SP",2002,"2002-05-22",10.00,6.7,0.5
"SP",2002,"2002-05-22",10.00,3.4,1.7
"SP",2002,"2002-05-22",12.00,8.3,0.1
"SP",2002,"2002-05-22",15.00,6.9,0.8
"SP",2002,"2002-05-22",18.00,6.9,0.6
"SP",2002,"2002-06-05",0.00,0.7,1.2
"SP",2002,"2002-06-05",3.00,2.0,0.1
"SP",2002,"2002-06-05",5.00,3.2,0.6
"SP",2002,"2002-06-05",8.00,7.4,0.4
"SP",2002,"2002-06-05",8.00,6.4,1.0
"SP",2002,"2002-06-05",10.00,10.2,1.2
"SP",2002,"2002-06-05",12.00,11.2,1.1
"SP",2002,"2002-06-05",15.00,6.5,1.6
"SP",2002,"2002-06-05",18.00,4.7,1.9
"SP",2002,"2002-06-19",0.00,1.1,-0.3
"SP",2002,"2002-06-19",3.00,0.5,0.7
"SP",2002,"2002-06-19",5.00,0.8,0.5
"SP",2002,"2002-06-19",8.00,2.9,0.6
"SP",2002,"2002-06-19",10.00,4.1,1.7
"SP",2002,"2002-06-19",12.00,12.7,2.0
"SP",2002,"2002-06-19",15.00,3.7,6.4
"SP",2002,"2002-06-19",15.00,7.0,1.9
"SP",2002,"2002-06-19",18.00,2.5,7.2
"SP",2002,"2002-07-03",0.00,0.6,1.5
"SP",2002,"2002-07-03",3.00,1.9,0.5
"SP",2002,"2002-07-03",5.00,1.4,0.4
"SP",2002,"2002-07-03",8.00,1.6,0.7
"SP",2002,"2002-07-03",10.00,2.9,1.5
"SP",2002,"2002-07-03",12.00,4.2,1.9
"SP",2002,"2002-07-03",15.00,5.1,2.5
"SP",2002,"2002-07-03",15.00,5.4,2.0
"SP",2002,"2002-07-03",18.00,3.1,2.9
"SP",2002,"2002-07-17",0.00,1.2,0.0
"SP",2002,"2002-07-17",3.00,0.8,0.9
"SP",2002,"2002-07-17",5.00,0.2,3.4
"SP",2002,"2002-07-17",8.00,2.6,0.8
"SP",2002,"2002-07-17",10.00,3.9,2.0
"SP",2002,"2002-07-17",12.00,1.0,15.5
"SP",2002,"2002-07-17",12.00,11.0,-0.4
"SP",2002,"2002-07-17",15.00,7.0,1.1
"SP",2002,"2002-07-17",18.00,6.0,4.3
"SP",2002,"2002-07-30",0.00,2.2,-0.2
"SP",2002,"2002-07-30",3.00,2.1,0.1
"SP",2002,"2002-07-30",8.00,6.2,4.4
"SP",2002,"2002-07-30",10.00,5.9,0.5
"SP",2002,"2002-07-30",10.00,3.9,4.2
"SP",2002,"2002-07-30",12.00,8.5,3.1
"SP",2002,"2002-07-30",15.00,7.7,4.6
"SP",2002,"2002-07-30",18.00,5.5,6.2
"SP",2002,"2002-08-14",0.00,1.7,1.4
"SP",2002,"2002-08-14",0.00,1.5,0.9
"SP",2002,"2002-08-14",3.00,1.9,0.3
"SP",2002,"2002-08-14",5.00,1.9,0.1
"SP",2002,"2002-08-14",8.00,-11.6,24.6
"SP",2002,"2002-08-14",10.00,14.7,0.8
"SP",2002,"2002-08-14",12.00,6.6,1.5
"SP",2002,"2002-08-14",15.00,13.2,1.8
"SP",2002,"2002-08-14",18.00,4.7,2.8
"SP",2002,"2002-08-29",0.00,1.7,-0.2
"SP",2002,"2002-08-29",3.00,1.5,0.0
"SP",2002,"2002-08-29",5.00,2.1,-0.5
"SP",2002,"2002-08-29",8.00,4.8,-1.8
"SP",2002,"2002-08-29",8.00,4.3,-1.0
"SP",2002,"2002-08-29",10.00,6.6,-1.9
"SP",2002,"2002-08-29",12.00,8.7,-1.7
"SP",2002,"2002-08-29",15.00,16.5,-6.4
"SP",2002,"2002-08-29",18.00,8.2,4.7
"SP",2002,"2002-09-12",0.00,2.2,-0.5
"SP",2002,"2002-09-12",0.00,1.7,0.5
"SP",2002,"2002-09-12",3.00,1.6,0.5
"SP",2002,"2002-09-12",5.00,2.2,-0.3
"SP",2002,"2002-09-12",8.00,5.0,-1.5
"SP",2002,"2002-09-12",10.00,5.9,0.2
"SP",2002,"2002-09-12",12.00,6.0,-0.5
"SP",2002,"2002-09-12",15.00,9.2,1.0
"SP",2002,"2002-09-12",18.00,10.2,11.4
"SP",2002,"2002-09-26",0.00,3.0,-0.7
"SP",2002,"2002-09-26",3.00,2.8,-0.5
"SP",2002,"2002-09-26",5.00,3.0,-0.8
"SP",2002,"2002-09-26",8.00,2.9,-0.8
"SP",2002,"2002-09-26",10.00,7.9,-1.5
"SP",2002,"2002-09-26",10.00,7.2,-0.6
"SP",2002,"2002-09-26",12.00,5.4,1.3
"SP",2002,"2002-09-26",15.00,11.7,5.3
"SP",2002,"2002-09-26",18.00,11.7,11.9
"SP",2002,"2002-10-09",0.00,3.6,-0.9
"SP",2002,"2002-10-09",3.00,3.0,-0.2
"SP",2002,"2002-10-09",5.00,2.8,0.3
"SP",2002,"2002-10-09",8.00,2.6,-0.1
"SP",2002,"2002-10-09",10.00,2.7,0.1
"SP",2002,"2002-10-09",12.00,5.8,0.1
"SP",2002,"2002-10-09",12.00,7.1,-0.8
"SP",2002,"2002-10-09",15.00,8.4,9.1
"SP",2002,"2002-10-09",18.00,10.8,16.6
"SP",2002,"2002-10-24",0.00,3.7,0.7
"SP",2002,"2002-10-24",3.00,4.2,0.7
"SP",2002,"2002-10-24",5.00,4.0,1.3
"SP",2002,"2002-10-24",8.00,4.3,0.5
"SP",2002,"2002-10-24",10.00,4.3,0.5
"SP",2002,"2002-10-24",12.00,4.2,0.5
"SP",2002,"2002-10-24",15.00,4.0,1.6
"SP",2002,"2002-10-24",18.00,6.9,22.9
"SP",2002,"2002-10-24",18.00,7.7,23.2
"SP",2002,"2002-11-07",0.00,4.0,-0.1
"SP",2002,"2002-11-07",0.00,4.2,0.0
"SP",2002,"2002-11-07",3.00,4.0,-0.1
"SP",2002,"2002-11-07",5.00,3.9,0.4
"SP",2002,"2002-11-07",8.00,4.3,0.0
"SP",2002,"2002-11-07",10.00,4.0,0.1
"SP",2002,"2002-11-07",12.00,3.8,-0.2
"SP",2002,"2002-11-07",15.00,3.7,0.1
"SP",2002,"2002-11-07",18.00,4.0,-0.2
"SP",2003,"2003-01-15",0.00,1.4,0.0
"SP",2003,"2003-01-15",3.00,4.6,1.4
"SP",2003,"2003-01-15",5.00,5.1,0.6
"SP",2003,"2003-01-15",8.00,5.0,1.1
"SP",2003,"2003-01-15",10.00,4.2,1.4
"SP",2003,"2003-01-15",10.00,3.9,0.4
"SP",2003,"2003-01-15",12.00,3.0,0.6
"SP",2003,"2003-01-15",15.00,2.2,1.2
"SP",2003,"2003-01-15",18.00,2.9,2.1
"SP",2003,"2003-03-06",0.00,9.0,0.8
"SP",2003,"2003-03-06",3.00,3.1,1.0
"SP",2003,"2003-03-06",5.00,1.4,0.8
"SP",2003,"2003-03-06",8.00,1.0,0.3
"SP",2003,"2003-03-06",10.00,0.7,0.6
"SP",2003,"2003-03-06",12.00,0.6,0.5
"SP",2003,"2003-03-06",15.00,0.6,0.7
"SP",2003,"2003-03-06",18.00,1.2,4.7
"SP",2003,"2003-03-06",18.00,3.5,6.0
"SP",2003,"2003-04-02",0.00,16.2,7.3
"SP",2003,"2003-04-02",0.00,31.5,-12.4
"SP",2003,"2003-04-02",3.00,13.6,-3.8
"SP",2003,"2003-04-02",5.00,5.5,0.8
"SP",2003,"2003-04-02",8.00,2.0,1.8
"SP",2003,"2003-04-02",10.00,1.8,0.5
"SP",2003,"2003-04-02",12.00,1.4,0.7
"SP",2003,"2003-04-02",15.00,0.9,0.8
"SP",2003,"2003-04-02",18.00,0.0,7.5
"SP",2003,"2003-04-29",0.00,3.4,0.1
"SP",2003,"2003-04-29",3.00,3.1,0.8
"SP",2003,"2003-04-29",5.00,3.7,0.5
"SP",2003,"2003-04-29",8.00,4.3,1.1
"SP",2003,"2003-04-29",10.00,5.0,1.4
"SP",2003,"2003-04-29",12.00,6.3,0.6
"SP",2003,"2003-04-29",15.00,4.7,1.4
"SP",2003,"2003-04-29",18.00,4.1,3.1
"SP",2003,"2003-04-29",18.00,2.7,3.5
"SP",2003,"2003-05-14",0.00,-0.9,6.1
"SP",2003,"2003-05-14",3.00,4.0,-0.1
"SP",2003,"2003-05-14",5.00,5.5,0.1
"SP",2003,"2003-05-14",8.00,9.0,-1.9
"SP",2003,"2003-05-14",10.00,6.2,0.8
"SP",2003,"2003-05-14",12.00,8.5,-2.4
"SP",2003,"2003-05-14",15.00,5.9,-0.6
"SP",2003,"2003-05-14",18.00,12.6,8.6
"SP",2003,"2003-05-30",0.00,2.3,-0.3
"SP",2003,"2003-05-30",0.00,2.1,0.1
"SP",2003,"2003-05-30",3.00,2.1,0.2
"SP",2003,"2003-05-30",5.00,2.7,0.5
"SP",2003,"2003-05-30",8.00,7.1,1.6
"SP",2003,"2003-05-30",10.00,10.2,3.3
"SP",2003,"2003-05-30",12.00,10.2,1.5
"SP",2003,"2003-05-30",15.00,4.4,0.7
"SP",2003,"2003-05-30",18.00,2.9,1.4
"SP",2003,"2003-06-09",0.00,1.6,-0.7
"SP",2003,"2003-06-09",3.00,1.3,0.5
"SP",2003,"2003-06-09",5.00,2.1,0.7
"SP",2003,"2003-06-09",8.00,7.5,1.5
"SP",2003,"2003-06-09",8.00,6.6,1.9
"SP",2003,"2003-06-09",10.00,10.3,3.3
"SP",2003,"2003-06-09",12.00,15.0,4.6
"SP",2003,"2003-06-09",15.00,2.7,1.5
"SP",2003,"2003-06-09",18.00,1.7,1.9
"SP",2003,"2003-06-23",0.00,1.1,0.1
"SP",2003,"2003-06-23",3.00,0.6,0.6
"SP",2003,"2003-06-23",5.00,0.8,0.7
"SP",2003,"2003-06-23",8.00,1.9,0.1
"SP",2003,"2003-06-23",10.00,4.7,1.5
"SP",2003,"2003-06-23",10.00,5.3,0.2
"SP",2003,"2003-06-23",12.00,15.2,-1.7
"SP",2003,"2003-06-23",15.00,8.4,-0.2
"SP",2003,"2003-06-23",18.00,6.1,2.9
"SP",2003,"2003-07-07",0.00,0.5,0.9
"SP",2003,"2003-07-07",3.00,1.6,0.2
"SP",2003,"2003-07-07",5.00,1.1,0.5
"SP",2003,"2003-07-07",8.00,2.6,-0.2
"SP",2003,"2003-07-07",8.00,2.2,0.6
"SP",2003,"2003-07-07",10.00,2.3,2.1
"SP",2003,"2003-07-07",12.00,8.0,2.2
