,year,month,sampledate,group,genus,cellcount,lakeid,depth,ph,alk,dic,tic,doc,toc,no2,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,chlor,phaeo
165,2001,8,8/20/01,iceoff,Other,43,SP,0,8.13,655,7.9,7.93,3.43,3.39,NA,191,219,0,1,2649,2997,2997,0.4,1.2,0.5
166,2001,8,8/20/01,iceoff,Other,43,SP,0,NA,646,7.88,7.96,3.43,3.49,NA,224,238,0,0,2771,2997,2997,0.4,1.2,0.5
167,2001,11,11/15/01,iceoff,Fragilaria,53,SP,0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3
168,2001,11,11/15/01,iceoff,Cyclotella,11,SP,0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3
169,2001,11,11/15/01,iceoff,Planktothrix,16,SP,0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3
170,2001,11,11/15/01,iceoff,Cryptomonad,1,SP,0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3
171,2001,11,11/15/01,iceoff,Other,445,SP,0,7.54,664,8.96,9.03,3.37,3.32,NA,188,196,7,11,2959,2825,2911,0.84,3.2,0.3
172,2002,2,2/28/02,iceon,Cyclotella,79,SP,0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4
173,2002,2,2/28/02,iceon,Planktothrix,5,SP,0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4
174,2002,2,2/28/02,iceon,Cryptomonad,25,SP,0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4
175,2002,2,2/28/02,iceon,Fragilaria,8,SP,0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4
176,2002,2,2/28/02,iceon,Other,123,SP,0,8.1,705,9.01,9.14,3.35,3.28,NA,350,327,3,2,3057,3087,3155,NA,-0.1,0.4
177,2002,4,4/23/02,iceon,Cyclotella,38,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1
178,2002,4,4/23/02,iceon,Cyclotella,38,SP,0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,2.9,2.1
179,2002,4,4/23/02,iceon,Cyclotella,38,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,3.1,1.7
180,2002,4,4/23/02,iceon,Cyclotella,38,SP,0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,3.1,1.7
181,2002,4,4/23/02,iceon,Planktothrix,15,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1
182,2002,4,4/23/02,iceon,Planktothrix,15,SP,0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,2.9,2.1
183,2002,4,4/23/02,iceon,Planktothrix,15,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,3.1,1.7
184,2002,4,4/23/02,iceon,Planktothrix,15,SP,0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,3.1,1.7
185,2002,4,4/23/02,iceon,Cryptomonad,91,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1
186,2002,4,4/23/02,iceon,Cryptomonad,91,SP,0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,2.9,2.1
187,2002,4,4/23/02,iceon,Cryptomonad,91,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,3.1,1.7
188,2002,4,4/23/02,iceon,Cryptomonad,91,SP,0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,3.1,1.7
189,2002,4,4/23/02,iceon,Fragilaria,96,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1
190,2002,4,4/23/02,iceon,Fragilaria,96,SP,0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,2.9,2.1
191,2002,4,4/23/02,iceon,Fragilaria,96,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,3.1,1.7
192,2002,4,4/23/02,iceon,Fragilaria,96,SP,0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,3.1,1.7
193,2002,4,4/23/02,iceon,Other,155,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,2.9,2.1
194,2002,4,4/23/02,iceon,Other,155,SP,0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,2.9,2.1
195,2002,4,4/23/02,iceon,Other,155,SP,0,7.29,634,8.73,8.97,3.01,2.91,NA,302,311,11,21,2877,2970,2906,1.29,3.1,1.7
196,2002,4,4/23/02,iceon,Other,155,SP,0,7.28,611,8.66,8.96,2.91,2.92,NA,297,307,11,18,1860,2906,2970,0.76,3.1,1.7
197,2002,6,6/19/02,iceoff,Cryptomonad,55,SP,0,7.97,NA,8.09,8.06,3.4,3.6,NA,267,302,6,7,2510,2249,2408,0.39,1.1,-0.3
198,2002,6,6/19/02,iceoff,Cyclotella,35,SP,0,7.97,NA,8.09,8.06,3.4,3.6,NA,267,302,6,7,2510,2249,2408,0.39,1.1,-0.3
199,2002,6,6/19/02,iceoff,Fragilaria,109,SP,0,7.97,NA,8.09,8.06,3.4,3.6,NA,267,302,6,7,2510,2249,2408,0.39,1.1,-0.3
200,2002,6,6/19/02,iceoff,Other,220,SP,0,7.97,NA,8.09,8.06,3.4,3.6,NA,267,302,6,7,2510,2249,2408,0.39,1.1,-0.3
201,2002,7,7/17/02,iceoff,Planktothrix,18,SP,0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0
202,2002,7,7/17/02,iceoff,Microcystis,66,SP,0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0
203,2002,7,7/17/02,iceoff,Cryptomonad,58,SP,0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0
204,2002,7,7/17/02,iceoff,Cyclotella,12,SP,0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0
205,2002,7,7/17/02,iceoff,Fragilaria,11,SP,0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0
206,2002,7,7/17/02,iceoff,Other,527,SP,0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0
207,2002,8,8/14/02,iceoff,Planktothrix,8,SP,0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4
208,2002,8,8/14/02,iceoff,Planktothrix,8,SP,0,8.37,650,8.35,8.48,3.67,3.54,NA,227,243,3,6,2428,2251,2414,0.58,1.7,1.4
209,2002,8,8/14/02,iceoff,Microcystis,103,SP,0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4
210,2002,8,8/14/02,iceoff,Microcystis,103,SP,0,8.37,650,8.35,8.48,3.67,3.54,NA,227,243,3,6,2428,2251,2414,0.58,1.7,1.4
211,2002,8,8/14/02,iceoff,Cryptomonad,18,SP,0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4
212,2002,8,8/14/02,iceoff,Cryptomonad,18,SP,0,8.37,650,8.35,8.48,3.67,3.54,NA,227,243,3,6,2428,2251,2414,0.58,1.7,1.4
213,2002,8,8/14/02,iceoff,Cyclotella,35,SP,0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4
214,2002,8,8/14/02,iceoff,Cyclotella,35,SP,0,8.37,650,8.35,8.48,3.67,3.54,NA,227,243,3,6,2428,2251,2414,0.58,1.7,1.4
215,2002,8,8/14/02,iceoff,Fragilaria,1,SP,0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4
216,2002,8,8/14/02,iceoff,Fragilaria,1,SP,0,8.37,650,8.35,8.48,3.67,3.54,NA,227,243,3,6,2428,2251,2414,0.58,1.7,1.4
217,2002,8,8/14/02,iceoff,Other,222,SP,0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4
218,2002,8,8/14/02,iceoff,Other,222,SP,0,8.37,650,8.35,8.48,3.67,3.54,NA,227,243,3,6,2428,2251,2414,0.58,1.7,1.4
219,2002,11,11/7/02,iceoff,Planktothrix,2,SP,0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0
220,2002,11,11/7/02,iceoff,Planktothrix,2,SP,0,7.4,661,8.66,8.74,3.28,3.16,NA,218,256,4,10,3067,2797,2955,0.84,4.2,0
221,2002,11,11/7/02,iceoff,Microcystis,261,SP,0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0
222,2002,11,11/7/02,iceoff,Microcystis,261,SP,0,7.4,661,8.66,8.74,3.28,3.16,NA,218,256,4,10,3067,2797,2955,0.84,4.2,0
223,2002,11,11/7/02,iceoff,Cryptomonad,27,SP,0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0
224,2002,11,11/7/02,iceoff,Cryptomonad,27,SP,0,7.4,661,8.66,8.74,3.28,3.16,NA,218,256,4,10,3067,2797,2955,0.84,4.2,0
225,2002,11,11/7/02,iceoff,Cyclotella,309,SP,0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0
226,2002,11,11/7/02,iceoff,Cyclotella,309,SP,0,7.4,661,8.66,8.74,3.28,3.16,NA,218,256,4,10,3067,2797,2955,0.84,4.2,0
227,2002,11,11/7/02,iceoff,Fragilaria,17,SP,0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0
228,2002,11,11/7/02,iceoff,Fragilaria,17,SP,0,7.4,661,8.66,8.74,3.28,3.16,NA,218,256,4,10,3067,2797,2955,0.84,4.2,0
229,2002,11,11/7/02,iceoff,Other,113,SP,0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0
230,2002,11,11/7/02,iceoff,Other,113,SP,0,7.4,661,8.66,8.74,3.28,3.16,NA,218,256,4,10,3067,2797,2955,0.84,4.2,0
231,2003,3,3/6/03,iceon,Planktothrix,32,SP,0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8
232,2003,3,3/6/03,iceon,Microcystis,126,SP,0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8
233,2003,3,3/6/03,iceon,Cryptomonad,49,SP,0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8
234,2003,3,3/6/03,iceon,Cyclotella,17,SP,0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8
235,2003,3,3/6/03,iceon,Fragilaria,1,SP,0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8
236,2003,3,3/6/03,iceon,Other,93,SP,0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8
237,2003,4,4/29/03,iceoff,Cryptomonad,73,SP,0,7.5,640,8.61,8.81,3.24,3.13,NA,401,428,9,10,2603,NA,NA,0.99,3.4,0.1
238,2003,4,4/29/03,iceoff,Cyclotella,27,SP,0,7.5,640,8.61,8.81,3.24,3.13,NA,401,428,9,10,2603,NA,NA,0.99,3.4,0.1
239,2003,4,4/29/03,iceoff,Fragilaria,6,SP,0,7.5,640,8.61,8.81,3.24,3.13,NA,401,428,9,10,2603,NA,NA,0.99,3.4,0.1
240,2003,4,4/29/03,iceoff,Other,161,SP,0,7.5,640,8.61,8.81,3.24,3.13,NA,401,428,9,10,2603,NA,NA,0.99,3.4,0.1
