year,month,nameofmonth,sampledate,group,intchlor,genus,cellcount,lakeid,depth,ph,alk,dic,tic,doc,toc,no2,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,chlor,phaeo
2002,6,June,6/19/2002,iceoff,2.7125,Fragilaria,109,SP,0,7.97,NA,8.09,8.06,3.4,3.6,NA,267,302,6,7,2510,2249,2408,0.39,1.1,-0.3
2002,6,June,6/19/2002,iceoff,2.7125,Other,220,SP,0,7.97,NA,8.09,8.06,3.4,3.6,NA,267,302,6,7,2510,2249,2408,0.39,1.1,-0.3
2002,7,July,7/17/2002,iceoff,2.15,Planktothrix,18,SP,0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0
2002,7,July,7/17/2002,iceoff,2.15,Microcystis,66,SP,0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0
2002,7,July,7/17/2002,iceoff,2.15,Cryptomonad,58,SP,0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0
2002,7,July,7/17/2002,iceoff,2.15,Cyclotella,12,SP,0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0
2002,7,July,7/17/2002,iceoff,2.15,Fragilaria,11,SP,0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0
2002,7,July,7/17/2002,iceoff,2.15,Other,527,SP,0,8.11,NA,8.33,8.36,3.45,3.39,NA,111,126,5,6,2455,2409,2490,0.33,1.2,0
2002,8,Aug,8/14/2002,iceoff,2.74375,Planktothrix,8,SP,0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4
2002,8,Aug,8/14/2002,iceoff,2.74375,Microcystis,103,SP,0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4
2002,8,Aug,8/14/2002,iceoff,2.74375,Cryptomonad,18,SP,0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4
2002,8,Aug,8/14/2002,iceoff,2.74375,Cyclotella,35,SP,0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4
2002,8,Aug,8/14/2002,iceoff,2.74375,Fragilaria,1,SP,0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4
2002,8,Aug,8/14/2002,iceoff,2.74375,Other,222,SP,0,8.42,655,8.32,8.48,3.75,3.79,NA,268,290,3,9,2428,2332,2332,0.56,1.7,1.4
2002,11,Nov,11/7/2002,iceoff,4.00625,Planktothrix,2,SP,0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0
2002,11,Nov,11/7/2002,iceoff,4.00625,Microcystis,261,SP,0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0
2002,11,Nov,11/7/2002,iceoff,4.00625,Cryptomonad,27,SP,0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0
2002,11,Nov,11/7/2002,iceoff,4.00625,Cyclotella,309,SP,0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0
2002,11,Nov,11/7/2002,iceoff,4.00625,Fragilaria,17,SP,0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0
2002,11,Nov,11/7/2002,iceoff,4.00625,Other,113,SP,0,7.39,665,8.66,8.73,3.27,3.12,NA,222,256,5,13,3131,2718,2955,0.91,4.2,0
2003,3,Mar,3/6/2003,iceon,2.9125,Planktothrix,32,SP,0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8
2003,3,Mar,3/6/2003,iceon,2.9125,Microcystis,126,SP,0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8
2003,3,Mar,3/6/2003,iceon,2.9125,Cryptomonad,49,SP,0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8
2003,3,Mar,3/6/2003,iceon,2.9125,Cyclotella,17,SP,0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8
2003,3,Mar,3/6/2003,iceon,2.9125,Fragilaria,1,SP,0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8
2003,3,Mar,3/6/2003,iceon,2.9125,Other,93,SP,0,7.7,763,10.32,10.71,4.08,4.14,NA,379,312,7,10,2904,3083,3320,NA,9,0.8
2003,4,Apr,4/29/2003,iceoff,3.975,Cryptomonad,73,SP,0,7.5,640,8.61,8.81,3.24,3.13,NA,401,428,9,10,2603,NA,NA,0.99,3.4,0.1
2003,4,Apr,4/29/2003,iceoff,3.975,Cyclotella,27,SP,0,7.5,640,8.61,8.81,3.24,3.13,NA,401,428,9,10,2603,NA,NA,0.99,3.4,0.1
2003,4,Apr,4/29/2003,iceoff,3.975,Fragilaria,6,SP,0,7.5,640,8.61,8.81,3.24,3.13,NA,401,428,9,10,2603,NA,NA,0.99,3.4,0.1
2003,4,Apr,4/29/2003,iceoff,3.975,Other,161,SP,0,7.5,640,8.61,8.81,3.24,3.13,NA,401,428,9,10,2603,NA,NA,0.99,3.4,0.1
