,lakeid,sampledate,Biovolume,CellBioVol,ice.pres,depth,chlor.surf,yearfrac,wtemp,o2,o2sat,cond,frlight,chlor.int,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh,year4frac
88,SP,7/14/86,,,0,,,86.5342,15.34,7.99,86.31,NA,0.22,2.47,0.97,7.44,NA,NA,7.46,7.55,3.03,3.07,0.45,NA,19.95,235.03,257.63,7.23,7.16,3313.91,3282.03,3343.85,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986.534
89,SP,7/29/86,,,0,0,0.9,86.5753,17.33,8,90.58,NA,0.23,2.36,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986.575
90,SP,8/11/86,,,0,,,86.611,16.55,7.7,86.09,74.87,0.21,2.67,1.11,7.44,NA,557.59,7.58,7.69,3.68,3.18,0,NA,16.75,231.18,266.99,2.13,7.75,3322.8,3418.84,3523.74,0.32,3.11,3.1,8.96,2.72,1.78,0.63,NA,NA,NA,NA,NA,NA,NA,NA,1986.611
91,SP,8/25/86,,,0,0,1.7,86.6493,15.92,8.04,88.96,NA,0.21,3.05,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986.649
92,SP,9/8/86,,,0,0,1.2,86.6877,14.63,7.51,81.09,NA,0.25,2.44,0.81,7.25,NA,NA,7.69,7.86,3.39,3.31,0,NA,14.67,259.86,292.91,2.41,6.78,3319.35,3217.37,3234.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986.688
93,SP,9/22/86,,,0,,,86.726,13.1,7.61,79.06,NA,0.2,3.38,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986.726
94,SP,10/7/86,,,0,0,3,86.7671,12.24,7.18,72.97,NA,0.18,3.18,1,7.26,NA,NA,7.93,8.02,3.18,3.15,0,NA,30.35,220.67,261.61,7.21,15.77,3225.59,3163.23,3302.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986.767
95,SP,10/21/86,,,0,,,86.8055,9.77,8.06,75.9,NA,0.18,2.74,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986.806
96,SP,11/12/86,,,0,0,3.4,86.8658,5.89,10.95,93.16,76.13,0.14,3.3,0.78,7.45,NA,585.49,7.52,7.63,3.43,3.24,2.01,NA,20.11,204.32,276.72,7.27,13.22,3178.43,3145.55,3245.12,1.03,3.15,3.01,8.91,2.68,1.87,0.63,NA,NA,NA,NA,NA,NA,NA,NA,1986.866
97,SP,1/14/87,,,1,,,87.0384,2.84,11.11,87.06,NA,0.23,2.19,0.49,7.4,7.95,NA,8.07,8.16,3.04,3,17.78,NA,72.01,298.46,311.41,0,3.72,3573.77,3417.88,3416.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.038
98,SP,2/24/87,,,1,0,9.6,87.1507,2.83,10.44,81.65,83.32,0.24,2.18,0.52,7.22,7.94,596.83,8.44,8.52,2.91,2.87,110.02,NA,18.96,332.41,359.86,2.64,7.63,3551.75,3407.23,3537.19,NA,3.5,3.28,9.28,2.7,1.86,0.66,NA,NA,NA,NA,NA,NA,NA,NA,1987.151
99,SP,3/24/87,,,1,,,87.2274,4.03,10.81,87.66,NA,0.25,4.16,0.73,7.19,7.9,NA,7.7,7.87,3.02,2.89,61.37,NA,15.42,231.11,268.39,4.13,8.62,3168.37,3121.71,3245.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.227
100,SP,4/20/87,,,0,0,2.8,87.3014,6.74,11.51,100.54,71.6,0.19,3.96,0.58,7.35,7.92,588.41,7.54,7.61,2.75,2.85,23.45,NA,23.68,232.17,212.21,3.92,7.72,3265.15,3207.22,3287.52,0.91,3.43,3.04,8.99,2.58,1.86,0.68,NA,NA,NA,NA,NA,NA,NA,NA,1987.301
101,SP,5/5/87,,,0,0,2.2,87.3425,8.88,11.44,105.37,NA,0.23,4.89,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.343
102,SP,5/20/87,,,0,,,87.3836,10.8,10.1,97.27,NA,0.23,3.66,1.12,7.48,8.02,NA,7.41,7.53,2.97,2.99,0.69,NA,12.33,180.7,247,0.1,5.96,3034.88,2897.67,2990.28,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.384
103,SP,6/2/87,,,0,0,0.8,87.4192,12.97,10.09,102,NA,NA,2.59,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.419
104,SP,6/11/87,,,0,,,87.4438,13.2,9.87,100.32,NA,0.25,2.62,0.39,7.47,7.92,NA,7.49,7.6,2.94,2.98,2.49,NA,49.56,177.02,205.85,4.86,11.59,3119.96,3077.16,3130.95,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.444
105,SP,6/29/87,,,0,,,87.4932,15.22,8.99,95.82,NA,0.25,2.21,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.493
106,SP,7/13/87,,,0,0,1.4,87.5315,15.77,8.83,95.16,NA,0.23,2.51,0.64,7.49,8,NA,7.57,7.69,3.14,3.09,5.11,NA,68.77,183.43,220.07,1.01,8.46,3045.29,3079.03,3200.72,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.532
107,SP,7/29/87,,,0,,,87.5753,17.36,8.36,93.61,NA,0.26,2.36,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.575
108,SP,8/11/87,,,0,0,1.1,87.611,16.67,8.54,94.28,78.12,0.27,3.35,0.72,7.41,7.97,595.69,7.73,7.82,3.35,3.27,4.11,NA,86.18,192.45,227.35,6.06,12.45,3027.55,2957.44,3124.69,0.93,3.28,3.01,9.21,2.59,1.82,0.62,NA,NA,NA,NA,NA,NA,NA,NA,1987.611
109,SP,8/26/87,,,0,,,87.6521,15.53,8.25,89.59,NA,0.27,2.26,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.652
110,SP,9/8/87,,,0,0,1.1,87.6877,14.62,8.03,86.06,NA,0.26,1.86,1.2,7.42,7.98,NA,7.95,8.07,3.32,3.29,0.83,NA,75.55,206.61,252.92,4.92,12.47,3137.98,2978.43,3115.91,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.688
111,SP,9/21/87,,,0,,,87.7233,13.37,8.04,83.7,NA,0.24,2.18,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.723
112,SP,10/5/87,,,0,0,1.6,87.7616,12.82,8.09,82.96,NA,0.22,2.51,1.45,7.36,7.86,NA,8.15,8.26,3.31,3.25,0,NA,34.56,203.97,270.02,3.37,12.42,3110.83,2980.26,3111.64,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.762
113,SP,10/20/87,,,0,,,87.8027,9.84,8.47,79.94,NA,0.17,2.59,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.803
114,SP,11/2/87,,,0,0,3.1,87.8384,7.98,8.96,80.29,80.1,0.13,2.42,0.71,7.34,7.8,609.34,7.93,7.98,3.1,3.14,2.33,NA,26.17,211.73,273.38,8.91,9.17,3062.44,3123.46,3144,1.51,3.21,2.95,9.29,2.69,1.82,0.67,NA,NA,NA,NA,NA,NA,NA,NA,1987.838
115,SP,11/16/87,,,0,,,87.8767,6.21,9.16,78.57,NA,0.14,3.74,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987.877
116,SP,1/19/88,,,1,0,1.1,88.0519,3.24,10.62,84.12,NA,0.23,2.11,0.22,7.33,7.92,NA,8.34,8.3,3.07,3.14,30.08,NA,106.25,205.89,228.3,0,3.1,3259.96,3245.14,3277.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.052
117,SP,2/29/88,,,1,,,88.1639,3.22,10.09,79.62,92.24,0.31,0.83,0.1,7.22,8.03,644.52,9.32,9.33,3.22,3.13,78.99,NA,109.34,331.12,369.46,1.6,6.89,3631.7,3673.9,3637.73,NA,3.53,3.28,10.66,2.87,2.06,0.74,NA,NA,NA,NA,NA,NA,NA,NA,1988.164
118,SP,4/4/88,,,1,0,0.5,88.2596,3.57,10.36,82.77,NA,0.29,1.49,0.45,7.17,7.81,NA,7.35,7.48,2.57,2.49,75.29,NA,135.95,465.03,473.23,14.08,20.01,3128.57,3049.96,3070.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.26
119,SP,4/25/88,,,0,,,88.3169,4.87,12.18,100.93,80.49,0.13,5.4,1.11,7.5,7.88,583.49,7.32,7.72,2.76,3.01,22.28,NA,20.79,372.24,399.45,7.6,14.02,3279.29,3117.69,3238.43,NA,3.33,3.13,10.05,2.66,1.84,0.66,NA,NA,NA,NA,NA,NA,NA,NA,1988.317
120,SP,5/9/88,,,0,0,2.1,88.3552,8.55,12.05,109.1,NA,0.21,4.47,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.355
121,SP,5/24/88,,,0,,,88.3962,10.77,11.47,108.86,NA,0.28,4.27,0.87,7.75,8,NA,7.39,7.51,3.06,3.02,2.17,NA,116.92,291.49,325.75,1.97,7.09,3031.25,2940.49,3086.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.396
122,SP,6/6/88,,,0,0,0.8,88.4317,13.31,11.1,110.97,NA,0.27,4.89,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.432
123,SP,6/21/88,,,0,,,88.4727,15.09,11.14,115.46,NA,0.22,2.67,0.42,7.85,8.05,NA,7.42,7.49,3.41,3.31,4.02,NA,50.32,210.6,260.3,1.17,5.84,2570.26,2535.06,2894.14,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.473
124,SP,7/5/88,,,0,0,1.2,88.5109,15.39,10.6,110.66,NA,0.26,2.19,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.511
125,SP,7/18/88,,,0,,,88.5464,16.46,10.15,108.33,NA,0.26,1.22,2.36,7.67,7.98,NA,7.83,7.84,3.46,3.44,2.36,NA,49.8,288.6,326.59,3.08,7.35,2543.21,2552.39,2707.02,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.546
126,SP,8/1/88,,,0,0,0.8,88.5847,17.2,9.79,106.28,NA,0.27,2.08,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.585
127,SP,8/16/88,,,0,0,0.8,88.6257,18.19,9.87,110.13,82.49,0.25,1.96,0.23,7.6,7.95,596.62,7.48,7.58,3.76,3.76,1.22,NA,39.78,159.61,218.51,0.74,5.35,2641.09,2614.12,2746.9,0.86,3.39,3.03,9.5,2.68,1.98,0.69,NA,NA,NA,NA,NA,NA,NA,NA,1988.626
128,SP,8/29/88,,,0,0,1.3,88.6612,16.01,8.97,97.15,NA,0.26,1.87,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.661
129,SP,9/12/88,,,0,,,88.6995,14.48,8.55,90.67,NA,0.26,2.89,1.55,7.35,7.81,NA,8.34,8.45,3.33,3.33,1.52,NA,117.36,178.89,298.51,2.3,13.5,2750.74,2830.89,3196.66,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.7
130,SP,9/27/88,,,0,0,3.1,88.7404,13.6,8.2,85.59,NA,0.21,4.08,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.74
131,SP,10/10/88,,,0,,,88.776,11.58,8.47,83.83,NA,0.21,1.87,0.85,7.41,7.92,NA,8.26,8.87,3.34,3.35,2.35,NA,80.74,234.8,276.23,5.46,16.45,2792.51,2707.19,2921.49,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.776
132,SP,10/24/88,,,0,0,2.7,88.8142,9.16,9.17,84.68,NA,0.16,2.66,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.814
133,SP,11/8/88,,,0,,,88.8552,5.15,10.08,84.14,73,0.14,3.32,0.65,7.49,7.83,602,8.28,8.35,3.29,3.23,4.51,NA,38.06,209.52,228.84,0.76,7,3746.27,2515.14,2595.14,0.58,3.3,3.1,9.36,2.7,1.92,0.67,NA,NA,NA,NA,NA,NA,NA,NA,1988.855
134,SP,1/12/89,,,1,0,11.1,89.0329,2.74,11.8,92.23,NA,NA,2.48,0.85,7.3,7.91,NA,10.52,10.6,3.95,3.81,19.36,NA,146.32,415.73,366.35,0,9.89,3238.94,3364.56,4018.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.033
135,SP,2/23/89,,,1,,,89.1479,2.76,10.24,79.82,89.85,0.27,0.67,0.39,7.26,8.18,670.41,10.35,10.36,3.32,3.24,66.03,NA,217.59,474.47,488.79,12.84,19.25,3660.65,3636.55,3684.6,NA,4.03,3.23,10.28,2.9,2.11,0.74,NA,NA,NA,NA,NA,NA,NA,NA,1989.148
136,SP,3/29/89,,,1,0,0.7,89.2411,2.76,8.82,68.75,NA,0.32,0.87,0.22,7.13,7.91,NA,10.4,10.68,3.46,3.23,122.46,NA,204.57,488.99,552.58,10.98,19.89,3797.9,3673.21,3820.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.241
137,SP,5/1/89,,,0,,,89.3315,4.74,10.75,89.08,84.36,0.14,6.44,1.07,7.3,7.98,707.25,9.11,8.97,3.49,3.02,14.08,NA,116.59,316.39,322.63,1.26,10.47,3457.77,3439.71,3404.69,1.3,3.39,3.12,9.29,2.64,1.95,0.69,NA,NA,NA,NA,NA,NA,NA,NA,1989.332
138,SP,5/17/89,,,0,0,2.1,89.3753,8.15,11.83,106.58,NA,0.15,4.93,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.375
139,SP,5/30/89,,,0,,,89.411,10.01,11.26,105.53,NA,0.27,4.96,0.9,7.56,8.01,NA,7.87,7.99,3.31,3.3,4.15,NA,30.87,223.93,242.38,1.38,6.6,2877.04,2809.05,2879.33,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.411
140,SP,6/13/89,,,0,0,2.2,89.4493,11,10.15,97.63,NA,0.2,4.52,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.449
141,SP,6/26/89,,,0,,,89.4849,12.53,10.01,99.53,NA,0.17,4.46,0.86,7.31,8.09,NA,8.04,8.06,3.26,3.34,5.93,NA,20.28,222.06,266.02,2.93,9.72,2654,2877.04,3089.11,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.485
142,SP,7/10/89,,,0,0,1.1,89.5233,14.61,10.43,107.55,NA,0.23,5.64,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.523
143,SP,7/24/89,,,0,,,89.5616,15.69,9.89,104.64,NA,0.42,3.48,1,7.57,8.04,NA,6.63,5.75,2.74,2.27,3.78,NA,35.73,330.35,384.51,5.27,13.14,2494.12,2406.68,2732.19,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.562
144,SP,8/8/89,,,0,0,0.9,89.6027,15.38,9.2,97.81,NA,0.28,2.08,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.603
145,SP,8/21/89,,,0,,,89.6384,14.66,9.34,98.21,81.02,0.25,2.48,0.92,7.53,8.07,620.15,8.23,8.32,3.48,3.52,1.57,NA,41.39,239.78,254.36,3.45,8.86,2406.41,2388.53,2603.06,0.58,3.43,3.28,10.32,2.74,1.98,0.73,NA,NA,NA,NA,NA,NA,NA,NA,1989.638
146,SP,9/5/89,,,0,0,1.3,89.6795,15.05,9.2,98.13,NA,0.22,2.26,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.68
147,SP,9/18/89,,,0,,,89.7151,13.63,8.82,91.45,NA,0.24,1.92,1.66,7.49,8.04,NA,8.17,8.33,3.3,3.08,0.75,NA,39.04,201.96,260.88,6.61,11.8,2428.39,2442.79,2530.59,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.715
148,SP,10/2/89,,,0,,,89.7534,12.74,8.5,86.99,NA,0.27,2.6,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.753
149,SP,10/16/89,,,0,0,1.3,89.7918,10.51,8.63,82.92,NA,0.24,3.25,1.1,7.39,8.14,NA,8.42,8.52,3.31,3.14,0.44,NA,34.09,226.5,228.58,5.03,9.21,2598.44,2647.36,2770.04,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.792
150,SP,11/1/89,,,0,,,89.8356,9.27,9.31,86.2,NA,0.2,2,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989.836
151,SP,11/14/89,,,0,0,2,89.8712,6.2,11.86,101.65,82,0.15,1.79,0.83,7.42,8.02,619.76,8.3,8.24,3.14,3,5.37,NA,30.89,246.1,256.5,3.77,11.04,2673,2750.12,2802,0.18,3.49,3.33,9.69,2.74,1.98,0.68,NA,NA,NA,NA,NA,NA,NA,NA,1989.871
152,SP,1/17/90,,,1,0,3.6,90.0466,3.48,9.53,75.9,NA,0.6,0.69,0.38,7.28,8.08,NA,9.53,9.67,3.43,3.31,33.55,NA,227.9,379.17,431.63,2.91,10.19,3574.49,3693.73,3941.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.047
153,SP,2/19/90,,,1,0,2.1,90.137,3.73,8.11,64.94,91.2,0.3,0.56,0.17,7.21,7.95,681.22,10.65,10.62,3.48,3.36,74.56,NA,248.9,481.95,517.05,13.88,16.79,4067.79,3750.71,3692.54,NA,3.85,3.15,10.72,2.95,2.08,0.79,NA,NA,NA,NA,NA,NA,NA,NA,1990.137
154,SP,3/28/90,,,1,,,90.2384,4.33,9.25,75.53,NA,NA,3.08,0.48,7.2,7.86,NA,10.08,10.35,3.19,3.13,58.51,NA,321.64,518.74,575.05,57.52,75.54,4046.94,3738.79,3992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.238
155,SP,4/30/90,,,0,0,3.4,90.3288,8.44,10.58,95.96,82.13,0.18,4.9,0.91,7.46,7.99,616.97,8.14,8.53,2.85,2.97,6.96,NA,9.53,180.69,231.47,4.77,11.63,3044.88,2984.47,3076.73,1.29,3.57,3.37,9.93,2.61,1.95,0.73,NA,NA,NA,NA,NA,NA,NA,NA,1990.329
156,SP,5/15/90,,,0,,,90.3699,8.77,10.49,96.26,NA,0.25,3.15,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.37
157,SP,5/29/90,,,0,0,0.8,90.4082,10.65,10.5,100.39,NA,0.31,3.4,0.73,7.58,7.95,NA,8.14,8.28,2.9,3,3.34,NA,24.76,174.83,218.2,3.88,10.17,2799.52,2764.09,2868.33,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.408
158,SP,6/14/90,,,0,,,90.4521,12.42,9.96,99.27,NA,0.24,4.23,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.452
159,SP,6/26/90,,,0,0,0.2,90.4849,13.94,9.86,101.53,NA,0.31,2.14,1.05,7.56,8.08,NA,8.06,8.24,3.15,3.12,0.17,NA,14.64,186.01,265.82,1.24,8.54,2691.98,2605.55,2735.73,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.485
160,SP,7/10/90,,,0,,,90.5233,15.36,9.29,98.96,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.523
161,SP,7/23/90,,,0,,,90.5589,16.16,9.43,102.1,NA,0.26,4.98,1.96,7.62,8,NA,8.38,8.47,3.26,3.26,0.69,NA,26.66,245.47,259.09,2.89,7.79,2666.94,2699.96,2834.1,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.559
162,SP,8/7/90,,,0,0,0.5,90.6,16.01,8.99,97.4,NA,0.23,1.45,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.6
163,SP,8/21/90,,,0,,,90.6384,16.14,8.92,97.49,86.63,0.27,2.01,2.51,7.46,8.04,626.53,8.45,8.65,3.16,3.34,0.95,NA,30.39,258.27,297.75,3.5,12.66,2560.62,2536.65,2638.66,0.64,3.6,3.22,9.85,2.79,1.96,0.68,NA,NA,NA,NA,NA,NA,NA,NA,1990.638
164,SP,9/4/90,,,0,0,0.8,90.6767,16.37,8.38,92.09,NA,0.24,1.73,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.677
165,SP,9/19/90,,,0,,,90.7178,14.5,8.39,89.35,NA,0.22,2.89,3.38,7.46,7.99,NA,8.43,8.54,3.33,3.37,0.53,NA,53.34,196.59,248.61,3.17,10.29,2647.47,2736.03,2796.34,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.718
166,SP,10/2/90,,,0,0,1.3,90.7534,12.85,8.46,86.82,NA,0.22,2.31,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.753
167,SP,10/16/90,,,0,,,90.7918,10.48,8.38,80.49,NA,0.2,2.39,2.21,7.35,8.02,NA,8.73,8.9,3.11,3.31,0.96,NA,37.22,200.28,230.47,4.82,11,2760.55,2810.54,2928,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.792
168,SP,10/31/90,,,0,0,3.1,90.8329,7.78,9.76,86.98,NA,0.12,2.74,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990.833
169,SP,11/12/90,,,0,,,90.8658,5.5,10.74,90.38,86,0.12,3.33,1.41,7.55,8.01,620.43,8.37,8.4,3.16,3.18,6.62,NA,21.39,182.53,222.79,3.13,14.28,2701.43,2688.3,2818.63,0.31,3.62,3.09,9.93,2.74,1.99,0.68,NA,NA,NA,NA,NA,NA,NA,NA,1990.866
170,SP,1/16/91,,,1,0,-0.9,91.0438,1.39,11.6,87.24,NA,0.23,0.19,3.32,7.35,8.06,NA,9.43,9.61,3.23,3.19,21.65,NA,129.58,323.1,353.7,4.77,13.46,3282.54,3101.06,3338.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991.044
