"","x"
"1919",0.23
"1920",0.23
"1921",0.23
"1922",0.23
"1923",0.23
"1924",0.23
"1925",0.23
"1926",0.23
"1927",0.23
"1928",0.23
"1929",0.23
"1930",0.23
"1931",0.23
"1932",0.23
"1933",0.23
"1934",0.23
"1935",0.23
"1936",0.23
"1937",0.23
"1938",0.23
"1939",0.23
"1940",0.23
"1941",0.23
"1942",0.23
"1943",0.23
"1944",0.23
"1945",0.23
"1946",0.23
"1947",0.23
"1948",0.27
"1949",0.27
"1950",0.27
"1951",0.27
"1952",0.27
"1953",0.27
"1954",0.27
"1955",0.27
"1956",0.27
"1957",0.27
"1958",0.27
"1959",0.27
"1960",0.27
"1961",0.27
"1962",0.27
"1963",0.27
"1964",0.27
"1965",0.27
"1966",0.27
"1967",0.27
"1968",0.27
"1969",0.27
"1970",0.27
"1971",0.27
"1972",0.27
"1973",0.27
"1974",0.27
"1975",0.27
"1976",0.27
"1977",0.27
"1978",0.27
"1979",0.27
"1980",0.27
"1981",0.27
"1982",0.27
"1983",0.27
"1984",0.27
"1985",0.27
"1986",0.27
"1987",0.27
"1988",0.27
"1989",0.27
"1990",0.27
"1991",0.27
"1992",0.27
"1993",0.27
"1994",0.27
"1995",0.27
"1996",0.27
"1997",0.27
"1998",0.27
"1999",0.27
"2000",0.27
"2001",0.27
"2002",0.27
"2003",0.27
"2004",0.27
"2005",0.27
"2006",0.27
"2007",0.27
"2008",0.27
"2009",0.27
"2010",0.27
"2011",0.27
"2012",0.13
"2013",0.13
"2014",0.13
"2015",0.13
"2016",0.13
"2017",0.13
"2018",0.13
"2019",0.13
"2020",0.13
"2021",0.13
"2022",0.13
"2023",0.13
"2024",0.13
"2025",0.13
"2026",0.13
"2027",0.13
"2028",0.13
"2029",0.13
"2030",0.13
"2031",0.13
"2032",0.13
"2033",0.13
"2034",0.13
"2035",0.13
"2036",0.13
"2037",0.13
"2038",0.13
"2039",0.13
"2040",0.13
"2041",0.13
"2042",0.13
"2043",0.13
"2044",0.13
"2045",0.13
"2046",0.13
"2047",0.13
"2048",0.13
"2049",0.13
"2050",0.13
"2051",0.13
"2052",0.13
"2053",0.13
"2054",0.13
"2055",0.13
"2056",0.13
"2057",0.13
"2058",0.13
"2059",0.13
"2060",0.13
"2061",0.13
"2062",0.13
"2063",0.13
"2064",0.13
"2065",0.13
"2066",0.13
"2067",0.13
"2068",0.13
"2069",0.13
"2070",0.13
"2071",0.13
"2072",NA
"2073",NA
"2074",NA
"2075",NA
"2076",NA
"2077",NA
"2078",NA
"2079",NA
"2080",NA
"2081",NA
"2082",NA
"2083",NA
"2084",NA
"2085",NA
"2086",NA
"2087",NA
"2088",NA
"2089",NA
"2090",NA
"2091",NA
"2092",NA
"2093",NA
"2094",NA
"2095",NA
"2096",NA
"2097",NA
"2098",NA
"2099",NA
"2100",NA
"2101",NA
"2102",NA
"2103",NA
"2104",NA
"2105",NA
"2106",NA
"2107",NA
"2108",NA
"2109",NA
"2110",NA
"2111",NA
"2112",NA
"2113",NA
"2114",NA
"2115",NA
"2116",NA
"2117",NA
"2118",NA
"2119",NA
"2120",NA
"2121",NA
"2122",NA
"2123",NA
"2124",NA
"2125",NA
"2126",NA
"2127",NA
"2128",NA
"2129",NA
"2130",NA
"2131",NA
"2132",NA
"2133",NA
"2134",0.23
"2135",0.23
"2136",0.23
"2137",0.23
"2138",0.23
"2139",0.23
"2140",0.23
"2141",0.23
"2142",0.23
"2143",0.23
"2144",0.23
"2145",0.23
"2146",0.23
"2147",0.23
"2148",0.23
"2149",0.23
"2150",0.23
"2151",0.23
"2152",0.23
"2153",0.23
"2154",0.23
"2155",0.23
"2156",0.23
"2157",0.23
"2158",0.23
"2159",0.23
"2160",0.23
"2161",0.23
"2162",0.23
"2163",0.23
"2164",0.23
"2165",0.23
"2166",0.23
"2167",0.23
"2168",0.23
"2169",0.23
"2170",0.23
"2171",0.23
"2172",0.23
"2173",0.23
"2174",0.23
"2175",0.23
"2176",0.23
"2177",0.23
"2178",0.23
"2179",0.23
"2180",0.23
"2181",0.23
"2182",0.23
"2183",0.23
"2184",0.23
"2185",0.23
"2186",0.23
"2187",0.23
"2188",0.23
"2189",0.23
"2190",0.23
"2191",0.23
"2192",0.23
"2193",0.23
"2194",0.23
"2195",0.24
"2196",0.24
"2197",0.24
"2198",0.24
"2199",0.24
"2200",0.24
"2201",0.24
"2202",0.24
"2203",0.24
"2204",0.24
"2205",0.24
"2206",0.24
"2207",0.24
"2208",0.24
"2209",0.24
"2210",0.24
"2211",0.24
"2212",0.24
"2213",0.24
"2214",0.24
"2215",0.24
"2216",0.24
"2217",0.24
"2218",0.24
"2219",0.24
"2220",0.24
"2221",0.24
"2222",0.24
"2223",0.24
"2224",0.24
"2225",0.24
"2226",0.24
"2227",0.24
"2228",0.24
"2229",0.24
"2230",0.24
"2231",0.24
"2232",0.24
"2233",0.24
"2234",0.24
"2235",0.24
"2236",0.24
"2237",0.24
"2238",0.24
"2239",0.24
"2240",0.24
"2241",0.24
"2242",0.24
"2243",0.24
"2244",0.24
"2245",0.24
"2246",0.24
"2247",0.24
"2248",0.24
"2249",0.24
"2250",0.24
"2251",0.24
"2252",0.24
"2253",0.24
"2254",0.24
"2255",0.24
"2256",0.24
"2257",0.26
"2258",0.26
"2259",0.26
"2260",0.26
"2261",0.26
"2262",0.26
"2263",0.26
"2264",0.26
"2265",0.26
"2266",0.26
"2267",0.26
"2268",0.26
"2269",0.26
"2270",0.26
"2271",0.26
"2272",0.26
"2273",0.26
"2274",0.26
"2275",0.26
"2276",0.26
"2277",0.26
"2278",0.26
"2279",0.26
"2280",0.26
"2281",0.26
"2282",0.26
"2283",0.26
"2284",0.26
"2285",0.26
"2286",0.26
"2287",0.26
"2288",0.26
"2289",0.26
"2290",0.26
"2291",0.26
"2292",0.26
"2293",0.26
"2294",0.26
"2295",0.26
"2296",0.26
"2297",0.26
"2298",0.26
"2299",0.26
"2300",0.26
"2301",0.26
"2302",0.26
"2303",0.26
"2304",0.26
"2305",0.26
"2306",0.26
"2307",0.26
"2308",0.26
"2309",0.26
"2310",0.26
"2311",0.26
"2312",0.26
"2313",0.26
"2314",0.26
"2315",0.26
"2316",0.26
"2317",0.12
"2318",0.12
"2319",0.12
"2320",0.12
"2321",0.12
"2322",0.12
"2323",0.12
"2324",0.12
"2325",0.12
"2326",0.12
"2327",0.12
"2328",0.12
"2329",0.12
"2330",0.12
"2331",0.12
"2332",0.12
"2333",0.12
"2334",0.12
"2335",0.12
"2336",0.12
"2337",0.12
"2338",0.12
"2339",0.12
"2340",0.12
"2341",0.12
"2342",0.12
"2343",0.12
"2344",0.12
"2345",0.12
"2346",0.12
"2347",0.12
"2348",0.12
"2349",0.12
"2350",0.12
"2351",0.12
"2352",0.12
"2353",0.12
"2354",0.12
"2355",0.12
"2356",0.12
"2357",0.12
"2358",0.12
"2359",0.12
"2360",0.12
"2361",0.12
"2362",0.12
"2363",0.12
"2364",0.12
"2365",0.12
"2366",0.12
"2367",0.12
"2368",0.12
"2369",0.12
"2370",0.12
"2371",0.12
"2372",0.12
"2373",0.12
"2374",0.12
"2375",0.12
"2376",0.12
"2377",0.21
"2378",0.21
"2379",0.21
"2380",0.21
"2381",0.21
"2382",0.21
"2383",0.21
"2384",0.21
"2385",0.21
"2386",0.21
"2387",0.21
"2388",0.21
"2389",0.21
"2390",0.21
"2391",0.21
"2392",0.21
"2393",0.21
"2394",0.21
"2395",0.21
"2396",0.21
"2397",0.21
"2398",0.21
"2399",0.21
"2400",0.21
"2401",0.21
"2402",0.21
"2403",0.21
"2404",0.21
"2405",0.21
"2406",0.21
"2407",0.21
"2408",0.21
"2409",0.21
"2410",0.21
"2411",0.21
"2412",0.21
"2413",0.21
"2414",0.21
"2415",0.21
"2416",0.21
"2417",0.21
"2418",0.21
"2419",0.21
"2420",0.21
"2421",0.21
"2422",0.21
"2423",0.21
"2424",0.21
"2425",0.21
"2426",0.21
"2427",0.21
"2428",0.21
"2429",0.21
"2430",0.21
"2431",0.21
"2432",0.21
"2433",0.21
"2434",0.21
"2435",0.21
"2436",0.21
"2437",0.21
"2438",0.21
"2439",0.27
"2440",0.27
"2441",0.27
"2442",0.27
"2443",0.27
"2444",0.27
"2445",0.27
"2446",0.27
"2447",0.27
"2448",0.27
"2449",0.27
"2450",0.27
"2451",0.27
"2452",0.27
"2453",0.27
"2454",0.27
"2455",0.27
"2456",0.27
"2457",0.27
"2458",0.27
"2459",0.27
"2460",0.27
"2461",0.27
"2462",0.27
"2463",0.27
"2464",0.27
"2465",0.27
"2466",0.27
"2467",0.27
"2468",0.27
"2469",0.27
"2470",0.27
"2471",0.27
"2472",0.27
"2473",0.27
"2474",0.27
"2475",0.27
"2476",0.27
"2477",0.27
"2478",0.27
"2479",0.27
"2480",0.27
"2481",0.27
"2482",0.27
"2483",0.27
"2484",0.27
"2485",0.27
"2486",0.27
"2487",0.27
"2488",0.27
"2489",0.27
"2490",0.27
"2491",0.27
"2492",0.27
"2493",0.27
"2494",0.27
"2495",0.27
"2496",0.27
"2497",0.27
"2498",0.27
"2499",0.27
"2500",0.33
"2501",0.33
"2502",0.33
"2503",0.33
"2504",0.33
"2505",0.33
"2506",0.33
"2507",0.33
"2508",0.33
"2509",0.33
"2510",0.33
"2511",0.33
"2512",0.33
"2513",0.33
"2514",0.33
"2515",0.33
"2516",0.33
"2517",0.33
"2518",0.33
"2519",0.33
"2520",0.33
"2521",0.33
"2522",0.33
"2523",0.33
"2524",0.33
"2525",0.33
"2526",0.33
"2527",0.33
"2528",0.33
"2529",0.33
"2530",0.33
"2531",0.33
"2532",0.33
"2533",0.33
"2534",0.33
"2535",0.33
"2536",0.33
"2537",0.33
"2538",0.33
"2539",0.33
"2540",0.33
"2541",0.33
"2542",0.33
"2543",0.33
"2544",0.33
"2545",0.33
"2546",0.33
"2547",0.33
"2548",0.33
"2549",0.33
"2550",0.33
"2551",0.33
"2552",0.33
"2553",0.33
"2554",0.33
"2555",0.33
"2556",0.33
"2557",0.33
"2558",0.33
"2559",0.33
"2560",0.33
"2561",0.3
"2562",0.3
"2563",0.3
"2564",0.3
"2565",0.3
"2566",0.3
"2567",0.3
"2568",0.3
"2569",0.3
"2570",0.3
"2571",0.3
"2572",0.3
"2573",0.3
"2574",0.3
"2575",0.3
"2576",0.3
"2577",0.3
"2578",0.3
"2579",0.3
"2580",0.3
"2581",0.3
"2582",0.3
"2583",0.3
"2584",0.3
"2585",0.3
"2586",0.3
"2587",0.3
"2588",0.3
"2589",0.3
"2590",0.3
"2591",0.3
"2592",0.3
"2593",0.3
"2594",0.3
"2595",0.3
"2596",0.3
"2597",0.3
"2598",0.3
"2599",0.3
"2600",0.3
"2601",0.3
"2602",0.3
"2603",0.3
"2604",0.3
"2605",0.3
"2606",0.3
"2607",0.3
"2608",0.3
"2609",0.3
"2610",0.3
"2611",0.3
"2612",0.3
"2613",0.3
"2614",0.3
"2615",0.3
"2616",0.3
"2617",0.3
"2618",0.3
"2619",0.3
"2620",0.3
"2621",0.13
"2622",0.13
"2623",0.13
"2624",0.13
"2625",0.13
"2626",0.13
"2627",0.13
"2628",0.13
"2629",0.13
"2630",0.13
"2631",0.13
"2632",0.13
"2633",0.13
"2634",0.13
"2635",0.13
"2636",0.13
"2637",0.13
"2638",0.13
"2639",0.13
"2640",0.13
"2641",0.13
"2642",0.13
"2643",0.13
"2644",0.13
"2645",0.13
"2646",0.13
"2647",0.13
"2648",0.13
"2649",0.13
"2650",0.13
"2651",0.13
"2652",0.13
"2653",0.13
"2654",0.13
"2655",0.13
"2656",0.13
"2657",0.13
"2658",0.13
"2659",0.13
"2660",0.13
"2661",0.13
"2662",0.13
"2663",0.13
"2664",0.13
"2665",0.13
"2666",0.13
"2667",0.13
"2668",0.13
"2669",0.13
"2670",0.13
"2671",0.13
"2672",0.13
"2673",0.13
"2674",0.13
"2675",0.13
"2676",0.13
"2677",0.13
"2678",0.13
"2679",0.13
"2680",0.13
"2681",0.13
"2682",0.17
"2683",0.17
"2684",0.17
"2685",0.17
"2686",0.17
"2687",0.17
"2688",0.17
"2689",0.17
"2690",0.17
"2691",0.17
"2692",0.17
"2693",0.17
"2694",0.17
"2695",0.17
"2696",0.17
"2697",0.17
"2698",0.17
"2699",0.17
"2700",0.17
"2701",0.17
"2702",0.17
"2703",0.17
"2704",0.17
"2705",0.17
"2706",0.17
"2707",0.17
"2708",0.17
"2709",0.17
"2710",0.17
"2711",0.17
"2712",0.17
"2713",0.17
"2714",0.17
"2715",0.17
"2716",0.17
"2717",0.17
"2718",0.17
"2719",0.17
"2720",0.17
"2721",0.17
"2722",0.17
"2723",0.17
"2724",0.17
"2725",0.17
"2726",0.17
"2727",0.17
"2728",0.17
"2729",0.17
"2730",0.17
"2731",0.17
"2732",0.17
"2733",0.17
"2734",0.17
"2735",0.17
"2736",0.17
"2737",0.17
"2738",0.17
"2739",0.17
"2740",0.17
"2741",0.17
"2742",0.17
"2743",NA
"2744",NA
"2745",NA
"2746",NA
"2747",NA
"2748",NA
"2749",NA
"2750",NA
"2751",NA
"2752",NA
"2753",NA
"2754",NA
"2755",NA
"2756",NA
"2757",NA
"2758",NA
"2759",NA
"2760",NA
"2761",NA
"2762",NA
"2763",NA
"2764",NA
"2765",NA
"2766",NA
"2767",NA
"2768",NA
"2769",NA
"2770",NA
"2771",NA
"2772",NA
"2773",NA
"2774",NA
"2775",NA
"2776",NA
"2777",NA
"2778",NA
"2779",NA
"2780",NA
"2781",NA
"2782",NA
"2783",NA
"2784",NA
"2785",NA
"2786",NA
"2787",NA
"2788",NA
"2789",NA
"2790",NA
"2791",NA
"2792",NA
"2793",NA
"2794",NA
"2795",NA
"2796",NA
"2797",NA
"2798",NA
"2799",NA
"2800",NA
"2801",NA
"2802",NA
"2803",NA
"2804",NA
"2805",0.28
"2806",0.28
"2807",0.28
"2808",0.28
"2809",0.28
"2810",0.28
"2811",0.28
"2812",0.28
"2813",0.28
"2814",0.28
"2815",0.28
"2816",0.28
"2817",0.28
"2818",0.28
"2819",0.28
"2820",0.28
"2821",0.28
"2822",0.28
"2823",0.28
"2824",0.28
"2825",0.28
"2826",0.28
"2827",0.28
"2828",0.28
"2829",0.28
"2830",0.28
"2831",0.28
"2832",0.28
"2833",0.28
"2834",0.28
"2835",0.28
"2836",0.28
"2837",0.28
"2838",0.28
"2839",0.28
"2840",0.28
"2841",0.28
"2842",0.28
"2843",0.28
"2844",0.28
"2845",0.28
"2846",0.28
"2847",0.28
"2848",0.28
"2849",0.28
"2850",0.28
"2851",0.28
"2852",0.28
"2853",0.28
"2854",0.28
"2855",0.28
"2856",0.28
"2857",0.28
"2858",0.28
"2859",0.28
"2860",0.28
"2861",0.28
"2862",0.28
"2863",0.28
"2864",0.28
"2865",0.28
"2866",0.28
"2867",0.29
"2868",0.29
"2869",0.29
"2870",0.29
"2871",0.29
"2872",0.29
"2873",0.29
"2874",0.29
"2875",0.29
"2876",0.29
"2877",0.29
"2878",0.29
"2879",0.29
"2880",0.29
"2881",0.29
"2882",0.29
"2883",0.29
"2884",0.29
"2885",0.29
"2886",0.29
"2887",0.29
"2888",0.29
"2889",0.29
"2890",0.29
"2891",0.29
"2892",0.29
"2893",0.29
"2894",0.29
"2895",0.29
"2896",0.29
"2897",0.29
"2898",0.29
"2899",0.29
"2900",0.29
"2901",0.29
"2902",0.29
"2903",0.29
"2904",0.29
"2905",0.29
"2906",0.29
"2907",0.29
"2908",0.29
"2909",0.29
"2910",0.29
"2911",0.29
"2912",0.29
"2913",0.29
"2914",0.29
"2915",0.29
"2916",0.29
"2917",0.29
"2918",0.29
"2919",0.29
"2920",0.29
"2921",0.29
"2922",0.29
"2923",0.29
"2924",0.29
"2925",0.29
"2926",0.29
"2927",0.29
"2928",0.12
"2929",0.12
"2930",0.12
"2931",0.12
"2932",0.12
"2933",0.12
"2934",0.12
"2935",0.12
"2936",0.12
"2937",0.12
"2938",0.12
"2939",0.12
"2940",0.12
"2941",0.12
"2942",0.12
"2943",0.12
"2944",0.12
"2945",0.12
"2946",0.12
"2947",0.12
"2948",0.12
"2949",0.12
"2950",0.12
"2951",0.12
"2952",0.12
"2953",0.12
"2954",0.12
"2955",0.12
"2956",0.12
"2957",0.12
"2958",0.12
"2959",0.12
"2960",0.12
"2961",0.12
"2962",0.12
"2963",0.12
"2964",0.12
"2965",0.12
"2966",0.12
"2967",0.12
"2968",0.12
"2969",0.12
"2970",0.12
"2971",0.12
"2972",0.12
"2973",0.12
"2974",0.12
"2975",0.12
"2976",0.12
"2977",0.12
"2978",0.12
"2979",0.12
"2980",0.12
"2981",0.12
"2982",0.12
"2983",0.12
"2984",0.12
"2985",0.12
"2986",0.12
"2987",0.12
"2988",0.12
"2989",0.12
"2990",0.13
"2991",0.13
"2992",0.13
"2993",0.13
"2994",0.13
"2995",0.13
"2996",0.13
"2997",0.13
"2998",0.13
"2999",0.13
"3000",0.13
"3001",0.13
"3002",0.13
"3003",0.13
"3004",0.13
"3005",0.13
"3006",0.13
"3007",0.13
"3008",0.13
"3009",0.13
"3010",0.13
"3011",0.13
"3012",0.13
"3013",0.13
"3014",0.13
"3015",0.13
"3016",0.13
"3017",0.13
"3018",0.13
"3019",0.13
"3020",0.13
"3021",0.13
"3022",0.13
"3023",0.13
"3024",0.13
"3025",0.13
"3026",0.13
"3027",0.13
"3028",0.13
"3029",0.13
"3030",0.13
"3031",0.13
"3032",0.13
"3033",0.13
"3034",0.13
"3035",0.13
"3036",0.13
"3037",0.13
"3038",0.13
"3039",0.13
"3040",0.13
"3041",0.13
"3042",0.13
"3043",0.13
"3044",0.13
"3045",0.13
"3046",0.13
"3047",0.13
"3048",0.13
"3049",0.13
"3050",0.13
"3051",0.13
"3052",0.16
"3053",0.16
"3054",0.16
"3055",0.16
"3056",0.16
"3057",0.16
"3058",0.16
"3059",0.16
"3060",0.16
"3061",0.16
"3062",0.16
"3063",0.16
"3064",0.16
"3065",0.16
"3066",0.16
"3067",0.16
"3068",0.16
"3069",0.16
"3070",0.16
"3071",0.16
"3072",0.16
"3073",0.16
"3074",0.16
"3075",0.16
"3076",0.16
"3077",0.16
"3078",0.16
"3079",0.16
"3080",0.16
"3081",0.16
"3082",0.16
"3083",0.16
"3084",0.16
"3085",0.16
"3086",0.16
"3087",0.16
"3088",0.16
"3089",0.16
"3090",0.16
"3091",0.16
"3092",0.16
"3093",0.16
"3094",0.16
"3095",0.16
"3096",0.16
"3097",0.16
"3098",0.16
"3099",0.16
"3100",0.16
"3101",0.16
"3102",0.16
"3103",0.16
"3104",0.16
"3105",0.16
"3106",0.16
"3107",0.16
"3108",0.16
"3109",0.16
"3110",0.16
"3111",0.16
"3112",0.16
"3113",0.16
"3114",0.18
"3115",0.18
"3116",0.18
"3117",0.18
"3118",0.18
"3119",0.18
"3120",0.18
"3121",0.18
"3122",0.18
"3123",0.18
"3124",0.18
"3125",0.18
"3126",0.18
"3127",0.18
"3128",0.18
"3129",0.18
"3130",0.18
"3131",0.18
"3132",0.18
"3133",0.18
"3134",0.18
"3135",0.18
"3136",0.18
"3137",0.18
"3138",0.18
"3139",0.18
"3140",0.18
"3141",0.18
"3142",0.18
"3143",0.18
"3144",0.18
"3145",0.18
"3146",0.18
"3147",0.18
"3148",0.18
"3149",0.18
"3150",0.18
"3151",0.18
"3152",0.18
"3153",0.18
"3154",0.18
"3155",0.18
"3156",0.18
"3157",0.18
"3158",0.18
"3159",0.18
"3160",0.18
"3161",0.18
"3162",0.18
"3163",0.18
"3164",0.18
"3165",0.18
"3166",0.18
"3167",0.18
"3168",0.18
"3169",0.18
"3170",0.18
"3171",0.18
"3172",0.18
"3173",0.18
"3174",0.25
"3175",0.25
"3176",0.25
"3177",0.25
"3178",0.25
"3179",0.25
"3180",0.25
"3181",0.25
"3182",0.25
"3183",0.25
"3184",0.25
"3185",0.25
"3186",0.25
"3187",0.25
"3188",0.25
"3189",0.25
"3190",0.25
"3191",0.25
"3192",0.25
"3193",0.25
"3194",0.25
"3195",0.25
"3196",0.25
"3197",0.25
"3198",0.25
"3199",0.25
"3200",0.25
"3201",0.25
"3202",0.25
"3203",0.25
"3204",0.25
"3205",0.25
"3206",0.25
"3207",0.25
"3208",0.25
"3209",0.25
"3210",0.25
"3211",0.25
"3212",0.25
"3213",0.25
"3214",0.25
"3215",0.25
"3216",0.25
"3217",0.25
"3218",0.25
"3219",0.25
"3220",0.25
"3221",0.25
"3222",0.25
"3223",0.25
"3224",0.25
"3225",0.25
"3226",0.25
"3227",0.25
"3228",0.25
"3229",0.25
"3230",0.25
"3231",0.25
"3232",0.25
"3233",0.25
"3234",0.25
"3235",0.25
"3236",0.25
"3237",0.08
"3238",0.08
"3239",0.08
"3240",0.08
"3241",0.08
"3242",0.08
"3243",0.08
"3244",0.08
"3245",0.08
"3246",0.08
"3247",0.08
"3248",0.08
"3249",0.08
"3250",0.08
"3251",0.08
"3252",0.08
"3253",0.08
"3254",0.08
"3255",0.08
"3256",0.08
"3257",0.08
"3258",0.08
"3259",0.08
"3260",0.08
"3261",0.08
"3262",0.08
"3263",0.08
"3264",0.08
"3265",0.08
"3266",0.08
"3267",0.08
"3268",0.08
"3269",0.08
"3270",0.08
"3271",0.08
"3272",0.08
"3273",0.08
"3274",0.08
"3275",0.08
"3276",0.08
"3277",0.08
"3278",0.08
"3279",0.08
"3280",0.08
"3281",0.08
"3282",0.08
"3283",0.08
"3284",0.08
"3285",0.08
"3286",0.08
"3287",0.08
"3288",0.08
"3289",0.08
"3290",0.08
"3291",0.08
"3292",0.08
"3293",0.08
"3294",0.08
"3295",0.08
"3296",0.08
"3297",0.08
"3298",0.16
"3299",0.16
"3300",0.16
"3301",0.16
"3302",0.16
"3303",0.16
"3304",0.16
"3305",0.16
"3306",0.16
"3307",0.16
"3308",0.16
"3309",0.16
"3310",0.16
"3311",0.16
"3312",0.16
"3313",0.16
"3314",0.16
"3315",0.16
"3316",0.16
"3317",0.16
"3318",0.16
"3319",0.16
"3320",0.16
"3321",0.16
"3322",0.16
"3323",0.16
"3324",0.16
"3325",0.16
"3326",0.16
"3327",0.16
"3328",0.16
"3329",0.16
"3330",0.16
"3331",0.16
"3332",0.16
"3333",0.16
"3334",0.16
"3335",0.16
"3336",0.16
"3337",0.16
"3338",0.16
"3339",0.16
"3340",0.16
"3341",0.16
"3342",0.16
"3343",0.16
"3344",0.16
"3345",0.16
"3346",0.16
"3347",0.16
"3348",0.16
"3349",0.16
"3350",0.16
"3351",0.16
"3352",0.16
"3353",0.16
"3354",0.16
"3355",0.16
"3356",0.16
"3357",0.16
"3358",0.16
"3359",0.16
"3360",0.19
"3361",0.19
"3362",0.19
"3363",0.19
"3364",0.19
"3365",0.19
"3366",0.19
"3367",0.19
"3368",0.19
"3369",0.19
"3370",0.19
"3371",0.19
"3372",0.19
"3373",0.19
"3374",0.19
"3375",0.19
"3376",0.19
"3377",0.19
"3378",0.19
"3379",0.19
"3380",0.19
"3381",0.19
"3382",0.19
"3383",0.19
"3384",0.19
"3385",0.19
"3386",0.19
"3387",0.19
"3388",0.19
"3389",0.19
"3390",0.19
"3391",0.19
"3392",0.19
"3393",0.19
"3394",0.19
"3395",0.19
"3396",0.19
"3397",0.19
"3398",0.19
"3399",0.19
"3400",0.19
"3401",0.19
"3402",0.19
"3403",0.19
"3404",0.19
"3405",0.19
"3406",0.19
"3407",0.19
"3408",0.19
"3409",0.19
"3410",0.19
"3411",0.19
"3412",0.19
"3413",0.19
"3414",0.19
"3415",0.19
"3416",0.19
"3417",0.19
"3418",0.19
"3419",0.19
"3420",0.19
"3421",0.19
"3422",0.23
"3423",0.23
"3424",0.23
"3425",0.23
"3426",0.23
"3427",0.23
"3428",0.23
"3429",0.23
"3430",0.23
"3431",0.23
"3432",0.23
"3433",0.23
"3434",0.23
"3435",0.23
"3436",0.23
"3437",0.23
"3438",0.23
"3439",0.23
"3440",0.23
"3441",0.23
"3442",0.23
"3443",0.23
"3444",0.23
"3445",0.23
"3446",0.23
"3447",0.23
"3448",0.23
"3449",0.23
"3450",0.23
"3451",0.23
"3452",0.23
"3453",0.23
"3454",0.23
"3455",0.23
"3456",0.23
"3457",0.23
"3458",0.23
"3459",0.23
"3460",0.23
"3461",0.23
"3462",0.23
"3463",0.23
"3464",0.23
"3465",0.23
"3466",0.23
"3467",0.23
"3468",0.23
"3469",0.23
"3470",0.23
"3471",0.23
"3472",0.23
"3473",0.23
"3474",0.23
"3475",0.23
"3476",0.23
"3477",0.23
"3478",0.23
"3479",0.23
"3480",0.23
"3481",0.23
"3482",0.11
"3483",0.11
"3484",0.11
"3485",0.11
"3486",0.11
"3487",0.11
"3488",0.11
"3489",0.11
"3490",0.11
"3491",0.11
"3492",0.11
"3493",0.11
"3494",0.11
"3495",0.11
"3496",0.11
"3497",0.11
"3498",0.11
"3499",0.11
"3500",0.11
"3501",0.11
"3502",0.11
"3503",0.11
"3504",0.11
"3505",0.11
"3506",0.11
"3507",0.11
"3508",0.11
"3509",0.11
"3510",0.11
"3511",0.11
"3512",0.11
"3513",0.11
"3514",0.11
"3515",0.11
"3516",0.11
"3517",0.11
"3518",0.11
"3519",0.11
"3520",0.11
"3521",0.11
"3522",0.11
"3523",0.11
"3524",0.11
"3525",0.11
"3526",0.11
"3527",0.11
"3528",0.11
"3529",0.11
"3530",0.11
"3531",0.11
"3532",0.11
"3533",0.11
"3534",0.11
"3535",0.11
"3536",0.11
"3537",0.11
"3538",0.11
"3539",0.11
"3540",0.11
"3541",0.11
"3542",0.11
"3543",0.11
"3544",0.15
"3545",0.15
"3546",0.15
"3547",0.15
"3548",0.15
"3549",0.15
"3550",0.15
"3551",0.15
"3552",0.15
"3553",0.15
"3554",0.15
"3555",0.15
"3556",0.15
"3557",0.15
"3558",0.15
"3559",0.15
"3560",0.15
"3561",0.15
"3562",0.15
"3563",0.15
"3564",0.15
"3565",0.15
"3566",0.15
"3567",0.15
"3568",0.15
"3569",0.15
"3570",0.15
"3571",0.15
"3572",0.15
"3573",0.15
"3574",0.15
"3575",0.15
"3576",0.15
"3577",0.15
"3578",0.15
"3579",0.15
"3580",0.15
"3581",0.15
"3582",0.15
"3583",0.15
"3584",0.15
"3585",0.15
"3586",0.15
"3587",0.15
"3588",0.15
"3589",0.15
"3590",0.15
"3591",0.15
"3592",0.15
"3593",0.15
"3594",0.15
"3595",0.15
"3596",0.15
"3597",0.15
"3598",0.15
"3599",0.15
"3600",0.15
"3601",0.15
"3602",0.15
"3603",0.15
"3604",0.15
