"sampledate","Genus","CellBioVol","daynum","year"
2002-07-17,"Achnanthidium",48.55233271,198,2002
2002-07-17,"Limnothrix",101.569878,198,2002
2002-07-17,"Microcystis",208.3262101,198,2002
2002-07-17,"Cryptomonad",11323.6532,198,2002
2002-07-17,"Lindavia",1244.070691,198,2002
2002-07-17,"Cocconeis",38313.17541,198,2002
2002-07-17,"Dinobryon",4136.348,198,2002
2002-07-17,"Fragilaria",3422.705,198,2002
2002-07-17,"Discostella",0,198,2002
2002-07-17,"Cyanobacteria",785.42613,198,2002
2002-07-17,"Flagellated Green",523.61742,198,2002
2002-07-17,"Asterionella",1091.1735,198,2002
2002-07-17,"Segmented Green",584.0338,198,2002
2002-07-17,"Peanut",424.9255,198,2002
2002-07-17,"Lindavia",113.0973355,198,2002
2002-07-17,"Mallomonas",1512,198,2002
2002-07-17,"TotalBiovolume",72801.22226,198,2002
2002-08-14,"Chroococcus",3960,226,2002
2002-08-14,"Euglena",7392.788,226,2002
2002-08-14,NA,311.155,226,2002
2002-08-14,"Cyanobacteria",349.07828,226,2002
2002-08-14,"Limnothrix",45.142168,226,2002
2002-08-14,"Microcystis",325.1151461,226,2002
2002-08-14,"Cryptomonad",3514.2372,226,2002
2002-08-14,"Lindavia",3958.406743,226,2002
2002-08-14,NA,0,226,2002
2002-08-14,"Cocconeis",24117.45703,226,2002
2002-08-14,"Fragilaria",311.155,226,2002
2002-08-14,"Discostella",350.7702735,226,2002
2002-08-14,"Elakatothrix",18.183263,226,2002
2002-08-14,"Flagellated Green",349.07828,226,2002
2002-08-14,"Asterionella",545.5867498,226,2002
2002-08-14,"Segmented Green",375.4503,226,2002
2002-08-14,"Mallomonas",240,226,2002
2002-08-14,"TotalBiovolume",46163.60343,226,2002
2002-11-07,NA,0,311,2002
2002-11-07,"Cyanobacteria",785.42613,311,2002
2002-11-07,"Tabellaria",862.3671834,311,2002
2002-11-07,"Chroococcus",440,311,2002
2002-11-07,NA,1545.356039,311,2002
2002-11-07,"Tetraedron victoriae",283.4832,311,2002
2002-11-07,"Stephanodiscus",308.907465,311,2002
2002-11-07,"Cf. Planktolyngabia",314.1592654,311,2002
2002-11-07,"Limnothrix",11.285542,311,2002
2002-11-07,"Microcystis",823.8354673,311,2002
2002-11-07,"Cryptomonad",5271.3558,311,2002
2002-11-07,"Naked Dinoflagellate",7003.540037,311,2002
2002-11-07,"Armored Dinoflagellate",11373.22121,311,2002
2002-11-07,"Lindavia",34947.07667,311,2002
2002-11-07,NA,0,311,2002
2002-11-07,"Dinobryon",1034.087,311,2002
2002-11-07,"Fragilaria",5289.635,311,2002
2002-11-07,"Discostella",3156.932462,311,2002
2002-11-07,"Cyanobacteria",174.53914,311,2002
2002-11-07,"Flagellated Green",698.15656,311,2002
2002-11-07,"Asterionella",3819.107249,311,2002
2002-11-07,"Segmented Green",834.334,311,2002
2002-11-07,"Peanut",254.9553,311,2002
2002-11-07,"Mallomonas",96,311,2002
2002-11-07,NA,0,311,2002
2002-11-07,"TotalBiovolume",79327.76072,311,2002
2003-03-06,NA,236.236,65,2003
2003-03-06,"Cyanobacteria",785.42613,65,2003
2003-03-06,"Asterocapsa",3879.43376,65,2003
2003-03-06,NA,0,65,2003
2003-03-06,NA,1545.356039,65,2003
2003-03-06,NA,0,65,2003
2003-03-06,"Limnothrix",180.568672,65,2003
2003-03-06,"Microcystis",397.7136739,65,2003
2003-03-06,"Cryptomonad",9566.5346,65,2003
2003-03-06,"Naked Dinoflagellate",14007.08007,65,2003
2003-03-06,"Armored Dinoflagellate",1749.72634,65,2003
2003-03-06,"Lindavia",1583.362697,65,2003
2003-03-06,NA,0,65,2003
2003-03-06,"Cocconeis",610.5685324,65,2003
2003-03-06,"Fragilaria",311.155,65,2003
2003-03-06,"Discostella",350.7702735,65,2003
2003-03-06,"Elakatothrix",20.780872,65,2003
2003-03-06,"Flagellated Green",1134.50441,65,2003
2003-03-06,"Asterionella",1636.760249,65,2003
2003-03-06,"Segmented Green",584.0338,65,2003
2003-03-06,"Peanut",849.851,65,2003
2003-03-06,"Lindavia",339.2920066,65,2003
2003-03-06,"TotalBiovolume",39769.15413,65,2003
2003-04-29,"Cf. Planktolyngabia",2199.114858,119,2003
2003-04-29,"Cyanobacteria",1483.58269,119,2003
2003-04-29,"Asterocapsa",3879.43376,119,2003
2003-04-29,NA,3090.712078,119,2003
2003-04-29,"Lindavia",44.42277385,119,2003
2003-04-29,NA,47.2472,119,2003
2003-04-29,NA,0,119,2003
2003-04-29,NA,0,119,2003
2003-04-29,"Cf. Komvophoron / Trichormus",303.2064585,119,2003
2003-04-29,"Cryptomonad",14252.1842,119,2003
2003-04-29,"Naked Dinoflagellate",28014.16015,119,2003
2003-04-29,"Armored Dinoflagellate",3499.452679,119,2003
2003-04-29,"Lindavia",1470.265362,119,2003
2003-04-29,NA,0,119,2003
2003-04-29,"Cocconeis",2136.989863,119,2003
2003-04-29,"Dinobryon",1034.087,119,2003
2003-04-29,"Fragilaria",1866.93,119,2003
2003-04-29,"Discostella",2104.621641,119,2003
2003-04-29,"Elakatothrix",7.792827,119,2003
2003-04-29,"Cyanobacteria",174.53914,119,2003
2003-04-29,"Flagellated Green",1483.58269,119,2003
2003-04-29,"Segmented Green",959.4841,119,2003
2003-04-29,"Lindavia",1583.362697,119,2003
2003-04-29,"TotalBiovolume",69635.17216,119,2003
2003-06-23,"Cyanobacteria",436.34785,174,2003
2003-06-23,"Mallomonas",168,174,2003
2003-06-23,"Merismopedia",12,174,2003
2003-06-23,"Cyclotella",226.1946711,174,2003
2003-06-23,"Asterocapsa",3879.43376,174,2003
2003-06-23,"Lindavia",266.5366431,174,2003
2003-06-23,"Limnothrix",1625.118048,174,2003
2003-06-23,"Microcystis",173.6051751,174,2003
2003-06-23,"Planktolyngabia",4398.229716,174,2003
2003-06-23,"Cf. Komvophoron / Trichormus",166.2745095,174,2003
2003-06-23,"Cryptomonad",12104.5948,174,2003
2003-06-23,"Armored Dinoflagellate",6124.042189,174,2003
2003-06-23,"Lindavia",1583.362697,174,2003
2003-06-23,"Cocconeis",305.2842662,174,2003
2003-06-23,"Dinobryon",5170.435,174,2003
2003-06-23,"Fragilaria",1555.775,174,2003
2003-06-23,"Discostella",3156.932462,174,2003
2003-06-23,"Elakatothrix",5.195218,174,2003
2003-06-23,"Cyanobacteria",174.53914,174,2003
2003-06-23,"Flagellated Green",174.53914,174,2003
2003-06-23,"Asterionella",545.5867498,174,2003
2003-06-23,"Segmented Green",417.167,174,2003
2003-06-23,"Peanut",4674.1805,174,2003
2003-06-23,"Lindavia",226.194671,174,2003
2003-06-23,"Mallomonas",5928,174,2003
2003-06-23,"TotalBiovolume",53497.5692,174,2003
2003-07-21,"Lindavia",222.1138693,202,2003
2003-07-21,"Chroococcus",880,202,2003
2003-07-21,"Mallomonas",432,202,2003
2003-07-21,"Cyanobacteria",87.26957,202,2003
2003-07-21,NA,0,202,2003
2003-07-21,"Limnothrix",767.416856,202,2003
2003-07-21,"Microcystis",505.0332366,202,2003
2003-07-21,"Planktolyngabia",1884.955592,202,2003
2003-07-21,"Cf. Komvophoron / Trichormus",224.9596305,202,2003
2003-07-21,"Cryptomonad",3319.0018,202,2003
2003-07-21,"Armored Dinoflagellate",874.8631698,202,2003
2003-07-21,"Lindavia",1357.168026,202,2003
2003-07-21,"Dinobryon",8272.696,202,2003
2003-07-21,"Fragilaria",9645.805,202,2003
2003-07-21,"Cyclotella",6559.645459,202,2003
2003-07-21,"Elakatothrix",5.195218,202,2003
2003-07-21,"Flagellated Green",87.26957,202,2003
2003-07-21,"Asterionella",545.5867498,202,2003
2003-07-21,"Segmented Green",500.6004,202,2003
2003-07-21,"Peanut",40707.8629,202,2003
2003-07-21,"TotalBiovolume",76879.44305,202,2003
2003-08-20,"Chroococcus",880,232,2003
2003-08-20,"Cyanobacteria",87.26957,232,2003
2003-08-20,NA,0,232,2003
2003-08-20,"Lindavia",88.84554771,232,2003
2003-08-20,"Lindavia",904.778684,232,2003
2003-08-20,"Hippodonta",315.7300617,232,2003
2003-08-20,"Cyclotella",226.194671,232,2003
2003-08-20,"Microcystis",1663.453223,232,2003
2003-08-20,"Cf. Komvophoron / Trichormus",176.055363,232,2003
2003-08-20,"Staurosira",491.8320379,232,2003
2003-08-20,"Limnothrix",914.128902,232,2003
2003-08-20,"Planktolyngabia",3769.911185,232,2003
2003-08-20,"Cf. Komvophoron / Trichormus",117.370242,232,2003
2003-08-20,"Cryptomonad",2928.531,232,2003
2003-08-20,"Naked Dinoflagellate",7003.540037,232,2003
2003-08-20,NA,0,232,2003
2003-08-20,"Cocconeis",4426.62186,232,2003
2003-08-20,"Fragilaria",24270.09,232,2003
2003-08-20,"Cyclotella",7690.618814,232,2003
2003-08-20,"Elakatothrix",72.733052,232,2003
2003-08-20,"Cyanobacteria",349.07828,232,2003
2003-08-20,"Flagellated Green",87.26957,232,2003
2003-08-20,"Asterionella",12548.49524,232,2003
2003-08-20,"Segmented Green",1042.9175,232,2003
2003-08-20,"Peanut",594.8957,232,2003
2003-08-20,"Mallomonas",204,232,2003
2003-08-20,"TotalBiovolume",70854.36054,232,2003
2003-11-13,NA,47.2472,317,2003
2003-11-13,"Dinobryon",12409.044,317,2003
2003-11-13,NA,0,317,2003
2003-11-13,"Chroococcus",440,317,2003
2003-11-13,NA,0,317,2003
2003-11-13,"Cyanobacteria",174.53914,317,2003
2003-11-13,"Hippodonta",315.7300617,317,2003
2003-11-13,NA,0,317,2003
2003-11-13,"Limnothrix",135.426504,317,2003
2003-11-13,"Microcystis",205.1697524,317,2003
2003-11-13,"Planktolyngabia",2827.433389,317,2003
2003-11-13,"Cryptomonad",7418.9452,317,2003
2003-11-13,"Naked Dinoflagellate",7003.540037,317,2003
2003-11-13,"Armored Dinoflagellate",10498.35804,317,2003
2003-11-13,"Lindavia",2035.752039,317,2003
2003-11-13,"Cocconeis",610.5685324,317,2003
2003-11-13,"Fragilaria",2489.24,317,2003
2003-11-13,"Cyclotella",678.584013,317,2003
2003-11-13,"Elakatothrix",5.195218,317,2003
2003-11-13,"Flagellated Green",349.07828,317,2003
2003-11-13,"Segmented Green",1168.0676,317,2003
2003-11-13,"Peanut",53965.5385,317,2003
2003-11-13,"Mallomonas",72,317,2003
2003-11-13,"TotalBiovolume",102849.4575,317,2003
2004-02-18,"Limnothrix",880.272276,49,2004
2004-02-18,"Microcystis",451.3734552,49,2004
2004-02-18,"Microcystis",596.5705107,49,2004
2004-02-18,"Cryptomonad",1366.6478,49,2004
2004-02-18,"Lindavia",113.0973355,49,2004
2004-02-18,"Cocconeis",4884.548259,49,2004
2004-02-18,"Elakatothrix",51.95218,49,2004
2004-02-18,"Flagellated Green",174.53914,49,2004
2004-02-18,"Peanut",1189.7914,49,2004
2004-02-18,"TotalBiovolume",9708.792357,49,2004
2004-04-30,"Microcystis",1540.351372,121,2004
2004-04-30,"Lindavia",44.42277385,121,2004
2004-04-30,"Tabellaria",431.1835917,121,2004
2004-04-30,"Cocconeis",11295.51785,121,2004
2004-04-30,"Chroococcus",880,121,2004
2004-04-30,"Planktolyngabia",6911.503839,121,2004
2004-04-30,"Cryptomonad",9371.2992,121,2004
2004-04-30,"Naked Dinoflagellate",77038.94041,121,2004
2004-04-30,"Lindavia",113.0973355,121,2004
2004-04-30,"Cocconeis",1221.137065,121,2004
2004-04-30,"Dinobryon",10340.87,121,2004
2004-04-30,"Fragilaria",1244.62,121,2004
2004-04-30,NA,0,121,2004
2004-04-30,"Flagellated Green",610.88699,121,2004
2004-04-30,"Segmented Green",1376.6511,121,2004
2004-04-30,"Peanut",509.9106,121,2004
2004-04-30,"Mallomonas",24,121,2004
2004-04-30,"Armored Dinoflagellate",1749.72634,121,2004
2004-04-30,"TotalBiovolume",124704.1185,121,2004
2004-06-22,"Microcystis",782.8015168,174,2004
2004-06-22,"Cocconeis",8547.959454,174,2004
2004-06-22,NA,0,174,2004
2004-06-22,"Lindavia",133.2683216,174,2004
2004-06-22,NA,1545.356039,174,2004
2004-06-22,"Discostella",701.540547,174,2004
2004-06-22,NA,0,174,2004
2004-06-22,"Asterocapsa",3879.43376,174,2004
2004-06-22,"Chroococcus",880,174,2004
2004-06-22,"Tabellaria",431.1835917,174,2004
2004-06-22,NA,0,174,2004
2004-06-22,"Limnothrix",203.139756,174,2004
2004-06-22,"Planktolyngabia",8168.1409,174,2004
2004-06-22,"Cryptomonad",5466.5912,174,2004
2004-06-22,"Naked Dinoflagellate",14007.08007,174,2004
2004-06-22,"Armored Dinoflagellate",1749.72634,174,2004
2004-06-22,"Dinobryon",20681.74,174,2004
2004-06-22,"Fragilaria",4978.48,174,2004
2004-06-22,"Lindavia",3065.171396,174,2004
2004-06-22,"Flagellated Green",1396.31312,174,2004
2004-06-22,"Asterionella",4364.693998,174,2004
2004-06-22,"Segmented Green",834.334,174,2004
2004-06-22,"Mallomonas",54,174,2004
2004-06-22,"TotalBiovolume",81870.95401,174,2004
2004-07-21,"Tabellaria",3449.468734,203,2004
2004-07-21,"Lindavia",133.2683216,203,2004
2004-07-21,"Chroococcus cf. kidneys",27.73324717,203,2004
2004-07-21,"Epithemia",252.8982086,203,2004
2004-07-21,NA,3090.712078,203,2004
2004-07-21,"Asterocapsa",3879.43376,203,2004
2004-07-21,"Cocconeis",152.6421331,203,2004
2004-07-21,"Limnothrix",1958.041537,203,2004
2004-07-21,"Microcystis",31.56457729,203,2004
2004-07-21,"Cryptomonad",6052.2974,203,2004
2004-07-21,NA,0,203,2004
2004-07-21,"Cocconeis",1679.063464,203,2004
2004-07-21,"Dinobryon",10340.87,203,2004
2004-07-21,"Fragilaria",1244.62,203,2004
2004-07-21,"Lindavia",977.3010248,203,2004
2004-07-21,"Elakatothrix",23.378481,203,2004
2004-07-21,"Cyanobacteria",261.80871,203,2004
2004-07-21,"Flagellated Green",872.6957,203,2004
2004-07-21,"Asterionella",1091.1735,203,2004
2004-07-21,"Segmented Green",792.6173,203,2004
2004-07-21,"Peanut",679.8808,203,2004
2004-07-21,"Mallomonas",48,203,2004
2004-07-21,"Aulacoseira",1872.377689,203,2004
2004-07-21,"TotalBiovolume",38911.84667,203,2004
2004-08-16,NA,0,229,2004
2004-08-16,"Tabellaria",1293.550775,229,2004
2004-08-16,"Chroococcus cf. kidneys",27.73324716,229,2004
2004-08-16,"Microcystis",230.4214142,229,2004
2004-08-16,NA,1545.356039,229,2004
2004-08-16,NA,0,229,2004
2004-08-16,"Cosmarium",880,229,2004
2004-08-16,"Limnothrix",1540.476483,229,2004
2004-08-16,"Planktolyngabia",4712.388981,229,2004
2004-08-16,"Cryptomonad",3319.0018,229,2004
2004-08-16,"Naked Dinoflagellate",14007.08007,229,2004
2004-08-16,"Armored Dinoflagellate",1749.72634,229,2004
2004-08-16,"Cocconeis",305.2842662,229,2004
2004-08-16,"Dinobryon",3102.261,229,2004
2004-08-16,"Lindavia",577.4960601,229,2004
2004-08-16,"Elakatothrix",67.537834,229,2004
2004-08-16,"Flagellated Green",349.07828,229,2004
2004-08-16,"Segmented Green",1793.8181,229,2004
2004-08-16,"Peanut",169.9702,229,2004
2004-08-16,"Mallomonas",24,229,2004
2004-08-16,"TotalBiovolume",35695.18089,229,2004
2004-11-10,"Tabellaria",3880.652325,315,2004
2004-11-10,NA,0,315,2004
2004-11-10,"Chroococcus cf. kidneys",83.19974151,315,2004
2004-11-10,NA,0,315,2004
2004-11-10,"Limnothrix",231.353611,315,2004
2004-11-10,"Microcystis",104.1631051,315,2004
2004-11-10,"Cryptomonad",4099.9434,315,2004
2004-11-10,"Naked Dinoflagellate",21010.62011,315,2004
2004-11-10,"Dinobryon",3102.261,315,2004
2004-11-10,"Fragilaria",3733.86,315,2004
2004-11-10,"Lindavia",444.2277385,315,2004
2004-11-10,"Cyanobacteria",349.07828,315,2004
2004-11-10,"Flagellated Green",610.88699,315,2004
2004-11-10,"Segmented Green",2419.5686,315,2004
2004-11-10,"Mallomonas",72,315,2004
2004-11-10,"TotalBiovolume",40141.8149,315,2004
2005-04-20,NA,7726.780195,110,2005
2005-04-20,NA,47.2472,110,2005
2005-04-20,"Planktothrix",1165.46596,110,2005
2005-04-20,"Microcystis",552.3801026,110,2005
2005-04-20,"Limnothrix",118.498191,110,2005
2005-04-20,"Cryptomonad",11909.3594,110,2005
2005-04-20,"Naked Dinoflagellate",49024.78026,110,2005
2005-04-20,"Armored Dinoflagellate",1749.72634,110,2005
2005-04-20,"Cryptomonad",19914.0108,110,2005
2005-04-20,"Cocconeis",2136.989863,110,2005
2005-04-20,"Dinobryon",35158.958,110,2005
2005-04-20,"Fragilaria",5289.635,110,2005
2005-04-20,"Discostella",350.7702735,110,2005
2005-04-20,"Flagellated Green",1483.58269,110,2005
2005-04-20,"Asterionella",1091.1735,110,2005
2005-04-20,"Segmented Green",2836.7356,110,2005
2005-04-20,"Peanut",254.9553,110,2005
2005-04-20,"TotalBiovolume",140811.0487,110,2005
2005-06-13,"Cf. Komvophoron / Trichormus",498.8235285,164,2005
2005-06-13,"Chroococcus cf. kidneys",55.46649434,164,2005
2005-06-13,"Planktothrix",5937.57658,164,2005
2005-06-13,NA,0,164,2005
2005-06-13,NA,0,164,2005
2005-06-13,"Tabellaria",431.1835917,164,2005
2005-06-13,"Stephanodiscus",617.81493,164,2005
2005-06-13,NA,3090.712078,164,2005
2005-06-13,"Planktolyngabia",2199.114858,164,2005
2005-06-13,"Cryptomonad",3904.708,164,2005
2005-06-13,"Naked Dinoflagellate",21010.62011,164,2005
2005-06-13,"Armored Dinoflagellate",1749.72634,164,2005
2005-06-13,"Cryptomonad",585.7062,164,2005
2005-06-13,"Dinobryon",33090.784,164,2005
2005-06-13,"Fragilaria",33604.74,164,2005
2005-06-13,"Cyanobacteria",698.15656,164,2005
2005-06-13,"Flagellated Green",1658.12183,164,2005
2005-06-13,"Segmented Green",1752.1014,164,2005
2005-06-13,"Discostella",2455.391915,164,2005
2005-06-13,"TotalBiovolume",112841.9249,164,2005
2005-07-12,"Chroococcus cf. kidneys",69.33311792,193,2005
2005-07-12,"Mallomonas",136.8,193,2005
2005-07-12,"Planktothrix",6929.7976,193,2005
2005-07-12,NA,0,193,2005
2005-07-12,NA,0,193,2005
2005-07-12,NA,1545.356039,193,2005
2005-07-12,"Limnothrix",169.28313,193,2005
2005-07-12,"Microcystis",164.1358019,193,2005
2005-07-12,"Cf. Komvophoron / Trichormus",1173.70242,193,2005
2005-07-12,"Cryptomonad",8590.3576,193,2005
2005-07-12,"Naked Dinoflagellate",14007.08007,193,2005
2005-07-12,"Armored Dinoflagellate",6998.905358,193,2005
2005-07-12,"Cryptomonad",2928.531,193,2005
2005-07-12,"Dinobryon",8272.696,193,2005
2005-07-12,"Fragilaria",3422.705,193,2005
2005-07-12,"Cyanobacteria",261.80871,193,2005
2005-07-12,"Flagellated Green",2792.62624,193,2005
2005-07-12,"Asterionella",2727.933749,193,2005
2005-07-12,"Segmented Green",4505.4036,193,2005
2005-07-12,"Peanut",424.9255,193,2005
2005-07-12,"Discostella",1403.081094,193,2005
2005-07-12,"TotalBiovolume",66524.46203,193,2005
2005-08-09,"Chroococcus",23320,221,2005
2005-08-09,"Cosmarium",440,221,2005
2005-08-09,"Staurosira",122.9580095,221,2005
2005-08-09,"Cryptomonad",1171.4124,221,2005
2005-08-09,"Armored Dinoflagellate",6124.042189,221,2005
2005-08-09,"Dinobryon",1034.087,221,2005
2005-08-09,"Lindavia",1599.219859,221,2005
2005-08-09,"Cyanobacteria",174.53914,221,2005
2005-08-09,"Flagellated Green",1047.23484,221,2005
2005-08-09,"Segmented Green",750.9006,221,2005
2005-08-09,"Peanut",424.9255,221,2005
2005-08-09,"Discostella",350.7702735,221,2005
2005-08-09,"TotalBiovolume",36120.08981,221,2005
2005-11-15,NA,0,319,2005
2005-11-15,"Mallomonas",48,319,2005
2005-11-15,NA,1545.356039,319,2005
2005-11-15,"Stephanodiscus",154.4537325,319,2005
2005-11-15,"Chroococcus cf. kidneys",13.86662358,319,2005
2005-11-15,"Limnothrix",73.356023,319,2005
2005-11-15,"Cryptomonad",5661.8266,319,2005
2005-11-15,"Naked Dinoflagellate",7003.540037,319,2005
2005-11-15,"Armored Dinoflagellate",2624.589509,319,2005
2005-11-15,"Cryptomonad",195.2354,319,2005
2005-11-15,"Dinobryon",5170.435,319,2005
2005-11-15,"Fragilaria",311.155,319,2005
2005-11-15,"Lindavia",7773.985425,319,2005
2005-11-15,"Flagellated Green",872.6957,319,2005
2005-11-15,"Asterionella",545.5867498,319,2005
2005-11-15,"Segmented Green",2461.2853,319,2005
2005-11-15,"Peanut",3314.4189,319,2005
2005-11-15,"TotalBiovolume",37769.78604,319,2005
2006-02-13,NA,0,44,2006
2006-02-13,"Chroococcus cf. kidneys",13.86662358,44,2006
2006-02-13,NA,0,44,2006
2006-02-13,"Limnothrix",73.356023,44,2006
2006-02-13,"Microcystis",12.62583092,44,2006
2006-02-13,"Cryptomonad",2342.8248,44,2006
2006-02-13,"Naked Dinoflagellate",7003.540037,44,2006
2006-02-13,"Armored Dinoflagellate",1749.72634,44,2006
2006-02-13,"Lindavia",177.6910954,44,2006
2006-02-13,"Elakatothrix",7.792827,44,2006
2006-02-13,"Flagellated Green",87.26957,44,2006
2006-02-13,"Asterionella",1091.1735,44,2006
2006-02-13,"Segmented Green",375.4503,44,2006
2006-02-13,"Peanut",509.9106,44,2006
2006-02-13,"TotalBiovolume",13445.22755,44,2006
2006-04-20,NA,0,110,2006
2006-04-20,"Tetraedron victoriae",47.2472,110,2006
2006-04-20,"Synura",24,110,2006
2006-04-20,"Navicula",186.6048309,110,2006
2006-04-20,NA,1545.356039,110,2006
2006-04-20,"Microcystis",41.03395048,110,2006
2006-04-20,"Cryptomonad",17180.7152,110,2006
2006-04-20,"Naked Dinoflagellate",28014.16015,110,2006
2006-04-20,"Armored Dinoflagellate",41118.56898,110,2006
2006-04-20,"Cryptomonad",585.7062,110,2006
2006-04-20,"Cocconeis",1831.705597,110,2006
2006-04-20,"Dinobryon",6204.522,110,2006
2006-04-20,"Elakatothrix",2.597609,110,2006
2006-04-20,"Flagellated Green",2530.81753,110,2006
2006-04-20,"Segmented Green",5089.4374,110,2006
2006-04-20,"Peanut",1529.7318,110,2006
2006-04-20,"TotalBiovolume",105932.2045,110,2006
2006-06-16,"Lindavia",133.2683216,167,2006
2006-06-16,"Cryptomonad",780.9416,167,2006
2006-06-16,"Nitzschia",102.375,167,2006
2006-06-16,"Mallomonas",441.6,167,2006
2006-06-16,NA,0,167,2006
2006-06-16,"Limnothrix",28.213855,167,2006
2006-06-16,"Microcystis",25.25166183,167,2006
2006-06-16,"Cryptomonad",3904.708,167,2006
2006-06-16,"Armored Dinoflagellate",5249.179019,167,2006
2006-06-16,"Cocconeis",4426.62186,167,2006
2006-06-16,"Dinobryon",70317.916,167,2006
2006-06-16,"Fragilaria",3422.705,167,2006
2006-06-16,"Lindavia",799.6099294,167,2006
2006-06-16,"Cyanobacteria",174.53914,167,2006
2006-06-16,"Flagellated Green",1396.31312,167,2006
2006-06-16,"Asterionella",3819.107249,167,2006
2006-06-16,"Segmented Green",542.3171,167,2006
2006-06-16,"TotalBiovolume",95564.66686,167,2006
2006-07-12,"Mallomonas",120,193,2006
2006-07-12,NA,1545.356039,193,2006
2006-07-12,NA,0,193,2006
2006-07-12,"Cryptomonad",390.4708,193,2006
2006-07-12,"Limnothrix",287.781321,193,2006
2006-07-12,"Microcystis",416.6524202,193,2006
2006-07-12,"Planktolyngabia",21048.67078,193,2006
2006-07-12,"Cf. Komvophoron / Trichormus",244.5213375,193,2006
2006-07-12,"Cryptomonad",2342.8248,193,2006
2006-07-12,"Armored Dinoflagellate",2624.589509,193,2006
2006-07-12,"Cryptomonad",1757.1186,193,2006
2006-07-12,"Dinobryon",38261.219,193,2006
2006-07-12,"Fragilaria",2800.395,193,2006
2006-07-12,"Lindavia",1688.065406,193,2006
2006-07-12,"Elakatothrix",119.490014,193,2006
2006-07-12,"Flagellated Green",1832.66097,193,2006
2006-07-12,"Segmented Green",1209.7843,193,2006
2006-07-12,"Peanut",84.9851,193,2006
2006-07-12,"TotalBiovolume",76774.5854,193,2006
2006-08-09,"Cryptomonad",195.2354,221,2006
2006-08-09,"Limnothrix",665.846978,221,2006
2006-08-09,"Microcystis",520.8155253,221,2006
2006-08-09,"Planktolyngabia",3455.751919,221,2006
2006-08-09,"Cf. Komvophoron / Trichormus",332.549019,221,2006
2006-08-09,"Cryptomonad",4295.1788,221,2006
2006-08-09,"Dinobryon",3102.261,221,2006
2006-08-09,"Fragilaria",1555.775,221,2006
2006-08-09,"Lindavia",1465.951537,221,2006
2006-08-09,"Elakatothrix",168.844585,221,2006
2006-08-09,"Flagellated Green",872.6957,221,2006
2006-08-09,"Segmented Green",542.3171,221,2006
2006-08-09,"Peanut",509.9106,221,2006
2006-08-09,NA,0,221,2006
2006-08-09,NA,0,221,2006
2006-08-09,"Armored Dinoflagellate",874.8631698,221,2006
2006-08-09,"TotalBiovolume",18557.99633,221,2006
2006-10-30,NA,0,303,2006
2006-10-30,"Mallomonas",96,303,2006
2006-10-30,NA,0,303,2006
2006-10-30,"Cryptomonad",195.2354,303,2006
2006-10-30,"Lindavia",44.42277385,303,2006
2006-10-30,NA,0,303,2006
2006-10-30,"Limnothrix",299.066863,303,2006
2006-10-30,"Microcystis",22.0952041,303,2006
2006-10-30,"Planktolyngabia",8168.1409,303,2006
2006-10-30,"Cryptomonad",4685.6496,303,2006
2006-10-30,"Naked Dinoflagellate",7003.540037,303,2006
2006-10-30,"Armored Dinoflagellate",3499.452679,303,2006
2006-10-30,"Dinobryon",12409.044,303,2006
2006-10-30,"Fragilaria",2800.395,303,2006
2006-10-30,"Lindavia",5019.773446,303,2006
2006-10-30,"Elakatothrix",12.988045,303,2006
2006-10-30,"Flagellated Green",2356.27839,303,2006
2006-10-30,"Segmented Green",2336.1352,303,2006
2006-10-30,"Peanut",339.9404,303,2006
2006-10-30,"TotalBiovolume",49288.15794,303,2006
2007-02-20,NA,4636.068117,51,2007
2007-02-20,"Cryptomonad",195.2354,51,2007
2007-02-20,"Cyclotella",339.2920065,51,2007
2007-02-20,"Stephanodiscus",154.4537325,51,2007
2007-02-20,"Limnothrix",50.784939,51,2007
2007-02-20,"Microcystis",148.3535133,51,2007
2007-02-20,"Cryptomonad",1561.8832,51,2007
2007-02-20,"Naked Dinoflagellate",14007.08007,51,2007
2007-02-20,"Cocconeis",4884.548259,51,2007
2007-02-20,"Dinobryon",5170.435,51,2007
2007-02-20,"Fragilaria",4667.325,51,2007
2007-02-20,"Lindavia",533.0732863,51,2007
2007-02-20,"Flagellated Green",2967.16538,51,2007
2007-02-20,"Asterionella",1636.760249,51,2007
2007-02-20,"Segmented Green",2586.4354,51,2007
2007-02-20,"TotalBiovolume",43538.89356,51,2007
2007-04-24,NA,3090.712078,114,2007
2007-04-24,"Cryptomonad",976.177,114,2007
2007-04-24,NA,0,114,2007
2007-04-24,"Sellaphora",110,114,2007
2007-04-24,"Planktolyngabia",5969.026043,114,2007
2007-04-24,"Cryptomonad",7223.7098,114,2007
2007-04-24,"Naked Dinoflagellate",21010.62011,114,2007
2007-04-24,"Armored Dinoflagellate",1749.72634,114,2007
2007-04-24,"Cryptomonad",1366.6478,114,2007
2007-04-24,"Small Chroococcus",285,114,2007
2007-04-24,"Dinobryon",3102.261,114,2007
2007-04-24,"Fragilaria",6534.255,114,2007
2007-04-24,"Lindavia",133.2683216,114,2007
2007-04-24,"Flagellated Green",4276.20893,114,2007
2007-04-24,"Asterionella",545.5867498,114,2007
2007-04-24,"Segmented Green",1376.6511,114,2007
2007-04-24,"TotalBiovolume",57749.85027,114,2007
2007-06-19,"Sellaphora",220,170,2007
