"sampledate","species_name","density"
1988-08-31,"CERIODAPHNIA",0
1988-08-31,"GASTROPUS STYLIFER",0
1988-08-31,"DIACYCLOPS THOMASI",0
1988-08-31,"LEPADELLA TRIPTERA",0
1988-08-31,"CONOCHILOIDES",0
1988-08-31,"CONOCHILUS",0
1988-08-31,"DAPHNIA PARVULA",0
1988-08-31,"KELLICOTTIA BOSTONIENSIS",0
1988-08-31,"DAPHNIA MENDOTAE",0
1988-08-31,"KERATELLA HIEMALIS",0
1988-08-31,"ACANTHOCYCLOPS VERNALIS",0
1988-08-31,"FILINIA TERMINALIS",0
1988-08-31,"KERATELLA QUADRATA",0
1988-08-31,"ORTHOCYCLOPS MODESTUS",0
1988-08-31,"TRICHOCERCA",0
1988-08-31,"DAPHNIA",0
1988-08-31,"KELLICOTTIA LONGISPINA",0
1988-08-31,"POLYARTHRA REMATA",0
1988-08-31,"KERATELLA COCHLEARIS",8.6
1988-08-31,"MONOSTYLA",0
1988-08-31,"LECANE",1.1
1988-08-31,"TRICHOCERCA MULTICRINIS",0
1988-08-31,"CALANOID",0
1988-08-31,"SKISTODIAPTOMUS OREGONENSIS",2.2
1988-08-31,"DIAPHANOSOMA BIRGEI",0
1988-08-31,"MESOCYCLOPS EDAX",0
1988-08-31,"DIAPHANOSOMA",0
1988-08-31,"ASCOMORPHA OVALIS",0
1988-08-31,"GASTROPUS",1.1
1988-08-31,"UNKNOWN",0
1988-08-31,"POLYARTHRA",0
1988-08-31,"UNKNOWN ROTIFER",0
1988-08-31,"LECANE INERMIS",0
1988-08-31,"TRICHOCERCA CYLINDRICA",0
1988-08-31,"LECANE MIRA",0
1988-08-31,"MANFREDIUM EUDACTYLOTUM",0
1988-08-31,"KERATELLA CRASSA",0
1988-08-31,"BRACHIONUS",0
1988-08-31,"MONOSTYLA OBTUSA",0
1988-08-31,"KERATELLA",0
1988-08-31,"ASCOMORPHA SALTANS",0
1988-08-31,"EPISCHURA LACUSTRIS",0
1988-08-31,"DAPHNIA AMBIGUA",0
1988-08-31,"LECANE TUDICOLA",0
1988-08-31,"LEPADELLA",0
1988-08-31,"CEPHALODELLA",0
1988-08-31,"NOTOMMATA",0
1988-08-31,"KERATELLA EARLINAE",0
1988-08-31,"KERATELLA TESTUDO",0
1988-08-31,"LEPADELLA ACUMINATA",0
1988-08-31,"EUCHLANIS",0
1988-08-31,"PLOESOMA LENTICULARE",0
1988-08-31,"TRICHOTRIA",0
1988-08-31,"POLYARTHRA MAJOR",0
1988-08-31,"CLADOCERAN",0
1988-08-31,"ENCENTRUM",0
1988-08-31,"SCAPHOLEBERIS",0
1988-08-31,"HOLOPEDIUM",0
1988-08-31,"LEPADELLA PATELLA",0
1988-08-31,"TRICHOCERCA ROUSSELETI",0
1988-08-31,"NOTHOLCA MICHIGANENSIS",0
1988-09-28,"ASCOMORPHA",0
1988-09-28,"ASCOMORPHA ECAUDIS",0
1988-09-28,"BOSMINIDAE",4.1
1988-09-28,"CHYDORUS",0
1988-09-28,"KERATELLA TAUROCEPHALA",47.3
1988-09-28,"KERATELLA TICINENSIS",14.4
1988-09-28,"TROPOCYCLOPS PRASINUS MEXICANUS",5.1
1988-09-28,"ASPLANCHNA",0
1988-09-28,"COPEPOD NAUPLII",2.1
1988-09-28,"CYCLOPOID",0
1988-09-28,"LECANE TENUISETA",0
1988-09-28,"MONOSTYLA LUNARIS",0
1988-09-28,"SYNCHAETA",0
1988-09-28,"DAPHNIA PULICARIA",7.2
1988-09-28,"GASTROPUS HYPTOPUS",0
1988-09-28,"HOLOPEDIUM GIBBERUM",0
1988-09-28,"POLYARTHRA VULGARIS",2.1
1988-09-28,"TRICHOCERCA BIROSTRIS",0
1988-09-28,"CERIODAPHNIA",0
1988-09-28,"GASTROPUS STYLIFER",0
1988-09-28,"DIACYCLOPS THOMASI",0
1988-09-28,"LEPADELLA TRIPTERA",0
1988-09-28,"CONOCHILOIDES",0
1988-09-28,"CONOCHILUS",0
1988-09-28,"DAPHNIA PARVULA",0
1988-09-28,"KELLICOTTIA BOSTONIENSIS",0
1988-09-28,"DAPHNIA MENDOTAE",0
1988-09-28,"KERATELLA HIEMALIS",0
1988-09-28,"ACANTHOCYCLOPS VERNALIS",0
1988-09-28,"FILINIA TERMINALIS",0
1988-09-28,"KERATELLA QUADRATA",0
1988-09-28,"ORTHOCYCLOPS MODESTUS",0
1988-09-28,"TRICHOCERCA",0
1988-09-28,"DAPHNIA",0
1988-09-28,"KELLICOTTIA LONGISPINA",0
1988-09-28,"POLYARTHRA REMATA",0
1988-09-28,"KERATELLA COCHLEARIS",1
1988-09-28,"MONOSTYLA",0
1988-09-28,"LECANE",0
1988-09-28,"TRICHOCERCA MULTICRINIS",0
1988-09-28,"CALANOID",0
1988-09-28,"SKISTODIAPTOMUS OREGONENSIS",4.1
1988-09-28,"DIAPHANOSOMA BIRGEI",0
1988-09-28,"MESOCYCLOPS EDAX",0
1988-09-28,"DIAPHANOSOMA",0
1988-09-28,"ASCOMORPHA OVALIS",0
1988-09-28,"GASTROPUS",0
1988-09-28,"UNKNOWN",1
1988-09-28,"POLYARTHRA",0
1988-09-28,"UNKNOWN ROTIFER",0
1988-09-28,"LECANE INERMIS",0
1988-09-28,"TRICHOCERCA CYLINDRICA",0
1988-09-28,"LECANE MIRA",0
1988-09-28,"MANFREDIUM EUDACTYLOTUM",0
1988-09-28,"KERATELLA CRASSA",0
1988-09-28,"BRACHIONUS",0
1988-09-28,"MONOSTYLA OBTUSA",0
1988-09-28,"KERATELLA",0
1988-09-28,"ASCOMORPHA SALTANS",0
1988-09-28,"EPISCHURA LACUSTRIS",0
1988-09-28,"DAPHNIA AMBIGUA",0
1988-09-28,"LECANE TUDICOLA",0
1988-09-28,"LEPADELLA",0
1988-09-28,"CEPHALODELLA",0
1988-09-28,"NOTOMMATA",0
1988-09-28,"KERATELLA EARLINAE",0
1988-09-28,"KERATELLA TESTUDO",0
1988-09-28,"LEPADELLA ACUMINATA",0
1988-09-28,"EUCHLANIS",0
1988-09-28,"PLOESOMA LENTICULARE",0
1988-09-28,"TRICHOTRIA",0
1988-09-28,"POLYARTHRA MAJOR",0
1988-09-28,"CLADOCERAN",0
1988-09-28,"ENCENTRUM",0
1988-09-28,"SCAPHOLEBERIS",0
1988-09-28,"HOLOPEDIUM",0
1988-09-28,"LEPADELLA PATELLA",0
1988-09-28,"TRICHOCERCA ROUSSELETI",0
1988-09-28,"NOTHOLCA MICHIGANENSIS",0
1988-10-11,"ASCOMORPHA",0
1988-10-11,"ASCOMORPHA ECAUDIS",0
1988-10-11,"BOSMINIDAE",3.2
1988-10-11,"CHYDORUS",0
1988-10-11,"KERATELLA TAUROCEPHALA",161.6
1988-10-11,"KERATELLA TICINENSIS",37.4
1988-10-11,"TROPOCYCLOPS PRASINUS MEXICANUS",7.5
1988-10-11,"ASPLANCHNA",0
1988-10-11,"COPEPOD NAUPLII",2.1
1988-10-11,"CYCLOPOID",0
1988-10-11,"LECANE TENUISETA",0
1988-10-11,"MONOSTYLA LUNARIS",0
1988-10-11,"SYNCHAETA",0
1988-10-11,"DAPHNIA PULICARIA",0
1988-10-11,"GASTROPUS HYPTOPUS",0
1988-10-11,"HOLOPEDIUM GIBBERUM",0
1988-10-11,"POLYARTHRA VULGARIS",16
1988-10-11,"TRICHOCERCA BIROSTRIS",0
1988-10-11,"CERIODAPHNIA",0
1988-10-11,"GASTROPUS STYLIFER",0
1988-10-11,"DIACYCLOPS THOMASI",0
1988-10-11,"LEPADELLA TRIPTERA",0
1988-10-11,"CONOCHILOIDES",0
1988-10-11,"CONOCHILUS",0
1988-10-11,"DAPHNIA PARVULA",0
1988-10-11,"KELLICOTTIA BOSTONIENSIS",0
1988-10-11,"DAPHNIA MENDOTAE",0
1988-10-11,"KERATELLA HIEMALIS",0
1988-10-11,"ACANTHOCYCLOPS VERNALIS",0
1988-10-11,"FILINIA TERMINALIS",0
1988-10-11,"KERATELLA QUADRATA",0
1988-10-11,"ORTHOCYCLOPS MODESTUS",0
1988-10-11,"TRICHOCERCA",0
1988-10-11,"DAPHNIA",0
1988-10-11,"KELLICOTTIA LONGISPINA",0
1988-10-11,"POLYARTHRA REMATA",0
1988-10-11,"KERATELLA COCHLEARIS",27.8
1988-10-11,"MONOSTYLA",1.1
1988-10-11,"LECANE",0
1988-10-11,"TRICHOCERCA MULTICRINIS",0
1988-10-11,"CALANOID",0
1988-10-11,"SKISTODIAPTOMUS OREGONENSIS",7.4
1988-10-11,"DIAPHANOSOMA BIRGEI",0
1988-10-11,"MESOCYCLOPS EDAX",0
1988-10-11,"DIAPHANOSOMA",0
1988-10-11,"ASCOMORPHA OVALIS",0
1988-10-11,"GASTROPUS",0
1988-10-11,"UNKNOWN",0
1988-10-11,"POLYARTHRA",0
1988-10-11,"UNKNOWN ROTIFER",0
1988-10-11,"LECANE INERMIS",0
1988-10-11,"TRICHOCERCA CYLINDRICA",0
1988-10-11,"LECANE MIRA",0
1988-10-11,"MANFREDIUM EUDACTYLOTUM",0
1988-10-11,"KERATELLA CRASSA",0
1988-10-11,"BRACHIONUS",0
1988-10-11,"MONOSTYLA OBTUSA",0
1988-10-11,"KERATELLA",0
1988-10-11,"ASCOMORPHA SALTANS",0
1988-10-11,"EPISCHURA LACUSTRIS",0
1988-10-11,"DAPHNIA AMBIGUA",0
1988-10-11,"LECANE TUDICOLA",0
1988-10-11,"LEPADELLA",0
1988-10-11,"CEPHALODELLA",0
1988-10-11,"NOTOMMATA",0
1988-10-11,"KERATELLA EARLINAE",0
1988-10-11,"KERATELLA TESTUDO",0
1988-10-11,"LEPADELLA ACUMINATA",0
1988-10-11,"EUCHLANIS",0
1988-10-11,"PLOESOMA LENTICULARE",0
1988-10-11,"TRICHOTRIA",0
1988-10-11,"POLYARTHRA MAJOR",0
1988-10-11,"CLADOCERAN",0
1988-10-11,"ENCENTRUM",0
1988-10-11,"SCAPHOLEBERIS",0
1988-10-11,"HOLOPEDIUM",0
1988-10-11,"LEPADELLA PATELLA",0
1988-10-11,"TRICHOCERCA ROUSSELETI",0
1988-10-11,"NOTHOLCA MICHIGANENSIS",0
1988-10-25,"ASCOMORPHA",0
1988-10-25,"ASCOMORPHA ECAUDIS",0
1988-10-25,"BOSMINIDAE",2.1
1988-10-25,"CHYDORUS",0
1988-10-25,"KERATELLA TAUROCEPHALA",159.5
1988-10-25,"KERATELLA TICINENSIS",78.2
1988-10-25,"TROPOCYCLOPS PRASINUS MEXICANUS",11.3
1988-10-25,"ASPLANCHNA",0
1988-10-25,"COPEPOD NAUPLII",2.1
1988-10-25,"CYCLOPOID",0
1988-10-25,"LECANE TENUISETA",0
1988-10-25,"MONOSTYLA LUNARIS",0
1988-10-25,"SYNCHAETA",0
1988-10-25,"DAPHNIA PULICARIA",3.1
1988-10-25,"GASTROPUS HYPTOPUS",0
1988-10-25,"HOLOPEDIUM GIBBERUM",0
1988-10-25,"POLYARTHRA VULGARIS",0
1988-10-25,"TRICHOCERCA BIROSTRIS",0
1988-10-25,"CERIODAPHNIA",0
1988-10-25,"GASTROPUS STYLIFER",0
1988-10-25,"DIACYCLOPS THOMASI",0
1988-10-25,"LEPADELLA TRIPTERA",0
1988-10-25,"CONOCHILOIDES",0
1988-10-25,"CONOCHILUS",0
1988-10-25,"DAPHNIA PARVULA",0
1988-10-25,"KELLICOTTIA BOSTONIENSIS",0
1988-10-25,"DAPHNIA MENDOTAE",0
1988-10-25,"KERATELLA HIEMALIS",0
1988-10-25,"ACANTHOCYCLOPS VERNALIS",0
1988-10-25,"FILINIA TERMINALIS",0
1988-10-25,"KERATELLA QUADRATA",0
1988-10-25,"ORTHOCYCLOPS MODESTUS",0
1988-10-25,"TRICHOCERCA",0
1988-10-25,"DAPHNIA",0
1988-10-25,"KELLICOTTIA LONGISPINA",0
1988-10-25,"POLYARTHRA REMATA",0
1988-10-25,"KERATELLA COCHLEARIS",53.5
1988-10-25,"MONOSTYLA",0
1988-10-25,"LECANE",0
1988-10-25,"TRICHOCERCA MULTICRINIS",0
1988-10-25,"CALANOID",0
1988-10-25,"SKISTODIAPTOMUS OREGONENSIS",5.2
1988-10-25,"DIAPHANOSOMA BIRGEI",0
1988-10-25,"MESOCYCLOPS EDAX",0
1988-10-25,"DIAPHANOSOMA",0
1988-10-25,"ASCOMORPHA OVALIS",0
1988-10-25,"GASTROPUS",1
1988-10-25,"UNKNOWN",0
1988-10-25,"POLYARTHRA",17.5
1988-10-25,"UNKNOWN ROTIFER",0
1988-10-25,"LECANE INERMIS",0
1988-10-25,"TRICHOCERCA CYLINDRICA",0
1988-10-25,"LECANE MIRA",0
1988-10-25,"MANFREDIUM EUDACTYLOTUM",0
1988-10-25,"KERATELLA CRASSA",0
1988-10-25,"BRACHIONUS",0
1988-10-25,"MONOSTYLA OBTUSA",0
1988-10-25,"KERATELLA",0
1988-10-25,"ASCOMORPHA SALTANS",0
1988-10-25,"EPISCHURA LACUSTRIS",0
1988-10-25,"DAPHNIA AMBIGUA",0
1988-10-25,"LECANE TUDICOLA",0
1988-10-25,"LEPADELLA",0
1988-10-25,"CEPHALODELLA",0
1988-10-25,"NOTOMMATA",0
1988-10-25,"KERATELLA EARLINAE",0
1988-10-25,"KERATELLA TESTUDO",0
1988-10-25,"LEPADELLA ACUMINATA",0
1988-10-25,"EUCHLANIS",0
1988-10-25,"PLOESOMA LENTICULARE",0
1988-10-25,"TRICHOTRIA",0
1988-10-25,"POLYARTHRA MAJOR",0
1988-10-25,"CLADOCERAN",0
1988-10-25,"ENCENTRUM",0
1988-10-25,"SCAPHOLEBERIS",0
1988-10-25,"HOLOPEDIUM",0
1988-10-25,"LEPADELLA PATELLA",0
1988-10-25,"TRICHOCERCA ROUSSELETI",0
1988-10-25,"NOTHOLCA MICHIGANENSIS",0
1988-11-03,"ASCOMORPHA",2
1988-11-03,"ASCOMORPHA ECAUDIS",1
1988-11-03,"BOSMINIDAE",2
1988-11-03,"CHYDORUS",0
1988-11-03,"KERATELLA TAUROCEPHALA",116.8
1988-11-03,"KERATELLA TICINENSIS",50.5
1988-11-03,"TROPOCYCLOPS PRASINUS MEXICANUS",6
1988-11-03,"ASPLANCHNA",0
1988-11-03,"COPEPOD NAUPLII",0
1988-11-03,"CYCLOPOID",0
1988-11-03,"LECANE TENUISETA",0
1988-11-03,"MONOSTYLA LUNARIS",1
1988-11-03,"SYNCHAETA",0
1988-11-03,"DAPHNIA PULICARIA",0
1988-11-03,"GASTROPUS HYPTOPUS",0
1988-11-03,"HOLOPEDIUM GIBBERUM",0
1988-11-03,"POLYARTHRA VULGARIS",0
1988-11-03,"TRICHOCERCA BIROSTRIS",4
1988-11-03,"CERIODAPHNIA",0
1988-11-03,"GASTROPUS STYLIFER",0
1988-11-03,"DIACYCLOPS THOMASI",0
1988-11-03,"LEPADELLA TRIPTERA",0
1988-11-03,"CONOCHILOIDES",1
1988-11-03,"CONOCHILUS",0
1988-11-03,"DAPHNIA PARVULA",0
1988-11-03,"KELLICOTTIA BOSTONIENSIS",0
1988-11-03,"DAPHNIA MENDOTAE",0
1988-11-03,"KERATELLA HIEMALIS",0
1988-11-03,"ACANTHOCYCLOPS VERNALIS",0
1988-11-03,"FILINIA TERMINALIS",0
1988-11-03,"KERATELLA QUADRATA",0
1988-11-03,"ORTHOCYCLOPS MODESTUS",0
1988-11-03,"TRICHOCERCA",0
1988-11-03,"DAPHNIA",0
1988-11-03,"KELLICOTTIA LONGISPINA",0
1988-11-03,"POLYARTHRA REMATA",0
1988-11-03,"KERATELLA COCHLEARIS",0
1988-11-03,"MONOSTYLA",0
1988-11-03,"LECANE",0
1988-11-03,"TRICHOCERCA MULTICRINIS",0
1988-11-03,"CALANOID",0
1988-11-03,"SKISTODIAPTOMUS OREGONENSIS",1
1988-11-03,"DIAPHANOSOMA BIRGEI",0
1988-11-03,"MESOCYCLOPS EDAX",0
1988-11-03,"DIAPHANOSOMA",0
1988-11-03,"ASCOMORPHA OVALIS",0
1988-11-03,"GASTROPUS",0
1988-11-03,"UNKNOWN",0
1988-11-03,"POLYARTHRA",0
1988-11-03,"UNKNOWN ROTIFER",0
1988-11-03,"LECANE INERMIS",0
1988-11-03,"TRICHOCERCA CYLINDRICA",0
1988-11-03,"LECANE MIRA",0
1988-11-03,"MANFREDIUM EUDACTYLOTUM",0
1988-11-03,"KERATELLA CRASSA",0
1988-11-03,"BRACHIONUS",0
1988-11-03,"MONOSTYLA OBTUSA",0
1988-11-03,"KERATELLA",0
1988-11-03,"ASCOMORPHA SALTANS",0
1988-11-03,"EPISCHURA LACUSTRIS",0
1988-11-03,"DAPHNIA AMBIGUA",0
1988-11-03,"LECANE TUDICOLA",0
1988-11-03,"LEPADELLA",0
1988-11-03,"CEPHALODELLA",0
1988-11-03,"NOTOMMATA",0
1988-11-03,"KERATELLA EARLINAE",0
1988-11-03,"KERATELLA TESTUDO",0
1988-11-03,"LEPADELLA ACUMINATA",0
1988-11-03,"EUCHLANIS",0
1988-11-03,"PLOESOMA LENTICULARE",0
1988-11-03,"TRICHOTRIA",0
1988-11-03,"POLYARTHRA MAJOR",0
1988-11-03,"CLADOCERAN",0
1988-11-03,"ENCENTRUM",0
1988-11-03,"SCAPHOLEBERIS",0
1988-11-03,"HOLOPEDIUM",0
1988-11-03,"LEPADELLA PATELLA",0
1988-11-03,"TRICHOCERCA ROUSSELETI",0
1988-11-03,"NOTHOLCA MICHIGANENSIS",0
1989-01-17,"ASCOMORPHA",0
1989-01-17,"ASCOMORPHA ECAUDIS",0
1989-01-17,"BOSMINIDAE",0
1989-01-17,"CHYDORUS",0
1989-01-17,"KERATELLA TAUROCEPHALA",536
1989-01-17,"KERATELLA TICINENSIS",117.3
1989-01-17,"TROPOCYCLOPS PRASINUS MEXICANUS",2.1
1989-01-17,"ASPLANCHNA",0
1989-01-17,"COPEPOD NAUPLII",2.1
1989-01-17,"CYCLOPOID",0
1989-01-17,"LECANE TENUISETA",0
1989-01-17,"MONOSTYLA LUNARIS",0
1989-01-17,"SYNCHAETA",0
1989-01-17,"DAPHNIA PULICARIA",0
1989-01-17,"GASTROPUS HYPTOPUS",0
1989-01-17,"HOLOPEDIUM GIBBERUM",0
1989-01-17,"POLYARTHRA VULGARIS",0
1989-01-17,"TRICHOCERCA BIROSTRIS",0
1989-01-17,"CERIODAPHNIA",0
1989-01-17,"GASTROPUS STYLIFER",0
1989-01-17,"DIACYCLOPS THOMASI",0
1989-01-17,"LEPADELLA TRIPTERA",0
1989-01-17,"CONOCHILOIDES",0
1989-01-17,"CONOCHILUS",0
1989-01-17,"DAPHNIA PARVULA",0
1989-01-17,"KELLICOTTIA BOSTONIENSIS",0
1989-01-17,"DAPHNIA MENDOTAE",0
1989-01-17,"KERATELLA HIEMALIS",0
1989-01-17,"ACANTHOCYCLOPS VERNALIS",0
1989-01-17,"FILINIA TERMINALIS",0
1989-01-17,"KERATELLA QUADRATA",0
1989-01-17,"ORTHOCYCLOPS MODESTUS",0
1989-01-17,"TRICHOCERCA",0
1989-01-17,"DAPHNIA",0
1989-01-17,"KELLICOTTIA LONGISPINA",0
1989-01-17,"POLYARTHRA REMATA",0
1989-01-17,"KERATELLA COCHLEARIS",94.7
1989-01-17,"MONOSTYLA",0
1989-01-17,"LECANE",0
1989-01-17,"TRICHOCERCA MULTICRINIS",0
1989-01-17,"CALANOID",0
1989-01-17,"SKISTODIAPTOMUS OREGONENSIS",19.5
1989-01-17,"DIAPHANOSOMA BIRGEI",0
1989-01-17,"MESOCYCLOPS EDAX",0
1989-01-17,"DIAPHANOSOMA",0
1989-01-17,"ASCOMORPHA OVALIS",0
1989-01-17,"GASTROPUS",5.1
1989-01-17,"UNKNOWN",2.1
1989-01-17,"POLYARTHRA",7.2
1989-01-17,"UNKNOWN ROTIFER",17.5
1989-01-17,"LECANE INERMIS",0
1989-01-17,"TRICHOCERCA CYLINDRICA",0
1989-01-17,"LECANE MIRA",0
1989-01-17,"MANFREDIUM EUDACTYLOTUM",0
1989-01-17,"KERATELLA CRASSA",0
1989-01-17,"BRACHIONUS",0
1989-01-17,"MONOSTYLA OBTUSA",0
1989-01-17,"KERATELLA",0
1989-01-17,"ASCOMORPHA SALTANS",0
1989-01-17,"EPISCHURA LACUSTRIS",0
1989-01-17,"DAPHNIA AMBIGUA",0
1989-01-17,"LECANE TUDICOLA",0
1989-01-17,"LEPADELLA",0
1989-01-17,"CEPHALODELLA",0
1989-01-17,"NOTOMMATA",0
1989-01-17,"KERATELLA EARLINAE",0
1989-01-17,"KERATELLA TESTUDO",0
1989-01-17,"LEPADELLA ACUMINATA",0
1989-01-17,"EUCHLANIS",0
1989-01-17,"PLOESOMA LENTICULARE",0
1989-01-17,"TRICHOTRIA",0
1989-01-17,"POLYARTHRA MAJOR",0
1989-01-17,"CLADOCERAN",0
1989-01-17,"ENCENTRUM",0
1989-01-17,"SCAPHOLEBERIS",0
1989-01-17,"HOLOPEDIUM",0
1989-01-17,"LEPADELLA PATELLA",0
1989-01-17,"TRICHOCERCA ROUSSELETI",0
1989-01-17,"NOTHOLCA MICHIGANENSIS",0
1989-03-06,"ASCOMORPHA",0
1989-03-06,"ASCOMORPHA ECAUDIS",33.6
1989-03-06,"BOSMINIDAE",11.6
1989-03-06,"CHYDORUS",0
1989-03-06,"KERATELLA TAUROCEPHALA",521.1
1989-03-06,"KERATELLA TICINENSIS",354
1989-03-06,"TROPOCYCLOPS PRASINUS MEXICANUS",4.2
1989-03-06,"ASPLANCHNA",3.2
1989-03-06,"COPEPOD NAUPLII",0
1989-03-06,"CYCLOPOID",0
1989-03-06,"LECANE TENUISETA",0
1989-03-06,"MONOSTYLA LUNARIS",0
1989-03-06,"SYNCHAETA",0
1989-03-06,"DAPHNIA PULICARIA",0
1989-03-06,"GASTROPUS HYPTOPUS",0
1989-03-06,"HOLOPEDIUM GIBBERUM",0
1989-03-06,"POLYARTHRA VULGARIS",1.1
1989-03-06,"TRICHOCERCA BIROSTRIS",0
1989-03-06,"CERIODAPHNIA",0
1989-03-06,"GASTROPUS STYLIFER",0
1989-03-06,"DIACYCLOPS THOMASI",0
1989-03-06,"LEPADELLA TRIPTERA",0
1989-03-06,"CONOCHILOIDES",1.1
1989-03-06,"CONOCHILUS",0
1989-03-06,"DAPHNIA PARVULA",0
1989-03-06,"KELLICOTTIA BOSTONIENSIS",0
1989-03-06,"DAPHNIA MENDOTAE",0
1989-03-06,"KERATELLA HIEMALIS",0
1989-03-06,"ACANTHOCYCLOPS VERNALIS",0
1989-03-06,"FILINIA TERMINALIS",0
1989-03-06,"KERATELLA QUADRATA",0
1989-03-06,"ORTHOCYCLOPS MODESTUS",0
1989-03-06,"TRICHOCERCA",0
1989-03-06,"DAPHNIA",0
1989-03-06,"KELLICOTTIA LONGISPINA",0
1989-03-06,"POLYARTHRA REMATA",0
1989-03-06,"KERATELLA COCHLEARIS",0
1989-03-06,"MONOSTYLA",0
1989-03-06,"LECANE",0
1989-03-06,"TRICHOCERCA MULTICRINIS",0
1989-03-06,"CALANOID",0
1989-03-06,"SKISTODIAPTOMUS OREGONENSIS",21.5
1989-03-06,"DIAPHANOSOMA BIRGEI",0
1989-03-06,"MESOCYCLOPS EDAX",0
1989-03-06,"DIAPHANOSOMA",0
1989-03-06,"ASCOMORPHA OVALIS",0
1989-03-06,"GASTROPUS",0
1989-03-06,"UNKNOWN",0
1989-03-06,"POLYARTHRA",0
1989-03-06,"UNKNOWN ROTIFER",0
1989-03-06,"LECANE INERMIS",0
1989-03-06,"TRICHOCERCA CYLINDRICA",0
1989-03-06,"LECANE MIRA",0
1989-03-06,"MANFREDIUM EUDACTYLOTUM",0
1989-03-06,"KERATELLA CRASSA",0
1989-03-06,"BRACHIONUS",0
1989-03-06,"MONOSTYLA OBTUSA",0
1989-03-06,"KERATELLA",0
1989-03-06,"ASCOMORPHA SALTANS",0
1989-03-06,"EPISCHURA LACUSTRIS",0
1989-03-06,"DAPHNIA AMBIGUA",0
1989-03-06,"LECANE TUDICOLA",0
1989-03-06,"LEPADELLA",0
1989-03-06,"CEPHALODELLA",0
1989-03-06,"NOTOMMATA",0
1989-03-06,"KERATELLA EARLINAE",0
1989-03-06,"KERATELLA TESTUDO",0
1989-03-06,"LEPADELLA ACUMINATA",0
1989-03-06,"EUCHLANIS",0
1989-03-06,"PLOESOMA LENTICULARE",0
1989-03-06,"TRICHOTRIA",0
1989-03-06,"POLYARTHRA MAJOR",0
1989-03-06,"CLADOCERAN",0
1989-03-06,"ENCENTRUM",0
1989-03-06,"SCAPHOLEBERIS",0
1989-03-06,"HOLOPEDIUM",0
1989-03-06,"LEPADELLA PATELLA",0
1989-03-06,"TRICHOCERCA ROUSSELETI",0
1989-03-06,"NOTHOLCA MICHIGANENSIS",0
1989-05-03,"ASCOMORPHA",5.6
1989-05-03,"ASCOMORPHA ECAUDIS",2.8
1989-05-03,"BOSMINIDAE",0
1989-05-03,"CHYDORUS",0
1989-05-03,"KERATELLA TAUROCEPHALA",16.7
1989-05-03,"KERATELLA TICINENSIS",59.9
1989-05-03,"TROPOCYCLOPS PRASINUS MEXICANUS",6.1
1989-05-03,"ASPLANCHNA",0.5
1989-05-03,"COPEPOD NAUPLII",20
1989-05-03,"CYCLOPOID",0
1989-05-03,"LECANE TENUISETA",0.5
1989-05-03,"MONOSTYLA LUNARIS",0
1989-05-03,"SYNCHAETA",0
1989-05-03,"DAPHNIA PULICARIA",0
1989-05-03,"GASTROPUS HYPTOPUS",0
1989-05-03,"HOLOPEDIUM GIBBERUM",0
1989-05-03,"POLYARTHRA VULGARIS",0
1989-05-03,"TRICHOCERCA BIROSTRIS",0
1989-05-03,"CERIODAPHNIA",0
1989-05-03,"GASTROPUS STYLIFER",0
1989-05-03,"DIACYCLOPS THOMASI",0
1989-05-03,"LEPADELLA TRIPTERA",0
1989-05-03,"CONOCHILOIDES",0
1989-05-03,"CONOCHILUS",0
1989-05-03,"DAPHNIA PARVULA",0
1989-05-03,"KELLICOTTIA BOSTONIENSIS",0
1989-05-03,"DAPHNIA MENDOTAE",0
1989-05-03,"KERATELLA HIEMALIS",0
1989-05-03,"ACANTHOCYCLOPS VERNALIS",0
1989-05-03,"FILINIA TERMINALIS",0
1989-05-03,"KERATELLA QUADRATA",0
1989-05-03,"ORTHOCYCLOPS MODESTUS",0
1989-05-03,"TRICHOCERCA",0.5
1989-05-03,"DAPHNIA",0
1989-05-03,"KELLICOTTIA LONGISPINA",0
1989-05-03,"POLYARTHRA REMATA",0
1989-05-03,"KERATELLA COCHLEARIS",0
1989-05-03,"MONOSTYLA",0
1989-05-03,"LECANE",0
1989-05-03,"TRICHOCERCA MULTICRINIS",0
1989-05-03,"CALANOID",0
1989-05-03,"SKISTODIAPTOMUS OREGONENSIS",1.4
1989-05-03,"DIAPHANOSOMA BIRGEI",0
1989-05-03,"MESOCYCLOPS EDAX",0
1989-05-03,"DIAPHANOSOMA",0
1989-05-03,"ASCOMORPHA OVALIS",0
1989-05-03,"GASTROPUS",0
1989-05-03,"UNKNOWN",0
1989-05-03,"POLYARTHRA",0
1989-05-03,"UNKNOWN ROTIFER",0
1989-05-03,"LECANE INERMIS",0
1989-05-03,"TRICHOCERCA CYLINDRICA",0
1989-05-03,"LECANE MIRA",0
1989-05-03,"MANFREDIUM EUDACTYLOTUM",0
1989-05-03,"KERATELLA CRASSA",0
1989-05-03,"BRACHIONUS",0
1989-05-03,"MONOSTYLA OBTUSA",0
1989-05-03,"KERATELLA",0
1989-05-03,"ASCOMORPHA SALTANS",0
1989-05-03,"EPISCHURA LACUSTRIS",0
1989-05-03,"DAPHNIA AMBIGUA",0
1989-05-03,"LECANE TUDICOLA",0
1989-05-03,"LEPADELLA",0
1989-05-03,"CEPHALODELLA",0
