sampledate,wtemp,o2,o2sat,cond,frlight,chlor.int,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,chlor.surf,avsnow,totice,whiteice,blueice,division,taxa_name,genus,biovolume,Season
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Chlorophyta,Sphaerocystis schroeteri,Sphaerocystis,2245.9203,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Chrysophyta,Chrysophyceae,,380.301,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Chrysophyta,Chrysophyceae,,1087.1828,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Chrysophyta,Chrysosphaerella ,Chrysosphaerella,27419.2647,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Chrysophyta,Dinobryon ,Dinobryon,1427.4915,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Chrysophyta,Dinobryon bavaricum,Dinobryon,2854.983,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Chrysophyta,Mallomonas ,Mallomonas,10963.1373,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Cryptophyta,Cryptomonas erosa,Cryptomonas,8165.2532,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Cryptophyta,Cryptomonas lucens,Cryptomonas,4567.9754,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Cryptophyta,Rhodomonas minuta,Rhodomonas,1522.657,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Cyanophyta,Aphanocapsa delicatissima,Aphanocapsa,85.6497,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Cyanophyta,Pseudanabaena acicularis,Pseudanabaena,43796.8871,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Cyanophyta,Pseudanabaena galeata,Pseudanabaena,5138.9716,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Cyanophyta,Synechococcus elongatus,Synechococcus,14.275,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Cyanophyta,Synechocystis ,Synechocystis,96.3532,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Euglenophyta,Trachelomonas volvocina,Trachelomonas,1489.0687,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Haptophyta,Chrysochromulina parva,Chrysochromulina,10718.7628,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Pyrrhophyta,Gymnodinium sp. 1,Gymnodinium,38066.4483,1
8/3/10,18.51,7.91,91.67,107.28,0.26,3.4,1.85,7.55,8.01,719.06,8.47,7.18,2.77,2.63,1.56,NA,28.97,224.74,179.31,6.73,16.12,2918.9,NA,NA,0.26,8.73,2.51,11.53,3.28,3.2,0.71,0.25,0.04,1.8,0,0,0,0,Total,Total,Total,257408.4966,1
8/6/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
8/17/10,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2.2,0,0,0,0,NA,NA,NA,NA,NA
9/1/10,18.47,7.61,88.52,NA,0.19,4.74,4.83,7.44,8.04,NA,8.77,8.91,2.92,2.95,3.02,NA,51.07,312.52,340.69,5.62,12.42,3441.26,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,NA,NA,NA,NA,NA
9/14/10,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0,0,0,0,NA,NA,NA,NA,NA
9/28/10,14.31,7.01,74.18,NA,0.15,2.93,3.1,7.33,8.01,NA,9.18,9.16,2.9,2.84,2.04,NA,60.37,214.55,257.44,12.84,17.17,3040.99,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0,0,0,0,NA,NA,NA,NA,NA
10/12/10,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0,0,0,0,NA,NA,NA,NA,NA
10/26/10,11.95,8.66,85.69,NA,0.15,2.06,1.77,7,7.88,NA,9.4,9.64,12.97,12.62,6,NA,134.75,280.24,304.43,17.98,28.04,4417.49,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Bacillariophyta,Cyclostephanos damasii,Cyclostephanos,52227.1669,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Bacillariophyta,Cyclotella hakanssoniae,Cyclotella,11198.6795,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Bacillariophyta,Cyclotella sp. 1,Cyclotella,1504.8133,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Bacillariophyta,Fragilaria filiformis,Fragilaria,8207.1993,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Bacillariophyta,Synedra ulna,Synedra,2247.0413,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Bacillariophyta,Urosolenia longiseta,Urosolenia,73087.5809,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Chlorophyta,Chlorococcaceae,,2436.2535,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Chlorophyta,Chlamydomonas ,Chlamydomonas,8003.0896,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Chlorophyta,Monomastix minuta,Monomastix,142.7495,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Chlorophyta,Oocystis parva,Oocystis,1370.3917,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Chrysophyta,Chrysophyceae,,2537.7631,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Chrysophyta,Chrysophyceae,,1543.9752,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Chrysophyta,Chrysococcus minutus,Chrysococcus,183.2267,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Chrysophyta,Dinobryon ,Dinobryon,3806.644,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Chrysophyta,Dinobryon bavaricum,Dinobryon,3806.6446,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Chrysophyta,Dinobryon sociale,Dinobryon,634.4411,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Chrysophyta,Mallomonas ,Mallomonas,4035.0433,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Chrysophyta,Mallomonas caudata,Mallomonas,73087.5809,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Cryptophyta,Cryptomonas erosa,Cryptomonas,140417.6126,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Cryptophyta,Rhodomonas minuta,Rhodomonas,3857.3976,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Cryptophyta,Rhodomonas minuta,Rhodomonas,14274.9212,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Cyanophyta,Aphanocapsa delicatissima,Aphanocapsa,25.3777,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Cyanophyta,Synechocystis ,Synechocystis,128.4709,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Euglenophyta,Trachelomonas volvocina,Trachelomonas,10963.1373,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Haptophyta,Chrysochromulina parva,Chrysochromulina,5496.8015,1
11/11/10,8.83,9.65,88.22,107,0.11,3.64,0.49,7.57,7.91,716.11,8.19,7.78,10.57,10.27,5.74,NA,35.58,187.94,196.22,7.57,9.48,3216.73,NA,NA,0.04,8.82,2.62,11.54,3.37,3.21,0.7,0.09,0,4,0,0,0,0,Total,Total,Total,425224.0032,1
1/18/11,10.56,2.85,26.84,NA,0,2.52,0.32,7.41,7.88,NA,8.91,8.6,NA,NA,92.31,NA,92.31,257.25,276.44,10.24,11.78,2720.72,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10.5,16.9,31,10,21,NA,NA,NA,NA,NA
1/18/11,10.56,2.85,26.84,NA,0,2.52,0.32,7.41,7.88,NA,8.91,8.6,NA,NA,92.31,NA,92.31,257.25,276.44,10.24,11.78,2720.72,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8.4,16.9,31,10,21,NA,NA,NA,NA,NA
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,,Rhodospirillum rubrum,Rhodospirillum,3479.3422,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Bacillariophyta,Asterionella formosa,Asterionella,1056.6712,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Chlorophyta,Chlorococcaceae,,1445.3366,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Chlorophyta,Chlamydomonas ,Chlamydomonas,1676.3503,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Chlorophyta,Schroederia judayi,Schroederia,214.1243,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Chrysophyta,Chrysophyceae,,12921.0258,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Chrysophyta,Dinobryon ,Dinobryon,892.1822,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Chrysophyta,Dinobryon sociale,Dinobryon,1470.6851,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Chrysophyta,Uroglena ,Uroglena,892.1822,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Cryptophyta,Cryptomonas erosa,Cryptomonas,10277.9412,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Cryptophyta,Rhodomonas minuta,Rhodomonas,3211.8573,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Cryptophyta,Rhodomonas minuta,Rhodomonas,1141.9927,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Cyanophyta,Planktothrix agardhii,Planktothrix,1654.5208,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Cyanophyta,Pseudanabaena galeata,Pseudanabaena,2141.2382,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Cyanophyta,Synechocystis ,Synechocystis,40.1472,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Haptophyta,Chrysochromulina parva,Chrysochromulina,2061.3005,0
2/14/11,2.92,10,78.24,117.37,0.01,0.94,0.24,7.33,7.65,793.24,9.57,9.86,2.65,2.55,56.79,NA,220.88,417.72,453.08,9.45,16.66,3378.72,NA,NA,0,9.63,2.5,12.64,3.62,3.47,0.79,2.09,0.12,2.4,16.9,35,11,24,Total,Total,Total,44576.8978,0
3/21/11,3.49,10.3,81.97,NA,0.09,3.78,0.37,7.34,7.61,NA,9.82,9.92,2.72,2.53,105.41,NA,463.45,435.44,621.43,25.05,39.27,2481.38,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.4,43,7,36,NA,NA,NA,NA,NA
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Bacillariophyta,Cyclostephanos damasii,Cyclostephanos,49334.117,1
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Bacillariophyta,Cyclotella hakanssoniae,Cyclotella,2433.8738,1
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Bacillariophyta,Cyclotella sp. 1,Cyclotella,3055.7239,1
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Bacillariophyta,Fragilaria filiformis,Fragilaria,32097.7356,1
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Bacillariophyta,Nitzschia gracilis,Nitzschia,1413.2166,1
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Bacillariophyta,Synedra ulna,Synedra,43620.9366,1
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Bacillariophyta,Ulnaria ulna,Ulnaria,10673.4464,1
