lakeid,year4,sampledate,depth,chlor,Genus,CellBioVol,Season
SP,1986,5/19/86,8,12,,,
SP,1986,5/19/86,10,16.8,,,
SP,1986,5/19/86,12,10.4,,,
SP,1986,5/19/86,15,10.5,,,
SP,1986,5/19/86,18,10.5,,,
SP,1986,6/3/86,0,1.2,,,
SP,1986,6/3/86,3,0.8,,,
SP,1986,6/3/86,5,2.1,,,
SP,1986,6/3/86,5,2.4,,,
SP,1986,6/3/86,8,4.2,,,
SP,1986,6/3/86,10,6.9,,,
SP,1986,6/3/86,12,9.7,,,
SP,1986,6/3/86,15,6.2,,,
SP,1986,6/3/86,18,5.7,,,
SP,1986,6/16/86,0,1.2,,,
SP,1986,6/16/86,3,1.3,,,
SP,1986,6/16/86,5,1.1,,,
SP,1986,6/16/86,8,3.1,,,
SP,1986,6/16/86,10,4.5,,,
SP,1986,6/16/86,12,12.35,,,
SP,1986,6/16/86,15,6.2,,,
SP,1986,6/16/86,18,2,,,
SP,1986,6/30/86,0,0.9,,,
SP,1986,6/30/86,3,1.2,,,
SP,1986,6/30/86,5,1.3,,,
SP,1986,6/30/86,8,0.4,,,
SP,1986,6/30/86,10,4.5,,,
SP,1986,6/30/86,12,7.8,,,
SP,1986,6/30/86,15,7.9,,,
SP,1986,6/30/86,18,5.5,,,
SP,1986,6/30/86,18,5.6,,,
SP,1986,7/14/86,0,1.1,,,
SP,1986,7/14/86,3,1.7,,,
SP,1986,7/14/86,5,1.6,,,
SP,1986,7/14/86,8,3.8,,,
SP,1986,7/14/86,10,4.1,,,
SP,1986,7/14/86,12,2.5,,,
SP,1986,7/14/86,15,3.25,,,
SP,1986,7/14/86,18,2.9,,,
SP,1986,7/29/86,0,0.9,,,
SP,1986,7/29/86,3,1.4,,,
SP,1986,7/29/86,5,1.9,,,
SP,1986,7/29/86,8,2,,,
SP,1986,7/29/86,10,4.8,,,
SP,1986,7/29/86,12,4.9,,,
SP,1986,7/29/86,15,2,,,
SP,1986,7/29/86,18,2,,,
SP,1986,8/11/86,0,1.6,,,
SP,1986,8/11/86,3,1.8,,,
SP,1986,8/11/86,5,2.1,,,
SP,1986,8/11/86,8,3.4,,,
SP,1986,8/11/86,10,3.7,,,
SP,1986,8/11/86,12,4,,,
SP,1986,8/11/86,15,3.4,,,
SP,1986,8/11/86,18,1.45,,,
SP,1986,8/25/86,0,1.7,,,
SP,1986,8/25/86,3,1.5,,,
SP,1986,8/25/86,5,1.7,,,
SP,1986,8/25/86,8,1.5,,,
SP,1986,8/25/86,10,5.5,,,
SP,1986,8/25/86,12,4.8,,,
SP,1986,8/25/86,15,8.6,,,
SP,1986,8/25/86,18,1.6,,,
SP,1986,9/8/86,0,1.2,,,
SP,1986,9/8/86,3,1.1,,,
SP,1986,9/8/86,5,1.2,,,
SP,1986,9/8/86,8,1.5,,,
SP,1986,9/8/86,10,2.3,,,
SP,1986,9/8/86,12,5.1,,,
SP,1986,9/8/86,15,7.6,,,
SP,1986,9/8/86,18,2.7,,,
SP,1986,9/22/86,0,2.4,,,
SP,1986,9/22/86,3,3.2,,,
SP,1986,9/22/86,5,2.9,,,
SP,1986,9/22/86,8,3.4,,,
SP,1986,9/22/86,10,4.1,,,
SP,1986,9/22/86,12,3.6,,,
SP,1986,9/22/86,15,4.9,,,
SP,1986,9/22/86,18,3.25,,,
SP,1986,10/7/86,0,3,,,
SP,1986,10/7/86,3,3.1,,,
SP,1986,10/7/86,5,2.9,,,
SP,1986,10/7/86,8,2.8,,,
SP,1986,10/7/86,10,3.3,,,
SP,1986,10/7/86,12,4.5,,,
SP,1986,10/7/86,15,3.55,,,
SP,1986,10/7/86,18,1.6,,,
SP,1986,10/21/86,0,1.4,,,
SP,1986,10/21/86,3,2.3,,,
SP,1986,10/21/86,5,2.4,,,
SP,1986,10/21/86,8,3.1,,,
SP,1986,10/21/86,10,3.2,,,
SP,1986,10/21/86,12,3.1,,,
SP,1986,10/21/86,15,5,,,
SP,1986,10/21/86,18,1.05,,,
SP,1986,11/12/86,0,3.4,,,
SP,1986,11/12/86,3,3.2,,,
SP,1986,11/12/86,5,3.4,,,
SP,1986,11/12/86,8,3.3,,,
SP,1986,11/12/86,10,3.3,,,
SP,1986,11/12/86,12,3.3,,,
SP,1986,11/12/86,15,3.2,,,
SP,1986,11/12/86,18,3.3,,,
SP,1987,1/14/87,0,2.8,,,
SP,1987,1/14/87,3,4.3,,,
SP,1987,1/14/87,5,2.5,,,
SP,1987,1/14/87,8,1.5,,,
SP,1987,1/14/87,10,1,,,
SP,1987,1/14/87,12,1,,,
SP,1987,1/14/87,15,0.7,,,
SP,1987,1/14/87,18,0.8,,,
SP,1987,2/24/87,0,9.6,,,
SP,1987,2/24/87,3,1.6,,,
SP,1987,2/24/87,5,1.3,,,
SP,1987,2/24/87,8,1.2,,,
SP,1987,2/24/87,10,0.9,,,
SP,1987,2/24/87,12,0.45,,,
SP,1987,2/24/87,15,0.3,,,
SP,1987,2/24/87,18,1.4,,,
SP,1987,3/24/87,0,0.2,,,
SP,1987,3/24/87,3,2.7,,,
SP,1987,3/24/87,5,3.6,,,
SP,1987,3/24/87,8,5.3,,,
SP,1987,3/24/87,10,5.3,,,
SP,1987,3/24/87,12,4.8,,,
SP,1987,3/24/87,15,7.2,,,
SP,1987,3/24/87,18,10.1,,,
SP,1987,3/24/87,18,10.8,,,
SP,1987,4/20/87,0,2.8,,,
SP,1987,4/20/87,3,2.9,,,
SP,1987,4/20/87,4,2.9,,,
SP,1987,4/20/87,5,3.9,,,
SP,1987,4/20/87,8,4.3,,,
SP,1987,4/20/87,10,6.3,,,
SP,1987,4/20/87,12,4.9,,,
SP,1987,4/20/87,15,4.1,,,
SP,1987,4/20/87,18,3.6,,,
SP,1987,5/5/87,0,2.2,,,
SP,1987,5/5/87,3,3.4,,,
SP,1987,5/5/87,5,2.5,,,
SP,1987,5/5/87,8,3.5,,,
SP,1987,5/5/87,10,5.2,,,
SP,1987,5/5/87,12,15,,,
SP,1987,5/5/87,15,6.3,,,
SP,1987,5/5/87,18,4.9,,,
SP,1987,5/20/87,0,1.8,,,
SP,1987,5/20/87,3,1.9,,,
SP,1987,5/20/87,5,2.7,,,
SP,1987,5/20/87,8,4,,,
SP,1987,5/20/87,10,3.7,,,
SP,1987,5/20/87,12,6.7,,,
SP,1987,5/20/87,15,7,,,
SP,1987,5/20/87,18,4.4,,,
SP,1987,6/2/87,0,0.8,,,
SP,1987,6/2/87,3,1,,,
SP,1987,6/2/87,5,1.2,,,
SP,1987,6/2/87,8,1.7,,,
SP,1987,6/2/87,10,3,,,
SP,1987,6/2/87,12,6.3,,,
SP,1987,6/2/87,15,7.5,,,
SP,1987,6/2/87,18,2.6,,,
SP,1987,6/11/87,0,1,,,
SP,1987,6/11/87,3,1.3,,,
SP,1987,6/11/87,5,1.1,,,
SP,1987,6/11/87,8,1.1,,,
SP,1987,6/11/87,10,2.6,,,
SP,1987,6/11/87,12,4.6,,,
SP,1987,6/11/87,13,6.9,,,
SP,1987,6/11/87,15,8.7,,,
SP,1987,6/11/87,18,4.6,,,
SP,1987,6/29/87,0,0.1,,,
SP,1987,6/29/87,3,0.7,,,
SP,1987,6/29/87,5,1,,,
SP,1987,6/29/87,8,1.5,,,
SP,1987,6/29/87,10,1.9,,,
SP,1987,6/29/87,12,2.7,,,
SP,1987,6/29/87,15,9.6,,,
SP,1987,6/29/87,18,5.8,,,
SP,1987,7/13/87,0,1.4,,,
SP,1987,7/13/87,3,0.9,,,
SP,1987,7/13/87,5,1.4,,,
SP,1987,7/13/87,8,1.7,,,
SP,1987,7/13/87,10,2.4,,,
SP,1987,7/13/87,12,3.3,,,
SP,1987,7/13/87,15,8.5,,,
SP,1987,7/13/87,18,4.3,,,
SP,1987,7/29/87,0,0.4,,,
SP,1987,7/29/87,3,0.6,,,
SP,1987,7/29/87,5,1.2,,,
SP,1987,7/29/87,8,1.5,,,
SP,1987,7/29/87,10,3,,,
SP,1987,7/29/87,12,5.5,,,
SP,1987,7/29/87,15,5.9,,,
SP,1987,7/29/87,18,6,,,
SP,1987,8/11/87,0,1.1,,,
SP,1987,8/11/87,3,1,,,
SP,1987,8/11/87,5,1,,,
SP,1987,8/11/87,8,1.7,,,
SP,1987,8/11/87,10,2.4,,,
SP,1987,8/11/87,12,6.5,,,
SP,1987,8/11/87,15,14.2,,,
SP,1987,8/11/87,18,5.7,,,
SP,1987,8/26/87,0,0.9,,,
SP,1987,8/26/87,3,0.9,,,
SP,1987,8/26/87,5,0.9,,,
SP,1987,8/26/87,8,1,,,
SP,1987,8/26/87,10,2,,,
SP,1987,8/26/87,12,3.1,,,
SP,1987,8/26/87,15,8.4,,,
SP,1987,8/26/87,18,7.7,,,
SP,1987,9/8/87,0,1.1,,,
SP,1987,9/8/87,3,1.1,,,
SP,1987,9/8/87,5,1.3,,,
SP,1987,9/8/87,8,1.3,,,
SP,1987,9/8/87,10,1.7,,,
SP,1987,9/8/87,12,1.8,,,
SP,1987,9/8/87,15,5.8,,,
SP,1987,9/8/87,18,5,,,
SP,1987,9/21/87,0,1.1,,,
SP,1987,9/21/87,3,1.1,,,
SP,1987,9/21/87,5,1.1,,,
SP,1987,9/21/87,8,1.1,,,
SP,1987,9/21/87,10,1.1,,,
SP,1987,9/21/87,12,4,,,
SP,1987,9/21/87,15,6.8,,,
SP,1987,9/21/87,17,6.5,,,
SP,1987,10/5/87,0,1.6,,,
SP,1987,10/5/87,3,1.7,,,
SP,1987,10/5/87,5,1.6,,,
SP,1987,10/5/87,8,1.6,,,
SP,1987,10/5/87,10,1.9,,,
SP,1987,10/5/87,12,3.2,,,
SP,1987,10/5/87,15,7.4,,,
SP,1987,10/5/87,17,5.3,,,
SP,1987,10/20/87,0,2.3,,,
SP,1987,10/20/87,3,2.3,,,
SP,1987,10/20/87,5,2.4,,,
SP,1987,10/20/87,8,2.4,,,
SP,1987,10/20/87,10,2.7,,,
SP,1987,10/20/87,12,2.2,,,
SP,1987,10/20/87,15,4.4,,,
SP,1987,10/20/87,17,3.25,,,
SP,1987,11/2/87,0,3.1,,,
SP,1987,11/2/87,3,2.4,,,
SP,1987,11/2/87,5,2.3,,,
SP,1987,11/2/87,8,2.25,,,
SP,1987,11/2/87,10,2.4,,,
SP,1987,11/2/87,12,2.2,,,
SP,1987,11/2/87,15,2.3,,,
SP,1987,11/2/87,17,2.5,,,
SP,1987,11/16/87,0,3.9,,,
SP,1987,11/16/87,3,3.9,,,
SP,1987,11/16/87,5,3.5,,,
SP,1987,11/16/87,8,3.8,,,
SP,1987,11/16/87,10,4.1,,,
SP,1987,11/16/87,12,3.6,,,
SP,1987,11/16/87,15,3.6,,,
SP,1987,11/16/87,17,3.5,,,
SP,1988,1/19/88,0,1.1,,,
SP,1988,1/19/88,3,2.1,,,
SP,1988,1/19/88,5,2.3,,,
SP,1988,1/19/88,8,1.9,,,
SP,1988,1/19/88,10,2.7,,,
SP,1988,1/19/88,12,2.7,,,
SP,1988,1/19/88,15,1.75,,,
SP,1988,1/19/88,17,3,,,
SP,1988,2/29/88,0,2.6,,,
SP,1988,2/29/88,3,0.9,,,
SP,1988,2/29/88,5,0.5,,,
SP,1988,2/29/88,8,0.2,,,
SP,1988,2/29/88,10,0.3,,,
SP,1988,2/29/88,12,0.1,,,
SP,1988,2/29/88,15,0.4,,,
SP,1988,2/29/88,18,3.4,,,
SP,1988,4/4/88,0,0.6,,,
SP,1988,4/4/88,3,1.8,,,
SP,1988,4/4/88,5,1.7,,,
SP,1988,4/4/88,8,1.8,,,
SP,1988,4/4/88,10,1.9,,,
SP,1988,4/4/88,12,1.3,,,
SP,1988,4/4/88,15,1,,,
SP,1988,4/4/88,18,1.6,,,
SP,1988,4/25/88,0,4.4,,,
SP,1988,4/25/88,3,5.3,,,
SP,1988,4/25/88,5,5.8,,,
SP,1988,4/25/88,8,6.3,,,
SP,1988,4/25/88,10,5.9,,,
SP,1988,4/25/88,12,5.8,,,
SP,1988,4/25/88,15,4.5,,,
SP,1988,4/25/88,18,3.15,,,
SP,1988,5/9/88,0,2.1,,,
SP,1988,5/9/88,3,1.6,,,
SP,1988,5/9/88,5,1.9,,,
SP,1988,5/9/88,8,4.5,,,
SP,1988,5/9/88,10,8,,,
SP,1988,5/9/88,12,12.4,,,
SP,1988,5/9/88,15,5,,,
SP,1988,5/9/88,18,4,,,
SP,1988,5/24/88,0,0.9,,,
SP,1988,5/24/88,3,1,,,
SP,1988,5/24/88,5,0.9,,,
SP,1988,5/24/88,8,1,,,
SP,1988,5/24/88,10,2,,,
SP,1988,5/24/88,12,3.9,,,
SP,1988,5/24/88,15,28.6,,,
SP,1988,5/24/88,18,5.8,,,
SP,1988,6/6/88,0,0.8,,,
SP,1988,6/6/88,3,1.2,,,
SP,1988,6/6/88,5,1.2,,,
SP,1988,6/6/88,8,1.5,,,
SP,1988,6/6/88,10,1.7,,,
SP,1988,6/6/88,12,2.6,,,
SP,1988,6/6/88,15,35,,,
SP,1988,6/6/88,18,4.2,,,
SP,1988,6/21/88,0,1.7,,,
SP,1988,6/21/88,3,1.7,,,
SP,1988,6/21/88,5,2.7,,,
SP,1988,6/21/88,8,3.9,,,
SP,1988,6/21/88,10,3.1,,,
SP,1988,6/21/88,12,3.1,,,
SP,1988,6/21/88,15,3.3,,,
SP,1988,6/21/88,18,1.5,,,
SP,1988,7/5/88,0,1.2,,,
SP,1988,7/5/88,3,1.5,,,
SP,1988,7/5/88,5,1.35,,,
SP,1988,7/5/88,8,2.2,,,
SP,1988,7/5/88,10,3.1,,,
SP,1988,7/5/88,12,3.3,,,
SP,1988,7/5/88,15,4.2,,,
SP,1988,7/5/88,18,1.6,,,
SP,1988,7/18/88,0,1.6,,,
SP,1988,7/18/88,3,0.1,,,
SP,1988,7/18/88,5,0.4,,,
SP,1988,7/18/88,8,0.3,,,
SP,1988,7/18/88,10,-0.4,,,
SP,1988,7/18/88,12,-0.2,,,
SP,1988,7/18/88,15,7.95,,,
SP,1988,7/18/88,18,2.1,,,
SP,1988,8/1/88,0,0.8,,,
SP,1988,8/1/88,3,1.2,,,
SP,1988,8/1/88,5,1.5,,,
SP,1988,8/1/88,8,1.8,,,
SP,1988,8/1/88,10,1.9,,,
SP,1988,8/1/88,12,2.8,,,
SP,1988,8/1/88,15,5.3,,,
SP,1988,8/1/88,18,4.7,,,
SP,1988,8/16/88,0,0.8,,,
SP,1988,8/16/88,3,1,,,
SP,1988,8/16/88,5,1.6,,,
SP,1988,8/16/88,8,1.5,,,
SP,1988,8/16/88,10,2.3,,,
SP,1988,8/16/88,12,2.6,,,
SP,1988,8/16/88,15,5,,,
SP,1988,8/16/88,18,3.6,,,
SP,1988,8/29/88,0,1.3,,,
SP,1988,8/29/88,3,1.4,,,
SP,1988,8/29/88,5,1.3,,,
SP,1988,8/29/88,8,1.3,,,
SP,1988,8/29/88,10,1.4,,,
SP,1988,8/29/88,12,2.9,,,
SP,1988,8/29/88,15,2.8,,,
SP,1988,8/29/88,18,7.15,,,
SP,1988,9/12/88,0,1.7,,,
SP,1988,9/12/88,3,1.9,,,
SP,1988,9/12/88,5,1.8,,,
SP,1988,9/12/88,8,1.55,,,
SP,1988,9/12/88,10,4,,,
SP,1988,9/12/88,12,2.7,,,
SP,1988,9/12/88,15,7.6,,,
SP,1988,9/12/88,18,8.2,,,
SP,1988,9/27/88,0,3.1,,,
SP,1988,9/27/88,3,3.1,,,
SP,1988,9/27/88,5,2.8,,,
SP,1988,9/27/88,8,2.7,,,
SP,1988,9/27/88,10,3.1,,,
SP,1988,9/27/88,12,3.2,,,
SP,1988,9/27/88,15,13.7,,,
SP,1988,9/27/88,18,4.4,,,
SP,1988,10/10/88,0,1.5,,,
SP,1988,10/10/88,3,1.5,,,
SP,1988,10/10/88,5,1.7,,,
SP,1988,10/10/88,8,2.2,,,
SP,1988,10/10/88,10,1.5,,,
SP,1988,10/10/88,12,1.6,,,
SP,1988,10/10/88,15,2.1,,,
SP,1988,10/10/88,18,5.3,,,
SP,1988,10/24/88,0,2.7,,,
SP,1988,10/24/88,3,2.7,,,
SP,1988,10/24/88,5,2.1,,,
SP,1988,10/24/88,8,2.6,,,
SP,1988,10/24/88,10,2.7,,,
SP,1988,10/24/88,12,2.8,,,
SP,1988,10/24/88,15,3.1,,,
SP,1988,10/24/88,18,3.85,,,
SP,1988,11/8/88,0,3.2,,,
SP,1988,11/8/88,3,3.5,,,
SP,1988,11/8/88,5,3.4,,,
SP,1988,11/8/88,8,3,,,
SP,1988,11/8/88,10,3.2,,,
SP,1988,11/8/88,12,3.6,,,
SP,1988,11/8/88,15,3.6,,,
SP,1988,11/8/88,18,3.3,,,
SP,1989,1/12/89,0,10.55,,,
SP,1989,1/12/89,3,1.2,,,
SP,1989,1/12/89,5,1.5,,,
SP,1989,1/12/89,8,1.4,,,
SP,1989,1/12/89,10,1,,,
SP,1989,1/12/89,12,1,,,
SP,1989,1/12/89,15,0.6,,,
SP,1989,1/12/89,18,2.1,,,
SP,1989,2/23/89,0,2,,,
SP,1989,2/23/89,3,0.5,,,
SP,1989,2/23/89,5,0.8,,,
SP,1989,2/23/89,8,0.4,,,
SP,1989,2/23/89,10,0.3,,,
SP,1989,2/23/89,12,0.2,,,
SP,1989,2/23/89,15,0.2,,,
SP,1989,2/23/89,18,1.15,,,
SP,1989,3/29/89,0,0.85,,,
SP,1989,3/29/89,3,1.4,,,
SP,1989,3/29/89,5,1.2,,,
SP,1989,3/29/89,8,0.7,,,
SP,1989,3/29/89,10,0.6,,,
SP,1989,3/29/89,12,0.6,,,
SP,1989,3/29/89,15,0.3,,,
SP,1989,3/29/89,18,0.9,,,
SP,1989,5/1/89,0,3.9,,,
SP,1989,5/1/89,3,5.3,,,
SP,1989,5/1/89,5,7.8,,,
SP,1989,5/1/89,8,7.4,,,
SP,1989,5/1/89,10,9.2,,,
SP,1989,5/1/89,12,8.3,,,
SP,1989,5/1/89,15,4.6,,,
SP,1989,5/1/89,18,2.3,,,
SP,1989,5/17/89,0,2.1,,,
SP,1989,5/17/89,3,3.2,,,
SP,1989,5/17/89,5,3.9,,,
SP,1989,5/17/89,8,7.8,,,
SP,1989,5/17/89,10,9.6,,,
SP,1989,5/17/89,12,6.4,,,
SP,1989,5/17/89,15,3.3,,,
SP,1989,5/17/89,18,3.35,,,
SP,1989,5/30/89,0,2.1,,,
SP,1989,5/30/89,3,2.4,,,
SP,1989,5/30/89,5,2.2,,,
SP,1989,5/30/89,8,3.8,,,
SP,1989,5/30/89,10,9.6,,,
SP,1989,5/30/89,12,15.5,,,
SP,1989,5/30/89,15,3.9,,,
SP,1989,5/30/89,18,3.95,,,
SP,1989,6/13/89,0,2.2,,,
SP,1989,6/13/89,3,1.8,,,
SP,1989,6/13/89,5,1.9,,,
SP,1989,6/13/89,8,4,,,
SP,1989,6/13/89,10,10.2,,,
SP,1989,6/13/89,12,11.5,,,
SP,1989,6/13/89,15,5,,,
SP,1989,6/13/89,18,2.75,,,
SP,1989,6/26/89,0,1.4,,,
SP,1989,6/26/89,3,1.3,,,
SP,1989,6/26/89,5,1.6,,,
SP,1989,6/26/89,8,2.6,,,
SP,1989,6/26/89,10,4.9,,,
SP,1989,6/26/89,12,11.5,,,
SP,1989,6/26/89,15,14.6,,,
SP,1989,6/26/89,18,4.1,,,
SP,1989,7/10/89,0,1.1,,,
SP,1989,7/10/89,3,1.1,,,
SP,1989,7/10/89,5,1.3,,,
SP,1989,7/10/89,8,1.4,,,
SP,1989,7/10/89,10,3,,,
SP,1989,7/10/89,12,9.3,,,
SP,1989,7/10/89,15,23.7,,,
SP,1989,7/10/89,18,32,,,
SP,1989,7/24/89,0,1.1,,,
SP,1989,7/24/89,3,0.9,,,
SP,1989,7/24/89,5,0.9,,,
SP,1989,7/24/89,8,2.1,,,
SP,1989,7/24/89,10,2.5,,,
SP,1989,7/24/89,12,5.95,,,
SP,1989,7/24/89,15,15,,,
SP,1989,7/24/89,18,7.7,,,
SP,1989,8/8/89,0,0.9,,,
SP,1989,8/8/89,3,0.6,,,
SP,1989,8/8/89,5,0.7,,,
SP,1989,8/8/89,8,1.3,,,
SP,1989,8/8/89,10,2.2,,,
SP,1989,8/8/89,12,4.5,,,
SP,1989,8/8/89,15,7,,,
SP,1989,8/8/89,18,4.9,,,
SP,1989,8/21/89,0,0.9,,,
SP,1989,8/21/89,3,1.1,,,
SP,1989,8/21/89,5,1.3,,,
SP,1989,8/21/89,8,1.6,,,
SP,1989,8/21/89,10,2.4,,,
SP,1989,8/21/89,12,4.9,,,
SP,1989,8/21/89,15,6.6,,,
SP,1989,8/21/89,18,6.8,,,
SP,1989,9/5/89,0,1.3,,,
SP,1989,9/5/89,3,1.2,,,
SP,1989,9/5/89,5,1.5,,,
SP,1989,9/5/89,8,1.5,,,
SP,1989,9/5/89,10,1.75,,,
SP,1989,9/5/89,12,5.5,,,
SP,1989,9/5/89,15,3,,,
SP,1989,9/5/89,18,6.8,,,
SP,1989,9/18/89,0,0.7,,,
SP,1989,9/18/89,3,0.9,,,
SP,1989,9/18/89,5,0.9,,,
SP,1989,9/18/89,8,1,,,
SP,1989,9/18/89,10,1.3,,,
SP,1989,9/18/89,12,2.8,,,
SP,1989,9/18/89,15,6.4,,,
SP,1989,9/18/89,18,8.1,,,
SP,1989,10/2/89,3,0.4,,,
SP,1989,10/2/89,5,1.3,,,
SP,1989,10/2/89,8,1,,,
SP,1989,10/2/89,10,1.2,,,
SP,1989,10/2/89,12,3.1,,,
SP,1989,10/2/89,15,11.75,,,
SP,1989,10/2/89,18,7,,,
SP,1989,10/16/89,0,1.3,,,
SP,1989,10/16/89,3,1.3,,,
SP,1989,10/16/89,5,1.3,,,
SP,1989,10/16/89,8,1.4,,,
SP,1989,10/16/89,10,1.3,,,
SP,1989,10/16/89,12,1.48,,,
SP,1989,10/16/89,15,19.6,,,
SP,1989,10/16/89,18,3.9,,,
SP,1989,11/1/89,0,2.1,,,
SP,1989,11/1/89,3,2.1,,,
SP,1989,11/1/89,5,2.2,,,
SP,1989,11/1/89,8,1.9,,,
SP,1989,11/1/89,10,2.1,,,
SP,1989,11/1/89,12,1.9,,,
SP,1989,11/1/89,15,1.3,,,
SP,1989,11/1/89,18,2.5,,,
SP,1989,11/14/89,0,2,,,
SP,1989,11/14/89,3,1.8,,,
SP,1989,11/14/89,5,1.9,,,
SP,1989,11/14/89,8,1.6,,,
SP,1989,11/14/89,10,1.6,,,
SP,1989,11/14/89,12,1.8,,,
SP,1989,11/14/89,15,1.5,,,
SP,1989,11/14/89,18,2,,,
SP,1990,1/17/90,0,3.2,,,
SP,1990,1/17/90,0,3.6,3.4,,
SP,1990,1/17/90,5,0.3,,,
SP,1990,1/17/90,8,0.2,,,
SP,1990,1/17/90,10,0.1,,,
SP,1990,1/17/90,12,0.1,,,
SP,1990,1/17/90,15,0.2,,,
SP,1990,1/17/90,18,1.4,,,
SP,1990,2/19/90,0,2.1,,,
SP,1990,2/19/90,3,0.5,,,
SP,1990,2/19/90,5,0.4,,,
SP,1990,2/19/90,8,0.1,,,
SP,1990,2/19/90,10,0.15,,,
SP,1990,2/19/90,12,0.1,,,
SP,1990,2/19/90,15,0.3,,,
SP,1990,2/19/90,18,1.6,,,
SP,1990,3/28/90,0,0.7,,,
SP,1990,3/28/90,3,2.3,,,
SP,1990,3/28/90,5,5.8,,,
SP,1990,3/28/90,8,4.5,,,
SP,1990,3/28/90,10,3.45,,,
SP,1990,3/28/90,12,2.3,,,
SP,1990,3/28/90,15,1.7,,,
SP,1990,3/28/90,18,1.9,,,
SP,1990,4/30/90,0,3.25,,,
SP,1990,4/30/90,3,3.9,,,
SP,1990,4/30/90,5,6.3,,,
SP,1990,4/30/90,8,7.2,,,
SP,1990,4/30/90,10,6.1,,,
SP,1990,4/30/90,12,4.7,,,
SP,1990,4/30/90,15,2.5,,,
SP,1990,4/30/90,18,2.9,,,
SP,1990,5/15/90,0,1.4,,,
SP,1990,5/15/90,3,1.4,,,
SP,1990,5/15/90,5,1.5,,,
SP,1990,5/15/90,8,2.7,,,
SP,1990,5/15/90,10,4.8,,,
SP,1990,5/15/90,12,6.8,,,
SP,1990,5/15/90,15,5.9,,,
SP,1990,5/15/90,18,4.25,,,
SP,1990,5/29/90,0,0.8,,,
SP,1990,5/29/90,3,1,,,
SP,1990,5/29/90,5,1.3,,,
SP,1990,5/29/90,8,1.9,,,
SP,1990,5/29/90,10,2.6,,,
SP,1990,5/29/90,12,5.4,,,
SP,1990,5/29/90,15,13.2,,,
SP,1990,5/29/90,18,12.4,,,
SP,1990,6/14/90,0,0.9,,,
SP,1990,6/14/90,3,1.2,,,
SP,1990,6/14/90,5,1.5,,,
SP,1990,6/14/90,8,2.4,,,
SP,1990,6/14/90,10,3.6,,,
SP,1990,6/14/90,12,9.3,,,
SP,1990,6/14/90,15,14.4,,,
SP,1990,6/14/90,18,11.6,,,
SP,1990,6/26/90,0,0.2,,,
SP,1990,6/26/90,3,0.2,,,
SP,1990,6/26/90,5,0.5,,,
SP,1990,6/26/90,8,1,,,
SP,1990,6/26/90,10,2,,,
SP,1990,6/26/90,12,2.8,,,
SP,1990,6/26/90,15,10.6,,,
SP,1990,6/26/90,18,6.8,,,
SP,1990,7/23/90,0,0.8,,,
SP,1990,7/23/90,3,0.8,,,
SP,1990,7/23/90,5,1.05,,,
SP,1990,7/23/90,8,18.9,,,
SP,1990,7/23/90,10,1.1,,,
SP,1990,7/23/90,12,3.5,,,
SP,1990,7/23/90,15,7.9,,,
SP,1990,7/23/90,18,10.8,,,
SP,1990,8/7/90,0,0.5,,,
SP,1990,8/7/90,3,0.5,,,
SP,1990,8/7/90,5,0.7,,,
SP,1990,8/7/90,8,0.8,,,
SP,1990,8/7/90,10,1.4,,,
SP,1990,8/7/90,12,3,,,
SP,1990,8/7/90,15,3.05,,,
SP,1990,8/7/90,18,9.2,,,
SP,1990,8/21/90,0,0.9,,,
SP,1990,8/21/90,3,0.9,,,
SP,1990,8/21/90,5,1.1,,,
SP,1990,8/21/90,8,0.9,,,
SP,1990,8/21/90,10,1.4,,,
SP,1990,8/21/90,12,3.6,,,
SP,1990,8/21/90,15,6.3,,,
SP,1990,8/21/90,18,4.6,,,
SP,1990,9/4/90,0,0.8,,,
SP,1990,9/4/90,3,1.2,,,
SP,1990,9/4/90,5,0.9,,,
SP,1990,9/4/90,8,1.2,,,
SP,1990,9/4/90,10,2.1,,,
SP,1990,9/4/90,12,2.8,,,
SP,1990,9/4/90,15,4.1,,,
SP,1990,9/4/90,18,2.75,,,
SP,1990,9/19/90,0,1.5,,,
SP,1990,9/19/90,3,1.6,,,
SP,1990,9/19/90,5,1.6,,,
SP,1990,9/19/90,8,1.7,,,
SP,1990,9/19/90,10,3,,,
SP,1990,9/19/90,12,4.6,,,
SP,1990,9/19/90,15,8,,,
SP,1990,9/19/90,18,5.9,,,
SP,1990,10/2/90,0,1.3,,,
SP,1990,10/2/90,3,1.7,,,
SP,1990,10/2/90,5,1.3,,,
SP,1990,10/2/90,8,1.3,,,
SP,1990,10/2/90,10,1.6,,,
SP,1990,10/2/90,12,3.5,,,
SP,1990,10/2/90,15,6.5,,,
SP,1990,10/2/90,18,5.6,,,
SP,1990,10/16/90,0,1.5,,,
SP,1990,10/16/90,3,1.7,,,
SP,1990,10/16/90,5,1.8,,,
SP,1990,10/16/90,8,1.7,,,
SP,1990,10/16/90,10,1.9,,,
SP,1990,10/16/90,12,2.35,,,
SP,1990,10/16/90,15,5.8,,,
SP,1990,10/16/90,18,7.7,,,
SP,1990,10/31/90,0,3.1,,,
SP,1990,10/31/90,3,2.5,,,
SP,1990,10/31/90,5,2.5,,,
SP,1990,10/31/90,8,3,,,
SP,1990,10/31/90,10,2.8,,,
