"sampledate","species_code","species_name","lakeid","density","individuals_measured","avg_length"
1983-07-08,61300,"EUCHLANIS",NA,0,NA,NA
1983-07-08,63700,"TRICHOTRIA",NA,0,NA,NA
1983-07-08,62407,"MONOSTYLA OBTUSA",NA,0,NA,NA
1983-07-08,61918,"LECANE TENUISETA",NA,0,NA,NA
1983-07-08,63002,"POLYARTHRA EURYPTERA",NA,0,NA,NA
1983-07-08,51101,"DAPHNIA AMBIGUA",NA,0,NA,NA
1983-07-08,51105,"DAPHNIA PARVULA",NA,0,NA,NA
1983-07-08,62000,"LEPADELLA",NA,0,NA,NA
1983-07-08,50900,"CERIODAPHNIA",NA,0,NA,NA
1983-07-21,10000,"COPEPOD NAUPLII","SP",20.99,NA,NA
1983-07-21,20000,"CYCLOPOID","SP",5.08,NA,NA
1983-07-21,20302,"DIACYCLOPS THOMASI","SP",0.15,NA,NA
1983-07-21,30000,"CALANOID","SP",0.85,NA,NA
1983-07-21,30402,"LEPTODIAPTOMUS MINUTUS",NA,0,NA,NA
1983-07-21,30801,"SKISTODIAPTOMUS OREGONENSIS","SP",0.1,NA,NA
1983-07-21,51103,"DAPHNIA MENDOTAE","SP",1.39,NA,NA
1983-07-21,51104,"DAPHNIA LONGIREMIS","SP",2.83,NA,NA
1983-07-21,51130,"DAPHNIA PULICARIA",NA,0,NA,NA
1983-07-21,51800,"HOLOPEDIUM",NA,0,NA,NA
1983-07-21,60300,"ASPLANCHNA","SP",1.84,NA,NA
1983-07-21,60902,"CONOCHILUS UNICORNIS","SP",11.19,NA,NA
1983-07-21,61400,"FILINIA","SP",0.05,NA,NA
1983-07-21,61701,"KELLICOTTIA BOSTONIENSIS",NA,0,NA,NA
1983-07-21,61702,"KELLICOTTIA LONGISPINA","SP",140.07,NA,NA
1983-07-21,61801,"KERATELLA COCHLEARIS","SP",91.57,NA,NA
1983-07-21,61805,"KERATELLA HIEMALIS",NA,0,NA,NA
1983-07-21,61806,"KERATELLA QUADRATA","SP",7.21,NA,NA
1983-07-21,61900,"LECANE","SP",0.35,NA,NA
1983-07-21,61904,"LECANE INERMIS",NA,0,NA,NA
1983-07-21,63001,"POLYARTHRA DOLICHOPTERA","SP",0.87,NA,NA
1983-07-21,63005,"POLYARTHRA VULGARIS","SP",103.38,NA,NA
1983-07-21,69934,"",NA,0,NA,NA
1983-07-21,50000,"CLADOCERAN",NA,0,NA,NA
1983-07-21,51100,"DAPHNIA",NA,0,NA,NA
1983-07-21,51108,"DAPHNIA DENTIFERA","SP",0.1,NA,NA
1983-07-21,51801,"HOLOPEDIUM GIBBERUM",NA,0,NA,NA
1983-07-21,61803,"KERATELLA CRASSA","SP",0.2,NA,NA
1983-07-21,61808,"KERATELLA TAUROCEPHALA",NA,0,NA,NA
1983-07-21,63000,"POLYARTHRA",NA,0,NA,NA
1983-07-21,63400,"SYNCHAETA","SP",0.16,NA,NA
1983-07-21,69901,"",NA,0,NA,NA
1983-07-21,69902,"",NA,0,NA,NA
1983-07-21,70038,"",NA,0,NA,NA
1983-07-21,50700,"BOSMINIDAE","SP",0.28,NA,NA
1983-07-21,51200,"DIAPHANOSOMA",NA,0,NA,NA
1983-07-21,70051,"",NA,0,NA,NA
1983-07-21,60700,"COLURELLA",NA,0,NA,NA
1983-07-21,70039,"",NA,0,NA,NA
1983-07-21,70065,"",NA,0,NA,NA
1983-07-21,51000,"CHYDORUS",NA,0,NA,NA
1983-07-21,51107,"DAPHNIA RETROCURVA",NA,0,NA,NA
1983-07-21,60800,"CONOCHILOIDES",NA,0,NA,NA
1983-07-21,61500,"GASTROPUS","SP",7.17,NA,NA
1983-07-21,62700,"NOTOMMATA",NA,0,NA,NA
1983-07-21,62900,"PLOESOMA","SP",2.64,NA,NA
1983-07-21,63003,"POLYARTHRA MAJOR",NA,0,NA,NA
1983-07-21,63600,"TRICHOCERCA",NA,0,NA,NA
1983-07-21,63616,"TRICHOCERCA ROUSSELETI",NA,0,NA,NA
1983-07-21,70064,"",NA,0,NA,NA
1983-07-21,62400,"MONOSTYLA",NA,0,NA,NA
1983-07-21,70041,"",NA,0,NA,NA
1983-07-21,70052,"",NA,0,NA,NA
1983-07-21,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",NA,0,NA,NA
1983-07-21,61804,"KERATELLA EARLINAE",NA,0,NA,NA
1983-07-21,63004,"POLYARTHRA REMATA",NA,0,NA,NA
1983-07-21,69915,"UNKNOWN",NA,0,NA,NA
1983-07-21,60900,"CONOCHILUS",NA,0,NA,NA
1983-07-21,69935,"",NA,0,NA,NA
1983-07-21,69936,"",NA,0,NA,NA
1983-07-21,61402,"FILINIA TERMINALIS",NA,0,NA,NA
1983-07-21,61502,"GASTROPUS STYLIFER",NA,0,NA,NA
1983-07-21,69990,"",NA,0,NA,NA
1983-07-21,69991,"",NA,0,NA,NA
1983-07-21,69992,"UNKNOWN ROTIFER",NA,0,NA,NA
1983-07-21,69932,"",NA,0,NA,NA
1983-07-21,20300,"DIACYCLOPS",NA,0,NA,NA
1983-07-21,70057,"",NA,0,NA,NA
1983-07-21,70058,"",NA,0,NA,NA
1983-07-21,70059,"",NA,0,NA,NA
1983-07-21,70060,"",NA,0,NA,NA
1983-07-21,30400,"DIAPTOMID",NA,0,NA,NA
1983-07-21,51202,"DIAPHANOSOMA BIRGEI",NA,0,NA,NA
1983-07-21,60901,"CONOCHILUS HIPPOCREPIS",NA,0,NA,NA
1983-07-21,70061,"",NA,0,NA,NA
1983-07-21,70062,"",NA,0,NA,NA
1983-07-21,70063,"",NA,0,NA,NA
1983-07-21,63603,"TRICHOCERCA CYLINDRICA",NA,0,NA,NA
1983-07-21,60200,"ASCOMORPHA","SP",5.68,NA,NA
1983-07-21,61501,"GASTROPUS HYPTOPUS",NA,0,NA,NA
1983-07-21,69928,"UNKNOWN",NA,0,NA,NA
1983-07-21,61802,"KERATELLA COCHLEARIS F. TECTA","SP",0.55,NA,NA
1983-07-21,69930,"UNKNOWN","SP",13.01,NA,NA
1983-07-21,69931,"UNKNOWN","SP",18.81,NA,NA
1983-07-21,60202,"ASCOMORPHA OVALIS",NA,0,NA,NA
1983-07-21,60203,"ASCOMORPHA SALTANS",NA,0,NA,NA
1983-07-21,69921,"UNKNOWN",NA,0,NA,NA
1983-07-21,61807,"KERATELLA SERRULATA",NA,0,NA,NA
1983-07-21,20101,"ACANTHOCYCLOPS VERNALIS",NA,0,NA,NA
1983-07-21,51102,"DAPHNIA DUBIA",NA,0,NA,NA
1983-07-21,69922,"UNKNOWN",NA,0,NA,NA
1983-07-21,61809,"KERATELLA TESTUDO",NA,0,NA,NA
1983-07-21,69918,"UNKNOWN",NA,0,NA,NA
1983-07-21,60100,"ANURAEOPSIS",NA,0,NA,NA
1983-07-21,63612,"TRICHOCERCA MULTICRINIS",NA,0,NA,NA
1983-07-21,69919,"UNKNOWN",NA,0,NA,NA
1983-07-21,69920,"UNKNOWN",NA,0,NA,NA
1983-07-21,30201,"EPISCHURA LACUSTRIS",NA,0,NA,NA
1983-07-21,62406,"MONOSTYLA LUNARIS",NA,0,NA,NA
1983-07-21,70029,"UNKNOWN",NA,0,NA,NA
1983-07-21,70030,"UNKNOWN",NA,0,NA,NA
1983-07-21,20601,"MESOCYCLOPS EDAX",NA,0,NA,NA
1983-07-21,69958,"UNKNOWN",NA,0,NA,NA
1983-07-21,60600,"COLLOTHECA",NA,0,NA,NA
1983-07-21,61911,"LECANE MIRA",NA,0,NA,NA
1983-07-21,70028,"UNKNOWN",NA,0,NA,NA
1983-07-21,60201,"ASCOMORPHA ECAUDIS",NA,0,NA,NA
1983-07-21,60601,"COLLOTHECA MUTABILIS",NA,0,NA,NA
1983-07-21,88888,"UNKNOWN ROTIFER",NA,0,NA,NA
1983-07-21,63602,"TRICHOCERCA BIROSTRIS",NA,0,NA,NA
1983-07-21,61810,"KERATELLA TICINENSIS",NA,0,NA,NA
1983-07-21,62901,"PLOESOMA HUDSONI",NA,0,NA,NA
1983-07-21,50300,"ALONA",NA,0,NA,NA
1983-07-21,60500,"CEPHALODELLA",NA,0,NA,NA
1983-07-21,62902,"PLOESOMA LENTICULARE",NA,0,NA,NA
1983-07-21,61300,"EUCHLANIS",NA,0,NA,NA
1983-07-21,63700,"TRICHOTRIA",NA,0,NA,NA
1983-07-21,62407,"MONOSTYLA OBTUSA",NA,0,NA,NA
1983-07-21,61918,"LECANE TENUISETA",NA,0,NA,NA
1983-07-21,63002,"POLYARTHRA EURYPTERA",NA,0,NA,NA
1983-07-21,51101,"DAPHNIA AMBIGUA",NA,0,NA,NA
1983-07-21,51105,"DAPHNIA PARVULA",NA,0,NA,NA
1983-07-21,62000,"LEPADELLA",NA,0,NA,NA
1983-07-21,50900,"CERIODAPHNIA",NA,0,NA,NA
1983-08-16,10000,"COPEPOD NAUPLII","SP",14.9,NA,NA
1983-08-16,20000,"CYCLOPOID",NA,0,NA,NA
1983-08-16,20302,"DIACYCLOPS THOMASI","SP",3.8,NA,NA
1983-08-16,30000,"CALANOID",NA,0,NA,NA
1983-08-16,30402,"LEPTODIAPTOMUS MINUTUS",NA,0,NA,NA
1983-08-16,30801,"SKISTODIAPTOMUS OREGONENSIS",NA,0,NA,NA
1983-08-16,51103,"DAPHNIA MENDOTAE",NA,0,NA,NA
1983-08-16,51104,"DAPHNIA LONGIREMIS","SP",2.3,NA,NA
1983-08-16,51130,"DAPHNIA PULICARIA",NA,0,NA,NA
1983-08-16,51800,"HOLOPEDIUM",NA,0,NA,NA
1983-08-16,60300,"ASPLANCHNA","SP",0.2,NA,NA
1983-08-16,60902,"CONOCHILUS UNICORNIS",NA,0,NA,NA
1983-08-16,61400,"FILINIA",NA,0,NA,NA
1983-08-16,61701,"KELLICOTTIA BOSTONIENSIS",NA,0,NA,NA
1983-08-16,61702,"KELLICOTTIA LONGISPINA","SP",0.9,NA,NA
1983-08-16,61801,"KERATELLA COCHLEARIS","SP",72,NA,NA
1983-08-16,61805,"KERATELLA HIEMALIS",NA,0,NA,NA
1983-08-16,61806,"KERATELLA QUADRATA","SP",1.1,NA,NA
1983-08-16,61900,"LECANE","SP",0.2,NA,NA
1983-08-16,61904,"LECANE INERMIS",NA,0,NA,NA
1983-08-16,63001,"POLYARTHRA DOLICHOPTERA",NA,0,NA,NA
1983-08-16,63005,"POLYARTHRA VULGARIS","SP",18.1,NA,NA
1983-08-16,69934,"",NA,0,NA,NA
1983-08-16,50000,"CLADOCERAN",NA,0,NA,NA
1983-08-16,51100,"DAPHNIA",NA,0,NA,NA
1983-08-16,51108,"DAPHNIA DENTIFERA",NA,0,NA,NA
1983-08-16,51801,"HOLOPEDIUM GIBBERUM",NA,0,NA,NA
1983-08-16,61803,"KERATELLA CRASSA","SP",86.7,NA,NA
1983-08-16,61808,"KERATELLA TAUROCEPHALA","SP",0.2,NA,NA
1983-08-16,63000,"POLYARTHRA",NA,0,NA,NA
1983-08-16,63400,"SYNCHAETA","SP",0.2,NA,NA
1983-08-16,69901,"",NA,0,NA,NA
1983-08-16,69902,"",NA,0,NA,NA
1983-08-16,70038,"",NA,0,NA,NA
1983-08-16,50700,"BOSMINIDAE",NA,0,NA,NA
1983-08-16,51200,"DIAPHANOSOMA",NA,0,NA,NA
1983-08-16,70051,"",NA,0,NA,NA
1983-08-16,60700,"COLURELLA",NA,0,NA,NA
1983-08-16,70039,"",NA,0,NA,NA
1983-08-16,70065,"",NA,0,NA,NA
1983-08-16,51000,"CHYDORUS",NA,0,NA,NA
1983-08-16,51107,"DAPHNIA RETROCURVA",NA,0,NA,NA
1983-08-16,60800,"CONOCHILOIDES",NA,0,NA,NA
1983-08-16,61500,"GASTROPUS",NA,0,NA,NA
1983-08-16,62700,"NOTOMMATA",NA,0,NA,NA
1983-08-16,62900,"PLOESOMA","SP",0.6,NA,NA
1983-08-16,63003,"POLYARTHRA MAJOR",NA,0,NA,NA
1983-08-16,63600,"TRICHOCERCA",NA,0,NA,NA
1983-08-16,63616,"TRICHOCERCA ROUSSELETI",NA,0,NA,NA
1983-08-16,70064,"",NA,0,NA,NA
1983-08-16,62400,"MONOSTYLA",NA,0,NA,NA
1983-08-16,70041,"",NA,0,NA,NA
1983-08-16,70052,"",NA,0,NA,NA
1983-08-16,20901,"TROPOCYCLOPS PRASINUS MEXICANUS","SP",0.2,NA,NA
1983-08-16,61804,"KERATELLA EARLINAE","SP",2.3,NA,NA
1983-08-16,63004,"POLYARTHRA REMATA","SP",31.3,NA,NA
1983-08-16,69915,"UNKNOWN",NA,0,NA,NA
1983-08-16,60900,"CONOCHILUS","SP",1.3,NA,NA
1983-08-16,69935,"",NA,0,NA,NA
1983-08-16,69936,"",NA,0,NA,NA
1983-08-16,61402,"FILINIA TERMINALIS","SP",0.4,NA,NA
1983-08-16,61502,"GASTROPUS STYLIFER","SP",4.5,NA,NA
1983-08-16,69990,"",NA,0,NA,NA
1983-08-16,69991,"",NA,0,NA,NA
1983-08-16,69992,"UNKNOWN ROTIFER",NA,0,NA,NA
1983-08-16,69932,"",NA,0,NA,NA
1983-08-16,20300,"DIACYCLOPS",NA,0,NA,NA
1983-08-16,70057,"",NA,0,NA,NA
1983-08-16,70058,"",NA,0,NA,NA
1983-08-16,70059,"",NA,0,NA,NA
1983-08-16,70060,"",NA,0,NA,NA
1983-08-16,30400,"DIAPTOMID",NA,0,NA,NA
1983-08-16,51202,"DIAPHANOSOMA BIRGEI",NA,0,NA,NA
1983-08-16,60901,"CONOCHILUS HIPPOCREPIS",NA,0,NA,NA
1983-08-16,70061,"",NA,0,NA,NA
1983-08-16,70062,"",NA,0,NA,NA
1983-08-16,70063,"",NA,0,NA,NA
1983-08-16,63603,"TRICHOCERCA CYLINDRICA",NA,0,NA,NA
1983-08-16,60200,"ASCOMORPHA",NA,0,NA,NA
1983-08-16,61501,"GASTROPUS HYPTOPUS",NA,0,NA,NA
1983-08-16,69928,"UNKNOWN",NA,0,NA,NA
1983-08-16,61802,"KERATELLA COCHLEARIS F. TECTA",NA,0,NA,NA
1983-08-16,69930,"UNKNOWN",NA,0,NA,NA
1983-08-16,69931,"UNKNOWN",NA,0,NA,NA
1983-08-16,60202,"ASCOMORPHA OVALIS","SP",1.3,NA,NA
1983-08-16,60203,"ASCOMORPHA SALTANS","SP",3,NA,NA
1983-08-16,69921,"UNKNOWN",NA,0,NA,NA
1983-08-16,61807,"KERATELLA SERRULATA",NA,0,NA,NA
1983-08-16,20101,"ACANTHOCYCLOPS VERNALIS",NA,0,NA,NA
1983-08-16,51102,"DAPHNIA DUBIA",NA,0,NA,NA
1983-08-16,69922,"UNKNOWN",NA,0,NA,NA
1983-08-16,61809,"KERATELLA TESTUDO",NA,0,NA,NA
1983-08-16,69918,"UNKNOWN",NA,0,NA,NA
1983-08-16,60100,"ANURAEOPSIS",NA,0,NA,NA
1983-08-16,63612,"TRICHOCERCA MULTICRINIS",NA,0,NA,NA
1983-08-16,69919,"UNKNOWN",NA,0,NA,NA
1983-08-16,69920,"UNKNOWN",NA,0,NA,NA
1983-08-16,30201,"EPISCHURA LACUSTRIS",NA,0,NA,NA
1983-08-16,62406,"MONOSTYLA LUNARIS",NA,0,NA,NA
1983-08-16,70029,"UNKNOWN",NA,0,NA,NA
1983-08-16,70030,"UNKNOWN",NA,0,NA,NA
1983-08-16,20601,"MESOCYCLOPS EDAX",NA,0,NA,NA
1983-08-16,69958,"UNKNOWN",NA,0,NA,NA
1983-08-16,60600,"COLLOTHECA",NA,0,NA,NA
1983-08-16,61911,"LECANE MIRA",NA,0,NA,NA
1983-08-16,70028,"UNKNOWN",NA,0,NA,NA
1983-08-16,60201,"ASCOMORPHA ECAUDIS",NA,0,NA,NA
1983-08-16,60601,"COLLOTHECA MUTABILIS",NA,0,NA,NA
1983-08-16,88888,"UNKNOWN ROTIFER",NA,0,NA,NA
1983-08-16,63602,"TRICHOCERCA BIROSTRIS",NA,0,NA,NA
1983-08-16,61810,"KERATELLA TICINENSIS",NA,0,NA,NA
1983-08-16,62901,"PLOESOMA HUDSONI",NA,0,NA,NA
1983-08-16,50300,"ALONA",NA,0,NA,NA
1983-08-16,60500,"CEPHALODELLA",NA,0,NA,NA
1983-08-16,62902,"PLOESOMA LENTICULARE",NA,0,NA,NA
1983-08-16,61300,"EUCHLANIS",NA,0,NA,NA
1983-08-16,63700,"TRICHOTRIA",NA,0,NA,NA
1983-08-16,62407,"MONOSTYLA OBTUSA",NA,0,NA,NA
1983-08-16,61918,"LECANE TENUISETA",NA,0,NA,NA
1983-08-16,63002,"POLYARTHRA EURYPTERA",NA,0,NA,NA
1983-08-16,51101,"DAPHNIA AMBIGUA",NA,0,NA,NA
1983-08-16,51105,"DAPHNIA PARVULA",NA,0,NA,NA
1983-08-16,62000,"LEPADELLA",NA,0,NA,NA
1983-08-16,50900,"CERIODAPHNIA",NA,0,NA,NA
1983-09-27,10000,"COPEPOD NAUPLII","SP",34.61,NA,NA
1983-09-27,20000,"CYCLOPOID",NA,0,NA,NA
1983-09-27,20302,"DIACYCLOPS THOMASI","SP",12.69,NA,NA
1983-09-27,30000,"CALANOID",NA,0,NA,NA
1983-09-27,30402,"LEPTODIAPTOMUS MINUTUS",NA,0,NA,NA
1983-09-27,30801,"SKISTODIAPTOMUS OREGONENSIS",NA,0,NA,NA
1983-09-27,51103,"DAPHNIA MENDOTAE","SP",1.15,NA,NA
1983-09-27,51104,"DAPHNIA LONGIREMIS",NA,0,NA,NA
1983-09-27,51130,"DAPHNIA PULICARIA",NA,0,NA,NA
1983-09-27,51800,"HOLOPEDIUM",NA,0,NA,NA
1983-09-27,60300,"ASPLANCHNA",NA,0,NA,NA
1983-09-27,60902,"CONOCHILUS UNICORNIS",NA,0,NA,NA
1983-09-27,61400,"FILINIA",NA,0,NA,NA
1983-09-27,61701,"KELLICOTTIA BOSTONIENSIS",NA,0,NA,NA
1983-09-27,61702,"KELLICOTTIA LONGISPINA","SP",2.31,NA,NA
1983-09-27,61801,"KERATELLA COCHLEARIS","SP",87.68,NA,NA
1983-09-27,61805,"KERATELLA HIEMALIS",NA,0,NA,NA
1983-09-27,61806,"KERATELLA QUADRATA",NA,0,NA,NA
1983-09-27,61900,"LECANE","SP",3.46,NA,NA
1983-09-27,61904,"LECANE INERMIS",NA,0,NA,NA
1983-09-27,63001,"POLYARTHRA DOLICHOPTERA",NA,0,NA,NA
1983-09-27,63005,"POLYARTHRA VULGARIS","SP",6.92,NA,NA
1983-09-27,69934,"",NA,0,NA,NA
1983-09-27,50000,"CLADOCERAN",NA,0,NA,NA
1983-09-27,51100,"DAPHNIA",NA,0,NA,NA
1983-09-27,51108,"DAPHNIA DENTIFERA",NA,0,NA,NA
1983-09-27,51801,"HOLOPEDIUM GIBBERUM",NA,0,NA,NA
1983-09-27,61803,"KERATELLA CRASSA","SP",4.61,NA,NA
1983-09-27,61808,"KERATELLA TAUROCEPHALA",NA,0,NA,NA
1983-09-27,63000,"POLYARTHRA",NA,0,NA,NA
1983-09-27,63400,"SYNCHAETA","SP",4.61,NA,NA
1983-09-27,69901,"",NA,0,NA,NA
1983-09-27,69902,"",NA,0,NA,NA
1983-09-27,70038,"",NA,0,NA,NA
1983-09-27,50700,"BOSMINIDAE","SP",9.23,NA,NA
1983-09-27,51200,"DIAPHANOSOMA",NA,0,NA,NA
1983-09-27,70051,"",NA,0,NA,NA
1983-09-27,60700,"COLURELLA",NA,0,NA,NA
1983-09-27,70039,"",NA,0,NA,NA
1983-09-27,70065,"",NA,0,NA,NA
1983-09-27,51000,"CHYDORUS",NA,0,NA,NA
1983-09-27,51107,"DAPHNIA RETROCURVA",NA,0,NA,NA
1983-09-27,60800,"CONOCHILOIDES",NA,0,NA,NA
1983-09-27,61500,"GASTROPUS",NA,0,NA,NA
1983-09-27,62700,"NOTOMMATA",NA,0,NA,NA
1983-09-27,62900,"PLOESOMA",NA,0,NA,NA
1983-09-27,63003,"POLYARTHRA MAJOR",NA,0,NA,NA
1983-09-27,63600,"TRICHOCERCA",NA,0,NA,NA
1983-09-27,63616,"TRICHOCERCA ROUSSELETI",NA,0,NA,NA
1983-09-27,70064,"",NA,0,NA,NA
1983-09-27,62400,"MONOSTYLA",NA,0,NA,NA
1983-09-27,70041,"",NA,0,NA,NA
1983-09-27,70052,"",NA,0,NA,NA
1983-09-27,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",NA,0,NA,NA
1983-09-27,61804,"KERATELLA EARLINAE","SP",5.77,NA,NA
1983-09-27,63004,"POLYARTHRA REMATA","SP",2.31,NA,NA
1983-09-27,69915,"UNKNOWN",NA,0,NA,NA
1983-09-27,60900,"CONOCHILUS",NA,0,NA,NA
1983-09-27,69935,"",NA,0,NA,NA
1983-09-27,69936,"",NA,0,NA,NA
1983-09-27,61402,"FILINIA TERMINALIS",NA,0,NA,NA
1983-09-27,61502,"GASTROPUS STYLIFER",NA,0,NA,NA
1983-09-27,69990,"",NA,0,NA,NA
1983-09-27,69991,"",NA,0,NA,NA
1983-09-27,69992,"UNKNOWN ROTIFER",NA,0,NA,NA
1983-09-27,69932,"",NA,0,NA,NA
1983-09-27,20300,"DIACYCLOPS",NA,0,NA,NA
1983-09-27,70057,"",NA,0,NA,NA
1983-09-27,70058,"",NA,0,NA,NA
1983-09-27,70059,"",NA,0,NA,NA
1983-09-27,70060,"",NA,0,NA,NA
1983-09-27,30400,"DIAPTOMID",NA,0,NA,NA
1983-09-27,51202,"DIAPHANOSOMA BIRGEI",NA,0,NA,NA
1983-09-27,60901,"CONOCHILUS HIPPOCREPIS",NA,0,NA,NA
1983-09-27,70061,"",NA,0,NA,NA
1983-09-27,70062,"",NA,0,NA,NA
1983-09-27,70063,"",NA,0,NA,NA
1983-09-27,63603,"TRICHOCERCA CYLINDRICA",NA,0,NA,NA
1983-09-27,60200,"ASCOMORPHA",NA,0,NA,NA
1983-09-27,61501,"GASTROPUS HYPTOPUS",NA,0,NA,NA
1983-09-27,69928,"UNKNOWN",NA,0,NA,NA
1983-09-27,61802,"KERATELLA COCHLEARIS F. TECTA",NA,0,NA,NA
1983-09-27,69930,"UNKNOWN",NA,0,NA,NA
1983-09-27,69931,"UNKNOWN",NA,0,NA,NA
1983-09-27,60202,"ASCOMORPHA OVALIS",NA,0,NA,NA
1983-09-27,60203,"ASCOMORPHA SALTANS",NA,0,NA,NA
1983-09-27,69921,"UNKNOWN",NA,0,NA,NA
1983-09-27,61807,"KERATELLA SERRULATA",NA,0,NA,NA
1983-09-27,20101,"ACANTHOCYCLOPS VERNALIS",NA,0,NA,NA
1983-09-27,51102,"DAPHNIA DUBIA",NA,0,NA,NA
1983-09-27,69922,"UNKNOWN",NA,0,NA,NA
1983-09-27,61809,"KERATELLA TESTUDO",NA,0,NA,NA
1983-09-27,69918,"UNKNOWN",NA,0,NA,NA
1983-09-27,60100,"ANURAEOPSIS",NA,0,NA,NA
1983-09-27,63612,"TRICHOCERCA MULTICRINIS",NA,0,NA,NA
1983-09-27,69919,"UNKNOWN",NA,0,NA,NA
1983-09-27,69920,"UNKNOWN",NA,0,NA,NA
1983-09-27,30201,"EPISCHURA LACUSTRIS",NA,0,NA,NA
1983-09-27,62406,"MONOSTYLA LUNARIS",NA,0,NA,NA
1983-09-27,70029,"UNKNOWN",NA,0,NA,NA
1983-09-27,70030,"UNKNOWN",NA,0,NA,NA
1983-09-27,20601,"MESOCYCLOPS EDAX",NA,0,NA,NA
1983-09-27,69958,"UNKNOWN",NA,0,NA,NA
1983-09-27,60600,"COLLOTHECA",NA,0,NA,NA
1983-09-27,61911,"LECANE MIRA",NA,0,NA,NA
1983-09-27,70028,"UNKNOWN",NA,0,NA,NA
1983-09-27,60201,"ASCOMORPHA ECAUDIS",NA,0,NA,NA
1983-09-27,60601,"COLLOTHECA MUTABILIS",NA,0,NA,NA
1983-09-27,88888,"UNKNOWN ROTIFER",NA,0,NA,NA
1983-09-27,63602,"TRICHOCERCA BIROSTRIS",NA,0,NA,NA
1983-09-27,61810,"KERATELLA TICINENSIS",NA,0,NA,NA
1983-09-27,62901,"PLOESOMA HUDSONI",NA,0,NA,NA
1983-09-27,50300,"ALONA",NA,0,NA,NA
1983-09-27,60500,"CEPHALODELLA",NA,0,NA,NA
1983-09-27,62902,"PLOESOMA LENTICULARE",NA,0,NA,NA
1983-09-27,61300,"EUCHLANIS",NA,0,NA,NA
1983-09-27,63700,"TRICHOTRIA",NA,0,NA,NA
1983-09-27,62407,"MONOSTYLA OBTUSA",NA,0,NA,NA
1983-09-27,61918,"LECANE TENUISETA",NA,0,NA,NA
1983-09-27,63002,"POLYARTHRA EURYPTERA",NA,0,NA,NA
1983-09-27,51101,"DAPHNIA AMBIGUA",NA,0,NA,NA
1983-09-27,51105,"DAPHNIA PARVULA",NA,0,NA,NA
1983-09-27,62000,"LEPADELLA",NA,0,NA,NA
1983-09-27,50900,"CERIODAPHNIA",NA,0,NA,NA
1983-10-17,10000,"COPEPOD NAUPLII","SP",51.95,NA,NA
1983-10-17,20000,"CYCLOPOID",NA,0,NA,NA
1983-10-17,20302,"DIACYCLOPS THOMASI","SP",19.48,NA,NA
1983-10-17,30000,"CALANOID",NA,0,NA,NA
1983-10-17,30402,"LEPTODIAPTOMUS MINUTUS",NA,0,NA,NA
1983-10-17,30801,"SKISTODIAPTOMUS OREGONENSIS",NA,0,NA,NA
1983-10-17,51103,"DAPHNIA MENDOTAE",NA,0,NA,NA
1983-10-17,51104,"DAPHNIA LONGIREMIS","SP",6.49,NA,NA
1983-10-17,51130,"DAPHNIA PULICARIA",NA,0,NA,NA
1983-10-17,51800,"HOLOPEDIUM",NA,0,NA,NA
1983-10-17,60300,"ASPLANCHNA",NA,0,NA,NA
1983-10-17,60902,"CONOCHILUS UNICORNIS",NA,0,NA,NA
1983-10-17,61400,"FILINIA",NA,0,NA,NA
1983-10-17,61701,"KELLICOTTIA BOSTONIENSIS",NA,0,NA,NA
1983-10-17,61702,"KELLICOTTIA LONGISPINA","SP",1.3,NA,NA
1983-10-17,61801,"KERATELLA COCHLEARIS","SP",85.71,NA,NA
1983-10-17,61805,"KERATELLA HIEMALIS",NA,0,NA,NA
1983-10-17,61806,"KERATELLA QUADRATA",NA,0,NA,NA
1983-10-17,61900,"LECANE",NA,0,NA,NA
1983-10-17,61904,"LECANE INERMIS",NA,0,NA,NA
1983-10-17,63001,"POLYARTHRA DOLICHOPTERA",NA,0,NA,NA
1983-10-17,63005,"POLYARTHRA VULGARIS",NA,0,NA,NA
1983-10-17,69934,"",NA,0,NA,NA
1983-10-17,50000,"CLADOCERAN",NA,0,NA,NA
1983-10-17,51100,"DAPHNIA",NA,0,NA,NA
1983-10-17,51108,"DAPHNIA DENTIFERA",NA,0,NA,NA
1983-10-17,51801,"HOLOPEDIUM GIBBERUM",NA,0,NA,NA
1983-10-17,61803,"KERATELLA CRASSA","SP",6.49,NA,NA
1983-10-17,61808,"KERATELLA TAUROCEPHALA",NA,0,NA,NA
1983-10-17,63000,"POLYARTHRA",NA,0,NA,NA
1983-10-17,63400,"SYNCHAETA","SP",1.3,NA,NA
1983-10-17,69901,"",NA,0,NA,NA
1983-10-17,69902,"",NA,0,NA,NA
1983-10-17,70038,"",NA,0,NA,NA
1983-10-17,50700,"BOSMINIDAE","SP",10.39,NA,NA
1983-10-17,51200,"DIAPHANOSOMA",NA,0,NA,NA
1983-10-17,70051,"",NA,0,NA,NA
1983-10-17,60700,"COLURELLA",NA,0,NA,NA
1983-10-17,70039,"",NA,0,NA,NA
1983-10-17,70065,"",NA,0,NA,NA
1983-10-17,51000,"CHYDORUS",NA,0,NA,NA
1983-10-17,51107,"DAPHNIA RETROCURVA",NA,0,NA,NA
1983-10-17,60800,"CONOCHILOIDES",NA,0,NA,NA
1983-10-17,61500,"GASTROPUS",NA,0,NA,NA
