sampledate,division,genus,taxa_name,biovolume_conc
2/20/12,Bacillariophyta,Tabellaria,Synechocystis ,0
2/20/12,Bacillariophyta,Tabellaria,Peridinium ,0
2/20/12,Bacillariophyta,Tabellaria,Coelastrum ,0
2/20/12,Bacillariophyta,Tabellaria,Monomastix minuta,0
2/20/12,Bacillariophyta,Tabellaria,Oocystis parva,0
2/20/12,Bacillariophyta,Tabellaria,Schroederia judayi,0
2/20/12,Bacillariophyta,Tabellaria,Gymnodinium sp. 2,0
2/20/12,Bacillariophyta,Tabellaria,Gymnodinium sp. 3,0
2/20/12,Bacillariophyta,Tabellaria,Lindavia intermedia,0
2/20/12,Bacillariophyta,Tabellaria,Sphaerocystis schroeteri,0
2/20/12,Bacillariophyta,Tabellaria,Dinobryon cylindricum,0
2/20/12,Bacillariophyta,Tabellaria,Monoraphidium griffithii,0
2/20/12,Bacillariophyta,Tabellaria,Kephyrion ,0
2/20/12,Bacillariophyta,Tabellaria,Chrysochromulina parva,0
2/20/12,Bacillariophyta,Tabellaria,Tabellaria flocculosa,3681.071
2/20/12,Bacillariophyta,Tabellaria,Kephyrion planctonicum,0
2/20/12,Bacillariophyta,Tabellaria,Aphanizomenon ,0
2/20/12,Bacillariophyta,Tabellaria,Aphanothece saxicola,0
2/20/12,Bacillariophyta,Tabellaria,Tabellaria binalis,0
2/20/12,Bacillariophyta,Tabellaria,Oedogonium ,0
2/20/12,Bacillariophyta,Tabellaria,Phormidium ,0
2/20/12,Bacillariophyta,Tabellaria,Actinella punctata,0
2/20/12,Bacillariophyta,Tabellaria,Gloeococcus minor,0
2/20/12,Bacillariophyta,Tabellaria,Mallomonas ,0
2/20/12,Bacillariophyta,Tabellaria,Aphanothece nidulans,0
2/20/12,Bacillariophyta,Tabellaria,Planktothrix agardhii,0
2/20/12,Bacillariophyta,Tabellaria,Scenedesmus bijuga,0
2/20/12,Bacillariophyta,Tabellaria,Euglena acus,0
2/20/12,Bacillariophyta,Tabellaria,Mougeotia ,0
2/20/12,Bacillariophyta,Tabellaria,Stichococcus bacillaris,0
2/20/12,Bacillariophyta,Tabellaria,Dinobryon cyst,0
2/20/12,Bacillariophyta,Tabellaria,Mucidosphaerium pulchellum,0
2/20/12,Bacillariophyta,Tabellaria,Gonyostomum semen,0
2/20/12,Bacillariophyta,Tabellaria,Spinocosmarium ,0
2/20/12,Bacillariophyta,Tabellaria,Synechococcus elongatus,0
2/20/12,Bacillariophyta,Tabellaria,Cyclotella sp. 1,0
2/20/12,Bacillariophyta,Tabellaria,Stephanodiscus parvus,0
2/20/12,Bacillariophyta,Tabellaria,Cyclotella ocellata,0
2/20/12,Bacillariophyta,Tabellaria,Botryococcus braunii,0
2/20/12,Bacillariophyta,Tabellaria,Uroglena ,0
2/20/12,Bacillariophyta,Tabellaria,Peridinium inconspicuum,0
2/20/12,Bacillariophyta,Tabellaria,Gymnodinium sp. 1,0
2/20/12,Bacillariophyta,Tabellaria,Peridinium umbonatum,0
2/20/12,Bacillariophyta,Tabellaria,Lepocinclis ,0
2/20/12,Bacillariophyta,Tabellaria,Monoraphidium arcuatum,0
2/20/12,Bacillariophyta,Tabellaria,Dinobryon ,0
2/20/12,Bacillariophyta,Tabellaria,Dinobryon sociale,0
2/20/12,Bacillariophyta,Tabellaria,Trachelomonas ,0
2/20/12,Bacillariophyta,Tabellaria,Fragilaria filiformis,0
2/20/12,Bacillariophyta,Tabellaria,Cosmarium ,0
2/20/12,Bacillariophyta,Tabellaria,Monomastix astigmata,0
2/20/12,Bacillariophyta,Tabellaria,Oocystis pusilla,0
2/20/12,Bacillariophyta,Tabellaria,Staurastrum ,0
2/20/12,Bacillariophyta,Tabellaria,Staurastrum hexacerum,0
2/20/12,Bacillariophyta,Tabellaria,Teilingia granulata,0
2/20/12,Bacillariophyta,Tabellaria,Dinobryon crenulatum,0
2/20/12,Bacillariophyta,Tabellaria,Mallomonas akrokomas,0
2/20/12,Bacillariophyta,Tabellaria,Stichogloea olivacea,0
2/20/12,Bacillariophyta,Tabellaria,Peridinium cinctum,0
2/20/12,Bacillariophyta,Tabellaria,Pseudanabaena limnetica,0
2/20/12,Bacillariophyta,Tabellaria,Microspora ,0
2/20/12,Bacillariophyta,Tabellaria,Eunotia ,0
2/20/12,Bacillariophyta,Tabellaria,Aphanizomenon flos-aquae,0
2/20/12,Bacillariophyta,Tabellaria,Colonial ,0
2/20/12,Bacillariophyta,Tabellaria,Quadrigula lacustris,0
2/20/12,Bacillariophyta,Tabellaria,Aphanothece ,0
2/20/12,Bacillariophyta,Tabellaria,Stephanodiscus medius,0
2/20/12,Bacillariophyta,Tabellaria,Chrysococcus minutus,0
2/20/12,Bacillariophyta,Tabellaria,Glenodinium quadridens,0
2/20/12,Bacillariophyta,Tabellaria,Chrysocapsaceae,0
2/20/12,Chlorophyta,Chlamydomonas,Chlamydomonas ,185529.3382
2/20/12,Chlorophyta,Chlamydomonas,Cryptomonas erosa,0
2/20/12,Chlorophyta,Chlamydomonas,Aphanocapsa delicatissima,0
2/20/12,Chlorophyta,Chlamydomonas,Synechococcus ,0
2/20/12,Chlorophyta,Chlamydomonas,Euglena ,0
2/20/12,Chlorophyta,Chlamydomonas,Miscellaneous,0
2/20/12,Chlorophyta,Chlamydomonas,Rhodospirillum rubrum,0
2/20/12,Chlorophyta,Chlamydomonas,Total,0
2/20/12,Chlorophyta,Chlamydomonas,Asterionella formosa,0
2/20/12,Chlorophyta,Chlamydomonas,Chlorococcaceae,0
2/20/12,Chlorophyta,Chlamydomonas,Chlorophyta,0
2/20/12,Chlorophyta,Chlamydomonas,Chrysophyceae,0
2/20/12,Chlorophyta,Chlamydomonas,Rhodomonas minuta,0
2/20/12,Chlorophyta,Chlamydomonas,Synechocystis ,0
2/20/12,Chlorophyta,Chlamydomonas,Peridinium ,0
2/20/12,Chlorophyta,Chlamydomonas,Coelastrum ,0
2/20/12,Chlorophyta,Chlamydomonas,Monomastix minuta,0
2/20/12,Chlorophyta,Chlamydomonas,Oocystis parva,0
2/20/12,Chlorophyta,Chlamydomonas,Schroederia judayi,0
2/20/12,Chlorophyta,Chlamydomonas,Gymnodinium sp. 2,0
2/20/12,Chlorophyta,Chlamydomonas,Gymnodinium sp. 3,0
2/20/12,Chlorophyta,Chlamydomonas,Lindavia intermedia,0
2/20/12,Chlorophyta,Chlamydomonas,Sphaerocystis schroeteri,0
2/20/12,Chlorophyta,Chlamydomonas,Dinobryon cylindricum,0
2/20/12,Chlorophyta,Chlamydomonas,Monoraphidium griffithii,0
2/20/12,Chlorophyta,Chlamydomonas,Kephyrion ,0
2/20/12,Chlorophyta,Chlamydomonas,Chrysochromulina parva,0
2/20/12,Chlorophyta,Chlamydomonas,Tabellaria flocculosa,0
2/20/12,Chlorophyta,Chlamydomonas,Kephyrion planctonicum,0
2/20/12,Chlorophyta,Chlamydomonas,Aphanizomenon ,0
2/20/12,Chlorophyta,Chlamydomonas,Aphanothece saxicola,0
2/20/12,Chlorophyta,Chlamydomonas,Tabellaria binalis,0
2/20/12,Chlorophyta,Chlamydomonas,Oedogonium ,0
2/20/12,Chlorophyta,Chlamydomonas,Phormidium ,0
2/20/12,Chlorophyta,Chlamydomonas,Actinella punctata,0
2/20/12,Chlorophyta,Chlamydomonas,Gloeococcus minor,0
2/20/12,Chlorophyta,Chlamydomonas,Mallomonas ,0
2/20/12,Chlorophyta,Chlamydomonas,Aphanothece nidulans,0
2/20/12,Chlorophyta,Chlamydomonas,Planktothrix agardhii,0
2/20/12,Chlorophyta,Chlamydomonas,Scenedesmus bijuga,0
2/20/12,Chlorophyta,Chlamydomonas,Euglena acus,0
2/20/12,Chlorophyta,Chlamydomonas,Mougeotia ,0
2/20/12,Chlorophyta,Chlamydomonas,Stichococcus bacillaris,0
2/20/12,Chlorophyta,Chlamydomonas,Dinobryon cyst,0
2/20/12,Chlorophyta,Chlamydomonas,Mucidosphaerium pulchellum,0
2/20/12,Chlorophyta,Chlamydomonas,Gonyostomum semen,0
2/20/12,Chlorophyta,Chlamydomonas,Spinocosmarium ,0
2/20/12,Chlorophyta,Chlamydomonas,Synechococcus elongatus,0
2/20/12,Chlorophyta,Chlamydomonas,Cyclotella sp. 1,0
2/20/12,Chlorophyta,Chlamydomonas,Stephanodiscus parvus,0
2/20/12,Chlorophyta,Chlamydomonas,Cyclotella ocellata,0
2/20/12,Chlorophyta,Chlamydomonas,Botryococcus braunii,0
2/20/12,Chlorophyta,Chlamydomonas,Uroglena ,0
2/20/12,Chlorophyta,Chlamydomonas,Peridinium inconspicuum,0
2/20/12,Chlorophyta,Chlamydomonas,Gymnodinium sp. 1,0
2/20/12,Chlorophyta,Chlamydomonas,Peridinium umbonatum,0
2/20/12,Chlorophyta,Chlamydomonas,Lepocinclis ,0
2/20/12,Chlorophyta,Chlamydomonas,Monoraphidium arcuatum,0
2/20/12,Chlorophyta,Chlamydomonas,Dinobryon ,0
2/20/12,Chlorophyta,Chlamydomonas,Dinobryon sociale,0
2/20/12,Chlorophyta,Chlamydomonas,Trachelomonas ,0
2/20/12,Chlorophyta,Chlamydomonas,Fragilaria filiformis,0
2/20/12,Chlorophyta,Chlamydomonas,Cosmarium ,0
2/20/12,Chlorophyta,Chlamydomonas,Monomastix astigmata,0
2/20/12,Chlorophyta,Chlamydomonas,Oocystis pusilla,0
2/20/12,Chlorophyta,Chlamydomonas,Staurastrum ,0
2/20/12,Chlorophyta,Chlamydomonas,Staurastrum hexacerum,0
2/20/12,Chlorophyta,Chlamydomonas,Teilingia granulata,0
2/20/12,Chlorophyta,Chlamydomonas,Dinobryon crenulatum,0
2/20/12,Chlorophyta,Chlamydomonas,Mallomonas akrokomas,0
2/20/12,Chlorophyta,Chlamydomonas,Stichogloea olivacea,0
2/20/12,Chlorophyta,Chlamydomonas,Peridinium cinctum,0
2/20/12,Chlorophyta,Chlamydomonas,Pseudanabaena limnetica,0
2/20/12,Chlorophyta,Chlamydomonas,Microspora ,0
2/20/12,Chlorophyta,Chlamydomonas,Eunotia ,0
2/20/12,Chlorophyta,Chlamydomonas,Aphanizomenon flos-aquae,0
2/20/12,Chlorophyta,Chlamydomonas,Colonial ,0
2/20/12,Chlorophyta,Chlamydomonas,Quadrigula lacustris,0
2/20/12,Chlorophyta,Chlamydomonas,Aphanothece ,0
2/20/12,Chlorophyta,Chlamydomonas,Stephanodiscus medius,0
2/20/12,Chlorophyta,Chlamydomonas,Chrysococcus minutus,0
2/20/12,Chlorophyta,Chlamydomonas,Glenodinium quadridens,0
2/20/12,Chlorophyta,Chlamydomonas,Chrysocapsaceae,0
2/20/12,Chlorophyta,Spinocosmarium,Chlamydomonas ,0
2/20/12,Chlorophyta,Spinocosmarium,Cryptomonas erosa,0
2/20/12,Chlorophyta,Spinocosmarium,Aphanocapsa delicatissima,0
2/20/12,Chlorophyta,Spinocosmarium,Synechococcus ,0
2/20/12,Chlorophyta,Spinocosmarium,Euglena ,0
2/20/12,Chlorophyta,Spinocosmarium,Miscellaneous,0
2/20/12,Chlorophyta,Spinocosmarium,Rhodospirillum rubrum,0
2/20/12,Chlorophyta,Spinocosmarium,Total,0
2/20/12,Chlorophyta,Spinocosmarium,Asterionella formosa,0
2/20/12,Chlorophyta,Spinocosmarium,Chlorococcaceae,0
2/20/12,Chlorophyta,Spinocosmarium,Chlorophyta,0
2/20/12,Chlorophyta,Spinocosmarium,Chrysophyceae,0
2/20/12,Chlorophyta,Spinocosmarium,Rhodomonas minuta,0
2/20/12,Chlorophyta,Spinocosmarium,Synechocystis ,0
2/20/12,Chlorophyta,Spinocosmarium,Peridinium ,0
2/20/12,Chlorophyta,Spinocosmarium,Coelastrum ,0
2/20/12,Chlorophyta,Spinocosmarium,Monomastix minuta,0
2/20/12,Chlorophyta,Spinocosmarium,Oocystis parva,0
2/20/12,Chlorophyta,Spinocosmarium,Schroederia judayi,0
2/20/12,Chlorophyta,Spinocosmarium,Gymnodinium sp. 2,0
2/20/12,Chlorophyta,Spinocosmarium,Gymnodinium sp. 3,0
2/20/12,Chlorophyta,Spinocosmarium,Lindavia intermedia,0
2/20/12,Chlorophyta,Spinocosmarium,Sphaerocystis schroeteri,0
2/20/12,Chlorophyta,Spinocosmarium,Dinobryon cylindricum,0
2/20/12,Chlorophyta,Spinocosmarium,Monoraphidium griffithii,0
2/20/12,Chlorophyta,Spinocosmarium,Kephyrion ,0
2/20/12,Chlorophyta,Spinocosmarium,Chrysochromulina parva,0
2/20/12,Chlorophyta,Spinocosmarium,Tabellaria flocculosa,0
2/20/12,Chlorophyta,Spinocosmarium,Kephyrion planctonicum,0
2/20/12,Chlorophyta,Spinocosmarium,Aphanizomenon ,0
2/20/12,Chlorophyta,Spinocosmarium,Aphanothece saxicola,0
2/20/12,Chlorophyta,Spinocosmarium,Tabellaria binalis,0
2/20/12,Chlorophyta,Spinocosmarium,Oedogonium ,0
2/20/12,Chlorophyta,Spinocosmarium,Phormidium ,0
2/20/12,Chlorophyta,Spinocosmarium,Actinella punctata,0
2/20/12,Chlorophyta,Spinocosmarium,Gloeococcus minor,0
2/20/12,Chlorophyta,Spinocosmarium,Mallomonas ,0
2/20/12,Chlorophyta,Spinocosmarium,Aphanothece nidulans,0
2/20/12,Chlorophyta,Spinocosmarium,Planktothrix agardhii,0
2/20/12,Chlorophyta,Spinocosmarium,Scenedesmus bijuga,0
2/20/12,Chlorophyta,Spinocosmarium,Euglena acus,0
2/20/12,Chlorophyta,Spinocosmarium,Mougeotia ,0
2/20/12,Chlorophyta,Spinocosmarium,Stichococcus bacillaris,0
2/20/12,Chlorophyta,Spinocosmarium,Dinobryon cyst,0
2/20/12,Chlorophyta,Spinocosmarium,Mucidosphaerium pulchellum,0
2/20/12,Chlorophyta,Spinocosmarium,Gonyostomum semen,0
2/20/12,Chlorophyta,Spinocosmarium,Spinocosmarium ,4111.7957
2/20/12,Chlorophyta,Spinocosmarium,Synechococcus elongatus,0
2/20/12,Chlorophyta,Spinocosmarium,Cyclotella sp. 1,0
2/20/12,Chlorophyta,Spinocosmarium,Stephanodiscus parvus,0
2/20/12,Chlorophyta,Spinocosmarium,Cyclotella ocellata,0
2/20/12,Chlorophyta,Spinocosmarium,Botryococcus braunii,0
2/20/12,Chlorophyta,Spinocosmarium,Uroglena ,0
2/20/12,Chlorophyta,Spinocosmarium,Peridinium inconspicuum,0
2/20/12,Chlorophyta,Spinocosmarium,Gymnodinium sp. 1,0
2/20/12,Chlorophyta,Spinocosmarium,Peridinium umbonatum,0
2/20/12,Chlorophyta,Spinocosmarium,Lepocinclis ,0
2/20/12,Chlorophyta,Spinocosmarium,Monoraphidium arcuatum,0
2/20/12,Chlorophyta,Spinocosmarium,Dinobryon ,0
2/20/12,Chlorophyta,Spinocosmarium,Dinobryon sociale,0
2/20/12,Chlorophyta,Spinocosmarium,Trachelomonas ,0
2/20/12,Chlorophyta,Spinocosmarium,Fragilaria filiformis,0
2/20/12,Chlorophyta,Spinocosmarium,Cosmarium ,0
2/20/12,Chlorophyta,Spinocosmarium,Monomastix astigmata,0
2/20/12,Chlorophyta,Spinocosmarium,Oocystis pusilla,0
2/20/12,Chlorophyta,Spinocosmarium,Staurastrum ,0
2/20/12,Chlorophyta,Spinocosmarium,Staurastrum hexacerum,0
2/20/12,Chlorophyta,Spinocosmarium,Teilingia granulata,0
2/20/12,Chlorophyta,Spinocosmarium,Dinobryon crenulatum,0
2/20/12,Chlorophyta,Spinocosmarium,Mallomonas akrokomas,0
2/20/12,Chlorophyta,Spinocosmarium,Stichogloea olivacea,0
2/20/12,Chlorophyta,Spinocosmarium,Peridinium cinctum,0
2/20/12,Chlorophyta,Spinocosmarium,Pseudanabaena limnetica,0
2/20/12,Chlorophyta,Spinocosmarium,Microspora ,0
2/20/12,Chlorophyta,Spinocosmarium,Eunotia ,0
2/20/12,Chlorophyta,Spinocosmarium,Aphanizomenon flos-aquae,0
2/20/12,Chlorophyta,Spinocosmarium,Colonial ,0
2/20/12,Chlorophyta,Spinocosmarium,Quadrigula lacustris,0
2/20/12,Chlorophyta,Spinocosmarium,Aphanothece ,0
2/20/12,Chlorophyta,Spinocosmarium,Stephanodiscus medius,0
2/20/12,Chlorophyta,Spinocosmarium,Chrysococcus minutus,0
2/20/12,Chlorophyta,Spinocosmarium,Glenodinium quadridens,0
2/20/12,Chlorophyta,Spinocosmarium,Chrysocapsaceae,0
2/20/12,Chrysophyta,NA,Chlamydomonas ,0
2/20/12,Chrysophyta,NA,Cryptomonas erosa,0
2/20/12,Chrysophyta,NA,Aphanocapsa delicatissima,0
2/20/12,Chrysophyta,NA,Synechococcus ,0
2/20/12,Chrysophyta,NA,Euglena ,0
2/20/12,Chrysophyta,NA,Miscellaneous,0
2/20/12,Chrysophyta,NA,Rhodospirillum rubrum,0
2/20/12,Chrysophyta,NA,Total,0
2/20/12,Chrysophyta,NA,Asterionella formosa,0
2/20/12,Chrysophyta,NA,Chlorococcaceae,0
2/20/12,Chrysophyta,NA,Chlorophyta,0
2/20/12,Chrysophyta,NA,Chrysophyceae,10905.3472
2/20/12,Chrysophyta,NA,Rhodomonas minuta,0
2/20/12,Chrysophyta,NA,Synechocystis ,0
2/20/12,Chrysophyta,NA,Peridinium ,0
2/20/12,Chrysophyta,NA,Coelastrum ,0
2/20/12,Chrysophyta,NA,Monomastix minuta,0
2/20/12,Chrysophyta,NA,Oocystis parva,0
2/20/12,Chrysophyta,NA,Schroederia judayi,0
2/20/12,Chrysophyta,NA,Gymnodinium sp. 2,0
2/20/12,Chrysophyta,NA,Gymnodinium sp. 3,0
2/20/12,Chrysophyta,NA,Lindavia intermedia,0
2/20/12,Chrysophyta,NA,Sphaerocystis schroeteri,0
2/20/12,Chrysophyta,NA,Dinobryon cylindricum,0
2/20/12,Chrysophyta,NA,Monoraphidium griffithii,0
2/20/12,Chrysophyta,NA,Kephyrion ,0
2/20/12,Chrysophyta,NA,Chrysochromulina parva,0
2/20/12,Chrysophyta,NA,Tabellaria flocculosa,0
2/20/12,Chrysophyta,NA,Kephyrion planctonicum,0
2/20/12,Chrysophyta,NA,Aphanizomenon ,0
2/20/12,Chrysophyta,NA,Aphanothece saxicola,0
2/20/12,Chrysophyta,NA,Tabellaria binalis,0
2/20/12,Chrysophyta,NA,Oedogonium ,0
2/20/12,Chrysophyta,NA,Phormidium ,0
2/20/12,Chrysophyta,NA,Actinella punctata,0
2/20/12,Chrysophyta,NA,Gloeococcus minor,0
2/20/12,Chrysophyta,NA,Mallomonas ,0
2/20/12,Chrysophyta,NA,Aphanothece nidulans,0
2/20/12,Chrysophyta,NA,Planktothrix agardhii,0
2/20/12,Chrysophyta,NA,Scenedesmus bijuga,0
2/20/12,Chrysophyta,NA,Euglena acus,0
2/20/12,Chrysophyta,NA,Mougeotia ,0
2/20/12,Chrysophyta,NA,Stichococcus bacillaris,0
2/20/12,Chrysophyta,NA,Dinobryon cyst,0
2/20/12,Chrysophyta,NA,Mucidosphaerium pulchellum,0
2/20/12,Chrysophyta,NA,Gonyostomum semen,0
2/20/12,Chrysophyta,NA,Spinocosmarium ,0
2/20/12,Chrysophyta,NA,Synechococcus elongatus,0
2/20/12,Chrysophyta,NA,Cyclotella sp. 1,0
2/20/12,Chrysophyta,NA,Stephanodiscus parvus,0
2/20/12,Chrysophyta,NA,Cyclotella ocellata,0
2/20/12,Chrysophyta,NA,Botryococcus braunii,0
2/20/12,Chrysophyta,NA,Uroglena ,0
2/20/12,Chrysophyta,NA,Peridinium inconspicuum,0
2/20/12,Chrysophyta,NA,Gymnodinium sp. 1,0
2/20/12,Chrysophyta,NA,Peridinium umbonatum,0
2/20/12,Chrysophyta,NA,Lepocinclis ,0
2/20/12,Chrysophyta,NA,Monoraphidium arcuatum,0
2/20/12,Chrysophyta,NA,Dinobryon ,0
2/20/12,Chrysophyta,NA,Dinobryon sociale,0
2/20/12,Chrysophyta,NA,Trachelomonas ,0
2/20/12,Chrysophyta,NA,Fragilaria filiformis,0
2/20/12,Chrysophyta,NA,Cosmarium ,0
2/20/12,Chrysophyta,NA,Monomastix astigmata,0
2/20/12,Chrysophyta,NA,Oocystis pusilla,0
2/20/12,Chrysophyta,NA,Staurastrum ,0
2/20/12,Chrysophyta,NA,Staurastrum hexacerum,0
2/20/12,Chrysophyta,NA,Teilingia granulata,0
2/20/12,Chrysophyta,NA,Dinobryon crenulatum,0
2/20/12,Chrysophyta,NA,Mallomonas akrokomas,0
2/20/12,Chrysophyta,NA,Stichogloea olivacea,0
2/20/12,Chrysophyta,NA,Peridinium cinctum,0
2/20/12,Chrysophyta,NA,Pseudanabaena limnetica,0
2/20/12,Chrysophyta,NA,Microspora ,0
2/20/12,Chrysophyta,NA,Eunotia ,0
2/20/12,Chrysophyta,NA,Aphanizomenon flos-aquae,0
2/20/12,Chrysophyta,NA,Colonial ,0
2/20/12,Chrysophyta,NA,Quadrigula lacustris,0
2/20/12,Chrysophyta,NA,Aphanothece ,0
2/20/12,Chrysophyta,NA,Stephanodiscus medius,0
2/20/12,Chrysophyta,NA,Chrysococcus minutus,0
2/20/12,Chrysophyta,NA,Glenodinium quadridens,0
2/20/12,Chrysophyta,NA,Chrysocapsaceae,0
2/20/12,Chrysophyta,Mallomonas,Chlamydomonas ,0
2/20/12,Chrysophyta,Mallomonas,Cryptomonas erosa,0
2/20/12,Chrysophyta,Mallomonas,Aphanocapsa delicatissima,0
2/20/12,Chrysophyta,Mallomonas,Synechococcus ,0
2/20/12,Chrysophyta,Mallomonas,Euglena ,0
2/20/12,Chrysophyta,Mallomonas,Miscellaneous,0
2/20/12,Chrysophyta,Mallomonas,Rhodospirillum rubrum,0
2/20/12,Chrysophyta,Mallomonas,Total,0
2/20/12,Chrysophyta,Mallomonas,Asterionella formosa,0
2/20/12,Chrysophyta,Mallomonas,Chlorococcaceae,0
2/20/12,Chrysophyta,Mallomonas,Chlorophyta,0
2/20/12,Chrysophyta,Mallomonas,Chrysophyceae,0
2/20/12,Chrysophyta,Mallomonas,Rhodomonas minuta,0
2/20/12,Chrysophyta,Mallomonas,Synechocystis ,0
2/20/12,Chrysophyta,Mallomonas,Peridinium ,0
2/20/12,Chrysophyta,Mallomonas,Coelastrum ,0
2/20/12,Chrysophyta,Mallomonas,Monomastix minuta,0
2/20/12,Chrysophyta,Mallomonas,Oocystis parva,0
2/20/12,Chrysophyta,Mallomonas,Schroederia judayi,0
2/20/12,Chrysophyta,Mallomonas,Gymnodinium sp. 2,0
2/20/12,Chrysophyta,Mallomonas,Gymnodinium sp. 3,0
2/20/12,Chrysophyta,Mallomonas,Lindavia intermedia,0
2/20/12,Chrysophyta,Mallomonas,Sphaerocystis schroeteri,0
2/20/12,Chrysophyta,Mallomonas,Dinobryon cylindricum,0
2/20/12,Chrysophyta,Mallomonas,Monoraphidium griffithii,0
2/20/12,Chrysophyta,Mallomonas,Kephyrion ,0
2/20/12,Chrysophyta,Mallomonas,Chrysochromulina parva,0
2/20/12,Chrysophyta,Mallomonas,Tabellaria flocculosa,0
2/20/12,Chrysophyta,Mallomonas,Kephyrion planctonicum,0
2/20/12,Chrysophyta,Mallomonas,Aphanizomenon ,0
2/20/12,Chrysophyta,Mallomonas,Aphanothece saxicola,0
2/20/12,Chrysophyta,Mallomonas,Tabellaria binalis,0
2/20/12,Chrysophyta,Mallomonas,Oedogonium ,0
2/20/12,Chrysophyta,Mallomonas,Phormidium ,0
2/20/12,Chrysophyta,Mallomonas,Actinella punctata,0
2/20/12,Chrysophyta,Mallomonas,Gloeococcus minor,0
2/20/12,Chrysophyta,Mallomonas,Mallomonas ,4414.7737
2/20/12,Chrysophyta,Mallomonas,Aphanothece nidulans,0
2/20/12,Chrysophyta,Mallomonas,Planktothrix agardhii,0
2/20/12,Chrysophyta,Mallomonas,Scenedesmus bijuga,0
2/20/12,Chrysophyta,Mallomonas,Euglena acus,0
2/20/12,Chrysophyta,Mallomonas,Mougeotia ,0
2/20/12,Chrysophyta,Mallomonas,Stichococcus bacillaris,0
2/20/12,Chrysophyta,Mallomonas,Dinobryon cyst,0
2/20/12,Chrysophyta,Mallomonas,Mucidosphaerium pulchellum,0
2/20/12,Chrysophyta,Mallomonas,Gonyostomum semen,0
2/20/12,Chrysophyta,Mallomonas,Spinocosmarium ,0
2/20/12,Chrysophyta,Mallomonas,Synechococcus elongatus,0
2/20/12,Chrysophyta,Mallomonas,Cyclotella sp. 1,0
2/20/12,Chrysophyta,Mallomonas,Stephanodiscus parvus,0
2/20/12,Chrysophyta,Mallomonas,Cyclotella ocellata,0
2/20/12,Chrysophyta,Mallomonas,Botryococcus braunii,0
2/20/12,Chrysophyta,Mallomonas,Uroglena ,0
2/20/12,Chrysophyta,Mallomonas,Peridinium inconspicuum,0
2/20/12,Chrysophyta,Mallomonas,Gymnodinium sp. 1,0
2/20/12,Chrysophyta,Mallomonas,Peridinium umbonatum,0
2/20/12,Chrysophyta,Mallomonas,Lepocinclis ,0
2/20/12,Chrysophyta,Mallomonas,Monoraphidium arcuatum,0
2/20/12,Chrysophyta,Mallomonas,Dinobryon ,0
2/20/12,Chrysophyta,Mallomonas,Dinobryon sociale,0
2/20/12,Chrysophyta,Mallomonas,Trachelomonas ,0
2/20/12,Chrysophyta,Mallomonas,Fragilaria filiformis,0
2/20/12,Chrysophyta,Mallomonas,Cosmarium ,0
2/20/12,Chrysophyta,Mallomonas,Monomastix astigmata,0
2/20/12,Chrysophyta,Mallomonas,Oocystis pusilla,0
2/20/12,Chrysophyta,Mallomonas,Staurastrum ,0
2/20/12,Chrysophyta,Mallomonas,Staurastrum hexacerum,0
2/20/12,Chrysophyta,Mallomonas,Teilingia granulata,0
2/20/12,Chrysophyta,Mallomonas,Dinobryon crenulatum,0
2/20/12,Chrysophyta,Mallomonas,Mallomonas akrokomas,0
2/20/12,Chrysophyta,Mallomonas,Stichogloea olivacea,0
2/20/12,Chrysophyta,Mallomonas,Peridinium cinctum,0
2/20/12,Chrysophyta,Mallomonas,Pseudanabaena limnetica,0
2/20/12,Chrysophyta,Mallomonas,Microspora ,0
2/20/12,Chrysophyta,Mallomonas,Eunotia ,0
2/20/12,Chrysophyta,Mallomonas,Aphanizomenon flos-aquae,0
2/20/12,Chrysophyta,Mallomonas,Colonial ,0
2/20/12,Chrysophyta,Mallomonas,Quadrigula lacustris,0
2/20/12,Chrysophyta,Mallomonas,Aphanothece ,0
2/20/12,Chrysophyta,Mallomonas,Stephanodiscus medius,0
2/20/12,Chrysophyta,Mallomonas,Chrysococcus minutus,0
2/20/12,Chrysophyta,Mallomonas,Glenodinium quadridens,0
2/20/12,Chrysophyta,Mallomonas,Chrysocapsaceae,0
2/20/12,Cryptophyta,Cryptomonas,Chlamydomonas ,0
2/20/12,Cryptophyta,Cryptomonas,Cryptomonas erosa,142624.2236
2/20/12,Cryptophyta,Cryptomonas,Aphanocapsa delicatissima,0
2/20/12,Cryptophyta,Cryptomonas,Synechococcus ,0
2/20/12,Cryptophyta,Cryptomonas,Euglena ,0
2/20/12,Cryptophyta,Cryptomonas,Miscellaneous,0
2/20/12,Cryptophyta,Cryptomonas,Rhodospirillum rubrum,0
2/20/12,Cryptophyta,Cryptomonas,Total,0
2/20/12,Cryptophyta,Cryptomonas,Asterionella formosa,0
2/20/12,Cryptophyta,Cryptomonas,Chlorococcaceae,0
2/20/12,Cryptophyta,Cryptomonas,Chlorophyta,0
2/20/12,Cryptophyta,Cryptomonas,Chrysophyceae,0
2/20/12,Cryptophyta,Cryptomonas,Rhodomonas minuta,0
2/20/12,Cryptophyta,Cryptomonas,Synechocystis ,0
2/20/12,Cryptophyta,Cryptomonas,Peridinium ,0
2/20/12,Cryptophyta,Cryptomonas,Coelastrum ,0
2/20/12,Cryptophyta,Cryptomonas,Monomastix minuta,0
