"sampledate","division","genus","taxa_name","lakeid","year4","relative_total_biovolume","cells_per_nu","nu_per_ml","cells_per_ml","biovolume_conc","biomass_conc"
2011-02-15,"Chrysophyta","NA","Chrysocapsaceae",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"NA","Rhodospirillum","Rhodospirillum rubrum","TB",2011,2.30278,1,16085.2204,16085.2204,12633.3321,0.01263333
2011-05-03,"Chlorophyta","Chlamydomonas","Chlamydomonas ","TB",2011,57.910712,1,1444.9435,1444.9435,317705.2239,0.31770522
2011-05-03,"Cryptophyta","Cryptomonas","Cryptomonas erosa","TB",2011,0.160844,1,0.5486,0.5486,882.411,0.00088241
2011-05-03,"Cyanophyta","Aphanocapsa","Aphanocapsa delicatissima",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Cyanophyta","Synechococcus","Synechococcus ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Euglenophyta","Euglena","Euglena ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Miscellaneous","Miscellaneous","Miscellaneous",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Total","Total","Total","TB",2011,99.999999,247,18215.0327,20520.9436,548612.1793,0.54861218
2011-05-03,"Bacillariophyta","Asterionella","Asterionella formosa",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","NA","Chlorophyta","TB",2011,0.150292,1,27.2631,27.2631,824.5202,0.00082452
2011-05-03,"Chlorophyta","NA","Chlorococcaceae","TB",2011,2.768533,1,54.5262,54.5262,15188.5102,0.01518851
2011-05-03,"Chrysophyta","NA","Chrysophyceae","TB",2011,3.178203,1,109.0523,109.0523,17436.0081,0.01743601
2011-05-03,"Chrysophyta","NA","Chrysophyceae","TB",2011,0.194101,1,163.5785,163.5785,1064.8634,0.00106486
2011-05-03,"Cryptophyta","Rhodomonas","Rhodomonas minuta",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Cyanophyta","Synechocystis","Synechocystis ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Pyrrhophyta","Peridinium","Peridinium ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Coelastrum","Coelastrum ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Monomastix","Monomastix minuta",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Oocystis","Oocystis parva",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Schroederia","Schroederia judayi","TB",2011,0.3302,1,54.5262,54.5262,1811.523,0.00181152
2011-05-03,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2","TB",2011,1.053812,1,27.2631,27.2631,5781.3417,0.00578134
2011-05-03,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3","TB",2011,0.509994,1,27.2631,27.2631,2797.885,0.00279789
2011-05-03,"Bacillariophyta","Lindavia","Lindavia intermedia",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Sphaerocystis","Sphaerocystis schroeteri",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chrysophyta","Dinobryon","Dinobryon cylindricum",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chrysophyta","Kephyrion","Kephyrion ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Haptophyta","Chrysochromulina","Chrysochromulina parva",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Bacillariophyta","Tabellaria","Tabellaria flocculosa","TB",2011,0.403186,1,0.5486,0.5486,2211.9313,0.00221193
2011-05-03,"Chrysophyta","Kephyrion","Kephyrion planctonicum",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Cyanophyta","Aphanizomenon","Aphanizomenon ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Cyanophyta","Aphanothece","Aphanothece saxicola",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Bacillariophyta","Tabellaria","Tabellaria binalis",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Oedogonium","Oedogonium ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Cyanophyta","Phormidium","Phormidium ","TB",2011,0.673536,134,1.0972,147.0232,3695.0963,0.0036951
2011-05-03,"Bacillariophyta","Actinella","Actinella punctata","TB",2011,0.077069,1,0.5486,0.5486,422.8073,0.00042281
2011-05-03,"Chlorophyta","Gloeococcus","Gloeococcus minor","TB",2011,11.636167,4,109.0523,436.2094,63837.4305,0.06383743
2011-05-03,"Chrysophyta","Mallomonas","Mallomonas ","TB",2011,17.985062,1,54.5262,54.5262,98668.2359,0.09866824
2011-05-03,"Cyanophyta","Aphanothece","Aphanothece nidulans","TB",2011,0.353873,34,54.5262,1853.8898,1941.388,0.00194139
2011-05-03,"Cyanophyta","Planktothrix","Planktothrix agardhii","TB",2011,0.311635,62,0.5486,34.0128,1709.6714,0.00170967
2011-05-03,"Chlorophyta","Scenedesmus","Scenedesmus bijuga",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Euglenophyta","Euglena","Euglena acus",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","","Chlorococcaceae",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Mougeotia","Mougeotia ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Stichococcus","Stichococcus bacillaris",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chrysophyta","Dinobryon","Dinobryon cyst",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","","Chlorophyta",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Mucidosphaerium","Mucidosphaerium pulchellum",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chrysophyta","Gonyostomum","Gonyostomum semen",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Spinocosmarium","Spinocosmarium ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Cyanophyta","Synechococcus","Synechococcus elongatus",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Bacillariophyta","Cyclotella","Cyclotella sp. 1",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Bacillariophyta","Stephanodiscus","Stephanodiscus parvus",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Bacillariophyta","Cyclotella","Cyclotella ocellata",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Botryococcus","Botryococcus braunii",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chrysophyta","Uroglena","Uroglena ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Pyrrhophyta","Peridinium","Peridinium umbonatum",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Euglenophyta","Lepocinclis","Lepocinclis ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chrysophyta","Dinobryon","Dinobryon ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chrysophyta","Dinobryon","Dinobryon sociale",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Euglenophyta","Trachelomonas","Trachelomonas ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Bacillariophyta","Fragilaria","Fragilaria filiformis",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Cosmarium","Cosmarium ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Monomastix","Monomastix astigmata",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Oocystis","Oocystis pusilla",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Staurastrum","Staurastrum ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Staurastrum","Staurastrum hexacerum",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Teilingia","Teilingia granulata",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chrysophyta","Dinobryon","Dinobryon crenulatum",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chrysophyta","Mallomonas","Mallomonas akrokomas",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chrysophyta","Stichogloea","Stichogloea olivacea",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Pyrrhophyta","Peridinium","Peridinium cinctum",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Cyanophyta","Pseudanabaena","Pseudanabaena limnetica",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Microspora","Microspora ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Bacillariophyta","Eunotia","Eunotia ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Cyanophyta","Aphanizomenon","Aphanizomenon flos-aquae",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Colonial","Colonial ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chlorophyta","Quadrigula","Quadrigula lacustris",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Cyanophyta","Aphanothece","Aphanothece ",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Bacillariophyta","Stephanodiscus","Stephanodiscus medius",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chrysophyta","Chrysococcus","Chrysococcus minutus",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Pyrrhophyta","Glenodinium","Glenodinium quadridens",NA,NA,0,NA,NA,NA,0,NA
2011-05-03,"Chrysophyta","NA","Chrysocapsaceae",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"NA","Rhodospirillum","Rhodospirillum rubrum","TB",2011,1.543626,1,33260.9642,33260.9642,30477.0215,0.03047702
2011-06-01,"Chlorophyta","Chlamydomonas","Chlamydomonas ","TB",2011,13.422491,1,1472.2066,1472.2066,265010.7344,0.26501073
2011-06-01,"Cryptophyta","Cryptomonas","Cryptomonas erosa","TB",2011,71.852563,1,1363.1543,1363.1543,1418641.328,1.41864133
2011-06-01,"Cyanophyta","Aphanocapsa","Aphanocapsa delicatissima","TB",2011,0.02892,40,27.2631,1090.5234,570.9981,0.000571
2011-06-01,"Cyanophyta","Synechococcus","Synechococcus ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Euglenophyta","Euglena","Euglena ","TB",2011,1.509641,1,81.7893,81.7893,29806.0252,0.02980603
2011-06-01,"Miscellaneous","Miscellaneous","Miscellaneous",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Total","Total","Total","TB",2011,100,225,36943.1267,38315.0098,1974378.175,1.97437819
2011-06-01,"Bacillariophyta","Asterionella","Asterionella formosa","TB",2011,1.413984,8,27.2631,218.1047,27917.3994,0.0279174
2011-06-01,"Chlorophyta","NA","Chlorophyta",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","NA","Chlorococcaceae","TB",2011,6.663245,1,109.0523,109.0523,131557.6478,0.13155765
2011-06-01,"Chlorophyta","NA","Chlorococcaceae","TB",2011,0.090376,1,27.2631,27.2631,1784.3635,0.00178436
2011-06-01,"Chrysophyta","NA","Chrysophyceae","TB",2011,0.0995,1,408.9463,408.9463,1964.4961,0.0019645
2011-06-01,"Chrysophyta","NA","Chrysophyceae","TB",2011,0.041761,1,27.2631,27.2631,824.5202,0.00082452
2011-06-01,"Cryptophyta","Rhodomonas","Rhodomonas minuta",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Cyanophyta","Synechocystis","Synechocystis ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Pyrrhophyta","Peridinium","Peridinium ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Coelastrum","Coelastrum ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Monomastix","Monomastix minuta","TB",2011,0.019521,1,27.2631,27.2631,385.4237,0.00038542
2011-06-01,"Chlorophyta","Oocystis","Oocystis parva",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Schroederia","Schroederia judayi",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Bacillariophyta","Lindavia","Lindavia intermedia",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Sphaerocystis","Sphaerocystis schroeteri",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chrysophyta","Dinobryon","Dinobryon cylindricum",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chrysophyta","Kephyrion","Kephyrion ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Haptophyta","Chrysochromulina","Chrysochromulina parva",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Bacillariophyta","Tabellaria","Tabellaria flocculosa",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chrysophyta","Kephyrion","Kephyrion planctonicum",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Cyanophyta","Aphanizomenon","Aphanizomenon ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Cyanophyta","Aphanothece","Aphanothece saxicola",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Bacillariophyta","Tabellaria","Tabellaria binalis","TB",2011,0.320091,4,1.0972,4.3888,6319.8038,0.0063198
2011-06-01,"Chlorophyta","Oedogonium","Oedogonium ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Cyanophyta","Phormidium","Phormidium ","TB",2011,0.111733,160,0.5486,87.7751,2206.0277,0.00220603
2011-06-01,"Bacillariophyta","Actinella","Actinella punctata",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Gloeococcus","Gloeococcus minor",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chrysophyta","Mallomonas","Mallomonas ","TB",2011,2.07567,1,54.5262,54.5262,40981.5755,0.04098158
2011-06-01,"Cyanophyta","Aphanothece","Aphanothece nidulans",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Cyanophyta","Planktothrix","Planktothrix agardhii",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Scenedesmus","Scenedesmus bijuga","TB",2011,0.31234,2,27.2631,54.5262,6166.7654,0.00616677
2011-06-01,"Euglenophyta","Euglena","Euglena acus","TB",2011,0.494538,1,27.2631,27.2631,9764.045,0.00976405
2011-06-01,"Chlorophyta","","Chlorococcaceae",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Mougeotia","Mougeotia ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Stichococcus","Stichococcus bacillaris",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chrysophyta","Dinobryon","Dinobryon cyst",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","","Chlorophyta",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Mucidosphaerium","Mucidosphaerium pulchellum",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chrysophyta","Gonyostomum","Gonyostomum semen",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Spinocosmarium","Spinocosmarium ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Cyanophyta","Synechococcus","Synechococcus elongatus",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Bacillariophyta","Cyclotella","Cyclotella sp. 1",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Bacillariophyta","Stephanodiscus","Stephanodiscus parvus",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Bacillariophyta","Cyclotella","Cyclotella ocellata",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Botryococcus","Botryococcus braunii",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chrysophyta","Uroglena","Uroglena ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Pyrrhophyta","Peridinium","Peridinium umbonatum",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Euglenophyta","Lepocinclis","Lepocinclis ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chrysophyta","Dinobryon","Dinobryon ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chrysophyta","Dinobryon","Dinobryon sociale",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Euglenophyta","Trachelomonas","Trachelomonas ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Bacillariophyta","Fragilaria","Fragilaria filiformis",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Cosmarium","Cosmarium ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Monomastix","Monomastix astigmata",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Oocystis","Oocystis pusilla",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Staurastrum","Staurastrum ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Staurastrum","Staurastrum hexacerum",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Teilingia","Teilingia granulata",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chrysophyta","Dinobryon","Dinobryon crenulatum",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chrysophyta","Mallomonas","Mallomonas akrokomas",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chrysophyta","Stichogloea","Stichogloea olivacea",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Pyrrhophyta","Peridinium","Peridinium cinctum",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Cyanophyta","Pseudanabaena","Pseudanabaena limnetica",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Microspora","Microspora ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Bacillariophyta","Eunotia","Eunotia ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Cyanophyta","Aphanizomenon","Aphanizomenon flos-aquae",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Colonial","Colonial ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chlorophyta","Quadrigula","Quadrigula lacustris",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Cyanophyta","Aphanothece","Aphanothece ",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Bacillariophyta","Stephanodiscus","Stephanodiscus medius",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chrysophyta","Chrysococcus","Chrysococcus minutus",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Pyrrhophyta","Glenodinium","Glenodinium quadridens",NA,NA,0,NA,NA,NA,0,NA
2011-06-01,"Chrysophyta","NA","Chrysocapsaceae",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"NA","Rhodospirillum","Rhodospirillum rubrum","TB",2011,1.090103,1,6088.7557,6088.7557,4782.1088,0.00478211
2011-07-25,"Chlorophyta","Chlamydomonas","Chlamydomonas ","TB",2011,4.405421,1,36.3508,36.3508,19325.8779,0.01932588
2011-07-25,"Cryptophyta","Cryptomonas","Cryptomonas erosa","TB",2011,35.843519,1,121.1693,121.1693,157239.8087,0.15723981
2011-07-25,"Cyanophyta","Aphanocapsa","Aphanocapsa delicatissima",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Cyanophyta","Synechococcus","Synechococcus ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Euglenophyta","Euglena","Euglena ","TB",2011,3.62369,1,54.5262,54.5262,15896.5489,0.01589655
2011-07-25,"Miscellaneous","Miscellaneous","Miscellaneous","TB",2011,0.571263,1,12.1169,12.1169,2506.041,0.00250604
2011-07-25,"Total","Total","Total","TB",2011,100,40.6471,7758.125,7903.5605,438684.0712,0.43868408
2011-07-25,"Bacillariophyta","Asterionella","Asterionella formosa","TB",2011,0.510686,4,2.743,10.9719,2240.3002,0.0022403
2011-07-25,"Chlorophyta","NA","Chlorophyta",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","NA","Chlorococcaceae",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chrysophyta","NA","Chrysophyceae","TB",2011,2.022836,1,1363.1543,1363.1543,8873.8617,0.00887386
2011-07-25,"Cryptophyta","Rhodomonas","Rhodomonas minuta","TB",2011,0.092559,1,12.1169,12.1169,406.0419,0.00040604
2011-07-25,"Cyanophyta","Synechocystis","Synechocystis ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Pyrrhophyta","Peridinium","Peridinium ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","Coelastrum","Coelastrum ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","Monomastix","Monomastix minuta",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","Oocystis","Oocystis parva",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","Schroederia","Schroederia judayi",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3","TB",2011,0.10413,1,6.0585,6.0585,456.7972,0.0004568
2011-07-25,"Bacillariophyta","Lindavia","Lindavia intermedia",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","Sphaerocystis","Sphaerocystis schroeteri",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chrysophyta","Dinobryon","Dinobryon cylindricum","TB",2011,3.474553,4,12.1169,48.4677,15242.3136,0.01524231
2011-07-25,"Chlorophyta","Monoraphidium","Monoraphidium griffithii","TB",2011,0.030081,1,6.0585,6.0585,131.9636,0.00013196
2011-07-25,"Chrysophyta","Kephyrion","Kephyrion ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Haptophyta","Chrysochromulina","Chrysochromulina parva","TB",2011,0.041768,1,6.0585,6.0585,183.2267,0.00018323
2011-07-25,"Bacillariophyta","Tabellaria","Tabellaria flocculosa",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chrysophyta","Kephyrion","Kephyrion planctonicum","TB",2011,0.026032,1,6.0585,6.0585,114.1996,0.0001142
2011-07-25,"Cyanophyta","Aphanizomenon","Aphanizomenon ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Cyanophyta","Aphanothece","Aphanothece saxicola",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Bacillariophyta","Tabellaria","Tabellaria binalis",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","Oedogonium","Oedogonium ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Cyanophyta","Phormidium","Phormidium ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Bacillariophyta","Actinella","Actinella punctata","TB",2011,0.187798,1,0.5486,0.5486,823.8362,0.00082384
2011-07-25,"Chlorophyta","Gloeococcus","Gloeococcus minor",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chrysophyta","Mallomonas","Mallomonas ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Cyanophyta","Aphanothece","Aphanothece nidulans",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Cyanophyta","Planktothrix","Planktothrix agardhii",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","Scenedesmus","Scenedesmus bijuga",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Euglenophyta","Euglena","Euglena acus",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","","Chlorococcaceae","TB",2011,0.416516,1,12.1169,12.1169,1827.1889,0.00182719
2011-07-25,"Chlorophyta","Mougeotia","Mougeotia ","TB",2011,46.858053,17.6471,6.0585,106.9143,205558.8214,0.20555882
2011-07-25,"Chlorophyta","Stichococcus","Stichococcus bacillaris","TB",2011,0.006508,1,6.0585,6.0585,28.5499,2.86e-05
2011-07-25,"Chrysophyta","Dinobryon","Dinobryon cyst","TB",2011,0.694484,1,6.0585,6.0585,3046.585,0.00304659
2011-07-25,"Chlorophyta","","Chlorophyta",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","Mucidosphaerium","Mucidosphaerium pulchellum",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chrysophyta","Gonyostomum","Gonyostomum semen",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","Spinocosmarium","Spinocosmarium ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Cyanophyta","Synechococcus","Synechococcus elongatus",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Bacillariophyta","Cyclotella","Cyclotella sp. 1",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Bacillariophyta","Stephanodiscus","Stephanodiscus parvus",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Bacillariophyta","Cyclotella","Cyclotella ocellata",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","Botryococcus","Botryococcus braunii",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chrysophyta","Uroglena","Uroglena ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Pyrrhophyta","Peridinium","Peridinium umbonatum",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Euglenophyta","Lepocinclis","Lepocinclis ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chrysophyta","Dinobryon","Dinobryon ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chrysophyta","Dinobryon","Dinobryon sociale",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Euglenophyta","Trachelomonas","Trachelomonas ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Bacillariophyta","Fragilaria","Fragilaria filiformis",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","Cosmarium","Cosmarium ",NA,NA,0,NA,NA,NA,0,NA
2011-07-25,"Chlorophyta","Monomastix","Monomastix astigmata",NA,NA,0,NA,NA,NA,0,NA
