sampledate,species_code,species_name,density,individuals_measured,avg_length
1/17/89,61500,GASTROPUS,5.1,,
1/17/89,61801,KERATELLA COCHLEARIS,94.7,,
1/17/89,61808,KERATELLA TAUROCEPHALA,536,,
1/17/89,61810,KERATELLA TICINENSIS,117.3,,
1/17/89,63000,POLYARTHRA,7.2,,
1/17/89,80000,UNKNOWN,2.1,,
1/17/89,80001,UNKNOWN ROTIFER,17.5,,
3/6/89,20901,TROPOCYCLOPS PRASINUS MEXICANUS,4.2,,
3/6/89,30801,SKISTODIAPTOMUS OREGONENSIS,21.5,,
3/6/89,50700,BOSMINIDAE,11.6,,
3/6/89,60201,ASCOMORPHA ECAUDIS,33.6,,
3/6/89,60300,ASPLANCHNA,3.2,,
3/6/89,60800,CONOCHILOIDES,1.1,,
3/6/89,61808,KERATELLA TAUROCEPHALA,521.1,,
3/6/89,61810,KERATELLA TICINENSIS,354,,
3/6/89,63005,POLYARTHRA VULGARIS,1.1,,
5/3/89,10000,COPEPOD NAUPLII,20,,
5/3/89,20901,TROPOCYCLOPS PRASINUS MEXICANUS,6.1,,
5/3/89,30801,SKISTODIAPTOMUS OREGONENSIS,1.4,,
5/3/89,60200,ASCOMORPHA,5.6,,
5/3/89,60201,ASCOMORPHA ECAUDIS,2.8,,
5/3/89,60300,ASPLANCHNA,0.5,,
5/3/89,61808,KERATELLA TAUROCEPHALA,16.7,,
5/3/89,61810,KERATELLA TICINENSIS,59.9,,
5/3/89,61918,LECANE TENUISETA,0.5,,
5/3/89,63600,TRICHOCERCA,0.5,,
6/14/89,10000,COPEPOD NAUPLII,12.4,,
6/14/89,20901,TROPOCYCLOPS PRASINUS MEXICANUS,5.7,,
6/14/89,30801,SKISTODIAPTOMUS OREGONENSIS,4.1,,
6/14/89,60200,ASCOMORPHA,3.1,,
6/14/89,60201,ASCOMORPHA ECAUDIS,2.1,,
6/14/89,60800,CONOCHILOIDES,11.3,,
6/14/89,61806,KERATELLA QUADRATA,1,,
6/14/89,61808,KERATELLA TAUROCEPHALA,136,,
6/14/89,61810,KERATELLA TICINENSIS,46.4,,
6/14/89,63005,POLYARTHRA VULGARIS,11.3,,
6/14/89,63602,TRICHOCERCA BIROSTRIS,5.2,,
8/8/89,10000,COPEPOD NAUPLII,49,,
8/8/89,20601,MESOCYCLOPS EDAX,0.6,,
8/8/89,20901,TROPOCYCLOPS PRASINUS MEXICANUS,19.8,,
8/8/89,30801,SKISTODIAPTOMUS OREGONENSIS,5,,
8/8/89,50700,BOSMINIDAE,5.5,,
8/8/89,51130,DAPHNIA PULICARIA,4.4,,
8/8/89,60201,ASCOMORPHA ECAUDIS,2.2,,
8/8/89,60202,ASCOMORPHA OVALIS,0.6,,
8/8/89,60800,CONOCHILOIDES,1.1,,
8/8/89,61801,KERATELLA COCHLEARIS,1.1,,
8/8/89,61805,KERATELLA HIEMALIS,14.3,,
8/8/89,61808,KERATELLA TAUROCEPHALA,72.6,,
8/8/89,63005,POLYARTHRA VULGARIS,1.1,,
8/8/89,63602,TRICHOCERCA BIROSTRIS,8.8,,
11/7/89,20901,TROPOCYCLOPS PRASINUS MEXICANUS,9.1,,
11/7/89,60200,ASCOMORPHA,5.5,,
11/7/89,60800,CONOCHILOIDES,1.8,,
11/7/89,61701,KELLICOTTIA BOSTONIENSIS,15.5,,
11/7/89,61702,KELLICOTTIA LONGISPINA,0.9,,
11/7/89,61805,KERATELLA HIEMALIS,0.9,,
11/7/89,61808,KERATELLA TAUROCEPHALA,160,,
11/7/89,61810,KERATELLA TICINENSIS,18.2,,
11/7/89,61918,LECANE TENUISETA,0.9,,
11/7/89,63004,POLYARTHRA REMATA,2.7,,
11/7/89,63005,POLYARTHRA VULGARIS,5.5,,
11/7/89,63600,TRICHOCERCA,0.9,,
11/7/89,63602,TRICHOCERCA BIROSTRIS,0.9,,
11/7/89,88888,UNKNOWN ROTIFER,0.9,,
2/28/90,20901,TROPOCYCLOPS PRASINUS MEXICANUS,3.7,,
2/28/90,30801,SKISTODIAPTOMUS OREGONENSIS,2.7,,
2/28/90,60201,ASCOMORPHA ECAUDIS,10.5,,
2/28/90,60300,ASPLANCHNA,4.2,,
2/28/90,61805,KERATELLA HIEMALIS,1.1,,
2/28/90,61808,KERATELLA TAUROCEPHALA,136.6,,
2/28/90,61810,KERATELLA TICINENSIS,1.1,,
2/28/90,88888,UNKNOWN ROTIFER,1.1,,
5/1/90,10000,COPEPOD NAUPLII,1.1,,
5/1/90,61808,KERATELLA TAUROCEPHALA,11.5,,
5/1/90,61810,KERATELLA TICINENSIS,3.8,,
6/12/90,10000,COPEPOD NAUPLII,39.9,,
6/12/90,20000,CYCLOPOID,10,,
6/12/90,20601,MESOCYCLOPS EDAX,1.6,,
6/12/90,20901,TROPOCYCLOPS PRASINUS MEXICANUS,9,,
6/12/90,51100,DAPHNIA,1.1,,
6/12/90,51130,DAPHNIA PULICARIA,3.7,,
6/12/90,60201,ASCOMORPHA ECAUDIS,5.3,,
6/12/90,60300,ASPLANCHNA,1.1,,
6/12/90,61805,KERATELLA HIEMALIS,2.1,,
6/12/90,61808,KERATELLA TAUROCEPHALA,423.4,,
6/12/90,61810,KERATELLA TICINENSIS,59.9,,
6/12/90,63005,POLYARTHRA VULGARIS,134.5,,
6/12/90,63602,TRICHOCERCA BIROSTRIS,15.8,,
8/22/90,10000,COPEPOD NAUPLII,87.2,,
8/22/90,20901,TROPOCYCLOPS PRASINUS MEXICANUS,32.1,,
8/22/90,50700,BOSMINIDAE,0.5,,
8/22/90,51130,DAPHNIA PULICARIA,10.5,,
8/22/90,61502,GASTROPUS STYLIFER,3.7,,
8/22/90,61808,KERATELLA TAUROCEPHALA,41.5,,
8/22/90,61810,KERATELLA TICINENSIS,22.6,,
8/22/90,61904,LECANE INERMIS,1.1,,
8/22/90,62400,MONOSTYLA,1.1,,
8/22/90,63602,TRICHOCERCA BIROSTRIS,11.6,,
8/22/90,63603,TRICHOCERCA CYLINDRICA,0.5,,
11/8/90,20901,TROPOCYCLOPS PRASINUS MEXICANUS,11.1,,
11/8/90,60201,ASCOMORPHA ECAUDIS,2.6,,
11/8/90,60300,ASPLANCHNA,0.5,,
11/8/90,61402,FILINIA TERMINALIS,0.5,,
11/8/90,61805,KERATELLA HIEMALIS,0.5,,
11/8/90,61808,KERATELLA TAUROCEPHALA,73.5,,
11/8/90,61810,KERATELLA TICINENSIS,60.4,,
11/8/90,61918,LECANE TENUISETA,1.1,,
11/8/90,63400,SYNCHAETA,0.5,,
11/8/90,63602,TRICHOCERCA BIROSTRIS,1.1,,
11/8/90,88888,UNKNOWN ROTIFER,1.1,,
2/20/91,10000,COPEPOD NAUPLII,0.5,,
2/20/91,20000,CYCLOPOID,5.8,,
2/20/91,30000,CALANOID,0.5,,
2/20/91,60201,ASCOMORPHA ECAUDIS,10.5,,
2/20/91,60800,CONOCHILOIDES,10.5,,
2/20/91,60900,CONOCHILUS,0.5,,
2/20/91,61808,KERATELLA TAUROCEPHALA,18.4,,
2/20/91,61810,KERATELLA TICINENSIS,26.3,,
2/20/91,63602,TRICHOCERCA BIROSTRIS,1.1,,
5/9/91,10000,COPEPOD NAUPLII,5.3,,
5/9/91,20000,CYCLOPOID,2.6,,
5/9/91,60800,CONOCHILOIDES,1.1,,
5/9/91,60900,CONOCHILUS,1.1,,
5/9/91,61806,KERATELLA QUADRATA,1.1,,
5/9/91,61808,KERATELLA TAUROCEPHALA,198.6,,
5/9/91,61810,KERATELLA TICINENSIS,18.9,,
6/18/91,10000,COPEPOD NAUPLII,20,,
6/18/91,20901,TROPOCYCLOPS PRASINUS MEXICANUS,13.6,,
6/18/91,60800,CONOCHILOIDES,4.2,,
6/18/91,61808,KERATELLA TAUROCEPHALA,97.2,,
6/18/91,61810,KERATELLA TICINENSIS,23.1,,
6/18/91,63005,POLYARTHRA VULGARIS,0.5,,
8/26/91,10000,COPEPOD NAUPLII,19.4,,
8/26/91,20901,TROPOCYCLOPS PRASINUS MEXICANUS,19.9,,
8/26/91,50700,BOSMINIDAE,4.2,,
8/26/91,51130,DAPHNIA PULICARIA,0.5,,
8/26/91,60201,ASCOMORPHA ECAUDIS,1.6,,
8/26/91,61808,KERATELLA TAUROCEPHALA,35.2,,
8/26/91,61810,KERATELLA TICINENSIS,1.6,,
8/26/91,63602,TRICHOCERCA BIROSTRIS,4.7,,
11/4/91,10000,COPEPOD NAUPLII,1.1,,
11/4/91,20901,TROPOCYCLOPS PRASINUS MEXICANUS,15.8,,
11/4/91,50700,BOSMINIDAE,3.2,,
11/4/91,60201,ASCOMORPHA ECAUDIS,1.1,,
11/4/91,61808,KERATELLA TAUROCEPHALA,146,,
11/4/91,61810,KERATELLA TICINENSIS,89.3,,
11/4/91,61911,LECANE MIRA,1.1,,
2/26/92,20901,TROPOCYCLOPS PRASINUS MEXICANUS,17.9,,
2/26/92,50700,BOSMINIDAE,3.2,,
2/26/92,60200,ASCOMORPHA,252.1,,
2/26/92,61808,KERATELLA TAUROCEPHALA,36.8,,
2/26/92,61810,KERATELLA TICINENSIS,157.6,,
5/4/92,10000,COPEPOD NAUPLII,1.6,,
5/4/92,60200,ASCOMORPHA,11,,
5/4/92,61502,GASTROPUS STYLIFER,0.5,,
5/4/92,61808,KERATELLA TAUROCEPHALA,8.4,,
5/4/92,61810,KERATELLA TICINENSIS,32,,
5/4/92,61911,LECANE MIRA,2.1,,
5/4/92,63400,SYNCHAETA,0.5,,
6/15/92,51100,DAPHNIA,0.5,,
6/15/92,60201,ASCOMORPHA ECAUDIS,3.2,,
6/15/92,61502,GASTROPUS STYLIFER,1.1,,
6/15/92,61808,KERATELLA TAUROCEPHALA,14.2,,
6/15/92,61810,KERATELLA TICINENSIS,83.5,,
6/15/92,63005,POLYARTHRA VULGARIS,8.4,,
6/15/92,63400,SYNCHAETA,1.1,,
6/15/92,63602,TRICHOCERCA BIROSTRIS,24.7,,
6/15/92,63612,TRICHOCERCA MULTICRINIS,3.7,,
8/27/92,10000,COPEPOD NAUPLII,2.1,,
8/27/92,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1,,
8/27/92,61808,KERATELLA TAUROCEPHALA,1.1,,
8/27/92,61810,KERATELLA TICINENSIS,0.5,,
11/5/92,10000,COPEPOD NAUPLII,1.1,,
11/5/92,20901,TROPOCYCLOPS PRASINUS MEXICANUS,5.3,,
11/5/92,30801,SKISTODIAPTOMUS OREGONENSIS,1,,
11/5/92,50700,BOSMINIDAE,1.1,,
11/5/92,60800,CONOCHILOIDES,3.2,,
11/5/92,61808,KERATELLA TAUROCEPHALA,94,,
11/5/92,61810,KERATELLA TICINENSIS,68.3,,
2/24/93,20701,ORTHOCYCLOPS MODESTUS,0.5,1,0.78
2/24/93,20901,TROPOCYCLOPS PRASINUS MEXICANUS,4.2,5,0.54
2/24/93,30801,SKISTODIAPTOMUS OREGONENSIS,0.5,1,1.13
2/24/93,50700,BOSMINIDAE,5.3,5,0.37
2/24/93,60200,ASCOMORPHA,2.1,2,0.1
2/24/93,60800,CONOCHILOIDES,10.5,5,0.05
2/24/93,61805,KERATELLA HIEMALIS,1.1,1,0.11
2/24/93,61808,KERATELLA TAUROCEPHALA,136.6,5,0.12
2/24/93,61810,KERATELLA TICINENSIS,83,5,0.11
2/24/93,88888,UNKNOWN ROTIFER,1.1,1,0.15
5/3/93,10000,COPEPOD NAUPLII,8.9,5,0.16
5/3/93,61805,KERATELLA HIEMALIS,1.6,3,0.12
5/3/93,61808,KERATELLA TAUROCEPHALA,1.6,3,0.11
5/3/93,61810,KERATELLA TICINENSIS,29.9,5,0.12
5/3/93,61900,LECANE,0.5,1,0.08
5/3/93,62201,MANFREDIUM EUDACTYLOTUM,0.5,1,0.09
5/3/93,63000,POLYARTHRA,0.5,,
5/3/93,63400,SYNCHAETA,3.7,5,0.15
6/14/93,10000,COPEPOD NAUPLII,1.1,1,0.15
6/14/93,20601,MESOCYCLOPS EDAX,3.7,7,0.95
6/14/93,51000,CHYDORUS,0.5,1,0.23
6/14/93,60201,ASCOMORPHA ECAUDIS,3.2,3,0.1
6/14/93,60800,CONOCHILOIDES,13.7,5,0.05
6/14/93,61502,GASTROPUS STYLIFER,53.6,5,0.08
6/14/93,61702,KELLICOTTIA LONGISPINA,1.1,,
6/14/93,61803,KERATELLA CRASSA,1.1,1,0.12
6/14/93,61808,KERATELLA TAUROCEPHALA,398.1,5,0.11
6/14/93,61810,KERATELLA TICINENSIS,651.3,5,0.11
6/14/93,63005,POLYARTHRA VULGARIS,33.6,4,0.08
6/14/93,63602,TRICHOCERCA BIROSTRIS,2.1,2,0.09
6/14/93,63612,TRICHOCERCA MULTICRINIS,2.1,2,0.18
8/23/93,10000,COPEPOD NAUPLII,12.6,5,0.22
8/23/93,20601,MESOCYCLOPS EDAX,8.9,16,0.88
8/23/93,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.5,1,0.5
8/23/93,30801,SKISTODIAPTOMUS OREGONENSIS,3.7,4,0.92
8/23/93,50700,BOSMINIDAE,11,5,0.41
8/23/93,51130,DAPHNIA PULICARIA,10,5,0.87
8/23/93,61502,GASTROPUS STYLIFER,0.5,1,0.08
8/23/93,61803,KERATELLA CRASSA,1.1,2,0.12
8/23/93,61808,KERATELLA TAUROCEPHALA,11,5,0.11
8/23/93,61810,KERATELLA TICINENSIS,25.7,5,0.1
8/23/93,61900,LECANE,0.5,1,0.16
8/23/93,63005,POLYARTHRA VULGARIS,1.1,2,0.08
11/2/93,10000,COPEPOD NAUPLII,0.5,1,0.2
11/2/93,30801,SKISTODIAPTOMUS OREGONENSIS,3.2,3,1.29
11/2/93,50700,BOSMINIDAE,38.9,5,0.38
11/2/93,51130,DAPHNIA PULICARIA,1.1,2,1.16
11/2/93,60400,BRACHIONUS,0.5,1,0.14
11/2/93,60800,CONOCHILOIDES,0.5,1,0.07
11/2/93,61502,GASTROPUS STYLIFER,1.1,2,0.07
11/2/93,61808,KERATELLA TAUROCEPHALA,24.2,5,0.12
11/2/93,61810,KERATELLA TICINENSIS,0.5,1,0.11
11/2/93,61900,LECANE,1.1,2,0.11
11/2/93,61918,LECANE TENUISETA,0.5,1,0.07
11/2/93,63602,TRICHOCERCA BIROSTRIS,0.5,1,0.1
2/24/94,30801,SKISTODIAPTOMUS OREGONENSIS,4.2,,
2/24/94,50700,BOSMINIDAE,88.2,,
2/24/94,60201,ASCOMORPHA ECAUDIS,4.2,,
2/24/94,61808,KERATELLA TAUROCEPHALA,12.6,,
2/24/94,61810,KERATELLA TICINENSIS,166,,
2/24/94,62407,MONOSTYLA OBTUSA,1.1,,
2/24/94,88888,UNKNOWN ROTIFER,3.2,,
5/3/94,10000,COPEPOD NAUPLII,16.8,,
5/3/94,50700,BOSMINIDAE,4.7,,
5/3/94,60200,ASCOMORPHA,272.1,,
5/3/94,60800,CONOCHILOIDES,10.5,,
5/3/94,61800,KERATELLA,3.2,,
5/3/94,61805,KERATELLA HIEMALIS,1.1,,
5/3/94,61808,KERATELLA TAUROCEPHALA,178.6,,
5/3/94,61810,KERATELLA TICINENSIS,752.2,,
5/3/94,62201,MANFREDIUM EUDACTYLOTUM,1.1,,
5/3/94,63005,POLYARTHRA VULGARIS,1.1,,
6/15/94,10000,COPEPOD NAUPLII,1.1,,
6/15/94,20601,MESOCYCLOPS EDAX,0.5,,
6/15/94,51100,DAPHNIA,0.5,,
6/15/94,51130,DAPHNIA PULICARIA,1.1,,
6/15/94,60201,ASCOMORPHA ECAUDIS,5.3,,
6/15/94,61808,KERATELLA TAUROCEPHALA,7.9,,
6/15/94,61810,KERATELLA TICINENSIS,69.3,,
6/15/94,63005,POLYARTHRA VULGARIS,5.3,,
6/15/94,63400,SYNCHAETA,1.6,,
6/15/94,63602,TRICHOCERCA BIROSTRIS,5.8,,
8/22/94,10000,COPEPOD NAUPLII,3.7,,
8/22/94,20000,CYCLOPOID,1.1,,
8/22/94,20601,MESOCYCLOPS EDAX,2.1,,
8/22/94,30801,SKISTODIAPTOMUS OREGONENSIS,6.9,,
8/22/94,50700,BOSMINIDAE,0.5,,
8/22/94,51100,DAPHNIA,1.6,,
8/22/94,51130,DAPHNIA PULICARIA,4.7,,
8/22/94,61808,KERATELLA TAUROCEPHALA,30.5,,
8/22/94,61918,LECANE TENUISETA,0.5,,
8/22/94,63005,POLYARTHRA VULGARIS,0.5,,
8/22/94,63602,TRICHOCERCA BIROSTRIS,3.7,,
11/14/94,20000,CYCLOPOID,1,,
11/14/94,50700,BOSMINIDAE,1.1,,
11/14/94,60800,CONOCHILOIDES,36.8,,
11/14/94,61808,KERATELLA TAUROCEPHALA,24.2,,
11/14/94,61810,KERATELLA TICINENSIS,20,,
11/14/94,63400,SYNCHAETA,0.5,,
11/14/94,63600,TRICHOCERCA,0.5,,
11/14/94,63602,TRICHOCERCA BIROSTRIS,1.1,,
2/14/95,10000,COPEPOD NAUPLII,1.1,1,0.15
2/14/95,20701,ORTHOCYCLOPS MODESTUS,2.1,4,0.86
2/14/95,30801,SKISTODIAPTOMUS OREGONENSIS,15.2,10,1.13
2/14/95,50700,BOSMINIDAE,34.7,5,0.32
2/14/95,60800,CONOCHILOIDES,4.2,4,0.05
2/14/95,61801,KERATELLA COCHLEARIS,1.1,1,0.09
2/14/95,61808,KERATELLA TAUROCEPHALA,184.9,5,0.11
2/14/95,61810,KERATELLA TICINENSIS,166,5,0.12
2/14/95,88888,UNKNOWN ROTIFER,3.2,2,0.15
5/1/95,50700,BOSMINIDAE,0.5,1,0.41
5/1/95,60203,ASCOMORPHA SALTANS,25.2,5,0.12
5/1/95,61808,KERATELLA TAUROCEPHALA,48.3,5,0.11
5/1/95,61810,KERATELLA TICINENSIS,12.1,5,0.11
5/1/95,61904,LECANE INERMIS,0.5,1,0.05
6/13/95,10000,COPEPOD NAUPLII,0.5,1,0.13
6/13/95,30201,EPISCHURA LACUSTRIS,0.5,1,0.73
6/13/95,30801,SKISTODIAPTOMUS OREGONENSIS,0.5,1,0.62
6/13/95,51202,DIAPHANOSOMA BIRGEI,0.5,1,0.39
6/13/95,60800,CONOCHILOIDES,2.6,5,0.05
6/13/95,61808,KERATELLA TAUROCEPHALA,80.9,5,0.1
6/13/95,61810,KERATELLA TICINENSIS,0.5,1,0.11
6/13/95,63005,POLYARTHRA VULGARIS,2.1,4,0.09
6/13/95,63602,TRICHOCERCA BIROSTRIS,1.6,3,0.09
6/13/95,63612,TRICHOCERCA MULTICRINIS,0.5,1,0.17
8/21/95,10000,COPEPOD NAUPLII,1.6,3,0.15
8/21/95,20000,CYCLOPOID,0.5,1,0.27
8/21/95,20601,MESOCYCLOPS EDAX,1.6,3,0.52
8/21/95,30801,SKISTODIAPTOMUS OREGONENSIS,1.5,3,0.67
8/21/95,50700,BOSMINIDAE,7.4,5,0.36
8/21/95,51130,DAPHNIA PULICARIA,1.1,1,0.78
8/21/95,60203,ASCOMORPHA SALTANS,0.5,1,0.1
8/21/95,60900,CONOCHILUS,4.7,5,0.04
8/21/95,61502,GASTROPUS STYLIFER,18.9,5,0.08
8/21/95,61801,KERATELLA COCHLEARIS,0.5,1,0.08
8/21/95,61904,LECANE INERMIS,2.1,4,0.06
8/21/95,63005,POLYARTHRA VULGARIS,5.8,5,0.1
8/21/95,63602,TRICHOCERCA BIROSTRIS,0.5,1,0.07
11/9/95,10000,COPEPOD NAUPLII,2.1,2,0.12
11/9/95,20000,CYCLOPOID,0.5,1,0.33
11/9/95,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1,1,0.47
11/9/95,30801,SKISTODIAPTOMUS OREGONENSIS,2.2,2,1.13
11/9/95,50700,BOSMINIDAE,27.8,5,0.36
11/9/95,60800,CONOCHILOIDES,24.2,5,0.06
11/9/95,61808,KERATELLA TAUROCEPHALA,398.2,5,0.11
11/9/95,63400,SYNCHAETA,5.3,5,0.14
2/21/96,20701,ORTHOCYCLOPS MODESTUS,11.7,9,0.82
2/21/96,20901,TROPOCYCLOPS PRASINUS MEXICANUS,7.4,5,0.55
2/21/96,30801,SKISTODIAPTOMUS OREGONENSIS,49.4,10,1.17
2/21/96,50700,BOSMINIDAE,92.4,5,0.36
2/21/96,60800,CONOCHILOIDES,57.8,5,0.06
2/21/96,60900,CONOCHILUS,1.1,1,0.05
2/21/96,61702,KELLICOTTIA LONGISPINA,1.1,1,0.14
2/21/96,61808,KERATELLA TAUROCEPHALA,575.7,5,0.12
2/21/96,61810,KERATELLA TICINENSIS,363.5,5,0.11
5/10/96,10000,COPEPOD NAUPLII,3.2,5,0.15
5/10/96,61808,KERATELLA TAUROCEPHALA,0.7,2,0.1
5/10/96,61810,KERATELLA TICINENSIS,0.4,1,0.1
5/10/96,62406,MONOSTYLA LUNARIS,1.1,3,0.12
6/12/96,60800,CONOCHILOIDES,1.1,3,0.05
6/12/96,61502,GASTROPUS STYLIFER,3.2,5,0.07
6/12/96,61808,KERATELLA TAUROCEPHALA,45.5,5,0.12
6/12/96,61904,LECANE INERMIS,0.4,1,0.07
6/12/96,63005,POLYARTHRA VULGARIS,0.7,1,0.09
8/6/96,10000,COPEPOD NAUPLII,11,5,0.22
8/6/96,20601,MESOCYCLOPS EDAX,22.1,25,0.59
8/6/96,30801,SKISTODIAPTOMUS OREGONENSIS,0.5,1,0.92
8/6/96,50700,BOSMINIDAE,25.2,5,0.39
8/6/96,51101,DAPHNIA AMBIGUA,2.1,2,0.57
8/6/96,51130,DAPHNIA PULICARIA,4.7,5,0.82
8/6/96,51801,HOLOPEDIUM GIBBERUM,0.5,1,0.54
8/6/96,61808,KERATELLA TAUROCEPHALA,29.9,5,0.11
8/6/96,61904,LECANE INERMIS,0.5,1,0.06
11/4/96,10000,COPEPOD NAUPLII,1.1,1,0.18
11/4/96,20601,MESOCYCLOPS EDAX,0.5,1,0.59
11/4/96,30801,SKISTODIAPTOMUS OREGONENSIS,1.6,2,1.21
11/4/96,50700,BOSMINIDAE,23.6,5,0.37
11/4/96,51000,CHYDORUS,3.2,5,0.29
11/4/96,51801,HOLOPEDIUM GIBBERUM,0.5,,
11/4/96,60800,CONOCHILOIDES,131.3,5,0.07
11/4/96,61808,KERATELLA TAUROCEPHALA,222.7,5,0.11
11/4/96,61918,LECANE TENUISETA,2.1,2,0.08
11/4/96,62406,MONOSTYLA LUNARIS,2.1,2,0.12
11/4/96,63005,POLYARTHRA VULGARIS,2.1,2,0.09
11/4/96,63400,SYNCHAETA,1.1,1,0.11
2/18/97,20701,ORTHOCYCLOPS MODESTUS,1.1,1,0.59
2/18/97,30801,SKISTODIAPTOMUS OREGONENSIS,62,9,1.25
2/18/97,50700,BOSMINIDAE,24.2,5,0.4
2/18/97,60200,ASCOMORPHA,27.3,5,0.1
2/18/97,60800,CONOCHILOIDES,5.3,5,0.06
2/18/97,61808,KERATELLA TAUROCEPHALA,176.5,5,0.12
2/18/97,88888,UNKNOWN ROTIFER,1.1,1,0.15
5/5/97,10000,COPEPOD NAUPLII,4.7,5,0.2
5/5/97,60203,ASCOMORPHA SALTANS,94.5,5,0.11
5/5/97,60900,CONOCHILUS,0.5,1,0.06
5/5/97,61808,KERATELLA TAUROCEPHALA,6.3,5,0.11
5/5/97,61810,KERATELLA TICINENSIS,4.2,5,0.14
5/5/97,61904,LECANE INERMIS,0.5,1,0.08
5/5/97,88888,UNKNOWN ROTIFER,1.1,2,0.17
6/19/97,10000,COPEPOD NAUPLII,20,5,0.14
6/19/97,20101,ACANTHOCYCLOPS VERNALIS,0.5,1,0.6
6/19/97,50700,BOSMINIDAE,2.1,4,0.33
6/19/97,51202,DIAPHANOSOMA BIRGEI,2.6,5,0.42
6/19/97,51801,HOLOPEDIUM GIBBERUM,1.1,2,0.55
6/19/97,60201,ASCOMORPHA ECAUDIS,67.2,5,0.12
6/19/97,60800,CONOCHILOIDES,18.9,5,0.05
6/19/97,61502,GASTROPUS STYLIFER,4.2,4,0.07
6/19/97,61701,KELLICOTTIA BOSTONIENSIS,4.2,4,0.11
6/19/97,61808,KERATELLA TAUROCEPHALA,353,5,0.12
6/19/97,61810,KERATELLA TICINENSIS,39.9,5,0.11
6/19/97,63004,POLYARTHRA REMATA,1.1,1,0.07
6/19/97,63005,POLYARTHRA VULGARIS,29.4,5,0.1
6/19/97,63612,TRICHOCERCA MULTICRINIS,7.4,5,0.19
8/25/97,10000,COPEPOD NAUPLII,4.7,5,0.23
8/25/97,20601,MESOCYCLOPS EDAX,1,2,0.57
8/25/97,50700,BOSMINIDAE,3.2,5,0.33
8/25/97,51130,DAPHNIA PULICARIA,3.7,5,0.77
8/25/97,51801,HOLOPEDIUM GIBBERUM,3.7,5,0.76
8/25/97,61502,GASTROPUS STYLIFER,0.5,1,0.06
8/25/97,61801,KERATELLA COCHLEARIS,0.5,1,0.09
8/25/97,61808,KERATELLA TAUROCEPHALA,0.5,1,0.11
11/6/97,10000,COPEPOD NAUPLII,0.5,1,0.15
11/6/97,20601,MESOCYCLOPS EDAX,1.1,2,0.83
11/6/97,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1,2,0.43
11/6/97,30801,SKISTODIAPTOMUS OREGONENSIS,1.6,2,1.2
11/6/97,50700,BOSMINIDAE,42,5,0.49
11/6/97,60200,ASCOMORPHA,1.1,2,0.11
11/6/97,60800,CONOCHILOIDES,1.1,2,0.07
11/6/97,61502,GASTROPUS STYLIFER,1.6,3,0.1
11/6/97,61808,KERATELLA TAUROCEPHALA,54.6,5,0.11
11/6/97,61810,KERATELLA TICINENSIS,4.7,5,0.12
11/6/97,61900,LECANE,2.1,4,0.1
11/6/97,61904,LECANE INERMIS,0.5,1,0.05
11/6/97,63004,POLYARTHRA REMATA,3.2,5,0.08
11/6/97,63005,POLYARTHRA VULGARIS,3.7,5,0.1
11/6/97,63400,SYNCHAETA,9.5,5,0.18
11/6/97,63602,TRICHOCERCA BIROSTRIS,1.1,2,0.08
2/18/98,10000,COPEPOD NAUPLII,0.5,1,0.15
2/18/98,20701,ORTHOCYCLOPS MODESTUS,0.5,1,0.73
2/18/98,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.6,3,0.52
2/18/98,30801,SKISTODIAPTOMUS OREGONENSIS,0.5,1,1.14
2/18/98,50700,BOSMINIDAE,0.5,1,0.52
2/18/98,61502,GASTROPUS STYLIFER,0.5,1,0.09
2/18/98,61808,KERATELLA TAUROCEPHALA,96.1,5,0.12
2/18/98,61810,KERATELLA TICINENSIS,10.5,5,0.12
2/18/98,61904,LECANE INERMIS,1.6,3,0.06
2/18/98,63400,SYNCHAETA,3.7,5,0.11
4/21/98,20701,ORTHOCYCLOPS MODESTUS,0.5,,
4/21/98,61808,KERATELLA TAUROCEPHALA,115.6,5,0.12
4/21/98,61810,KERATELLA TICINENSIS,5.3,5,0.12
4/21/98,63400,SYNCHAETA,129.2,5,0.13
6/17/98,10000,COPEPOD NAUPLII,14.2,5,0.21
6/17/98,20601,MESOCYCLOPS EDAX,3.2,5,0.51
6/17/98,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.5,1,0.51
6/17/98,50700,BOSMINIDAE,10.5,5,0.34
6/17/98,51000,CHYDORUS,1.1,2,0.23
6/17/98,51130,DAPHNIA PULICARIA,1.1,2,0.78
6/17/98,51801,HOLOPEDIUM GIBBERUM,2.1,4,0.69
6/17/98,61502,GASTROPUS STYLIFER,12.1,5,0.07
6/17/98,61803,KERATELLA CRASSA,0.5,1,0.13
6/17/98,61808,KERATELLA TAUROCEPHALA,92.4,5,0.11
6/17/98,61810,KERATELLA TICINENSIS,11.6,5,0.11
6/17/98,61904,LECANE INERMIS,0.5,1,0.06
6/17/98,62406,MONOSTYLA LUNARIS,0.5,1,0.07
6/17/98,63005,POLYARTHRA VULGARIS,1.6,3,0.1
8/10/98,10000,COPEPOD NAUPLII,37.3,5,0.12
