lakeid,year4,sampledate,depth,chlor,division,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,Season
SP,2012,9/17/12,18,2.9,,,,,,,
SP,2012,10/4/12,0,1.6,,,,,,,
SP,2012,10/4/12,3,1.1,,,,,,,
SP,2012,10/4/12,5,2.2,,,,,,,
SP,2012,10/4/12,8,1.5,,,,,,,
SP,2012,10/4/12,10,1.8,,,,,,,
SP,2012,10/4/12,12,3.7,,,,,,,
SP,2012,10/4/12,15,19,,,,,,,
SP,2012,10/4/12,18,3.7,,,,,,,
SP,2012,10/4/12,18,5.3,,,,,,,
SP,2012,10/19/12,0,2.5,,,,,,,
SP,2012,10/19/12,3,3.2,,,,,,,
SP,2012,10/19/12,5,1,,,,,,,
SP,2012,10/19/12,8,0.7,,,,,,,
SP,2012,10/19/12,10,2.3,,,,,,,
SP,2012,10/19/12,12,1.7,,,,,,,
SP,2012,10/19/12,15,2.6,,,,,,,
SP,2012,10/19/12,18,-0.3,,,,,,,
SP,2012,10/19/12,18,0.7,,,,,,,
SP,2012,10/31/12,0,3.5,,,,,,,
SP,2012,10/31/12,3,3.5,,,,,,,
SP,2012,10/31/12,5,4.3,,,,,,,
SP,2012,10/31/12,8,3.9,,,,,,,
SP,2012,10/31/12,10,3.5,,,,,,,
SP,2012,10/31/12,12,4,,,,,,,
SP,2012,10/31/12,15,4.3,,,,,,,
SP,2012,10/31/12,18,3.1,,,,,,,
SP,2012,10/31/12,18,3.7,,,,,,,
SP,2012,11/12/12,0,2,Total,103.1833,3910.0698,4745.1825,789529.6467,0.78952965,1
SP,2012,11/12/12,3,2.4,Total,103.1833,3910.0698,4745.1825,789529.6467,0.78952965,1
SP,2012,11/12/12,5,2.4,Total,103.1833,3910.0698,4745.1825,789529.6467,0.78952965,1
SP,2012,11/12/12,8,3.5,Total,103.1833,3910.0698,4745.1825,789529.6467,0.78952965,1
SP,2012,11/12/12,10,2.7,Total,103.1833,3910.0698,4745.1825,789529.6467,0.78952965,1
SP,2012,11/12/12,12,2.1,Total,103.1833,3910.0698,4745.1825,789529.6467,0.78952965,1
SP,2012,11/12/12,15,2.2,Total,103.1833,3910.0698,4745.1825,789529.6467,0.78952965,1
SP,2012,11/12/12,18,2.4,Total,103.1833,3910.0698,4745.1825,789529.6467,0.78952965,1
SP,2013,1/14/13,0,0.8,,,,,,,
SP,2013,1/14/13,3,1.6,,,,,,,
SP,2013,1/14/13,5,2.2,,,,,,,
SP,2013,1/14/13,8,1.1,,,,,,,
SP,2013,1/14/13,10,1.5,,,,,,,
SP,2013,1/14/13,12,0.5,,,,,,,
SP,2013,1/14/13,15,0.6,,,,,,,
SP,2013,1/14/13,18,-3.1,,,,,,,
SP,2013,1/14/13,18,0.3,,,,,,,
SP,2013,2/25/13,0,2.1,Total,45.5,3112.5225,3427.3595,177611.5406,0.17761154,0
SP,2013,2/25/13,3,0.7,Total,45.5,3112.5225,3427.3595,177611.5406,0.17761154,0
SP,2013,2/25/13,5,0.7,Total,45.5,3112.5225,3427.3595,177611.5406,0.17761154,0
SP,2013,2/25/13,10,0.3,Total,45.5,3112.5225,3427.3595,177611.5406,0.17761154,0
SP,2013,2/25/13,12,0.2,Total,45.5,3112.5225,3427.3595,177611.5406,0.17761154,0
SP,2013,2/25/13,15,0.1,Total,45.5,3112.5225,3427.3595,177611.5406,0.17761154,0
SP,2013,2/25/13,18,0.25,Total,45.5,3112.5225,3427.3595,177611.5406,0.17761154,0
SP,2013,3/29/13,0,0,,,,,,,
SP,2013,3/29/13,3,2.1,,,,,,,
SP,2013,3/29/13,5,0.6,,,,,,,
SP,2013,3/29/13,8,0.3,,,,,,,
SP,2013,3/29/13,10,-0.1,,,,,,,
SP,2013,3/29/13,12,0.2,,,,,,,
SP,2013,3/29/13,15,0.2,,,,,,,
SP,2013,3/29/13,18,1.5,,,,,,,
SP,2013,3/29/13,18,1.3,,,,,,,
SP,2013,5/16/13,0,5.7,Total,25,3494.95,3504.9531,241242.3545,0.24124238,1
SP,2013,5/16/13,3,5.3,Total,25,3494.95,3504.9531,241242.3545,0.24124238,1
SP,2013,5/16/13,5,5.4,Total,25,3494.95,3504.9531,241242.3545,0.24124238,1
SP,2013,5/16/13,8,5.4,Total,25,3494.95,3504.9531,241242.3545,0.24124238,1
SP,2013,5/16/13,10,4.9,Total,25,3494.95,3504.9531,241242.3545,0.24124238,1
SP,2013,5/16/13,12,3.8,Total,25,3494.95,3504.9531,241242.3545,0.24124238,1
SP,2013,5/16/13,15,4.3,Total,25,3494.95,3504.9531,241242.3545,0.24124238,1
SP,2013,5/16/13,18,4.1,Total,25,3494.95,3504.9531,241242.3545,0.24124238,1
SP,2013,6/11/13,0,1.4,,,,,,,
SP,2013,6/11/13,3,1.3,,,,,,,
SP,2013,6/11/13,5,3.4,,,,,,,
SP,2013,6/11/13,5,3.1,,,,,,,
SP,2013,6/11/13,8,7.2,,,,,,,
SP,2013,6/11/13,10,14.1,,,,,,,
SP,2013,6/11/13,12,11.4,,,,,,,
SP,2013,6/11/13,15,3.7,,,,,,,
SP,2013,6/11/13,18,15.6,,,,,,,
SP,2013,6/25/13,0,0.9,,,,,,,
SP,2013,6/25/13,3,1.3,,,,,,,
SP,2013,6/25/13,5,0.7,,,,,,,
SP,2013,6/25/13,8,3.7,,,,,,,
SP,2013,6/25/13,8,5.5,,,,,,,
SP,2013,6/25/13,10,6,,,,,,,
SP,2013,6/25/13,12,13.1,,,,,,,
SP,2013,6/25/13,15,9.2,,,,,,,
SP,2013,6/25/13,18,12,,,,,,,
SP,2013,7/8/13,0,1.5,Total,78.8629,7049.9854,7829.5848,942137.4221,0.94213744,1
SP,2013,7/8/13,3,1.8,Total,78.8629,7049.9854,7829.5848,942137.4221,0.94213744,1
SP,2013,7/8/13,5,1.9,Total,78.8629,7049.9854,7829.5848,942137.4221,0.94213744,1
SP,2013,7/8/13,8,2.8,Total,78.8629,7049.9854,7829.5848,942137.4221,0.94213744,1
SP,2013,7/8/13,10,4.8,Total,78.8629,7049.9854,7829.5848,942137.4221,0.94213744,1
SP,2013,7/8/13,12,8.6,Total,78.8629,7049.9854,7829.5848,942137.4221,0.94213744,1
SP,2013,7/8/13,15,11.9,Total,78.8629,7049.9854,7829.5848,942137.4221,0.94213744,1
SP,2013,7/8/13,18,9.1,Total,78.8629,7049.9854,7829.5848,942137.4221,0.94213744,1
SP,2013,8/5/13,0,1.6,Total,236.3667,7310.4688,12105.1174,781307.6758,0.78130767,1
SP,2013,8/5/13,3,1.6,Total,236.3667,7310.4688,12105.1174,781307.6758,0.78130767,1
SP,2013,8/5/13,5,2,Total,236.3667,7310.4688,12105.1174,781307.6758,0.78130767,1
SP,2013,8/5/13,8,2.25,Total,236.3667,7310.4688,12105.1174,781307.6758,0.78130767,1
SP,2013,8/5/13,10,4,Total,236.3667,7310.4688,12105.1174,781307.6758,0.78130767,1
SP,2013,8/5/13,12,9,Total,236.3667,7310.4688,12105.1174,781307.6758,0.78130767,1
SP,2013,8/5/13,15,17.8,Total,236.3667,7310.4688,12105.1174,781307.6758,0.78130767,1
SP,2013,8/5/13,18,4,Total,236.3667,7310.4688,12105.1174,781307.6758,0.78130767,1
SP,2013,8/21/13,0,0.8,,,,,,,
SP,2013,8/21/13,3,1,,,,,,,
SP,2013,8/21/13,5,1.4,,,,,,,
SP,2013,8/21/13,5,1,,,,,,,
SP,2013,8/21/13,8,1.7,,,,,,,
SP,2013,8/21/13,10,3.5,,,,,,,
SP,2013,8/21/13,12,2,,,,,,,
SP,2013,8/21/13,15,8.2,,,,,,,
SP,2013,8/21/13,18,17.7,,,,,,,
SP,2013,9/4/13,0,1.6,,,,,,,
SP,2013,9/4/13,0,1.1,,,,,,,
SP,2013,9/4/13,3,1.3,,,,,,,
SP,2013,9/4/13,5,1.4,,,,,,,
SP,2013,9/4/13,8,2.1,,,,,,,
SP,2013,9/4/13,10,2.4,,,,,,,
SP,2013,9/4/13,12,3.1,,,,,,,
SP,2013,9/4/13,15,11.6,,,,,,,
SP,2013,9/4/13,18,28.8,,,,,,,
SP,2013,10/2/13,0,1,,,,,,,
SP,2013,10/2/13,3,1.1,,,,,,,
SP,2013,10/2/13,5,1.2,,,,,,,
SP,2013,10/2/13,8,1.3,,,,,,,
SP,2013,10/2/13,10,2.5,,,,,,,
SP,2013,10/2/13,12,4.4,,,,,,,
SP,2013,10/2/13,15,11.6,,,,,,,
SP,2013,10/2/13,15,12.5,,,,,,,
SP,2013,10/2/13,18,13,,,,,,,
SP,2013,10/29/13,0,2.5,,,,,,,
SP,2013,10/29/13,3,2.4,,,,,,,
SP,2013,10/29/13,5,3,,,,,,,
SP,2013,10/29/13,8,2.2,,,,,,,
SP,2013,10/29/13,10,2.3,,,,,,,
SP,2013,10/29/13,12,2,,,,,,,
SP,2013,10/29/13,15,3.3,,,,,,,
SP,2013,10/29/13,18,1,,,,,,,
SP,2013,10/29/13,18,-1.1,,,,,,,
SP,2013,11/13/13,0,2.4,Total,84.5135,4651.9673,4868.2997,127313.3273,0.12731331,1
SP,2013,11/13/13,3,2.7,Total,84.5135,4651.9673,4868.2997,127313.3273,0.12731331,1
SP,2013,11/13/13,5,3,Total,84.5135,4651.9673,4868.2997,127313.3273,0.12731331,1
SP,2013,11/13/13,8,2,Total,84.5135,4651.9673,4868.2997,127313.3273,0.12731331,1
SP,2013,11/13/13,10,2.4,Total,84.5135,4651.9673,4868.2997,127313.3273,0.12731331,1
SP,2013,11/13/13,12,2.7,Total,84.5135,4651.9673,4868.2997,127313.3273,0.12731331,1
SP,2013,11/13/13,15,2.5,Total,84.5135,4651.9673,4868.2997,127313.3273,0.12731331,1
SP,2013,11/13/13,18,2.2,Total,84.5135,4651.9673,4868.2997,127313.3273,0.12731331,1
SP,2014,1/30/14,0,2.2,,,,,,,
SP,2014,1/30/14,0,3.3,,,,,,,
SP,2014,1/30/14,3,1.1,,,,,,,
SP,2014,1/30/14,5,0.6,,,,,,,
SP,2014,1/30/14,8,0.4,,,,,,,
SP,2014,1/30/14,10,0.3,,,,,,,
SP,2014,1/30/14,12,0.3,,,,,,,
SP,2014,1/30/14,15,0.2,,,,,,,
SP,2014,1/30/14,18,-2.4,,,,,,,
SP,2014,2/17/14,0,2.5,Total,121.2667,7132.632,9669.4517,71062.8057,0.0710628,0
SP,2014,2/17/14,3,1.1,Total,121.2667,7132.632,9669.4517,71062.8057,0.0710628,0
SP,2014,2/17/14,5,0.5,Total,121.2667,7132.632,9669.4517,71062.8057,0.0710628,0
SP,2014,2/17/14,8,-0.2,Total,121.2667,7132.632,9669.4517,71062.8057,0.0710628,0
SP,2014,2/17/14,10,0.2,Total,121.2667,7132.632,9669.4517,71062.8057,0.0710628,0
SP,2014,2/17/14,12,0.1,Total,121.2667,7132.632,9669.4517,71062.8057,0.0710628,0
SP,2014,2/17/14,15,0.1,Total,121.2667,7132.632,9669.4517,71062.8057,0.0710628,0
SP,2014,2/17/14,18,-4,Total,121.2667,7132.632,9669.4517,71062.8057,0.0710628,0
SP,2014,3/24/14,0,6.3,,,,,,,
SP,2014,3/24/14,3,1.4,,,,,,,
SP,2014,3/24/14,5,1.7,,,,,,,
SP,2014,3/24/14,8,0.6,,,,,,,
SP,2014,3/24/14,10,0.3,,,,,,,
SP,2014,3/24/14,10,0.4,,,,,,,
SP,2014,3/24/14,12,0.2,,,,,,,
SP,2014,3/24/14,15,0.7,,,,,,,
SP,2014,3/24/14,18,1.2,,,,,,,
SP,2014,5/19/14,0,6.5,Total,81.9167,7446.8153,8000.8465,763067.3469,0.76306735,1
SP,2014,5/19/14,3,7,Total,81.9167,7446.8153,8000.8465,763067.3469,0.76306735,1
SP,2014,5/19/14,5,10.6,Total,81.9167,7446.8153,8000.8465,763067.3469,0.76306735,1
SP,2014,5/19/14,8,9.7,Total,81.9167,7446.8153,8000.8465,763067.3469,0.76306735,1
SP,2014,5/19/14,10,6.6,Total,81.9167,7446.8153,8000.8465,763067.3469,0.76306735,1
SP,2014,5/19/14,12,5.3,Total,81.9167,7446.8153,8000.8465,763067.3469,0.76306735,1
SP,2014,5/19/14,15,3.8,Total,81.9167,7446.8153,8000.8465,763067.3469,0.76306735,1
SP,2014,5/19/14,18,3.7,Total,81.9167,7446.8153,8000.8465,763067.3469,0.76306735,1
SP,2014,6/3/14,3,2.2,,,,,,,
SP,2014,6/3/14,5,3.2,,,,,,,
SP,2014,6/3/14,8,9.5,,,,,,,
SP,2014,6/3/14,10,46.2,,,,,,,
SP,2014,6/3/14,12,7.8,,,,,,,
SP,2014,6/17/14,0,1.3,,,,,,,
SP,2014,6/17/14,3,1.4,,,,,,,
SP,2014,6/17/14,5,2.8,,,,,,,
SP,2014,6/17/14,8,5.7,,,,,,,
SP,2014,6/17/14,10,8.7,,,,,,,
SP,2014,6/17/14,12,14.8,,,,,,,
SP,2014,6/17/14,12,13.1,,,,,,,
SP,2014,6/17/14,15,2.4,,,,,,,
SP,2014,6/17/14,18,2.8,,,,,,,
SP,2014,7/1/14,0,2.25,,,,,,,
SP,2014,7/1/14,3,3,,,,,,,
SP,2014,7/1/14,5,3.1,,,,,,,
SP,2014,7/1/14,8,6.1,,,,,,,
SP,2014,7/1/14,10,7.8,,,,,,,
SP,2014,7/1/14,12,10.1,,,,,,,
SP,2014,7/1/14,16,6.8,,,,,,,
SP,2014,7/1/14,18,2.7,,,,,,,
SP,2014,7/14/14,0,2.1,Total,269.2666,9509.276,18880.4832,875985.7336,0.87598574,1
SP,2014,7/14/14,3,1.3,Total,269.2666,9509.276,18880.4832,875985.7336,0.87598574,1
SP,2014,7/14/14,5,2.9,Total,269.2666,9509.276,18880.4832,875985.7336,0.87598574,1
SP,2014,7/14/14,8,3.8,Total,269.2666,9509.276,18880.4832,875985.7336,0.87598574,1
SP,2014,7/14/14,10,6.7,Total,269.2666,9509.276,18880.4832,875985.7336,0.87598574,1
SP,2014,7/14/14,12,10.7,Total,269.2666,9509.276,18880.4832,875985.7336,0.87598574,1
SP,2014,7/14/14,15,10.8,Total,269.2666,9509.276,18880.4832,875985.7336,0.87598574,1
SP,2014,7/14/14,18,6.35,Total,269.2666,9509.276,18880.4832,875985.7336,0.87598574,1
SP,2014,7/28/14,0,2,,,,,,,
SP,2014,7/28/14,3,1.8,,,,,,,
SP,2014,7/28/14,3,1.4,,,,,,,
SP,2014,7/28/14,5,1.7,,,,,,,
SP,2014,7/28/14,8,3.2,,,,,,,
SP,2014,7/28/14,10,6.9,,,,,,,
SP,2014,7/28/14,12,10.7,,,,,,,
SP,2014,7/28/14,15,24.4,,,,,,,
SP,2014,7/28/14,18,6.8,,,,,,,
SP,2014,8/12/14,0,1,Total,245.3522,6912.015,12513.4856,378873.2744,0.37887327,1
SP,2014,8/12/14,3,1.1,Total,245.3522,6912.015,12513.4856,378873.2744,0.37887327,1
SP,2014,8/12/14,5,1.4,Total,245.3522,6912.015,12513.4856,378873.2744,0.37887327,1
SP,2014,8/12/14,8,1.95,Total,245.3522,6912.015,12513.4856,378873.2744,0.37887327,1
SP,2014,8/12/14,10,3,Total,245.3522,6912.015,12513.4856,378873.2744,0.37887327,1
SP,2014,8/12/14,12,5.4,Total,245.3522,6912.015,12513.4856,378873.2744,0.37887327,1
SP,2014,8/12/14,15,21,Total,245.3522,6912.015,12513.4856,378873.2744,0.37887327,1
SP,2014,8/12/14,18,5.2,Total,245.3522,6912.015,12513.4856,378873.2744,0.37887327,1
SP,2014,8/25/14,0,1.7,,,,,,,
SP,2014,8/25/14,0,1.2,,,,,,,
SP,2014,8/25/14,3,1.3,,,,,,,
SP,2014,8/25/14,5,0.8,,,,,,,
SP,2014,8/25/14,8,2.4,,,,,,,
SP,2014,8/25/14,10,4.2,,,,,,,
SP,2014,8/25/14,12,6.9,,,,,,,
SP,2014,8/25/14,15,11.7,,,,,,,
SP,2014,8/25/14,18,5.3,,,,,,,
SP,2014,9/8/14,0,2,,,,,,,
SP,2014,9/8/14,3,1.5,,,,,,,
SP,2014,9/8/14,5,1.5,,,,,,,
SP,2014,9/8/14,8,2.4,,,,,,,
SP,2014,9/8/14,8,2,,,,,,,
SP,2014,9/8/14,10,4.1,,,,,,,
SP,2014,9/8/14,12,4.4,,,,,,,
SP,2014,9/8/14,15,19.3,,,,,,,
SP,2014,9/8/14,18,6.8,,,,,,,
SP,2014,9/22/14,0,1.1,,,,,,,
SP,2014,9/22/14,3,1.6,,,,,,,
SP,2014,9/22/14,5,1,,,,,,,
SP,2014,9/22/14,8,1.2,,,,,,,
SP,2014,9/22/14,10,4.4,,,,,,,
SP,2014,9/22/14,12,6.5,,,,,,,
SP,2014,9/22/14,15,22.6,,,,,,,
SP,2014,9/22/14,18,7.2,,,,,,,
SP,2014,9/22/14,18,3.6,,,,,,,
SP,2014,10/8/14,0,1.7,,,,,,,
SP,2014,10/8/14,3,2.3,,,,,,,
SP,2014,10/8/14,5,2.2,,,,,,,
SP,2014,10/8/14,8,1.9,,,,,,,
SP,2014,10/8/14,10,4.8,,,,,,,
SP,2014,10/8/14,12,8,,,,,,,
SP,2014,10/8/14,15,12.9,,,,,,,
SP,2014,10/8/14,15,9.9,,,,,,,
SP,2014,10/8/14,18,4,,,,,,,
SP,2014,10/21/14,0,1.8,,,,,,,
SP,2014,10/21/14,3,2.2,,,,,,,
SP,2014,10/21/14,5,2.2,,,,,,,
SP,2014,10/21/14,5,1.8,,,,,,,
SP,2014,10/21/14,8,2.2,,,,,,,
SP,2014,10/21/14,10,1.9,,,,,,,
SP,2014,10/21/14,12,3.5,,,,,,,
SP,2014,10/21/14,15,21,,,,,,,
SP,2014,10/21/14,18,2.5,,,,,,,
SP,2014,11/10/14,0,2,Total,174.7,4358.6017,4949.8284,234291.5732,0.23429159,1
SP,2014,11/10/14,3,1.8,Total,174.7,4358.6017,4949.8284,234291.5732,0.23429159,1
SP,2014,11/10/14,5,2,Total,174.7,4358.6017,4949.8284,234291.5732,0.23429159,1
SP,2014,11/10/14,8,2.1,Total,174.7,4358.6017,4949.8284,234291.5732,0.23429159,1
SP,2014,11/10/14,10,2.5,Total,174.7,4358.6017,4949.8284,234291.5732,0.23429159,1
SP,2014,11/10/14,12,1.9,Total,174.7,4358.6017,4949.8284,234291.5732,0.23429159,1
SP,2014,11/10/14,15,2.1,Total,174.7,4358.6017,4949.8284,234291.5732,0.23429159,1
SP,2014,11/10/14,18,1.5,Total,174.7,4358.6017,4949.8284,234291.5732,0.23429159,1
SP,2015,1/14/15,0,2.1,,,,,,,
SP,2015,1/14/15,0,2.5,,,,,,,
SP,2015,1/14/15,3,0.8,,,,,,,
SP,2015,1/14/15,5,0.3,,,,,,,
SP,2015,1/14/15,8,0.2,,,,,,,
SP,2015,1/14/15,10,0.2,,,,,,,
SP,2015,1/14/15,12,0.1,,,,,,,
SP,2015,1/14/15,15,0.1,,,,,,,
SP,2015,1/14/15,18,0.6,,,,,,,
SP,2015,2/24/15,0,1.5,Total,70.027,7673.6413,9696.9802,63950.3552,0.06395035,0
SP,2015,2/24/15,3,0.8,Total,70.027,7673.6413,9696.9802,63950.3552,0.06395035,0
SP,2015,2/24/15,5,0.4,Total,70.027,7673.6413,9696.9802,63950.3552,0.06395035,0
SP,2015,2/24/15,8,0.2,Total,70.027,7673.6413,9696.9802,63950.3552,0.06395035,0
SP,2015,2/24/15,10,0.1,Total,70.027,7673.6413,9696.9802,63950.3552,0.06395035,0
SP,2015,2/24/15,12,0.2,Total,70.027,7673.6413,9696.9802,63950.3552,0.06395035,0
SP,2015,2/24/15,15,0,Total,70.027,7673.6413,9696.9802,63950.3552,0.06395035,0
SP,2015,2/24/15,18,-4.3,Total,70.027,7673.6413,9696.9802,63950.3552,0.06395035,0
SP,2015,3/24/15,0,2,,,,,,,
SP,2015,3/24/15,3,8.1,,,,,,,
SP,2015,3/24/15,5,9.5,,,,,,,
SP,2015,3/24/15,8,10.1,,,,,,,
SP,2015,3/24/15,10,2.4,,,,,,,
SP,2015,3/24/15,12,1.4,,,,,,,
SP,2015,3/24/15,15,0.4,,,,,,,
SP,2015,3/24/15,18,4.2,,,,,,,
SP,2015,3/24/15,18,8.2,,,,,,,
SP,2015,4/23/15,0,1,Total,153,7451.3292,7945.4117,582409.2471,0.5824092,1
SP,2015,4/23/15,3,2.9,Total,153,7451.3292,7945.4117,582409.2471,0.5824092,1
SP,2015,4/23/15,5,2.5,Total,153,7451.3292,7945.4117,582409.2471,0.5824092,1
SP,2015,4/23/15,8,2.1,Total,153,7451.3292,7945.4117,582409.2471,0.5824092,1
SP,2015,4/23/15,10,5.6,Total,153,7451.3292,7945.4117,582409.2471,0.5824092,1
SP,2015,4/23/15,12,3.1,Total,153,7451.3292,7945.4117,582409.2471,0.5824092,1
SP,2015,4/23/15,15,1,Total,153,7451.3292,7945.4117,582409.2471,0.5824092,1
SP,2015,4/23/15,18,-5.3,Total,153,7451.3292,7945.4117,582409.2471,0.5824092,1
SP,2015,5/5/15,0,1.9,,,,,,,
SP,2015,5/5/15,3,2.1,,,,,,,
SP,2015,5/5/15,3,1.8,,,,,,,
SP,2015,5/5/15,5,4.9,,,,,,,
SP,2015,5/5/15,8,8.3,,,,,,,
SP,2015,5/5/15,10,7.7,,,,,,,
SP,2015,5/5/15,12,6.2,,,,,,,
SP,2015,5/5/15,15,3,,,,,,,
SP,2015,5/5/15,18,2.7,,,,,,,
SP,2015,5/18/15,0,1,,,,,,,
SP,2015,5/18/15,3,0.8,,,,,,,
SP,2015,5/18/15,5,1.3,,,,,,,
SP,2015,5/18/15,8,5.7,,,,,,,
SP,2015,5/18/15,10,7.8,,,,,,,
SP,2015,5/18/15,12,15.5,,,,,,,
SP,2015,5/18/15,15,4.1,,,,,,,
SP,2015,5/18/15,18,3,,,,,,,
SP,2015,6/1/15,0,0.8,,,,,,,
SP,2015,6/1/15,3,0.8,,,,,,,
SP,2015,6/1/15,5,0.8,,,,,,,
SP,2015,6/1/15,8,1.6,,,,,,,
SP,2015,6/1/15,10,3.2,,,,,,,
SP,2015,6/1/15,12,6.2,,,,,,,
SP,2015,6/1/15,15,13.7,,,,,,,
SP,2015,6/1/15,15,11.4,,,,,,,
SP,2015,6/1/15,18,2.9,,,,,,,
SP,2015,6/17/15,0,1.8,Total,165.9394,4094.7145,6422.1263,470425.2049,0.47042519,1
SP,2015,6/17/15,3,1.9,Total,165.9394,4094.7145,6422.1263,470425.2049,0.47042519,1
SP,2015,6/17/15,5,1.6,Total,165.9394,4094.7145,6422.1263,470425.2049,0.47042519,1
SP,2015,6/17/15,8,1.25,Total,165.9394,4094.7145,6422.1263,470425.2049,0.47042519,1
SP,2015,6/17/15,10,2.4,Total,165.9394,4094.7145,6422.1263,470425.2049,0.47042519,1
SP,2015,6/17/15,12,5.8,Total,165.9394,4094.7145,6422.1263,470425.2049,0.47042519,1
SP,2015,6/17/15,15,10.7,Total,165.9394,4094.7145,6422.1263,470425.2049,0.47042519,1
SP,2015,6/17/15,18,4.7,Total,165.9394,4094.7145,6422.1263,470425.2049,0.47042519,1
SP,2015,6/29/15,0,1.9,,,,,,,
SP,2015,6/29/15,3,2.2,,,,,,,
SP,2015,6/29/15,5,1.1,,,,,,,
SP,2015,6/29/15,8,1.7,,,,,,,
SP,2015,6/29/15,8,2.3,,,,,,,
SP,2015,6/29/15,10,2.9,,,,,,,
SP,2015,6/29/15,12,5.6,,,,,,,
SP,2015,6/29/15,15,9.8,,,,,,,
SP,2015,6/29/15,18,5.4,,,,,,,
SP,2015,7/15/15,0,1,Total,191.8017,5107.3468,33488.8161,266780.5956,0.26678061,1
SP,2015,7/15/15,3,1.2,Total,191.8017,5107.3468,33488.8161,266780.5956,0.26678061,1
SP,2015,7/15/15,5,1.7,Total,191.8017,5107.3468,33488.8161,266780.5956,0.26678061,1
SP,2015,7/15/15,8,2.15,Total,191.8017,5107.3468,33488.8161,266780.5956,0.26678061,1
SP,2015,7/15/15,10,2.3,Total,191.8017,5107.3468,33488.8161,266780.5956,0.26678061,1
SP,2015,7/15/15,12,2.4,Total,191.8017,5107.3468,33488.8161,266780.5956,0.26678061,1
SP,2015,7/15/15,15,7.5,Total,191.8017,5107.3468,33488.8161,266780.5956,0.26678061,1
SP,2015,7/15/15,18,4.1,Total,191.8017,5107.3468,33488.8161,266780.5956,0.26678061,1
SP,2015,7/28/15,0,0.6,,,,,,,
SP,2015,7/28/15,3,0.9,,,,,,,
SP,2015,7/28/15,5,1,,,,,,,
SP,2015,7/28/15,8,2.2,,,,,,,
SP,2015,7/28/15,10,1.8,,,,,,,
SP,2015,7/28/15,12,4.6,,,,,,,
SP,2015,7/28/15,15,11.1,,,,,,,
SP,2015,7/28/15,18,12.8,,,,,,,
SP,2015,7/28/15,18,17.3,,,,,,,
SP,2015,8/11/15,0,1,Total,198.6334,6046.5025,17186.8517,614250.9223,0.61425094,1
SP,2015,8/11/15,3,1.1,Total,198.6334,6046.5025,17186.8517,614250.9223,0.61425094,1
SP,2015,8/11/15,5,1.7,Total,198.6334,6046.5025,17186.8517,614250.9223,0.61425094,1
SP,2015,8/11/15,8,2.9,Total,198.6334,6046.5025,17186.8517,614250.9223,0.61425094,1
SP,2015,8/11/15,10,4.8,Total,198.6334,6046.5025,17186.8517,614250.9223,0.61425094,1
SP,2015,8/11/15,12,5.9,Total,198.6334,6046.5025,17186.8517,614250.9223,0.61425094,1
SP,2015,8/11/15,15,5.5,Total,198.6334,6046.5025,17186.8517,614250.9223,0.61425094,1
SP,2015,8/11/15,18,8,Total,198.6334,6046.5025,17186.8517,614250.9223,0.61425094,1
SP,2015,8/24/15,0,1.7,,,,,,,
SP,2015,8/24/15,3,1.4,,,,,,,
SP,2015,8/24/15,5,1.4,,,,,,,
SP,2015,8/24/15,8,4.3,,,,,,,
SP,2015,8/24/15,8,3,,,,,,,
SP,2015,8/24/15,10,3.2,,,,,,,
SP,2015,8/24/15,12,7.8,,,,,,,
SP,2015,8/24/15,15,9.3,,,,,,,
SP,2015,8/24/15,18,16.5,,,,,,,
SP,2015,9/8/15,0,1.5,,,,,,,
SP,2015,9/8/15,3,1.4,,,,,,,
SP,2015,9/8/15,5,1.4,,,,,,,
SP,2015,9/8/15,8,2.3,,,,,,,
SP,2015,9/8/15,10,3.8,,,,,,,
SP,2015,9/8/15,12,5.3,,,,,,,
SP,2015,9/8/15,15,8.6,,,,,,,
SP,2015,9/8/15,15,9.1,,,,,,,
SP,2015,9/8/15,18,11.1,,,,,,,
SP,2015,9/23/15,0,0.9,,,,,,,
SP,2015,9/23/15,3,1.1,,,,,,,
SP,2015,9/23/15,5,1.6,,,,,,,
SP,2015,9/23/15,8,1.8,,,,,,,
SP,2015,9/23/15,10,3.9,,,,,,,
SP,2015,9/23/15,12,6.3,,,,,,,
SP,2015,9/23/15,15,15.1,,,,,,,
SP,2015,9/23/15,18,4.7,,,,,,,
SP,2015,9/23/15,18,6.4,,,,,,,
SP,2015,10/7/15,0,1.3,,,,,,,
SP,2015,10/7/15,0,1.2,,,,,,,
SP,2015,10/7/15,3,1,,,,,,,
SP,2015,10/7/15,5,1.1,,,,,,,
SP,2015,10/7/15,8,1.2,,,,,,,
SP,2015,10/7/15,10,2.6,,,,,,,
SP,2015,10/7/15,12,5.4,,,,,,,
SP,2015,10/7/15,15,9.4,,,,,,,
SP,2015,10/7/15,18,7.1,,,,,,,
SP,2015,10/21/15,0,1.5,,,,,,,
SP,2015,10/21/15,3,2,,,,,,,
SP,2015,10/21/15,5,2,,,,,,,
SP,2015,10/21/15,8,2.2,,,,,,,
SP,2015,10/21/15,10,2.9,,,,,,,
SP,2015,10/21/15,12,5.1,,,,,,,
SP,2015,10/21/15,15,9.9,,,,,,,
SP,2015,10/21/15,18,5.5,,,,,,,
SP,2015,10/21/15,18,5.6,,,,,,,
