lakeid,year4,sampledate,depth,chlor,Genus,CellBioVol,Season
SP,2004,8/16/04,12,4.4,TotalBiovolume,35695.18089,Ice Off
SP,2004,8/16/04,15,1.6,TotalBiovolume,35695.18089,Ice Off
SP,2004,8/16/04,18,6.1,TotalBiovolume,35695.18089,Ice Off
SP,2004,11/10/04,0,4.55,TotalBiovolume,40141.8149,Ice Off
SP,2004,11/10/04,3,4.1,TotalBiovolume,40141.8149,Ice Off
SP,2004,11/10/04,5,4,TotalBiovolume,40141.8149,Ice Off
SP,2004,11/10/04,8,4,TotalBiovolume,40141.8149,Ice Off
SP,2004,11/10/04,10,4.1,TotalBiovolume,40141.8149,Ice Off
SP,2004,11/10/04,12,4.7,TotalBiovolume,40141.8149,Ice Off
SP,2004,11/10/04,15,3.9,TotalBiovolume,40141.8149,Ice Off
SP,2004,11/10/04,17,4.2,TotalBiovolume,40141.8149,Ice Off
SP,2005,4/20/05,0,5.55,TotalBiovolume,140811.0487,Ice Off
SP,2005,4/20/05,3,8.5,TotalBiovolume,140811.0487,Ice Off
SP,2005,4/20/05,5,6.9,TotalBiovolume,140811.0487,Ice Off
SP,2005,4/20/05,8,7.5,TotalBiovolume,140811.0487,Ice Off
SP,2005,4/20/05,10,8.2,TotalBiovolume,140811.0487,Ice Off
SP,2005,4/20/05,12,7.9,TotalBiovolume,140811.0487,Ice Off
SP,2005,4/20/05,15,7.4,TotalBiovolume,140811.0487,Ice Off
SP,2005,4/20/05,18,5.5,TotalBiovolume,140811.0487,Ice Off
SP,2005,6/13/05,0,0.7,TotalBiovolume,112841.9249,Ice Off
SP,2005,6/13/05,3,1,TotalBiovolume,112841.9249,Ice Off
SP,2005,6/13/05,5,1.1,TotalBiovolume,112841.9249,Ice Off
SP,2005,6/13/05,8,1.9,TotalBiovolume,112841.9249,Ice Off
SP,2005,6/13/05,10,1.9,TotalBiovolume,112841.9249,Ice Off
SP,2005,6/13/05,12,4.6,TotalBiovolume,112841.9249,Ice Off
SP,2005,6/13/05,15,13,TotalBiovolume,112841.9249,Ice Off
SP,2005,6/13/05,17,12.5,TotalBiovolume,112841.9249,Ice Off
SP,2005,7/12/05,0,0.4,TotalBiovolume,66524.46203,Ice Off
SP,2005,7/12/05,3,0.7,TotalBiovolume,66524.46203,Ice Off
SP,2005,7/12/05,5,0.7,TotalBiovolume,66524.46203,Ice Off
SP,2005,7/12/05,8,1.3,TotalBiovolume,66524.46203,Ice Off
SP,2005,7/12/05,10,1.4,TotalBiovolume,66524.46203,Ice Off
SP,2005,7/12/05,12,1.7,TotalBiovolume,66524.46203,Ice Off
SP,2005,7/12/05,15,6.7,TotalBiovolume,66524.46203,Ice Off
SP,2005,7/12/05,17,14.5,TotalBiovolume,66524.46203,Ice Off
SP,2005,8/9/05,0,1,TotalBiovolume,36120.08981,Ice Off
SP,2005,8/9/05,3,1.1,TotalBiovolume,36120.08981,Ice Off
SP,2005,8/9/05,5,1.1,TotalBiovolume,36120.08981,Ice Off
SP,2005,8/9/05,8,1.3,TotalBiovolume,36120.08981,Ice Off
SP,2005,8/9/05,10,1.8,TotalBiovolume,36120.08981,Ice Off
SP,2005,8/9/05,12,3.6,TotalBiovolume,36120.08981,Ice Off
SP,2005,8/9/05,15,21.1,TotalBiovolume,36120.08981,Ice Off
SP,2005,8/9/05,17,1.35,TotalBiovolume,36120.08981,Ice Off
SP,2005,11/15/05,0,5,TotalBiovolume,37769.78604,Ice Off
SP,2005,11/15/05,3,3.8,TotalBiovolume,37769.78604,Ice Off
SP,2005,11/15/05,5,4.4,TotalBiovolume,37769.78604,Ice Off
SP,2005,11/15/05,8,4.4,TotalBiovolume,37769.78604,Ice Off
SP,2005,11/15/05,10,5.2,TotalBiovolume,37769.78604,Ice Off
SP,2005,11/15/05,12,4.7,TotalBiovolume,37769.78604,Ice Off
SP,2005,11/15/05,15,3.8,TotalBiovolume,37769.78604,Ice Off
SP,2005,11/15/05,17,4.4,TotalBiovolume,37769.78604,Ice Off
SP,2006,2/13/06,0,3.35,TotalBiovolume,13445.22755,Ice On
SP,2006,2/13/06,3,3.2,TotalBiovolume,13445.22755,Ice On
SP,2006,2/13/06,5,1.5,TotalBiovolume,13445.22755,Ice On
SP,2006,2/13/06,8,1,TotalBiovolume,13445.22755,Ice On
SP,2006,2/13/06,10,0.8,TotalBiovolume,13445.22755,Ice On
SP,2006,2/13/06,12,0.4,TotalBiovolume,13445.22755,Ice On
SP,2006,2/13/06,15,0.2,TotalBiovolume,13445.22755,Ice On
SP,2006,2/13/06,18,-1.5,TotalBiovolume,13445.22755,Ice On
SP,2006,4/20/06,3,8.6,TotalBiovolume,105932.2045,Ice Off
SP,2006,4/20/06,5,7.7,TotalBiovolume,105932.2045,Ice Off
SP,2006,4/20/06,8,9.2,TotalBiovolume,105932.2045,Ice Off
SP,2006,4/20/06,10,7.9,TotalBiovolume,105932.2045,Ice Off
SP,2006,4/20/06,12,6.6,TotalBiovolume,105932.2045,Ice Off
SP,2006,4/20/06,15,6,TotalBiovolume,105932.2045,Ice Off
SP,2006,4/20/06,17,5.1,TotalBiovolume,105932.2045,Ice Off
SP,2006,6/15/06,0,2.1,TotalBiovolume,95564.66686,Ice Off
SP,2006,6/15/06,3,1.8,TotalBiovolume,95564.66686,Ice Off
SP,2006,6/15/06,5,1.7,TotalBiovolume,95564.66686,Ice Off
SP,2006,6/15/06,8,1.4,TotalBiovolume,95564.66686,Ice Off
SP,2006,6/15/06,10,2.6,TotalBiovolume,95564.66686,Ice Off
SP,2006,6/15/06,12,11.4,TotalBiovolume,95564.66686,Ice Off
SP,2006,6/15/06,15,21.4,TotalBiovolume,95564.66686,Ice Off
SP,2006,6/15/06,18,4.05,TotalBiovolume,95564.66686,Ice Off
SP,2006,7/12/06,0,0.6,TotalBiovolume,76774.5854,Ice Off
SP,2006,7/12/06,3,0.4,TotalBiovolume,76774.5854,Ice Off
SP,2006,7/12/06,5,0.2,TotalBiovolume,76774.5854,Ice Off
SP,2006,7/12/06,8,0.8,TotalBiovolume,76774.5854,Ice Off
SP,2006,7/12/06,10,0.8,TotalBiovolume,76774.5854,Ice Off
SP,2006,7/12/06,12,2.5,TotalBiovolume,76774.5854,Ice Off
SP,2006,7/12/06,15,16.5,TotalBiovolume,76774.5854,Ice Off
SP,2006,7/12/06,18,3,TotalBiovolume,76774.5854,Ice Off
SP,2006,8/9/06,0,-0.8,TotalBiovolume,18557.99633,Ice Off
SP,2006,8/9/06,3,1.2,TotalBiovolume,18557.99633,Ice Off
SP,2006,8/9/06,5,1.1,TotalBiovolume,18557.99633,Ice Off
SP,2006,8/9/06,8,2.55,TotalBiovolume,18557.99633,Ice Off
SP,2006,8/9/06,10,2.5,TotalBiovolume,18557.99633,Ice Off
SP,2006,8/9/06,12,3.8,TotalBiovolume,18557.99633,Ice Off
SP,2006,8/9/06,15,21.4,TotalBiovolume,18557.99633,Ice Off
SP,2006,8/9/06,18,19.2,TotalBiovolume,18557.99633,Ice Off
SP,2006,10/30/06,0,2.8,TotalBiovolume,49288.15794,Ice Off
SP,2006,10/30/06,3,2.9,TotalBiovolume,49288.15794,Ice Off
SP,2006,10/30/06,5,3.4,TotalBiovolume,49288.15794,Ice Off
SP,2006,10/30/06,8,3.3,TotalBiovolume,49288.15794,Ice Off
SP,2006,10/30/06,10,3.05,TotalBiovolume,49288.15794,Ice Off
SP,2006,10/30/06,12,3.1,TotalBiovolume,49288.15794,Ice Off
SP,2006,10/30/06,15,3,TotalBiovolume,49288.15794,Ice Off
SP,2006,10/30/06,17,3,TotalBiovolume,49288.15794,Ice Off
SP,2007,2/20/07,0,3.6,TotalBiovolume,43538.89356,Ice On
SP,2007,2/20/07,3,4.7,TotalBiovolume,43538.89356,Ice On
SP,2007,2/20/07,5,2.1,TotalBiovolume,43538.89356,Ice On
SP,2007,2/20/07,8,0.8,TotalBiovolume,43538.89356,Ice On
SP,2007,2/20/07,10,0.3,TotalBiovolume,43538.89356,Ice On
SP,2007,2/20/07,12,0.3,TotalBiovolume,43538.89356,Ice On
SP,2007,2/20/07,15,0.2,TotalBiovolume,43538.89356,Ice On
SP,2007,2/20/07,17,0.7,TotalBiovolume,43538.89356,Ice On
SP,2007,4/24/07,0,4,TotalBiovolume,57749.85027,Ice Off
SP,2007,4/24/07,3,7.2,TotalBiovolume,57749.85027,Ice Off
SP,2007,4/24/07,5,8.6,TotalBiovolume,57749.85027,Ice Off
SP,2007,4/24/07,8,11.5,TotalBiovolume,57749.85027,Ice Off
SP,2007,4/24/07,10,9.2,TotalBiovolume,57749.85027,Ice Off
SP,2007,4/24/07,12,9.7,TotalBiovolume,57749.85027,Ice Off
SP,2007,4/24/07,15,9.2,TotalBiovolume,57749.85027,Ice Off
SP,2007,4/24/07,17,8.7,TotalBiovolume,57749.85027,Ice Off
SP,2007,6/19/07,0,1.15,TotalBiovolume,63864.52915,Ice Off
SP,2007,6/19/07,3,1.2,TotalBiovolume,63864.52915,Ice Off
SP,2007,6/19/07,5,1.4,TotalBiovolume,63864.52915,Ice Off
SP,2007,6/19/07,8,1.5,TotalBiovolume,63864.52915,Ice Off
SP,2007,6/19/07,10,2.8,TotalBiovolume,63864.52915,Ice Off
SP,2007,6/19/07,12,6,TotalBiovolume,63864.52915,Ice Off
SP,2007,6/19/07,15,8.1,TotalBiovolume,63864.52915,Ice Off
SP,2007,6/19/07,18,6.4,TotalBiovolume,63864.52915,Ice Off
SP,2007,7/16/07,0,1.5,TotalBiovolume,79321.12792,Ice Off
SP,2007,7/16/07,3,1.4,TotalBiovolume,79321.12792,Ice Off
SP,2007,7/16/07,5,1.4,TotalBiovolume,79321.12792,Ice Off
SP,2007,7/16/07,8,1.3,TotalBiovolume,79321.12792,Ice Off
SP,2007,7/16/07,10,3.3,TotalBiovolume,79321.12792,Ice Off
SP,2007,7/16/07,12,8.2,TotalBiovolume,79321.12792,Ice Off
SP,2007,7/16/07,15,10,TotalBiovolume,79321.12792,Ice Off
SP,2007,7/16/07,18,5.1,TotalBiovolume,79321.12792,Ice Off
SP,2007,8/13/07,0,0.9,TotalBiovolume,86298.54542,Ice Off
SP,2007,8/13/07,3,0.8,TotalBiovolume,86298.54542,Ice Off
SP,2007,8/13/07,5,1.15,TotalBiovolume,86298.54542,Ice Off
SP,2007,8/13/07,8,1.6,TotalBiovolume,86298.54542,Ice Off
SP,2007,8/13/07,10,2.4,TotalBiovolume,86298.54542,Ice Off
SP,2007,8/13/07,12,3.4,TotalBiovolume,86298.54542,Ice Off
SP,2007,8/13/07,15,11.8,TotalBiovolume,86298.54542,Ice Off
SP,2007,8/13/07,17,8.9,TotalBiovolume,86298.54542,Ice Off
SP,2007,11/12/07,0,3.8,TotalBiovolume,69229.21827,Ice Off
SP,2007,11/12/07,3,4.9,TotalBiovolume,69229.21827,Ice Off
SP,2007,11/12/07,5,3.8,TotalBiovolume,69229.21827,Ice Off
SP,2007,11/12/07,8,2.7,TotalBiovolume,69229.21827,Ice Off
SP,2007,11/12/07,10,3.6,TotalBiovolume,69229.21827,Ice Off
SP,2007,11/12/07,12,4.9,TotalBiovolume,69229.21827,Ice Off
SP,2007,11/12/07,15,2.7,TotalBiovolume,69229.21827,Ice Off
SP,2007,11/12/07,16.5,3.75,TotalBiovolume,69229.21827,Ice Off
SP,2008,3/3/08,0,2.35,TotalBiovolume,7414.250988,Ice On
SP,2008,3/3/08,3,0.8,TotalBiovolume,7414.250988,Ice On
SP,2008,3/3/08,5,0.4,TotalBiovolume,7414.250988,Ice On
SP,2008,3/3/08,8,0.1,TotalBiovolume,7414.250988,Ice On
SP,2008,3/3/08,10,0,TotalBiovolume,7414.250988,Ice On
SP,2008,3/3/08,12,0,TotalBiovolume,7414.250988,Ice On
SP,2008,3/3/08,15,-0.1,TotalBiovolume,7414.250988,Ice On
SP,2008,5/13/08,0,3.4,TotalBiovolume,101618.1581,Ice Off
SP,2008,5/13/08,3,3.5,TotalBiovolume,101618.1581,Ice Off
SP,2008,5/13/08,5,4.2,TotalBiovolume,101618.1581,Ice Off
SP,2008,5/13/08,8,6.4,TotalBiovolume,101618.1581,Ice Off
SP,2008,5/13/08,10,4.2,TotalBiovolume,101618.1581,Ice Off
SP,2008,5/13/08,12,3.5,TotalBiovolume,101618.1581,Ice Off
SP,2008,5/13/08,16,3.7,TotalBiovolume,101618.1581,Ice Off
SP,2008,5/13/08,18,2.6,TotalBiovolume,101618.1581,Ice Off
SP,2008,7/1/08,0,1.2,TotalBiovolume,137303.0078,Ice Off
SP,2008,7/1/08,3,1.1,TotalBiovolume,137303.0078,Ice Off
SP,2008,7/1/08,5,0.7,TotalBiovolume,137303.0078,Ice Off
SP,2008,7/1/08,8,2.5,TotalBiovolume,137303.0078,Ice Off
SP,2008,7/1/08,10,4,TotalBiovolume,137303.0078,Ice Off
SP,2008,7/1/08,12,10,TotalBiovolume,137303.0078,Ice Off
SP,2008,7/1/08,15,14.1,TotalBiovolume,137303.0078,Ice Off
SP,2008,7/1/08,18,20.3,TotalBiovolume,137303.0078,Ice Off
SP,2008,8/25/08,0,0.8,TotalBiovolume,72434.45871,Ice Off
SP,2008,8/25/08,3,0.9,TotalBiovolume,72434.45871,Ice Off
SP,2008,8/25/08,5,1.3,TotalBiovolume,72434.45871,Ice Off
SP,2008,8/25/08,8,0.9,TotalBiovolume,72434.45871,Ice Off
SP,2008,8/25/08,10,1.8,TotalBiovolume,72434.45871,Ice Off
SP,2008,8/25/08,12,2.3,TotalBiovolume,72434.45871,Ice Off
SP,2008,8/25/08,15,6.3,TotalBiovolume,72434.45871,Ice Off
SP,2008,8/25/08,18,20.3,TotalBiovolume,72434.45871,Ice Off
SP,2008,11/12/08,0,3.6,TotalBiovolume,77010.33942,Ice Off
SP,2008,11/12/08,3,3.6,TotalBiovolume,77010.33942,Ice Off
SP,2008,11/12/08,5,3.9,TotalBiovolume,77010.33942,Ice Off
SP,2008,11/12/08,8,3.9,TotalBiovolume,77010.33942,Ice Off
SP,2008,11/12/08,10,3.9,TotalBiovolume,77010.33942,Ice Off
SP,2008,11/12/08,12,4,TotalBiovolume,77010.33942,Ice Off
SP,2008,11/12/08,15,3.8,TotalBiovolume,77010.33942,Ice Off
SP,2008,11/12/08,18,3.9,TotalBiovolume,77010.33942,Ice Off
SP,2009,2/24/09,0,2.9,TotalBiovolume,56387.25094,Ice On
SP,2009,2/24/09,3,5,TotalBiovolume,56387.25094,Ice On
SP,2009,2/24/09,5,5.1,TotalBiovolume,56387.25094,Ice On
SP,2009,2/24/09,8,2.5,TotalBiovolume,56387.25094,Ice On
SP,2009,2/24/09,10,1.7,TotalBiovolume,56387.25094,Ice On
SP,2009,2/24/09,12,1.4,TotalBiovolume,56387.25094,Ice On
SP,2009,2/24/09,15,0.7,TotalBiovolume,56387.25094,Ice On
SP,2009,2/24/09,18,4.6,TotalBiovolume,56387.25094,Ice On
SP,2009,4/29/09,0,5.8,TotalBiovolume,324208.1319,Ice Off
SP,2009,4/29/09,3,4.8,TotalBiovolume,324208.1319,Ice Off
SP,2009,4/29/09,5,5.4,TotalBiovolume,324208.1319,Ice Off
SP,2009,4/29/09,8,5,TotalBiovolume,324208.1319,Ice Off
SP,2009,4/29/09,10,4.9,TotalBiovolume,324208.1319,Ice Off
SP,2009,4/29/09,12,5.8,TotalBiovolume,324208.1319,Ice Off
SP,2009,4/29/09,15,5,TotalBiovolume,324208.1319,Ice Off
SP,2009,4/29/09,17,5.2,TotalBiovolume,324208.1319,Ice Off
