"sampledate","daynum","year","Genus","CellBioVol"
1998-06-15,166,1998,"Diploneis",0
1998-06-15,166,1998,"Encyonema",0
1998-06-15,166,1998,"Asterocapsa",0
1998-06-15,166,1998,"Planothidium",0
1998-06-15,166,1998,"Hippodonta",0
1998-06-15,166,1998,"Cf. Coelosphaerium",0
1998-06-15,166,1998,"Tetraedron victoriae",0
1998-06-15,166,1998,"Placoneis",0
1998-06-15,166,1998,"Epithemia",0
1998-06-15,166,1998,"Euglena",0
1998-06-15,166,1998,"Flagellated Green",0
1998-06-15,166,1998,"Tabellaria",0
1998-06-15,166,1998,"Aulacoseira",0
1998-06-15,166,1998,"Stephanodiscus",0
1998-06-15,166,1998,"Pseudostaurosira",0
1998-06-15,166,1998,"Stauroforma",0
1998-06-15,166,1998,"Achnanthidium",0
1998-06-15,166,1998,"Segmented Green",0
1998-06-15,166,1998,"Gomphoneis",0
1998-06-15,166,1998,"Mallomonas",0
1998-06-15,166,1998,"Gloeocapsa",0
1998-06-15,166,1998,"Synura",0
1998-06-15,166,1998,"Nitzschia",0
1998-06-15,166,1998,"Cyclotella",0
1998-06-15,166,1998,"Discostella",0
1998-06-15,166,1998,"Anabaena",0
1998-06-15,166,1998,"Chroococcus",0
1998-06-15,166,1998,"Planktolyngabia",0
1998-06-15,166,1998,"Staurosira",0
1998-06-15,166,1998,"Chroococcus cf. kidneys",0
1998-06-15,166,1998,"Cosmarium",0
1998-06-15,166,1998,"Planktothrix",0
1998-06-15,166,1998,"Small Chroococcus",0
1998-06-15,166,1998,"Long thin rod",0
1998-06-15,166,1998,"Aphanothece bacilloidea",0
1998-06-15,166,1998,"Limnothrix",0
1998-06-15,166,1998,"Microcystis",0
1998-06-15,166,1998,"Peanut",0
1998-06-15,166,1998,"Lindavia",0
1998-06-15,166,1998,"other",0
1998-06-15,166,1998,"Cyclostephanos",0
1998-06-15,166,1998,"Naked Dinoflagellate",77038.94041
1998-06-15,166,1998,"Cryptomonad",0
1998-06-15,166,1998,"Cf. Komvophoron / Trichormus",0
1998-06-15,166,1998,"Cf. Planktolyngabia",0
1998-06-15,166,1998,"Cocconeis",0
1998-06-15,166,1998,"Rhoicosphenia",0
1998-06-15,166,1998,"Armored Dinoflagellate",0
1998-06-15,166,1998,"Sellaphora",0
1998-06-15,166,1998,"Diatoma mesodon",0
1998-06-15,166,1998,"Navicula",0
1998-06-15,166,1998,"Dinobryon",0
1998-06-15,166,1998,"Elakatothrix",0
1998-06-15,166,1998,"Nostoc",0
1998-06-15,166,1998,"NA",0
1998-06-15,166,1998,"Cyanobacteria",0
1998-06-15,166,1998,"Fragilaria",0
1998-06-15,166,1998,"Asterionella",0
1998-06-15,166,1998,"Merismopedia",0
1998-06-15,166,1998,"Cf. Cavinula",0
1998-06-15,166,1998,"Diploneis",0
1998-06-15,166,1998,"Encyonema",0
1998-06-15,166,1998,"Asterocapsa",0
1998-06-15,166,1998,"Planothidium",0
1998-06-15,166,1998,"Hippodonta",0
1998-06-15,166,1998,"Cf. Coelosphaerium",0
1998-06-15,166,1998,"Tetraedron victoriae",0
1998-06-15,166,1998,"Placoneis",0
1998-06-15,166,1998,"Epithemia",0
1998-06-15,166,1998,"Euglena",0
1998-06-15,166,1998,"Flagellated Green",0
1998-06-15,166,1998,"Tabellaria",0
1998-06-15,166,1998,"Aulacoseira",0
1998-06-15,166,1998,"Stephanodiscus",0
1998-06-15,166,1998,"Pseudostaurosira",0
1998-06-15,166,1998,"Stauroforma",0
1998-06-15,166,1998,"Achnanthidium",0
1998-06-15,166,1998,"Segmented Green",0
1998-06-15,166,1998,"Gomphoneis",0
1998-06-15,166,1998,"Mallomonas",0
1998-06-15,166,1998,"Gloeocapsa",0
1998-06-15,166,1998,"Synura",0
1998-06-15,166,1998,"Nitzschia",0
1998-06-15,166,1998,"Cyclotella",0
1998-06-15,166,1998,"Discostella",0
1998-06-15,166,1998,"Anabaena",0
1998-06-15,166,1998,"Chroococcus",0
1998-06-15,166,1998,"Planktolyngabia",0
1998-06-15,166,1998,"Staurosira",0
1998-06-15,166,1998,"Chroococcus cf. kidneys",0
1998-06-15,166,1998,"Cosmarium",0
1998-06-15,166,1998,"Planktothrix",0
1998-06-15,166,1998,"Small Chroococcus",0
1998-06-15,166,1998,"Long thin rod",0
1998-06-15,166,1998,"Aphanothece bacilloidea",0
1998-06-15,166,1998,"Limnothrix",0
1998-06-15,166,1998,"Microcystis",0
1998-06-15,166,1998,"Peanut",0
1998-06-15,166,1998,"Lindavia",0
1998-06-15,166,1998,"other",0
1998-06-15,166,1998,"Cyclostephanos",0
1998-06-15,166,1998,"Naked Dinoflagellate",0
1998-06-15,166,1998,"Cryptomonad",0
1998-06-15,166,1998,"Cf. Komvophoron / Trichormus",0
1998-06-15,166,1998,"Cf. Planktolyngabia",0
1998-06-15,166,1998,"Cocconeis",0
1998-06-15,166,1998,"Rhoicosphenia",0
1998-06-15,166,1998,"Armored Dinoflagellate",13122.94755
1998-06-15,166,1998,"Sellaphora",0
1998-06-15,166,1998,"Diatoma mesodon",0
1998-06-15,166,1998,"Navicula",0
1998-06-15,166,1998,"Dinobryon",0
1998-06-15,166,1998,"Elakatothrix",0
1998-06-15,166,1998,"Nostoc",0
1998-06-15,166,1998,"NA",0
1998-06-15,166,1998,"Cyanobacteria",0
1998-06-15,166,1998,"Fragilaria",0
1998-06-15,166,1998,"Asterionella",0
1998-06-15,166,1998,"Merismopedia",0
1998-06-15,166,1998,"Cf. Cavinula",0
1998-06-15,166,1998,"Diploneis",0
1998-06-15,166,1998,"Encyonema",0
1998-06-15,166,1998,"Asterocapsa",0
1998-06-15,166,1998,"Planothidium",0
1998-06-15,166,1998,"Hippodonta",0
1998-06-15,166,1998,"Cf. Coelosphaerium",0
1998-06-15,166,1998,"Tetraedron victoriae",0
1998-06-15,166,1998,"Placoneis",0
1998-06-15,166,1998,"Epithemia",0
1998-06-15,166,1998,"Euglena",0
1998-06-15,166,1998,"Flagellated Green",0
1998-06-15,166,1998,"Tabellaria",0
1998-06-15,166,1998,"Aulacoseira",0
1998-06-15,166,1998,"Stephanodiscus",0
1998-06-15,166,1998,"Pseudostaurosira",0
1998-06-15,166,1998,"Stauroforma",0
1998-06-15,166,1998,"Achnanthidium",0
1998-06-15,166,1998,"Segmented Green",0
1998-06-15,166,1998,"Gomphoneis",0
1998-06-15,166,1998,"Mallomonas",0
1998-06-15,166,1998,"Gloeocapsa",0
1998-06-15,166,1998,"Synura",0
1998-06-15,166,1998,"Nitzschia",0
1998-06-15,166,1998,"Cyclotella",0
1998-06-15,166,1998,"Discostella",0
1998-06-15,166,1998,"Anabaena",0
1998-06-15,166,1998,"Chroococcus",0
1998-06-15,166,1998,"Planktolyngabia",0
1998-06-15,166,1998,"Staurosira",0
1998-06-15,166,1998,"Chroococcus cf. kidneys",0
1998-06-15,166,1998,"Cosmarium",0
1998-06-15,166,1998,"Planktothrix",0
1998-06-15,166,1998,"Small Chroococcus",0
1998-06-15,166,1998,"Long thin rod",0
1998-06-15,166,1998,"Aphanothece bacilloidea",0
1998-06-15,166,1998,"Limnothrix",0
1998-06-15,166,1998,"Microcystis",0
1998-06-15,166,1998,"Peanut",0
1998-06-15,166,1998,"Lindavia",0
1998-06-15,166,1998,"other",0
1998-06-15,166,1998,"Cyclostephanos",0
1998-06-15,166,1998,"Naked Dinoflagellate",0
1998-06-15,166,1998,"Cryptomonad",0
1998-06-15,166,1998,"Cf. Komvophoron / Trichormus",0
1998-06-15,166,1998,"Cf. Planktolyngabia",0
1998-06-15,166,1998,"Cocconeis",0
1998-06-15,166,1998,"Rhoicosphenia",0
1998-06-15,166,1998,"Armored Dinoflagellate",0
1998-06-15,166,1998,"Sellaphora",0
1998-06-15,166,1998,"Diatoma mesodon",0
1998-06-15,166,1998,"Navicula",0
1998-06-15,166,1998,"Dinobryon",0
1998-06-15,166,1998,"Elakatothrix",0
1998-06-15,166,1998,"Nostoc",0
1998-06-15,166,1998,"NA",0
1998-06-15,166,1998,"Cyanobacteria",3490.7828
1998-06-15,166,1998,"Fragilaria",0
1998-06-15,166,1998,"Asterionella",0
1998-06-15,166,1998,"Merismopedia",0
1998-06-15,166,1998,"Cf. Cavinula",0
1998-06-15,166,1998,"Diploneis",0
1998-06-15,166,1998,"Encyonema",0
1998-06-15,166,1998,"Asterocapsa",0
1998-06-15,166,1998,"Planothidium",0
1998-06-15,166,1998,"Hippodonta",0
1998-06-15,166,1998,"Cf. Coelosphaerium",0
1998-06-15,166,1998,"Tetraedron victoriae",0
1998-06-15,166,1998,"Placoneis",0
1998-06-15,166,1998,"Epithemia",0
1998-06-15,166,1998,"Euglena",0
1998-06-15,166,1998,"Flagellated Green",0
1998-06-15,166,1998,"Tabellaria",0
1998-06-15,166,1998,"Aulacoseira",0
1998-06-15,166,1998,"Stephanodiscus",0
1998-06-15,166,1998,"Pseudostaurosira",0
1998-06-15,166,1998,"Stauroforma",0
1998-06-15,166,1998,"Achnanthidium",0
1998-06-15,166,1998,"Segmented Green",0
1998-06-15,166,1998,"Gomphoneis",0
1998-06-15,166,1998,"Mallomonas",0
1998-06-15,166,1998,"Gloeocapsa",0
1998-06-15,166,1998,"Synura",0
1998-06-15,166,1998,"Nitzschia",0
1998-06-15,166,1998,"Cyclotella",0
1998-06-15,166,1998,"Discostella",0
1998-06-15,166,1998,"Anabaena",0
1998-06-15,166,1998,"Chroococcus",0
1998-06-15,166,1998,"Planktolyngabia",0
1998-06-15,166,1998,"Staurosira",0
1998-06-15,166,1998,"Chroococcus cf. kidneys",0
1998-06-15,166,1998,"Cosmarium",0
1998-06-15,166,1998,"Planktothrix",0
1998-06-15,166,1998,"Small Chroococcus",0
1998-06-15,166,1998,"Long thin rod",0
1998-06-15,166,1998,"Aphanothece bacilloidea",0
1998-06-15,166,1998,"Limnothrix",0
1998-06-15,166,1998,"Microcystis",0
1998-06-15,166,1998,"Peanut",0
1998-06-15,166,1998,"Lindavia",0
1998-06-15,166,1998,"other",0
1998-06-15,166,1998,"Cyclostephanos",0
1998-06-15,166,1998,"Naked Dinoflagellate",0
1998-06-15,166,1998,"Cryptomonad",0
1998-06-15,166,1998,"Cf. Komvophoron / Trichormus",0
1998-06-15,166,1998,"Cf. Planktolyngabia",0
1998-06-15,166,1998,"Cocconeis",0
1998-06-15,166,1998,"Rhoicosphenia",0
1998-06-15,166,1998,"Armored Dinoflagellate",0
1998-06-15,166,1998,"Sellaphora",0
1998-06-15,166,1998,"Diatoma mesodon",0
1998-06-15,166,1998,"Navicula",0
1998-06-15,166,1998,"Dinobryon",21715.827
1998-06-15,166,1998,"Elakatothrix",0
1998-06-15,166,1998,"Nostoc",0
1998-06-15,166,1998,"NA",0
1998-06-15,166,1998,"Cyanobacteria",0
1998-06-15,166,1998,"Fragilaria",0
1998-06-15,166,1998,"Asterionella",0
1998-06-15,166,1998,"Merismopedia",0
1998-06-15,166,1998,"Cf. Cavinula",0
1998-06-15,166,1998,"Diploneis",0
1998-06-15,166,1998,"Encyonema",0
1998-06-15,166,1998,"Asterocapsa",0
1998-06-15,166,1998,"Planothidium",0
1998-06-15,166,1998,"Hippodonta",0
1998-06-15,166,1998,"Cf. Coelosphaerium",0
1998-06-15,166,1998,"Tetraedron victoriae",0
1998-06-15,166,1998,"Placoneis",0
1998-06-15,166,1998,"Epithemia",0
1998-06-15,166,1998,"Euglena",0
1998-06-15,166,1998,"Flagellated Green",0
1998-06-15,166,1998,"Tabellaria",0
1998-06-15,166,1998,"Aulacoseira",0
1998-06-15,166,1998,"Stephanodiscus",0
1998-06-15,166,1998,"Pseudostaurosira",0
1998-06-15,166,1998,"Stauroforma",0
1998-06-15,166,1998,"Achnanthidium",0
1998-06-15,166,1998,"Segmented Green",0
1998-06-15,166,1998,"Gomphoneis",0
1998-06-15,166,1998,"Mallomonas",0
1998-06-15,166,1998,"Gloeocapsa",0
1998-06-15,166,1998,"Synura",0
1998-06-15,166,1998,"Nitzschia",0
1998-06-15,166,1998,"Cyclotella",0
1998-06-15,166,1998,"Discostella",0
1998-06-15,166,1998,"Anabaena",0
1998-06-15,166,1998,"Chroococcus",0
1998-06-15,166,1998,"Planktolyngabia",0
1998-06-15,166,1998,"Staurosira",0
1998-06-15,166,1998,"Chroococcus cf. kidneys",0
1998-06-15,166,1998,"Cosmarium",0
1998-06-15,166,1998,"Planktothrix",0
1998-06-15,166,1998,"Small Chroococcus",0
1998-06-15,166,1998,"Long thin rod",0
1998-06-15,166,1998,"Aphanothece bacilloidea",0
1998-06-15,166,1998,"Limnothrix",0
1998-06-15,166,1998,"Microcystis",0
1998-06-15,166,1998,"Peanut",0
1998-06-15,166,1998,"Lindavia",0
1998-06-15,166,1998,"other",0
1998-06-15,166,1998,"Cyclostephanos",0
1998-06-15,166,1998,"Naked Dinoflagellate",0
1998-06-15,166,1998,"Cryptomonad",0
1998-06-15,166,1998,"Cf. Komvophoron / Trichormus",0
1998-06-15,166,1998,"Cf. Planktolyngabia",0
1998-06-15,166,1998,"Cocconeis",0
1998-06-15,166,1998,"Rhoicosphenia",0
1998-06-15,166,1998,"Armored Dinoflagellate",0
1998-06-15,166,1998,"Sellaphora",0
1998-06-15,166,1998,"Diatoma mesodon",0
1998-06-15,166,1998,"Navicula",0
1998-06-15,166,1998,"Dinobryon",0
1998-06-15,166,1998,"Elakatothrix",0
1998-06-15,166,1998,"Nostoc",0
1998-06-15,166,1998,"NA",0
1998-06-15,166,1998,"Cyanobacteria",0
1998-06-15,166,1998,"Fragilaria",2178.085
1998-06-15,166,1998,"Asterionella",0
1998-06-15,166,1998,"Merismopedia",0
1998-06-15,166,1998,"Cf. Cavinula",0
1998-06-15,166,1998,"Diploneis",0
1998-06-15,166,1998,"Encyonema",0
1998-06-15,166,1998,"Asterocapsa",0
1998-06-15,166,1998,"Planothidium",0
1998-06-15,166,1998,"Hippodonta",0
1998-06-15,166,1998,"Cf. Coelosphaerium",0
1998-06-15,166,1998,"Tetraedron victoriae",0
1998-06-15,166,1998,"Placoneis",0
1998-06-15,166,1998,"Epithemia",0
1998-06-15,166,1998,"Euglena",0
1998-06-15,166,1998,"Flagellated Green",0
1998-06-15,166,1998,"Tabellaria",0
1998-06-15,166,1998,"Aulacoseira",0
1998-06-15,166,1998,"Stephanodiscus",0
1998-06-15,166,1998,"Pseudostaurosira",0
1998-06-15,166,1998,"Stauroforma",0
1998-06-15,166,1998,"Achnanthidium",0
1998-06-15,166,1998,"Segmented Green",0
1998-06-15,166,1998,"Gomphoneis",0
1998-06-15,166,1998,"Mallomonas",0
1998-06-15,166,1998,"Gloeocapsa",0
1998-06-15,166,1998,"Synura",0
1998-06-15,166,1998,"Nitzschia",0
1998-06-15,166,1998,"Cyclotella",0
1998-06-15,166,1998,"Discostella",0
1998-06-15,166,1998,"Anabaena",0
1998-06-15,166,1998,"Chroococcus",0
1998-06-15,166,1998,"Planktolyngabia",0
1998-06-15,166,1998,"Staurosira",0
1998-06-15,166,1998,"Chroococcus cf. kidneys",0
1998-06-15,166,1998,"Cosmarium",0
1998-06-15,166,1998,"Planktothrix",0
1998-06-15,166,1998,"Small Chroococcus",0
1998-06-15,166,1998,"Long thin rod",0
1998-06-15,166,1998,"Aphanothece bacilloidea",0
1998-06-15,166,1998,"Limnothrix",0
1998-06-15,166,1998,"Microcystis",0
1998-06-15,166,1998,"Peanut",0
1998-06-15,166,1998,"Lindavia",0
1998-06-15,166,1998,"other",0
1998-06-15,166,1998,"Cyclostephanos",0
1998-06-15,166,1998,"Naked Dinoflagellate",0
1998-06-15,166,1998,"Cryptomonad",0
1998-06-15,166,1998,"Cf. Komvophoron / Trichormus",0
1998-06-15,166,1998,"Cf. Planktolyngabia",0
1998-06-15,166,1998,"Cocconeis",0
1998-06-15,166,1998,"Rhoicosphenia",0
1998-06-15,166,1998,"Armored Dinoflagellate",0
1998-06-15,166,1998,"Sellaphora",0
1998-06-15,166,1998,"Diatoma mesodon",0
1998-06-15,166,1998,"Navicula",0
1998-06-15,166,1998,"Dinobryon",0
1998-06-15,166,1998,"Elakatothrix",0
1998-06-15,166,1998,"Nostoc",0
1998-06-15,166,1998,"NA",0
1998-06-15,166,1998,"Cyanobacteria",0
1998-06-15,166,1998,"Fragilaria",0
1998-06-15,166,1998,"Asterionella",0
1998-06-15,166,1998,"Merismopedia",12
1998-06-15,166,1998,"Cf. Cavinula",0
1998-06-15,166,1998,"Diploneis",0
1998-06-15,166,1998,"Encyonema",0
1998-06-15,166,1998,"Asterocapsa",0
1998-06-15,166,1998,"Planothidium",0
1998-06-15,166,1998,"Hippodonta",0
1998-06-15,166,1998,"Cf. Coelosphaerium",0
1998-06-15,166,1998,"Tetraedron victoriae",0
1998-06-15,166,1998,"Placoneis",0
1998-06-15,166,1998,"Epithemia",0
1998-06-15,166,1998,"Euglena",0
1998-06-15,166,1998,"Flagellated Green",0
1998-06-15,166,1998,"Tabellaria",0
1998-06-15,166,1998,"Aulacoseira",0
1998-06-15,166,1998,"Stephanodiscus",0
1998-06-15,166,1998,"Pseudostaurosira",0
1998-06-15,166,1998,"Stauroforma",0
1998-06-15,166,1998,"Achnanthidium",0
1998-06-15,166,1998,"Segmented Green",0
1998-06-15,166,1998,"Gomphoneis",0
1998-06-15,166,1998,"Mallomonas",0
1998-06-15,166,1998,"Gloeocapsa",0
1998-06-15,166,1998,"Synura",0
1998-06-15,166,1998,"Nitzschia",0
1998-06-15,166,1998,"Cyclotella",0
1998-06-15,166,1998,"Discostella",0
1998-06-15,166,1998,"Anabaena",0
1998-06-15,166,1998,"Chroococcus",0
1998-06-15,166,1998,"Planktolyngabia",0
1998-06-15,166,1998,"Staurosira",0
1998-06-15,166,1998,"Chroococcus cf. kidneys",0
1998-06-15,166,1998,"Cosmarium",0
1998-06-15,166,1998,"Planktothrix",0
1998-06-15,166,1998,"Small Chroococcus",0
1998-06-15,166,1998,"Long thin rod",0
1998-06-15,166,1998,"Aphanothece bacilloidea",0
1998-06-15,166,1998,"Limnothrix",0
1998-06-15,166,1998,"Microcystis",0
1998-06-15,166,1998,"Peanut",0
1998-06-15,166,1998,"Lindavia",0
1998-06-15,166,1998,"other",0
1998-06-15,166,1998,"Cyclostephanos",0
1998-06-15,166,1998,"Naked Dinoflagellate",0
1998-06-15,166,1998,"Cryptomonad",0
1998-06-15,166,1998,"Cf. Komvophoron / Trichormus",0
1998-06-15,166,1998,"Cf. Planktolyngabia",0
1998-06-15,166,1998,"Cocconeis",0
1998-06-15,166,1998,"Rhoicosphenia",0
1998-06-15,166,1998,"Armored Dinoflagellate",0
1998-06-15,166,1998,"Sellaphora",0
1998-06-15,166,1998,"Diatoma mesodon",0
1998-06-15,166,1998,"Navicula",0
1998-06-15,166,1998,"Dinobryon",0
1998-06-15,166,1998,"Elakatothrix",7.792827
1998-06-15,166,1998,"Nostoc",0
1998-06-15,166,1998,"NA",0
1998-06-15,166,1998,"Cyanobacteria",0
1998-06-15,166,1998,"Fragilaria",0
1998-06-15,166,1998,"Asterionella",0
1998-06-15,166,1998,"Merismopedia",0
1998-06-15,166,1998,"Cf. Cavinula",0
1998-06-15,166,1998,"Diploneis",0
1998-06-15,166,1998,"Encyonema",0
1998-06-15,166,1998,"Asterocapsa",0
1998-06-15,166,1998,"Planothidium",0
1998-06-15,166,1998,"Hippodonta",0
1998-06-15,166,1998,"Cf. Coelosphaerium",0
1998-06-15,166,1998,"Tetraedron victoriae",0
1998-06-15,166,1998,"Placoneis",0
1998-06-15,166,1998,"Epithemia",0
1998-06-15,166,1998,"Euglena",0
1998-06-15,166,1998,"Flagellated Green",0
1998-06-15,166,1998,"Tabellaria",0
1998-06-15,166,1998,"Aulacoseira",0
1998-06-15,166,1998,"Stephanodiscus",0
1998-06-15,166,1998,"Pseudostaurosira",0
1998-06-15,166,1998,"Stauroforma",0
1998-06-15,166,1998,"Achnanthidium",0
1998-06-15,166,1998,"Segmented Green",0
1998-06-15,166,1998,"Gomphoneis",0
1998-06-15,166,1998,"Mallomonas",0
1998-06-15,166,1998,"Gloeocapsa",0
1998-06-15,166,1998,"Synura",0
1998-06-15,166,1998,"Nitzschia",0
1998-06-15,166,1998,"Cyclotella",0
1998-06-15,166,1998,"Discostella",0
1998-06-15,166,1998,"Anabaena",0
1998-06-15,166,1998,"Chroococcus",0
1998-06-15,166,1998,"Planktolyngabia",0
1998-06-15,166,1998,"Staurosira",0
1998-06-15,166,1998,"Chroococcus cf. kidneys",0
1998-06-15,166,1998,"Cosmarium",0
1998-06-15,166,1998,"Planktothrix",0
1998-06-15,166,1998,"Small Chroococcus",0
1998-06-15,166,1998,"Long thin rod",0
1998-06-15,166,1998,"Aphanothece bacilloidea",0
1997-07-14,195,1997,"Limnothrix",0
1997-07-14,195,1997,"Microcystis",0
1997-07-14,195,1997,"Peanut",0
1997-07-14,195,1997,"Lindavia",0
1997-07-14,195,1997,"other",0
1997-07-14,195,1997,"Cyclostephanos",0
1997-07-14,195,1997,"Naked Dinoflagellate",0
1997-07-14,195,1997,"Cryptomonad",0
1997-07-14,195,1997,"Cf. Komvophoron / Trichormus",0
1997-07-14,195,1997,"Cf. Planktolyngabia",0
1997-07-14,195,1997,"Cocconeis",0
1997-07-14,195,1997,"Rhoicosphenia",0
1997-07-14,195,1997,"Armored Dinoflagellate",0
1997-07-14,195,1997,"Sellaphora",0
1997-07-14,195,1997,"Diatoma mesodon",0
1997-07-14,195,1997,"Navicula",0
1997-07-14,195,1997,"Dinobryon",0
1997-07-14,195,1997,"Elakatothrix",93.513924
1997-07-14,195,1997,"Nostoc",0
1997-07-14,195,1997,"NA",0
1997-07-14,195,1997,"Cyanobacteria",0
1997-07-14,195,1997,"Fragilaria",0
1997-07-14,195,1997,"Asterionella",0
1997-07-14,195,1997,"Merismopedia",0
1997-07-14,195,1997,"Cf. Cavinula",0
1997-07-14,195,1997,"Diploneis",0
1997-07-14,195,1997,"Encyonema",0
1997-07-14,195,1997,"Asterocapsa",0
1997-07-14,195,1997,"Planothidium",0
1997-07-14,195,1997,"Hippodonta",0
1997-07-14,195,1997,"Cf. Coelosphaerium",0
1997-07-14,195,1997,"Tetraedron victoriae",0
1997-07-14,195,1997,"Placoneis",0
1997-07-14,195,1997,"Epithemia",0
1997-07-14,195,1997,"Euglena",0
1997-07-14,195,1997,"Flagellated Green",0
1997-07-14,195,1997,"Tabellaria",0
1997-07-14,195,1997,"Aulacoseira",0
1997-07-14,195,1997,"Stephanodiscus",0
1997-07-14,195,1997,"Pseudostaurosira",0
1997-07-14,195,1997,"Stauroforma",0
1997-07-14,195,1997,"Achnanthidium",0
1997-07-14,195,1997,"Segmented Green",0
1997-07-14,195,1997,"Gomphoneis",0
1997-07-14,195,1997,"Mallomonas",0
1997-07-14,195,1997,"Gloeocapsa",0
1997-07-14,195,1997,"Synura",0
1997-07-14,195,1997,"Nitzschia",0
1997-07-14,195,1997,"Cyclotella",0
1997-07-14,195,1997,"Discostella",0
1997-07-14,195,1997,"Anabaena",0
1997-07-14,195,1997,"Chroococcus",0
1997-07-14,195,1997,"Planktolyngabia",0
1997-07-14,195,1997,"Staurosira",0
1997-07-14,195,1997,"Chroococcus cf. kidneys",0
1997-07-14,195,1997,"Cosmarium",0
1997-07-14,195,1997,"Planktothrix",0
1997-07-14,195,1997,"Small Chroococcus",0
1997-07-14,195,1997,"Long thin rod",0
1997-07-14,195,1997,"Aphanothece bacilloidea",0
1997-07-14,195,1997,"Limnothrix",0
1997-07-14,195,1997,"Microcystis",0
1997-07-14,195,1997,"Peanut",0
1997-07-14,195,1997,"Lindavia",0
1997-07-14,195,1997,"other",0
1997-07-14,195,1997,"Cyclostephanos",0
1997-07-14,195,1997,"Naked Dinoflagellate",0
1997-07-14,195,1997,"Cryptomonad",0
1997-07-14,195,1997,"Cf. Komvophoron / Trichormus",0
1997-07-14,195,1997,"Cf. Planktolyngabia",17907.07813
1997-07-14,195,1997,"Cocconeis",0
1997-07-14,195,1997,"Rhoicosphenia",0
1997-07-14,195,1997,"Armored Dinoflagellate",0
1997-07-14,195,1997,"Sellaphora",0
1997-07-14,195,1997,"Diatoma mesodon",0
1997-07-14,195,1997,"Navicula",0
1997-07-14,195,1997,"Dinobryon",0
1997-07-14,195,1997,"Elakatothrix",0
1997-07-14,195,1997,"Nostoc",0
1997-07-14,195,1997,"NA",0
1997-07-14,195,1997,"Cyanobacteria",0
1997-07-14,195,1997,"Fragilaria",0
1997-07-14,195,1997,"Asterionella",0
1997-07-14,195,1997,"Merismopedia",0
1997-07-14,195,1997,"Cf. Cavinula",0
1997-07-14,195,1997,"Diploneis",0
1997-07-14,195,1997,"Encyonema",0
1997-07-14,195,1997,"Asterocapsa",0
1997-07-14,195,1997,"Planothidium",0
1997-07-14,195,1997,"Hippodonta",0
1997-07-14,195,1997,"Cf. Coelosphaerium",0
1997-07-14,195,1997,"Tetraedron victoriae",0
1997-07-14,195,1997,"Placoneis",0
1997-07-14,195,1997,"Epithemia",0
1997-07-14,195,1997,"Euglena",0
1997-07-14,195,1997,"Flagellated Green",0
1997-07-14,195,1997,"Tabellaria",0
1997-07-14,195,1997,"Aulacoseira",0
1997-07-14,195,1997,"Stephanodiscus",0
1997-07-14,195,1997,"Pseudostaurosira",0
1997-07-14,195,1997,"Stauroforma",0
1997-07-14,195,1997,"Achnanthidium",0
1997-07-14,195,1997,"Segmented Green",0
1997-07-14,195,1997,"Gomphoneis",0
1997-07-14,195,1997,"Mallomonas",0
1997-07-14,195,1997,"Gloeocapsa",0
1997-07-14,195,1997,"Synura",0
1997-07-14,195,1997,"Nitzschia",0
1997-07-14,195,1997,"Cyclotella",0
1997-07-14,195,1997,"Discostella",0
1997-07-14,195,1997,"Anabaena",0
1997-07-14,195,1997,"Chroococcus",0
1997-07-14,195,1997,"Planktolyngabia",0
1997-07-14,195,1997,"Staurosira",0
1997-07-14,195,1997,"Chroococcus cf. kidneys",0
1997-07-14,195,1997,"Cosmarium",0
1997-07-14,195,1997,"Planktothrix",0
1997-07-14,195,1997,"Small Chroococcus",0
1997-07-14,195,1997,"Long thin rod",0
1997-07-14,195,1997,"Aphanothece bacilloidea",0
1997-07-14,195,1997,"Limnothrix",0
1997-07-14,195,1997,"Microcystis",0
1997-07-14,195,1997,"Peanut",0
1997-07-14,195,1997,"Lindavia",0
1997-07-14,195,1997,"other",0
1997-07-14,195,1997,"Cyclostephanos",0
1997-07-14,195,1997,"Naked Dinoflagellate",0
1997-07-14,195,1997,"Cryptomonad",0
1997-07-14,195,1997,"Cf. Komvophoron / Trichormus",0
1997-07-14,195,1997,"Cf. Planktolyngabia",0
1997-07-14,195,1997,"Cocconeis",0
1997-07-14,195,1997,"Rhoicosphenia",0
1997-07-14,195,1997,"Armored Dinoflagellate",0
1997-07-14,195,1997,"Sellaphora",240
1997-07-14,195,1997,"Diatoma mesodon",0
1997-07-14,195,1997,"Navicula",0
1997-07-14,195,1997,"Dinobryon",0
1997-07-14,195,1997,"Elakatothrix",0
1997-07-14,195,1997,"Nostoc",0
1997-07-14,195,1997,"NA",0
1997-07-14,195,1997,"Cyanobacteria",0
1997-07-14,195,1997,"Fragilaria",0
1997-07-14,195,1997,"Asterionella",0
1997-07-14,195,1997,"Merismopedia",0
1997-07-14,195,1997,"Cf. Cavinula",0
1997-07-14,195,1997,"Diploneis",0
1997-07-14,195,1997,"Encyonema",0
1997-07-14,195,1997,"Asterocapsa",0
1997-07-14,195,1997,"Planothidium",0
1997-07-14,195,1997,"Hippodonta",0
1997-07-14,195,1997,"Cf. Coelosphaerium",0
1997-07-14,195,1997,"Tetraedron victoriae",0
1997-07-14,195,1997,"Placoneis",0
1997-07-14,195,1997,"Epithemia",0
1997-07-14,195,1997,"Euglena",0
1997-07-14,195,1997,"Flagellated Green",0
