"sampledate.x","wtemp","o2","o2sat","cond","frlight","chlor.int","phaeo","ph","phair","alk","dic","tic","doc","toc","no3no2","no2","nh4","totnf","totnuf","totpf","totpuf","drsif","brsif","brsiuf","tpm","cl","so4","ca","mg","na","k","fe","mn","chlDate","chlor.surf","datePlus1","dateMinus1","year4","daynum","avsnow","totice","whiteice","blueice","sampledate","Genus.x","CellBioVol.x","bv.datePlus1","bv.dateMinus1","Genus.y","CellBioVol.y"
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Pseudostaurosira",0
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Stauroforma",0
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Stephanodiscus",463.3611975
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Tabellaria",431.1835917
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Achnanthidium",0
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Segmented Green",1334.9344
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Gomphoneis",0
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Gloeocapsa",0
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Mallomonas",504
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Cyclotella",0
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Nitzschia",51.1875
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Synura",0
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Discostella",10523.10821
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Anabaena",1500
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Chroococcus",1320
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Planktolyngabia",0
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Staurosira",0
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Chroococcus cf. kidneys",0
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Cosmarium",0
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Planktothrix",0
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Small Chroococcus",0
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Long thin rod",0
2002-06-19,13.08,10.46,105.12,NA,0.24,3.11,1.61,7.61,7.97,NA,8.28,8.34,3.38,3.42,4.1,NA,21.45,277.79,404.87,6.57,12.93,2659.39,2452.65,2617.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-19,1.1,2002-06-20,2002-06-18,NA,NA,NA,NA,NA,NA,2002-06-19,"TotalBiovolume",114042.3605,2002-06-20,2002-06-18,"Aphanothece bacilloidea",0
2002-07-03,15.85,10.21,108.1,NA,0.23,2.32,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-03,0.6,2002-07-04,2002-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Cf. Komvophoron / Trichormus",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Cryptomonad",11323.6532
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Cyclostephanos",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Limnothrix",101.569878
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Lindavia",1357.1680265
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Microcystis",208.3262101
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Naked Dinoflagellate",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Peanut",424.9255
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"TotalBiovolume",72801.22226
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,NA,1545.356039
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Armored Dinoflagellate",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Cf. Planktolyngabia",628.3185308
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Cocconeis",38313.17541
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Rhoicosphenia",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Diatoma mesodon",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Dinobryon",4136.348
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Elakatothrix",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Navicula",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Sellaphora",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Asterionella",1091.1735
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Asterocapsa",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Cyanobacteria",4363.4785
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Fragilaria",3422.705
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Nostoc",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Cf. Cavinula",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Merismopedia",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Diploneis",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Encyonema",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Planothidium",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Cf. Coelosphaerium",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Hippodonta",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Epithemia",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Euglena",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Placoneis",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Tetraedron victoriae",0
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Flagellated Green",523.61742
2002-07-17,16.9,9.89,107.66,NA,0.23,2.18,3.07,7.57,8.03,NA,8.63,8.76,3.37,3.37,11.15,NA,27.89,258.15,316.7,7.99,12.74,2700.71,2589.46,2717.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,2002-07-17,1.2,2002-07-18,2002-07-16,NA,NA,NA,NA,NA,NA,2002-07-17,"TotalBiovolume",72801.22226,2002-07-18,2002-07-16,"Aulacoseira",0
