"sampledate","division","genus","taxa_name","lakeid","year4","relative_total_biovolume","cells_per_nu","nu_per_ml","cells_per_ml","biovolume_conc","biomass_conc"
2011-05-03,"Cyanophyta","Synechococcus","Synechococcus elongatus",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Synechocystis","Synechocystis ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Haptophyta","Chrysochromulina","Chrysochromulina parva","SP",2011,8.249176,1,1363.1543,1363.1543,41226.0109,0.04122601
2011-05-03,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2","SP",2011,1.462456,1,18.1754,18.1754,7308.7588,0.00730876
2011-05-03,"Total","Total","Total","SP",2011,100.000006,78.5,4092.7546,4318.801,499759.1397,0.49975916
2011-05-03,"Bacillariophyta","Achnanthidium","Achnanthidium minutissima",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Asterionella","Asterionella formosa",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Fragilaria","Fragilaria tenera",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Nitzschia","Nitzschia gracilis","SP",2011,0.28278,1,9.0877,9.0877,1413.2166,0.00141322
2011-05-03,"Bacillariophyta","Synedra","Synedra ulna","SP",2011,8.728393,1,9.0877,9.0877,43620.9366,0.04362094
2011-05-03,"Bacillariophyta","Tabellaria","Tabellaria flocculosa",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Mucidosphaerium","Mucidosphaerium pulchellum","SP",2011,0.012514,4,9.0877,36.3508,62.5352,6.25e-05
2011-05-03,"Chlorophyta","Nannochloris","Nannochloris atomus",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Pyramichlamys","Pyramichlamys dissecta",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Schroederia","Schroederia judayi","SP",2011,0.205657,1,36.3508,36.3508,1027.7929,0.00102779
2011-05-03,"Chlorophyta","Tetraedron","Tetraedron regulare",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Chrysolykos","Chrysolykos skujai","SP",2011,0.148532,1,118.14,118.14,742.2975,0.0007423
2011-05-03,"Chrysophyta","Dinobryon","Dinobryon ","SP",2011,6.934785,1,72.7016,72.7016,34657.2195,0.03465722
2011-05-03,"Chrysophyta","Dinobryon","Dinobryon cylindricum","SP",2011,0.238031,1,9.0877,9.0877,1189.5766,0.00118958
2011-05-03,"Chrysophyta","Dinobryon","Dinobryon cyst","SP",2011,1.590878,1,9.0877,9.0877,7950.5582,0.00795056
2011-05-03,"Chrysophyta","Dinobryon","Dinobryon divergens",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Dinobryon","Dinobryon sociale","SP",2011,0.029428,2,0.5486,1.0972,147.0685,0.00014707
2011-05-03,"Chrysophyta","Mallomonas","Mallomonas ","SP",2011,1.706198,1,18.1754,18.1754,8526.8844,0.00852688
2011-05-03,"Chrysophyta","Ochromonas","Ochromonas ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Synura","Synura ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cryptophyta","Cryptomonas","Cryptomonas pyrenoidifera",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Jaaginema","Jaaginema angustissimum",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Euglenophyta","Lepocinclis","Lepocinclis ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Pyrrhophyta","","Pyrrhophyta",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Pyrrhophyta","Peridinium","Peridinium ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Fragilaria","Fragilaria delicatissima",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Quadrigula","Quadrigula lacustris",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Epipyxis","Epipyxis epiphyticus",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Uroglena","Uroglena ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Pyrrhophyta","Gymnodinium","Gymnodinium helveticum",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Pyrrhophyta","Peridinium","Peridinium umbonatum",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Cyclotella","Cyclotella ocellata",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Cyclotella","Cyclotella pseudostelligera",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Cyclotella","Cyclotella sp. 1","SP",2011,0.611439,1,45.4385,45.4385,3055.7239,0.00305572
2011-05-03,"Bacillariophyta","Epithemia","Epithemia turgida",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Gonium","Gonium ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Chrysosphaerella","Chrysosphaerella ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cryptophyta","Cryptomonas","Cryptomonas rostratiformis",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Aphanocapsa","Aphanocapsa holsatica",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Cyanonephron","Cyanonephron styloides",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Pseudanabaena","Pseudanabaena galeata",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Spirulina","Spirulina ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Pyrrhophyta","Peridinium","Peridinium cinctum",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Cyclotella","Cyclotella hakanssoniae","SP",2011,0.487009,1,36.3508,36.3508,2433.8738,0.00243387
2011-05-03,"Bacillariophyta","Nitzschia","Nitzschia palea",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Sphaerocystis","Sphaerocystis schroeteri",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Dinobryon","Dinobryon bavaricum",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Euglenophyta","Trachelomonas","Trachelomonas volvocina",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Cyclostephanos","Cyclostephanos damasii","SP",2011,9.871579,1,9.0877,9.0877,49334.117,0.04933412
2011-05-03,"Chrysophyta","Chrysococcus","Chrysococcus minutus",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Mallomonas","Mallomonas caudata",NA,NA,0,NA,NA,0,0,0
2011-05-03,"","Rhodospirillum","Rhodospirillum rubrum",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Planktothrix","Planktothrix agardhii","SP",2011,0.827659,37.5,2.1944,82.2891,4136.3019,0.0041363
2011-05-03,"Bacillariophyta","Ulnaria","Ulnaria ulna","SP",2011,2.135719,1,0.5486,0.5486,10673.4464,0.01067345
2011-05-03,"Chrysophyta","Polygoniochloris","Polygoniochloris circularis","SP",2011,0.567161,1,9.0877,9.0877,2834.443,0.00283444
2011-05-03,"Cyanophyta","Chroococcus","Chroococcus limneticus","SP",2011,0.411316,4,9.0877,36.3508,2055.5885,0.00205559
2011-05-03,"Miscellaneous","","Miscellaneous","SP",2011,3.707554,1,272.6309,272.6309,18528.838,0.01852884
2011-05-03,"Bacillariophyta","Fragilaria","Fragilaria crotonensis",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Navicula","Navicula ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Kephyrion","Kephyrion petasatum",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Aphanocapsa","Aphanocapsa parasitica",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Pyrrhophyta","Peridinium","Peridinium bipes",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Monoraphidium","Monoraphidium capricornutum",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cryptophyta","Chroomonas","Chroomonas ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Cosmarium","Cosmarium ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Crucigenia","Crucigenia rectangularis",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Aphanocapsa","Aphanocapsa elachista",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Dolichospermum","Dolichospermum circinale",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Cyclostephanos","Cyclostephanos tholiformis",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Cyclotella","Cyclotella atomus",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Cymatopleura","Cymatopleura solea",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Lindavia","Lindavia intermedia",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Nitzschia","Nitzschia ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Scenedesmus","Scenedesmus serratus",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Mallomonas","Mallomonas akrokomas",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","","Chrysocapsaceae",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Cyanogranis","Cyanogranis ferruginea",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Euglenophyta","Euglena","Euglena ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Stephanodiscus","Stephanodiscus parvus",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Selenastrum","Selenastrum minutum",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Chroococcus","Chroococcus minutus",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Rhabdoderma","Rhabdoderma lineare",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Oocystis","Oocystis pusilla",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Snowella","Snowella litoralis",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","","Chlorophyta",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Paulschulzia","Paulschulzia tenera",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Staurastrum","Staurastrum dejectum",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Arthrospira","Arthrospira ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Euglenophyta","Trachelomonas","Trachelomonas ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Cymbella","Cymbella ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Fragilaria","Fragilaria capucina",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Cosmarium","Cosmarium tenue",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Tetraedron","Tetraedron muticum",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Bitrichia","Bitrichia chodatii",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Closterium","Closterium ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Nitzschia","Nitzschia linearis",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Surirella","Surirella visurgis",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Chlorogonium","Chlorogonium ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Hegewaldia","Hegewaldia parvula",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Chrysolykos","Chrysolykos planctonicus",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Cyclotella","Cyclotella meneghiniana",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Stephanodiscus","Stephanodiscus alpinus",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Closterium","Closterium moniliferum",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Lobomonas","Lobomonas ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Selenastrum","Selenastrum ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Treubaria","Treubaria setigera",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Microcystis","Microcystis aeruginosa",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Pyrrhophyta","Ceratium","Ceratium hirundinella",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Cyclotella","Cyclotella distinguenda",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Stichogloea","Stichogloea olivacea",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Synechococcus","Synechococcus ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Quadrigula","Quadrigula chodatti",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Kephyrion","Kephyrion spirale",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Pseudanabaena","Pseudanabaena ",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Scenedesmus","Scenedesmus acutus",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chlorophyta","Lagerheimia","Lagerheimia genevensis",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Bitrichia","Bitrichia phaseolus",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Kephyrion","Kephyrion gracile",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Bacillariophyta","Lindavia","Lindavia michiganiana",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Planktolyngbya","Planktolyngbya limnetica",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Dinobryon","Dinobryon borgei",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Chrysophyta","Kephyrion","Kephyrion boreale",NA,NA,0,NA,NA,0,0,0
2011-05-03,"Cyanophyta","Gloeotrichia","Gloeotrichia echinulata",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Fragilaria","Fragilaria filiformis","SP",2011,10.12631,1,354.4201,354.4201,89420.1938,0.08942019
2011-06-03,"Bacillariophyta","Urosolenia","Urosolenia longiseta",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","","Chlorococcaceae",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","Chlamydomonas","Chlamydomonas ","SP",2011,1.766049,1,27.2631,27.2631,15595.0628,0.01559506
2011-06-03,"Chlorophyta","Monomastix","Monomastix astigmata",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","Monomastix","Monomastix minuta","SP",2011,0.004311,1,9.0877,9.0877,38.0665,3.81e-05
2011-06-03,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","Oocystis","Oocystis parva",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","Scenedesmus","Scenedesmus bijuga",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","Tetraedron","Tetraedron minimum",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chrysophyta","","Chrysophyceae","SP",2011,0.043068,1,81.7893,81.7893,380.3119,0.00038031
2011-06-03,"Chrysophyta","","Chrysophyceae","SP",2011,0.535792,1,45.4385,45.4385,4731.2995,0.0047313
2011-06-03,"Chrysophyta","Kephyrion","Kephyrion planctonicum",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cryptophyta","Cryptomonas","Cryptomonas erosa","SP",2011,52.401448,1,463.4725,463.4725,462730.0153,0.46273002
2011-06-03,"Cryptophyta","Cryptomonas","Cryptomonas lucens",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cryptophyta","Rhodomonas","Rhodomonas minuta","SP",2011,1.379456,1,363.5078,363.5078,12181.2556,0.01218126
2011-06-03,"Cryptophyta","Rhodomonas","Rhodomonas minuta","SP",2011,0.29098,1,27.2631,27.2631,2569.4858,0.00256949
2011-06-03,"Cyanophyta","Aphanizomenon","Aphanizomenon flos-aquae",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Aphanocapsa","Aphanocapsa delicatissima","SP",2011,0.019399,36,9.0877,327.157,171.2994,0.0001713
2011-06-03,"Cyanophyta","Aphanothece","Aphanothece nidulans",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Chroococcus","Chroococcus minimus",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Dactylococcopsis","Dactylococcopsis irregularis",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Merismopedia","Merismopedia warmingiana","SP",2011,0.001617,12,9.0877,109.0523,14.275,1.43e-05
2011-06-03,"Cyanophyta","Pseudanabaena","Pseudanabaena acicularis",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Pseudanabaena","Pseudanabaena limnetica",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Synechococcus","Synechococcus elongatus",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Synechocystis","Synechocystis ","SP",2011,0.001819,1,9.0877,9.0877,16.0589,1.61e-05
2011-06-03,"Haptophyta","Chrysochromulina","Chrysochromulina parva","SP",2011,2.334302,1,681.5771,681.5771,20613.0055,0.02061301
2011-06-03,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2","SP",2011,0.517296,1,27.2631,27.2631,4567.9736,0.00456797
2011-06-03,"Total","Total","Total","SP",2011,100.000009,147.1774,2547.7404,3592.8882,883048.1494,0.88304819
2011-06-03,"Bacillariophyta","Achnanthidium","Achnanthidium minutissima",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Asterionella","Asterionella formosa","SP",2011,1.111458,1,27.2631,27.2631,9814.7107,0.00981471
2011-06-03,"Bacillariophyta","Fragilaria","Fragilaria tenera",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Nitzschia","Nitzschia gracilis",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Synedra","Synedra ulna",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Tabellaria","Tabellaria flocculosa","SP",2011,0.480968,1,0.5309,0.5309,4247.18,0.00424718
2011-06-03,"Chlorophyta","Mucidosphaerium","Mucidosphaerium pulchellum",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","Nannochloris","Nannochloris atomus",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","Pyramichlamys","Pyramichlamys dissecta",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","Schroederia","Schroederia judayi","SP",2011,0.017244,1,9.0877,9.0877,152.2661,0.00015227
2011-06-03,"Chlorophyta","Tetraedron","Tetraedron regulare",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chrysophyta","Chrysolykos","Chrysolykos skujai",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chrysophyta","Dinobryon","Dinobryon ","SP",2011,1.123682,1,72.7016,72.7016,9922.6508,0.00992265
2011-06-03,"Chrysophyta","Dinobryon","Dinobryon cylindricum",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chrysophyta","Dinobryon","Dinobryon cyst",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chrysophyta","Dinobryon","Dinobryon divergens",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chrysophyta","Dinobryon","Dinobryon sociale","SP",2011,0.043108,1,9.0877,9.0877,380.6645,0.00038066
2011-06-03,"Chrysophyta","Mallomonas","Mallomonas ","SP",2011,3.764766,1,36.3508,36.3508,33244.6972,0.0332447
2011-06-03,"Chrysophyta","Ochromonas","Ochromonas ",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chrysophyta","Synura","Synura ",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cryptophyta","Cryptomonas","Cryptomonas pyrenoidifera",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Jaaginema","Jaaginema angustissimum",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Euglenophyta","Lepocinclis","Lepocinclis ",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Pyrrhophyta","","Pyrrhophyta",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Pyrrhophyta","Peridinium","Peridinium ","SP",2011,0.206919,1,9.0877,9.0877,1827.1893,0.00182719
2011-06-03,"Bacillariophyta","Fragilaria","Fragilaria delicatissima","SP",2011,0.205826,1,9.0877,9.0877,1817.539,0.00181754
2011-06-03,"Chlorophyta","Quadrigula","Quadrigula lacustris",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chrysophyta","Epipyxis","Epipyxis epiphyticus",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chrysophyta","Uroglena","Uroglena ",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Pyrrhophyta","Gymnodinium","Gymnodinium helveticum",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Pyrrhophyta","Peridinium","Peridinium umbonatum",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Cyclotella","Cyclotella ocellata",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Cyclotella","Cyclotella pseudostelligera",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Cyclotella","Cyclotella sp. 1",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Epithemia","Epithemia turgida",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","Gonium","Gonium ",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chrysophyta","Chrysosphaerella","Chrysosphaerella ",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cryptophyta","Cryptomonas","Cryptomonas rostratiformis",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Aphanocapsa","Aphanocapsa holsatica",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Cyanonephron","Cyanonephron styloides",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Pseudanabaena","Pseudanabaena galeata",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Spirulina","Spirulina ",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Pyrrhophyta","Peridinium","Peridinium cinctum",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Cyclotella","Cyclotella hakanssoniae","SP",2011,0.206717,1,27.2631,27.2631,1825.4053,0.00182541
2011-06-03,"Bacillariophyta","Nitzschia","Nitzschia palea",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","Sphaerocystis","Sphaerocystis schroeteri",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chrysophyta","Dinobryon","Dinobryon bavaricum","SP",2011,0.603512,1,63.6139,63.6139,5329.3025,0.0053293
2011-06-03,"Chrysophyta","Dinobryon","Dinobryon bavaricum","SP",2011,1.207025,2.5,63.6139,159.0347,10658.605,0.01065861
2011-06-03,"Euglenophyta","Trachelomonas","Trachelomonas volvocina",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Cyclostephanos","Cyclostephanos damasii","SP",2011,5.586798,1,9.0877,9.0877,49334.117,0.04933412
2011-06-03,"Chrysophyta","Chrysococcus","Chrysococcus minutus",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chrysophyta","Mallomonas","Mallomonas caudata",NA,NA,0,NA,NA,0,0,0
2011-06-03,"","Rhodospirillum","Rhodospirillum rubrum",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Planktothrix","Planktothrix agardhii","SP",2011,1.810537,35,9.0877,318.0693,15987.9084,0.01598791
2011-06-03,"Bacillariophyta","Ulnaria","Ulnaria ulna","SP",2011,7.249152,1,1.5927,1.5927,64013.4962,0.0640135
2011-06-03,"Chrysophyta","Polygoniochloris","Polygoniochloris circularis",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Chroococcus","Chroococcus limneticus",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Miscellaneous","","Miscellaneous",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Fragilaria","Fragilaria crotonensis","SP",2011,1.169156,9.6774,0.5309,5.1377,10324.2095,0.01032421
2011-06-03,"Bacillariophyta","Navicula","Navicula ","SP",2011,0.349175,1,9.0877,9.0877,3083.3823,0.00308338
2011-06-03,"Chrysophyta","Kephyrion","Kephyrion petasatum","SP",2011,0.135791,1,63.6139,63.6139,1199.0959,0.0011991
2011-06-03,"Cyanophyta","Aphanocapsa","Aphanocapsa parasitica","SP",2011,0.013472,25,9.0877,227.1924,118.9579,0.00011896
2011-06-03,"Pyrrhophyta","Peridinium","Peridinium bipes","SP",2011,3.15901,1,0.5309,0.5309,27895.5758,0.02789558
2011-06-03,"Pyrrhophyta","Peridinium","Peridinium inconspicuum","SP",2011,2.133846,1,9.0877,9.0877,18842.8924,0.01884289
2011-06-03,"Chlorophyta","Monoraphidium","Monoraphidium capricornutum",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cryptophyta","Chroomonas","Chroomonas ",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","Cosmarium","Cosmarium ",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","Crucigenia","Crucigenia rectangularis",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Aphanocapsa","Aphanocapsa elachista",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Cyanophyta","Dolichospermum","Dolichospermum circinale",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Cyclostephanos","Cyclostephanos tholiformis",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Cyclotella","Cyclotella atomus",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Cymatopleura","Cymatopleura solea",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Lindavia","Lindavia intermedia",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Bacillariophyta","Nitzschia","Nitzschia ",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chlorophyta","Scenedesmus","Scenedesmus serratus",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chrysophyta","Mallomonas","Mallomonas akrokomas",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",NA,NA,0,NA,NA,0,0,0
2011-06-03,"Chrysophyta","","Chrysocapsaceae",NA,NA,0,NA,NA,0,0,0
