lakeid,year4,sampledate,division,taxa_name,relative_total_biovolume,genus,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc
TB,2012,6/26/12,Chrysophyta,Mallomonas ,5.848067,Mallomonas,1,47.0513,47.0513,34490.4206,0.03449042
TB,2012,6/26/12,Cryptophyta,Cryptomonas erosa,50.326797,Cryptomonas,1,305.8336,305.8336,296814.7088,0.29681471
TB,2012,6/26/12,Euglenophyta,Euglena ,19.228448,Euglena,1,329.3592,329.3592,113404.5155,0.11340452
TB,2012,6/26/12,Haptophyta,Chrysochromulina parva,0.120638,Chrysochromulina,1,23.5257,23.5257,711.4889,0.00071149
TB,2012,6/26/12,Total,Total,100,Total,12,14539.7104,14539.7104,589774.6885,0.58977469
TB,2012,7/23/12,NA,Rhodospirillum rubrum,0.333637,Rhodospirillum,1,5505.0046,5505.0046,4972.1201,0.00497212
TB,2012,7/23/12,Chlorophyta,Chlorococcaceae,0.579416,NA,1,70.577,70.577,8634.9244,0.00863492
TB,2012,7/23/12,Chlorophyta,Chlamydomonas ,0.246975,Chlamydomonas,1,42.3462,42.3462,3680.6207,0.00368062
TB,2012,7/23/12,Chlorophyta,Monoraphidium griffithii,0.039675,Monoraphidium,1,28.2308,28.2308,591.2657,0.00059127
TB,2012,7/23/12,Chlorophyta,Mucidosphaerium pulchellum,0.079274,Mucidosphaerium,6,14.1154,84.6924,1181.3994,0.0011814
TB,2012,7/23/12,Chrysophyta,Chrysophyceae,2.301199,NA,1,5222.6967,5222.6967,34294.3154,0.03429432
TB,2012,7/23/12,Chrysophyta,Gonyostomum semen,90.656702,Gonyostomum,1,70.577,70.577,1351039.017,1.35103902
TB,2012,7/23/12,Chrysophyta,Mallomonas ,1.190241,Mallomonas,1,28.2308,28.2308,17737.9294,0.01773793
TB,2012,7/23/12,Cryptophyta,Cryptomonas erosa,2.209881,Cryptomonas,1,42.3462,42.3462,32933.4232,0.03293342
TB,2012,7/23/12,Cyanophyta,Synechocystis ,0.003348,Synechocystis,1,28.2308,28.2308,49.8866,4.99E-05
TB,2012,7/23/12,Euglenophyta,Euglena ,2.288239,Euglena,1,141.154,141.154,34101.1744,0.03410117
TB,2012,7/23/12,Pyrrhophyta,Gymnodinium sp. 3,0.071415,Gymnodinium,1,14.1154,14.1154,1064.2755,0.00106428
TB,2012,7/23/12,Total,Total,100.000002,Total,17,11207.6249,11278.2019,1490280.352,1.49028036
TB,2012,8/21/12,NA,Rhodospirillum rubrum,0.405253,Rhodospirillum,1,4234.6189,4234.6189,3602.8138,0.00360281
TB,2012,8/21/12,Bacillariophyta,Cyclotella ocellata,0.077938,Cyclotella,1,14.1154,14.1154,692.8881,0.00069289
TB,2012,8/21/12,Bacillariophyta,Cyclotella sp. 1,0.269353,Cyclotella,1,28.2308,28.2308,2394.6205,0.00239462
TB,2012,8/21/12,Chlorophyta,Chlorococcaceae,1.190474,NA,1,84.6924,84.6924,10583.6339,0.01058363
TB,2012,8/21/12,Chlorophyta,Botryococcus braunii,8.087243,Botryococcus,80,14.1154,1129.2317,71897.7441,0.07189774
TB,2012,8/21/12,Chlorophyta,Chlamydomonas ,13.026966,Chlamydomonas,1,550.5005,550.5005,115813.1856,0.11581319
TB,2012,8/21/12,Chlorophyta,Monomastix minuta,0.683149,Monomastix,1,536.3851,536.3851,6073.3808,0.00607338
TB,2012,8/21/12,Chlorophyta,Monoraphidium griffithii,0.104748,Monoraphidium,1,28.2308,28.2308,931.2407,0.00093124
TB,2012,8/21/12,Chrysophyta,Chrysophyceae,5.363469,NA,1,5928.4665,5928.4665,47682.6559,0.04768266
TB,2012,8/21/12,Chrysophyta,Gonyostomum semen,42.398173,Gonyostomum,1,42.3462,42.3462,376931.0182,0.37693102
TB,2012,8/21/12,Chrysophyta,Mallomonas ,4.055061,Mallomonas,1,56.4616,56.4616,36050.5699,0.03605057
TB,2012,8/21/12,Chrysophyta,Uroglena ,0.1247,Uroglena,1,14.1154,14.1154,1108.6204,0.00110862
TB,2012,8/21/12,Cryptophyta,Cryptomonas erosa,20.087755,Cryptomonas,1,254.0771,254.0771,178585.4826,0.17858548
TB,2012,8/21/12,Cryptophyta,Rhodomonas minuta,0.149641,Rhodomonas,1,14.1154,14.1154,1330.3451,0.00133035
TB,2012,8/21/12,Cyanophyta,Synechocystis ,0.005612,Synechocystis,1,28.2308,28.2308,49.8866,4.99E-05
TB,2012,8/21/12,Euglenophyta,Euglena ,3.471661,Euglena,1,141.154,141.154,30863.9917,0.03086399
TB,2012,8/21/12,Pyrrhophyta,Peridinium inconspicuum,0.498802,Peridinium,1,14.1154,14.1154,4434.483,0.00443448
TB,2012,8/21/12,Total,Total,99.999998,Total,96,11983.9717,13099.088,889026.5609,0.88902656
TB,2012,11/5/12,NA,Rhodospirillum rubrum,0.102022,Rhodospirillum,1,539.9139,539.9139,494.7231,0.00049472
TB,2012,11/5/12,Bacillariophyta,Asterionella formosa,0.777166,Asterionella,3.5,3.1954,11.1838,3768.5987,0.0037686
TB,2012,11/5/12,Bacillariophyta,Actinella punctata,2.685143,Actinella,1,2.5563,2.5563,13020.6865,0.01302069
TB,2012,11/5/12,Chlorophyta,Chlorococcaceae,0.289205,NA,1,31.7596,31.7596,1402.4042,0.0014024
TB,2012,11/5/12,Chlorophyta,Chlamydomonas ,24.68977,Chlamydomonas,1,783.4045,783.4045,119724.6544,0.11972465
TB,2012,11/5/12,Chlorophyta,Monomastix minuta,0.16575,Monomastix,1,52.9327,52.9327,803.7518,0.00080375
TB,2012,11/5/12,Chlorophyta,Monoraphidium griffithii,0.10288,Monoraphidium,1,10.5865,10.5865,498.8794,0.00049888
TB,2012,11/5/12,Chlorophyta,Oocystis parva,0.411519,Oocystis,1,10.5865,10.5865,1995.5176,0.00199552
TB,2012,11/5/12,Chrysophyta,Chrysophyceae,2.254374,NA,1,1799.713,1799.713,10931.8169,0.01093182
TB,2012,11/5/12,Cryptophyta,Cryptomonas erosa,8.824778,Cryptomonas,1,42.3462,42.3462,42792.7551,0.04279276
TB,2012,11/5/12,Cyanophyta,Aphanocapsa delicatissima,0.041151,Aphanocapsa,18,21.1731,381.1157,199.5522,0.00019955
TB,2012,11/5/12,Cyanophyta,Synechococcus ,0.009144,Synechococcus,1,10.5865,10.5865,44.3449,4.43E-05
TB,2012,11/5/12,Cyanophyta,Synechocystis ,0.003858,Synechocystis,1,10.5865,10.5865,18.7075,1.87E-05
TB,2012,11/5/12,Euglenophyta,Euglena ,0.855959,Euglena,1,10.5865,10.5865,4150.6761,0.00415068
TB,2012,11/5/12,Haptophyta,Chrysochromulina parva,0.198078,Chrysochromulina,1,31.7596,31.7596,960.51,0.00096051
TB,2012,11/5/12,Miscellaneous,Miscellaneous,8.383996,Miscellaneous,1,127.0386,127.0386,40655.3397,0.04065534
TB,2012,11/5/12,Pyrrhophyta,Gymnodinium sp. 1,20.575905,Gymnodinium,1,10.5865,10.5865,99775.858,0.09977586
TB,2012,11/5/12,Pyrrhophyta,Peridinium umbonatum,29.629304,Peridinium,1,10.5865,10.5865,143677.2353,0.14367724
TB,2012,11/5/12,Total,Total,100.000002,Total,37.5,3509.8984,3877.8294,484916.0114,0.48491602
TB,2013,2/18/13,NA,Rhodospirillum rubrum,1.090918,Rhodospirillum,1,2134.2479,2134.2479,2234.9844,0.00223498
TB,2013,2/18/13,Chlorophyta,Chlamydomonas ,9.004398,Chlamydomonas,1,141.154,141.154,18447.4539,0.01844745
TB,2013,2/18/13,Chlorophyta,Monomastix minuta,0.025972,Monomastix,1,5.6462,5.6462,53.2139,5.32E-05
TB,2013,2/18/13,Chrysophyta,Chrysophyceae,7.637136,NA,1,3811.157,3811.157,15646.324,0.01564632
TB,2013,2/18/13,Chrysophyta,Mallomonas ,2.308817,Mallomonas,1,5.6462,5.6462,4730.1145,0.00473011
TB,2013,2/18/13,Cryptophyta,Cryptomonas erosa,4.22514,Cryptomonas,1,16.9385,16.9385,8656.1099,0.00865611
TB,2013,2/18/13,Cryptophyta,Rhodomonas minuta,0.646468,Rhodomonas,1,39.5231,39.5231,1324.4313,0.00132443
TB,2013,2/18/13,Cyanophyta,Synechococcus ,0.005774,Synechococcus,1,5.6462,5.6462,11.8253,1.18E-05
TB,2013,2/18/13,Cyanophyta,Synechocystis ,0.004871,Synechocystis,1,5.6462,5.6462,9.9773,9.98E-06
TB,2013,2/18/13,Euglenophyta,Euglena ,1.205204,Euglena,1,11.2923,11.2923,2469.1193,0.00246912
TB,2013,2/18/13,Euglenophyta,Lepocinclis ,1.108236,Lepocinclis,1,5.6462,5.6462,2270.4553,0.00227046
TB,2013,2/18/13,Miscellaneous,Miscellaneous,69.81871,Miscellaneous,1,355.708,355.708,143038.6838,0.14303868
TB,2013,2/18/13,Pyrrhophyta,Peridinium ,2.91835,Peridinium,1,5.6462,5.6462,5978.8652,0.00597887
TB,2013,2/18/13,Total,Total,99.999994,Total,13,6543.898,6543.898,204871.5581,0.20487155
TB,2013,5/13/13,NA,Rhodospirillum rubrum,0.23473,Rhodospirillum,1,6881.2557,6881.2557,6305.2946,0.00630529
TB,2013,5/13/13,Bacillariophyta,Cyclotella sp. 1,0.158481,Cyclotella,1,21.1731,21.1731,4257.1026,0.0042571
TB,2013,5/13/13,Bacillariophyta,Tabellaria binalis,0.030453,Tabellaria,2,0.6391,1.2781,818.0158,0.00081802
TB,2013,5/13/13,Chlorophyta,Chlamydomonas ,14.890635,Chlamydomonas,1,1863.2323,1863.2323,399990.3306,0.39999033
TB,2013,5/13/13,Chlorophyta,Monoraphidium arcuatum,0.03909,Monoraphidium,1,42.3462,42.3462,1050.0288,0.00105003
TB,2013,5/13/13,Chlorophyta,Monoraphidium griffithii,0.17598,Monoraphidium,1,275.2502,275.2502,4727.1474,0.00472715
TB,2013,5/13/13,Chrysophyta,Chrysophyceae,0.134479,NA,1,42.3462,42.3462,3612.3501,0.00361235
TB,2013,5/13/13,Chrysophyta,Chrysophyceae,1.403416,NA,1,4446.3499,4446.3499,37698.3773,0.03769838
TB,2013,5/13/13,Chrysophyta,Dinobryon ,29.528626,Dinobryon,1,762.2314,762.2314,793194.1593,0.79319416
TB,2013,5/13/13,Chrysophyta,Dinobryon cyst,15.596339,Dinobryon,1,127.0386,127.0386,418946.8478,0.41894685
TB,2013,5/13/13,Chrysophyta,Dinobryon sociale,1.075114,Dinobryon,1,105.8655,105.8655,28879.5717,0.02887957
TB,2013,5/13/13,Chrysophyta,Dinobryon sociale,0.123813,Dinobryon,1,21.1731,21.1731,3325.8612,0.00332586
TB,2013,5/13/13,Chrysophyta,Gonyostomum semen,19.810157,Gonyostomum,1,21.1731,21.1731,532137.9065,0.53213791
TB,2013,5/13/13,Chrysophyta,Mallomonas ,1.342138,Mallomonas,1,63.5193,63.5193,36052.3449,0.03605234
TB,2013,5/13/13,Cryptophyta,Cryptomonas erosa,6.392078,Cryptomonas,1,84.6924,84.6924,171703.1682,0.17170317
TB,2013,5/13/13,Cryptophyta,Rhodomonas minuta,0.825423,Rhodomonas,1,42.3462,42.3462,22172.4138,0.02217241
TB,2013,5/13/13,Cyanophyta,Synechococcus elongatus,0.001651,Synechococcus,1,21.1731,21.1731,44.3449,4.43E-05
TB,2013,5/13/13,Cyanophyta,Synechocystis ,0.001393,Synechocystis,1,21.1731,21.1731,37.415,3.74E-05
TB,2013,5/13/13,Euglenophyta,Euglena ,0.287247,Euglena,1,42.3462,42.3462,7716.0008,0.007716
TB,2013,5/13/13,Euglenophyta,Trachelomonas ,0.950888,Trachelomonas,1,21.1731,21.1731,25542.62,0.02554262
TB,2013,5/13/13,Miscellaneous,Miscellaneous,2.47627,Miscellaneous,1,105.8655,105.8655,66517.2351,0.06651724
TB,2013,5/13/13,Pyrrhophyta,Gymnodinium sp. 1,1.981016,Gymnodinium,1,21.1731,21.1731,53213.7902,0.05321379
TB,2013,5/13/13,Pyrrhophyta,Gymnodinium sp. 2,2.258358,Gymnodinium,1,190.5579,190.5579,60663.7299,0.06066373
TB,2013,5/13/13,Pyrrhophyta,Peridinium ,0.282226,Peridinium,1,1.2781,1.2781,7581.1234,0.00758112
TB,2013,5/13/13,Total,Total,100.000001,Total,25,15225.3724,15226.0114,2686187.18,2.68618718
TB,2013,7/10/13,Bacillariophyta,Asterionella formosa,1.008635,Asterionella,2,8.4692,16.9385,6402.7438,0.00640274
TB,2013,7/10/13,Bacillariophyta,Fragilaria filiformis,1.745099,Fragilaria,1.2,50.8154,60.9785,11077.7631,0.01107776
TB,2013,7/10/13,Bacillariophyta,Tabellaria flocculosa,2.113331,Tabellaria,1,16.9385,16.9385,13415.2727,0.01341527
TB,2013,7/10/13,Chlorophyta,Chlorococcaceae,2.388278,NA,1,118.5693,118.5693,15160.6065,0.01516061
TB,2013,7/10/13,Chlorophyta,Chlamydomonas ,3.613016,Chlamydomonas,1,84.6924,84.6924,22935.1619,0.02293516
TB,2013,7/10/13,Chlorophyta,Cosmarium ,0.089417,Cosmarium,1,8.4692,8.4692,567.6134,0.00056761
TB,2013,7/10/13,Chlorophyta,Monomastix astigmata,0.027943,Monomastix,1,8.4692,8.4692,177.3797,0.00017738
TB,2013,7/10/13,Chlorophyta,Monomastix minuta,0.17604,Monomastix,1,101.6309,101.6309,1117.4922,0.00111749
TB,2013,7/10/13,Chlorophyta,Monoraphidium arcuatum,2.042664,Monoraphidium,1,228.6694,228.6694,12966.6767,0.01296668
TB,2013,7/10/13,Chlorophyta,Monoraphidium griffithii,0.075447,Monoraphidium,1,25.4077,25.4077,478.9252,0.00047893
TB,2013,7/10/13,Chlorophyta,Oocystis parva,0.031435,Oocystis,1,8.4692,8.4692,199.5513,0.00019955
TB,2013,7/10/13,Chlorophyta,Oocystis pusilla,0.011177,Oocystis,1,8.4692,8.4692,70.9519,7.10E-05
TB,2013,7/10/13,Chlorophyta,Staurastrum ,2.149505,Staurastrum,1,8.4692,8.4692,13644.9026,0.0136449
TB,2013,7/10/13,Chlorophyta,Staurastrum hexacerum,0.1861,Staurastrum,1,8.4692,8.4692,1181.346,0.00118135
TB,2013,7/10/13,Chlorophyta,Teilingia granulata,0.192121,Teilingia,1,8.4692,8.4692,1219.5702,0.00121957
TB,2013,7/10/13,Chrysophyta,Chrysophyceae,3.27776,NA,1,50.8154,50.8154,20806.9813,0.02080698
TB,2013,7/10/13,Chrysophyta,Chrysophyceae,0.522734,NA,1,592.8466,592.8466,3318.2813,0.00331828
TB,2013,7/10/13,Chrysophyta,Dinobryon crenulatum,0.209571,Dinobryon,1,16.9385,16.9385,1330.3445,0.00133034
TB,2013,7/10/13,Chrysophyta,Mallomonas akrokomas,0.677615,Mallomonas,1,42.3462,42.3462,4301.4497,0.00430145
TB,2013,7/10/13,Chrysophyta,Stichogloea olivacea,2.379371,Stichogloea,1.875,76.2231,142.9184,15104.0726,0.01510407
TB,2013,7/10/13,Cryptophyta,Cryptomonas erosa,11.861104,Cryptomonas,1,143.977,143.977,75293.4138,0.07529341
TB,2013,7/10/13,Cryptophyta,Rhodomonas minuta,0.447086,Rhodomonas,1,84.6924,84.6924,2838.067,0.00283807
TB,2013,7/10/13,Cyanophyta,Synechocystis ,0.542253,Synechocystis,1,1947.9247,1947.9247,3442.1777,0.00344218
TB,2013,7/10/13,Haptophyta,Chrysochromulina parva,10.087389,Chrysochromulina,1,2117.3095,2117.3095,64034.0017,0.064034
TB,2013,7/10/13,Miscellaneous,Miscellaneous,0.089417,Miscellaneous,1,8.4692,8.4692,567.6134,0.00056761
TB,2013,7/10/13,Pyrrhophyta,Gymnodinium sp. 2,0.268251,Gymnodinium,1,8.4692,8.4692,1702.8411,0.00170284
TB,2013,7/10/13,Pyrrhophyta,Gymnodinium sp. 3,0.13692,Gymnodinium,1,8.4692,8.4692,869.1589,0.00086916
TB,2013,7/10/13,Pyrrhophyta,Peridinium cinctum,53.650318,Peridinium,1,16.9385,16.9385,340568.2609,0.34056826
TB,2013,7/10/13,Total,Total,99.999997,Total,30.075,5809.8967,5895.2244,634792.6211,0.6347926
TB,2013,8/6/13,NA,Rhodospirillum rubrum,0.523743,Rhodospirillum,1,7304.7176,7304.7176,6095.7869,0.00609579
TB,2013,8/6/13,Bacillariophyta,Asterionella formosa,1.862828,Asterionella,4,21.1731,84.6924,21681.2489,0.02168125
TB,2013,8/6/13,Bacillariophyta,Cyclotella sp. 1,0.154308,Cyclotella,1,21.1731,21.1731,1795.9654,0.00179597
TB,2013,8/6/13,Chlorophyta,Chlorococcaceae,0.533408,,1,84.6924,84.6924,6208.2732,0.00620827
TB,2013,8/6/13,Chlorophyta,Chlamydomonas ,12.431073,Chlamydomonas,1,741.0583,741.0583,144683.854,0.14468385
TB,2013,8/6/13,Chlorophyta,Monomastix minuta,0.137163,Monomastix,1,169.3848,169.3848,1596.4175,0.00159642
TB,2013,8/6/13,Chlorophyta,Monoraphidium griffithii,0.262895,Monoraphidium,1,105.8655,105.8655,3059.798,0.0030598
TB,2013,8/6/13,Chlorophyta,Oocystis parva,6.113235,Oocystis,1,423.4619,423.4619,71151.2527,0.07115125
TB,2013,8/6/13,Chrysophyta,Chrysophyceae,0.656997,NA,1,1164.5202,1164.5202,7646.7055,0.00764671
TB,2013,8/6/13,Chrysophyta,Dinobryon sociale,0.285754,Dinobryon,1,21.1731,21.1731,3325.8612,0.00332586
TB,2013,8/6/13,Chrysophyta,Dinobryon sociale,3.284269,Dinobryon,15.5,21.1731,328.183,38225.2401,0.03822524
TB,2013,8/6/13,Chrysophyta,Mallomonas ,2.194593,Mallomonas,1,63.5193,63.5193,25542.6221,0.02554262
TB,2013,8/6/13,Cryptophyta,Cryptomonas erosa,43.88881,Cryptomonas,1,592.8466,592.8466,510816.8882,0.51081689
TB,2013,8/6/13,Euglenophyta,Euglena ,1.426485,Euglena,1,42.3462,42.3462,16602.7043,0.0166027
TB,2013,8/6/13,Haptophyta,Chrysochromulina parva,0.275086,Chrysochromulina,1,105.8655,105.8655,3201.7001,0.0032017
TB,2013,8/6/13,Miscellaneous,Miscellaneous,25.603588,Miscellaneous,1,741.0583,741.0583,297997.2579,0.29799726
TB,2013,8/6/13,Pyrrhophyta,Peridinium ,0.365765,Peridinium,1,21.1731,21.1731,4257.1026,0.0042571
TB,2013,8/6/13,Total,Total,100,Total,34.5,11645.2021,12015.7313,1163888.679,1.16388868
TB,2013,11/8/13,NA,Rhodospirillum rubrum,0.499706,Rhodospirillum,1,705.7698,705.7698,4988.8045,0.0049888
TB,2013,11/8/13,Chlorophyta,Chlamydomonas ,0.947589,Chlamydomonas,1,28.2308,28.2308,9460.229,0.00946023
TB,2013,11/8/13,Chlorophyta,Monomastix minuta,0.059225,Monomastix,1,28.2308,28.2308,591.2657,0.00059127
TB,2013,11/8/13,Chrysophyta,Chrysophyceae,0.139308,NA,1,338.7695,338.7695,1390.7844,0.00139078
TB,2013,11/8/13,Chrysophyta,Dinobryon ,0.720641,Dinobryon,1,28.2308,28.2308,7194.5046,0.0071945
TB,2013,11/8/13,Cryptophyta,Cryptomonas erosa,85.794476,Cryptomonas,1,705.7698,705.7698,856527.0521,0.85652705
TB,2013,11/8/13,Cyanophyta,Pseudanabaena limnetica,0.199882,Pseudanabaena,5,28.2308,141.154,1995.5162,0.00199552
TB,2013,11/8/13,Cyanophyta,Synechocystis ,9.743995,Synechocystis,1,55050.0459,55050.0459,97278.9361,0.09727894
TB,2013,11/8/13,Miscellaneous,Miscellaneous,1.895178,Miscellaneous,1,56.4616,56.4616,18920.458,0.01892046
TB,2013,11/8/13,Total,Total,100,Total,13,56969.7398,57082.663,998347.5506,0.99834755
TB,2014,2/20/14,NA,Rhodospirillum rubrum,0.182666,Rhodospirillum,1,846.9238,846.9238,665.1739,0.00066517
TB,2014,2/20/14,Chlorophyta,Microspora ,8.037345,Microspora,9.1667,9.4103,86.2611,29267.5846,0.02926758
TB,2014,2/20/14,Chlorophyta,Oocystis parva,0.663014,Oocystis,1,9.4103,9.4103,2414.3294,0.00241433
TB,2014,2/20/14,Chrysophyta,Chrysophyceae,4.530169,NA,1,846.9238,846.9238,16496.3815,0.01649638
TB,2014,2/20/14,Chrysophyta,Chrysophyceae,0.167785,NA,1,9.4103,9.4103,610.9831,0.00061098
TB,2014,2/20/14,Cryptophyta,Rhodomonas minuta,0.34639,Rhodomonas,1,37.6411,37.6411,1261.3631,0.00126136
TB,2014,2/20/14,Cyanophyta,Synechococcus ,1.54254,Synechococcus,1,1609.1552,1609.1552,5617.078,0.00561708
TB,2014,2/20/14,Cyanophyta,Synechococcus elongatus,0.380546,Synechococcus,1,846.9238,846.9238,1385.7367,0.00138574
TB,2014,2/20/14,Cyanophyta,Synechocystis ,2.054951,Synechocystis,1,4234.6189,4234.6189,7482.9951,0.007483
TB,2014,2/20/14,Euglenophyta,Euglena ,0.844326,Euglena,1,9.4103,9.4103,3074.5742,0.00307457
TB,2014,2/20/14,Miscellaneous,Miscellaneous,67.221443,Miscellaneous,1,508.1543,508.1543,244783.4507,0.24478345
TB,2014,2/20/14,Pyrrhophyta,Gymnodinium sp. 1,14.028822,Gymnodinium,1,9.4103,9.4103,51085.239,0.05108524
TB,2014,2/20/14,Total,Total,99.999997,Total,20.1667,8977.3924,9054.2432,364144.8893,0.36414488
TB,2014,5/21/14,NA,Rhodospirillum rubrum,0.880383,Rhodospirillum,1,13127.3186,13127.3186,10310.1961,0.0103102
TB,2014,5/21/14,Bacillariophyta,Eunotia ,0.484683,Eunotia,1,9.4103,9.4103,5676.1378,0.00567614
TB,2014,5/21/14,Bacillariophyta,Tabellaria binalis,0.34925,Tabellaria,1,0.8521,0.8521,4090.0789,0.00409008
TB,2014,5/21/14,Chlorophyta,Chlorococcaceae,0.052591,NA,1,9.4103,9.4103,615.8999,0.0006159
TB,2014,5/21/14,Chlorophyta,Chlamydomonas ,9.93224,Chlamydomonas,1,254.0771,254.0771,116316.8427,0.11631684
TB,2014,5/21/14,Chlorophyta,Monomastix minuta,0.033659,Monomastix,1,18.8205,18.8205,394.1771,0.00039418
TB,2014,5/21/14,Chlorophyta,Monoraphidium arcuatum,0.032942,Monoraphidium,1,37.6411,37.6411,385.787,0.00038579
TB,2014,5/21/14,Chlorophyta,Monoraphidium griffithii,0.213462,Monoraphidium,1,131.7437,131.7437,2499.863,0.00249986
TB,2014,5/21/14,Chrysophyta,Chrysophyceae,62.8456,NA,1,959.847,959.847,735987.2244,0.73598722
TB,2014,5/21/14,Chrysophyta,Chrysophyceae,0.545341,NA,1,1411.5396,1411.5396,6386.5111,0.00638651
TB,2014,5/21/14,Chrysophyta,Gonyostomum semen,14.170237,Gonyostomum,1,18.8205,18.8205,165948.1921,0.16594819
TB,2014,5/21/14,Chrysophyta,Mallomonas ,0.181756,Mallomonas,1,9.4103,9.4103,2128.5519,0.00212855
TB,2014,5/21/14,Cryptophyta,Cryptomonas erosa,0.161561,Cryptomonas,1,9.4103,9.4103,1892.0456,0.00189205
TB,2014,5/21/14,Cyanophyta,Aphanizomenon flos-aquae,0.706829,Aphanizomenon,11.6667,9.4103,109.7867,8277.7004,0.0082777
TB,2014,5/21/14,Cyanophyta,Synechococcus ,0.037024,Synechococcus,1,103.5129,103.5129,433.5949,0.00043359
TB,2014,5/21/14,Cyanophyta,Synechococcus elongatus,0.01178,Synechococcus,1,65.8718,65.8718,137.962,0.00013796
TB,2014,5/21/14,Cyanophyta,Synechocystis ,0.873258,Synechocystis,1,5787.3125,5787.3125,10226.76,0.01022676
TB,2014,5/21/14,Miscellaneous,Miscellaneous,6.785559,Miscellaneous,1,197.6155,197.6155,79465.9354,0.07946594
TB,2014,5/21/14,Pyrrhophyta,Gymnodinium sp. 2,0.484683,Gymnodinium,1,28.2308,28.2308,5676.1368,0.00567614
TB,2014,5/21/14,Pyrrhophyta,Peridinium ,1.217162,Peridinium,1,1.7042,1.7042,14254.2253,0.01425423
TB,2014,5/21/14,Total,Total,100,Total,30.6667,22191.9594,22292.3358,1171103.822,1.17110383
TB,2014,6/16/14,NA,Rhodospirillum rubrum,1.090732,Rhodospirillum,1,8469.2378,8469.2378,7760.3626,0.00776036
TB,2014,6/16/14,Bacillariophyta,Asterionella formosa,2.517624,Asterionella,2,21.1731,42.3462,17912.438,0.01791244
TB,2014,6/16/14,Chlorophyta,Chlorococcaceae,0.992563,NA,1,42.3462,42.3462,7061.9131,0.00706191
TB,2014,6/16/14,Chlorophyta,Chlorophyta,6.223765,NA,1,21.1731,21.1731,44280.9696,0.04428097
TB,2014,6/16/14,Chlorophyta,Chlamydomonas ,19.737023,Chlamydomonas,1,571.6736,571.6736,140425.3772,0.14042538
TB,2014,6/16/14,Chlorophyta,Colonial ,1.595581,Colonial,2,21.1731,42.3462,11352.2744,0.01135227
TB,2014,6/16/14,Chlorophyta,Monomastix minuta,0.212951,Monomastix,1,84.6924,84.6924,1515.1128,0.00151511
TB,2014,6/16/14,Chlorophyta,Monoraphidium griffithii,0.46278,Monoraphidium,1,63.5193,63.5193,3292.6046,0.0032926
TB,2014,6/16/14,Chlorophyta,Schroederia judayi,0.11219,Schroederia,1,21.1731,21.1731,798.2066,0.00079821
TB,2014,6/16/14,Chrysophyta,Chrysophyceae,3.257018,NA,1,486.9812,486.9812,23173.0966,0.0231731
TB,2014,6/16/14,Chrysophyta,Chrysophyceae,3.163352,NA,1,3705.2916,3705.2916,22506.6819,0.02250668
TB,2014,6/16/14,Chrysophyta,Dinobryon sociale,1.246547,Dinobryon,2,42.3462,84.6924,8868.9647,0.00886896
TB,2014,6/16/14,Cyanophyta,Synechococcus ,1.308879,Synechococcus,1,2540.7713,2540.7713,9312.4352,0.00931244
TB,2014,6/16/14,Cyanophyta,Synechococcus elongatus,0.012466,Synechococcus,1,42.3462,42.3462,88.6899,8.87E-05
TB,2014,6/16/14,Cyanophyta,Synechocystis ,0.525874,Synechocystis,1,2117.3095,2117.3095,3741.4975,0.0037415
TB,2014,6/16/14,Miscellaneous,Miscellaneous,57.540655,Miscellaneous,1,508.1543,508.1543,409391.4387,0.40939144
TB,2014,6/16/14,Total,Total,100,Total,19,18759.362,18844.0544,711482.0634,0.71148206
TB,2014,7/16/14,NA,Rhodospirillum rubrum,0.224274,Rhodospirillum,1,2413.7328,2413.7328,2211.7033,0.0022117
TB,2014,7/16/14,Bacillariophyta,Asterionella formosa,0.25437,Asterionella,3.5,1.2781,4.4735,2508.4944,0.00250849
TB,2014,7/16/14,Chlorophyta,Chlorococcaceae,0.543121,NA,1,52.9327,52.9327,5356.0254,0.00535603
TB,2014,7/16/14,Chlorophyta,Chlamydomonas ,44.965074,Chlamydomonas,1,1196.2798,1196.2798,443426.6049,0.4434266
TB,2014,7/16/14,Chlorophyta,Monomastix minuta,0.166942,Monomastix,1,127.0386,127.0386,1646.3055,0.00164631
TB,2014,7/16/14,Chlorophyta,Monoraphidium griffithii,0.136588,Monoraphidium,1,31.7596,31.7596,1346.9741,0.00134697
TB,2014,7/16/14,Chlorophyta,Oocystis parva,5.551209,Oocystis,1,158.7982,158.7982,54743.6818,0.05474368
TB,2014,7/16/14,Chlorophyta,Schroederia judayi,0.016188,Schroederia,1,10.5865,10.5865,159.6409,0.00015964
TB,2014,7/16/14,Chrysophyta,Chrysophyceae,1.447605,NA,1,2350.2135,2350.2135,14275.6668,0.01427567
TB,2014,7/16/14,Chrysophyta,Chrysophyceae,1.419819,NA,1,201.1444,201.1444,14001.6616,0.01400166
TB,2014,7/16/14,Chrysophyta,Dinobryon sociale,0.084314,Dinobryon,1,10.5865,10.5865,831.4653,0.00083147
TB,2014,7/16/14,Chrysophyta,Mallomonas ,1.295057,Mallomonas,1,10.5865,10.5865,12771.31,0.01277131
TB,2014,7/16/14,Cryptophyta,Cryptomonas erosa,0.863871,Cryptomonas,1,3.8344,3.8344,8519.1267,0.00851913
