"sampledate","taxa_name","genus","division","biovolume_conc"
2011-06-01,"Monomastix minuta","Monomastix","Cryptophyta",0
2011-06-01,"Monomastix minuta","Monomastix","Cyanophyta",0
2011-06-01,"Monomastix minuta","Monomastix","Euglenophyta",0
2011-06-01,"Monomastix minuta","Monomastix","Miscellaneous",0
2011-06-01,"Monomastix minuta","Monomastix","NA",0
2011-06-01,"Monomastix minuta","Monomastix","Total",0
2011-06-01,"Monomastix minuta","Monomastix","Bacillariophyta",0
2011-06-01,"Monomastix minuta","Monomastix","Chrysophyta",0
2011-06-01,"Monomastix minuta","Monomastix","Pyrrhophyta",0
2011-06-01,"Monomastix minuta","Monomastix","Haptophyta",0
2011-06-01,"Scenedesmus bijuga","Scenedesmus","Chlorophyta",6166.7654
2011-06-01,"Scenedesmus bijuga","Scenedesmus","Cryptophyta",0
2011-06-01,"Scenedesmus bijuga","Scenedesmus","Cyanophyta",0
2011-06-01,"Scenedesmus bijuga","Scenedesmus","Euglenophyta",0
2011-06-01,"Scenedesmus bijuga","Scenedesmus","Miscellaneous",0
2011-06-01,"Scenedesmus bijuga","Scenedesmus","NA",0
2011-06-01,"Scenedesmus bijuga","Scenedesmus","Total",0
2011-06-01,"Scenedesmus bijuga","Scenedesmus","Bacillariophyta",0
2011-06-01,"Scenedesmus bijuga","Scenedesmus","Chrysophyta",0
2011-06-01,"Scenedesmus bijuga","Scenedesmus","Pyrrhophyta",0
2011-06-01,"Scenedesmus bijuga","Scenedesmus","Haptophyta",0
2011-06-01,"Chrysophyceae","NA","Chlorophyta",0
2011-06-01,"Chrysophyceae","NA","Cryptophyta",0
2011-06-01,"Chrysophyceae","NA","Cyanophyta",0
2011-06-01,"Chrysophyceae","NA","Euglenophyta",0
2011-06-01,"Chrysophyceae","NA","Miscellaneous",0
2011-06-01,"Chrysophyceae","NA","NA",0
2011-06-01,"Chrysophyceae","NA","Total",0
2011-06-01,"Chrysophyceae","NA","Bacillariophyta",0
2011-06-01,"Chrysophyceae","NA","Chrysophyta",2789.0163
2011-06-01,"Chrysophyceae","NA","Pyrrhophyta",0
2011-06-01,"Chrysophyceae","NA","Haptophyta",0
2011-06-01,"Mallomonas ","Mallomonas","Chlorophyta",0
2011-06-01,"Mallomonas ","Mallomonas","Cryptophyta",0
2011-06-01,"Mallomonas ","Mallomonas","Cyanophyta",0
2011-06-01,"Mallomonas ","Mallomonas","Euglenophyta",0
2011-06-01,"Mallomonas ","Mallomonas","Miscellaneous",0
2011-06-01,"Mallomonas ","Mallomonas","NA",0
2011-06-01,"Mallomonas ","Mallomonas","Total",0
2011-06-01,"Mallomonas ","Mallomonas","Bacillariophyta",0
2011-06-01,"Mallomonas ","Mallomonas","Chrysophyta",40981.5755
2011-06-01,"Mallomonas ","Mallomonas","Pyrrhophyta",0
2011-06-01,"Mallomonas ","Mallomonas","Haptophyta",0
2011-06-01,"Cryptomonas erosa","Cryptomonas","Chlorophyta",0
2011-06-01,"Cryptomonas erosa","Cryptomonas","Cryptophyta",1418641.328
2011-06-01,"Cryptomonas erosa","Cryptomonas","Cyanophyta",0
2011-06-01,"Cryptomonas erosa","Cryptomonas","Euglenophyta",0
2011-06-01,"Cryptomonas erosa","Cryptomonas","Miscellaneous",0
2011-06-01,"Cryptomonas erosa","Cryptomonas","NA",0
2011-06-01,"Cryptomonas erosa","Cryptomonas","Total",0
2011-06-01,"Cryptomonas erosa","Cryptomonas","Bacillariophyta",0
2011-06-01,"Cryptomonas erosa","Cryptomonas","Chrysophyta",0
2011-06-01,"Cryptomonas erosa","Cryptomonas","Pyrrhophyta",0
2011-06-01,"Cryptomonas erosa","Cryptomonas","Haptophyta",0
2011-06-01,"Aphanocapsa delicatissima","Aphanocapsa","Chlorophyta",0
2011-06-01,"Aphanocapsa delicatissima","Aphanocapsa","Cryptophyta",0
2011-06-01,"Aphanocapsa delicatissima","Aphanocapsa","Cyanophyta",570.9981
2011-06-01,"Aphanocapsa delicatissima","Aphanocapsa","Euglenophyta",0
2011-06-01,"Aphanocapsa delicatissima","Aphanocapsa","Miscellaneous",0
2011-06-01,"Aphanocapsa delicatissima","Aphanocapsa","NA",0
2011-06-01,"Aphanocapsa delicatissima","Aphanocapsa","Total",0
2011-06-01,"Aphanocapsa delicatissima","Aphanocapsa","Bacillariophyta",0
2011-06-01,"Aphanocapsa delicatissima","Aphanocapsa","Chrysophyta",0
2011-06-01,"Aphanocapsa delicatissima","Aphanocapsa","Pyrrhophyta",0
2011-06-01,"Aphanocapsa delicatissima","Aphanocapsa","Haptophyta",0
2011-06-01,"Phormidium ","Phormidium","Chlorophyta",0
2011-06-01,"Phormidium ","Phormidium","Cryptophyta",0
2011-06-01,"Phormidium ","Phormidium","Cyanophyta",2206.0277
2011-06-01,"Phormidium ","Phormidium","Euglenophyta",0
2011-06-01,"Phormidium ","Phormidium","Miscellaneous",0
2011-06-01,"Phormidium ","Phormidium","NA",0
2011-06-01,"Phormidium ","Phormidium","Total",0
2011-06-01,"Phormidium ","Phormidium","Bacillariophyta",0
2011-06-01,"Phormidium ","Phormidium","Chrysophyta",0
2011-06-01,"Phormidium ","Phormidium","Pyrrhophyta",0
2011-06-01,"Phormidium ","Phormidium","Haptophyta",0
2011-06-01,"Euglena ","Euglena","Chlorophyta",0
2011-06-01,"Euglena ","Euglena","Cryptophyta",0
2011-06-01,"Euglena ","Euglena","Cyanophyta",0
2011-06-01,"Euglena ","Euglena","Euglenophyta",29806.0252
2011-06-01,"Euglena ","Euglena","Miscellaneous",0
2011-06-01,"Euglena ","Euglena","NA",0
2011-06-01,"Euglena ","Euglena","Total",0
2011-06-01,"Euglena ","Euglena","Bacillariophyta",0
2011-06-01,"Euglena ","Euglena","Chrysophyta",0
2011-06-01,"Euglena ","Euglena","Pyrrhophyta",0
2011-06-01,"Euglena ","Euglena","Haptophyta",0
2011-06-01,"Euglena acus","Euglena","Chlorophyta",0
2011-06-01,"Euglena acus","Euglena","Cryptophyta",0
2011-06-01,"Euglena acus","Euglena","Cyanophyta",0
2011-06-01,"Euglena acus","Euglena","Euglenophyta",9764.045
2011-06-01,"Euglena acus","Euglena","Miscellaneous",0
2011-06-01,"Euglena acus","Euglena","NA",0
2011-06-01,"Euglena acus","Euglena","Total",0
2011-06-01,"Euglena acus","Euglena","Bacillariophyta",0
2011-06-01,"Euglena acus","Euglena","Chrysophyta",0
2011-06-01,"Euglena acus","Euglena","Pyrrhophyta",0
2011-06-01,"Euglena acus","Euglena","Haptophyta",0
2011-06-01,"Rhodospirillum rubrum","Rhodospirillum","Chlorophyta",0
2011-06-01,"Rhodospirillum rubrum","Rhodospirillum","Cryptophyta",0
2011-06-01,"Rhodospirillum rubrum","Rhodospirillum","Cyanophyta",0
2011-06-01,"Rhodospirillum rubrum","Rhodospirillum","Euglenophyta",0
2011-06-01,"Rhodospirillum rubrum","Rhodospirillum","Miscellaneous",0
2011-06-01,"Rhodospirillum rubrum","Rhodospirillum","NA",30477.0215
2011-06-01,"Rhodospirillum rubrum","Rhodospirillum","Total",0
2011-06-01,"Rhodospirillum rubrum","Rhodospirillum","Bacillariophyta",0
2011-06-01,"Rhodospirillum rubrum","Rhodospirillum","Chrysophyta",0
2011-06-01,"Rhodospirillum rubrum","Rhodospirillum","Pyrrhophyta",0
2011-06-01,"Rhodospirillum rubrum","Rhodospirillum","Haptophyta",0
2011-06-01,"Total","Total","Chlorophyta",0
2011-06-01,"Total","Total","Cryptophyta",0
2011-06-01,"Total","Total","Cyanophyta",0
2011-06-01,"Total","Total","Euglenophyta",0
2011-06-01,"Total","Total","Miscellaneous",0
2011-06-01,"Total","Total","NA",0
2011-06-01,"Total","Total","Total",1974378.175
2011-06-01,"Total","Total","Bacillariophyta",0
2011-06-01,"Total","Total","Chrysophyta",0
2011-06-01,"Total","Total","Pyrrhophyta",0
2011-06-01,"Total","Total","Haptophyta",0
2011-07-25,"Actinella punctata","Actinella","Chlorophyta",0
2011-07-25,"Actinella punctata","Actinella","Cryptophyta",0
2011-07-25,"Actinella punctata","Actinella","Cyanophyta",0
2011-07-25,"Actinella punctata","Actinella","Euglenophyta",0
2011-07-25,"Actinella punctata","Actinella","Miscellaneous",0
2011-07-25,"Actinella punctata","Actinella","NA",0
2011-07-25,"Actinella punctata","Actinella","Total",0
2011-07-25,"Actinella punctata","Actinella","Bacillariophyta",823.8362
2011-07-25,"Actinella punctata","Actinella","Chrysophyta",0
2011-07-25,"Actinella punctata","Actinella","Pyrrhophyta",0
2011-07-25,"Actinella punctata","Actinella","Haptophyta",0
2011-07-25,"Asterionella formosa","Asterionella","Chlorophyta",0
2011-07-25,"Asterionella formosa","Asterionella","Cryptophyta",0
2011-07-25,"Asterionella formosa","Asterionella","Cyanophyta",0
2011-07-25,"Asterionella formosa","Asterionella","Euglenophyta",0
2011-07-25,"Asterionella formosa","Asterionella","Miscellaneous",0
2011-07-25,"Asterionella formosa","Asterionella","NA",0
2011-07-25,"Asterionella formosa","Asterionella","Total",0
2011-07-25,"Asterionella formosa","Asterionella","Bacillariophyta",2240.3002
2011-07-25,"Asterionella formosa","Asterionella","Chrysophyta",0
2011-07-25,"Asterionella formosa","Asterionella","Pyrrhophyta",0
2011-07-25,"Asterionella formosa","Asterionella","Haptophyta",0
2011-07-25,"Chlamydomonas ","Chlamydomonas","Chlorophyta",19325.8779
2011-07-25,"Chlamydomonas ","Chlamydomonas","Cryptophyta",0
2011-07-25,"Chlamydomonas ","Chlamydomonas","Cyanophyta",0
2011-07-25,"Chlamydomonas ","Chlamydomonas","Euglenophyta",0
2011-07-25,"Chlamydomonas ","Chlamydomonas","Miscellaneous",0
2011-07-25,"Chlamydomonas ","Chlamydomonas","NA",0
2011-07-25,"Chlamydomonas ","Chlamydomonas","Total",0
2011-07-25,"Chlamydomonas ","Chlamydomonas","Bacillariophyta",0
2011-07-25,"Chlamydomonas ","Chlamydomonas","Chrysophyta",0
2011-07-25,"Chlamydomonas ","Chlamydomonas","Pyrrhophyta",0
2011-07-25,"Chlamydomonas ","Chlamydomonas","Haptophyta",0
2011-07-25,"Chlorococcaceae","","Chlorophyta",1827.1889
2011-07-25,"Chlorococcaceae","","Cryptophyta",0
2011-07-25,"Chlorococcaceae","","Cyanophyta",0
2011-07-25,"Chlorococcaceae","","Euglenophyta",0
2011-07-25,"Chlorococcaceae","","Miscellaneous",0
2011-07-25,"Chlorococcaceae","","NA",0
2011-07-25,"Chlorococcaceae","","Total",0
2011-07-25,"Chlorococcaceae","","Bacillariophyta",0
2011-07-25,"Chlorococcaceae","","Chrysophyta",0
2011-07-25,"Chlorococcaceae","","Pyrrhophyta",0
2011-07-25,"Chlorococcaceae","","Haptophyta",0
2011-07-25,"Monoraphidium griffithii","Monoraphidium","Chlorophyta",131.9636
2011-07-25,"Monoraphidium griffithii","Monoraphidium","Cryptophyta",0
2011-07-25,"Monoraphidium griffithii","Monoraphidium","Cyanophyta",0
2011-07-25,"Monoraphidium griffithii","Monoraphidium","Euglenophyta",0
2011-07-25,"Monoraphidium griffithii","Monoraphidium","Miscellaneous",0
2011-07-25,"Monoraphidium griffithii","Monoraphidium","NA",0
2011-07-25,"Monoraphidium griffithii","Monoraphidium","Total",0
2011-07-25,"Monoraphidium griffithii","Monoraphidium","Bacillariophyta",0
2011-07-25,"Monoraphidium griffithii","Monoraphidium","Chrysophyta",0
2011-07-25,"Monoraphidium griffithii","Monoraphidium","Pyrrhophyta",0
2011-07-25,"Monoraphidium griffithii","Monoraphidium","Haptophyta",0
2011-07-25,"Mougeotia ","Mougeotia","Chlorophyta",205558.8214
2011-07-25,"Mougeotia ","Mougeotia","Cryptophyta",0
2011-07-25,"Mougeotia ","Mougeotia","Cyanophyta",0
2011-07-25,"Mougeotia ","Mougeotia","Euglenophyta",0
2011-07-25,"Mougeotia ","Mougeotia","Miscellaneous",0
2011-07-25,"Mougeotia ","Mougeotia","NA",0
2011-07-25,"Mougeotia ","Mougeotia","Total",0
2011-07-25,"Mougeotia ","Mougeotia","Bacillariophyta",0
2011-07-25,"Mougeotia ","Mougeotia","Chrysophyta",0
2011-07-25,"Mougeotia ","Mougeotia","Pyrrhophyta",0
2011-07-25,"Mougeotia ","Mougeotia","Haptophyta",0
2011-07-25,"Stichococcus bacillaris","Stichococcus","Chlorophyta",28.5499
2011-07-25,"Stichococcus bacillaris","Stichococcus","Cryptophyta",0
2011-07-25,"Stichococcus bacillaris","Stichococcus","Cyanophyta",0
2011-07-25,"Stichococcus bacillaris","Stichococcus","Euglenophyta",0
2011-07-25,"Stichococcus bacillaris","Stichococcus","Miscellaneous",0
2011-07-25,"Stichococcus bacillaris","Stichococcus","NA",0
2011-07-25,"Stichococcus bacillaris","Stichococcus","Total",0
2011-07-25,"Stichococcus bacillaris","Stichococcus","Bacillariophyta",0
2011-07-25,"Stichococcus bacillaris","Stichococcus","Chrysophyta",0
2011-07-25,"Stichococcus bacillaris","Stichococcus","Pyrrhophyta",0
2011-07-25,"Stichococcus bacillaris","Stichococcus","Haptophyta",0
2011-07-25,"Chrysophyceae","NA","Chlorophyta",0
2011-07-25,"Chrysophyceae","NA","Cryptophyta",0
2011-07-25,"Chrysophyceae","NA","Cyanophyta",0
2011-07-25,"Chrysophyceae","NA","Euglenophyta",0
2011-07-25,"Chrysophyceae","NA","Miscellaneous",0
2011-07-25,"Chrysophyceae","NA","NA",0
2011-07-25,"Chrysophyceae","NA","Total",0
2011-07-25,"Chrysophyceae","NA","Bacillariophyta",0
2011-07-25,"Chrysophyceae","NA","Chrysophyta",8873.8617
2011-07-25,"Chrysophyceae","NA","Pyrrhophyta",0
2011-07-25,"Chrysophyceae","NA","Haptophyta",0
2011-07-25,"Dinobryon cylindricum","Dinobryon","Chlorophyta",0
2011-07-25,"Dinobryon cylindricum","Dinobryon","Cryptophyta",0
2011-07-25,"Dinobryon cylindricum","Dinobryon","Cyanophyta",0
2011-07-25,"Dinobryon cylindricum","Dinobryon","Euglenophyta",0
2011-07-25,"Dinobryon cylindricum","Dinobryon","Miscellaneous",0
2011-07-25,"Dinobryon cylindricum","Dinobryon","NA",0
2011-07-25,"Dinobryon cylindricum","Dinobryon","Total",0
2011-07-25,"Dinobryon cylindricum","Dinobryon","Bacillariophyta",0
2011-07-25,"Dinobryon cylindricum","Dinobryon","Chrysophyta",15242.3136
2011-07-25,"Dinobryon cylindricum","Dinobryon","Pyrrhophyta",0
2011-07-25,"Dinobryon cylindricum","Dinobryon","Haptophyta",0
2011-07-25,"Dinobryon cyst","Dinobryon","Chlorophyta",0
2011-07-25,"Dinobryon cyst","Dinobryon","Cryptophyta",0
2011-07-25,"Dinobryon cyst","Dinobryon","Cyanophyta",0
2011-07-25,"Dinobryon cyst","Dinobryon","Euglenophyta",0
2011-07-25,"Dinobryon cyst","Dinobryon","Miscellaneous",0
2011-07-25,"Dinobryon cyst","Dinobryon","NA",0
2011-07-25,"Dinobryon cyst","Dinobryon","Total",0
2011-07-25,"Dinobryon cyst","Dinobryon","Bacillariophyta",0
2011-07-25,"Dinobryon cyst","Dinobryon","Chrysophyta",3046.585
2011-07-25,"Dinobryon cyst","Dinobryon","Pyrrhophyta",0
2011-07-25,"Dinobryon cyst","Dinobryon","Haptophyta",0
2011-07-25,"Kephyrion planctonicum","Kephyrion","Chlorophyta",0
2011-07-25,"Kephyrion planctonicum","Kephyrion","Cryptophyta",0
2011-07-25,"Kephyrion planctonicum","Kephyrion","Cyanophyta",0
2011-07-25,"Kephyrion planctonicum","Kephyrion","Euglenophyta",0
2011-07-25,"Kephyrion planctonicum","Kephyrion","Miscellaneous",0
2011-07-25,"Kephyrion planctonicum","Kephyrion","NA",0
2011-07-25,"Kephyrion planctonicum","Kephyrion","Total",0
2011-07-25,"Kephyrion planctonicum","Kephyrion","Bacillariophyta",0
2011-07-25,"Kephyrion planctonicum","Kephyrion","Chrysophyta",114.1996
2011-07-25,"Kephyrion planctonicum","Kephyrion","Pyrrhophyta",0
2011-07-25,"Kephyrion planctonicum","Kephyrion","Haptophyta",0
2011-07-25,"Cryptomonas erosa","Cryptomonas","Chlorophyta",0
2011-07-25,"Cryptomonas erosa","Cryptomonas","Cryptophyta",157239.8087
2011-07-25,"Cryptomonas erosa","Cryptomonas","Cyanophyta",0
2011-07-25,"Cryptomonas erosa","Cryptomonas","Euglenophyta",0
2011-07-25,"Cryptomonas erosa","Cryptomonas","Miscellaneous",0
2011-07-25,"Cryptomonas erosa","Cryptomonas","NA",0
2011-07-25,"Cryptomonas erosa","Cryptomonas","Total",0
2011-07-25,"Cryptomonas erosa","Cryptomonas","Bacillariophyta",0
2011-07-25,"Cryptomonas erosa","Cryptomonas","Chrysophyta",0
2011-07-25,"Cryptomonas erosa","Cryptomonas","Pyrrhophyta",0
2011-07-25,"Cryptomonas erosa","Cryptomonas","Haptophyta",0
2011-07-25,"Rhodomonas minuta","Rhodomonas","Chlorophyta",0
2011-07-25,"Rhodomonas minuta","Rhodomonas","Cryptophyta",406.0419
2011-07-25,"Rhodomonas minuta","Rhodomonas","Cyanophyta",0
2011-07-25,"Rhodomonas minuta","Rhodomonas","Euglenophyta",0
2011-07-25,"Rhodomonas minuta","Rhodomonas","Miscellaneous",0
2011-07-25,"Rhodomonas minuta","Rhodomonas","NA",0
2011-07-25,"Rhodomonas minuta","Rhodomonas","Total",0
2011-07-25,"Rhodomonas minuta","Rhodomonas","Bacillariophyta",0
2011-07-25,"Rhodomonas minuta","Rhodomonas","Chrysophyta",0
2011-07-25,"Rhodomonas minuta","Rhodomonas","Pyrrhophyta",0
2011-07-25,"Rhodomonas minuta","Rhodomonas","Haptophyta",0
2011-07-25,"Euglena ","Euglena","Chlorophyta",0
2011-07-25,"Euglena ","Euglena","Cryptophyta",0
2011-07-25,"Euglena ","Euglena","Cyanophyta",0
2011-07-25,"Euglena ","Euglena","Euglenophyta",15896.5489
2011-07-25,"Euglena ","Euglena","Miscellaneous",0
2011-07-25,"Euglena ","Euglena","NA",0
2011-07-25,"Euglena ","Euglena","Total",0
2011-07-25,"Euglena ","Euglena","Bacillariophyta",0
2011-07-25,"Euglena ","Euglena","Chrysophyta",0
2011-07-25,"Euglena ","Euglena","Pyrrhophyta",0
2011-07-25,"Euglena ","Euglena","Haptophyta",0
2011-07-25,"Chrysochromulina parva","Chrysochromulina","Chlorophyta",0
2011-07-25,"Chrysochromulina parva","Chrysochromulina","Cryptophyta",0
2011-07-25,"Chrysochromulina parva","Chrysochromulina","Cyanophyta",0
2011-07-25,"Chrysochromulina parva","Chrysochromulina","Euglenophyta",0
2011-07-25,"Chrysochromulina parva","Chrysochromulina","Miscellaneous",0
2011-07-25,"Chrysochromulina parva","Chrysochromulina","NA",0
2011-07-25,"Chrysochromulina parva","Chrysochromulina","Total",0
2011-07-25,"Chrysochromulina parva","Chrysochromulina","Bacillariophyta",0
2011-07-25,"Chrysochromulina parva","Chrysochromulina","Chrysophyta",0
2011-07-25,"Chrysochromulina parva","Chrysochromulina","Pyrrhophyta",0
2011-07-25,"Chrysochromulina parva","Chrysochromulina","Haptophyta",183.2267
2011-07-25,"Miscellaneous","Miscellaneous","Chlorophyta",0
2011-07-25,"Miscellaneous","Miscellaneous","Cryptophyta",0
2011-07-25,"Miscellaneous","Miscellaneous","Cyanophyta",0
2011-07-25,"Miscellaneous","Miscellaneous","Euglenophyta",0
2011-07-25,"Miscellaneous","Miscellaneous","Miscellaneous",2506.041
2011-07-25,"Miscellaneous","Miscellaneous","NA",0
2011-07-25,"Miscellaneous","Miscellaneous","Total",0
2011-07-25,"Miscellaneous","Miscellaneous","Bacillariophyta",0
2011-07-25,"Miscellaneous","Miscellaneous","Chrysophyta",0
2011-07-25,"Miscellaneous","Miscellaneous","Pyrrhophyta",0
2011-07-25,"Miscellaneous","Miscellaneous","Haptophyta",0
2011-07-25,"Rhodospirillum rubrum","Rhodospirillum","Chlorophyta",0
2011-07-25,"Rhodospirillum rubrum","Rhodospirillum","Cryptophyta",0
2011-07-25,"Rhodospirillum rubrum","Rhodospirillum","Cyanophyta",0
2011-07-25,"Rhodospirillum rubrum","Rhodospirillum","Euglenophyta",0
2011-07-25,"Rhodospirillum rubrum","Rhodospirillum","Miscellaneous",0
2011-07-25,"Rhodospirillum rubrum","Rhodospirillum","NA",4782.1088
2011-07-25,"Rhodospirillum rubrum","Rhodospirillum","Total",0
2011-07-25,"Rhodospirillum rubrum","Rhodospirillum","Bacillariophyta",0
2011-07-25,"Rhodospirillum rubrum","Rhodospirillum","Chrysophyta",0
2011-07-25,"Rhodospirillum rubrum","Rhodospirillum","Pyrrhophyta",0
2011-07-25,"Rhodospirillum rubrum","Rhodospirillum","Haptophyta",0
2011-07-25,"Gymnodinium sp. 3","Gymnodinium","Chlorophyta",0
2011-07-25,"Gymnodinium sp. 3","Gymnodinium","Cryptophyta",0
2011-07-25,"Gymnodinium sp. 3","Gymnodinium","Cyanophyta",0
2011-07-25,"Gymnodinium sp. 3","Gymnodinium","Euglenophyta",0
2011-07-25,"Gymnodinium sp. 3","Gymnodinium","Miscellaneous",0
2011-07-25,"Gymnodinium sp. 3","Gymnodinium","NA",0
2011-07-25,"Gymnodinium sp. 3","Gymnodinium","Total",0
2011-07-25,"Gymnodinium sp. 3","Gymnodinium","Bacillariophyta",0
2011-07-25,"Gymnodinium sp. 3","Gymnodinium","Chrysophyta",0
2011-07-25,"Gymnodinium sp. 3","Gymnodinium","Pyrrhophyta",456.7972
2011-07-25,"Gymnodinium sp. 3","Gymnodinium","Haptophyta",0
2011-07-25,"Total","Total","Chlorophyta",0
2011-07-25,"Total","Total","Cryptophyta",0
2011-07-25,"Total","Total","Cyanophyta",0
2011-07-25,"Total","Total","Euglenophyta",0
2011-07-25,"Total","Total","Miscellaneous",0
2011-07-25,"Total","Total","NA",0
2011-07-25,"Total","Total","Total",438684.0712
2011-07-25,"Total","Total","Bacillariophyta",0
2011-07-25,"Total","Total","Chrysophyta",0
2011-07-25,"Total","Total","Pyrrhophyta",0
2011-07-25,"Total","Total","Haptophyta",0
2011-08-23,"Chlamydomonas ","Chlamydomonas","Chlorophyta",108663.0247
2011-08-23,"Chlamydomonas ","Chlamydomonas","Cryptophyta",0
2011-08-23,"Chlamydomonas ","Chlamydomonas","Cyanophyta",0
2011-08-23,"Chlamydomonas ","Chlamydomonas","Euglenophyta",0
2011-08-23,"Chlamydomonas ","Chlamydomonas","Miscellaneous",0
2011-08-23,"Chlamydomonas ","Chlamydomonas","NA",0
2011-08-23,"Chlamydomonas ","Chlamydomonas","Total",0
2011-08-23,"Chlamydomonas ","Chlamydomonas","Bacillariophyta",0
2011-08-23,"Chlamydomonas ","Chlamydomonas","Chrysophyta",0
2011-08-23,"Chlamydomonas ","Chlamydomonas","Pyrrhophyta",0
2011-08-23,"Chlamydomonas ","Chlamydomonas","Haptophyta",0
2011-08-23,"Chlorococcaceae","","Chlorophyta",2055.5876
2011-08-23,"Chlorococcaceae","","Cryptophyta",0
2011-08-23,"Chlorococcaceae","","Cyanophyta",0
2011-08-23,"Chlorococcaceae","","Euglenophyta",0
2011-08-23,"Chlorococcaceae","","Miscellaneous",0
2011-08-23,"Chlorococcaceae","","NA",0
2011-08-23,"Chlorococcaceae","","Total",0
2011-08-23,"Chlorococcaceae","","Bacillariophyta",0
2011-08-23,"Chlorococcaceae","","Chrysophyta",0
2011-08-23,"Chlorococcaceae","","Pyrrhophyta",0
2011-08-23,"Chlorococcaceae","","Haptophyta",0
2011-08-23,"Chlorophyta","","Chlorophyta",549.6801
2011-08-23,"Chlorophyta","","Cryptophyta",0
2011-08-23,"Chlorophyta","","Cyanophyta",0
2011-08-23,"Chlorophyta","","Euglenophyta",0
2011-08-23,"Chlorophyta","","Miscellaneous",0
2011-08-23,"Chlorophyta","","NA",0
2011-08-23,"Chlorophyta","","Total",0
2011-08-23,"Chlorophyta","","Bacillariophyta",0
2011-08-23,"Chlorophyta","","Chrysophyta",0
2011-08-23,"Chlorophyta","","Pyrrhophyta",0
2011-08-23,"Chlorophyta","","Haptophyta",0
2011-08-23,"Mucidosphaerium pulchellum","Mucidosphaerium","Chlorophyta",1044.6487
2011-08-23,"Mucidosphaerium pulchellum","Mucidosphaerium","Cryptophyta",0
2011-08-23,"Mucidosphaerium pulchellum","Mucidosphaerium","Cyanophyta",0
2011-08-23,"Mucidosphaerium pulchellum","Mucidosphaerium","Euglenophyta",0
2011-08-23,"Mucidosphaerium pulchellum","Mucidosphaerium","Miscellaneous",0
2011-08-23,"Mucidosphaerium pulchellum","Mucidosphaerium","NA",0
2011-08-23,"Mucidosphaerium pulchellum","Mucidosphaerium","Total",0
2011-08-23,"Mucidosphaerium pulchellum","Mucidosphaerium","Bacillariophyta",0
2011-08-23,"Mucidosphaerium pulchellum","Mucidosphaerium","Chrysophyta",0
2011-08-23,"Mucidosphaerium pulchellum","Mucidosphaerium","Pyrrhophyta",0
2011-08-23,"Mucidosphaerium pulchellum","Mucidosphaerium","Haptophyta",0
2011-08-23,"Oocystis parva","Oocystis","Chlorophyta",5329.3043
2011-08-23,"Oocystis parva","Oocystis","Cryptophyta",0
2011-08-23,"Oocystis parva","Oocystis","Cyanophyta",0
2011-08-23,"Oocystis parva","Oocystis","Euglenophyta",0
2011-08-23,"Oocystis parva","Oocystis","Miscellaneous",0
2011-08-23,"Oocystis parva","Oocystis","NA",0
2011-08-23,"Oocystis parva","Oocystis","Total",0
2011-08-23,"Oocystis parva","Oocystis","Bacillariophyta",0
2011-08-23,"Oocystis parva","Oocystis","Chrysophyta",0
2011-08-23,"Oocystis parva","Oocystis","Pyrrhophyta",0
2011-08-23,"Oocystis parva","Oocystis","Haptophyta",0
2011-08-23,"Schroederia judayi","Schroederia","Chlorophyta",102.78
2011-08-23,"Schroederia judayi","Schroederia","Cryptophyta",0
2011-08-23,"Schroederia judayi","Schroederia","Cyanophyta",0
2011-08-23,"Schroederia judayi","Schroederia","Euglenophyta",0
2011-08-23,"Schroederia judayi","Schroederia","Miscellaneous",0
2011-08-23,"Schroederia judayi","Schroederia","NA",0
2011-08-23,"Schroederia judayi","Schroederia","Total",0
2011-08-23,"Schroederia judayi","Schroederia","Bacillariophyta",0
2011-08-23,"Schroederia judayi","Schroederia","Chrysophyta",0
2011-08-23,"Schroederia judayi","Schroederia","Pyrrhophyta",0
2011-08-23,"Schroederia judayi","Schroederia","Haptophyta",0
2011-08-23,"Sphaerocystis schroeteri","Sphaerocystis","Chlorophyta",22573.4021
2011-08-23,"Sphaerocystis schroeteri","Sphaerocystis","Cryptophyta",0
2011-08-23,"Sphaerocystis schroeteri","Sphaerocystis","Cyanophyta",0
2011-08-23,"Sphaerocystis schroeteri","Sphaerocystis","Euglenophyta",0
2011-08-23,"Sphaerocystis schroeteri","Sphaerocystis","Miscellaneous",0
2011-08-23,"Sphaerocystis schroeteri","Sphaerocystis","NA",0
2011-08-23,"Sphaerocystis schroeteri","Sphaerocystis","Total",0
2011-08-23,"Sphaerocystis schroeteri","Sphaerocystis","Bacillariophyta",0
2011-08-23,"Sphaerocystis schroeteri","Sphaerocystis","Chrysophyta",0
2011-08-23,"Sphaerocystis schroeteri","Sphaerocystis","Pyrrhophyta",0
2011-08-23,"Sphaerocystis schroeteri","Sphaerocystis","Haptophyta",0
2011-08-23,"Chrysophyceae","NA","Chlorophyta",0
2011-08-23,"Chrysophyceae","NA","Cryptophyta",0
2011-08-23,"Chrysophyceae","NA","Cyanophyta",0
2011-08-23,"Chrysophyceae","NA","Euglenophyta",0
2011-08-23,"Chrysophyceae","NA","Miscellaneous",0
2011-08-23,"Chrysophyceae","NA","NA",0
2011-08-23,"Chrysophyceae","NA","Total",0
2011-08-23,"Chrysophyceae","NA","Bacillariophyta",0
2011-08-23,"Chrysophyceae","NA","Chrysophyta",35533.475
