sampledate,wtemp,o2,o2sat,cond,frlight,chlor.int,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,year4frac,year,chlor.surf,avsnow,totice,whiteice,blueice,light,ice.off,ice.on,iceduration,ice.pres,Genus,CellBioVol
11/10/97,7.08,9.49,83.16,88.62,0.12,2,4.72,7.38,7.98,638.89,8.59,8.72,3.3,3.42,2.13,NA,24.03,43.49,47.3,3.49,9,2712.31,2521.43,2508.57,0.09,4.99,2.44,10.19,2.88,2.52,0.67,0.01,0,1997.858,1997,1.8,0,0,0,0,105.6,4/28/97,12/22/97,154,0,Gloeocapsa,0
11/10/97,7.08,9.49,83.16,88.62,0.12,2,4.72,7.38,7.98,638.89,8.59,8.72,3.3,3.42,2.13,NA,24.03,43.49,47.3,3.49,9,2712.31,2521.43,2508.57,0.09,4.99,2.44,10.19,2.88,2.52,0.67,0.01,0,1997.858,1997,1.8,0,0,0,0,105.6,4/28/97,12/22/97,154,0,Total,128833.4606
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Limnothrix,8588.297462
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Microcystis,3150.144814
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Peanut,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Lindavia,44.42277385
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Other,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Cyclostephanos,94.247
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Naked Dinoflagellate,126063.7207
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Cryptomonad,14642.655
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Cf. Komvophoron / Trichormus,2885.351783
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Cf. Planktolyngabia,1570.796327
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Cocconeis,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Rhoicosphenia,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Armored Dinoflagellate,18372.12657
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Sellaphora,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Diatoma mesodon,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Navicula,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Dinobryon,2068.174
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Elakatothrix,5.195218
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Nostoc,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Cyanobacteria,4887.09592
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Fragilaria,5911.945
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Asterionella,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Merismopedia,564
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Cf. Cavinula,131.95
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Diploneis,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Encyonema,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Planothidium,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Hippodonta,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Cf. Coelosphaerium,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Tetraedron victoriae,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Placoneis,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Epithemia,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Asterocapsa,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Euglena,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Flagellated Green,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Tabellaria,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Aulacoseira,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Stephanodiscus,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Pseudostaurosira,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Stauroforma,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Achnanthidium,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Segmented Green,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Gomphoneis,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Mallomonas,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Synura,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Nitzschia,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Cyclotella,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Discostella,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Anabaena,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Chroococcus,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Planktolyngabia,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Staurosira,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Chroococcus cf. kidneys,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Cosmarium,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Planktothrix,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Small Chroococcus,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Long thin rod,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Aphanothece bacilloidea,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Gloeocapsa,0
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Cf. Komvophoron / Trichormus,127.1510955
2/23/98,3.27,10.96,86.88,93.13,0.24,2.15,0.44,7.29,7.85,670.14,10.67,9.49,3.41,3.18,73.52,NA,160.66,389.01,352.29,6.29,14.57,3158.98,3023.56,2938.36,0,5.06,2.49,10.16,2.85,2.45,0.7,0.75,0.15,1998.145,1998,0.7,0,35,11,24,148,4/8/98,12/22/98,107,1,Total,189107.2736
4/20/98,6.46,11.74,101.29,88,0.15,NA,NA,7.47,7.98,619.5,8.45,8.64,3.23,3.04,9.3,NA,10.44,241.68,279.28,6.34,9.63,2623.2,2448.65,2448.17,0.1,5.23,2.55,9.78,2.83,2.47,0.67,0,0,1998.299,1998,NA,0,0,0,0,1083,4/8/98,12/22/98,107,0,Limnothrix,293.4241
4/20/98,6.46,11.74,101.29,88,0.15,NA,NA,7.47,7.98,619.5,8.45,8.64,3.23,3.04,9.3,NA,10.44,241.68,279.28,6.34,9.63,2623.2,2448.65,2448.17,0.1,5.23,2.55,9.78,2.83,2.47,0.67,0,0,1998.299,1998,NA,0,0,0,0,1083,4/8/98,12/22/98,107,0,Microcystis,0
4/20/98,6.46,11.74,101.29,88,0.15,NA,NA,7.47,7.98,619.5,8.45,8.64,3.23,3.04,9.3,NA,10.44,241.68,279.28,6.34,9.63,2623.2,2448.65,2448.17,0.1,5.23,2.55,9.78,2.83,2.47,0.67,0,0,1998.299,1998,NA,0,0,0,0,1083,4/8/98,12/22/98,107,0,Peanut,169.9702
4/20/98,6.46,11.74,101.29,88,0.15,NA,NA,7.47,7.98,619.5,8.45,8.64,3.23,3.04,9.3,NA,10.44,241.68,279.28,6.34,9.63,2623.2,2448.65,2448.17,0.1,5.23,2.55,9.78,2.83,2.47,0.67,0,0,1998.299,1998,NA,0,0,0,0,1083,4/8/98,12/22/98,107,0,Lindavia,0
4/20/98,6.46,11.74,101.29,88,0.15,NA,NA,7.47,7.98,619.5,8.45,8.64,3.23,3.04,9.3,NA,10.44,241.68,279.28,6.34,9.63,2623.2,2448.65,2448.17,0.1,5.23,2.55,9.78,2.83,2.47,0.67,0,0,1998.299,1998,NA,0,0,0,0,1083,4/8/98,12/22/98,107,0,Other,0
4/20/98,6.46,11.74,101.29,88,0.15,NA,NA,7.47,7.98,619.5,8.45,8.64,3.23,3.04,9.3,NA,10.44,241.68,279.28,6.34,9.63,2623.2,2448.65,2448.17,0.1,5.23,2.55,9.78,2.83,2.47,0.67,0,0,1998.299,1998,NA,0,0,0,0,1083,4/8/98,12/22/98,107,0,Cyclostephanos,0
4/20/98,6.46,11.74,101.29,88,0.15,NA,NA,7.47,7.98,619.5,8.45,8.64,3.23,3.04,9.3,NA,10.44,241.68,279.28,6.34,9.63,2623.2,2448.65,2448.17,0.1,5.23,2.55,9.78,2.83,2.47,0.67,0,0,1998.299,1998,NA,0,0,0,0,1083,4/8/98,12/22/98,107,0,Naked Dinoflagellate,84042.48
4/20/98,6.46,11.74,101.29,88,0.15,NA,NA,7.47,7.98,619.5,8.45,8.64,3.23,3.04,9.3,NA,10.44,241.68,279.28,6.34,9.63,2623.2,2448.65,2448.17,0.1,5.23,2.55,9.78,2.83,2.47,0.67,0,0,1998.299,1998,NA,0,0,0,0,1083,4/8/98,12/22/98,107,0,Cryptomonad,21280.66
4/20/98,6.46,11.74,101.29,88,0.15,NA,NA,7.47,7.98,619.5,8.45,8.64,3.23,3.04,9.3,NA,10.44,241.68,279.28,6.34,9.63,2623.2,2448.65,2448.17,0.1,5.23,2.55,9.78,2.83,2.47,0.67,0,0,1998.299,1998,NA,0,0,0,0,1083,4/8/98,12/22/98,107,0,Cf. Komvophoron / Trichormus,58.68512
4/20/98,6.46,11.74,101.29,88,0.15,NA,NA,7.47,7.98,619.5,8.45,8.64,3.23,3.04,9.3,NA,10.44,241.68,279.28,6.34,9.63,2623.2,2448.65,2448.17,0.1,5.23,2.55,9.78,2.83,2.47,0.67,0,0,1998.299,1998,NA,0,0,0,0,1083,4/8/98,12/22/98,107,0,Cf. Planktolyngabia,628.3185
4/20/98,6.46,11.74,101.29,88,0.15,NA,NA,7.47,7.98,619.5,8.45,8.64,3.23,3.04,9.3,NA,10.44,241.68,279.28,6.34,9.63,2623.2,2448.65,2448.17,0.1,5.23,2.55,9.78,2.83,2.47,0.67,0,0,1998.299,1998,NA,0,0,0,0,1083,4/8/98,12/22/98,107,0,Cocconeis,0
