lakeid,year4,sampledate,division,taxa_name,relative_total_biovolume,genus,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc
SP,2011,2/14/11,Chlorophyta,Chlorococcaceae,3.242352,,1,22.7192,22.7192,1445.3366,0.00144534
SP,2011,2/14/11,Chlorophyta,Chlamydomonas ,3.76058,Chlamydomonas,1,22.7192,22.7192,1676.3503,0.00167635
SP,2011,2/14/11,Chlorophyta,Schroederia judayi,0.480338,Schroederia,1,11.3596,11.3596,214.1243,0.00021412
SP,2011,2/14/11,Chrysophyta,Chrysophyceae,28.985934,,1,1431.312,1431.312,12921.0258,0.01292103
SP,2011,2/14/11,Chrysophyta,Dinobryon ,2.00144,Dinobryon,1,11.3596,11.3596,892.1822,0.00089218
SP,2011,2/14/11,Chrysophyta,Dinobryon sociale,3.29922,Dinobryon,16,0.6857,10.9719,1470.6851,0.00147069
SP,2011,2/14/11,Chrysophyta,Uroglena ,2.00144,Uroglena,1,11.3596,11.3596,892.1822,0.00089218
SP,2011,2/14/11,Cryptophyta,Cryptomonas erosa,23.056652,Cryptomonas,1,11.3596,11.3596,10277.9412,0.01027794
SP,2011,2/14/11,Cryptophyta,Rhodomonas minuta,7.205212,Rhodomonas,1,34.0789,34.0789,3211.8573,0.00321186
SP,2011,2/14/11,Cryptophyta,Rhodomonas minuta,2.561843,Rhodomonas,1,34.0789,34.0789,1141.9927,0.00114199
SP,2011,2/14/11,Cyanophyta,Planktothrix agardhii,3.711609,Planktothrix,48,0.6857,32.9156,1654.5208,0.00165452
SP,2011,2/14/11,Cyanophyta,Pseudanabaena galeata,4.803475,Pseudanabaena,20,11.3596,227.1924,2141.2382,0.00214124
SP,2011,2/14/11,Cyanophyta,Synechocystis ,0.090069,Synechocystis,1,22.7192,22.7192,40.1472,4.02E-05
SP,2011,2/14/11,Haptophyta,Chrysochromulina parva,4.624144,Chrysochromulina,1,68.1577,68.1577,2061.3005,0.0020613
SP,2011,2/14/11,Total,Total,100.000005,Total,98,5240.8986,5501.9904,44576.8978,0.0445769
SP,2011,5/3/11,Bacillariophyta,Cyclostephanos damasii,9.871579,Cyclostephanos,1,9.0877,9.0877,49334.117,0.04933412
SP,2011,5/3/11,Bacillariophyta,Cyclotella hakanssoniae,0.487009,Cyclotella,1,36.3508,36.3508,2433.8738,0.00243387
SP,2011,5/3/11,Bacillariophyta,Cyclotella sp. 1,0.611439,Cyclotella,1,45.4385,45.4385,3055.7239,0.00305572
SP,2011,5/3/11,Bacillariophyta,Fragilaria filiformis,6.422642,Fragilaria,1,109.0523,109.0523,32097.7356,0.03209774
SP,2011,5/3/11,Bacillariophyta,Nitzschia gracilis,0.28278,Nitzschia,1,9.0877,9.0877,1413.2166,0.00141322
SP,2011,5/3/11,Bacillariophyta,Synedra ulna,8.728393,Synedra,1,9.0877,9.0877,43620.9366,0.04362094
SP,2011,5/3/11,Bacillariophyta,Ulnaria ulna,2.135719,Ulnaria,1,0.5486,0.5486,10673.4464,0.01067345
SP,2011,5/3/11,Chlorophyta,Chlorococcaceae,0.443053,,1,36.3508,36.3508,2214.1987,0.0022142
SP,2011,5/3/11,Chlorophyta,Chlamydomonas ,3.104672,Chlamydomonas,1,36.3508,36.3508,15515.8836,0.01551588
SP,2011,5/3/11,Chlorophyta,Monomastix minuta,0.007618,Monomastix,1,9.0877,9.0877,38.0665,3.81E-05
SP,2011,5/3/11,Chlorophyta,Mucidosphaerium pulchellum,0.012514,Mucidosphaerium,4,9.0877,36.3508,62.5352,6.25E-05
SP,2011,5/3/11,Chlorophyta,Schroederia judayi,0.205657,Schroederia,1,36.3508,36.3508,1027.7929,0.00102779
SP,2011,5/3/11,Chrysophyta,Chrysophyceae,1.77288,,1,981.4711,981.4711,8860.132,0.00886013
SP,2011,5/3/11,Chrysophyta,Chrysophyceae,3.701955,,1,118.14,118.14,18500.8597,0.01850086
SP,2011,5/3/11,Chrysophyta,Chrysolykos skujai,0.148532,Chrysolykos,1,118.14,118.14,742.2975,0.0007423
SP,2011,5/3/11,Chrysophyta,Dinobryon ,6.934785,Dinobryon,1,72.7016,72.7016,34657.2195,0.03465722
SP,2011,5/3/11,Chrysophyta,Dinobryon cylindricum,0.238031,Dinobryon,1,9.0877,9.0877,1189.5766,0.00118958
SP,2011,5/3/11,Chrysophyta,Dinobryon cyst,1.590878,Dinobryon,1,9.0877,9.0877,7950.5582,0.00795056
SP,2011,5/3/11,Chrysophyta,Dinobryon sociale,0.029428,Dinobryon,2,0.5486,1.0972,147.0685,0.00014707
SP,2011,5/3/11,Chrysophyta,Mallomonas ,1.706198,Mallomonas,1,18.1754,18.1754,8526.8844,0.00852688
SP,2011,5/3/11,Chrysophyta,Polygoniochloris circularis,0.567161,Polygoniochloris,1,9.0877,9.0877,2834.443,0.00283444
SP,2011,5/3/11,Cryptophyta,Cryptomonas erosa,32.279083,Cryptomonas,1,172.6662,172.6662,161317.6692,0.16131767
SP,2011,5/3/11,Cryptophyta,Rhodomonas minuta,3.534267,Rhodomonas,1,527.0863,527.0863,17662.8206,0.01766282
SP,2011,5/3/11,Cryptophyta,Rhodomonas minuta,0.514146,Rhodomonas,1,27.2631,27.2631,2569.4858,0.00256949
SP,2011,5/3/11,Cyanophyta,Aphanocapsa delicatissima,0.011426,Aphanocapsa,6,18.1754,109.0523,57.0998,5.71E-05
SP,2011,5/3/11,Cyanophyta,Chroococcus limneticus,0.411316,Chroococcus,4,9.0877,36.3508,2055.5885,0.00205559
SP,2011,5/3/11,Cyanophyta,Planktothrix agardhii,0.827659,Planktothrix,37.5,2.1944,82.2891,4136.3019,0.0041363
SP,2011,5/3/11,Haptophyta,Chrysochromulina parva,8.249176,Chrysochromulina,1,1363.1543,1363.1543,41226.0109,0.04122601
SP,2011,5/3/11,Miscellaneous,Miscellaneous,3.707554,,1,272.6309,272.6309,18528.838,0.01852884
SP,2011,5/3/11,Pyrrhophyta,Gymnodinium sp. 2,1.462456,Gymnodinium,1,18.1754,18.1754,7308.7588,0.00730876
SP,2011,5/3/11,Total,Total,100.000006,Total,78.5,4092.7546,4318.801,499759.1397,0.49975916
SP,2011,6/3/11,Bacillariophyta,Asterionella formosa,1.111458,Asterionella,1,27.2631,27.2631,9814.7107,0.00981471
SP,2011,6/3/11,Bacillariophyta,Cyclostephanos damasii,5.586798,Cyclostephanos,1,9.0877,9.0877,49334.117,0.04933412
SP,2011,6/3/11,Bacillariophyta,Cyclotella hakanssoniae,0.206717,Cyclotella,1,27.2631,27.2631,1825.4053,0.00182541
SP,2011,6/3/11,Bacillariophyta,Fragilaria crotonensis,1.169156,Fragilaria,9.6774,0.5309,5.1377,10324.2095,0.01032421
SP,2011,6/3/11,Bacillariophyta,Fragilaria delicatissima,0.205826,Fragilaria,1,9.0877,9.0877,1817.539,0.00181754
SP,2011,6/3/11,Bacillariophyta,Fragilaria filiformis,10.12631,Fragilaria,1,354.4201,354.4201,89420.1938,0.08942019
SP,2011,6/3/11,Bacillariophyta,Navicula ,0.349175,Navicula,1,9.0877,9.0877,3083.3823,0.00308338
SP,2011,6/3/11,Bacillariophyta,Tabellaria flocculosa,0.480968,Tabellaria,1,0.5309,0.5309,4247.18,0.00424718
SP,2011,6/3/11,Bacillariophyta,Ulnaria ulna,7.249152,Ulnaria,1,1.5927,1.5927,64013.4962,0.0640135
SP,2011,6/3/11,Chlorophyta,Chlamydomonas ,1.766049,Chlamydomonas,1,27.2631,27.2631,15595.0628,0.01559506
SP,2011,6/3/11,Chlorophyta,Monomastix minuta,0.004311,Monomastix,1,9.0877,9.0877,38.0665,3.81E-05
SP,2011,6/3/11,Chlorophyta,Schroederia judayi,0.017244,Schroederia,1,9.0877,9.0877,152.2661,0.00015227
SP,2011,6/3/11,Chrysophyta,Chrysophyceae,0.043068,,1,81.7893,81.7893,380.3119,0.00038031
SP,2011,6/3/11,Chrysophyta,Chrysophyceae,0.535792,,1,45.4385,45.4385,4731.2995,0.0047313
SP,2011,6/3/11,Chrysophyta,Dinobryon ,1.123682,Dinobryon,1,72.7016,72.7016,9922.6508,0.00992265
SP,2011,6/3/11,Chrysophyta,Dinobryon bavaricum,0.603512,Dinobryon,1,63.6139,63.6139,5329.3025,0.0053293
SP,2011,6/3/11,Chrysophyta,Dinobryon bavaricum,1.207025,Dinobryon,2.5,63.6139,159.0347,10658.605,0.01065861
SP,2011,6/3/11,Chrysophyta,Dinobryon sociale,0.043108,Dinobryon,1,9.0877,9.0877,380.6645,0.00038066
SP,2011,6/3/11,Chrysophyta,Kephyrion petasatum,0.135791,Kephyrion,1,63.6139,63.6139,1199.0959,0.0011991
SP,2011,6/3/11,Chrysophyta,Mallomonas ,3.764766,Mallomonas,1,36.3508,36.3508,33244.6972,0.0332447
SP,2011,6/3/11,Cryptophyta,Cryptomonas erosa,52.401448,Cryptomonas,1,463.4725,463.4725,462730.0153,0.46273002
SP,2011,6/3/11,Cryptophyta,Rhodomonas minuta,1.379456,Rhodomonas,1,363.5078,363.5078,12181.2556,0.01218126
SP,2011,6/3/11,Cryptophyta,Rhodomonas minuta,0.29098,Rhodomonas,1,27.2631,27.2631,2569.4858,0.00256949
SP,2011,6/3/11,Cyanophyta,Aphanocapsa delicatissima,0.019399,Aphanocapsa,36,9.0877,327.157,171.2994,0.0001713
SP,2011,6/3/11,Cyanophyta,Aphanocapsa parasitica,0.013472,Aphanocapsa,25,9.0877,227.1924,118.9579,0.00011896
SP,2011,6/3/11,Cyanophyta,Merismopedia warmingiana,0.001617,Merismopedia,12,9.0877,109.0523,14.275,1.43E-05
SP,2011,6/3/11,Cyanophyta,Planktothrix agardhii,1.810537,Planktothrix,35,9.0877,318.0693,15987.9084,0.01598791
SP,2011,6/3/11,Cyanophyta,Synechocystis ,0.001819,Synechocystis,1,9.0877,9.0877,16.0589,1.61E-05
SP,2011,6/3/11,Haptophyta,Chrysochromulina parva,2.334302,Chrysochromulina,1,681.5771,681.5771,20613.0055,0.02061301
SP,2011,6/3/11,Pyrrhophyta,Gymnodinium sp. 2,0.517296,Gymnodinium,1,27.2631,27.2631,4567.9736,0.00456797
SP,2011,6/3/11,Pyrrhophyta,Peridinium ,0.206919,Peridinium,1,9.0877,9.0877,1827.1893,0.00182719
SP,2011,6/3/11,Pyrrhophyta,Peridinium bipes,3.15901,Peridinium,1,0.5309,0.5309,27895.5758,0.02789558
SP,2011,6/3/11,Pyrrhophyta,Peridinium inconspicuum,2.133846,Peridinium,1,9.0877,9.0877,18842.8924,0.01884289
SP,2011,6/3/11,Total,Total,100.000009,Total,147.1774,2547.7404,3592.8882,883048.1494,0.88304819
SP,2011,7/26/11,Bacillariophyta,Cyclostephanos damasii,7.471237,Cyclostephanos,1,9.0877,9.0877,28549.8367,0.02854984
SP,2011,7/26/11,Bacillariophyta,Cyclotella hakanssoniae,2.820126,Cyclotella,1,118.14,118.14,10776.5451,0.01077655
SP,2011,7/26/11,Bacillariophyta,Fragilaria crotonensis,7.44483,Fragilaria,8.6022,1.6458,14.1573,28448.9329,0.02844893
SP,2011,7/26/11,Bacillariophyta,Fragilaria delicatissima,16.609127,Fragilaria,1,81.7893,81.7893,63468.4628,0.06346846
SP,2011,7/26/11,Bacillariophyta,Fragilaria filiformis,10.023981,Fragilaria,1,136.3154,136.3154,38304.635,0.03830464
SP,2011,7/26/11,Bacillariophyta,Tabellaria flocculosa,1.984602,Tabellaria,4,1.0972,4.3888,7583.7645,0.00758376
SP,2011,7/26/11,Bacillariophyta,Urosolenia longiseta,10.758579,Urosolenia,1,18.1754,18.1754,41111.764,0.04111176
SP,2011,7/26/11,Chlorophyta,Chlorococcaceae,0.152537,,1,63.6139,63.6139,582.8939,0.00058289
SP,2011,7/26/11,Chlorophyta,Chlamydomonas ,2.126418,Chlamydomonas,1,118.14,118.14,8125.6835,0.00812568
SP,2011,7/26/11,Chlorophyta,Monomastix astigmata,0.049808,Monomastix,1,9.0877,9.0877,190.3327,0.00019033
SP,2011,7/26/11,Chlorophyta,Monomastix minuta,0.049808,Monomastix,1,9.0877,9.0877,190.3327,0.00019033
SP,2011,7/26/11,Chlorophyta,Monoraphidium capricornutum,0.03715,Monoraphidium,1,18.1754,18.1754,141.9643,0.00014196
SP,2011,7/26/11,Chlorophyta,Monoraphidium griffithii,0.05977,Monoraphidium,1,9.0877,9.0877,228.3983,0.0002284
SP,2011,7/26/11,Chlorophyta,Oocystis parva,2.301141,Oocystis,1.3333,27.2631,36.3499,8793.3483,0.00879335
SP,2011,7/26/11,Chlorophyta,Scenedesmus bijuga,0.037356,Scenedesmus,3,9.0877,27.2631,142.7495,0.00014275
SP,2011,7/26/11,Chlorophyta,Schroederia judayi,0.071724,Schroederia,1,27.2631,27.2631,274.0785,0.00027408
SP,2011,7/26/11,Chrysophyta,Chrysophyceae,0.776019,,1,172.6662,172.6662,2965.404,0.0029654
SP,2011,7/26/11,Chrysophyta,Chrysophyceae,0.298255,,1,27.2631,27.2631,1139.7197,0.00113972
SP,2011,7/26/11,Chrysophyta,Chrysococcus minutus,0.359616,Chrysococcus,1,45.4385,45.4385,1374.2004,0.0013742
SP,2011,7/26/11,Chrysophyta,Dinobryon ,0.186782,Dinobryon,1,9.0877,9.0877,713.7458,0.00071375
SP,2011,7/26/11,Chrysophyta,Kephyrion petasatum,0.071923,Kephyrion,1,9.0877,9.0877,274.8401,0.00027484
SP,2011,7/26/11,Chrysophyta,Mallomonas ,4.78209,Mallomonas,1,18.1754,18.1754,18273.7991,0.0182738
SP,2011,7/26/11,Cryptophyta,Chroomonas ,0.398466,Chroomonas,1,45.4385,45.4385,1522.657,0.00152266
SP,2011,7/26/11,Cryptophyta,Cryptomonas erosa,15.58201,Cryptomonas,1,109.0523,109.0523,59543.5382,0.05954354
SP,2011,7/26/11,Cryptophyta,Rhodomonas minuta,3.426805,Rhodomonas,1,390.7709,390.7709,13094.8498,0.01309485
SP,2011,7/26/11,Cryptophyta,Rhodomonas minuta,1.793096,Rhodomonas,1,72.7016,72.7016,6851.9622,0.00685196
SP,2011,7/26/11,Cyanophyta,Planktothrix agardhii,8.4933,Planktothrix,28.4,36.3508,1032.3622,32455.4527,0.03245545
SP,2011,7/26/11,Cyanophyta,Synechococcus elongatus,0.007471,Synechococcus,1,18.1754,18.1754,28.5499,2.86E-05
SP,2011,7/26/11,Haptophyta,Chrysochromulina parva,1.078847,Chrysochromulina,1,136.3154,136.3154,4122.6011,0.0041226
SP,2011,7/26/11,Pyrrhophyta,Peridinium inconspicuum,0.747123,Peridinium,1,9.0877,9.0877,2854.9839,0.00285498
SP,2011,7/26/11,Total,Total,99.999997,Total,70.3355,1756.6683,2795.745,382130.0266,0.38213001
SP,2011,8/22/11,,Rhodospirillum rubrum,0.050726,Rhodospirillum,1,579.3406,579.3406,455.0141,0.00045501
SP,2011,8/22/11,Bacillariophyta,Cyclotella hakanssoniae,1.320363,Cyclotella,1,170.3943,170.3943,11843.7148,0.01184371
SP,2011,8/22/11,Bacillariophyta,Cyclotella sp. 1,0.497312,Cyclotella,1,11.3596,11.3596,4460.9121,0.00446091
SP,2011,8/22/11,Bacillariophyta,Fragilaria crotonensis,0.686153,Fragilaria,4.8387,0.6857,3.3181,6154.8172,0.00615482
SP,2011,8/22/11,Bacillariophyta,Fragilaria delicatissima,72.944351,Fragilaria,1,272.6309,272.6309,654314.0496,0.65431405
SP,2011,8/22/11,Bacillariophyta,Fragilaria filiformis,0.965626,Fragilaria,1,11.3596,11.3596,8661.7094,0.00866171
SP,2011,8/22/11,Bacillariophyta,Synedra ulna,2.165536,Synedra,1,11.3596,11.3596,19424.9483,0.01942495
SP,2011,8/22/11,Chlorophyta,Chlorococcaceae,0.460975,,1,45.4385,45.4385,4134.9694,0.00413497
SP,2011,8/22/11,Chlorophyta,Chlamydomonas ,1.010539,Chlamydomonas,1,56.7981,56.7981,9064.584,0.00906458
SP,2011,8/22/11,Chlorophyta,Cosmarium ,0.169749,Cosmarium,1,22.7192,22.7192,1522.657,0.00152266
SP,2011,8/22/11,Chlorophyta,Crucigenia rectangularis,0.331541,Crucigenia,4,11.3596,45.4385,2973.9414,0.00297394
SP,2011,8/22/11,Chlorophyta,Monoraphidium capricornutum,0.009892,Monoraphidium,1,11.3596,11.3596,88.7277,8.87E-05
SP,2011,8/22/11,Chlorophyta,Monoraphidium griffithii,0.063656,Monoraphidium,1,34.0789,34.0789,570.9981,0.000571
SP,2011,8/22/11,Chlorophyta,Oocystis parva,0.344471,Oocystis,1.4,56.7981,79.5173,3089.9243,0.00308992
SP,2011,8/22/11,Chlorophyta,Schroederia judayi,0.112193,Schroederia,1,34.0789,34.0789,1006.3827,0.00100638
SP,2011,8/22/11,Chlorophyta,Sphaerocystis schroeteri,0.143226,Sphaerocystis,8,11.3596,90.877,1284.7422,0.00128474
SP,2011,8/22/11,Chrysophyta,Chrysophyceae,0.133837,,1,11.3596,11.3596,1200.5209,0.00120052
SP,2011,8/22/11,Chrysophyta,Chrysophyceae,0.031194,,1,68.1577,68.1577,279.8147,0.00027981
SP,2011,8/22/11,Chrysophyta,Dinobryon ,0.165771,Dinobryon,1,11.3596,11.3596,1486.9707,0.00148697
SP,2011,8/22/11,Chrysophyta,Mallomonas ,1.527743,Mallomonas,1,11.3596,11.3596,13703.9216,0.01370392
SP,2011,8/22/11,Cryptophyta,Cryptomonas erosa,0.509247,Cryptomonas,1,22.7192,22.7192,4567.9731,0.00456797
SP,2011,8/22/11,Cryptophyta,Rhodomonas minuta,0.297061,Rhodomonas,1,79.5173,79.5173,2664.6497,0.00266465
SP,2011,8/22/11,Cryptophyta,Rhodomonas minuta,0.23871,Rhodomonas,1,22.7192,22.7192,2141.2382,0.00214124
SP,2011,8/22/11,Cyanophyta,Aphanocapsa elachista,0.093992,Aphanocapsa,21,22.7192,477.104,843.1132,0.00084311
SP,2011,8/22/11,Cyanophyta,Aphanothece nidulans,0.596774,Aphanothece,150,34.0789,5111.8285,5353.0932,0.00535309
SP,2011,8/22/11,Cyanophyta,Dolichospermum circinale,0.341471,Dolichospermum,17,0.6857,11.6576,3063.0143,0.00306301
SP,2011,8/22/11,Cyanophyta,Planktothrix agardhii,8.235489,Planktothrix,61.3333,56.7981,3483.6146,73872.7037,0.0738727
SP,2011,8/22/11,Cyanophyta,Pseudanabaena limnetica,1.425546,Pseudanabaena,22.75,79.5173,1809.0193,12787.2061,0.01278721
SP,2011,8/22/11,Euglenophyta,Trachelomonas volvocina,1.145807,Trachelomonas,1,11.3596,11.3596,10277.9412,0.01027794
SP,2011,8/22/11,Haptophyta,Chrysochromulina parva,3.217176,Chrysochromulina,1,954.208,954.208,28858.2076,0.02885821
SP,2011,8/22/11,Pyrrhophyta,Gymnodinium sp. 2,0.763871,Gymnodinium,1,11.3596,11.3596,6851.9608,0.00685196
SP,2011,8/22/11,Total,Total,99.999998,Total,312.322,2739.0394,13577.4121,897004.4213,0.89700439
SP,2011,11/15/11,Bacillariophyta,Cyclostephanos tholiformis,1.625033,Cyclostephanos,1,11.3596,11.3596,4460.9121,0.00446091
SP,2011,11/15/11,Bacillariophyta,Cyclotella atomus,8.112157,Cyclotella,1,886.0503,886.0503,22268.8358,0.02226884
SP,2011,11/15/11,Bacillariophyta,Cyclotella ocellata,1.625033,Cyclotella,1,11.3596,11.3596,4460.9121,0.00446091
SP,2011,11/15/11,Bacillariophyta,Cymatopleura solea,10.447036,Cymatopleura,1,0.6857,0.6857,28678.3598,0.02867836
SP,2011,11/15/11,Bacillariophyta,Lindavia intermedia,3.214472,Lindavia,1,0.6857,0.6857,8824.1107,0.00882411
SP,2011,11/15/11,Bacillariophyta,Nitzschia ,2.009046,Nitzschia,1,0.6857,0.6857,5515.0692,0.00551507
SP,2011,11/15/11,Chlorophyta,Chlorococcaceae,0.138668,,1,11.3596,11.3596,380.6642,0.00038066
SP,2011,11/15/11,Chlorophyta,Chlamydomonas ,8.654367,Chlamydomonas,1,11.3596,11.3596,23757.2707,0.02375727
SP,2011,11/15/11,Chlorophyta,Monomastix minuta,0.156004,Monomastix,1,45.4385,45.4385,428.2485,0.00042825
SP,2011,11/15/11,Chlorophyta,Monoraphidium arcuatum,0.255497,Monoraphidium,1,22.7192,22.7192,701.3724,0.00070137
SP,2011,11/15/11,Chlorophyta,Monoraphidium capricornutum,0.16161,Monoraphidium,1,56.7981,56.7981,443.6386,0.00044364
SP,2011,11/15/11,Chlorophyta,Scenedesmus serratus,0.277339,Scenedesmus,4,22.7192,90.877,761.3285,0.00076133
SP,2011,11/15/11,Chlorophyta,Schroederia judayi,0.187205,Schroederia,1,22.7192,22.7192,513.8978,0.0005139
SP,2011,11/15/11,Chrysophyta,Chrysophyceae,0.057724,,1,11.3596,11.3596,158.4587,0.00015846
SP,2011,11/15/11,Chrysophyta,Dinobryon ,0.650012,Dinobryon,1,22.7192,22.7192,1784.3644,0.00178436
SP,2011,11/15/11,Chrysophyta,Dinobryon bavaricum,1.300027,Dinobryon,2,11.3596,22.7192,3568.7299,0.00356873
SP,2011,11/15/11,Chrysophyta,Kephyrion planctonicum,0.078,Kephyrion,1,11.3596,11.3596,214.1243,0.00021412
SP,2011,11/15/11,Chrysophyta,Mallomonas ,9.984207,Mallomonas,1,22.7192,22.7192,27407.8433,0.02740784
SP,2011,11/15/11,Chrysophyta,Mallomonas akrokomas,0.346673,Mallomonas,1,11.3596,11.3596,951.6612,0.00095166
SP,2011,11/15/11,Cryptophyta,Cryptomonas erosa,39.936833,Cryptomonas,1,68.1577,68.1577,109631.3686,0.10963137
SP,2011,11/15/11,Cryptophyta,Cryptomonas lucens,0.390009,Cryptomonas,1,11.3596,11.3596,1070.6191,0.00107062
SP,2011,11/15/11,Cryptophyta,Rhodomonas minuta,3.744074,Rhodomonas,1,306.7097,306.7097,10277.9344,0.01027793
SP,2011,11/15/11,Cryptophyta,Rhodomonas minuta,1.560034,Rhodomonas,1,45.4385,45.4385,4282.4764,0.00428248
SP,2011,11/15/11,Cyanophyta,Aphanocapsa delicatissima,0.069334,Aphanocapsa,16,22.7192,363.5078,190.3327,0.00019033
SP,2011,11/15/11,Cyanophyta,Planktothrix agardhii,0.797612,Planktothrix,52.2523,2.0572,107.4949,2189.5376,0.00218954
SP,2011,11/15/11,Cyanophyta,Synechococcus elongatus,0.169005,Synechococcus,1,295.3501,295.3501,463.9359,0.00046394
SP,2011,11/15/11,Cyanophyta,Synechocystis ,0.043874,Synechocystis,1,68.1577,68.1577,120.4415,0.00012044
SP,2011,11/15/11,Haptophyta,Chrysochromulina parva,2.878436,Chrysochromulina,1,261.2712,261.2712,7901.6521,0.00790165
SP,2011,11/15/11,Miscellaneous,Miscellaneous,0.437329,,1,11.3596,11.3596,1200.5209,0.00120052
SP,2011,11/15/11,Pyrrhophyta,Gymnodinium sp. 3,0.693347,Gymnodinium,1,11.3596,11.3596,1903.3223,0.00190332
SP,2011,11/15/11,Total,Total,99.999997,Total,100.2523,2298.7569,2824.5006,274511.9437,0.27451193
SP,2012,2/21/12,,Rhodospirillum rubrum,0.014936,Rhodospirillum,1,10.5865,10.5865,8.3147,8.31E-06
SP,2012,2/21/12,Bacillariophyta,Cyclotella atomus,27.815971,Cyclotella,1,508.1543,508.1543,15476.3464,0.01547635
SP,2012,2/21/12,Bacillariophyta,Fragilaria delicatissima,1.046634,Fragilaria,1,0.6391,0.6391,582.3291,0.00058233
SP,2012,2/21/12,Bacillariophyta,Fragilaria filiformis,0.362034,Fragilaria,1,1.2781,1.2781,201.4282,0.00020143
SP,2012,2/21/12,Bacillariophyta,Lindavia intermedia,1.847556,Lindavia,1,0.6391,0.6391,1027.9489,0.00102795
SP,2012,2/21/12,Chlorophyta,Chlorococcaceae,0.079693,,1,10.5865,10.5865,44.3449,4.43E-05
SP,2012,2/21/12,Chlorophyta,Monomastix minuta,0.398502,Monomastix,1,10.5865,10.5865,221.7246,0.00022172
SP,2012,2/21/12,Chlorophyta,Monoraphidium capricornutum,0.297241,Monoraphidium,1,21.1731,21.1731,165.3788,0.00016538
SP,2012,2/21/12,Chlorophyta,Mucidosphaerium pulchellum,0.130935,Mucidosphaerium,4,10.5865,42.3462,72.8492,7.29E-05
SP,2012,2/21/12,Chlorophyta,Scenedesmus bijuga,0.308852,Scenedesmus,2,10.5865,21.1731,171.8366,0.00017184
SP,2012,2/21/12,Chrysophyta,Chrysophyceae,0.989929,,1,63.5193,63.5193,550.7821,0.00055078
SP,2012,2/21/12,Chrysophyta,Chrysocapsaceae,2.151951,,1,10.5865,10.5865,1197.3099,0.00119731
SP,2012,2/21/12,Cryptophyta,Rhodomonas minuta,15.302752,Rhodomonas,1,254.0771,254.0771,8514.201,0.0085142
SP,2012,2/21/12,Cryptophyta,Rhodomonas minuta,10.759753,Rhodomonas,1,63.5193,63.5193,5986.5528,0.00598655
SP,2012,2/21/12,Cyanophyta,Aphanocapsa delicatissima,2.510624,Aphanocapsa,7,381.1157,2667.8099,1396.8653,0.00139687
SP,2012,2/21/12,Cyanophyta,Cyanogranis ferruginea,0.229536,Cyanogranis,6,52.9327,317.5964,127.7108,0.00012771
SP,2012,2/21/12,Cyanophyta,Merismopedia warmingiana,0.17434,Merismopedia,10,74.1058,741.0583,97.0045,9.70E-05
SP,2012,2/21/12,Cyanophyta,Planktothrix agardhii,4.618882,Planktothrix,40,1.2781,51.126,2569.8723,0.00256987
SP,2012,2/21/12,Cyanophyta,Synechococcus elongatus,0.119558,Synechococcus,1,42.3462,42.3462,66.5174,6.65E-05
SP,2012,2/21/12,Cyanophyta,Synechocystis ,8.405837,Synechocystis,1,2646.6368,2646.6368,4676.8719,0.00467687
SP,2012,2/21/12,Euglenophyta,Euglena ,2.422933,Euglena,1,21.1731,21.1731,1348.0825,0.00134808
SP,2012,2/21/12,Haptophyta,Chrysochromulina parva,8.056276,Chrysochromulina,1,148.2117,148.2117,4482.3801,0.00448238
SP,2012,2/21/12,Pyrrhophyta,Gymnodinium sp. 2,11.955277,Gymnodinium,1,21.1731,21.1731,6651.7246,0.00665172
SP,2012,2/21/12,Total,Total,100.000002,Total,86,4365.4916,7675.9962,55638.3766,0.05563836
SP,2012,4/2/12,Bacillariophyta,Cyclotella atomus,9.028047,Cyclotella,1,868.0969,868.0969,21817.6184,0.02181762
SP,2012,4/2/12,Bacillariophyta,Cyclotella sp. 1,1.252371,Cyclotella,1,21.1731,21.1731,3026.5351,0.00302654
SP,2012,4/2/12,Bacillariophyta,Fragilaria filiformis,0.394261,Fragilaria,1,10.5865,10.5865,952.7893,0.00095279
SP,2012,4/2/12,Bacillariophyta,Lindavia intermedia,0.425362,Lindavia,1,0.6391,0.6391,1027.9489,0.00102795
SP,2012,4/2/12,Bacillariophyta,Navicula ,0.31902,Navicula,1,0.6391,0.6391,770.9617,0.00077096
SP,2012,4/2/12,Bacillariophyta,Nitzschia gracilis,1.651473,Nitzschia,1,10.5865,10.5865,3991.0341,0.00399103
SP,2012,4/2/12,Bacillariophyta,Stephanodiscus parvus,0.371581,Stephanodiscus,1,10.5865,10.5865,897.9827,0.00089798
SP,2012,4/2/12,Bacillariophyta,Tabellaria flocculosa,0.913927,Tabellaria,1,0.6391,0.6391,2208.6426,0.00220864
SP,2012,4/2/12,Chlorophyta,Chlorococcaceae,0.626181,,1,63.5193,63.5193,1513.2644,0.00151326
SP,2012,4/2/12,Chlorophyta,Chlorococcaceae,0.073399,,1,42.3462,42.3462,177.3797,0.00017738
SP,2012,4/2/12,Chlorophyta,Chlamydomonas ,7.695781,Chlamydomonas,1,148.2117,148.2117,18597.9995,0.018598
SP,2012,4/2/12,Chlorophyta,Monomastix minuta,0.041289,Monomastix,1,10.5865,10.5865,99.7761,9.98E-05
SP,2012,4/2/12,Chlorophyta,Monoraphidium capricornutum,0.034217,Monoraphidium,1,10.5865,10.5865,82.6894,8.27E-05
