"sampledate","Aphanothece bacilloidea","Genus","CellBioVol"
1998-11-12,0,"Cf. Cavinula",0
1998-11-12,0,"Merismopedia",0
1998-11-12,0,"Diploneis",0
1998-11-12,0,"Encyonema",0
1998-11-12,0,"Planothidium",0
1998-11-12,0,"Cf. Coelosphaerium",585.7554
1998-11-12,0,"Hippodonta",315.7300617
1998-11-12,0,"Epithemia",0
1998-11-12,0,"Euglena",0
1998-11-12,0,"Placoneis",0
1998-11-12,0,"Tetraedron victoriae",0
1998-11-12,0,"Flagellated Green",0
1998-11-12,0,"Aulacoseira",0
1998-11-12,0,"Pseudostaurosira",0
1998-11-12,0,"Stauroforma",0
1998-11-12,0,"Stephanodiscus",0
1998-11-12,0,"Tabellaria",0
1998-11-12,0,"Achnanthidium",0
1998-11-12,0,"Segmented Green",0
1998-11-12,0,"Gomphoneis",0
1998-11-12,0,"Gloeocapsa",0
1998-11-12,0,"Mallomonas",0
1998-11-12,0,"Cyclotella",0
1998-11-12,0,"Nitzschia",0
1998-11-12,0,"Synura",0
1998-11-12,0,"Discostella",0
1998-11-12,0,"Anabaena",0
1998-11-12,0,"Chroococcus",0
1998-11-12,0,"Planktolyngabia",0
1998-11-12,0,"Staurosira",0
1998-11-12,0,"Chroococcus cf. kidneys",0
1998-11-12,0,"Cosmarium",0
1998-11-12,0,"Planktothrix",0
1998-11-12,0,"Small Chroococcus",0
1998-11-12,0,"Long thin rod",0
1999-02-23,0,"Cf. Komvophoron / Trichormus",0
1999-02-23,0,"Cryptomonad",3123.7664
1999-02-23,0,"Cyclostephanos",94.247
1999-02-23,0,"Limnothrix",919.771673
1999-02-23,0,"Lindavia",44.42277385
1999-02-23,0,"Microcystis",637.6044613
1999-02-23,0,"Naked Dinoflagellate",63031.86033
1999-02-23,0,"Peanut",0
1999-02-23,0,"TotalBiovolume",83274.68798
1999-02-23,0,"NA",0
1999-02-23,0,"Armored Dinoflagellate",6124.042189
1999-02-23,0,"Cf. Planktolyngabia",0
1999-02-23,0,"Cocconeis",5189.832525
1999-02-23,0,"Rhoicosphenia",0
1999-02-23,0,"Diatoma mesodon",3180.862562
1999-02-23,0,"Dinobryon",0
1999-02-23,0,"Elakatothrix",44.159353
1999-02-23,0,"Navicula",0
1999-02-23,0,"Sellaphora",0
1999-02-23,0,"Asterionella",0
1999-02-23,0,"Asterocapsa",0
1999-02-23,0,"Cyanobacteria",261.80871
1999-02-23,0,"Fragilaria",622.31
1999-02-23,0,"Nostoc",0
1999-02-23,0,"Cf. Cavinula",0
1999-02-23,0,"Merismopedia",0
1999-02-23,0,"Diploneis",0
1999-02-23,0,"Encyonema",0
1999-02-23,0,"Planothidium",0
1999-02-23,0,"Cf. Coelosphaerium",0
1999-02-23,0,"Hippodonta",0
1999-02-23,0,"Epithemia",0
1999-02-23,0,"Euglena",0
1999-02-23,0,"Placoneis",0
1999-02-23,0,"Tetraedron victoriae",0
1999-02-23,0,"Flagellated Green",0
1999-02-23,0,"Aulacoseira",0
1999-02-23,0,"Pseudostaurosira",0
1999-02-23,0,"Stauroforma",0
1999-02-23,0,"Stephanodiscus",0
1999-02-23,0,"Tabellaria",0
1999-02-23,0,"Achnanthidium",0
1999-02-23,0,"Segmented Green",0
1999-02-23,0,"Gomphoneis",0
1999-02-23,0,"Gloeocapsa",0
1999-02-23,0,"Mallomonas",0
1999-02-23,0,"Cyclotella",0
1999-02-23,0,"Nitzschia",0
1999-02-23,0,"Synura",0
1999-02-23,0,"Discostella",0
1999-02-23,0,"Anabaena",0
1999-02-23,0,"Chroococcus",0
1999-02-23,0,"Planktolyngabia",0
1999-02-23,0,"Staurosira",0
1999-02-23,0,"Chroococcus cf. kidneys",0
1999-02-23,0,"Cosmarium",0
1999-02-23,0,"Planktothrix",0
1999-02-23,0,"Small Chroococcus",0
1999-02-23,0,"Long thin rod",0
1999-05-04,0,"Cf. Komvophoron / Trichormus",39.123414
1999-05-04,0,"Cryptomonad",14056.9488
1999-05-04,0,"Cyclostephanos",0
1999-05-04,0,"Limnothrix",0
1999-05-04,0,"Lindavia",0
1999-05-04,0,"Microcystis",296.7070265
1999-05-04,0,"Naked Dinoflagellate",105053.1006
1999-05-04,0,"Peanut",0
1999-05-04,0,"TotalBiovolume",227305.348
1999-05-04,0,"NA",9272.136234
1999-05-04,0,"Armored Dinoflagellate",16622.40023
1999-05-04,0,"Cf. Planktolyngabia",0
1999-05-04,0,"Cocconeis",2900.200529
1999-05-04,0,"Rhoicosphenia",0
1999-05-04,0,"Diatoma mesodon",0
1999-05-04,0,"Dinobryon",4136.348
1999-05-04,0,"Elakatothrix",10.390436
1999-05-04,0,"Navicula",0
1999-05-04,0,"Sellaphora",0
1999-05-04,0,"Asterionella",545.5867498
1999-05-04,0,"Asterocapsa",3879.43376
1999-05-04,0,"Cyanobacteria",174.53914
1999-05-04,0,"Fragilaria",39205.53
1999-05-04,0,"Nostoc",0
1999-05-04,0,"Cf. Cavinula",0
1999-05-04,0,"Merismopedia",0
1999-05-04,0,"Diploneis",0
1999-05-04,0,"Encyonema",0
1999-05-04,0,"Planothidium",0
1999-05-04,0,"Cf. Coelosphaerium",0
1999-05-04,0,"Hippodonta",0
1999-05-04,0,"Epithemia",252.8982086
1999-05-04,0,"Euglena",29571.152
1999-05-04,0,"Placoneis",910.8753375
1999-05-04,0,"Tetraedron victoriae",377.9776
1999-05-04,0,"Flagellated Green",0
1999-05-04,0,"Aulacoseira",0
1999-05-04,0,"Pseudostaurosira",0
1999-05-04,0,"Stauroforma",0
1999-05-04,0,"Stephanodiscus",0
1999-05-04,0,"Tabellaria",0
1999-05-04,0,"Achnanthidium",0
1999-05-04,0,"Segmented Green",0
1999-05-04,0,"Gomphoneis",0
1999-05-04,0,"Gloeocapsa",0
1999-05-04,0,"Mallomonas",0
1999-05-04,0,"Cyclotella",0
1999-05-04,0,"Nitzschia",0
1999-05-04,0,"Synura",0
1999-05-04,0,"Discostella",0
1999-05-04,0,"Anabaena",0
1999-05-04,0,"Chroococcus",0
1999-05-04,0,"Planktolyngabia",0
1999-05-04,0,"Staurosira",0
1999-05-04,0,"Chroococcus cf. kidneys",0
1999-05-04,0,"Cosmarium",0
1999-05-04,0,"Planktothrix",0
1999-05-04,0,"Small Chroococcus",0
1999-05-04,0,"Long thin rod",0
1999-07-01,0,"Cf. Komvophoron / Trichormus",0
1999-07-01,0,"Cryptomonad",4099.9434
1999-07-01,0,"Cyclostephanos",0
1999-07-01,0,"Limnothrix",28.213855
1999-07-01,0,"Lindavia",0
1999-07-01,0,"Microcystis",0
1999-07-01,0,"Naked Dinoflagellate",21010.62011
1999-07-01,0,"Peanut",0
1999-07-01,0,"TotalBiovolume",74952.73654
1999-07-01,0,"NA",4636.068117
1999-07-01,0,"Armored Dinoflagellate",6124.042189
1999-07-01,0,"Cf. Planktolyngabia",3455.751919
1999-07-01,0,"Cocconeis",2594.916263
1999-07-01,0,"Rhoicosphenia",0
1999-07-01,0,"Diatoma mesodon",0
1999-07-01,0,"Dinobryon",11374.957
1999-07-01,0,"Elakatothrix",449.386357
1999-07-01,0,"Navicula",0
1999-07-01,0,"Sellaphora",0
1999-07-01,0,"Asterionella",5455.867498
1999-07-01,0,"Asterocapsa",3879.43376
1999-07-01,0,"Cyanobacteria",2443.54796
1999-07-01,0,"Fragilaria",1396.31312
1999-07-01,0,"Nostoc",0
1999-07-01,0,"Cf. Cavinula",0
1999-07-01,0,"Merismopedia",0
1999-07-01,0,"Diploneis",0
1999-07-01,0,"Encyonema",0
1999-07-01,0,"Planothidium",0
1999-07-01,0,"Cf. Coelosphaerium",0
1999-07-01,0,"Hippodonta",0
1999-07-01,0,"Epithemia",0
1999-07-01,0,"Euglena",7392.788
1999-07-01,0,"Placoneis",0
1999-07-01,0,"Tetraedron victoriae",0
1999-07-01,0,"Flagellated Green",610.88699
1999-07-01,0,"Aulacoseira",0
1999-07-01,0,"Pseudostaurosira",0
1999-07-01,0,"Stauroforma",0
1999-07-01,0,"Stephanodiscus",0
1999-07-01,0,"Tabellaria",0
1999-07-01,0,"Achnanthidium",0
1999-07-01,0,"Segmented Green",0
1999-07-01,0,"Gomphoneis",0
1999-07-01,0,"Gloeocapsa",0
1999-07-01,0,"Mallomonas",0
1999-07-01,0,"Cyclotella",0
1999-07-01,0,"Nitzschia",0
1999-07-01,0,"Synura",0
1999-07-01,0,"Discostella",0
1999-07-01,0,"Anabaena",0
1999-07-01,0,"Chroococcus",0
1999-07-01,0,"Planktolyngabia",0
1999-07-01,0,"Staurosira",0
1999-07-01,0,"Chroococcus cf. kidneys",0
1999-07-01,0,"Cosmarium",0
1999-07-01,0,"Planktothrix",0
1999-07-01,0,"Small Chroococcus",0
1999-07-01,0,"Long thin rod",0
1999-08-23,0,"Cf. Komvophoron / Trichormus",39.123414
1999-08-23,0,"Cryptomonad",5857.062
1999-08-23,0,"Cyclostephanos",0
1999-08-23,0,"Limnothrix",0
1999-08-23,0,"Lindavia",6171.8498774
1999-08-23,0,"Microcystis",0
1999-08-23,0,"Naked Dinoflagellate",7003.540037
1999-08-23,0,"Peanut",0
1999-08-23,0,"TotalBiovolume",58570.67871
1999-08-23,0,"NA",0
1999-08-23,0,"Armored Dinoflagellate",2624.589509
1999-08-23,0,"Cf. Planktolyngabia",942.4777962
1999-08-23,0,"Cocconeis",2442.27413
1999-08-23,0,"Rhoicosphenia",0
1999-08-23,0,"Diatoma mesodon",0
1999-08-23,0,"Dinobryon",0
1999-08-23,0,"Elakatothrix",628.621378
1999-08-23,0,"Navicula",186.6048309
1999-08-23,0,"Sellaphora",0
1999-08-23,0,"Asterionella",1091.1735
1999-08-23,0,"Asterocapsa",3879.43376
1999-08-23,0,"Cyanobacteria",1745.3914
1999-08-23,0,"Fragilaria",3422.705
1999-08-23,0,"Nostoc",0
1999-08-23,0,"Cf. Cavinula",0
1999-08-23,0,"Merismopedia",0
1999-08-23,0,"Diploneis",0
1999-08-23,0,"Encyonema",47.63282781
1999-08-23,0,"Planothidium",126.6690158
1999-08-23,0,"Cf. Coelosphaerium",41.002878
1999-08-23,0,"Hippodonta",0
1999-08-23,0,"Epithemia",0
1999-08-23,0,"Euglena",7392.788
1999-08-23,0,"Placoneis",910.8753375
1999-08-23,0,"Tetraedron victoriae",0
1999-08-23,0,"Flagellated Green",0
1999-08-23,0,"Aulacoseira",9049.825498
1999-08-23,0,"Pseudostaurosira",24.6745923
1999-08-23,0,"Stauroforma",321.6205479
1999-08-23,0,"Stephanodiscus",308.907465
1999-08-23,0,"Tabellaria",4311.835917
1999-08-23,0,"Achnanthidium",0
1999-08-23,0,"Segmented Green",0
1999-08-23,0,"Gomphoneis",0
1999-08-23,0,"Gloeocapsa",0
1999-08-23,0,"Mallomonas",0
1999-08-23,0,"Cyclotella",0
1999-08-23,0,"Nitzschia",0
1999-08-23,0,"Synura",0
1999-08-23,0,"Discostella",0
1999-08-23,0,"Anabaena",0
1999-08-23,0,"Chroococcus",0
1999-08-23,0,"Planktolyngabia",0
1999-08-23,0,"Staurosira",0
1999-08-23,0,"Chroococcus cf. kidneys",0
1999-08-23,0,"Cosmarium",0
1999-08-23,0,"Planktothrix",0
1999-08-23,0,"Small Chroococcus",0
1999-08-23,0,"Long thin rod",0
1999-11-10,0,"Cf. Komvophoron / Trichormus",0
1999-11-10,0,"Cryptomonad",4295.1788
1999-11-10,0,"Cyclostephanos",0
1999-11-10,0,"Limnothrix",0
1999-11-10,0,"Lindavia",791.6813485
1999-11-10,0,"Microcystis",0
1999-11-10,0,"Naked Dinoflagellate",0
1999-11-10,0,"Peanut",764.8659
1999-11-10,0,"TotalBiovolume",29393.12457
1999-11-10,0,"NA",3090.712078
1999-11-10,0,"Armored Dinoflagellate",2624.589509
1999-11-10,0,"Cf. Planktolyngabia",0
1999-11-10,0,"Cocconeis",305.2842662
1999-11-10,0,"Rhoicosphenia",0
1999-11-10,0,"Diatoma mesodon",0
1999-11-10,0,"Dinobryon",0
1999-11-10,0,"Elakatothrix",0
1999-11-10,0,"Navicula",0
1999-11-10,0,"Sellaphora",0
1999-11-10,0,"Asterionella",0
1999-11-10,0,"Asterocapsa",0
1999-11-10,0,"Cyanobacteria",0
1999-11-10,0,"Fragilaria",2800.395
1999-11-10,0,"Nostoc",0
1999-11-10,0,"Cf. Cavinula",0
1999-11-10,0,"Merismopedia",0
1999-11-10,0,"Diploneis",0
1999-11-10,0,"Encyonema",0
1999-11-10,0,"Planothidium",0
1999-11-10,0,"Cf. Coelosphaerium",0
1999-11-10,0,"Hippodonta",0
1999-11-10,0,"Epithemia",0
1999-11-10,0,"Euglena",0
1999-11-10,0,"Placoneis",0
1999-11-10,0,"Tetraedron victoriae",0
1999-11-10,0,"Flagellated Green",0
1999-11-10,0,"Aulacoseira",0
1999-11-10,0,"Pseudostaurosira",0
1999-11-10,0,"Stauroforma",0
1999-11-10,0,"Stephanodiscus",154.4537325
1999-11-10,0,"Tabellaria",0
1999-11-10,0,"Achnanthidium",48.55233271
1999-11-10,0,"Segmented Green",14517.4116
1999-11-10,0,"Gomphoneis",0
1999-11-10,0,"Gloeocapsa",0
1999-11-10,0,"Mallomonas",0
1999-11-10,0,"Cyclotella",0
1999-11-10,0,"Nitzschia",0
1999-11-10,0,"Synura",0
1999-11-10,0,"Discostella",0
1999-11-10,0,"Anabaena",0
1999-11-10,0,"Chroococcus",0
1999-11-10,0,"Planktolyngabia",0
1999-11-10,0,"Staurosira",0
1999-11-10,0,"Chroococcus cf. kidneys",0
1999-11-10,0,"Cosmarium",0
1999-11-10,0,"Planktothrix",0
1999-11-10,0,"Small Chroococcus",0
1999-11-10,0,"Long thin rod",0
2000-02-22,0,"Cf. Komvophoron / Trichormus",0
2000-02-22,0,"Cryptomonad",1757.1186
2000-02-22,0,"Cyclostephanos",0
2000-02-22,0,"Limnothrix",0
2000-02-22,0,"Lindavia",0
2000-02-22,0,"Microcystis",0
2000-02-22,0,"Naked Dinoflagellate",7003.540037
2000-02-22,0,"Peanut",0
2000-02-22,0,"TotalBiovolume",19235.34559
2000-02-22,0,"NA",1545.356039
2000-02-22,0,"Armored Dinoflagellate",4374.315849
2000-02-22,0,"Cf. Planktolyngabia",0
2000-02-22,0,"Cocconeis",1984.34773
2000-02-22,0,"Rhoicosphenia",0
2000-02-22,0,"Diatoma mesodon",0
2000-02-22,0,"Dinobryon",0
2000-02-22,0,"Elakatothrix",0
2000-02-22,0,"Navicula",0
2000-02-22,0,"Sellaphora",0
2000-02-22,0,"Asterionella",0
2000-02-22,0,"Asterocapsa",0
2000-02-22,0,"Cyanobacteria",0
2000-02-22,0,"Fragilaria",0
2000-02-22,0,"Nostoc",0
2000-02-22,0,"Cf. Cavinula",0
2000-02-22,0,"Merismopedia",0
2000-02-22,0,"Diploneis",0
2000-02-22,0,"Encyonema",0
2000-02-22,0,"Planothidium",0
2000-02-22,0,"Cf. Coelosphaerium",0
2000-02-22,0,"Hippodonta",0
2000-02-22,0,"Epithemia",0
2000-02-22,0,"Euglena",0
2000-02-22,0,"Placoneis",0
2000-02-22,0,"Tetraedron victoriae",0
2000-02-22,0,"Flagellated Green",872.6957
2000-02-22,0,"Aulacoseira",0
2000-02-22,0,"Pseudostaurosira",0
2000-02-22,0,"Stauroforma",0
2000-02-22,0,"Stephanodiscus",154.4537325
2000-02-22,0,"Tabellaria",0
2000-02-22,0,"Achnanthidium",0
2000-02-22,0,"Segmented Green",1543.5179
2000-02-22,0,"Gomphoneis",0
2000-02-22,0,"Gloeocapsa",0
2000-02-22,0,"Mallomonas",0
2000-02-22,0,"Cyclotella",0
2000-02-22,0,"Nitzschia",0
2000-02-22,0,"Synura",0
2000-02-22,0,"Discostella",0
2000-02-22,0,"Anabaena",0
2000-02-22,0,"Chroococcus",0
2000-02-22,0,"Planktolyngabia",0
2000-02-22,0,"Staurosira",0
2000-02-22,0,"Chroococcus cf. kidneys",0
2000-02-22,0,"Cosmarium",0
2000-02-22,0,"Planktothrix",0
2000-02-22,0,"Small Chroococcus",0
2000-02-22,0,"Long thin rod",0
2000-04-06,0,"Cf. Komvophoron / Trichormus",0
2000-04-06,0,"Cryptomonad",9371.2992
2000-04-06,0,"Cyclostephanos",0
2000-04-06,0,"Limnothrix",0
2000-04-06,0,"Lindavia",113.0973355
2000-04-06,0,"Microcystis",0
2000-04-06,0,"Naked Dinoflagellate",35017.70019
2000-04-06,0,"Peanut",84.9851
2000-04-06,0,"TotalBiovolume",128642.492
2000-04-06,0,"NA",0
2000-04-06,0,"Armored Dinoflagellate",10498.35804
2000-04-06,0,"Cf. Planktolyngabia",0
2000-04-06,0,"Cocconeis",610.5685324
2000-04-06,0,"Rhoicosphenia",0
2000-04-06,0,"Diatoma mesodon",0
2000-04-06,0,"Dinobryon",14477.218
2000-04-06,0,"Elakatothrix",2.597609
2000-04-06,0,"Navicula",0
2000-04-06,0,"Sellaphora",240
2000-04-06,0,"Asterionella",14185.25549
2000-04-06,0,"Asterocapsa",3879.43376
2000-04-06,0,"Cyanobacteria",872.6957
2000-04-06,0,"Fragilaria",4045.015
2000-04-06,0,"Nostoc",0
2000-04-06,0,"Cf. Cavinula",0
2000-04-06,0,"Merismopedia",0
2000-04-06,0,"Diploneis",0
2000-04-06,0,"Encyonema",0
2000-04-06,0,"Planothidium",0
2000-04-06,0,"Cf. Coelosphaerium",27.335252
2000-04-06,0,"Hippodonta",0
2000-04-06,0,"Epithemia",0
2000-04-06,0,"Euglena",29571.152
2000-04-06,0,"Placoneis",0
2000-04-06,0,"Tetraedron victoriae",188.9888
2000-04-06,0,"Flagellated Green",1047.23484
2000-04-06,0,"Aulacoseira",0
2000-04-06,0,"Pseudostaurosira",0
2000-04-06,0,"Stauroforma",0
2000-04-06,0,"Stephanodiscus",154.4537325
2000-04-06,0,"Tabellaria",0
2000-04-06,0,"Achnanthidium",0
2000-04-06,0,"Segmented Green",4255.1034
2000-04-06,0,"Gomphoneis",0
2000-04-06,0,"Gloeocapsa",0
2000-04-06,0,"Mallomonas",0
2000-04-06,0,"Cyclotella",0
2000-04-06,0,"Nitzschia",0
2000-04-06,0,"Synura",0
2000-04-06,0,"Discostella",0
2000-04-06,0,"Anabaena",0
2000-04-06,0,"Chroococcus",0
2000-04-06,0,"Planktolyngabia",0
2000-04-06,0,"Staurosira",0
2000-04-06,0,"Chroococcus cf. kidneys",0
2000-04-06,0,"Cosmarium",0
2000-04-06,0,"Planktothrix",0
2000-04-06,0,"Small Chroococcus",0
2000-04-06,0,"Long thin rod",0
2000-05-30,0,"Cf. Komvophoron / Trichormus",0
2000-05-30,0,"Cryptomonad",4295.1788
2000-05-30,0,"Cyclostephanos",0
2000-05-30,0,"Limnothrix",0
2000-05-30,0,"Lindavia",113.0973355
2000-05-30,0,"Microcystis",0
2000-05-30,0,"Naked Dinoflagellate",35017.70019
2000-05-30,0,"Peanut",3059.4636
2000-05-30,0,"TotalBiovolume",306599.4631
2000-05-30,0,"NA",0
2000-05-30,0,"Armored Dinoflagellate",3499.452679
2000-05-30,0,"Cf. Planktolyngabia",314.1592654
2000-05-30,0,"Cocconeis",610.5685324
2000-05-30,0,"Rhoicosphenia",0
2000-05-30,0,"Diatoma mesodon",0
2000-05-30,0,"Dinobryon",240942.271
2000-05-30,0,"Elakatothrix",0
2000-05-30,0,"Navicula",0
2000-05-30,0,"Sellaphora",0
2000-05-30,0,"Asterionella",11457.32175
2000-05-30,0,"Asterocapsa",0
2000-05-30,0,"Cyanobacteria",610.88699
2000-05-30,0,"Fragilaria",3733.86
2000-05-30,0,"Nostoc",0
2000-05-30,0,"Cf. Cavinula",0
2000-05-30,0,"Merismopedia",0
2000-05-30,0,"Diploneis",0
2000-05-30,0,"Encyonema",0
2000-05-30,0,"Planothidium",0
2000-05-30,0,"Cf. Coelosphaerium",0
2000-05-30,0,"Hippodonta",0
2000-05-30,0,"Epithemia",0
2000-05-30,0,"Euglena",0
2000-05-30,0,"Placoneis",1821.750675
2000-05-30,0,"Tetraedron victoriae",0
2000-05-30,0,"Flagellated Green",349.07828
2000-05-30,0,"Aulacoseira",0
2000-05-30,0,"Pseudostaurosira",0
2000-05-30,0,"Stauroforma",107.2068493
2000-05-30,0,"Stephanodiscus",0
2000-05-30,0,"Tabellaria",0
2000-05-30,0,"Achnanthidium",0
2000-05-30,0,"Segmented Green",667.4672
2000-05-30,0,"Gomphoneis",0
2000-05-30,0,"Gloeocapsa",0
2000-05-30,0,"Mallomonas",0
2000-05-30,0,"Cyclotella",0
2000-05-30,0,"Nitzschia",0
2000-05-30,0,"Synura",0
2000-05-30,0,"Discostella",0
2000-05-30,0,"Anabaena",0
2000-05-30,0,"Chroococcus",0
2000-05-30,0,"Planktolyngabia",0
2000-05-30,0,"Staurosira",0
2000-05-30,0,"Chroococcus cf. kidneys",0
2000-05-30,0,"Cosmarium",0
2000-05-30,0,"Planktothrix",0
2000-05-30,0,"Small Chroococcus",0
2000-05-30,0,"Long thin rod",0
2000-07-26,0,"Cf. Komvophoron / Trichormus",0
2000-07-26,0,"Cryptomonad",4880.885
2000-07-26,0,"Cyclostephanos",0
2000-07-26,0,"Limnothrix",0
2000-07-26,0,"Lindavia",6672.742795
2000-07-26,0,"Microcystis",123.1018514
2000-07-26,0,"Naked Dinoflagellate",42021.24022
2000-07-26,0,"Peanut",679.8808
2000-07-26,0,"TotalBiovolume",77778.75809
2000-07-26,0,"NA",0
2000-07-26,0,"Armored Dinoflagellate",0
2000-07-26,0,"Cf. Planktolyngabia",628.3185308
2000-07-26,0,"Cocconeis",0
2000-07-26,0,"Rhoicosphenia",0
2000-07-26,0,"Diatoma mesodon",0
2000-07-26,0,"Dinobryon",9306.783
2000-07-26,0,"Elakatothrix",72.733052
2000-07-26,0,"Navicula",0
2000-07-26,0,"Sellaphora",0
2000-07-26,0,"Asterionella",0
2000-07-26,0,"Asterocapsa",0
2000-07-26,0,"Cyanobacteria",0
2000-07-26,0,"Fragilaria",7156.565
2000-07-26,0,"Nostoc",0
2000-07-26,0,"Cf. Cavinula",0
2000-07-26,0,"Merismopedia",0
2000-07-26,0,"Diploneis",0
2000-07-26,0,"Encyonema",0
2000-07-26,0,"Planothidium",0
2000-07-26,0,"Cf. Coelosphaerium",0
2000-07-26,0,"Hippodonta",0
2000-07-26,0,"Epithemia",0
2000-07-26,0,"Euglena",0
2000-07-26,0,"Placoneis",0
2000-07-26,0,"Tetraedron victoriae",0
2000-07-26,0,"Flagellated Green",261.80871
2000-07-26,0,"Aulacoseira",0
2000-07-26,0,"Pseudostaurosira",0
2000-07-26,0,"Stauroforma",3752.239726
2000-07-26,0,"Stephanodiscus",0
2000-07-26,0,"Tabellaria",0
2000-07-26,0,"Achnanthidium",0
2000-07-26,0,"Segmented Green",500.6004
2000-07-26,0,"Gomphoneis",1721.859
2000-07-26,0,"Gloeocapsa",0
2000-07-26,0,"Mallomonas",0
2000-07-26,0,"Cyclotella",0
2000-07-26,0,"Nitzschia",0
2000-07-26,0,"Synura",0
2000-07-26,0,"Discostella",0
2000-07-26,0,"Anabaena",0
2000-07-26,0,"Chroococcus",0
2000-07-26,0,"Planktolyngabia",0
2000-07-26,0,"Staurosira",0
2000-07-26,0,"Chroococcus cf. kidneys",0
2000-07-26,0,"Cosmarium",0
2000-07-26,0,"Planktothrix",0
2000-07-26,0,"Small Chroococcus",0
2000-07-26,0,"Long thin rod",0
2000-08-21,0,"Cf. Komvophoron / Trichormus",0
2000-08-21,0,"Cryptomonad",5466.5912
2000-08-21,0,"Cyclostephanos",0
2000-08-21,0,"Limnothrix",16.928313
2000-08-21,0,"Lindavia",4184.601414
2000-08-21,0,"Microcystis",0
2000-08-21,0,"Naked Dinoflagellate",21010.62011
2000-08-21,0,"Peanut",594.8957
2000-08-21,0,"TotalBiovolume",76589.00186
2000-08-21,0,"NA",0
2000-08-21,0,"Armored Dinoflagellate",874.8631698
2000-08-21,0,"Cf. Planktolyngabia",0
2000-08-21,0,"Cocconeis",305.2842662
2000-08-21,0,"Rhoicosphenia",0
2000-08-21,0,"Diatoma mesodon",0
2000-08-21,0,"Dinobryon",29988.523
2000-08-21,0,"Elakatothrix",12.988045
2000-08-21,0,"Navicula",0
2000-08-21,0,"Sellaphora",0
2000-08-21,0,"Asterionella",1091.1735
2000-08-21,0,"Asterocapsa",3879.43376
2000-08-21,0,"Cyanobacteria",2530.81753
2000-08-21,0,"Fragilaria",1244.62
2000-08-21,0,"Nostoc",0
2000-08-21,0,"Cf. Cavinula",0
2000-08-21,0,"Merismopedia",0
2000-08-21,0,"Diploneis",0
2000-08-21,0,"Encyonema",0
2000-08-21,0,"Planothidium",0
2000-08-21,0,"Cf. Coelosphaerium",62.480576
2000-08-21,0,"Hippodonta",0
2000-08-21,0,"Epithemia",0
2000-08-21,0,"Euglena",0
2000-08-21,0,"Placoneis",0
2000-08-21,0,"Tetraedron victoriae",0
2000-08-21,0,"Flagellated Green",610.88699
2000-08-21,0,"Aulacoseira",624.1258964
2000-08-21,0,"Pseudostaurosira",24.6745923
2000-08-21,0,"Stauroforma",643.2410958
2000-08-21,0,"Stephanodiscus",0
2000-08-21,0,"Tabellaria",0
2000-08-21,0,"Achnanthidium",0
2000-08-21,0,"Segmented Green",3045.3191
2000-08-21,0,"Gomphoneis",0
2000-08-21,0,"Gloeocapsa",333.7336
2000-08-21,0,"Mallomonas",43.2
2000-08-21,0,"Cyclotella",0
2000-08-21,0,"Nitzschia",0
2000-08-21,0,"Synura",0
2000-08-21,0,"Discostella",0
2000-08-21,0,"Anabaena",0
2000-08-21,0,"Chroococcus",0
2000-08-21,0,"Planktolyngabia",0
2000-08-21,0,"Staurosira",0
2000-08-21,0,"Chroococcus cf. kidneys",0
2000-08-21,0,"Cosmarium",0
2000-08-21,0,"Planktothrix",0
2000-08-21,0,"Small Chroococcus",0
2000-08-21,0,"Long thin rod",0
2000-11-16,0,"Cf. Komvophoron / Trichormus",0
2000-11-16,0,"Cryptomonad",6442.7682
2000-11-16,0,"Cyclostephanos",950.7757895
2000-11-16,0,"Limnothrix",0
2000-11-16,0,"Lindavia",58942.959
2000-11-16,0,"Microcystis",0
2000-11-16,0,"Naked Dinoflagellate",7003.540037
2000-11-16,0,"Peanut",5269.0762
2000-11-16,0,"TotalBiovolume",95748.80998
2000-11-16,0,"NA",0
2000-11-16,0,"Armored Dinoflagellate",0
2000-11-16,0,"Cf. Planktolyngabia",314.1592654
2000-11-16,0,"Cocconeis",0
2000-11-16,0,"Rhoicosphenia",0
2000-11-16,0,"Diatoma mesodon",0
2000-11-16,0,"Dinobryon",5600.79
2000-11-16,0,"Elakatothrix",2.597609
2000-11-16,0,"Navicula",0
2000-11-16,0,"Sellaphora",0
2000-11-16,0,"Asterionella",6001.454248
2000-11-16,0,"Asterocapsa",0
2000-11-16,0,"Cyanobacteria",698.15656
2000-11-16,0,"Fragilaria",311.155
2000-11-16,0,"Nostoc",0
2000-11-16,0,"Cf. Cavinula",0
2000-11-16,0,"Merismopedia",0
2000-11-16,0,"Diploneis",0
2000-11-16,0,"Encyonema",0
2000-11-16,0,"Planothidium",0
2000-11-16,0,"Cf. Coelosphaerium",0
2000-11-16,0,"Hippodonta",0
2000-11-16,0,"Epithemia",0
2000-11-16,0,"Euglena",0
2000-11-16,0,"Placoneis",0
2000-11-16,0,"Tetraedron victoriae",0
2000-11-16,0,"Flagellated Green",1396.31312
2000-11-16,0,"Aulacoseira",312.0629482
2000-11-16,0,"Pseudostaurosira",0
2000-11-16,0,"Stauroforma",0
2000-11-16,0,"Stephanodiscus",0
2000-11-16,0,"Tabellaria",0
2000-11-16,0,"Achnanthidium",0
2000-11-16,0,"Segmented Green",2503.002
2000-11-16,0,"Gomphoneis",0
2000-11-16,0,"Gloeocapsa",0
2000-11-16,0,"Mallomonas",0
