sampledate,wtemp,o2,o2sat,cond,frlight,chlor.int,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,chlor.surf,avsnow,totice,whiteice,blueice,division,biovolume,Season,,
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Pyrrhophyta,7308.7588,1,,
5/3/11,5.29,10.63,89.02,108,0.1,3.97,0.6,7.48,7.87,712.47,8.6,8.76,2.61,2.47,23.65,NA,30.72,213.67,237.54,3.11,9.65,4169.3,NA,NA,0.08,8.9,2.57,12.05,3.38,3.27,0.72,0.05,0,4.1,0,0,0,0,Total,499759.1397,1,,
5/16/11,7.96,10.45,93.8,NA,0.12,3.56,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3.3,0,0,0,0,NA,NA,NA,,
6/3/11,11.07,9.92,96.31,NA,0.12,5.85,0.64,7.56,8.01,NA,8.5,8.63,2.69,2.64,2.7,NA,6.44,155.71,219.19,0.63,6.41,3658.81,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0,0,0,0,Bacillariophyta,233880.2338,1,,233880.2338
6/3/11,11.07,9.92,96.31,NA,0.12,5.85,0.64,7.56,8.01,NA,8.5,8.63,2.69,2.64,2.7,NA,6.44,155.71,219.19,0.63,6.41,3658.81,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0,0,0,0,Chlorophyta,81632.0227,1,,81632.0227
6/3/11,11.07,9.92,96.31,NA,0.12,5.85,0.64,7.56,8.01,NA,8.5,8.63,2.69,2.64,2.7,NA,6.44,155.71,219.19,0.63,6.41,3658.81,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0,0,0,0,Cryptophyta,477480.7567,1,,477480.7567
6/3/11,11.07,9.92,96.31,NA,0.12,5.85,0.64,7.56,8.01,NA,8.5,8.63,2.69,2.64,2.7,NA,6.44,155.71,219.19,0.63,6.41,3658.81,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0,0,0,0,Cyanophyta,16308.4996,1,,16308.4996
6/3/11,11.07,9.92,96.31,NA,0.12,5.85,0.64,7.56,8.01,NA,8.5,8.63,2.69,2.64,2.7,NA,6.44,155.71,219.19,0.63,6.41,3658.81,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0,0,0,0,Haptophyta,20613.0055,1,,
6/3/11,11.07,9.92,96.31,NA,0.12,5.85,0.64,7.56,8.01,NA,8.5,8.63,2.69,2.64,2.7,NA,6.44,155.71,219.19,0.63,6.41,3658.81,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0,0,0,0,Pyrrhophyta,53133.6311,1,,53133.6311
6/3/11,11.07,9.92,96.31,NA,0.12,5.85,0.64,7.56,8.01,NA,8.5,8.63,2.69,2.64,2.7,NA,6.44,155.71,219.19,0.63,6.41,3658.81,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0,0,0,0,Total,883048.1494,1,,
6/13/11,13.06,9.25,94.17,NA,0.16,4.25,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0,0,0,0,NA,NA,NA,,
6/28/11,13.61,9.38,96.38,NA,0.1,4.35,0.35,7.57,7.92,NA,8.39,8.7,2.44,2.46,6.63,NA,15.96,162.2,203.38,7.23,12.18,3428.67,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0,0,0,0,NA,NA,NA,,
7/1/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,,
7/11/11,16.36,8.8,96.46,NA,0.14,4.07,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0,0,0,0,NA,NA,NA,,
7/16/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,,
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Bacillariophyta,218243.941,1,,218243.941
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Chlorophyta,18669.7817,1,,18669.7817
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Chrysophyta,24741.7091,1,,24741.7091
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Cryptophyta,81013.0072,1,,81013.0072
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Cyanophyta,32484.0026,1,,32484.0026
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Haptophyta,4122.6011,1,,
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Pyrrhophyta,2854.9839,1,,
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,Total,382130.0266,1,,
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0,0,0,0,Bacillariophyta,218243.941,1,,218243.941
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0,0,0,0,Chlorophyta,18669.7817,1,,18669.7817
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0,0,0,0,Chrysophyta,24741.7091,1,,24741.7091
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0,0,0,0,Cryptophyta,81013.0072,1,,81013.0072
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0,0,0,0,Cyanophyta,32484.0026,1,,32484.0026
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0,0,0,0,Haptophyta,4122.6011,1,,
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0,0,0,0,Pyrrhophyta,2854.9839,1,,
7/26/11,17.02,8.91,98.85,NA,0.13,3.48,2.75,6.2,7.73,NA,8.99,9.27,NA,NA,2.58,NA,14.54,230.27,260.06,13.87,10.27,3038.06,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0,0,0,0,Total,382130.0266,1,,
7/29/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,,
8/8/11,17.75,8.94,100.6,NA,0.13,2.88,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0,0,0,0,NA,NA,NA,,
8/12/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,,
8/22/11,17.46,8.86,99.31,109.51,0.16,3.65,2.7,7.52,8,683.75,8.03,8.37,2.67,2.52,3.21,NA,17.49,354.54,376.23,7.05,9.54,2837.76,NA,NA,0.23,9.18,2.3,11.61,3.29,3.26,0.71,0.24,0.02,0.5,0,0,0,0,,455.0141,1,,
8/22/11,17.46,8.86,99.31,109.51,0.16,3.65,2.7,7.52,8,683.75,8.03,8.37,2.67,2.52,3.21,NA,17.49,354.54,376.23,7.05,9.54,2837.76,NA,NA,0.23,9.18,2.3,11.61,3.29,3.26,0.71,0.24,0.02,0.5,0,0,0,0,Bacillariophyta,11843.7148,1,,11843.7148
8/22/11,17.46,8.86,99.31,109.51,0.16,3.65,2.7,7.52,8,683.75,8.03,8.37,2.67,2.52,3.21,NA,17.49,354.54,376.23,7.05,9.54,2837.76,NA,NA,0.23,9.18,2.3,11.61,3.29,3.26,0.71,0.24,0.02,0.5,0,0,0,0,Chlorophyta,23736.9268,1,,23736.9268
8/22/11,17.46,8.86,99.31,109.51,0.16,3.65,2.7,7.52,8,683.75,8.03,8.37,2.67,2.52,3.21,NA,17.49,354.54,376.23,7.05,9.54,2837.76,NA,NA,0.23,9.18,2.3,11.61,3.29,3.26,0.71,0.24,0.02,0.5,0,0,0,0,Chrysophyta,16671.2279,1,,16671.2279
8/22/11,17.46,8.86,99.31,109.51,0.16,3.65,2.7,7.52,8,683.75,8.03,8.37,2.67,2.52,3.21,NA,17.49,354.54,376.23,7.05,9.54,2837.76,NA,NA,0.23,9.18,2.3,11.61,3.29,3.26,0.71,0.24,0.02,0.5,0,0,0,0,Cryptophyta,9373.861,1,,9373.861
8/22/11,17.46,8.86,99.31,109.51,0.16,3.65,2.7,7.52,8,683.75,8.03,8.37,2.67,2.52,3.21,NA,17.49,354.54,376.23,7.05,9.54,2837.76,NA,NA,0.23,9.18,2.3,11.61,3.29,3.26,0.71,0.24,0.02,0.5,0,0,0,0,Cyanophyta,95919.1305,1,,95919.1305
8/22/11,17.46,8.86,99.31,109.51,0.16,3.65,2.7,7.52,8,683.75,8.03,8.37,2.67,2.52,3.21,NA,17.49,354.54,376.23,7.05,9.54,2837.76,NA,NA,0.23,9.18,2.3,11.61,3.29,3.26,0.71,0.24,0.02,0.5,0,0,0,0,Euglenophyta,10277.9412,1,,
8/22/11,17.46,8.86,99.31,109.51,0.16,3.65,2.7,7.52,8,683.75,8.03,8.37,2.67,2.52,3.21,NA,17.49,354.54,376.23,7.05,9.54,2837.76,NA,NA,0.23,9.18,2.3,11.61,3.29,3.26,0.71,0.24,0.02,0.5,0,0,0,0,Haptophyta,28858.2076,1,,
8/22/11,17.46,8.86,99.31,109.51,0.16,3.65,2.7,7.52,8,683.75,8.03,8.37,2.67,2.52,3.21,NA,17.49,354.54,376.23,7.05,9.54,2837.76,NA,NA,0.23,9.18,2.3,11.61,3.29,3.26,0.71,0.24,0.02,0.5,0,0,0,0,Pyrrhophyta,6851.9608,1,,
8/22/11,17.46,8.86,99.31,109.51,0.16,3.65,2.7,7.52,8,683.75,8.03,8.37,2.67,2.52,3.21,NA,17.49,354.54,376.23,7.05,9.54,2837.76,NA,NA,0.23,9.18,2.3,11.61,3.29,3.26,0.71,0.24,0.02,0.5,0,0,0,0,Total,897004.4213,1,,
9/6/11,16.8,8.45,93.77,NA,0.15,3.54,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0,0,0,0,NA,NA,NA,,
9/20/11,15.02,8.62,92.12,NA,0.13,7.11,0.27,7.52,8,NA,8.41,8.61,NA,NA,31.94,NA,72.41,235.86,238.47,13.31,14.33,3089.43,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0,0,0,0,NA,NA,NA,,
10/4/11,13.23,8.22,84.78,NA,0.11,8.2,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0,0,0,0,NA,NA,NA,,
10/17/11,12.62,8.28,83.74,NA,0.11,4.04,2.3,7.48,7.95,NA,NA,NA,NA,NA,0,NA,25.18,195.8,216.67,7.56,11.22,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0,0,0,0,NA,NA,NA,,
10/31/11,9.81,8.41,78.91,NA,0.07,2.63,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0,0,0,0,NA,NA,NA,,
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,3.5,0,0,0,0,Bacillariophyta,74208.1997,1,,74208.1997
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,3.5,0,0,0,0,Chlorophyta,26986.4207,1,,26986.4207
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,3.5,0,0,0,0,Chrysophyta,34085.1818,1,,34085.1818
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,3.5,0,0,0,0,Cryptophyta,125262.3985,1,,125262.3985
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,3.5,0,0,0,0,Cyanophyta,2964.2477,1,,2964.2477
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,3.5,0,0,0,0,Haptophyta,7901.6521,1,,
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,3.5,0,0,0,0,Miscellaneous,1200.5209,1,,
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,3.5,0,0,0,0,Pyrrhophyta,1903.3223,1,,
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,3.5,0,0,0,0,Total,274511.9437,1,,
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,Bacillariophyta,74208.1997,1,,74208.1997
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,Chlorophyta,26986.4207,1,,26986.4207
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,Chrysophyta,34085.1818,1,,34085.1818
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,Cryptophyta,125262.3985,1,,125262.3985
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,Cyanophyta,2964.2477,1,,2964.2477
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,Haptophyta,7901.6521,1,,
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,Miscellaneous,1200.5209,1,,
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,Pyrrhophyta,1903.3223,1,,
11/15/11,7.2,9.56,84.05,110.13,0.06,3.06,0.43,7.5,7.91,665.48,NA,NA,NA,NA,95.53,NA,295.65,170.88,222.79,7.47,10.13,NA,NA,NA,0.03,9.27,2.3,NA,NA,NA,NA,NA,NA,2.6,0,0,0,0,Total,274511.9437,1,,
1/12/12,3.21,10.43,82.47,NA,0.01,2.12,0.98,7.42,7.83,NA,9.22,9.35,2.79,2.73,8.2,NA,152.51,273.16,327.3,4.87,13.05,3243.75,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4.4,9,29,1,28,NA,NA,NA,,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,5,9.4,41,11,30,,8.3147,0,,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,5,9.4,41,11,30,Bacillariophyta,17288.0526,0,,17288.0526
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,5,9.4,41,11,30,Chlorophyta,676.1341,0,,676.1341
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,5,9.4,41,11,30,Chrysophyta,1748.092,0,,1748.092
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,5,9.4,41,11,30,Cryptophyta,14500.7538,0,,14500.7538
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,5,9.4,41,11,30,Cyanophyta,8934.8422,0,,8934.8422
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,5,9.4,41,11,30,Euglenophyta,1348.0825,0,,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,5,9.4,41,11,30,Haptophyta,4482.3801,0,,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,5,9.4,41,11,30,Pyrrhophyta,6651.7246,0,,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,5,9.4,41,11,30,Total,55638.3766,0,,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,4.9,9.4,41,11,30,,8.3147,0,,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,4.9,9.4,41,11,30,Bacillariophyta,17288.0526,0,17288.0526,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,4.9,9.4,41,11,30,Chlorophyta,676.1341,0,676.1341,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,4.9,9.4,41,11,30,Chrysophyta,1748.092,0,1748.092,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,4.9,9.4,41,11,30,Cryptophyta,22235.3986,0,22235.3986,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,4.9,9.4,41,11,30,Cyanophyta,8934.8422,0,8934.8422,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,4.9,9.4,41,11,30,Euglenophyta,1348.0825,0,,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,4.9,9.4,41,11,30,Haptophyta,4482.3801,0,,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,4.9,9.4,41,11,30,Pyrrhophyta,6651.7246,0,,
2/21/12,3.25,9.66,76.38,118.51,0.01,1.69,0.4,7.36,7.81,722.31,9.59,10.2,2.51,2.42,28.07,NA,268.02,304.15,320.27,4.12,7.81,4132.24,NA,NA,0,9.66,2.47,12.73,3.53,3.24,0.56,1.5,0.2,4.9,9.4,41,11,30,Total,55638.3766,0,,
