"lakeid","year4","sampledate","taxa_name","relative_total_biovolume","genus","cells_per_nu","nu_per_ml","cells_per_ml","biomass_conc","division","biovolume_conc"
"TB",2010,2010-07-07,"Synechocystis ",0.015147,"Synechocystis",1,90.877,90.877,0.00016059,"Cryptophyta",NA
"TB",2010,2010-07-07,"Synechocystis ",0.015147,"Synechocystis",1,90.877,90.877,0.00016059,"Cyanophyta",160.5887
"TB",2010,2010-07-07,"Synechocystis ",0.015147,"Synechocystis",1,90.877,90.877,0.00016059,"Euglenophyta",NA
"TB",2010,2010-07-07,"Synechocystis ",0.015147,"Synechocystis",1,90.877,90.877,0.00016059,"Miscellaneous",NA
"TB",2010,2010-07-07,"Synechocystis ",0.015147,"Synechocystis",1,90.877,90.877,0.00016059,"Total",NA
"TB",2010,2010-07-07,"Synechocystis ",0.015147,"Synechocystis",1,90.877,90.877,0.00016059,"Bacillariophyta",NA
"TB",2010,2010-07-07,"Synechocystis ",0.015147,"Synechocystis",1,90.877,90.877,0.00016059,"Chrysophyta",NA
"TB",2010,2010-07-07,"Synechocystis ",0.015147,"Synechocystis",1,90.877,90.877,0.00016059,"Pyrrhophyta",NA
"TB",2010,2010-07-07,"Synechocystis ",0.015147,"Synechocystis",1,90.877,90.877,0.00016059,"Haptophyta",NA
"TB",2010,2010-07-07,"Euglena ",4.216928,"Euglena",1,272.6309,272.6309,0.04470903,"NA",NA
"TB",2010,2010-07-07,"Euglena ",4.216928,"Euglena",1,272.6309,272.6309,0.04470903,"Chlorophyta",NA
"TB",2010,2010-07-07,"Euglena ",4.216928,"Euglena",1,272.6309,272.6309,0.04470903,"Cryptophyta",NA
"TB",2010,2010-07-07,"Euglena ",4.216928,"Euglena",1,272.6309,272.6309,0.04470903,"Cyanophyta",NA
"TB",2010,2010-07-07,"Euglena ",4.216928,"Euglena",1,272.6309,272.6309,0.04470903,"Euglenophyta",44709.0336
"TB",2010,2010-07-07,"Euglena ",4.216928,"Euglena",1,272.6309,272.6309,0.04470903,"Miscellaneous",NA
"TB",2010,2010-07-07,"Euglena ",4.216928,"Euglena",1,272.6309,272.6309,0.04470903,"Total",NA
"TB",2010,2010-07-07,"Euglena ",4.216928,"Euglena",1,272.6309,272.6309,0.04470903,"Bacillariophyta",NA
"TB",2010,2010-07-07,"Euglena ",4.216928,"Euglena",1,272.6309,272.6309,0.04470903,"Chrysophyta",NA
"TB",2010,2010-07-07,"Euglena ",4.216928,"Euglena",1,272.6309,272.6309,0.04470903,"Pyrrhophyta",NA
"TB",2010,2010-07-07,"Euglena ",4.216928,"Euglena",1,272.6309,272.6309,0.04470903,"Haptophyta",NA
"TB",2010,2010-07-07,"Total",100.000002,"Total",25,10516.0058,10723.3608,1.06022748,"NA",NA
"TB",2010,2010-07-07,"Total",100.000002,"Total",25,10516.0058,10723.3608,1.06022748,"Chlorophyta",NA
"TB",2010,2010-07-07,"Total",100.000002,"Total",25,10516.0058,10723.3608,1.06022748,"Cryptophyta",NA
"TB",2010,2010-07-07,"Total",100.000002,"Total",25,10516.0058,10723.3608,1.06022748,"Cyanophyta",NA
"TB",2010,2010-07-07,"Total",100.000002,"Total",25,10516.0058,10723.3608,1.06022748,"Euglenophyta",NA
"TB",2010,2010-07-07,"Total",100.000002,"Total",25,10516.0058,10723.3608,1.06022748,"Miscellaneous",NA
"TB",2010,2010-07-07,"Total",100.000002,"Total",25,10516.0058,10723.3608,1.06022748,"Total",1060227.48
"TB",2010,2010-07-07,"Total",100.000002,"Total",25,10516.0058,10723.3608,1.06022748,"Bacillariophyta",NA
"TB",2010,2010-07-07,"Total",100.000002,"Total",25,10516.0058,10723.3608,1.06022748,"Chrysophyta",NA
"TB",2010,2010-07-07,"Total",100.000002,"Total",25,10516.0058,10723.3608,1.06022748,"Pyrrhophyta",NA
"TB",2010,2010-07-07,"Total",100.000002,"Total",25,10516.0058,10723.3608,1.06022748,"Haptophyta",NA
"TB",2010,2010-08-03,"Rhodospirillum rubrum",0.352879,"Rhodospirillum",1,2908.0624,2908.0624,0.00256956,"NA",2569.564
"TB",2010,2010-08-03,"Rhodospirillum rubrum",0.352879,"Rhodospirillum",1,2908.0624,2908.0624,0.00256956,"Chlorophyta",NA
"TB",2010,2010-08-03,"Rhodospirillum rubrum",0.352879,"Rhodospirillum",1,2908.0624,2908.0624,0.00256956,"Cryptophyta",NA
"TB",2010,2010-08-03,"Rhodospirillum rubrum",0.352879,"Rhodospirillum",1,2908.0624,2908.0624,0.00256956,"Cyanophyta",NA
"TB",2010,2010-08-03,"Rhodospirillum rubrum",0.352879,"Rhodospirillum",1,2908.0624,2908.0624,0.00256956,"Euglenophyta",NA
"TB",2010,2010-08-03,"Rhodospirillum rubrum",0.352879,"Rhodospirillum",1,2908.0624,2908.0624,0.00256956,"Miscellaneous",NA
"TB",2010,2010-08-03,"Rhodospirillum rubrum",0.352879,"Rhodospirillum",1,2908.0624,2908.0624,0.00256956,"Total",NA
"TB",2010,2010-08-03,"Rhodospirillum rubrum",0.352879,"Rhodospirillum",1,2908.0624,2908.0624,0.00256956,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Rhodospirillum rubrum",0.352879,"Rhodospirillum",1,2908.0624,2908.0624,0.00256956,"Chrysophyta",NA
"TB",2010,2010-08-03,"Rhodospirillum rubrum",0.352879,"Rhodospirillum",1,2908.0624,2908.0624,0.00256956,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Rhodospirillum rubrum",0.352879,"Rhodospirillum",1,2908.0624,2908.0624,0.00256956,"Haptophyta",NA
"TB",2010,2010-08-03,"Chlorophyta",0.008368,"NA",1,15.1462,15.1462,6.09e-05,"NA",NA
"TB",2010,2010-08-03,"Chlorophyta",0.008368,"NA",1,15.1462,15.1462,6.09e-05,"Chlorophyta",60.9315
"TB",2010,2010-08-03,"Chlorophyta",0.008368,"NA",1,15.1462,15.1462,6.09e-05,"Cryptophyta",NA
"TB",2010,2010-08-03,"Chlorophyta",0.008368,"NA",1,15.1462,15.1462,6.09e-05,"Cyanophyta",NA
"TB",2010,2010-08-03,"Chlorophyta",0.008368,"NA",1,15.1462,15.1462,6.09e-05,"Euglenophyta",NA
"TB",2010,2010-08-03,"Chlorophyta",0.008368,"NA",1,15.1462,15.1462,6.09e-05,"Miscellaneous",NA
"TB",2010,2010-08-03,"Chlorophyta",0.008368,"NA",1,15.1462,15.1462,6.09e-05,"Total",NA
"TB",2010,2010-08-03,"Chlorophyta",0.008368,"NA",1,15.1462,15.1462,6.09e-05,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Chlorophyta",0.008368,"NA",1,15.1462,15.1462,6.09e-05,"Chrysophyta",NA
"TB",2010,2010-08-03,"Chlorophyta",0.008368,"NA",1,15.1462,15.1462,6.09e-05,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Chlorophyta",0.008368,"NA",1,15.1462,15.1462,6.09e-05,"Haptophyta",NA
"TB",2010,2010-08-03,"Chlorococcaceae",0.272275,"NA",1,30.2923,30.2923,0.00198263,"NA",NA
"TB",2010,2010-08-03,"Chlorococcaceae",0.272275,"NA",1,30.2923,30.2923,0.00198263,"Chlorophyta",1982.6261
"TB",2010,2010-08-03,"Chlorococcaceae",0.272275,"NA",1,30.2923,30.2923,0.00198263,"Cryptophyta",NA
"TB",2010,2010-08-03,"Chlorococcaceae",0.272275,"NA",1,30.2923,30.2923,0.00198263,"Cyanophyta",NA
"TB",2010,2010-08-03,"Chlorococcaceae",0.272275,"NA",1,30.2923,30.2923,0.00198263,"Euglenophyta",NA
"TB",2010,2010-08-03,"Chlorococcaceae",0.272275,"NA",1,30.2923,30.2923,0.00198263,"Miscellaneous",NA
"TB",2010,2010-08-03,"Chlorococcaceae",0.272275,"NA",1,30.2923,30.2923,0.00198263,"Total",NA
"TB",2010,2010-08-03,"Chlorococcaceae",0.272275,"NA",1,30.2923,30.2923,0.00198263,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Chlorococcaceae",0.272275,"NA",1,30.2923,30.2923,0.00198263,"Chrysophyta",NA
"TB",2010,2010-08-03,"Chlorococcaceae",0.272275,"NA",1,30.2923,30.2923,0.00198263,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Chlorococcaceae",0.272275,"NA",1,30.2923,30.2923,0.00198263,"Haptophyta",NA
"TB",2010,2010-08-03,"Chlamydomonas ",9.783337,"Chlamydomonas",1,318.0693,318.0693,0.07123945,"NA",NA
"TB",2010,2010-08-03,"Chlamydomonas ",9.783337,"Chlamydomonas",1,318.0693,318.0693,0.07123945,"Chlorophyta",71239.4509
"TB",2010,2010-08-03,"Chlamydomonas ",9.783337,"Chlamydomonas",1,318.0693,318.0693,0.07123945,"Cryptophyta",NA
"TB",2010,2010-08-03,"Chlamydomonas ",9.783337,"Chlamydomonas",1,318.0693,318.0693,0.07123945,"Cyanophyta",NA
"TB",2010,2010-08-03,"Chlamydomonas ",9.783337,"Chlamydomonas",1,318.0693,318.0693,0.07123945,"Euglenophyta",NA
"TB",2010,2010-08-03,"Chlamydomonas ",9.783337,"Chlamydomonas",1,318.0693,318.0693,0.07123945,"Miscellaneous",NA
"TB",2010,2010-08-03,"Chlamydomonas ",9.783337,"Chlamydomonas",1,318.0693,318.0693,0.07123945,"Total",NA
"TB",2010,2010-08-03,"Chlamydomonas ",9.783337,"Chlamydomonas",1,318.0693,318.0693,0.07123945,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Chlamydomonas ",9.783337,"Chlamydomonas",1,318.0693,318.0693,0.07123945,"Chrysophyta",NA
"TB",2010,2010-08-03,"Chlamydomonas ",9.783337,"Chlamydomonas",1,318.0693,318.0693,0.07123945,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Chlamydomonas ",9.783337,"Chlamydomonas",1,318.0693,318.0693,0.07123945,"Haptophyta",NA
"TB",2010,2010-08-03,"Monomastix minuta",0.049009,"Monomastix",1,75.7308,75.7308,0.00035687,"NA",NA
"TB",2010,2010-08-03,"Monomastix minuta",0.049009,"Monomastix",1,75.7308,75.7308,0.00035687,"Chlorophyta",356.8738
"TB",2010,2010-08-03,"Monomastix minuta",0.049009,"Monomastix",1,75.7308,75.7308,0.00035687,"Cryptophyta",NA
"TB",2010,2010-08-03,"Monomastix minuta",0.049009,"Monomastix",1,75.7308,75.7308,0.00035687,"Cyanophyta",NA
"TB",2010,2010-08-03,"Monomastix minuta",0.049009,"Monomastix",1,75.7308,75.7308,0.00035687,"Euglenophyta",NA
"TB",2010,2010-08-03,"Monomastix minuta",0.049009,"Monomastix",1,75.7308,75.7308,0.00035687,"Miscellaneous",NA
"TB",2010,2010-08-03,"Monomastix minuta",0.049009,"Monomastix",1,75.7308,75.7308,0.00035687,"Total",NA
"TB",2010,2010-08-03,"Monomastix minuta",0.049009,"Monomastix",1,75.7308,75.7308,0.00035687,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Monomastix minuta",0.049009,"Monomastix",1,75.7308,75.7308,0.00035687,"Chrysophyta",NA
"TB",2010,2010-08-03,"Monomastix minuta",0.049009,"Monomastix",1,75.7308,75.7308,0.00035687,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Monomastix minuta",0.049009,"Monomastix",1,75.7308,75.7308,0.00035687,"Haptophyta",NA
"TB",2010,2010-08-03,"Monoraphidium griffithii",0.15683,"Monoraphidium",1,30.2923,30.2923,0.00114199,"NA",NA
"TB",2010,2010-08-03,"Monoraphidium griffithii",0.15683,"Monoraphidium",1,30.2923,30.2923,0.00114199,"Chlorophyta",1141.9931
"TB",2010,2010-08-03,"Monoraphidium griffithii",0.15683,"Monoraphidium",1,30.2923,30.2923,0.00114199,"Cryptophyta",NA
"TB",2010,2010-08-03,"Monoraphidium griffithii",0.15683,"Monoraphidium",1,30.2923,30.2923,0.00114199,"Cyanophyta",NA
"TB",2010,2010-08-03,"Monoraphidium griffithii",0.15683,"Monoraphidium",1,30.2923,30.2923,0.00114199,"Euglenophyta",NA
"TB",2010,2010-08-03,"Monoraphidium griffithii",0.15683,"Monoraphidium",1,30.2923,30.2923,0.00114199,"Miscellaneous",NA
"TB",2010,2010-08-03,"Monoraphidium griffithii",0.15683,"Monoraphidium",1,30.2923,30.2923,0.00114199,"Total",NA
"TB",2010,2010-08-03,"Monoraphidium griffithii",0.15683,"Monoraphidium",1,30.2923,30.2923,0.00114199,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Monoraphidium griffithii",0.15683,"Monoraphidium",1,30.2923,30.2923,0.00114199,"Chrysophyta",NA
"TB",2010,2010-08-03,"Monoraphidium griffithii",0.15683,"Monoraphidium",1,30.2923,30.2923,0.00114199,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Monoraphidium griffithii",0.15683,"Monoraphidium",1,30.2923,30.2923,0.00114199,"Haptophyta",NA
"TB",2010,2010-08-03,"Oocystis parva",0.21782,"Oocystis",1,15.1462,15.1462,0.0015861,"NA",NA
"TB",2010,2010-08-03,"Oocystis parva",0.21782,"Oocystis",1,15.1462,15.1462,0.0015861,"Chlorophyta",1586.1027
"TB",2010,2010-08-03,"Oocystis parva",0.21782,"Oocystis",1,15.1462,15.1462,0.0015861,"Cryptophyta",NA
"TB",2010,2010-08-03,"Oocystis parva",0.21782,"Oocystis",1,15.1462,15.1462,0.0015861,"Cyanophyta",NA
"TB",2010,2010-08-03,"Oocystis parva",0.21782,"Oocystis",1,15.1462,15.1462,0.0015861,"Euglenophyta",NA
"TB",2010,2010-08-03,"Oocystis parva",0.21782,"Oocystis",1,15.1462,15.1462,0.0015861,"Miscellaneous",NA
"TB",2010,2010-08-03,"Oocystis parva",0.21782,"Oocystis",1,15.1462,15.1462,0.0015861,"Total",NA
"TB",2010,2010-08-03,"Oocystis parva",0.21782,"Oocystis",1,15.1462,15.1462,0.0015861,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Oocystis parva",0.21782,"Oocystis",1,15.1462,15.1462,0.0015861,"Chrysophyta",NA
"TB",2010,2010-08-03,"Oocystis parva",0.21782,"Oocystis",1,15.1462,15.1462,0.0015861,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Oocystis parva",0.21782,"Oocystis",1,15.1462,15.1462,0.0015861,"Haptophyta",NA
"TB",2010,2010-08-03,"Schroederia judayi",0.174256,"Schroederia",1,60.5846,60.5846,0.00126888,"NA",NA
"TB",2010,2010-08-03,"Schroederia judayi",0.174256,"Schroederia",1,60.5846,60.5846,0.00126888,"Chlorophyta",1268.8846
"TB",2010,2010-08-03,"Schroederia judayi",0.174256,"Schroederia",1,60.5846,60.5846,0.00126888,"Cryptophyta",NA
"TB",2010,2010-08-03,"Schroederia judayi",0.174256,"Schroederia",1,60.5846,60.5846,0.00126888,"Cyanophyta",NA
"TB",2010,2010-08-03,"Schroederia judayi",0.174256,"Schroederia",1,60.5846,60.5846,0.00126888,"Euglenophyta",NA
"TB",2010,2010-08-03,"Schroederia judayi",0.174256,"Schroederia",1,60.5846,60.5846,0.00126888,"Miscellaneous",NA
"TB",2010,2010-08-03,"Schroederia judayi",0.174256,"Schroederia",1,60.5846,60.5846,0.00126888,"Total",NA
"TB",2010,2010-08-03,"Schroederia judayi",0.174256,"Schroederia",1,60.5846,60.5846,0.00126888,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Schroederia judayi",0.174256,"Schroederia",1,60.5846,60.5846,0.00126888,"Chrysophyta",NA
"TB",2010,2010-08-03,"Schroederia judayi",0.174256,"Schroederia",1,60.5846,60.5846,0.00126888,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Schroederia judayi",0.174256,"Schroederia",1,60.5846,60.5846,0.00126888,"Haptophyta",NA
"TB",2010,2010-08-03,"Sphaerocystis schroeteri",0.940982,"Sphaerocystis",4,15.1462,60.5846,0.00685196,"NA",NA
"TB",2010,2010-08-03,"Sphaerocystis schroeteri",0.940982,"Sphaerocystis",4,15.1462,60.5846,0.00685196,"Chlorophyta",6851.9601
"TB",2010,2010-08-03,"Sphaerocystis schroeteri",0.940982,"Sphaerocystis",4,15.1462,60.5846,0.00685196,"Cryptophyta",NA
"TB",2010,2010-08-03,"Sphaerocystis schroeteri",0.940982,"Sphaerocystis",4,15.1462,60.5846,0.00685196,"Cyanophyta",NA
"TB",2010,2010-08-03,"Sphaerocystis schroeteri",0.940982,"Sphaerocystis",4,15.1462,60.5846,0.00685196,"Euglenophyta",NA
"TB",2010,2010-08-03,"Sphaerocystis schroeteri",0.940982,"Sphaerocystis",4,15.1462,60.5846,0.00685196,"Miscellaneous",NA
"TB",2010,2010-08-03,"Sphaerocystis schroeteri",0.940982,"Sphaerocystis",4,15.1462,60.5846,0.00685196,"Total",NA
"TB",2010,2010-08-03,"Sphaerocystis schroeteri",0.940982,"Sphaerocystis",4,15.1462,60.5846,0.00685196,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Sphaerocystis schroeteri",0.940982,"Sphaerocystis",4,15.1462,60.5846,0.00685196,"Chrysophyta",NA
"TB",2010,2010-08-03,"Sphaerocystis schroeteri",0.940982,"Sphaerocystis",4,15.1462,60.5846,0.00685196,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Sphaerocystis schroeteri",0.940982,"Sphaerocystis",4,15.1462,60.5846,0.00685196,"Haptophyta",NA
"TB",2010,2010-08-03,"Chrysophyceae",1.178429,"NA",1,2090.1699,2090.1699,0.00858098,"NA",NA
"TB",2010,2010-08-03,"Chrysophyceae",1.178429,"NA",1,2090.1699,2090.1699,0.00858098,"Chlorophyta",NA
"TB",2010,2010-08-03,"Chrysophyceae",1.178429,"NA",1,2090.1699,2090.1699,0.00858098,"Cryptophyta",NA
"TB",2010,2010-08-03,"Chrysophyceae",1.178429,"NA",1,2090.1699,2090.1699,0.00858098,"Cyanophyta",NA
"TB",2010,2010-08-03,"Chrysophyceae",1.178429,"NA",1,2090.1699,2090.1699,0.00858098,"Euglenophyta",NA
"TB",2010,2010-08-03,"Chrysophyceae",1.178429,"NA",1,2090.1699,2090.1699,0.00858098,"Miscellaneous",NA
"TB",2010,2010-08-03,"Chrysophyceae",1.178429,"NA",1,2090.1699,2090.1699,0.00858098,"Total",NA
"TB",2010,2010-08-03,"Chrysophyceae",1.178429,"NA",1,2090.1699,2090.1699,0.00858098,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Chrysophyceae",1.178429,"NA",1,2090.1699,2090.1699,0.00858098,"Chrysophyta",8580.9834
"TB",2010,2010-08-03,"Chrysophyceae",1.178429,"NA",1,2090.1699,2090.1699,0.00858098,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Chrysophyceae",1.178429,"NA",1,2090.1699,2090.1699,0.00858098,"Haptophyta",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.98019,"Dinobryon",1,60.5846,60.5846,0.00713746,"NA",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.98019,"Dinobryon",1,60.5846,60.5846,0.00713746,"Chlorophyta",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.98019,"Dinobryon",1,60.5846,60.5846,0.00713746,"Cryptophyta",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.98019,"Dinobryon",1,60.5846,60.5846,0.00713746,"Cyanophyta",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.98019,"Dinobryon",1,60.5846,60.5846,0.00713746,"Euglenophyta",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.98019,"Dinobryon",1,60.5846,60.5846,0.00713746,"Miscellaneous",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.98019,"Dinobryon",1,60.5846,60.5846,0.00713746,"Total",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.98019,"Dinobryon",1,60.5846,60.5846,0.00713746,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.98019,"Dinobryon",1,60.5846,60.5846,0.00713746,"Chrysophyta",7137.4576
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.98019,"Dinobryon",1,60.5846,60.5846,0.00713746,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.98019,"Dinobryon",1,60.5846,60.5846,0.00713746,"Haptophyta",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.95623,"Dinobryon",2,30.2923,60.5846,0.00696299,"NA",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.95623,"Dinobryon",2,30.2923,60.5846,0.00696299,"Chlorophyta",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.95623,"Dinobryon",2,30.2923,60.5846,0.00696299,"Cryptophyta",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.95623,"Dinobryon",2,30.2923,60.5846,0.00696299,"Cyanophyta",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.95623,"Dinobryon",2,30.2923,60.5846,0.00696299,"Euglenophyta",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.95623,"Dinobryon",2,30.2923,60.5846,0.00696299,"Miscellaneous",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.95623,"Dinobryon",2,30.2923,60.5846,0.00696299,"Total",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.95623,"Dinobryon",2,30.2923,60.5846,0.00696299,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.95623,"Dinobryon",2,30.2923,60.5846,0.00696299,"Chrysophyta",6962.989
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.95623,"Dinobryon",2,30.2923,60.5846,0.00696299,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Dinobryon cylindricum",0.95623,"Dinobryon",2,30.2923,60.5846,0.00696299,"Haptophyta",NA
"TB",2010,2010-08-03,"Kephyrion ",0.039208,"Kephyrion",1,15.1462,15.1462,0.0002855,"NA",NA
"TB",2010,2010-08-03,"Kephyrion ",0.039208,"Kephyrion",1,15.1462,15.1462,0.0002855,"Chlorophyta",NA
"TB",2010,2010-08-03,"Kephyrion ",0.039208,"Kephyrion",1,15.1462,15.1462,0.0002855,"Cryptophyta",NA
"TB",2010,2010-08-03,"Kephyrion ",0.039208,"Kephyrion",1,15.1462,15.1462,0.0002855,"Cyanophyta",NA
"TB",2010,2010-08-03,"Kephyrion ",0.039208,"Kephyrion",1,15.1462,15.1462,0.0002855,"Euglenophyta",NA
"TB",2010,2010-08-03,"Kephyrion ",0.039208,"Kephyrion",1,15.1462,15.1462,0.0002855,"Miscellaneous",NA
"TB",2010,2010-08-03,"Kephyrion ",0.039208,"Kephyrion",1,15.1462,15.1462,0.0002855,"Total",NA
"TB",2010,2010-08-03,"Kephyrion ",0.039208,"Kephyrion",1,15.1462,15.1462,0.0002855,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Kephyrion ",0.039208,"Kephyrion",1,15.1462,15.1462,0.0002855,"Chrysophyta",285.499
"TB",2010,2010-08-03,"Kephyrion ",0.039208,"Kephyrion",1,15.1462,15.1462,0.0002855,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Kephyrion ",0.039208,"Kephyrion",1,15.1462,15.1462,0.0002855,"Haptophyta",NA
"TB",2010,2010-08-03,"Cryptomonas erosa",74.630326,"Cryptomonas",1,727.0156,727.0156,0.54343661,"NA",NA
"TB",2010,2010-08-03,"Cryptomonas erosa",74.630326,"Cryptomonas",1,727.0156,727.0156,0.54343661,"Chlorophyta",NA
"TB",2010,2010-08-03,"Cryptomonas erosa",74.630326,"Cryptomonas",1,727.0156,727.0156,0.54343661,"Cryptophyta",543436.608
"TB",2010,2010-08-03,"Cryptomonas erosa",74.630326,"Cryptomonas",1,727.0156,727.0156,0.54343661,"Cyanophyta",NA
"TB",2010,2010-08-03,"Cryptomonas erosa",74.630326,"Cryptomonas",1,727.0156,727.0156,0.54343661,"Euglenophyta",NA
"TB",2010,2010-08-03,"Cryptomonas erosa",74.630326,"Cryptomonas",1,727.0156,727.0156,0.54343661,"Miscellaneous",NA
"TB",2010,2010-08-03,"Cryptomonas erosa",74.630326,"Cryptomonas",1,727.0156,727.0156,0.54343661,"Total",NA
"TB",2010,2010-08-03,"Cryptomonas erosa",74.630326,"Cryptomonas",1,727.0156,727.0156,0.54343661,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Cryptomonas erosa",74.630326,"Cryptomonas",1,727.0156,727.0156,0.54343661,"Chrysophyta",NA
"TB",2010,2010-08-03,"Cryptomonas erosa",74.630326,"Cryptomonas",1,727.0156,727.0156,0.54343661,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Cryptomonas erosa",74.630326,"Cryptomonas",1,727.0156,727.0156,0.54343661,"Haptophyta",NA
"TB",2010,2010-08-03,"Rhodomonas minuta",0.069702,"Rhodomonas",1,15.1462,15.1462,0.00050755,"NA",NA
"TB",2010,2010-08-03,"Rhodomonas minuta",0.069702,"Rhodomonas",1,15.1462,15.1462,0.00050755,"Chlorophyta",NA
"TB",2010,2010-08-03,"Rhodomonas minuta",0.069702,"Rhodomonas",1,15.1462,15.1462,0.00050755,"Cryptophyta",507.5523
"TB",2010,2010-08-03,"Rhodomonas minuta",0.069702,"Rhodomonas",1,15.1462,15.1462,0.00050755,"Cyanophyta",NA
"TB",2010,2010-08-03,"Rhodomonas minuta",0.069702,"Rhodomonas",1,15.1462,15.1462,0.00050755,"Euglenophyta",NA
"TB",2010,2010-08-03,"Rhodomonas minuta",0.069702,"Rhodomonas",1,15.1462,15.1462,0.00050755,"Miscellaneous",NA
"TB",2010,2010-08-03,"Rhodomonas minuta",0.069702,"Rhodomonas",1,15.1462,15.1462,0.00050755,"Total",NA
"TB",2010,2010-08-03,"Rhodomonas minuta",0.069702,"Rhodomonas",1,15.1462,15.1462,0.00050755,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Rhodomonas minuta",0.069702,"Rhodomonas",1,15.1462,15.1462,0.00050755,"Chrysophyta",NA
"TB",2010,2010-08-03,"Rhodomonas minuta",0.069702,"Rhodomonas",1,15.1462,15.1462,0.00050755,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Rhodomonas minuta",0.069702,"Rhodomonas",1,15.1462,15.1462,0.00050755,"Haptophyta",NA
"TB",2010,2010-08-03,"Synechococcus ",0.006534,"Synechococcus",1,15.1462,15.1462,4.76e-05,"NA",NA
"TB",2010,2010-08-03,"Synechococcus ",0.006534,"Synechococcus",1,15.1462,15.1462,4.76e-05,"Chlorophyta",NA
"TB",2010,2010-08-03,"Synechococcus ",0.006534,"Synechococcus",1,15.1462,15.1462,4.76e-05,"Cryptophyta",NA
"TB",2010,2010-08-03,"Synechococcus ",0.006534,"Synechococcus",1,15.1462,15.1462,4.76e-05,"Cyanophyta",47.5832
"TB",2010,2010-08-03,"Synechococcus ",0.006534,"Synechococcus",1,15.1462,15.1462,4.76e-05,"Euglenophyta",NA
"TB",2010,2010-08-03,"Synechococcus ",0.006534,"Synechococcus",1,15.1462,15.1462,4.76e-05,"Miscellaneous",NA
"TB",2010,2010-08-03,"Synechococcus ",0.006534,"Synechococcus",1,15.1462,15.1462,4.76e-05,"Total",NA
"TB",2010,2010-08-03,"Synechococcus ",0.006534,"Synechococcus",1,15.1462,15.1462,4.76e-05,"Bacillariophyta",NA
"TB",2010,2010-08-03,"Synechococcus ",0.006534,"Synechococcus",1,15.1462,15.1462,4.76e-05,"Chrysophyta",NA
"TB",2010,2010-08-03,"Synechococcus ",0.006534,"Synechococcus",1,15.1462,15.1462,4.76e-05,"Pyrrhophyta",NA
"TB",2010,2010-08-03,"Synechococcus ",0.006534,"Synechococcus",1,15.1462,15.1462,4.76e-05,"Haptophyta",NA
"TB",2010,2010-08-03,"Synechocystis ",0.011026,"Synechocystis",1,45.4385,45.4385,8.03e-05,"NA",NA
