"sampledate","species_code","density"
1989-01-17,"61702",0
1989-01-17,"63004",0
1989-01-17,"61801",94.7
1989-01-17,"62400",0
1989-01-17,"61900",0
1989-01-17,"63612",0
1989-01-17,"30000",0
1989-01-17,"30801",19.5
1989-01-17,"51202",0
1989-01-17,"20601",0
1989-01-17,"51200",0
1989-01-17,"60202",0
1989-01-17,"61500",5.1
1989-01-17,"80000",2.1
1989-01-17,"63000",7.2
1989-01-17,"80001",17.5
1989-01-17,"88888",0
1989-01-17,"61904",0
1989-01-17,"63603",0
1989-01-17,"61911",0
1989-01-17,"62201",0
1989-01-17,"61803",0
1989-01-17,"60400",0
1989-01-17,"62407",0
1989-01-17,"61800",0
1989-01-17,"60203",0
1989-01-17,"30201",0
1989-01-17,"51101",0
1989-01-17,"61919",0
1989-01-17,"62000",0
1989-01-17,"60500",0
1989-01-17,"62700",0
1989-01-17,"61804",0
1989-01-17,"61809",0
1989-01-17,"62001",0
1989-01-17,"61300",0
1989-01-17,"62902",0
1989-01-17,"63700",0
1989-01-17,"63003",0
1989-01-17,"50000",0
1989-01-17,"61200",0
1989-01-17,"53200",0
1989-01-17,"51800",0
1989-01-17,"62005",0
1989-01-17,"63616",0
1989-01-17,"62607",0
1989-03-06,"20901",4.2
1989-03-06,"50700",11.6
1989-03-06,"51000",0
1989-03-06,"60200",0
1989-03-06,"60201",33.6
1989-03-06,"61808",521.1
1989-03-06,"61810",354
1989-03-06,"10000",0
1989-03-06,"20000",0
1989-03-06,"60300",3.2
1989-03-06,"61918",0
1989-03-06,"62406",0
1989-03-06,"63400",0
1989-03-06,"51130",0
1989-03-06,"51801",0
1989-03-06,"61501",0
1989-03-06,"63005",1.1
1989-03-06,"63602",0
1989-03-06,"50900",0
1989-03-06,"61502",0
1989-03-06,"20302",0
1989-03-06,"62007",0
1989-03-06,"60800",1.1
1989-03-06,"60900",0
1989-03-06,"51105",0
1989-03-06,"61701",0
1989-03-06,"51103",0
1989-03-06,"61805",0
1989-03-06,"20101",0
1989-03-06,"20701",0
1989-03-06,"61402",0
1989-03-06,"61806",0
1989-03-06,"63600",0
1989-03-06,"51100",0
1989-03-06,"61702",0
1989-03-06,"63004",0
1989-03-06,"61801",0
1989-03-06,"62400",0
1989-03-06,"61900",0
1989-03-06,"63612",0
1989-03-06,"30000",0
1989-03-06,"30801",21.5
1989-03-06,"51202",0
1989-03-06,"20601",0
1989-03-06,"51200",0
1989-03-06,"60202",0
1989-03-06,"61500",0
1989-03-06,"80000",0
1989-03-06,"63000",0
1989-03-06,"80001",0
1989-03-06,"88888",0
1989-03-06,"61904",0
1989-03-06,"63603",0
1989-03-06,"61911",0
1989-03-06,"62201",0
1989-03-06,"61803",0
1989-03-06,"60400",0
1989-03-06,"62407",0
1989-03-06,"61800",0
1989-03-06,"60203",0
1989-03-06,"30201",0
1989-03-06,"51101",0
1989-03-06,"61919",0
1989-03-06,"62000",0
1989-03-06,"60500",0
1989-03-06,"62700",0
1989-03-06,"61804",0
1989-03-06,"61809",0
1989-03-06,"62001",0
1989-03-06,"61300",0
1989-03-06,"62902",0
1989-03-06,"63700",0
1989-03-06,"63003",0
1989-03-06,"50000",0
1989-03-06,"61200",0
1989-03-06,"53200",0
1989-03-06,"51800",0
1989-03-06,"62005",0
1989-03-06,"63616",0
1989-03-06,"62607",0
1989-05-03,"20901",6.1
1989-05-03,"50700",0
1989-05-03,"51000",0
1989-05-03,"60200",5.6
1989-05-03,"60201",2.8
1989-05-03,"61808",16.7
1989-05-03,"61810",59.9
1989-05-03,"10000",20
1989-05-03,"20000",0
1989-05-03,"60300",0.5
1989-05-03,"61918",0.5
1989-05-03,"62406",0
1989-05-03,"63400",0
1989-05-03,"51130",0
1989-05-03,"51801",0
1989-05-03,"61501",0
1989-05-03,"63005",0
1989-05-03,"63602",0
1989-05-03,"50900",0
1989-05-03,"61502",0
1989-05-03,"20302",0
1989-05-03,"62007",0
1989-05-03,"60800",0
1989-05-03,"60900",0
1989-05-03,"51105",0
1989-05-03,"61701",0
1989-05-03,"51103",0
1989-05-03,"61805",0
1989-05-03,"20101",0
1989-05-03,"20701",0
1989-05-03,"61402",0
1989-05-03,"61806",0
1989-05-03,"63600",0.5
1989-05-03,"51100",0
1989-05-03,"61702",0
1989-05-03,"63004",0
1989-05-03,"61801",0
1989-05-03,"62400",0
1989-05-03,"61900",0
1989-05-03,"63612",0
1989-05-03,"30000",0
1989-05-03,"30801",1.4
1989-05-03,"51202",0
1989-05-03,"20601",0
1989-05-03,"51200",0
1989-05-03,"60202",0
1989-05-03,"61500",0
1989-05-03,"80000",0
1989-05-03,"63000",0
1989-05-03,"80001",0
1989-05-03,"88888",0
1989-05-03,"61904",0
1989-05-03,"63603",0
1989-05-03,"61911",0
1989-05-03,"62201",0
1989-05-03,"61803",0
1989-05-03,"60400",0
1989-05-03,"62407",0
1989-05-03,"61800",0
1989-05-03,"60203",0
1989-05-03,"30201",0
1989-05-03,"51101",0
1989-05-03,"61919",0
1989-05-03,"62000",0
1989-05-03,"60500",0
1989-05-03,"62700",0
1989-05-03,"61804",0
1989-05-03,"61809",0
1989-05-03,"62001",0
1989-05-03,"61300",0
1989-05-03,"62902",0
1989-05-03,"63700",0
1989-05-03,"63003",0
1989-05-03,"50000",0
1989-05-03,"61200",0
1989-05-03,"53200",0
1989-05-03,"51800",0
1989-05-03,"62005",0
1989-05-03,"63616",0
1989-05-03,"62607",0
1989-06-14,"20901",5.7
1989-06-14,"50700",0
1989-06-14,"51000",0
1989-06-14,"60200",3.1
1989-06-14,"60201",2.1
1989-06-14,"61808",136
1989-06-14,"61810",46.4
1989-06-14,"10000",12.4
1989-06-14,"20000",0
1989-06-14,"60300",0
1989-06-14,"61918",0
1989-06-14,"62406",0
1989-06-14,"63400",0
1989-06-14,"51130",0
1989-06-14,"51801",0
1989-06-14,"61501",0
1989-06-14,"63005",11.3
1989-06-14,"63602",5.2
1989-06-14,"50900",0
1989-06-14,"61502",0
1989-06-14,"20302",0
1989-06-14,"62007",0
1989-06-14,"60800",11.3
1989-06-14,"60900",0
1989-06-14,"51105",0
1989-06-14,"61701",0
1989-06-14,"51103",0
1989-06-14,"61805",0
1989-06-14,"20101",0
1989-06-14,"20701",0
1989-06-14,"61402",0
1989-06-14,"61806",1
1989-06-14,"63600",0
1989-06-14,"51100",0
1989-06-14,"61702",0
1989-06-14,"63004",0
1989-06-14,"61801",0
1989-06-14,"62400",0
1989-06-14,"61900",0
1989-06-14,"63612",0
1989-06-14,"30000",0
1989-06-14,"30801",4.1
1989-06-14,"51202",0
1989-06-14,"20601",0
1989-06-14,"51200",0
1989-06-14,"60202",0
1989-06-14,"61500",0
1989-06-14,"80000",0
1989-06-14,"63000",0
1989-06-14,"80001",0
1989-06-14,"88888",0
1989-06-14,"61904",0
1989-06-14,"63603",0
1989-06-14,"61911",0
1989-06-14,"62201",0
1989-06-14,"61803",0
1989-06-14,"60400",0
1989-06-14,"62407",0
1989-06-14,"61800",0
1989-06-14,"60203",0
1989-06-14,"30201",0
1989-06-14,"51101",0
1989-06-14,"61919",0
1989-06-14,"62000",0
1989-06-14,"60500",0
1989-06-14,"62700",0
1989-06-14,"61804",0
1989-06-14,"61809",0
1989-06-14,"62001",0
1989-06-14,"61300",0
1989-06-14,"62902",0
1989-06-14,"63700",0
1989-06-14,"63003",0
1989-06-14,"50000",0
1989-06-14,"61200",0
1989-06-14,"53200",0
1989-06-14,"51800",0
1989-06-14,"62005",0
1989-06-14,"63616",0
1989-06-14,"62607",0
1989-08-08,"20901",19.8
1989-08-08,"50700",5.5
1989-08-08,"51000",0
1989-08-08,"60200",0
1989-08-08,"60201",2.2
1989-08-08,"61808",72.6
1989-08-08,"61810",0
1989-08-08,"10000",49
1989-08-08,"20000",0
1989-08-08,"60300",0
1989-08-08,"61918",0
1989-08-08,"62406",0
1989-08-08,"63400",0
1989-08-08,"51130",4.4
1989-08-08,"51801",0
1989-08-08,"61501",0
1989-08-08,"63005",1.1
1989-08-08,"63602",8.8
1989-08-08,"50900",0
1989-08-08,"61502",0
1989-08-08,"20302",0
1989-08-08,"62007",0
1989-08-08,"60800",1.1
1989-08-08,"60900",0
1989-08-08,"51105",0
1989-08-08,"61701",0
1989-08-08,"51103",0
1989-08-08,"61805",14.3
1989-08-08,"20101",0
1989-08-08,"20701",0
1989-08-08,"61402",0
1989-08-08,"61806",0
1989-08-08,"63600",0
1989-08-08,"51100",0
1989-08-08,"61702",0
1989-08-08,"63004",0
1989-08-08,"61801",1.1
1989-08-08,"62400",0
1989-08-08,"61900",0
1989-08-08,"63612",0
1989-08-08,"30000",0
1989-08-08,"30801",5
1989-08-08,"51202",0
1989-08-08,"20601",0.6
1989-08-08,"51200",0
1989-08-08,"60202",0.6
1989-08-08,"61500",0
1989-08-08,"80000",0
1989-08-08,"63000",0
1989-08-08,"80001",0
1989-08-08,"88888",0
1989-08-08,"61904",0
1989-08-08,"63603",0
1989-08-08,"61911",0
1989-08-08,"62201",0
1989-08-08,"61803",0
1989-08-08,"60400",0
1989-08-08,"62407",0
1989-08-08,"61800",0
1989-08-08,"60203",0
1989-08-08,"30201",0
1989-08-08,"51101",0
1989-08-08,"61919",0
1989-08-08,"62000",0
1989-08-08,"60500",0
1989-08-08,"62700",0
1989-08-08,"61804",0
1989-08-08,"61809",0
1989-08-08,"62001",0
1989-08-08,"61300",0
1989-08-08,"62902",0
1989-08-08,"63700",0
1989-08-08,"63003",0
1989-08-08,"50000",0
1989-08-08,"61200",0
1989-08-08,"53200",0
1989-08-08,"51800",0
1989-08-08,"62005",0
1989-08-08,"63616",0
1989-08-08,"62607",0
1989-11-07,"20901",9.1
1989-11-07,"50700",0
1989-11-07,"51000",0
1989-11-07,"60200",5.5
1989-11-07,"60201",0
1989-11-07,"61808",160
1989-11-07,"61810",18.2
1989-11-07,"10000",0
1989-11-07,"20000",0
1989-11-07,"60300",0
1989-11-07,"61918",0.9
1989-11-07,"62406",0
1989-11-07,"63400",0
1989-11-07,"51130",0
1989-11-07,"51801",0
1989-11-07,"61501",0
1989-11-07,"63005",5.5
1989-11-07,"63602",0.9
1989-11-07,"50900",0
1989-11-07,"61502",0
1989-11-07,"20302",0
1989-11-07,"62007",0
1989-11-07,"60800",1.8
1989-11-07,"60900",0
1989-11-07,"51105",0
1989-11-07,"61701",15.5
1989-11-07,"51103",0
1989-11-07,"61805",0.9
1989-11-07,"20101",0
1989-11-07,"20701",0
1989-11-07,"61402",0
1989-11-07,"61806",0
1989-11-07,"63600",0.9
1989-11-07,"51100",0
1989-11-07,"61702",0.9
1989-11-07,"63004",2.7
1989-11-07,"61801",0
1989-11-07,"62400",0
1989-11-07,"61900",0
1989-11-07,"63612",0
1989-11-07,"30000",0
1989-11-07,"30801",0
1989-11-07,"51202",0
1989-11-07,"20601",0
1989-11-07,"51200",0
1989-11-07,"60202",0
1989-11-07,"61500",0
1989-11-07,"80000",0
1989-11-07,"63000",0
1989-11-07,"80001",0
1989-11-07,"88888",0.9
1989-11-07,"61904",0
1989-11-07,"63603",0
1989-11-07,"61911",0
1989-11-07,"62201",0
1989-11-07,"61803",0
1989-11-07,"60400",0
1989-11-07,"62407",0
1989-11-07,"61800",0
1989-11-07,"60203",0
1989-11-07,"30201",0
1989-11-07,"51101",0
1989-11-07,"61919",0
1989-11-07,"62000",0
1989-11-07,"60500",0
1989-11-07,"62700",0
1989-11-07,"61804",0
1989-11-07,"61809",0
1989-11-07,"62001",0
1989-11-07,"61300",0
1989-11-07,"62902",0
1989-11-07,"63700",0
1989-11-07,"63003",0
1989-11-07,"50000",0
1989-11-07,"61200",0
1989-11-07,"53200",0
1989-11-07,"51800",0
1989-11-07,"62005",0
1989-11-07,"63616",0
1989-11-07,"62607",0
1990-02-28,"20901",3.7
1990-02-28,"50700",0
1990-02-28,"51000",0
1990-02-28,"60200",0
1990-02-28,"60201",10.5
1990-02-28,"61808",136.6
1990-02-28,"61810",1.1
1990-02-28,"10000",0
1990-02-28,"20000",0
1990-02-28,"60300",4.2
1990-02-28,"61918",0
1990-02-28,"62406",0
1990-02-28,"63400",0
1990-02-28,"51130",0
1990-02-28,"51801",0
1990-02-28,"61501",0
1990-02-28,"63005",0
1990-02-28,"63602",0
1990-02-28,"50900",0
1990-02-28,"61502",0
1990-02-28,"20302",0
1990-02-28,"62007",0
1990-02-28,"60800",0
1990-02-28,"60900",0
1990-02-28,"51105",0
1990-02-28,"61701",0
1990-02-28,"51103",0
1990-02-28,"61805",1.1
1990-02-28,"20101",0
1990-02-28,"20701",0
1990-02-28,"61402",0
1990-02-28,"61806",0
1990-02-28,"63600",0
1990-02-28,"51100",0
1990-02-28,"61702",0
1990-02-28,"63004",0
1990-02-28,"61801",0
1990-02-28,"62400",0
1990-02-28,"61900",0
1990-02-28,"63612",0
1990-02-28,"30000",0
1990-02-28,"30801",2.7
1990-02-28,"51202",0
1990-02-28,"20601",0
1990-02-28,"51200",0
1990-02-28,"60202",0
1990-02-28,"61500",0
1990-02-28,"80000",0
1990-02-28,"63000",0
1990-02-28,"80001",0
1990-02-28,"88888",1.1
1990-02-28,"61904",0
1990-02-28,"63603",0
1990-02-28,"61911",0
1990-02-28,"62201",0
1990-02-28,"61803",0
1990-02-28,"60400",0
1990-02-28,"62407",0
1990-02-28,"61800",0
1990-02-28,"60203",0
1990-02-28,"30201",0
1990-02-28,"51101",0
1990-02-28,"61919",0
1990-02-28,"62000",0
1990-02-28,"60500",0
1990-02-28,"62700",0
1990-02-28,"61804",0
1990-02-28,"61809",0
1990-02-28,"62001",0
1990-02-28,"61300",0
1990-02-28,"62902",0
1990-02-28,"63700",0
1990-02-28,"63003",0
1990-02-28,"50000",0
1990-02-28,"61200",0
1990-02-28,"53200",0
1990-02-28,"51800",0
1990-02-28,"62005",0
1990-02-28,"63616",0
1990-02-28,"62607",0
1990-05-01,"20901",0
1990-05-01,"50700",0
1990-05-01,"51000",0
1990-05-01,"60200",0
1990-05-01,"60201",0
1990-05-01,"61808",11.5
1990-05-01,"61810",3.8
1990-05-01,"10000",1.1
1990-05-01,"20000",0
1990-05-01,"60300",0
1990-05-01,"61918",0
1990-05-01,"62406",0
1990-05-01,"63400",0
1990-05-01,"51130",0
1990-05-01,"51801",0
1990-05-01,"61501",0
1990-05-01,"63005",0
1990-05-01,"63602",0
1990-05-01,"50900",0
1990-05-01,"61502",0
1990-05-01,"20302",0
1990-05-01,"62007",0
1990-05-01,"60800",0
1990-05-01,"60900",0
1990-05-01,"51105",0
1990-05-01,"61701",0
1990-05-01,"51103",0
1990-05-01,"61805",0
1990-05-01,"20101",0
1990-05-01,"20701",0
1990-05-01,"61402",0
1990-05-01,"61806",0
1990-05-01,"63600",0
1990-05-01,"51100",0
1990-05-01,"61702",0
1990-05-01,"63004",0
1990-05-01,"61801",0
1990-05-01,"62400",0
1990-05-01,"61900",0
1990-05-01,"63612",0
1990-05-01,"30000",0
1990-05-01,"30801",0
1990-05-01,"51202",0
1990-05-01,"20601",0
1990-05-01,"51200",0
1990-05-01,"60202",0
1990-05-01,"61500",0
1990-05-01,"80000",0
1990-05-01,"63000",0
1990-05-01,"80001",0
1990-05-01,"88888",0
1990-05-01,"61904",0
1990-05-01,"63603",0
1990-05-01,"61911",0
1990-05-01,"62201",0
1990-05-01,"61803",0
1990-05-01,"60400",0
1990-05-01,"62407",0
1990-05-01,"61800",0
1990-05-01,"60203",0
1990-05-01,"30201",0
1990-05-01,"51101",0
1990-05-01,"61919",0
1990-05-01,"62000",0
1990-05-01,"60500",0
1990-05-01,"62700",0
1990-05-01,"61804",0
1990-05-01,"61809",0
1990-05-01,"62001",0
1990-05-01,"61300",0
1990-05-01,"62902",0
1990-05-01,"63700",0
1990-05-01,"63003",0
1990-05-01,"50000",0
1990-05-01,"61200",0
1990-05-01,"53200",0
1990-05-01,"51800",0
1990-05-01,"62005",0
1990-05-01,"63616",0
1990-05-01,"62607",0
1990-06-12,"20901",9
1990-06-12,"50700",0
1990-06-12,"51000",0
1990-06-12,"60200",0
1990-06-12,"60201",5.3
1990-06-12,"61808",423.4
1990-06-12,"61810",59.9
1990-06-12,"10000",39.9
1990-06-12,"20000",10
1990-06-12,"60300",1.1
1990-06-12,"61918",0
1990-06-12,"62406",0
1990-06-12,"63400",0
1990-06-12,"51130",3.7
1990-06-12,"51801",0
1990-06-12,"61501",0
1990-06-12,"63005",134.5
1990-06-12,"63602",15.8
1990-06-12,"50900",0
1990-06-12,"61502",0
1990-06-12,"20302",0
1990-06-12,"62007",0
1990-06-12,"60800",0
1990-06-12,"60900",0
1990-06-12,"51105",0
1990-06-12,"61701",0
1990-06-12,"51103",0
1990-06-12,"61805",2.1
1990-06-12,"20101",0
1990-06-12,"20701",0
1990-06-12,"61402",0
1990-06-12,"61806",0
1990-06-12,"63600",0
1990-06-12,"51100",1.1
1990-06-12,"61702",0
1990-06-12,"63004",0
1990-06-12,"61801",0
1990-06-12,"62400",0
1990-06-12,"61900",0
1990-06-12,"63612",0
1990-06-12,"30000",0
1990-06-12,"30801",0
1990-06-12,"51202",0
1990-06-12,"20601",1.6
1990-06-12,"51200",0
1990-06-12,"60202",0
1990-06-12,"61500",0
1990-06-12,"80000",0
1990-06-12,"63000",0
1990-06-12,"80001",0
1990-06-12,"88888",0
1990-06-12,"61904",0
1990-06-12,"63603",0
1990-06-12,"61911",0
1990-06-12,"62201",0
1990-06-12,"61803",0
1990-06-12,"60400",0
1990-06-12,"62407",0
1990-06-12,"61800",0
1990-06-12,"60203",0
1990-06-12,"30201",0
1990-06-12,"51101",0
1990-06-12,"61919",0
1990-06-12,"62000",0
1990-06-12,"60500",0
1990-06-12,"62700",0
1990-06-12,"61804",0
1990-06-12,"61809",0
1990-06-12,"62001",0
1990-06-12,"61300",0
1990-06-12,"62902",0
1990-06-12,"63700",0
1990-06-12,"63003",0
1990-06-12,"50000",0
1990-06-12,"61200",0
1990-06-12,"53200",0
1990-06-12,"51800",0
1990-06-12,"62005",0
1990-06-12,"63616",0
1990-06-12,"62607",0
1990-08-22,"20901",32.1
1990-08-22,"50700",0.5
1990-08-22,"51000",0
1990-08-22,"60200",0
1990-08-22,"60201",0
1990-08-22,"61808",41.5
1990-08-22,"61810",22.6
1990-08-22,"10000",87.2
1990-08-22,"20000",0
1990-08-22,"60300",0
1990-08-22,"61918",0
1990-08-22,"62406",0
1990-08-22,"63400",0
1990-08-22,"51130",10.5
1990-08-22,"51801",0
1990-08-22,"61501",0
1990-08-22,"63005",0
1990-08-22,"63602",11.6
1990-08-22,"50900",0
1990-08-22,"61502",3.7
1990-08-22,"20302",0
1990-08-22,"62007",0
1990-08-22,"60800",0
1990-08-22,"60900",0
1990-08-22,"51105",0
1990-08-22,"61701",0
1990-08-22,"51103",0
1990-08-22,"61805",0
1990-08-22,"20101",0
1990-08-22,"20701",0
1990-08-22,"61402",0
1990-08-22,"61806",0
1990-08-22,"63600",0
1990-08-22,"51100",0
1990-08-22,"61702",0
1990-08-22,"63004",0
1990-08-22,"61801",0
1990-08-22,"62400",1.1
1990-08-22,"61900",0
1990-08-22,"63612",0
1990-08-22,"30000",0
1990-08-22,"30801",0
1990-08-22,"51202",0
1990-08-22,"20601",0
1990-08-22,"51200",0
1990-08-22,"60202",0
1990-08-22,"61500",0
1990-08-22,"80000",0
1990-08-22,"63000",0
1990-08-22,"80001",0
1990-08-22,"88888",0
1990-08-22,"61904",1.1
1990-08-22,"63603",0.5
1990-08-22,"61911",0
1990-08-22,"62201",0
1990-08-22,"61803",0
1990-08-22,"60400",0
1990-08-22,"62407",0
1990-08-22,"61800",0
1990-08-22,"60203",0
1990-08-22,"30201",0
1990-08-22,"51101",0
1990-08-22,"61919",0
1990-08-22,"62000",0
1990-08-22,"60500",0
1990-08-22,"62700",0
1990-08-22,"61804",0
1990-08-22,"61809",0
1990-08-22,"62001",0
1990-08-22,"61300",0
1990-08-22,"62902",0
1990-08-22,"63700",0
1990-08-22,"63003",0
1990-08-22,"50000",0
1990-08-22,"61200",0
1990-08-22,"53200",0
1990-08-22,"51800",0
1990-08-22,"62005",0
1990-08-22,"63616",0
1990-08-22,"62607",0
1990-11-08,"20901",11.1
1990-11-08,"50700",0
1990-11-08,"51000",0
1990-11-08,"60200",0
1990-11-08,"60201",2.6
1990-11-08,"61808",73.5
1990-11-08,"61810",60.4
1990-11-08,"10000",0
1990-11-08,"20000",0
1990-11-08,"60300",0.5
1990-11-08,"61918",1.1
1990-11-08,"62406",0
1990-11-08,"63400",0.5
1990-11-08,"51130",0
1990-11-08,"51801",0
1990-11-08,"61501",0
1990-11-08,"63005",0
1990-11-08,"63602",1.1
1990-11-08,"50900",0
1990-11-08,"61502",0
1990-11-08,"20302",0
1990-11-08,"62007",0
1990-11-08,"60800",0
1990-11-08,"60900",0
1990-11-08,"51105",0
1990-11-08,"61701",0
1990-11-08,"51103",0
1990-11-08,"61805",0.5
1990-11-08,"20101",0
1990-11-08,"20701",0
1990-11-08,"61402",0.5
1990-11-08,"61806",0
1990-11-08,"63600",0
1990-11-08,"51100",0
1990-11-08,"61702",0
1990-11-08,"63004",0
1990-11-08,"61801",0
1990-11-08,"62400",0
1990-11-08,"61900",0
1990-11-08,"63612",0
1990-11-08,"30000",0
1990-11-08,"30801",0
1990-11-08,"51202",0
1990-11-08,"20601",0
1990-11-08,"51200",0
1990-11-08,"60202",0
1990-11-08,"61500",0
1990-11-08,"80000",0
1990-11-08,"63000",0
1990-11-08,"80001",0
1990-11-08,"88888",1.1
1990-11-08,"61904",0
1990-11-08,"63603",0
1990-11-08,"61911",0
1990-11-08,"62201",0
1990-11-08,"61803",0
1990-11-08,"60400",0
1990-11-08,"62407",0
1990-11-08,"61800",0
1990-11-08,"60203",0
1990-11-08,"30201",0
1990-11-08,"51101",0
1990-11-08,"61919",0
1990-11-08,"62000",0
1990-11-08,"60500",0
1990-11-08,"62700",0
1990-11-08,"61804",0
1990-11-08,"61809",0
1990-11-08,"62001",0
1990-11-08,"61300",0
1990-11-08,"62902",0
1990-11-08,"63700",0
1990-11-08,"63003",0
1990-11-08,"50000",0
1990-11-08,"61200",0
1990-11-08,"53200",0
1990-11-08,"51800",0
1990-11-08,"62005",0
1990-11-08,"63616",0
1990-11-08,"62607",0
1991-02-20,"20901",0
1991-02-20,"50700",0
1991-02-20,"51000",0
1991-02-20,"60200",0
1991-02-20,"60201",10.5
1991-02-20,"61808",18.4
1991-02-20,"61810",26.3
1991-02-20,"10000",0.5
1991-02-20,"20000",5.8
1991-02-20,"60300",0
1991-02-20,"61918",0
1991-02-20,"62406",0
1991-02-20,"63400",0
1991-02-20,"51130",0
1991-02-20,"51801",0
1991-02-20,"61501",0
1991-02-20,"63005",0
1991-02-20,"63602",1.1
1991-02-20,"50900",0
1991-02-20,"61502",0
1991-02-20,"20302",0
1991-02-20,"62007",0
1991-02-20,"60800",10.5
1991-02-20,"60900",0.5
1991-02-20,"51105",0
1991-02-20,"61701",0
1991-02-20,"51103",0
1991-02-20,"61805",0
1991-02-20,"20101",0
1991-02-20,"20701",0
1991-02-20,"61402",0
1991-02-20,"61806",0
1991-02-20,"63600",0
1991-02-20,"51100",0
1991-02-20,"61702",0
1991-02-20,"63004",0
1991-02-20,"61801",0
1991-02-20,"62400",0
1991-02-20,"61900",0
1991-02-20,"63612",0
1991-02-20,"30000",0.5
1991-02-20,"30801",0
1991-02-20,"51202",0
1991-02-20,"20601",0
1991-02-20,"51200",0
1991-02-20,"60202",0
1991-02-20,"61500",0
1991-02-20,"80000",0
1991-02-20,"63000",0
1991-02-20,"80001",0
1991-02-20,"88888",0
1991-02-20,"61904",0
1991-02-20,"63603",0
1991-02-20,"61911",0
1991-02-20,"62201",0
1991-02-20,"61803",0
1991-02-20,"60400",0
1991-02-20,"62407",0
1991-02-20,"61800",0
1991-02-20,"60203",0
1991-02-20,"30201",0
1991-02-20,"51101",0
1991-02-20,"61919",0
1991-02-20,"62000",0
1991-02-20,"60500",0
1991-02-20,"62700",0
1991-02-20,"61804",0
1991-02-20,"61809",0
1991-02-20,"62001",0
1991-02-20,"61300",0
1991-02-20,"62902",0
1991-02-20,"63700",0
1991-02-20,"63003",0
1991-02-20,"50000",0
1991-02-20,"61200",0
1991-02-20,"53200",0
1991-02-20,"51800",0
1991-02-20,"62005",0
1991-02-20,"63616",0
1991-02-20,"62607",0
1991-05-09,"20901",0
1991-05-09,"50700",0
1991-05-09,"51000",0
1991-05-09,"60200",0
1991-05-09,"60201",0
1991-05-09,"61808",198.6
1991-05-09,"61810",18.9
1991-05-09,"10000",5.3
1991-05-09,"20000",2.6
1991-05-09,"60300",0
1991-05-09,"61918",0
1991-05-09,"62406",0
1991-05-09,"63400",0
1991-05-09,"51130",0
1991-05-09,"51801",0
1991-05-09,"61501",0
1991-05-09,"63005",0
1991-05-09,"63602",0
1991-05-09,"50900",0
1991-05-09,"61502",0
1991-05-09,"20302",0
1991-05-09,"62007",0
1991-05-09,"60800",1.1
1991-05-09,"60900",1.1
1991-05-09,"51105",0
1991-05-09,"61701",0
1991-05-09,"51103",0
1991-05-09,"61805",0
1991-05-09,"20101",0
1991-05-09,"20701",0
1991-05-09,"61402",0
1991-05-09,"61806",1.1
1991-05-09,"63600",0
1991-05-09,"51100",0
1991-05-09,"61702",0
1991-05-09,"63004",0
1991-05-09,"61801",0
1991-05-09,"62400",0
1991-05-09,"61900",0
1991-05-09,"63612",0
1991-05-09,"30000",0
1991-05-09,"30801",0
1991-05-09,"51202",0
1991-05-09,"20601",0
1991-05-09,"51200",0
1991-05-09,"60202",0
1991-05-09,"61500",0
1991-05-09,"80000",0
1991-05-09,"63000",0
1991-05-09,"80001",0
1991-05-09,"88888",0
1991-05-09,"61904",0
1991-05-09,"63603",0
1991-05-09,"61911",0
1991-05-09,"62201",0
1991-05-09,"61803",0
1991-05-09,"60400",0
1991-05-09,"62407",0
1991-05-09,"61800",0
1991-05-09,"60203",0
1991-05-09,"30201",0
1991-05-09,"51101",0
1991-05-09,"61919",0
1991-05-09,"62000",0
1991-05-09,"60500",0
1991-05-09,"62700",0
1991-05-09,"61804",0
1991-05-09,"61809",0
1991-05-09,"62001",0
1991-05-09,"61300",0
1991-05-09,"62902",0
1991-05-09,"63700",0
1991-05-09,"63003",0
1991-05-09,"50000",0
1991-05-09,"61200",0
1991-05-09,"53200",0
1991-05-09,"51800",0
1991-05-09,"62005",0
1991-05-09,"63616",0
1991-05-09,"62607",0
1991-06-18,"20901",13.6
1991-06-18,"50700",0
1991-06-18,"51000",0
1991-06-18,"60200",0
1991-06-18,"60201",0
1991-06-18,"61808",97.2
1991-06-18,"61810",23.1
1991-06-18,"10000",20
1991-06-18,"20000",0
1991-06-18,"60300",0
1991-06-18,"61918",0
1991-06-18,"62406",0
1991-06-18,"63400",0
1991-06-18,"51130",0
1991-06-18,"51801",0
1991-06-18,"61501",0
1991-06-18,"63005",0.5
1991-06-18,"63602",0
1991-06-18,"50900",0
1991-06-18,"61502",0
1991-06-18,"20302",0
1991-06-18,"62007",0
1991-06-18,"60800",4.2
1991-06-18,"60900",0
1991-06-18,"51105",0
1991-06-18,"61701",0
1991-06-18,"51103",0
1991-06-18,"61805",0
1991-06-18,"20101",0
1991-06-18,"20701",0
1991-06-18,"61402",0
1991-06-18,"61806",0
1991-06-18,"63600",0
1991-06-18,"51100",0
1991-06-18,"61702",0
1991-06-18,"63004",0
1991-06-18,"61801",0
1991-06-18,"62400",0
1991-06-18,"61900",0
1991-06-18,"63612",0
1991-06-18,"30000",0
1991-06-18,"30801",0
1991-06-18,"51202",0
1991-06-18,"20601",0
1991-06-18,"51200",0
1991-06-18,"60202",0
1991-06-18,"61500",0
1991-06-18,"80000",0
1991-06-18,"63000",0
1991-06-18,"80001",0
1991-06-18,"88888",0
