"sampledate","division","genus","taxa_name","biovolume_conc"
2013-02-18,"Chlorophyta","Chlamydomonas","Chlamydomonas ",18447.4539
2013-02-18,"Chlorophyta","Monomastix","Monomastix minuta",53.2139
2013-02-18,"Chlorophyta","Monomastix","Monomastix astigmata",0
2013-02-18,"Chrysophyta","NA","Chrysophyceae",15646.324
2013-02-18,"Chrysophyta","NA","Chrysocapsaceae",0
2013-02-18,"Chrysophyta","Mallomonas","Mallomonas ",4730.1145
2013-02-18,"Chrysophyta","Mallomonas","Mallomonas akrokomas",0
2013-02-18,"Cryptophyta","Cryptomonas","Cryptomonas erosa",8656.1099
2013-02-18,"Cryptophyta","Rhodomonas","Rhodomonas minuta",1324.4313
2013-02-18,"Cyanophyta","Synechococcus","Synechococcus ",11.8253
2013-02-18,"Cyanophyta","Synechococcus","Synechococcus elongatus",0
2013-02-18,"Cyanophyta","Synechocystis","Synechocystis ",9.9773
2013-02-18,"Euglenophyta","Euglena","Euglena ",2469.1193
2013-02-18,"Euglenophyta","Euglena","Euglena acus",0
2013-02-18,"Euglenophyta","Lepocinclis","Lepocinclis ",2270.4553
2013-02-18,"Miscellaneous","Miscellaneous","Miscellaneous",143038.6838
2013-02-18,"NA","Rhodospirillum","Rhodospirillum rubrum",2234.9844
2013-02-18,"Pyrrhophyta","Peridinium","Peridinium ",5978.8652
2013-02-18,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",0
2013-02-18,"Pyrrhophyta","Peridinium","Peridinium umbonatum",0
2013-02-18,"Pyrrhophyta","Peridinium","Peridinium cinctum",0
2013-02-18,"Total","Total","Total",204871.5581
2013-05-13,"Bacillariophyta","Cyclotella","Cyclotella sp. 1",4257.1026
2013-05-13,"Bacillariophyta","Cyclotella","Cyclotella ocellata",0
2013-05-13,"Bacillariophyta","Tabellaria","Tabellaria flocculosa",0
2013-05-13,"Bacillariophyta","Tabellaria","Tabellaria binalis",818.0158
2013-05-13,"Chlorophyta","Chlamydomonas","Chlamydomonas ",399990.3306
2013-05-13,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",4727.1474
2013-05-13,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",1050.0288
2013-05-13,"Chrysophyta","NA","Chrysophyceae",41310.7274
2013-05-13,"Chrysophyta","NA","Chrysocapsaceae",0
2013-05-13,"Chrysophyta","Dinobryon","Dinobryon cylindricum",0
2013-05-13,"Chrysophyta","Dinobryon","Dinobryon cyst",418946.8478
2013-05-13,"Chrysophyta","Dinobryon","Dinobryon ",793194.1593
2013-05-13,"Chrysophyta","Dinobryon","Dinobryon sociale",32205.4329
2013-05-13,"Chrysophyta","Dinobryon","Dinobryon crenulatum",0
2013-05-13,"Chrysophyta","Gonyostomum","Gonyostomum semen",532137.9065
2013-05-13,"Chrysophyta","Mallomonas","Mallomonas ",36052.3449
2013-05-13,"Chrysophyta","Mallomonas","Mallomonas akrokomas",0
2013-05-13,"Cryptophyta","Cryptomonas","Cryptomonas erosa",171703.1682
2013-05-13,"Cryptophyta","Rhodomonas","Rhodomonas minuta",22172.4138
2013-05-13,"Cyanophyta","Synechococcus","Synechococcus ",0
2013-05-13,"Cyanophyta","Synechococcus","Synechococcus elongatus",44.3449
2013-05-13,"Cyanophyta","Synechocystis","Synechocystis ",37.415
2013-05-13,"Euglenophyta","Euglena","Euglena ",7716.0008
2013-05-13,"Euglenophyta","Euglena","Euglena acus",0
2013-05-13,"Euglenophyta","Trachelomonas","Trachelomonas ",25542.62
2013-05-13,"Miscellaneous","Miscellaneous","Miscellaneous",66517.2351
2013-05-13,"NA","Rhodospirillum","Rhodospirillum rubrum",6305.2946
2013-05-13,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2",60663.7299
2013-05-13,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",0
2013-05-13,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",53213.7902
2013-05-13,"Pyrrhophyta","Peridinium","Peridinium ",7581.1234
2013-05-13,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",0
2013-05-13,"Pyrrhophyta","Peridinium","Peridinium umbonatum",0
2013-05-13,"Pyrrhophyta","Peridinium","Peridinium cinctum",0
2013-05-13,"Total","Total","Total",2686187.18
2013-07-10,"Bacillariophyta","Asterionella","Asterionella formosa",6402.7438
2013-07-10,"Bacillariophyta","Fragilaria","Fragilaria filiformis",11077.7631
2013-07-10,"Bacillariophyta","Tabellaria","Tabellaria flocculosa",13415.2727
2013-07-10,"Bacillariophyta","Tabellaria","Tabellaria binalis",0
2013-07-10,"Chlorophyta","Chlamydomonas","Chlamydomonas ",22935.1619
2013-07-10,"Chlorophyta","NA","Chlorococcaceae",15160.6065
2013-07-10,"Chlorophyta","NA","Chlorophyta",0
2013-07-10,"Chlorophyta","Cosmarium","Cosmarium ",567.6134
2013-07-10,"Chlorophyta","Monomastix","Monomastix minuta",1117.4922
2013-07-10,"Chlorophyta","Monomastix","Monomastix astigmata",177.3797
2013-07-10,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",478.9252
2013-07-10,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",12966.6767
2013-07-10,"Chlorophyta","Oocystis","Oocystis parva",199.5513
2013-07-10,"Chlorophyta","Oocystis","Oocystis pusilla",70.9519
2013-07-10,"Chlorophyta","Staurastrum","Staurastrum ",13644.9026
2013-07-10,"Chlorophyta","Staurastrum","Staurastrum hexacerum",1181.346
2013-07-10,"Chlorophyta","Teilingia","Teilingia granulata",1219.5702
2013-07-10,"Chrysophyta","NA","Chrysophyceae",24125.2626
2013-07-10,"Chrysophyta","NA","Chrysocapsaceae",0
2013-07-10,"Chrysophyta","Dinobryon","Dinobryon cylindricum",0
2013-07-10,"Chrysophyta","Dinobryon","Dinobryon cyst",0
2013-07-10,"Chrysophyta","Dinobryon","Dinobryon ",0
2013-07-10,"Chrysophyta","Dinobryon","Dinobryon sociale",0
2013-07-10,"Chrysophyta","Dinobryon","Dinobryon crenulatum",1330.3445
2013-07-10,"Chrysophyta","Mallomonas","Mallomonas ",0
2013-07-10,"Chrysophyta","Mallomonas","Mallomonas akrokomas",4301.4497
2013-07-10,"Chrysophyta","Stichogloea","Stichogloea olivacea",15104.0726
2013-07-10,"Cryptophyta","Cryptomonas","Cryptomonas erosa",75293.4138
2013-07-10,"Cryptophyta","Rhodomonas","Rhodomonas minuta",2838.067
2013-07-10,"Cyanophyta","Synechocystis","Synechocystis ",3442.1777
2013-07-10,"Haptophyta","Chrysochromulina","Chrysochromulina parva",64034.0017
2013-07-10,"Miscellaneous","Miscellaneous","Miscellaneous",567.6134
2013-07-10,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2",1702.8411
2013-07-10,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",869.1589
2013-07-10,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",0
2013-07-10,"Pyrrhophyta","Peridinium","Peridinium ",0
2013-07-10,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",0
2013-07-10,"Pyrrhophyta","Peridinium","Peridinium umbonatum",0
2013-07-10,"Pyrrhophyta","Peridinium","Peridinium cinctum",340568.2609
2013-07-10,"Total","Total","Total",634792.6211
2013-08-06,"Bacillariophyta","Asterionella","Asterionella formosa",21681.2489
2013-08-06,"Bacillariophyta","Cyclotella","Cyclotella sp. 1",1795.9654
2013-08-06,"Bacillariophyta","Cyclotella","Cyclotella ocellata",0
2013-08-06,"Chlorophyta","Chlamydomonas","Chlamydomonas ",144683.854
2013-08-06,"Chlorophyta","","Chlorococcaceae",6208.2732
2013-08-06,"Chlorophyta","","Chlorophyta",0
2013-08-06,"Chlorophyta","Monomastix","Monomastix minuta",1596.4175
2013-08-06,"Chlorophyta","Monomastix","Monomastix astigmata",0
2013-08-06,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",3059.798
2013-08-06,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",0
2013-08-06,"Chlorophyta","Oocystis","Oocystis parva",71151.2527
2013-08-06,"Chlorophyta","Oocystis","Oocystis pusilla",0
2013-08-06,"Chrysophyta","NA","Chrysophyceae",7646.7055
2013-08-06,"Chrysophyta","NA","Chrysocapsaceae",0
2013-08-06,"Chrysophyta","Dinobryon","Dinobryon cylindricum",0
2013-08-06,"Chrysophyta","Dinobryon","Dinobryon cyst",0
2013-08-06,"Chrysophyta","Dinobryon","Dinobryon ",0
2013-08-06,"Chrysophyta","Dinobryon","Dinobryon sociale",41551.1013
2013-08-06,"Chrysophyta","Dinobryon","Dinobryon crenulatum",0
2013-08-06,"Chrysophyta","Mallomonas","Mallomonas ",25542.6221
2013-08-06,"Chrysophyta","Mallomonas","Mallomonas akrokomas",0
2013-08-06,"Cryptophyta","Cryptomonas","Cryptomonas erosa",510816.8882
2013-08-06,"Euglenophyta","Euglena","Euglena ",16602.7043
2013-08-06,"Euglenophyta","Euglena","Euglena acus",0
2013-08-06,"Haptophyta","Chrysochromulina","Chrysochromulina parva",3201.7001
2013-08-06,"Miscellaneous","Miscellaneous","Miscellaneous",297997.2579
2013-08-06,"NA","Rhodospirillum","Rhodospirillum rubrum",6095.7869
2013-08-06,"Pyrrhophyta","Peridinium","Peridinium ",4257.1026
2013-08-06,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",0
2013-08-06,"Pyrrhophyta","Peridinium","Peridinium umbonatum",0
2013-08-06,"Pyrrhophyta","Peridinium","Peridinium cinctum",0
2013-08-06,"Total","Total","Total",1163888.679
2013-11-08,"Chlorophyta","Chlamydomonas","Chlamydomonas ",9460.229
2013-11-08,"Chlorophyta","Monomastix","Monomastix minuta",591.2657
2013-11-08,"Chlorophyta","Monomastix","Monomastix astigmata",0
2013-11-08,"Chrysophyta","NA","Chrysophyceae",1390.7844
2013-11-08,"Chrysophyta","NA","Chrysocapsaceae",0
2013-11-08,"Chrysophyta","Dinobryon","Dinobryon cylindricum",0
2013-11-08,"Chrysophyta","Dinobryon","Dinobryon cyst",0
2013-11-08,"Chrysophyta","Dinobryon","Dinobryon ",7194.5046
2013-11-08,"Chrysophyta","Dinobryon","Dinobryon sociale",0
2013-11-08,"Chrysophyta","Dinobryon","Dinobryon crenulatum",0
2013-11-08,"Cryptophyta","Cryptomonas","Cryptomonas erosa",856527.0521
2013-11-08,"Cyanophyta","Pseudanabaena","Pseudanabaena limnetica",1995.5162
2013-11-08,"Cyanophyta","Synechocystis","Synechocystis ",97278.9361
2013-11-08,"Miscellaneous","Miscellaneous","Miscellaneous",18920.458
2013-11-08,"NA","Rhodospirillum","Rhodospirillum rubrum",4988.8045
2013-11-08,"Total","Total","Total",998347.5506
2014-02-20,"Chlorophyta","Microspora","Microspora ",29267.5846
2014-02-20,"Chlorophyta","Oocystis","Oocystis parva",2414.3294
2014-02-20,"Chlorophyta","Oocystis","Oocystis pusilla",0
2014-02-20,"Chrysophyta","NA","Chrysophyceae",17107.3646
2014-02-20,"Chrysophyta","NA","Chrysocapsaceae",0
2014-02-20,"Cryptophyta","Rhodomonas","Rhodomonas minuta",1261.3631
2014-02-20,"Cyanophyta","Synechococcus","Synechococcus ",5617.078
2014-02-20,"Cyanophyta","Synechococcus","Synechococcus elongatus",1385.7367
2014-02-20,"Cyanophyta","Synechocystis","Synechocystis ",7482.9951
2014-02-20,"Euglenophyta","Euglena","Euglena ",3074.5742
2014-02-20,"Euglenophyta","Euglena","Euglena acus",0
2014-02-20,"Miscellaneous","Miscellaneous","Miscellaneous",244783.4507
2014-02-20,"NA","Rhodospirillum","Rhodospirillum rubrum",665.1739
2014-02-20,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2",0
2014-02-20,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",0
2014-02-20,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",51085.239
2014-02-20,"Total","Total","Total",364144.8893
2014-05-21,"Bacillariophyta","Eunotia","Eunotia ",5676.1378
2014-05-21,"Bacillariophyta","Tabellaria","Tabellaria flocculosa",0
2014-05-21,"Bacillariophyta","Tabellaria","Tabellaria binalis",4090.0789
2014-05-21,"Chlorophyta","Chlamydomonas","Chlamydomonas ",116316.8427
2014-05-21,"Chlorophyta","NA","Chlorococcaceae",615.8999
2014-05-21,"Chlorophyta","NA","Chlorophyta",0
2014-05-21,"Chlorophyta","Monomastix","Monomastix minuta",394.1771
2014-05-21,"Chlorophyta","Monomastix","Monomastix astigmata",0
2014-05-21,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",2499.863
2014-05-21,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",385.787
2014-05-21,"Chrysophyta","NA","Chrysophyceae",742373.7355
2014-05-21,"Chrysophyta","NA","Chrysocapsaceae",0
2014-05-21,"Chrysophyta","Gonyostomum","Gonyostomum semen",165948.1921
2014-05-21,"Chrysophyta","Mallomonas","Mallomonas ",2128.5519
2014-05-21,"Chrysophyta","Mallomonas","Mallomonas akrokomas",0
2014-05-21,"Cryptophyta","Cryptomonas","Cryptomonas erosa",1892.0456
2014-05-21,"Cyanophyta","Aphanizomenon","Aphanizomenon ",0
2014-05-21,"Cyanophyta","Aphanizomenon","Aphanizomenon flos-aquae",8277.7004
2014-05-21,"Cyanophyta","Synechococcus","Synechococcus ",433.5949
2014-05-21,"Cyanophyta","Synechococcus","Synechococcus elongatus",137.962
2014-05-21,"Cyanophyta","Synechocystis","Synechocystis ",10226.76
2014-05-21,"Miscellaneous","Miscellaneous","Miscellaneous",79465.9354
2014-05-21,"NA","Rhodospirillum","Rhodospirillum rubrum",10310.1961
2014-05-21,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2",5676.1368
2014-05-21,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",0
2014-05-21,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",0
2014-05-21,"Pyrrhophyta","Peridinium","Peridinium ",14254.2253
2014-05-21,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",0
2014-05-21,"Pyrrhophyta","Peridinium","Peridinium umbonatum",0
2014-05-21,"Pyrrhophyta","Peridinium","Peridinium cinctum",0
2014-05-21,"Total","Total","Total",1171103.822
2014-06-16,"Bacillariophyta","Asterionella","Asterionella formosa",17912.438
2014-06-16,"Chlorophyta","Chlamydomonas","Chlamydomonas ",140425.3772
2014-06-16,"Chlorophyta","NA","Chlorococcaceae",7061.9131
2014-06-16,"Chlorophyta","NA","Chlorophyta",44280.9696
2014-06-16,"Chlorophyta","Colonial","Colonial ",11352.2744
2014-06-16,"Chlorophyta","Monomastix","Monomastix minuta",1515.1128
2014-06-16,"Chlorophyta","Monomastix","Monomastix astigmata",0
2014-06-16,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",3292.6046
2014-06-16,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",0
2014-06-16,"Chlorophyta","Schroederia","Schroederia judayi",798.2066
2014-06-16,"Chrysophyta","NA","Chrysophyceae",45679.7785
2014-06-16,"Chrysophyta","NA","Chrysocapsaceae",0
2014-06-16,"Chrysophyta","Dinobryon","Dinobryon cylindricum",0
2014-06-16,"Chrysophyta","Dinobryon","Dinobryon cyst",0
2014-06-16,"Chrysophyta","Dinobryon","Dinobryon ",0
2014-06-16,"Chrysophyta","Dinobryon","Dinobryon sociale",8868.9647
2014-06-16,"Chrysophyta","Dinobryon","Dinobryon crenulatum",0
2014-06-16,"Cyanophyta","Synechococcus","Synechococcus ",9312.4352
2014-06-16,"Cyanophyta","Synechococcus","Synechococcus elongatus",88.6899
2014-06-16,"Cyanophyta","Synechocystis","Synechocystis ",3741.4975
2014-06-16,"Miscellaneous","Miscellaneous","Miscellaneous",409391.4387
2014-06-16,"NA","Rhodospirillum","Rhodospirillum rubrum",7760.3626
2014-06-16,"Total","Total","Total",711482.0634
2014-07-16,"Bacillariophyta","Asterionella","Asterionella formosa",2508.4944
2014-07-16,"Chlorophyta","Chlamydomonas","Chlamydomonas ",443426.6049
2014-07-16,"Chlorophyta","NA","Chlorococcaceae",5356.0254
2014-07-16,"Chlorophyta","NA","Chlorophyta",0
2014-07-16,"Chlorophyta","Monomastix","Monomastix minuta",1646.3055
2014-07-16,"Chlorophyta","Monomastix","Monomastix astigmata",0
2014-07-16,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",1346.9741
2014-07-16,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",0
2014-07-16,"Chlorophyta","Oocystis","Oocystis parva",54743.6818
2014-07-16,"Chlorophyta","Oocystis","Oocystis pusilla",0
2014-07-16,"Chlorophyta","Schroederia","Schroederia judayi",159.6409
2014-07-16,"Chrysophyta","NA","Chrysophyceae",28277.3284
2014-07-16,"Chrysophyta","NA","Chrysocapsaceae",0
2014-07-16,"Chrysophyta","Dinobryon","Dinobryon cylindricum",0
2014-07-16,"Chrysophyta","Dinobryon","Dinobryon cyst",0
2014-07-16,"Chrysophyta","Dinobryon","Dinobryon ",0
2014-07-16,"Chrysophyta","Dinobryon","Dinobryon sociale",831.4653
2014-07-16,"Chrysophyta","Dinobryon","Dinobryon crenulatum",0
2014-07-16,"Chrysophyta","Mallomonas","Mallomonas ",12771.31
2014-07-16,"Chrysophyta","Mallomonas","Mallomonas akrokomas",0
2014-07-16,"Cryptophyta","Cryptomonas","Cryptomonas erosa",8519.1267
2014-07-16,"Cyanophyta","Synechococcus","Synechococcus ",133.0348
2014-07-16,"Cyanophyta","Synechococcus","Synechococcus elongatus",5055.3219
2014-07-16,"Cyanophyta","Synechocystis","Synechocystis ",112.2449
2014-07-16,"Miscellaneous","Miscellaneous","Miscellaneous",419058.5814
2014-07-16,"NA","Rhodospirillum","Rhodospirillum rubrum",2211.7033
2014-07-16,"Total","Total","Total",986157.8437
2014-08-11,"Bacillariophyta","Asterionella","Asterionella formosa",18052.2011
2014-08-11,"Chlorophyta","Chlamydomonas","Chlamydomonas ",328887.0455
2014-08-11,"Chlorophyta","NA","Chlorococcaceae",2483.3118
2014-08-11,"Chlorophyta","NA","Chlorophyta",0
2014-08-11,"Chlorophyta","Monomastix","Monomastix minuta",498.8805
2014-08-11,"Chlorophyta","Monomastix","Monomastix astigmata",0
2014-08-11,"Chlorophyta","Oocystis","Oocystis parva",159579.2764
2014-08-11,"Chlorophyta","Oocystis","Oocystis pusilla",0
2014-08-11,"Chlorophyta","Quadrigula","Quadrigula lacustris",1596.4132
2014-08-11,"Chlorophyta","Schroederia","Schroederia judayi",319.2818
2014-08-11,"Chrysophyta","NA","Chrysophyceae",39572.3698
2014-08-11,"Chrysophyta","NA","Chrysocapsaceae",0
2014-08-11,"Chrysophyta","Dinobryon","Dinobryon cylindricum",0
2014-08-11,"Chrysophyta","Dinobryon","Dinobryon cyst",0
2014-08-11,"Chrysophyta","Dinobryon","Dinobryon ",0
2014-08-11,"Chrysophyta","Dinobryon","Dinobryon sociale",43236.2044
2014-08-11,"Chrysophyta","Dinobryon","Dinobryon crenulatum",0
2014-08-11,"Chrysophyta","Gonyostomum","Gonyostomum semen",28380.6891
2014-08-11,"Cryptophyta","Cryptomonas","Cryptomonas erosa",57470.895
2014-08-11,"Cyanophyta","Synechococcus","Synechococcus ",598.6565
2014-08-11,"Cyanophyta","Synechococcus","Synechococcus elongatus",1995.5218
2014-08-11,"Cyanophyta","Synechocystis","Synechocystis ",149.6599
2014-08-11,"Euglenophyta","Euglena","Euglena ",13835.5862
2014-08-11,"Euglenophyta","Euglena","Euglena acus",0
2014-08-11,"Miscellaneous","Miscellaneous","Miscellaneous",399103.4108
2014-08-11,"NA","Rhodospirillum","Rhodospirillum rubrum",3783.1768
2014-08-11,"Total","Total","Total",1099542.581
2014-11-07,"Bacillariophyta","Asterionella","Asterionella formosa",1791.7817
2014-11-07,"Chlorophyta","Chlamydomonas","Chlamydomonas ",801373.7052
2014-11-07,"Chlorophyta","NA","Chlorococcaceae",239.4626
2014-11-07,"Chlorophyta","NA","Chlorophyta",0
2014-11-07,"Chlorophyta","Monomastix","Monomastix minuta",239.4626
2014-11-07,"Chlorophyta","Monomastix","Monomastix astigmata",0
2014-11-07,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",638.567
2014-11-07,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",0
2014-11-07,"Chlorophyta","Oocystis","Oocystis parva",94011.0299
2014-11-07,"Chlorophyta","Oocystis","Oocystis pusilla",0
2014-11-07,"Chrysophyta","NA","Chrysophyceae",71955.7117
2014-11-07,"Chrysophyta","NA","Chrysocapsaceae",0
2014-11-07,"Cryptophyta","Cryptomonas","Cryptomonas erosa",16652.773
2014-11-07,"Cyanophyta","Aphanothece","Aphanothece saxicola",0
2014-11-07,"Cyanophyta","Aphanothece","Aphanothece nidulans",0
2014-11-07,"Cyanophyta","Aphanothece","Aphanothece ",258619.0179
2014-11-07,"Miscellaneous","Miscellaneous","Miscellaneous",87270.6176
2014-11-07,"NA","Rhodospirillum","Rhodospirillum rubrum",3092.9013
2014-11-07,"Pyrrhophyta","Peridinium","Peridinium ",10416.5492
2014-11-07,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",0
2014-11-07,"Pyrrhophyta","Peridinium","Peridinium umbonatum",0
2014-11-07,"Pyrrhophyta","Peridinium","Peridinium cinctum",0
2014-11-07,"Total","Total","Total",1346301.58
2015-03-06,"Chlorophyta","Chlamydomonas","Chlamydomonas ",178764.1327
2015-03-06,"Chlorophyta","NA","Chlorococcaceae",1064.2755
2015-03-06,"Chlorophyta","NA","Chlorophyta",0
2015-03-06,"Chlorophyta","Monomastix","Monomastix minuta",1535.645
2015-03-06,"Chlorophyta","Monomastix","Monomastix astigmata",0
2015-03-06,"Chlorophyta","Oocystis","Oocystis parva",1231.8008
2015-03-06,"Chlorophyta","Oocystis","Oocystis pusilla",0
2015-03-06,"Chrysophyta","NA","Chrysophyceae",679.7072
2015-03-06,"Chrysophyta","NA","Chrysocapsaceae",0
2015-03-06,"Cryptophyta","Cryptomonas","Cryptomonas erosa",2741.1971
2015-03-06,"Cryptophyta","Rhodomonas","Rhodomonas minuta",3061.0253
2015-03-06,"Cyanophyta","Aphanothece","Aphanothece saxicola",0
2015-03-06,"Cyanophyta","Aphanothece","Aphanothece nidulans",0
2015-03-06,"Cyanophyta","Aphanothece","Aphanothece ",20895.202
2015-03-06,"Cyanophyta","Synechococcus","Synechococcus ",827.772
2015-03-06,"Cyanophyta","Synechococcus","Synechococcus elongatus",88.6899
2015-03-06,"Euglenophyta","Lepocinclis","Lepocinclis ",49666.2051
2015-03-06,"Haptophyta","Chrysochromulina","Chrysochromulina parva",284.5956
2015-03-06,"Miscellaneous","Miscellaneous","Miscellaneous",8829.5474
2015-03-06,"NA","Rhodospirillum","Rhodospirillum rubrum",1733.1477
2015-03-06,"Total","Total","Total",271402.9433
2015-04-21,"Bacillariophyta","Actinella","Actinella punctata",9933.2406
2015-04-21,"Bacillariophyta","Asterionella","Asterionella formosa",3764.1057
2015-04-21,"Bacillariophyta","Cyclotella","Cyclotella sp. 1",461.9254
2015-04-21,"Bacillariophyta","Cyclotella","Cyclotella ocellata",0
2015-04-21,"Bacillariophyta","Stephanodiscus","Stephanodiscus parvus",0
2015-04-21,"Bacillariophyta","Stephanodiscus","Stephanodiscus medius",51085.239
2015-04-21,"Bacillariophyta","Tabellaria","Tabellaria flocculosa",11779.4271
2015-04-21,"Bacillariophyta","Tabellaria","Tabellaria binalis",0
2015-04-21,"Chlorophyta","Chlamydomonas","Chlamydomonas ",1885759.581
2015-04-21,"Chlorophyta","Monomastix","Monomastix minuta",769.8772
2015-04-21,"Chlorophyta","Monomastix","Monomastix astigmata",110.8623
2015-04-21,"Chlorophyta","Schroederia","Schroederia judayi",496.6615
2015-04-21,"Chrysophyta","Chrysococcus","Chrysococcus minutus",284.5956
2015-04-21,"Chrysophyta","NA","Chrysophyceae",53696.3361
2015-04-21,"Chrysophyta","NA","Chrysocapsaceae",0
2015-04-21,"Chrysophyta","Gonyostomum","Gonyostomum semen",275923.3589
2015-04-21,"Cryptophyta","Rhodomonas","Rhodomonas minuta",1202.2375
2015-04-21,"Cyanophyta","Aphanothece","Aphanothece saxicola",0
2015-04-21,"Cyanophyta","Aphanothece","Aphanothece nidulans",0
2015-04-21,"Cyanophyta","Aphanothece","Aphanothece ",640.5379
2015-04-21,"Cyanophyta","Synechococcus","Synechococcus ",270.9968
2015-04-21,"Cyanophyta","Synechococcus","Synechococcus elongatus",0
2015-04-21,"Euglenophyta","Lepocinclis","Lepocinclis ",38633.2122
2015-04-21,"NA","Rhodospirillum","Rhodospirillum rubrum",4009.5207
2015-04-21,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 2",5676.1378
2015-04-21,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 3",0
2015-04-21,"Pyrrhophyta","Gymnodinium","Gymnodinium sp. 1",0
2015-04-21,"Pyrrhophyta","Peridinium","Peridinium ",0
2015-04-21,"Pyrrhophyta","Peridinium","Peridinium inconspicuum",0
2015-04-21,"Pyrrhophyta","Peridinium","Peridinium umbonatum",0
2015-04-21,"Pyrrhophyta","Peridinium","Peridinium cinctum",156882.1384
2015-04-21,"Total","Total","Total",2501379.992
2015-06-17,"Bacillariophyta","Asterionella","Asterionella formosa",367.5181
2015-06-17,"Bacillariophyta","Cyclotella","Cyclotella sp. 1",5232.689
2015-06-17,"Bacillariophyta","Cyclotella","Cyclotella ocellata",0
2015-06-17,"Chlorophyta","Chlamydomonas","Chlamydomonas ",1088847.465
2015-06-17,"Chlorophyta","NA","Chlorococcaceae",59.1266
2015-06-17,"Chlorophyta","NA","Chlorophyta",0
2015-06-17,"Chlorophyta","Monomastix","Monomastix minuta",15334.4655
2015-06-17,"Chlorophyta","Monomastix","Monomastix astigmata",354.7594
2015-06-17,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",384.3227
2015-06-17,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",0
2015-06-17,"Chlorophyta","Oocystis","Oocystis parva",24182.7116
2015-06-17,"Chlorophyta","Oocystis","Oocystis pusilla",0
2015-06-17,"Chlorophyta","Schroederia","Schroederia judayi",1596.4132
2015-06-17,"Chrysophyta","NA","Chrysophyceae",48958.5805
2015-06-17,"Chrysophyta","NA","Chrysocapsaceae",0
2015-06-17,"Cryptophyta","Cryptomonas","Cryptomonas erosa",243453.0901
2015-06-17,"Cryptophyta","Rhodomonas","Rhodomonas minuta",473.0112
2015-06-17,"Cyanophyta","Aphanothece","Aphanothece saxicola",0
2015-06-17,"Cyanophyta","Aphanothece","Aphanothece nidulans",0
2015-06-17,"Cyanophyta","Aphanothece","Aphanothece ",532.1392
2015-06-17,"Cyanophyta","Synechococcus","Synechococcus ",88.6899
2015-06-17,"Cyanophyta","Synechococcus","Synechococcus elongatus",221.7204
2015-06-17,"Haptophyta","Chrysochromulina","Chrysochromulina parva",426.8933
2015-06-17,"NA","Rhodospirillum","Rhodospirillum rubrum",3298.1541
2015-06-17,"Total","Total","Total",1433811.75
2015-07-15,"Bacillariophyta","Asterionella","Asterionella formosa",1308.8252
2015-07-15,"Bacillariophyta","Cyclotella","Cyclotella sp. 1",1197.3103
2015-07-15,"Bacillariophyta","Cyclotella","Cyclotella ocellata",0
2015-07-15,"Chlorophyta","Chlamydomonas","Chlamydomonas ",1241982.725
2015-07-15,"Chlorophyta","NA","Chlorococcaceae",982.9764
2015-07-15,"Chlorophyta","NA","Chlorophyta",0
2015-07-15,"Chlorophyta","Monomastix","Monomastix minuta",118.2531
2015-07-15,"Chlorophyta","Monomastix","Monomastix astigmata",166.2935
2015-07-15,"Chlorophyta","Monoraphidium","Monoraphidium griffithii",1170.7027
2015-07-15,"Chlorophyta","Monoraphidium","Monoraphidium arcuatum",0
