lakeid,sampledate,species_code,species_name,density,individuals_measured,avg_length
SP,8/26/87,51200,DIAPHANOSOMA,1.89,,
SP,8/26/87,60900,CONOCHILUS,10.19,,
SP,8/26/87,61400,FILINIA,2.04,,
SP,8/26/87,61501,GASTROPUS HYPTOPUS,0.73,,
SP,8/26/87,61702,KELLICOTTIA LONGISPINA,11.93,,
SP,8/26/87,61801,KERATELLA COCHLEARIS,8.01,,
SP,8/26/87,61804,KERATELLA EARLINAE,8.34,,
SP,8/26/87,61806,KERATELLA QUADRATA,2.31,,
SP,8/26/87,61808,KERATELLA TAUROCEPHALA,0.51,,
SP,8/26/87,62900,PLOESOMA,0.73,,
SP,8/26/87,63001,POLYARTHRA DOLICHOPTERA,9.35,,
SP,8/26/87,63003,POLYARTHRA MAJOR,0.44,,
SP,8/26/87,63004,POLYARTHRA REMATA,21.71,,
SP,8/26/87,63005,POLYARTHRA VULGARIS,25.72,,
SP,8/26/87,69992,UNKNOWN ROTIFER,0.67,,
SP,9/8/87,10000,COPEPOD NAUPLII,36.38,,
SP,9/8/87,20302,DIACYCLOPS THOMASI,44.94,,
SP,9/8/87,30402,LEPTODIAPTOMUS MINUTUS,5.35,,
SP,9/8/87,30801,SKISTODIAPTOMUS OREGONENSIS,6.42,,
SP,9/8/87,50700,BOSMINIDAE,3.21,,
SP,9/8/87,51103,DAPHNIA MENDOTAE,1.07,,
SP,9/8/87,51202,DIAPHANOSOMA BIRGEI,1.07,,
SP,9/8/87,60900,CONOCHILUS,10.7,,
SP,9/8/87,61400,FILINIA,1.07,,
SP,9/8/87,61702,KELLICOTTIA LONGISPINA,23.54,,
SP,9/8/87,61801,KERATELLA COCHLEARIS,22.47,,
SP,9/8/87,61804,KERATELLA EARLINAE,4.28,,
SP,9/8/87,61806,KERATELLA QUADRATA,2.14,,
SP,9/8/87,61900,LECANE,10.7,,
SP,9/8/87,63001,POLYARTHRA DOLICHOPTERA,3.21,,
SP,9/8/87,63004,POLYARTHRA REMATA,25.68,,
SP,9/8/87,63005,POLYARTHRA VULGARIS,31.03,,
SP,9/21/87,10000,COPEPOD NAUPLII,41.44,,
SP,9/21/87,20302,DIACYCLOPS THOMASI,45.05,,
SP,9/21/87,30000,CALANOID,1.8,,
SP,9/21/87,30402,LEPTODIAPTOMUS MINUTUS,10.81,,
SP,9/21/87,50700,BOSMINIDAE,8.11,,
SP,9/21/87,51102,DAPHNIA DUBIA,0.9,,
SP,9/21/87,60900,CONOCHILUS,11.71,,
SP,9/21/87,61400,FILINIA,3.6,,
SP,9/21/87,61502,GASTROPUS STYLIFER,0.9,,
SP,9/21/87,61702,KELLICOTTIA LONGISPINA,62.16,,
SP,9/21/87,61801,KERATELLA COCHLEARIS,96.4,,
SP,9/21/87,61804,KERATELLA EARLINAE,3.6,,
SP,9/21/87,61806,KERATELLA QUADRATA,10.81,,
SP,9/21/87,63001,POLYARTHRA DOLICHOPTERA,24.32,,
SP,9/21/87,63004,POLYARTHRA REMATA,10.81,,
SP,9/21/87,63005,POLYARTHRA VULGARIS,16.22,,
SP,10/5/87,10000,COPEPOD NAUPLII,13.83,,
SP,10/5/87,20302,DIACYCLOPS THOMASI,50.99,,
SP,10/5/87,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.73,,
SP,10/5/87,30402,LEPTODIAPTOMUS MINUTUS,1.73,,
SP,10/5/87,30801,SKISTODIAPTOMUS OREGONENSIS,1.73,,
SP,10/5/87,50700,BOSMINIDAE,5.19,,
SP,10/5/87,51103,DAPHNIA MENDOTAE,4.32,,
SP,10/5/87,61502,GASTROPUS STYLIFER,2.59,,
SP,10/5/87,61702,KELLICOTTIA LONGISPINA,54.44,,
SP,10/5/87,61801,KERATELLA COCHLEARIS,177.16,,
SP,10/5/87,61804,KERATELLA EARLINAE,9.51,,
SP,10/5/87,61900,LECANE,9.51,,
SP,10/5/87,63004,POLYARTHRA REMATA,17.28,,
SP,10/5/87,63005,POLYARTHRA VULGARIS,21.6,,
SP,10/20/87,10000,COPEPOD NAUPLII,27.28,,
SP,10/20/87,20302,DIACYCLOPS THOMASI,46.17,,
SP,10/20/87,20901,TROPOCYCLOPS PRASINUS MEXICANUS,2.1,,
SP,10/20/87,30402,LEPTODIAPTOMUS MINUTUS,3.15,,
SP,10/20/87,30801,SKISTODIAPTOMUS OREGONENSIS,2.1,,
SP,10/20/87,50700,BOSMINIDAE,4.2,,
SP,10/20/87,51103,DAPHNIA MENDOTAE,13.64,,
SP,10/20/87,51202,DIAPHANOSOMA BIRGEI,1.05,,
SP,10/20/87,61400,FILINIA,4.2,,
SP,10/20/87,61501,GASTROPUS HYPTOPUS,1.05,,
SP,10/20/87,61502,GASTROPUS STYLIFER,20.99,,
SP,10/20/87,61702,KELLICOTTIA LONGISPINA,40.93,,
SP,10/20/87,61801,KERATELLA COCHLEARIS,352.59,,
SP,10/20/87,61803,KERATELLA CRASSA,1.05,,
SP,10/20/87,61804,KERATELLA EARLINAE,14.69,,
SP,10/20/87,61806,KERATELLA QUADRATA,4.2,,
SP,10/20/87,61900,LECANE,2.1,,
SP,10/20/87,63004,POLYARTHRA REMATA,8.4,,
SP,10/20/87,63005,POLYARTHRA VULGARIS,14.69,,
SP,11/2/87,10000,COPEPOD NAUPLII,16.68,,
SP,11/2/87,20302,DIACYCLOPS THOMASI,28.45,,
SP,11/2/87,30402,LEPTODIAPTOMUS MINUTUS,2.94,,
SP,11/2/87,50700,BOSMINIDAE,3.92,,
SP,11/2/87,51000,CHYDORUS,1.96,,
SP,11/2/87,51102,DAPHNIA DUBIA,6.87,,
SP,11/2/87,51104,DAPHNIA LONGIREMIS,0.98,,
SP,11/2/87,51801,HOLOPEDIUM GIBBERUM,0.98,,
SP,11/2/87,61400,FILINIA,3.92,,
SP,11/2/87,61501,GASTROPUS HYPTOPUS,7.85,,
SP,11/2/87,61502,GASTROPUS STYLIFER,4.9,,
SP,11/2/87,61702,KELLICOTTIA LONGISPINA,12.75,,
SP,11/2/87,61801,KERATELLA COCHLEARIS,293.31,,
SP,11/2/87,61804,KERATELLA EARLINAE,13.73,,
SP,11/2/87,61806,KERATELLA QUADRATA,3.92,,
SP,11/2/87,63003,POLYARTHRA MAJOR,0.98,,
SP,11/2/87,63004,POLYARTHRA REMATA,24.52,,
SP,11/2/87,63005,POLYARTHRA VULGARIS,6.87,,
SP,11/16/87,10000,COPEPOD NAUPLII,18.77,,
SP,11/16/87,20302,DIACYCLOPS THOMASI,19.75,,
SP,11/16/87,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.99,,
SP,11/16/87,50700,BOSMINIDAE,3.95,,
SP,11/16/87,51103,DAPHNIA MENDOTAE,5.93,,
SP,11/16/87,60200,ASCOMORPHA,6.91,,
SP,11/16/87,60900,CONOCHILUS,1.98,,
SP,11/16/87,61400,FILINIA,1.98,,
SP,11/16/87,61502,GASTROPUS STYLIFER,4.94,,
SP,11/16/87,61702,KELLICOTTIA LONGISPINA,9.88,,
SP,11/16/87,61801,KERATELLA COCHLEARIS,353.58,,
SP,11/16/87,61803,KERATELLA CRASSA,2.96,,
SP,11/16/87,61804,KERATELLA EARLINAE,10.86,,
SP,11/16/87,61806,KERATELLA QUADRATA,3.95,,
SP,11/16/87,61808,KERATELLA TAUROCEPHALA,0.99,,
SP,11/16/87,61900,LECANE,1.98,,
SP,11/16/87,63004,POLYARTHRA REMATA,20.74,,
SP,11/16/87,63005,POLYARTHRA VULGARIS,18.77,,
SP,11/16/87,63400,SYNCHAETA,4.94,,
SP,1/19/88,10000,COPEPOD NAUPLII,28.89,,
SP,1/19/88,20302,DIACYCLOPS THOMASI,16.05,,
SP,1/19/88,51103,DAPHNIA MENDOTAE,6.42,,
SP,1/19/88,60300,ASPLANCHNA,5.35,,
SP,1/19/88,61400,FILINIA,6.42,,
SP,1/19/88,61502,GASTROPUS STYLIFER,10.7,,
SP,1/19/88,61702,KELLICOTTIA LONGISPINA,23.54,,
SP,1/19/88,61801,KERATELLA COCHLEARIS,125.19,,
SP,1/19/88,61803,KERATELLA CRASSA,1.07,,
SP,1/19/88,61804,KERATELLA EARLINAE,7.49,,
SP,1/19/88,61806,KERATELLA QUADRATA,9.63,,
SP,1/19/88,61900,LECANE,1.07,,
SP,1/19/88,63003,POLYARTHRA MAJOR,4.28,,
SP,1/19/88,63004,POLYARTHRA REMATA,34.24,,
SP,1/19/88,63005,POLYARTHRA VULGARIS,28.89,,
SP,2/29/88,10000,COPEPOD NAUPLII,47.89,,
SP,2/29/88,20302,DIACYCLOPS THOMASI,4.6,,
SP,2/29/88,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.92,,
SP,2/29/88,60300,ASPLANCHNA,12.89,,
SP,2/29/88,60900,CONOCHILUS,1.84,,
SP,2/29/88,61400,FILINIA,1.84,,
SP,2/29/88,61702,KELLICOTTIA LONGISPINA,21.18,,
SP,2/29/88,61801,KERATELLA COCHLEARIS,22.1,,
SP,2/29/88,61803,KERATELLA CRASSA,0.92,,
SP,2/29/88,61804,KERATELLA EARLINAE,7.37,,
SP,2/29/88,61806,KERATELLA QUADRATA,4.6,,
SP,2/29/88,61904,LECANE INERMIS,1.84,,
SP,2/29/88,63004,POLYARTHRA REMATA,6.45,,
SP,2/29/88,63005,POLYARTHRA VULGARIS,16.58,,
SP,4/4/88,10000,COPEPOD NAUPLII,37.45,,
SP,4/4/88,20302,DIACYCLOPS THOMASI,5.35,,
SP,4/4/88,60300,ASPLANCHNA,7.49,,
SP,4/4/88,60900,CONOCHILUS,4.28,,
SP,4/4/88,61400,FILINIA,1.07,,
SP,4/4/88,61702,KELLICOTTIA LONGISPINA,13.91,,
SP,4/4/88,61801,KERATELLA COCHLEARIS,5.35,,
SP,4/4/88,61804,KERATELLA EARLINAE,4.28,,
SP,4/4/88,61900,LECANE,1.07,,
SP,4/4/88,63003,POLYARTHRA MAJOR,1.07,,
SP,4/4/88,63005,POLYARTHRA VULGARIS,5.35,,
SP,4/25/88,10000,COPEPOD NAUPLII,80.08,,
SP,4/25/88,20302,DIACYCLOPS THOMASI,27.03,,
SP,4/25/88,51104,DAPHNIA LONGIREMIS,1,,
SP,4/25/88,60300,ASPLANCHNA,9.01,,
SP,4/25/88,60900,CONOCHILUS,14.01,,
SP,4/25/88,61400,FILINIA,1,,
SP,4/25/88,61501,GASTROPUS HYPTOPUS,1,,
SP,4/25/88,61702,KELLICOTTIA LONGISPINA,40.04,,
SP,4/25/88,61801,KERATELLA COCHLEARIS,2,,
SP,4/25/88,61803,KERATELLA CRASSA,1,,
SP,4/25/88,61804,KERATELLA EARLINAE,16.02,,
SP,4/25/88,61806,KERATELLA QUADRATA,5.01,,
SP,4/25/88,63001,POLYARTHRA DOLICHOPTERA,1,,
SP,4/25/88,63004,POLYARTHRA REMATA,1,,
SP,4/25/88,63005,POLYARTHRA VULGARIS,8.01,,
SP,4/25/88,63400,SYNCHAETA,26.03,,
SP,5/9/88,10000,COPEPOD NAUPLII,155.14,,
SP,5/9/88,20302,DIACYCLOPS THOMASI,27.82,,
SP,5/9/88,30402,LEPTODIAPTOMUS MINUTUS,4.28,,
SP,5/9/88,30801,SKISTODIAPTOMUS OREGONENSIS,6.42,,
SP,5/9/88,51103,DAPHNIA MENDOTAE,1.07,,
SP,5/9/88,60300,ASPLANCHNA,21.4,,
SP,5/9/88,60900,CONOCHILUS,25.68,,
SP,5/9/88,61702,KELLICOTTIA LONGISPINA,31.03,,
SP,5/9/88,61801,KERATELLA COCHLEARIS,2.14,,
SP,5/9/88,61804,KERATELLA EARLINAE,8.56,,
SP,5/9/88,61806,KERATELLA QUADRATA,3.21,,
SP,5/9/88,61900,LECANE,2.14,,
SP,5/9/88,63004,POLYARTHRA REMATA,3.21,,
SP,5/9/88,63005,POLYARTHRA VULGARIS,23.54,,
SP,5/9/88,63400,SYNCHAETA,4.28,,
SP,5/9/88,63600,TRICHOCERCA,1.07,,
SP,5/24/88,10000,COPEPOD NAUPLII,45.17,,
SP,5/24/88,20302,DIACYCLOPS THOMASI,17.88,,
SP,5/24/88,30000,CALANOID,11.29,,
SP,5/24/88,30402,LEPTODIAPTOMUS MINUTUS,3.76,,
SP,5/24/88,30801,SKISTODIAPTOMUS OREGONENSIS,0.94,,
SP,5/24/88,51102,DAPHNIA DUBIA,9.41,,
SP,5/24/88,51103,DAPHNIA MENDOTAE,0.94,,
SP,5/24/88,60200,ASCOMORPHA,0.94,,
SP,5/24/88,60202,ASCOMORPHA OVALIS,2.82,,
SP,5/24/88,60300,ASPLANCHNA,1.88,,
SP,5/24/88,60900,CONOCHILUS,14.11,,
SP,5/24/88,61400,FILINIA,0.94,,
SP,5/24/88,61702,KELLICOTTIA LONGISPINA,30.11,,
SP,5/24/88,61801,KERATELLA COCHLEARIS,2.82,,
SP,5/24/88,61803,KERATELLA CRASSA,0.94,,
SP,5/24/88,61806,KERATELLA QUADRATA,1.88,,
SP,5/24/88,63001,POLYARTHRA DOLICHOPTERA,1.88,,
SP,5/24/88,63004,POLYARTHRA REMATA,6.59,,
SP,5/24/88,63005,POLYARTHRA VULGARIS,31.05,,
SP,6/21/88,10000,COPEPOD NAUPLII,38.44,,
SP,6/21/88,20302,DIACYCLOPS THOMASI,41.32,,
SP,6/21/88,20901,TROPOCYCLOPS PRASINUS MEXICANUS,4.8,,
SP,6/21/88,30000,CALANOID,0.96,,
SP,6/21/88,30402,LEPTODIAPTOMUS MINUTUS,2.88,,
SP,6/21/88,51102,DAPHNIA DUBIA,7.69,,
SP,6/21/88,60900,CONOCHILUS,15.38,,
SP,6/21/88,61501,GASTROPUS HYPTOPUS,3.84,,
SP,6/21/88,61502,GASTROPUS STYLIFER,3.84,,
SP,6/21/88,61702,KELLICOTTIA LONGISPINA,24.99,,
SP,6/21/88,61801,KERATELLA COCHLEARIS,3.84,,
SP,6/21/88,61803,KERATELLA CRASSA,1.92,,
SP,6/21/88,61804,KERATELLA EARLINAE,0.96,,
SP,6/21/88,61806,KERATELLA QUADRATA,4.8,,
SP,6/21/88,61900,LECANE,0.96,,
SP,6/21/88,63001,POLYARTHRA DOLICHOPTERA,0.96,,
SP,6/21/88,63004,POLYARTHRA REMATA,12.49,,
SP,6/21/88,63005,POLYARTHRA VULGARIS,28.83,,
SP,6/21/88,63400,SYNCHAETA,8.65,,
SP,6/21/88,69958,UNKNOWN,8.65,,
SP,7/5/88,10000,COPEPOD NAUPLII,16.67,,
SP,7/5/88,20302,DIACYCLOPS THOMASI,12.96,,
SP,7/5/88,30402,LEPTODIAPTOMUS MINUTUS,0.93,,
SP,7/5/88,30801,SKISTODIAPTOMUS OREGONENSIS,0.93,,
SP,7/5/88,51103,DAPHNIA MENDOTAE,3.7,,
SP,7/5/88,60900,CONOCHILUS,0.93,,
SP,7/5/88,61702,KELLICOTTIA LONGISPINA,10.19,,
SP,7/5/88,61801,KERATELLA COCHLEARIS,9.26,,
SP,7/5/88,61803,KERATELLA CRASSA,5.56,,
SP,7/5/88,61806,KERATELLA QUADRATA,5.56,,
SP,7/5/88,63001,POLYARTHRA DOLICHOPTERA,0.93,,
SP,7/5/88,63004,POLYARTHRA REMATA,16.67,,
SP,7/5/88,63005,POLYARTHRA VULGARIS,38.89,,
SP,7/5/88,63400,SYNCHAETA,4.63,,
SP,7/18/88,10000,COPEPOD NAUPLII,18.02,,
SP,7/18/88,20000,CYCLOPOID,0.9,,
SP,7/18/88,20302,DIACYCLOPS THOMASI,3.6,,
SP,7/18/88,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.8,,
SP,7/18/88,50700,BOSMINIDAE,0.9,,
SP,7/18/88,51000,CHYDORUS,0.9,,
SP,7/18/88,51102,DAPHNIA DUBIA,0.9,,
SP,7/18/88,51104,DAPHNIA LONGIREMIS,3.6,,
SP,7/18/88,60900,CONOCHILUS,6.31,,
SP,7/18/88,61702,KELLICOTTIA LONGISPINA,8.11,,
SP,7/18/88,61801,KERATELLA COCHLEARIS,27.93,,
SP,7/18/88,61803,KERATELLA CRASSA,12.61,,
SP,7/18/88,61804,KERATELLA EARLINAE,0.9,,
SP,7/18/88,61806,KERATELLA QUADRATA,0.9,,
SP,7/18/88,62900,PLOESOMA,0.9,,
SP,7/18/88,63004,POLYARTHRA REMATA,47.75,,
SP,7/18/88,63005,POLYARTHRA VULGARIS,144.14,,
SP,8/1/88,10000,COPEPOD NAUPLII,27.86,,
SP,8/1/88,20000,CYCLOPOID,1.99,,
SP,8/1/88,20302,DIACYCLOPS THOMASI,3.37,,
SP,8/1/88,20901,TROPOCYCLOPS PRASINUS MEXICANUS,4.78,,
SP,8/1/88,30000,CALANOID,1.82,,
SP,8/1/88,30402,LEPTODIAPTOMUS MINUTUS,0.26,,
SP,8/1/88,50700,BOSMINIDAE,5.55,,
SP,8/1/88,51000,CHYDORUS,0.3,,
SP,8/1/88,51100,DAPHNIA,0.61,,
SP,8/1/88,51102,DAPHNIA DUBIA,2.66,,
SP,8/1/88,51104,DAPHNIA LONGIREMIS,2.3,,
SP,8/1/88,60202,ASCOMORPHA OVALIS,2.36,,
SP,8/1/88,60600,COLLOTHECA,2.54,,
SP,8/1/88,60900,CONOCHILUS,1.09,,
SP,8/1/88,61400,FILINIA,0.26,,
SP,8/1/88,61502,GASTROPUS STYLIFER,0.3,,
SP,8/1/88,61702,KELLICOTTIA LONGISPINA,9.15,,
SP,8/1/88,61801,KERATELLA COCHLEARIS,50.39,,
SP,8/1/88,61803,KERATELLA CRASSA,19.76,,
SP,8/1/88,61804,KERATELLA EARLINAE,5.48,,
SP,8/1/88,61904,LECANE INERMIS,0.74,,
SP,8/1/88,62900,PLOESOMA,26.97,,
SP,8/1/88,63000,POLYARTHRA,0.3,,
SP,8/1/88,63001,POLYARTHRA DOLICHOPTERA,1.07,,
SP,8/1/88,63004,POLYARTHRA REMATA,56.53,,
SP,8/1/88,63005,POLYARTHRA VULGARIS,49.65,,
SP,8/1/88,63400,SYNCHAETA,1.71,,
SP,8/16/88,10000,COPEPOD NAUPLII,35.95,,
SP,8/16/88,20000,CYCLOPOID,0.19,,
SP,8/16/88,20302,DIACYCLOPS THOMASI,8.46,,
SP,8/16/88,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.61,,
SP,8/16/88,30000,CALANOID,0.58,,
SP,8/16/88,30801,SKISTODIAPTOMUS OREGONENSIS,0.39,,
SP,8/16/88,50700,BOSMINIDAE,17.57,,
SP,8/16/88,51000,CHYDORUS,1.98,,
SP,8/16/88,51102,DAPHNIA DUBIA,4.39,,
SP,8/16/88,51104,DAPHNIA LONGIREMIS,0.19,,
SP,8/16/88,51801,HOLOPEDIUM GIBBERUM,0.81,,
SP,8/16/88,60202,ASCOMORPHA OVALIS,15.13,,
SP,8/16/88,60300,ASPLANCHNA,1.07,,
SP,8/16/88,60600,COLLOTHECA,85.13,,
SP,8/16/88,60900,CONOCHILUS,35.44,,
SP,8/16/88,61400,FILINIA,0.39,,
SP,8/16/88,61702,KELLICOTTIA LONGISPINA,14.65,,
SP,8/16/88,61801,KERATELLA COCHLEARIS,215.22,,
SP,8/16/88,61803,KERATELLA CRASSA,61.76,,
SP,8/16/88,61804,KERATELLA EARLINAE,9.22,,
SP,8/16/88,61806,KERATELLA QUADRATA,0.39,,
SP,8/16/88,61808,KERATELLA TAUROCEPHALA,0.79,,
SP,8/16/88,61904,LECANE INERMIS,0.19,,
SP,8/16/88,62900,PLOESOMA,1.23,,
SP,8/16/88,63001,POLYARTHRA DOLICHOPTERA,0.58,,
SP,8/16/88,63004,POLYARTHRA REMATA,265.25,,
SP,8/16/88,63005,POLYARTHRA VULGARIS,43.97,,
SP,8/16/88,63400,SYNCHAETA,4.24,,
SP,8/29/88,10000,COPEPOD NAUPLII,39.47,,
SP,8/29/88,20000,CYCLOPOID,0.53,,
SP,8/29/88,20302,DIACYCLOPS THOMASI,3.83,,
SP,8/29/88,20901,TROPOCYCLOPS PRASINUS MEXICANUS,4.48,,
SP,8/29/88,30000,CALANOID,2.45,,
SP,8/29/88,30402,LEPTODIAPTOMUS MINUTUS,1.84,,
SP,8/29/88,30801,SKISTODIAPTOMUS OREGONENSIS,0.61,,
SP,8/29/88,50700,BOSMINIDAE,7.1,,
SP,8/29/88,51000,CHYDORUS,2.32,,
SP,8/29/88,51102,DAPHNIA DUBIA,5.31,,
SP,8/29/88,51104,DAPHNIA LONGIREMIS,1.45,,
SP,8/29/88,51202,DIAPHANOSOMA BIRGEI,0.27,,
SP,8/29/88,51801,HOLOPEDIUM GIBBERUM,11.44,,
SP,8/29/88,60202,ASCOMORPHA OVALIS,7.36,,
SP,8/29/88,60300,ASPLANCHNA,1.06,,
SP,8/29/88,60600,COLLOTHECA,1.24,,
SP,8/29/88,60900,CONOCHILUS,13.2,,
SP,8/29/88,61502,GASTROPUS STYLIFER,0.27,,
SP,8/29/88,61702,KELLICOTTIA LONGISPINA,7.85,,
SP,8/29/88,61801,KERATELLA COCHLEARIS,300.94,,
SP,8/29/88,61803,KERATELLA CRASSA,15.94,,
SP,8/29/88,61804,KERATELLA EARLINAE,6.79,,
SP,8/29/88,61904,LECANE INERMIS,1.04,,
SP,8/29/88,63001,POLYARTHRA DOLICHOPTERA,0.75,,
SP,8/29/88,63003,POLYARTHRA MAJOR,2.9,,
SP,8/29/88,63004,POLYARTHRA REMATA,91.28,,
SP,8/29/88,63005,POLYARTHRA VULGARIS,53.86,,
SP,8/29/88,63400,SYNCHAETA,7.76,,
SP,9/12/88,10000,COPEPOD NAUPLII,29.43,,
SP,9/12/88,20000,CYCLOPOID,0.98,,
SP,9/12/88,20302,DIACYCLOPS THOMASI,14.71,,
SP,9/12/88,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.96,,
SP,9/12/88,30000,CALANOID,0.98,,
SP,9/12/88,50700,BOSMINIDAE,4.9,,
SP,9/12/88,51000,CHYDORUS,1.96,,
SP,9/12/88,51102,DAPHNIA DUBIA,3.92,,
SP,9/12/88,51200,DIAPHANOSOMA,0.98,,
SP,9/12/88,51801,HOLOPEDIUM GIBBERUM,0.98,,
SP,9/12/88,60202,ASCOMORPHA OVALIS,5.89,,
SP,9/12/88,60300,ASPLANCHNA,1.96,,
SP,9/12/88,60900,CONOCHILUS,2.94,,
SP,9/12/88,61502,GASTROPUS STYLIFER,1.96,,
SP,9/12/88,61702,KELLICOTTIA LONGISPINA,8.83,,
SP,9/12/88,61801,KERATELLA COCHLEARIS,347.27,,
SP,9/12/88,61803,KERATELLA CRASSA,6.87,,
SP,9/12/88,61804,KERATELLA EARLINAE,23.54,,
SP,9/12/88,61904,LECANE INERMIS,0.98,,
SP,9/12/88,62900,PLOESOMA,0.98,,
SP,9/12/88,63001,POLYARTHRA DOLICHOPTERA,0.98,,
SP,9/12/88,63003,POLYARTHRA MAJOR,17.66,,
SP,9/12/88,63004,POLYARTHRA REMATA,42.18,,
SP,9/12/88,63005,POLYARTHRA VULGARIS,46.11,,
SP,9/12/88,63400,SYNCHAETA,3.92,,
SP,9/27/88,10000,COPEPOD NAUPLII,33.58,,
SP,9/27/88,20302,DIACYCLOPS THOMASI,6.91,,
SP,9/27/88,20901,TROPOCYCLOPS PRASINUS MEXICANUS,0.99,,
SP,9/27/88,30402,LEPTODIAPTOMUS MINUTUS,0.99,,
SP,9/27/88,30801,SKISTODIAPTOMUS OREGONENSIS,8.89,,
SP,9/27/88,50700,BOSMINIDAE,3.95,,
SP,9/27/88,51103,DAPHNIA MENDOTAE,10.86,,
SP,9/27/88,60300,ASPLANCHNA,0.99,,
SP,9/27/88,61502,GASTROPUS STYLIFER,4.94,,
SP,9/27/88,61801,KERATELLA COCHLEARIS,113.58,,
SP,9/27/88,61803,KERATELLA CRASSA,5.93,,
SP,9/27/88,63003,POLYARTHRA MAJOR,11.85,,
SP,9/27/88,63004,POLYARTHRA REMATA,52.35,,
SP,9/27/88,63005,POLYARTHRA VULGARIS,59.26,,
SP,9/27/88,63400,SYNCHAETA,1.98,,
SP,10/10/88,10000,COPEPOD NAUPLII,15.38,,
SP,10/10/88,20302,DIACYCLOPS THOMASI,17.3,,
SP,10/10/88,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.92,,
SP,10/10/88,30402,LEPTODIAPTOMUS MINUTUS,1.92,,
SP,10/10/88,30801,SKISTODIAPTOMUS OREGONENSIS,0.96,,
SP,10/10/88,50700,BOSMINIDAE,21.14,,
SP,10/10/88,51102,DAPHNIA DUBIA,8.65,,
SP,10/10/88,60202,ASCOMORPHA OVALIS,2.88,,
SP,10/10/88,60300,ASPLANCHNA,1.92,,
SP,10/10/88,60900,CONOCHILUS,2.88,,
SP,10/10/88,61502,GASTROPUS STYLIFER,14.41,,
SP,10/10/88,61702,KELLICOTTIA LONGISPINA,2.88,,
SP,10/10/88,61801,KERATELLA COCHLEARIS,109.55,,
SP,10/10/88,61804,KERATELLA EARLINAE,52.85,,
SP,10/10/88,61904,LECANE INERMIS,0.96,,
SP,10/10/88,63004,POLYARTHRA REMATA,86.49,,
SP,10/10/88,63005,POLYARTHRA VULGARIS,31.71,,
SP,10/10/88,63400,SYNCHAETA,10.57,,
SP,10/10/88,63612,TRICHOCERCA MULTICRINIS,1.92,,
SP,10/10/88,63616,TRICHOCERCA ROUSSELETI,0.96,,
SP,10/24/88,10000,COPEPOD NAUPLII,18.19,,
SP,10/24/88,20302,DIACYCLOPS THOMASI,5.35,,
SP,10/24/88,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.07,,
SP,10/24/88,30801,SKISTODIAPTOMUS OREGONENSIS,3.21,,
SP,10/24/88,50700,BOSMINIDAE,17.12,,
SP,10/24/88,51103,DAPHNIA MENDOTAE,5.35,,
SP,10/24/88,61502,GASTROPUS STYLIFER,7.49,,
SP,10/24/88,61702,KELLICOTTIA LONGISPINA,3.21,,
SP,10/24/88,61801,KERATELLA COCHLEARIS,104.86,,
SP,10/24/88,61803,KERATELLA CRASSA,7.49,,
SP,10/24/88,63004,POLYARTHRA REMATA,17.12,,
SP,10/24/88,63005,POLYARTHRA VULGARIS,16.05,,
SP,10/24/88,63400,SYNCHAETA,1.07,,
SP,11/8/88,10000,COPEPOD NAUPLII,20.02,,
SP,11/8/88,20000,CYCLOPOID,1,,
SP,11/8/88,20302,DIACYCLOPS THOMASI,15.02,,
SP,11/8/88,20901,TROPOCYCLOPS PRASINUS MEXICANUS,3,,
SP,11/8/88,30402,LEPTODIAPTOMUS MINUTUS,1,,
SP,11/8/88,30801,SKISTODIAPTOMUS OREGONENSIS,1,,
SP,11/8/88,50700,BOSMINIDAE,25.03,,
SP,11/8/88,51102,DAPHNIA DUBIA,1,,
SP,11/8/88,51104,DAPHNIA LONGIREMIS,1,,
SP,11/8/88,60300,ASPLANCHNA,1,,
SP,11/8/88,60900,CONOCHILUS,2,,
SP,11/8/88,61501,GASTROPUS HYPTOPUS,2,,
SP,11/8/88,61502,GASTROPUS STYLIFER,7.01,,
SP,11/8/88,61702,KELLICOTTIA LONGISPINA,1,,
SP,11/8/88,61801,KERATELLA COCHLEARIS,85.09,,
SP,11/8/88,61804,KERATELLA EARLINAE,70.07,,
SP,11/8/88,63001,POLYARTHRA DOLICHOPTERA,2,,
SP,11/8/88,63004,POLYARTHRA REMATA,13.01,,
SP,11/8/88,63005,POLYARTHRA VULGARIS,24.02,,
SP,11/8/88,63400,SYNCHAETA,2,,
SP,11/8/88,63612,TRICHOCERCA MULTICRINIS,1,,
SP,1/12/89,10000,COPEPOD NAUPLII,38.04,,
SP,1/12/89,20302,DIACYCLOPS THOMASI,3,,
SP,1/12/89,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1,,
SP,1/12/89,30801,SKISTODIAPTOMUS OREGONENSIS,1,,
SP,1/12/89,50700,BOSMINIDAE,6.01,,
