"year","daynum","sampledate","chlor","avsnow","totice","whiteice","blueice","perwhiteice","perblueice","light","Genus","CellBioVol"
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Stephanodiscus",154.4537325
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Euglena",7392.788
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Small Cocconeis",2442.27413
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Fragilaria",3422.705
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"Cf. Coelosphaerium",41.002878
1999,235,1999-08-23,1.7,NA,NA,NA,NA,NA,NA,274.56,"TotalBiovolume",58570.67871
1999,252,1999-09-09,1.3,NA,NA,NA,NA,NA,NA,173.76,NA,NA
1999,266,1999-09-23,1.8,NA,NA,NA,NA,NA,NA,751.06,NA,NA
1999,281,1999-10-08,3.4,NA,NA,NA,NA,NA,NA,51.77,NA,NA
1999,292,1999-10-19,4.7,NA,NA,NA,NA,NA,NA,69.83,NA,NA
1999,314,1999-11-10,15.2,NA,NA,NA,NA,NA,NA,30.19,"Stephanodiscus",154.4537325
1999,314,1999-11-10,15.2,NA,NA,NA,NA,NA,NA,30.19,"?11",3090.712078
1999,314,1999-11-10,15.2,NA,NA,NA,NA,NA,NA,30.19,"Achnanthidium",48.55233271
1999,314,1999-11-10,15.2,NA,NA,NA,NA,NA,NA,30.19,"Peanut",764.8659
1999,314,1999-11-10,15.2,NA,NA,NA,NA,NA,NA,30.19,"Cryptomonad",4295.1788
1999,314,1999-11-10,15.2,NA,NA,NA,NA,NA,NA,30.19,"Armored Dinoflagellate",2624.589509
1999,314,1999-11-10,15.2,NA,NA,NA,NA,NA,NA,30.19,"Cyclotella",791.6813485
1999,314,1999-11-10,15.2,NA,NA,NA,NA,NA,NA,30.19,"Small Cocconeis",305.2842662
1999,314,1999-11-10,15.2,NA,NA,NA,NA,NA,NA,30.19,"Fragilaria",2800.395
1999,314,1999-11-10,15.2,NA,NA,NA,NA,NA,NA,30.19,"Segmented Green",14517.4116
1999,314,1999-11-10,15.2,NA,NA,NA,NA,NA,NA,30.19,"TotalBiovolume",29393.12457
2000,18,2000-01-18,15.8,18.9,27.5,0.5,27,1.81818181818182,98.1818181818182,4.8,NA,NA
2000,53,2000-02-22,4.3,27.6,36,2,34,5.55555555555556,94.4444444444444,2.65,"?11",1545.356039
2000,53,2000-02-22,4.3,27.6,36,2,34,5.55555555555556,94.4444444444444,2.65,"Stephanodiscus",154.4537325
2000,53,2000-02-22,4.3,27.6,36,2,34,5.55555555555556,94.4444444444444,2.65,"Cryptomonad",1757.1186
2000,53,2000-02-22,4.3,27.6,36,2,34,5.55555555555556,94.4444444444444,2.65,"Naked Dinoflagellate",7003.540037
2000,53,2000-02-22,4.3,27.6,36,2,34,5.55555555555556,94.4444444444444,2.65,"Armored Dinoflagellate",4374.315849
2000,53,2000-02-22,4.3,27.6,36,2,34,5.55555555555556,94.4444444444444,2.65,"Small Cocconeis",1984.34773
2000,53,2000-02-22,4.3,27.6,36,2,34,5.55555555555556,94.4444444444444,2.65,"Flagellated Green",872.6957
2000,53,2000-02-22,4.3,27.6,36,2,34,5.55555555555556,94.4444444444444,2.65,"Segmented Green",1543.5179
2000,53,2000-02-22,4.3,27.6,36,2,34,5.55555555555556,94.4444444444444,2.65,"TotalBiovolume",19235.34559
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Tetraedron victoriae",188.9888
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Sellaphora",240
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Asterocapsa",3879.43376
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Stephanodiscus",154.4537325
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Cryptomonad",9371.2992
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Naked Dinoflagellate",35017.70019
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Armored Dinoflagellate",10498.35804
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Cyclotella",113.0973355
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Euglena",29571.152
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Small cocconeis",610.5685324
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Dinobryon",14477.218
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Fragilaria",4045.015
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Cf. Elakatothrix",2.597609
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Cyanobacteria diachloros",872.6957
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Flagellated green",1047.23484
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Asterionella",14185.25549
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Segmented green",4255.1034
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Peanut",84.9851
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"Cf. Coelosphaerium",27.335252
2000,97,2000-04-06,10.9,NA,NA,NA,NA,NA,NA,281.7,"TotalBiovolume",128642.492
2000,109,2000-04-18,8.7,NA,NA,NA,NA,NA,NA,368.6,NA,NA
2000,123,2000-05-02,-1,NA,NA,NA,NA,NA,NA,494.9,NA,NA
2000,123,2000-05-02,2.6,NA,NA,NA,NA,NA,NA,494.9,NA,NA
2000,138,2000-05-17,0.1,NA,NA,NA,NA,NA,NA,410.5,NA,NA
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Stauroforma",107.2068493
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Cf. Placoneis",1821.750675
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Cryptomonad",4295.1788
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Naked Dinoflagellate",35017.70019
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Armored Dinoflagellate",3499.452679
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Cyclotella",113.0973355
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Small Cocconeis",610.5685324
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Dinobryon",240942.271
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Fragilaria",3733.86
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Cf. Planktolyngabia",314.1592654
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Cyanobacteria diachloros",610.88699
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Flagellated green",349.07828
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Asterionella",11457.32175
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Segmented green",667.4672
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"Peanut",3059.4636
2000,151,2000-05-30,0.7,NA,NA,NA,NA,NA,NA,152.4,"TotalBiovolume",306599.4631
2000,165,2000-06-13,0.9,NA,NA,NA,NA,NA,NA,383.9,NA,NA
2000,165,2000-06-13,1,NA,NA,NA,NA,NA,NA,383.9,NA,NA
2000,179,2000-06-27,1.5,NA,NA,NA,NA,NA,NA,247.4,NA,NA
2000,179,2000-06-27,1.6,NA,NA,NA,NA,NA,NA,247.4,NA,NA
2000,194,2000-07-12,3.8,NA,NA,NA,NA,NA,NA,84.4,NA,NA
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"Stauroforma",3752.239726
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"Gomphonema",1721.859
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"Microcystis",123.1018514
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"Cryptomonad",4880.885
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"Naked Dinoflagellate",42021.24022
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"Cyclotella",6672.742795
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"Dinobryon",9306.783
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"Fragilaria",7156.565
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"Cf. Planktolyngabia",628.3185308
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"Cf. Elakatothrix",72.733052
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"Flagellated Green",261.80871
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"Segmented Green",500.6004
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"Peanut",679.8808
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"Hydrococcus",0
2000,208,2000-07-26,1.8,NA,NA,NA,NA,NA,NA,249.3,"TotalBiovolume",77778.75809
2000,221,2000-08-08,2.6,NA,NA,NA,NA,NA,NA,21.45,NA,NA
2000,250,2000-09-06,1.1,NA,NA,NA,NA,NA,NA,756,NA,NA
2000,262,2000-09-18,2.2,NA,NA,NA,NA,NA,NA,851,NA,NA
2000,277,2000-10-03,2.9,NA,NA,NA,NA,NA,NA,204.2,NA,NA
2000,291,2000-10-17,1.6,NA,NA,NA,NA,NA,NA,452.7,NA,NA
2000,306,2000-11-01,3,NA,NA,NA,NA,NA,NA,73.2,NA,NA
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Actinastrum falcatus",0
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Aulacoseira",312.0629482
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Cyclostephanos",950.7757895
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Cryptomonad",6442.7682
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Naked Dinoflagellate",7003.540037
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Cyclotella",58942.959
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Dinobryon",5600.79
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Fragilaria",311.155
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Cf. Planktolyngabia",314.1592654
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Cf. Elakatothrix",2.597609
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Cyanobacteria diachloros",698.15656
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Flagellated green",1396.31312
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Asterionella",6001.454248
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Segmented green",2503.002
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"Peanut",5269.0762
2000,321,2000-11-16,6,NA,NA,NA,NA,NA,NA,123.5,"TotalBiovolume",95748.80998
2001,22,2001-01-22,5.5,20.7,32,10,22,31.25,68.75,10.43,NA,NA
2001,59,2001-02-28,1.9,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"Microcystis",227.2649565
2001,59,2001-02-28,1.9,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"Cryptomonad",1561.8832
2001,59,2001-02-28,1.9,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"Euglena",7392.788
2001,59,2001-02-28,1.9,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"unID Cocconeis",152.6421331
2001,59,2001-02-28,1.9,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"Asterionella",3819.107249
2001,59,2001-02-28,1.9,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"Segmented green",375.4503
2001,59,2001-02-28,1.9,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"Peanut",7733.6441
2001,59,2001-02-28,1.9,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"TotalBiovolume",21262.77994
2001,59,2001-02-28,2.2,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"Microcystis",227.2649565
2001,59,2001-02-28,2.2,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"Cryptomonad",1561.8832
2001,59,2001-02-28,2.2,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"Euglena",7392.788
2001,59,2001-02-28,2.2,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"unID Cocconeis",152.6421331
2001,59,2001-02-28,2.2,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"Asterionella",3819.107249
2001,59,2001-02-28,2.2,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"Segmented green",375.4503
2001,59,2001-02-28,2.2,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"Peanut",7733.6441
2001,59,2001-02-28,2.2,15.7,44,23,21,52.2727272727273,47.7272727272727,5.93,"TotalBiovolume",21262.77994
2001,93,2001-04-03,3,2.2,45,32,13,71.1111111111111,28.8888888888889,126.8,NA,NA
2001,120,2001-04-30,14.3,NA,NA,NA,NA,NA,NA,1157,"Coleosphaerum",0
2001,120,2001-04-30,14.3,NA,NA,NA,NA,NA,NA,1157,"Navicula",373.2096618
2001,120,2001-04-30,14.3,NA,NA,NA,NA,NA,NA,1157,"Microcystis",22.0952041
2001,120,2001-04-30,14.3,NA,NA,NA,NA,NA,NA,1157,"Cryptomonad",9371.2992
2001,120,2001-04-30,14.3,NA,NA,NA,NA,NA,NA,1157,"Naked Dinoflagellate",14007.08007
2001,120,2001-04-30,14.3,NA,NA,NA,NA,NA,NA,1157,"Small Cocconeis",457.9263993
2001,120,2001-04-30,14.3,NA,NA,NA,NA,NA,NA,1157,"Dinobryon",2068.174
2001,120,2001-04-30,14.3,NA,NA,NA,NA,NA,NA,1157,"Fragilaria",311.155
2001,120,2001-04-30,14.3,NA,NA,NA,NA,NA,NA,1157,"Flagellated green",87.26957
2001,120,2001-04-30,14.3,NA,NA,NA,NA,NA,NA,1157,"Segmented green",1626.9513
2001,120,2001-04-30,14.3,NA,NA,NA,NA,NA,NA,1157,"Peanut",84.9851
2001,120,2001-04-30,14.3,NA,NA,NA,NA,NA,NA,1157,"TotalBiovolume",28410.14551
2001,120,2001-04-30,11,NA,NA,NA,NA,NA,NA,1157,"Coleosphaerum",0
2001,120,2001-04-30,11,NA,NA,NA,NA,NA,NA,1157,"Navicula",373.2096618
2001,120,2001-04-30,11,NA,NA,NA,NA,NA,NA,1157,"Microcystis",22.0952041
2001,120,2001-04-30,11,NA,NA,NA,NA,NA,NA,1157,"Cryptomonad",9371.2992
2001,120,2001-04-30,11,NA,NA,NA,NA,NA,NA,1157,"Naked Dinoflagellate",14007.08007
2001,120,2001-04-30,11,NA,NA,NA,NA,NA,NA,1157,"Small Cocconeis",457.9263993
2001,120,2001-04-30,11,NA,NA,NA,NA,NA,NA,1157,"Dinobryon",2068.174
2001,120,2001-04-30,11,NA,NA,NA,NA,NA,NA,1157,"Fragilaria",311.155
2001,120,2001-04-30,11,NA,NA,NA,NA,NA,NA,1157,"Flagellated green",87.26957
2001,120,2001-04-30,11,NA,NA,NA,NA,NA,NA,1157,"Segmented green",1626.9513
2001,120,2001-04-30,11,NA,NA,NA,NA,NA,NA,1157,"Peanut",84.9851
2001,120,2001-04-30,11,NA,NA,NA,NA,NA,NA,1157,"TotalBiovolume",28410.14551
2001,134,2001-05-14,1.9,NA,NA,NA,NA,NA,NA,1243,NA,NA
2001,149,2001-05-29,0.5,NA,NA,NA,NA,NA,NA,1035,"Tabellaria",862.3671834
2001,149,2001-05-29,0.5,NA,NA,NA,NA,NA,NA,1035,"Mallomonas (colony)",21656.63197
2001,149,2001-05-29,0.5,NA,NA,NA,NA,NA,NA,1035,"Peanut",12152.8693
2001,149,2001-05-29,0.5,NA,NA,NA,NA,NA,NA,1035,"Cryptomonad",976.177
2001,149,2001-05-29,0.5,NA,NA,NA,NA,NA,NA,1035,"Armored Dinoflagellate",874.8631698
2001,149,2001-05-29,0.5,NA,NA,NA,NA,NA,NA,1035,"Dinobryon",2068.174
2001,149,2001-05-29,0.5,NA,NA,NA,NA,NA,NA,1035,"Fragilaria",2178.085
2001,149,2001-05-29,0.5,NA,NA,NA,NA,NA,NA,1035,"Flagellated green",174.53914
2001,149,2001-05-29,0.5,NA,NA,NA,NA,NA,NA,1035,"Segmented green",292.0169
2001,149,2001-05-29,0.5,NA,NA,NA,NA,NA,NA,1035,"TotalBiovolume",41235.72366
2001,162,2001-06-11,1.7,NA,NA,NA,NA,NA,NA,1267,NA,NA
2001,177,2001-06-26,1.1,NA,NA,NA,NA,NA,NA,1285,"Tabellaria",431.1835917
2001,177,2001-06-26,1.1,NA,NA,NA,NA,NA,NA,1285,"Asterocapsa",7758.86752
2001,177,2001-06-26,1.1,NA,NA,NA,NA,NA,NA,1285,"Synura",24
2001,177,2001-06-26,1.1,NA,NA,NA,NA,NA,NA,1285,"Nitzschia",51.1875
2001,177,2001-06-26,1.1,NA,NA,NA,NA,NA,NA,1285,"Cryptomonad",1757.1186
2001,177,2001-06-26,1.1,NA,NA,NA,NA,NA,NA,1285,"Cyclotella meneghiniana",791.6813485
2001,177,2001-06-26,1.1,NA,NA,NA,NA,NA,NA,1285,"Dinobryon",108579.135
2001,177,2001-06-26,1.1,NA,NA,NA,NA,NA,NA,1285,"Fragillaria",3422.705
2001,177,2001-06-26,1.1,NA,NA,NA,NA,NA,NA,1285,"Cyanobacteria diachloros",436.34785
2001,177,2001-06-26,1.1,NA,NA,NA,NA,NA,NA,1285,"Flagellated green",87.26957
2001,177,2001-06-26,1.1,NA,NA,NA,NA,NA,NA,1285,"Segmented green",417.167
2001,177,2001-06-26,1.1,NA,NA,NA,NA,NA,NA,1285,"Peanut",10538.1524
2001,177,2001-06-26,1.1,NA,NA,NA,NA,NA,NA,1285,"Mallomonas",696
2001,177,2001-06-26,1.1,NA,NA,NA,NA,NA,NA,1285,"TotalBiovolume",134990.8154
2001,190,2001-07-09,0.7,NA,NA,NA,NA,NA,NA,359.3,NA,NA
2001,205,2001-07-24,0.9,NA,NA,NA,NA,NA,NA,905,"Limnothrix",73.356023
2001,205,2001-07-24,0.9,NA,NA,NA,NA,NA,NA,905,"Cryptomonad",1366.6478
2001,205,2001-07-24,0.9,NA,NA,NA,NA,NA,NA,905,"Euglena",14785.576
2001,205,2001-07-24,0.9,NA,NA,NA,NA,NA,NA,905,"Fragilaria",1244.62
2001,205,2001-07-24,0.9,NA,NA,NA,NA,NA,NA,905,"Flagellated green",87.26957
2001,205,2001-07-24,0.9,NA,NA,NA,NA,NA,NA,905,"Segmented green",83.4334
2001,205,2001-07-24,0.9,NA,NA,NA,NA,NA,NA,905,"Peanut",4504.2103
2001,205,2001-07-24,0.9,NA,NA,NA,NA,NA,NA,905,"TotalBiovolume",22145.11309
2001,218,2001-08-06,0.7,NA,NA,NA,NA,NA,NA,182.1,NA,NA
2001,232,2001-08-20,1,NA,NA,NA,NA,NA,NA,435,"Limnothrix",287.781321
2001,232,2001-08-20,1,NA,NA,NA,NA,NA,NA,435,"Microcystis",249.3601606
2001,232,2001-08-20,1,NA,NA,NA,NA,NA,NA,435,"Cryptomonad",1561.8832
2001,232,2001-08-20,1,NA,NA,NA,NA,NA,NA,435,"Naked Dinoflagellate",14007.08007
2001,232,2001-08-20,1,NA,NA,NA,NA,NA,NA,435,"Armored Dinoflagellate",874.8631698
2001,232,2001-08-20,1,NA,NA,NA,NA,NA,NA,435,"Cyclotella ocellata",1130.973355
2001,232,2001-08-20,1,NA,NA,NA,NA,NA,NA,435,"Euglena",7392.788
2001,232,2001-08-20,1,NA,NA,NA,NA,NA,NA,435,"Small cocconeis",763.2106655
2001,232,2001-08-20,1,NA,NA,NA,NA,NA,NA,435,"Asterionella",1091.1735
2001,232,2001-08-20,1,NA,NA,NA,NA,NA,NA,435,"Segmented green",417.167
2001,232,2001-08-20,1,NA,NA,NA,NA,NA,NA,435,"Peanut",1529.7318
2001,232,2001-08-20,1,NA,NA,NA,NA,NA,NA,435,"TotalBiovolume",29306.01225
2001,232,2001-08-20,1.2,NA,NA,NA,NA,NA,NA,435,"Limnothrix",287.781321
2001,232,2001-08-20,1.2,NA,NA,NA,NA,NA,NA,435,"Microcystis",249.3601606
2001,232,2001-08-20,1.2,NA,NA,NA,NA,NA,NA,435,"Cryptomonad",1561.8832
2001,232,2001-08-20,1.2,NA,NA,NA,NA,NA,NA,435,"Naked Dinoflagellate",14007.08007
2001,232,2001-08-20,1.2,NA,NA,NA,NA,NA,NA,435,"Armored Dinoflagellate",874.8631698
2001,232,2001-08-20,1.2,NA,NA,NA,NA,NA,NA,435,"Cyclotella ocellata",1130.973355
2001,232,2001-08-20,1.2,NA,NA,NA,NA,NA,NA,435,"Euglena",7392.788
2001,232,2001-08-20,1.2,NA,NA,NA,NA,NA,NA,435,"Small cocconeis",763.2106655
2001,232,2001-08-20,1.2,NA,NA,NA,NA,NA,NA,435,"Asterionella",1091.1735
2001,232,2001-08-20,1.2,NA,NA,NA,NA,NA,NA,435,"Segmented green",417.167
2001,232,2001-08-20,1.2,NA,NA,NA,NA,NA,NA,435,"Peanut",1529.7318
2001,232,2001-08-20,1.2,NA,NA,NA,NA,NA,NA,435,"TotalBiovolume",29306.01225
2001,247,2001-09-04,1.1,NA,NA,NA,NA,NA,NA,1127,NA,NA
2001,261,2001-09-18,1.4,NA,NA,NA,NA,NA,NA,220.8,NA,NA
2001,275,2001-10-02,0.9,NA,NA,NA,NA,NA,NA,188,NA,NA
2001,288,2001-10-15,2,NA,NA,NA,NA,NA,NA,132.9,NA,NA
2001,302,2001-10-29,2.4,NA,NA,NA,NA,NA,NA,220.4,NA,NA
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Tabellaria",4743.019509
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Stephanodiscus niagare",1235.62986
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Prestauroneis protracta",0
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Ulnaria cf. acus",0
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Aulacoseira cf. subarctica",21220.28048
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Aulacoseira cf. ambigua",55235.14183
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Fragilaria tenera",1555.775
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Fragilaria crototensis",14935.44
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"?11",1545.356039
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Navicula",1119.628985
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Nitzschia",204.75
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Aulacoseira cf. islandica",4056.818327
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Closteriopsis longissima",0
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Cyclotella distinguenda",1244.070691
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Karayevia",0
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Lindavia affinis",266.5366431
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Discostella",350.7702735
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Cymbella",0
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Eunota",0
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Staurastrum",0
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Encyonema",47.63282781
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Placoneis",910.8753375
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Gomphoneis",5165.577
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Actinastrum falcatus",0
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Limnothrix",90.284336
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Cryptomonad",195.2354
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Armored Dinoflagellate",874.8631698
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Euglena",7392.788
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Dinobryon",6204.522
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Cyanobacteria diachloros",174.53914
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Asterionella",5455.867498
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Segmented green",41.7167
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Peanut",5524.0315
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"Mallomonas",96
2001,319,2001-11-15,3.2,NA,NA,NA,NA,NA,NA,95.2,"TotalBiovolume",198499.175
2002,16,2002-01-16,0.3,5.1,16.5,4,12.5,24.2424242424242,75.7575757575758,20.4,NA,NA
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Cyclotella distinguenda",339.2920065
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Tabellaria",1293.550775
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Chrysosphaerella",0
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Nitzschia",51.1875
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Lindavia ",88.8455477
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Limnothrix",28.213855
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Cryptomonad",4880.885
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Armored Dinoflagellate",874.8631698
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Cyclotella ocellata",8595.397498
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Small cocconeis",5953.043191
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Dinobryon",12409.044
2002,59,2002-02-28,-0.1,1.6,38,11,27,28.9473684210526,71.0526315789474,35.5,"Fragilaria",2489.24
